income_groups,time,poverty_population_under_1_9_per_day
low_income,2047,200236076
low_income,2048,181812834
low_income,2049,149483978
low_income,2050,148180045
lower_middle_income,1800,23293547
lower_middle_income,1801,23490397
lower_middle_income,1802,23340010
lower_middle_income,1803,23502968
lower_middle_income,1804,23365759
lower_middle_income,1805,23582944
lower_middle_income,1806,23597012
lower_middle_income,1807,23564051
lower_middle_income,1808,24156463
lower_middle_income,1809,24046102
lower_middle_income,1810,24625130
lower_middle_income,1811,25275725
lower_middle_income,1812,25879179
lower_middle_income,1813,26034390
lower_middle_income,1814,26640570
lower_middle_income,1815,27115681
lower_middle_income,1816,28454215
lower_middle_income,1817,28994983
lower_middle_income,1818,29281967
lower_middle_income,1819,30121150
lower_middle_income,1820,30079205
lower_middle_income,1821,30528867
lower_middle_income,1822,30590814
lower_middle_income,1823,30669160
lower_middle_income,1824,30235812
lower_middle_income,1825,30124728
lower_middle_income,1826,30599372
lower_middle_income,1827,30086056
lower_middle_income,1828,30247610
lower_middle_income,1829,30600930
lower_middle_income,1830,29602575
lower_middle_income,1831,28946386
lower_middle_income,1832,28915747
lower_middle_income,1833,28688437
lower_middle_income,1834,28654676
lower_middle_income,1835,27654342
lower_middle_income,1836,28334060
lower_middle_income,1837,29217403
lower_middle_income,1838,29164053
lower_middle_income,1839,29155656
lower_middle_income,1840,47374812
lower_middle_income,1841,47149663
lower_middle_income,1842,29909373
lower_middle_income,1843,48500963
lower_middle_income,1844,50376004
lower_middle_income,1845,50339258
lower_middle_income,1846,50393154
lower_middle_income,1847,49088572
lower_middle_income,1848,49363926
lower_middle_income,1849,49127287
lower_middle_income,1850,62949260
lower_middle_income,1851,49001636
lower_middle_income,1852,61965044
lower_middle_income,1853,49113577
lower_middle_income,1854,63026145
lower_middle_income,1855,66507088
lower_middle_income,1856,64580625
lower_middle_income,1857,64863211
lower_middle_income,1858,63742541
lower_middle_income,1859,65291959
lower_middle_income,1860,64021747
lower_middle_income,1861,68597948
lower_middle_income,1862,67794986
lower_middle_income,1863,63793363
lower_middle_income,1864,63825063
lower_middle_income,1865,64628944
lower_middle_income,1866,66149335
lower_middle_income,1867,67267326
lower_middle_income,1868,64419822
lower_middle_income,1869,64175259
lower_middle_income,1870,64758279
lower_middle_income,1871,65553273
lower_middle_income,1872,63835890
lower_middle_income,1873,72447925
lower_middle_income,1874,62442662
lower_middle_income,1875,69172909
lower_middle_income,1876,69862859
lower_middle_income,1877,66651120
lower_middle_income,1878,64029718
lower_middle_income,1879,64444090
lower_middle_income,1880,64837256
lower_middle_income,1881,58472395
lower_middle_income,1882,55330394
lower_middle_income,1883,54251237
lower_middle_income,1884,57516088
lower_middle_income,1885,56101307
lower_middle_income,1886,56518625
lower_middle_income,1887,87689985
lower_middle_income,1888,89842188
lower_middle_income,1889,56128000
lower_middle_income,1890,53237324
lower_middle_income,1891,52527980
lower_middle_income,1892,52793206
lower_middle_income,1893,88552932
lower_middle_income,1894,83973979
lower_middle_income,1895,84389151
lower_middle_income,1896,86396638
lower_middle_income,1897,77634720
lower_middle_income,1898,81656339
lower_middle_income,1899,75433196
lower_middle_income,1900,75653020
lower_middle_income,1901,74489203
lower_middle_income,1902,74647000
lower_middle_income,1903,80416266
lower_middle_income,1904,77301196
lower_middle_income,1905,81230344
lower_middle_income,1906,103577387
lower_middle_income,1907,100060436
lower_middle_income,1908,101365224
lower_middle_income,1909,99857050
lower_middle_income,1910,94668598
lower_middle_income,1911,94197664
lower_middle_income,1912,90823961
lower_middle_income,1913,86538467
lower_middle_income,1914,95109114
lower_middle_income,1915,92603225
lower_middle_income,1916,90270109
lower_middle_income,1917,93658859
lower_middle_income,1918,71575109
lower_middle_income,1919,70265794
lower_middle_income,1920,74567664
lower_middle_income,1921,76696336
lower_middle_income,1922,75186466
lower_middle_income,1923,72292393
lower_middle_income,1924,69119944
lower_middle_income,1925,103495136
lower_middle_income,1926,101709400
lower_middle_income,1927,104265548
lower_middle_income,1928,99017299
lower_middle_income,1929,99996323
lower_middle_income,1930,92257842
lower_middle_income,1931,110678715
lower_middle_income,1932,99377082
lower_middle_income,1933,96841731
lower_middle_income,1934,93981722
lower_middle_income,1935,121754890
lower_middle_income,1936,120146070
lower_middle_income,1937,118534622
lower_middle_income,1938,119358505
lower_middle_income,1939,122583807
lower_middle_income,1940,119057200
lower_middle_income,1941,124013761
lower_middle_income,1942,131032492
lower_middle_income,1943,135445512
lower_middle_income,1944,138805475
lower_middle_income,1945,152091876
lower_middle_income,1946,160872421
lower_middle_income,1947,153827587
lower_middle_income,1948,145438277
lower_middle_income,1949,139894037
lower_middle_income,1950,130973676
lower_middle_income,1951,182492066
lower_middle_income,1952,175040495
lower_middle_income,1953,173767432
lower_middle_income,1954,168844598
lower_middle_income,1955,176230144
lower_middle_income,1956,169628782
lower_middle_income,1957,180914441
lower_middle_income,1958,175776250
lower_middle_income,1959,181144592
lower_middle_income,1960,175927994
lower_middle_income,1961,160603647
lower_middle_income,1962,163255267
lower_middle_income,1963,164542768
lower_middle_income,1964,142418617
lower_middle_income,1965,135663234
lower_middle_income,1966,135003416
lower_middle_income,1967,133854514
lower_middle_income,1968,149622388
lower_middle_income,1969,132186345
lower_middle_income,1970,135527663
lower_middle_income,1971,146816229
lower_middle_income,1972,144394077
lower_middle_income,1973,237802965
lower_middle_income,1974,243781457
lower_middle_income,1975,217430494
lower_middle_income,1976,200302531
lower_middle_income,1977,189268029
lower_middle_income,1978,184152254
lower_middle_income,1979,184132601
lower_middle_income,1980,183179302
lower_middle_income,1981,193914815
lower_middle_income,1982,196815984
lower_middle_income,1983,200376164
lower_middle_income,1984,199999136
lower_middle_income,1985,200900829
lower_middle_income,1986,263419533
lower_middle_income,1987,113392346
lower_middle_income,1988,132538354
lower_middle_income,1989,106649565
lower_middle_income,1990,96979585
lower_middle_income,1991,106364149
lower_middle_income,1992,113574824
lower_middle_income,1993,216405517
lower_middle_income,1994,208634413
lower_middle_income,1995,201879625
lower_middle_income,1996,193129834
lower_middle_income,1997,721816589
lower_middle_income,1998,97311326
lower_middle_income,1999,601596459
lower_middle_income,2000,552440044
lower_middle_income,2001,542707307
lower_middle_income,2002,527967045
lower_middle_income,2003,533378647
lower_middle_income,2004,463943201
lower_middle_income,2005,400213078
lower_middle_income,2006,376645976
lower_middle_income,2007,782381702
lower_middle_income,2008,864887616
lower_middle_income,2009,854556747
lower_middle_income,2010,612682291
lower_middle_income,2011,533135410
lower_middle_income,2012,498818299
lower_middle_income,2013,471117621
lower_middle_income,2014,481942446
lower_middle_income,2015,457785438
lower_middle_income,2016,443585290
lower_middle_income,2017,396436444
lower_middle_income,2018,379203376
lower_middle_income,2019,375854711
lower_middle_income,2020,466835449
lower_middle_income,2021,397075576
lower_middle_income,2022,380546330
lower_middle_income,2023,382665785
lower_middle_income,2024,299406100
lower_middle_income,2025,312802990
lower_middle_income,2026,311854563
lower_middle_income,2027,285127283
lower_middle_income,2028,298159263
lower_middle_income,2029,304963712
lower_middle_income,2030,300513117
lower_middle_income,2031,297635072
lower_middle_income,2032,294393760
lower_middle_income,2033,290909714
lower_middle_income,2034,287738725
lower_middle_income,2035,284001847
lower_middle_income,2036,278730718
lower_middle_income,2037,286491780
lower_middle_income,2038,282079656
lower_middle_income,2039,277243083
lower_middle_income,2040,283970608
lower_middle_income,2041,279145994
lower_middle_income,2042,250483535
lower_middle_income,2043,238923681
lower_middle_income,2044,258222003
lower_middle_income,2045,251488535
lower_middle_income,2046,247250747
lower_middle_income,2047,242057727
lower_middle_income,2048,253483030
lower_middle_income,2049,278757604
lower_middle_income,2050,272995544
upper_middle_income,1881,49823
upper_middle_income,1883,53768
upper_middle_income,1885,53931
upper_middle_income,1887,45201
upper_middle_income,1888,51479
upper_middle_income,1889,45740
upper_middle_income,1890,56468
upper_middle_income,1891,52046
upper_middle_income,1892,3034468
upper_middle_income,1895,3145613
upper_middle_income,1896,1340319
upper_middle_income,1897,4349625
upper_middle_income,1898,4422667
upper_middle_income,1899,4215973
upper_middle_income,1900,4373322
upper_middle_income,1901,3971338
upper_middle_income,1902,3954158
upper_middle_income,1903,3831618
upper_middle_income,1904,4134876
upper_middle_income,1905,3885986
upper_middle_income,1906,3612385
upper_middle_income,1907,3720290
upper_middle_income,1908,4274285
upper_middle_income,1909,4091233
upper_middle_income,1910,4214964
upper_middle_income,1911,4178380
upper_middle_income,1912,4159322
upper_middle_income,1913,4275446
upper_middle_income,1914,5090497
upper_middle_income,1915,4893139
upper_middle_income,1916,4476665
upper_middle_income,1917,4658091
upper_middle_income,1918,4282885
upper_middle_income,1919,4644131
upper_middle_income,1920,2907776
upper_middle_income,1921,3562294
upper_middle_income,1922,5654103
upper_middle_income,1923,5263506
upper_middle_income,1924,5224905
upper_middle_income,1925,4928284
upper_middle_income,1926,5225520
upper_middle_income,1927,4943201
upper_middle_income,1928,8322448
upper_middle_income,1929,7596712
upper_middle_income,1930,8056502
upper_middle_income,1931,4629788
upper_middle_income,1932,5389941
upper_middle_income,1933,5452646
upper_middle_income,1934,4984088
upper_middle_income,1935,4121528
upper_middle_income,1936,4330191
upper_middle_income,1937,7470581
upper_middle_income,1938,7184963
upper_middle_income,1939,6164025
upper_middle_income,1940,3150773
upper_middle_income,1941,2586225
upper_middle_income,1942,2199257
upper_middle_income,1943,2023133
upper_middle_income,1944,2537195
upper_middle_income,1945,2307230
upper_middle_income,1946,2854296
upper_middle_income,1947,2756757
upper_middle_income,1948,3864485
upper_middle_income,1949,6083611
upper_middle_income,1950,5720553
upper_middle_income,1951,5551965
upper_middle_income,1952,6003722
upper_middle_income,1953,5703039
upper_middle_income,1954,7661338
upper_middle_income,1955,7513348
upper_middle_income,1956,8287989
upper_middle_income,1957,7933430
upper_middle_income,1958,7688304
upper_middle_income,1959,7688827
upper_middle_income,1960,7181238
upper_middle_income,1961,11450972
upper_middle_income,1962,16951275
upper_middle_income,1963,17439781
upper_middle_income,1964,33209139
upper_middle_income,1965,29408560
upper_middle_income,1966,31840834
upper_middle_income,1967,29760507
upper_middle_income,1968,27778767
upper_middle_income,1969,38664181
upper_middle_income,1970,37902031
upper_middle_income,1971,36382124
upper_middle_income,1972,35365758
upper_middle_income,1973,32143644
upper_middle_income,1974,31147114
upper_middle_income,1975,56827456
upper_middle_income,1976,54476422
upper_middle_income,1977,56794143
upper_middle_income,1978,57391263
upper_middle_income,1979,56510787
upper_middle_income,1980,54814437
upper_middle_income,1981,60777542
upper_middle_income,1982,62077361
upper_middle_income,1983,66985571
upper_middle_income,1984,69286755
upper_middle_income,1985,66263355
upper_middle_income,1986,54102009
upper_middle_income,1987,40074538
upper_middle_income,1988,24779899
upper_middle_income,1989,49383425
upper_middle_income,1990,57019509
upper_middle_income,1991,56612464
upper_middle_income,1992,56460556
upper_middle_income,1993,57585591
upper_middle_income,1994,51371646
upper_middle_income,1995,52746473
upper_middle_income,1996,59795644
upper_middle_income,1997,61116786
upper_middle_income,1998,44318743
upper_middle_income,1999,58694429
upper_middle_income,2000,58117297
upper_middle_income,2001,40929605
upper_middle_income,2002,21695116
upper_middle_income,2003,19024857
upper_middle_income,2004,35232666
upper_middle_income,2005,33237374
upper_middle_income,2006,41296075
upper_middle_income,2007,38909706
upper_middle_income,2008,45146258
upper_middle_income,2009,45026356
upper_middle_income,2010,219441666
upper_middle_income,2011,175863171
upper_middle_income,2012,155186957
upper_middle_income,2013,88679031
upper_middle_income,2014,78542780
upper_middle_income,2015,73172059
upper_middle_income,2016,59140059
upper_middle_income,2017,59233701
upper_middle_income,2018,53298863
upper_middle_income,2019,64833394
upper_middle_income,2020,47461126
upper_middle_income,2021,71496753
upper_middle_income,2022,67205008
upper_middle_income,2023,63265149
upper_middle_income,2024,133444840
upper_middle_income,2025,120308498
upper_middle_income,2026,106562072
upper_middle_income,2027,94735875
upper_middle_income,2028,84385493
upper_middle_income,2029,77107110
upper_middle_income,2030,72926344
upper_middle_income,2031,67862265
upper_middle_income,2032,63503652
upper_middle_income,2033,59831716
upper_middle_income,2034,56742511
upper_middle_income,2035,53137012
upper_middle_income,2036,51860189
upper_middle_income,2037,49703294
upper_middle_income,2038,47376149
upper_middle_income,2039,45248293
upper_middle_income,2040,43269455
upper_middle_income,2041,41325813
upper_middle_income,2042,65925400
upper_middle_income,2043,70841166
upper_middle_income,2044,69092536
upper_middle_income,2045,67775651
upper_middle_income,2046,65180611
upper_middle_income,2047,63563618
upper_middle_income,2048,61958075
upper_middle_income,2049,55264193
upper_middle_income,2050,53978007
high_income,1944,63
high_income,1945,62
high_income,1946,45
high_income,1947,26
high_income,1948,15
high_income,1949,12
high_income,1950,15322
high_income,1951,15833
high_income,1952,15823
high_income,1953,16144
high_income,1954,16390
high_income,1955,16999
high_income,1956,17287
high_income,1957,17536
high_income,1958,17920
high_income,1959,18511
high_income,1960,18923
high_income,1961,19380
high_income,1962,20177
high_income,1963,20453
high_income,1964,20821
high_income,1965,1162360
high_income,1966,1123589
high_income,1967,1136176
high_income,1968,1119905
high_income,1969,1116223
high_income,1970,1161905
high_income,1971,1164999
high_income,1972,1280334
high_income,1973,1357443
high_income,1974,1883669
high_income,1975,1952810
high_income,1976,2035636
high_income,1977,2019186
high_income,1978,2174180
high_income,1979,2416805
high_income,1980,2172996
high_income,1981,2245101
high_income,1982,3230665
high_income,1983,3590176
high_income,1984,3610656
high_income,1985,3604967
high_income,1986,3478592
high_income,1987,4169846
high_income,1988,3743618
high_income,1989,3403909
high_income,1990,3257523
high_income,1991,3320040
high_income,1992,3713337
high_income,1993,3356508
high_income,1994,3680072
high_income,1995,3817940
high_income,1996,3721504
high_income,1997,3961185
high_income,1998,4038100
high_income,1999,3483361
high_income,2000,3426061
high_income,2001,3456589
high_income,2002,3652713
high_income,2003,3613650
high_income,2004,3634296
high_income,2005,3455276
high_income,2006,3386368
high_income,2007,3302147
high_income,2008,3704369
high_income,2009,3262640
high_income,2010,3685371
high_income,2011,3885282
high_income,2012,4750015
high_income,2013,4786479
high_income,2014,7535705
high_income,2015,5145147
high_income,2016,4959391
high_income,2017,5428273
high_income,2018,4650441
high_income,2019,4768231
high_income,2020,4364555
high_income,2021,5224890
high_income,2022,5095572
high_income,2023,4973255
high_income,2024,4862417
high_income,2025,4758200
high_income,2026,4663065
high_income,2027,4585277
high_income,2028,5398548
high_income,2029,5169098
high_income,2030,5031306
high_income,2031,4819715
high_income,2032,4714788
high_income,2033,4641504
high_income,2034,4555471
high_income,2035,5156883
high_income,2036,4993509
high_income,2037,7822923
high_income,2038,7557930
high_income,2039,7619733
high_income,2040,7362459
high_income,2041,7103170
high_income,2042,6871441
high_income,2043,6642035
high_income,2044,6465683
high_income,2045,7438853
high_income,2046,7913896
high_income,2047,7607320
high_income,2048,7262310
high_income,2049,12323380
high_income,2050,11822375
