geo,time,eg_elc_coal_zs
brn,1987,0
brn,1988,0
brn,1989,0
brn,1990,0
brn,1991,0
brn,1992,0
brn,1993,0
brn,1994,0
brn,1995,0
brn,1996,0
brn,1997,0
brn,1998,0
brn,1999,0
brn,2000,0
brn,2001,0
brn,2002,0
brn,2003,0
brn,2004,0
brn,2005,0
brn,2006,0
brn,2007,0
brn,2008,0
brn,2009,0
brn,2010,0
brn,2011,0
brn,2012,0
brn,2013,0
brn,2014,0
brn,2015,0
bwa,1981,78.17164
bwa,1982,81.99234
bwa,1983,85.96112
bwa,1984,88.84211
bwa,1985,95.27721
bwa,1986,91.62479
bwa,1987,94.48124
bwa,1988,84.15842
bwa,1989,86.91038
bwa,1990,88.07947
bwa,1991,96.47059
bwa,1992,97.33096
bwa,1993,97.06406
bwa,1994,97.51838
bwa,1995,97.98271
bwa,1996,97.22589
bwa,1997,96.87093
bwa,1998,97.87234
bwa,1999,97.6085
bwa,2000,97.63158
bwa,2001,97.87422
bwa,2002,97.46946
bwa,2003,97.21689
bwa,2004,94.76386
bwa,2005,99.42966
bwa,2006,99.38962
bwa,2007,99.27536
bwa,2008,100
bwa,2009,100
bwa,2010,100
bwa,2011,91.42259
bwa,2012,71.42857
bwa,2013,82.3402
bwa,2014,95.67661
bwa,2015,96.35996
can,1960,3.37771
can,1961,4.05395
can,1962,7.09892
can,1963,10.91688
can,1964,11.89309
can,1965,13.425
can,1966,12.3529
can,1967,13.55978
can,1968,15.10834
can,1969,15.0785
can,1970,17.92642
can,1971,18.80108
can,1972,17.15415
can,1973,12.92427
can,1974,12.27131
can,1975,13.11065
can,1976,13.72376
can,1977,15.00252
can,1978,14.55555
can,1979,14.67489
can,1980,16.02237
can,1981,16.25595
can,1982,17.86193
can,1983,18.08597
can,1984,19.21466
can,1985,17.3185
can,1986,15.29528
can,1987,16.97639
can,1988,18.14277
can,1989,18.37107
can,1990,17.05664
can,1991,17.40251
can,1992,17.30418
can,1993,15.48231
can,1994,15.59388
can,1995,15.60754
can,1996,15.70736
can,1997,17.33037
can,1998,19.03466
can,1999,18.64063
can,2000,19.4169
can,2001,19.98898
can,2002,19.60167
can,2003,19.105
can,2004,16.8798
can,2005,16.20985
can,2006,15.24985
can,2007,16.1028
can,2008,14.86644
can,2009,12.91867
can,2010,13.17218
can,2011,11.81289
can,2012,10.11606
can,2013,9.7994
can,2014,9.91713
can,2015,9.83645
che,1960,0
che,1961,0
che,1962,0
che,1963,0
che,1964,0
che,1965,0
che,1966,0
che,1967,0
che,1968,0
che,1969,0
che,1970,0
che,1971,0
che,1972,0
che,1973,0
che,1974,0
che,1975,0
che,1976,0
che,1977,0.03705
che,1978,0.05917
che,1979,0.10338
che,1980,0.13492
che,1981,0.16013
che,1982,0.15807
che,1983,0.14178
che,1984,0.18969
che,1985,0.18366
che,1986,0.13972
che,1987,0.06293
che,1988,0.05195
che,1989,0.09302
che,1990,0.07274
che,1991,0.01582
che,1992,0.01543
che,1993,0.00164
che,1994,0.00153
che,1995,0.00161
che,1996,0
che,1997,0
che,1998,0
che,1999,0
che,2000,0
che,2001,0
che,2002,0
che,2003,0
che,2004,0
che,2005,0
che,2006,0
che,2007,0
che,2008,0
che,2009,0
che,2010,0
che,2011,0
che,2012,0
che,2013,0
che,2014,0
che,2015,0
chl,1971,16.14266
chl,1972,9.55899
chl,1973,13.99726
chl,1974,11.41228
chl,1975,9.18461
chl,1976,10.66077
chl,1977,10.84288
chl,1978,11.59266
chl,1979,14.50512
chl,1980,16.08374
chl,1981,16.06278
chl,1982,9.62008
chl,1983,10.80482
chl,1984,15.55901
chl,1985,12.28632
chl,1986,10.75014
chl,1987,9.83565
chl,1988,17.83624
chl,1989,30.35203
chl,1990,35.516
chl,1991,21.29152
chl,1992,11.63082
chl,1993,11.86935
chl,1994,18.56629
chl,1995,22.80301
chl,1996,30.90814
chl,1997,28.15269
chl,1998,31.9412
chl,1999,33.26387
chl,2000,21.1263
chl,2001,11.37288
chl,2002,11.56832
chl,2003,10.41662
chl,2004,15.07186
chl,2005,13.74133
chl,2006,19.15944
chl,2007,22.66147
chl,2008,23.63661
chl,2009,24.53312
chl,2010,27.90813
chl,2011,29.85558
chl,2012,36.32493
chl,2013,41.38096
chl,2014,36.33848
chl,2015,37.14434
chn,1971,70.12196
chn,1972,63.6185
chn,1973,57.92494
chn,1974,56.78094
chn,1975,55.81249
chn,1976,50.57182
chn,1977,56.64307
chn,1978,60.57836
chn,1979,56.51428
chn,1980,53.03529
chn,1981,52.66919
chn,1982,54.32587
chn,1983,54.85061
chn,1984,58.28533
chn,1985,63.46953
chn,1986,66.65384
chn,1987,68.34899
chn,1988,68.53708
chn,1989,69.26677
chn,1990,71.03907
chn,1991,73.50791
chn,1992,75.03179
chn,1993,73.50379
chn,1994,74.78963
chn,1995,73.74895
chn,1996,76.1976
chn,1997,76.35929
chn,1998,75.63615
chn,1999,77.67119
chn,2000,78.21364
chn,2001,76.25246
chn,2002,77.54358
chn,2003,79.55557
chn,2004,78.1737
chn,2005,79.19612
chn,2006,80.3395
chn,2007,80.95424
chn,2008,78.75051
chn,2009,78.38267
chn,2010,77.18719
chn,2011,78.87712
chn,2012,75.65891
chn,2013,75.27907
chn,2014,72.63391
chn,2015,70.30943
civ,1971,0
civ,1972,0
civ,1973,0
civ,1974,0
civ,1975,0
civ,1976,0
civ,1977,0
civ,1978,0
civ,1979,0
civ,1980,0
civ,1981,0
civ,1982,0
civ,1983,0
civ,1984,0
civ,1985,0
civ,1986,0
civ,1987,0
civ,1988,0
civ,1989,0
civ,1990,0
civ,1991,0
civ,1992,0
civ,1993,0
civ,1994,0
civ,1995,0
civ,1996,0
civ,1997,0
civ,1998,0
civ,1999,0
civ,2000,0
civ,2001,0
civ,2002,0
civ,2003,0
civ,2004,0
civ,2005,0
civ,2006,0
civ,2007,0
civ,2008,0
civ,2009,0
civ,2010,0
civ,2011,0
civ,2012,0
civ,2013,0
civ,2014,0
civ,2015,0
cmr,1971,0
cmr,1972,0
cmr,1973,0
cmr,1974,0
cmr,1975,0
cmr,1976,0
cmr,1977,0
cmr,1978,0
cmr,1979,0
cmr,1980,0
cmr,1981,0
cmr,1982,0
cmr,1983,0
cmr,1984,0
cmr,1985,0
cmr,1986,0
cmr,1987,0
cmr,1988,0
cmr,1989,0
cmr,1990,0
cmr,1991,0
cmr,1992,0
cmr,1993,0
cmr,1994,0
cmr,1995,0
cmr,1996,0
cmr,1997,0
cmr,1998,0
cmr,1999,0
cmr,2000,0
cmr,2001,0
cmr,2002,0
cmr,2003,0
cmr,2004,0
cmr,2005,0
cmr,2006,0
cmr,2007,0
cmr,2008,0
cmr,2009,0
cmr,2010,0
cmr,2011,0
cmr,2012,0
cmr,2013,0
cmr,2014,0
cmr,2015,0
cod,1971,0
cod,1972,0
cod,1973,0
cod,1974,0
cod,1975,0
cod,1976,0
cod,1977,0
cod,1978,0
cod,1979,0
cod,1980,0
cod,1981,0
cod,1982,0
cod,1983,0
cod,1984,0
cod,1985,0
cod,1986,0
cod,1987,0
cod,1988,0
cod,1989,0
cod,1990,0
cod,1991,0
cod,1992,0
cod,1993,0
cod,1994,0
cod,1995,0
cod,1996,0
cod,1997,0
cod,1998,0
cod,1999,0
cod,2000,0
cod,2001,0
cod,2002,0
cod,2003,0
cod,2004,0
cod,2005,0
cod,2006,0
cod,2007,0
cod,2008,0
cod,2009,0
cod,2010,0
cod,2011,0
cod,2012,0
cod,2013,0
cod,2014,0
cod,2015,0
cog,1971,0
cog,1972,0
cog,1973,0
cog,1974,0
cog,1975,0
cog,1976,0
cog,1977,0
cog,1978,0
cog,1979,0
cog,1980,0
cog,1981,0
cog,1982,0
cog,1983,0
cog,1984,0
cog,1985,0
cog,1986,0
cog,1987,0
cog,1988,0
cog,1989,0
cog,1990,0
cog,1991,0
cog,1992,0
cog,1993,0
cog,1994,0
cog,1995,0
cog,1996,0
cog,1997,0
cog,1998,0
cog,1999,0
cog,2000,0
cog,2001,0
cog,2002,0
cog,2003,0
cog,2004,0
cog,2005,0
cog,2006,0
cog,2007,0
cog,2008,0
cog,2009,0
cog,2010,0
cog,2011,0
cog,2012,0
cog,2013,0
cog,2014,0
cog,2015,0
col,1971,13.11395
col,1972,12.58668
col,1973,12.44517
col,1974,12.19456
col,1975,10.37043
col,1976,11.24325
col,1977,10.20515
col,1978,9.35322
col,1979,8.28729
col,1980,7.90864
col,1981,8.29282
col,1982,8.41223
col,1983,6.93735
col,1984,9.78493
col,1985,11.7009
col,1986,10.29222
col,1987,9.70251
col,1988,9.89337
col,1989,10.09151
col,1990,10.19886
col,1991,10.28116
col,1992,14.17254
col,1993,11.28141
col,1994,8.55128
col,1995,10.00328
col,1996,4.31945
col,1997,6.86694
col,1998,5.96699
col,1999,4.56541
col,2000,5.10377
col,2001,5.43713
col,2002,5.12411
col,2003,6.29123
col,2004,4.01456
col,2005,4.90494
col,2006,5.45894
col,2007,6.29799
col,2008,5.41314
col,2009,7.4122
col,2010,6.89116
col,2011,3.77018
col,2012,5.47178
col,2013,8.99248
col,2014,10.17815
col,2015,11.85215
cri,1971,0
cri,1972,0
cri,1973,0
cri,1974,0
cri,1975,0
cri,1976,0
cri,1977,0
cri,1978,0
cri,1979,0
cri,1980,0
cri,1981,0
cri,1982,0
cri,1983,0
cri,1984,0
cri,1985,0
cri,1986,0
cri,1987,0
cri,1988,0
cri,1989,0
cri,1990,0
cri,1991,0
cri,1992,0
cri,1993,0
cri,1994,0
cri,1995,0
cri,1996,0
cri,1997,0
cri,1998,0
cri,1999,0
cri,2000,0
cri,2001,0
cri,2002,0
cri,2003,0
cri,2004,0
cri,2005,0
cri,2006,0
cri,2007,0
cri,2008,0
cri,2009,0
cri,2010,0
cri,2011,0
cri,2012,0
cri,2013,0
cri,2014,0
cri,2015,0
cub,1971,0
cub,1972,0
cub,1973,0
cub,1974,0
cub,1975,0
cub,1976,0
cub,1977,0
cub,1978,0
cub,1979,0
cub,1980,0
cub,1981,0
cub,1982,0
cub,1983,0
cub,1984,0
cub,1985,0
cub,1986,0
cub,1987,0
cub,1988,0
cub,1989,0
cub,1990,0
cub,1991,0
cub,1992,0
cub,1993,0
cub,1994,0
cub,1995,0
cub,1996,0
cub,1997,0
cub,1998,0
cub,1999,0
cub,2000,0
cub,2001,0
cub,2002,0
cub,2003,0
cub,2004,0
cub,2005,0
cub,2006,0
cub,2007,0
cub,2008,0
cub,2009,0
cub,2010,0
cub,2011,0
cub,2012,0
cub,2013,0
cub,2014,0
cub,2015,0
cyp,1971,0
cyp,1972,0
cyp,1973,0
cyp,1974,0
cyp,1975,0
cyp,1976,0
cyp,1977,0
cyp,1978,0
cyp,1979,0
cyp,1980,0
cyp,1981,0
cyp,1982,0
cyp,1983,0
cyp,1984,0
cyp,1985,0
cyp,1986,0
cyp,1987,0
cyp,1988,0
cyp,1989,0
cyp,1990,0
cyp,1991,0
cyp,1992,0
cyp,1993,0
cyp,1994,0
cyp,1995,0
cyp,1996,0
cyp,1997,0
cyp,1998,0
cyp,1999,0
cyp,2000,0
cyp,2001,0
cyp,2002,0
cyp,2003,0
cyp,2004,0
cyp,2005,0
cyp,2006,0
cyp,2007,0
cyp,2008,0
cyp,2009,0
cyp,2010,0
cyp,2011,0
cyp,2012,0
cyp,2013,0
cyp,2014,0
cyp,2015,0
cze,1971,84.84274
cze,1972,85.11079
cze,1973,85.14354
cze,1974,81.66898
cze,1975,81.27342
cze,1976,81.19596
cze,1977,81.00363
cze,1978,81.86155
cze,1979,80.52645
cze,1980,84.75008
cze,1981,83.33613
cze,1982,90.2776
cze,1983,90.50149
cze,1984,88.22729
cze,1985,85.48201
cze,1986,78.56813
cze,1987,70.6412
cze,1988,70.58942
cze,1989,71.85518
cze,1990,76.44008
cze,1991,76.56141
cze,1992,75.34077
cze,1993,74.54735
cze,1994,73.2227
cze,1995,74.06521
cze,1996,73.55655
cze,1997,74.3557
cze,1998,73.58412
cze,1999,72.14732
cze,2000,75.39054
cze,2001,74.00517
cze,2002,68.77163
cze,2003,64.12529
cze,2004,63.04452
cze,2005,63.79392
cze,2006,62.46563
cze,2007,64.59026
cze,2008,62.25104
cze,2009,59.571
cze,2010,58.30247
cze,2011,57.06993
cze,2012,53.71855
cze,2013,50.82202
cze,2014,51.15517
cze,2015,53.06115
deu,1960,87.02877
deu,1961,86.72577
deu,1962,86.90911
deu,1963,85.74243
deu,1964,84.44875
deu,1965,80.18257
deu,1966,76.8512
deu,1967,77.08997
deu,1968,76.24579
deu,1969,74.72715
deu,1970,74.4636
deu,1971,74.98938
deu,1972,72.37981
deu,1973,69.0035
deu,1974,67.20836
deu,1975,63.27462
deu,1976,66.08277
deu,1977,63.65335
deu,1978,62.64582
deu,1979,61.94284
deu,1980,62.93992
deu,1981,65.11608
deu,1982,66.2068
deu,1983,67.66259
deu,1984,65.32322
deu,1985,61.93753
deu,1986,62.26196
deu,1987,59.87913
deu,1988,58.62671
deu,1989,58.06131
deu,1990,58.73112
deu,1991,59.14607
deu,1992,57.12441
deu,1993,57.37846
deu,1994,56.52802
deu,1995,55.6226
deu,1996,54.96059
deu,1997,53.3586
deu,1998,54.11994
deu,1999,52.15449
deu,2000,53.14609
deu,2001,51.83954
deu,2002,52.68337
deu,2003,52.08423
deu,2004,50.42963
deu,2005,48.34589
deu,2006,47.16389
deu,2007,48.65236
deu,2008,44.9948
deu,2009,44.11356
deu,2010,43.64242
deu,2011,44.8563
deu,2012,46.01647
deu,2013,47.24123
deu,2014,45.81019
deu,2015,44.26281
dnk,1960,71.62455
dnk,1961,69.86456
dnk,1962,72.30047
dnk,1963,68.16054
dnk,1964,64.83657
dnk,1965,63.97264
dnk,1966,51.41078
dnk,1967,61.43759
dnk,1968,54.72879
dnk,1969,38.77899
dnk,1970,31.20755
dnk,1971,18.59429
dnk,1972,18.75182
