geo,time,ny_gdp_mktp_cd
afg,2018,18053228578.8878
afg,2019,18799450742.7823
afg,2020,20116137325.8206
ago,1980,5930503400.83228
ago,1981,5550483035.90815
ago,1982,5550483035.90815
ago,1983,5784341596.36339
ago,1984,6131475065.23832
ago,1985,7553560459.10428
ago,1986,7072063345.44786
ago,1987,8083872012.47326
ago,1988,8769250549.73596
ago,1989,10201099039.5655
ago,1990,11228764963.1618
ago,1991,10603784541.197
ago,1992,8307810973.58848
ago,1993,5768720421.61367
ago,1994,4438321017.39068
ago,1995,5538749259.94714
ago,1996,7526446605.51712
ago,1997,7648377412.83277
ago,1998,6506229607.29432
ago,1999,6152936539.21955
ago,2000,9129634978.33773
ago,2001,8936063723.20121
ago,2002,15285594828.418
ago,2003,17812705294.325
ago,2004,23552052407.5488
ago,2005,36970918699.2523
ago,2006,52381006892.038
ago,2007,65266452081.386
ago,2008,88538611205.1433
ago,2009,70307163678.23801
ago,2010,83799496611.20038
ago,2011,111789686464.44099
ago,2012,128052853643.106
ago,2013,136709862831.194
ago,2014,145712200312.505
ago,2015,116193649124.151
ago,2016,101123851090.455
ago,2017,122123822333.59
ago,2018,101353230784.59399
ago,2019,89417190341.2533
ago,2020,58375976292.9678
alb,1984,1857338011.85488
alb,1985,1897050133.42015
alb,1986,2097326250
alb,1987,2080796250
alb,1988,2051236250
alb,1989,2253090000
alb,1990,2028553750
alb,1991,1099559027.77778
alb,1992,652174990.8373
alb,1993,1185315468.46295
alb,1994,1880951520.3972
alb,1995,2392764853.42107
alb,1996,3199641335.93751
alb,1997,2258513974.0968
alb,1998,2545964540.88383
alb,1999,3212121650.97755
alb,2000,3480355258.04122
alb,2001,3922100793.5403
alb,2002,4348068242.19512
alb,2003,5611496257.14231
alb,2004,7184685781.51876
alb,2005,8052073539.38058
alb,2006,8896072918.9814
alb,2007,10677324144.4289
alb,2008,12881353507.8539
alb,2009,12044208085.864
alb,2010,11926922828.9911
alb,2011,12890764531.3284
alb,2012,12319830437.3467
alb,2013,12776220507.0162
alb,2014,13228147516.1168
alb,2015,11386850129.8411
alb,2016,11861199830.8396
alb,2017,13019689336.6919
alb,2018,15156432309.8977
alb,2019,15400242874.8812
alb,2020,14887629268.2927
and,1970,78619206.0851
and,1971,89409820.35928
and,1972,113408231.94409
and,1973,150820102.7984
and,1974,186558696.2792
and,1975,220127246.37681
and,1976,227281024.62074
and,1977,254020153.34064
and,1978,308008897.56944
and,1979,411578334.15964
and,1980,446416105.82502
and,1981,388958731.30294
and,1982,375895956.38346
and,1983,327861832.94664
and,1984,330070689.29828
and,1985,346737964.77495
and,1986,482000594.03588
and,1987,611316399.40709
and,1988,721425939.15155
and,1989,795449332.39635
and,1990,1029048481.88051
and,1991,1106928582.86629
and,1992,1210013651.87713
and,1993,1007025755.00065
and,1994,1017549124.33238
and,1995,1178738991.19295
and,1996,1223945356.62682
and,1997,1180597272.72727
and,1998,1211932397.81713
and,1999,1239876305.13531
and,2000,1429049198.45218
and,2001,1546926174.49664
and,2002,1755910031.99699
and,2003,2361726862.30248
and,2004,2894921777.99851
and,2005,3159905484.39249
and,2006,3456442102.622
and,2007,3952600602.24473
and,2008,4085630584.44412
and,2009,3674409558.21061
and,2010,3449966856.68832
and,2011,3629203786.19154
and,2012,3188808942.56713
and,2013,3193704343.20627
and,2014,3271808157.30038
and,2015,2789870187.50693
and,2016,2896679211.86628
and,2017,3000180750.11297
and,2018,3218316013.22626
and,2019,3155065487.51819
are,1975,14720672506.5004
are,1976,19213022691.0526
are,1977,24871775164.6043
are,1978,23775831783.4263
are,1979,31225463217.7582
are,1980,43598748449.0479
are,1981,49333424135.1131
are,1982,46622718605.2847
are,1983,42803323345.1376
are,1984,41807954235.903
are,1985,40603650231.54449
are,1986,33943612094.7971
are,1987,36384908744.2114
are,1988,36275674203.2144
are,1989,41464995913.9199
are,1990,50701443748.2975
are,1991,51552165622.4462
are,1992,54239171887.769
are,1993,55625170253.337
are,1994,59305093979.842
are,1995,65743666575.8649
are,1996,73571233996.18629
are,1997,78839008444.56551
are,1998,75674336283.18579
are,1999,84445473110.95979
are,2000,104337372362.151
are,2001,103311640571.81799
are,2002,109816201497.617
are,2003,124346358066.71201
are,2004,147824370319.94601
are,2005,180617467964.60199
are,2006,222116541865.21399
are,2007,257916133424.09799
are,2008,315474615738.59802
are,2009,253547358747.44696
are,2010,289787338325.39093
are,2011,350666031313.81897
are,2012,374590605854.32294
are,2013,390107556160.65399
are,2014,403137100068.07397
are,2015,358135057862.492
are,2016,357045064669.84302
are,2017,385605506848.19598
are,2018,422215043594.28198
are,2019,417215559513.36401
are,2020,358868765174.92401
arg,1962,24450604877.6081
arg,1963,18272123664.4715
arg,1964,25605249381.7597
arg,1965,28344705966.6389
arg,1966,28630474727.9023
arg,1967,24256667553.2569
arg,1968,26436857247.4982
arg,1969,31256284543.6155
arg,1970,31584210365.5447
arg,1971,33293199095.48809
arg,1972,34733000536.2862
arg,1973,52544000116.90369
arg,1974,72436777342.4554
arg,1975,52438647921.9226
arg,1976,51169499890.7722
arg,1977,56781000100.9448
arg,1978,58082870156.2634
arg,1979,69252328953.37891
arg,1980,76961923741.94791
arg,1981,78676842366.4213
arg,1982,84307486836.724
arg,1983,103979106777.911
arg,1984,79092001998.03198
arg,1985,88416668900.25958
arg,1986,110934442762.694
arg,1987,111106191358.19701
arg,1988,126206817196.091
arg,1989,76636898036.47121
arg,1990,141352368714.69101
arg,1991,189719984268.48495
arg,1992,228788617201.69601
arg,1993,236741715015.01501
arg,1994,257440000000
arg,1995,258031750000
arg,1996,272149750000
arg,1997,292859000000
arg,1998,298948250000
arg,1999,283523000000
arg,2000,284203750000
arg,2001,268696750000
arg,2002,97724004251.8602
arg,2003,127586973492.177
arg,2004,164657930452.78699
arg,2005,198737095012.28201
arg,2006,232557260817.30801
arg,2007,287530508430.56799
arg,2008,361558037110.41907
arg,2009,332976484577.61902
arg,2010,423627422092.48999
arg,2011,530163281574.65802
arg,2012,545982375701.12799
arg,2013,552025140252.24597
arg,2014,526319673731.638
arg,2015,594749285413.21204
arg,2016,557531376217.96704
arg,2017,643628665302.15503
arg,2018,524819742918.66895
arg,2019,451932356085.84198
arg,2020,389288056265.32495
arm,1990,2256838857.60997
arm,1991,2069870129.87013
arm,1992,1272835453.42634
arm,1993,1201312829.27524
arm,1994,1315158636.67553
arm,1995,1468317435.20148
arm,1996,1596968946.23708
arm,1997,1639492444.76152
arm,1998,1893726437.26462
arm,1999,1845482173.02732
arm,2000,1911563668.85006
arm,2001,2118467913.37873
arm,2002,2376335048.39976
arm,2003,2807061008.69084
arm,2004,3576615240.41616
arm,2005,4900469950.09033
arm,2006,6384451606.1421
arm,2007,9206301700.39619
arm,2008,11662040713.8753
arm,2009,8647936747.98704
arm,2010,9260284937.79781
arm,2011,10142111334.4961
arm,2012,10619320048.5857
arm,2013,11121465767.4067
arm,2014,11609512939.7542
arm,2015,10553337672.9872
arm,2016,10546135160.031
arm,2017,11527458565.7334
arm,2018,12457941907.0333
arm,2019,13619291361.2814
arm,2020,12641209802.112
asm,2002,512000000
asm,2003,524000000
asm,2004,509000000
asm,2005,500000000
asm,2006,493000000
asm,2007,518000000
asm,2008,560000000
asm,2009,675000000
asm,2010,573000000
asm,2011,570000000
asm,2012,640000000
asm,2013,638000000
asm,2014,643000000
asm,2015,673000000
asm,2016,671000000
asm,2017,612000000
asm,2018,639000000
asm,2019,648000000
asm,2020,709000000
atg,1977,77496753.7037
atg,1978,87879341.48148
atg,1979,109079978.88889
atg,1980,131431026.66667
atg,1981,147841734.44444
atg,1982,164369278.88889
atg,1983,182144092.96296
atg,1984,208372846.2963
atg,1985,240923924.81482
atg,1986,290440140.74074
atg,1987,337174861.85185
atg,1988,398637727.77778
atg,1989,438794788.51852
atg,1990,459470370.37037
atg,1991,481707407.40741
atg,1992,499281481.48148
atg,1993,535174074.07407
atg,1994,589429629.62963
atg,1995,577281481.48148
atg,1996,633729629.62963
atg,1997,680618518.51852
atg,1998,727859259.25926
atg,1999,766200000
atg,2000,826370370.37037
atg,2001,800481481.48148
atg,2002,814381481.48148
atg,2003,856396296.2963
atg,2004,919729629.62963
atg,2005,1022962962.96296
atg,2006,1157662962.96296
atg,2007,1312759259.25926
atg,2008,1370070370.37037
atg,2009,1228329629.62963
atg,2010,1148700000
atg,2011,1137637037.03704
atg,2012,1199948148.14815
atg,2013,1181448148.14815
atg,2014,1249733333.33333
atg,2015,1336692592.59259
atg,2016,1436585185.18519
atg,2017,1467977777.77778
atg,2018,1605944444.44444
atg,2019,1687533333.33333
atg,2020,1370281481.48148
aus,1960,18606786874.23
aus,1961,19683055213.3498
aus,1962,19922723709.262
aus,1963,21539926083.548
aus,1964,23801097547.3177
aus,1965,25977153096.6514
aus,1966,27309889125.322
aus,1967,30444618658.3044
aus,1968,32716989584.4999
aus,1969,36686079068.2047
aus,1970,41337215813.6409
aus,1971,45222309329.1522
aus,1972,52051401869.1589
aus,1973,63844971172.3254
aus,1974,88981577008.10609
aus,1975,97333060221.22079
aus,1976,105101474851.88499
aus,1977,110387703601.744
aus,1978,118535980148.883
aus,1979,134941497216.858
aus,1980,150032311977.716
aus,1981,176953442470.68399
aus,1982,194104601125.45496
aus,1983,177333645297.146
aus,1984,193593551892.77301
aus,1985,180573751629.97601
aus,1986,182368494683.828
aus,1987,189400476442.56201
aus,1988,236065919674.04001
aus,1989,299767934207.31201
aus,1990,311326664101.578
aus,1991,325902990346.12701
aus,1992,325480273782.97302
aus,1993,312126194491.28699
aus,1994,322807333102.73297
aus,1995,367915800415.79999
aus,1996,401089529590.28802
aus,1997,435323994365.31506
aus,1998,399404463135.04694
aus,1999,389098884572.00098
aus,2000,415576210513.09399
aus,2001,379083932596.32898
aus,2002,395342716617.83197
aus,2003,467390797903.32001
aus,2004,614166310997.297
aus,2005,695075176665.16296
aus,2006,747556154537.28699
aus,2007,853955405511.50195
aus,2008,1055127126230.97998
aus,2009,928042998085.70203
aus,2010,1147589183475.72998
aus,2011,1397907916789.8999
aus,2012,1546508558465.65991
aus,2013,1576335282651.07007
aus,2014,1467504819608.91992
aus,2015,1350534154255.76001
aus,2016,1206685107002.46997
aus,2017,1326882872011.45996
aus,2018,1428529571351.06006
aus,2019,1391952510370.47998
aus,2020,1327836171068.51001
aut,1960,6592693841.18495
aut,1961,7311749633.36229
aut,1962,7756110210.11966
aut,1963,8374175257.73075
aut,1964,9169983885.71185
aut,1965,9994070615.85997
aut,1966,10887682273.1014
aut,1967,11579431668.9165
aut,1968,12440625312.8685
aut,1969,13582798556.2404
aut,1970,15373005557.0257
aut,1971,17858486066.7474
aut,1972,22059612476.9332
aut,1973,29515467706.796
aut,1974,35189299911.6608
aut,1975,40059206763.056
aut,1976,42959976221.5234
aut,1977,51545758887.6863
aut,1978,62052259073.2493
aut,1979,73937296963.45859
aut,1980,82058912997.23459
aut,1981,71034228443.062
aut,1982,71275287569.5733
aut,1983,72121016546.6524
aut,1984,67985344886.8716
aut,1985,69386774408.0872
aut,1986,99036164939.16179
aut,1987,124168442533.74001
aut,1988,133339397080.129
aut,1989,133105805512.22
aut,1990,166463386179.354
aut,1991,173794177961.108
aut,1992,195078126721.763
aut,1993,190379720809.17999
aut,1994,203535242741.83801
aut,1995,241038283062.64496
aut,1996,237250948791.26599
aut,1997,212790348404.55496
aut,1998,218259904401.95599
aut,1999,217259147049.95401
aut,2000,197289625479.90601
aut,2001,197508773215.32297
aut,2002,214394866675.23999
aut,2003,262273631180.05399
aut,2004,301457562038.54102
aut,2005,316092273276.01501
aut,2006,336280064332.41101
aut,2007,389185571506.052
aut,2008,432051935642.94495
aut,2009,401758735822.21094
aut,2010,392275107258.66693
aut,2011,431685217367.51099
aut,2012,409401816050.53107
aut,2013,430190979705.96198
aut,2014,442584815286.034
aut,2015,381971148530.54303
aut,2016,395837353031.49902
aut,2017,417261151844.97699
aut,2018,455168151938.94098
aut,2019,445011872704.46997
aut,2020,433258467676.51501
aze,1992,446305555.55556
aze,1993,1570000000
aze,1994,1193312101.91083
aze,1995,2417355840.03625
aze,1996,3176333837.03359
aze,1997,3962238113.16021
aze,1998,4446368570.6901
aze,1999,4581432038.83495
aze,2000,5272798390.70183
aze,2001,5707720390.8515
aze,2002,6235856819.58445
aze,2003,7276753894.71541
aze,2004,8680370408.05943
aze,2005,13245716099.0057
aze,2006,20982986344.3027
aze,2007,33050343782.7759
aze,2008,48852482960.0779
aze,2009,44291490420.5026
aze,2010,52909294791.9262
aze,2011,65951627200.2026
aze,2012,69683935845.2139
aze,2013,74164435946.46271
aze,2014,75244294275.1498
aze,2015,53074370486.0433
aze,2016,37867518957.1975
aze,2017,40865558912.3867
aze,2018,47112941176.4706
aze,2019,48174235294.1176
aze,2020,42607176470.5882
bdi,1960,195999990
bdi,1961,202999992
bdi,1962,213500006
bdi,1963,232749998
bdi,1964,260750008
bdi,1965,158994962.96296
bdi,1966,165444571.42857
bdi,1967,178297142.85714
bdi,1968,183200000
bdi,1969,190205714.28571
bdi,1970,242732571.42857
bdi,1971,252842285.71429
bdi,1972,246804571.42857
bdi,1973,304339839.55215
bdi,1974,345263492.06349
bdi,1975,420986666.66667
bdi,1976,448412753.62319
bdi,1977,547535555.55556
bdi,1978,610225555.55556
bdi,1979,782496666.66667
bdi,1980,919726666.66667
bdi,1981,969046666.66667
bdi,1982,1013222222.22222
bdi,1983,1082926304.46477
bdi,1984,987143931.16699
bdi,1985,1149979285.77347
bdi,1986,1201725497.06578
bdi,1987,1131466494.01101
bdi,1988,1082403219.48787
bdi,1989,1113924130.41149
bdi,1990,1132101252.51817
bdi,1991,1167398478.3459
bdi,1992,1083037670.60484
bdi,1993,938632612.02636
bdi,1994,925030590.15368
bdi,1995,1000428393.88528
bdi,1996,869033856.31709
bdi,1997,972896267.91542
bdi,1998,893770806.07764
bdi,1999,808077223.36575
bdi,2000,870486065.88314
bdi,2001,876794723.06859
bdi,2002,825394490.15911
bdi,2003,784654423.62048
bdi,2004,915257323.3961
bdi,2005,1117113045.65222
bdi,2006,1273375020.26862
bdi,2007,1356199364.85882
bdi,2008,1611835901.9063
bdi,2009,1781455092.07114
bdi,2010,2032135246.50004
bdi,2011,2235820867.82743
bdi,2012,2333308099.46249
bdi,2013,2451625332.74584
bdi,2014,2705783272.07443
bdi,2015,3104394858.11518
bdi,2016,2732808556.84172
bdi,2017,2748180473.71333
bdi,2018,2668495742.88443
bdi,2019,2631434363.22693
bdi,2020,2841786382.19063
bel,1960,11658722590.99
bel,1961,12400145221.595
bel,1962,13264015675.3193
bel,1963,14260017387.0492
bel,1964,15960106680.6732
bel,1965,17371457607.9374
bel,1966,18651883472.4808
bel,1967,19992040788.4593
bel,1968,21376353113.475
bel,1969,23710735894.7022
bel,1970,26706196046.79309
bel,1971,29821661869.912
bel,1972,37209418018.5134
bel,1973,47743801490.3747
bel,1974,56033077879.03889
bel,1975,65678189097.2908
bel,1976,71113882967.6071
bel,1977,82839905458.63821
bel,1978,101246526194.44099
bel,1979,116315456796.918
bel,1980,126829314388.19099
bel,1981,104730018470.23
bel,1982,92095926187.53308
bel,1983,87184239053.25438
bel,1984,83349530159.1734
bel,1985,86268264148.37958
bel,1986,120018787249.41299
bel,1987,149394404105.88901
bel,1988,162299103675.26099
bel,1989,164221056511.05701
bel,1990,205331747947.85101
bel,1991,210510999409.33301
bel,1992,234781652446.67496
bel,1993,224721795708.95496
bel,1994,244884129491.198
bel,1995,288025588396.27802
bel,1996,279201433224.75598
bel,1997,252708051420.83896
bel,1998,258528339631.02896
bel,1999,258245733221.46799
bel,2000,236792460312.47101
bel,2001,236746141604.37
bel,2002,258383599375.177
bel,2003,318082528506.58801
bel,2004,369214712443.20599
bel,2005,385714762230.03906
bel,2006,408259840868.82294
bel,2007,470922156309.45294
bel,2008,517328087920.078
bel,2009,483254171097.81201
bel,2010,481420882905.00098
bel,2011,523330354138.13293
bel,2012,496152879924.72699
bel,2013,521791015247.06
bel,2014,535390200131.01801
bel,2015,462335574841.48401
bel,2016,476062757356.92706
bel,2017,502764720556.354
bel,2018,543273794572.39203
bel,2019,535288715239.99902
bel,2020,521861292586.61603
ben,1960,226195579.35701
ben,1961,235668222.42998
ben,1962,236434906.75427
ben,1963,253927646.47591
ben,1964,269818988.25926
ben,1965,289908720.64862
ben,1966,302925280.77356
ben,1967,306222000.40732
ben,1968,326323097.35596
ben,1969,330748211.45974
ben,1970,333627758.15467
ben,1971,335072975.21577
ben,1972,410331900.95053
ben,1973,504376035.7164
ben,1974,554654786.96511
ben,1975,676870140.34153
ben,1976,698408244.38534
ben,1977,750049739.15224
ben,1978,928843304.78396
ben,1979,1186231265.18417
ben,1980,1405251547.23882
ben,1981,1291119965.11262
ben,1982,1267778489.03079
ben,1983,1095348302.91865
ben,1984,1051133927.00009
ben,1985,1045712703.02696
ben,1986,1336102040.71025
ben,1987,1562412030.34838
ben,1988,1620246187.15171
ben,1989,1502294411.46202
ben,1990,1959965243.76269
ben,1991,1986437859.90346
ben,1992,1695315305.70308
ben,1993,2274557914.07481
ben,1994,1598075932.35432
ben,1995,2169627250.93379
ben,1996,2361116587.86079
ben,1997,2268301537.65128
ben,1998,2455092582.30927
ben,1999,3677394291.51516
ben,2000,3519991326.48464
ben,2001,3666222600.09828
ben,2002,4194342849.46574
ben,2003,5349258334.31914
ben,2004,6190270756.13743
ben,2005,6567654493.50831
ben,2006,7034111651.4964
ben,2007,8169048690.05254
ben,2008,9787735426.00897
ben,2009,9738626993.27696
ben,2010,9535344283.47295
ben,2011,10693321953.6355
ben,2012,11141358945.1349
ben,2013,12517845732.2095
ben,2014,13284528654.0574
ben,2015,11388160958.249
ben,2016,11821066152.5979
ben,2017,12701654743.2149
ben,2018,14262407011.5254
ben,2019,14391686632.7821
ben,2020,15651545331.5404
bfa,1960,330442817.16886
bfa,1961,350247237.11684
bfa,1962,379567023.34031
bfa,1963,394040588.30348
bfa,1964,410321618.17137
bfa,1965,422916848.42421
bfa,1966,433889831.58471
bfa,1967,450753993.17645
bfa,1968,460442678.21705
bfa,1969,478298597.55671
bfa,1970,458404330.1251
bfa,1971,482411103.78727
bfa,1972,578595583.97572
bfa,1973,674773518.41184
bfa,1974,751133330.59138
bfa,1975,939972703.46302
bfa,1976,976547163.53387
bfa,1977,1131224818.33053
bfa,1978,1475583383.37265
bfa,1979,1748480982.18517
bfa,1980,1928719477.41287
bfa,1981,1775842026.4121
bfa,1982,1754449845.3012
bfa,1983,1600278756.43589
bfa,1984,1459880018.54646
bfa,1985,1552493068.4254
bfa,1986,2036303381.20142
bfa,1987,2369834650.08921
bfa,1988,2616040645.87263
bfa,1989,2615587725.77391
bfa,1990,3101300641.87512
bfa,1991,3135045684.1006
bfa,1992,3356692517.86417
bfa,1993,3199536227.94818
bfa,1994,1895290623.44033
bfa,1995,2379518099.2266
bfa,1996,2586550747.09844
bfa,1997,2447668984.53131
bfa,1998,2804902248.28537
bfa,1999,3389566982.51573
bfa,2000,2968369991.46729
bfa,2001,3190371050.45524
bfa,2002,3622350203.94595
bfa,2003,4740768355.22974
bfa,2004,5451688868.42974
bfa,2005,6146352742.03313
bfa,2006,6547420133.69942
bfa,2007,7625723123.54939
bfa,2008,9451436358.96861
bfa,2009,9450697335.53565
bfa,2010,10109618964.2848
bfa,2011,12080296644.0643
bfa,2012,12561016091.4673
bfa,2013,13444301139.1384
bfa,2014,13943016923.9017
bfa,2015,11832159275.603
bfa,2016,12833363370.174
bfa,2017,14106956830.0857
bfa,2018,15890065019.7634
bfa,2019,16178162030.0694
bfa,2020,17933606353.1775
bgd,1960,4274893913.49536
bgd,1961,4817580183.60155
bgd,1962,5081413339.78635
bgd,1963,5319458351.16235
bgd,1964,5386054619.34987
bgd,1965,5906636557.00092
bgd,1966,6439687598.32325
bgd,1967,7253575399.3215
bgd,1968,7483685473.51275
bgd,1969,8471006100.95399
bgd,1970,8992721809.39332
bgd,1971,8751842839.79658
bgd,1972,6288245866.66667
bgd,1973,8086725729.3407
bgd,1974,12512460519.7088
bgd,1975,19448348073.4565
bgd,1976,10117113333.3333
bgd,1977,9651149301.8746
bgd,1978,13281767142.8571
bgd,1979,15565480321.9448
bgd,1980,18138049095.6072
bgd,1981,20249694002.448
bgd,1982,18525399201.5968
bgd,1983,17609048821.5488
bgd,1984,18920840000
bgd,1985,22278423076.9231
bgd,1986,21774033333.3333
bgd,1987,24298032258.0645
bgd,1988,26579005760.3486
bgd,1989,28781714763.8012
bgd,1990,31598341233.559
bgd,1991,30957483949.5798
bgd,1992,31708874594.1645
bgd,1993,33166519417.9894
bgd,1994,33768660882.793
bgd,1995,37939748768.65671
bgd,1996,46438484107.5795
bgd,1997,48244309133.4895
bgd,1998,49984559471.3656
bgd,1999,51270569883.5275
bgd,2000,53369787318.6245
bgd,2001,53991289844.3291
bgd,2002,54724081490.5102
bgd,2003,60158929188.2556
bgd,2004,65108544250.0425
bgd,2005,69442943089.43089
bgd,2006,71819083683.7403
bgd,2007,79611888213.14798
bgd,2008,91631278239.3237
bgd,2009,102477791472.39
bgd,2010,115279077465.226
bgd,2011,128637938711.386
bgd,2012,133355749482.478
bgd,2013,149990451022.29001
bgd,2014,172885454931.453
bgd,2015,195078678697.23001
bgd,2016,221415188000.47501
bgd,2017,249710922462.30896
bgd,2018,274038973437.27496
bgd,2019,302571320445.75
bgd,2020,323056957972.31201
bgr,1980,19839230769.2308
bgr,1981,19870000000
bgr,1982,19342000000
bgr,1983,16563666666.6667
bgr,1984,17594944444.4444
bgr,1985,17155421052.6316
bgr,1986,20249294117.64709
bgr,1987,28101000000
bgr,1988,22555941176.4706
bgr,1989,21988444444.4444
bgr,1990,20632090909.0909
bgr,1991,10943548387.0968
bgr,1992,10350515463.9175
bgr,1993,10829710144.9275
bgr,1994,9697416974.16974
bgr,1995,18983303571.4286
bgr,1996,12294221472.7375
bgr,1997,11315986087.1633
bgr,1998,15030695296.5235
bgr,1999,13627323284.5405
bgr,2000,13245833843.5454
bgr,2001,14183497963.1071
bgr,2002,16402846413.0958
bgr,2003,21144983551.6823
bgr,2004,26157894736.84209
bgr,2005,29869283400.0381
bgr,2006,34379808888.6039
bgr,2007,44405101469.5591
bgr,2008,54438966419.8639
bgr,2009,52023504656.2878
bgr,2010,50682061053.2016
bgr,2011,57678241023.818
bgr,2012,54300857424.4415
bgr,2013,55810138436.48209
bgr,2014,57082011260.3446
bgr,2015,50781996712.7635
bgr,2016,53953897624.4344
bgr,2017,59199447421.4924
bgr,2018,66363422450.2112
bgr,2019,68915416141.9576
bgr,2020,69889347433.4324
bhr,1980,3072698328.46909
bhr,1981,3467819148.93617
bhr,1982,3645744680.85106
bhr,1983,3735106382.97872
bhr,1984,3905585106.38298
bhr,1985,3651861702.12766
bhr,1986,3052393617.02128
bhr,1987,3392021010.6383
bhr,1988,3702393617.02128
bhr,1989,3863563829.78723
bhr,1990,4229787234.04255
bhr,1991,4616223404.25532
bhr,1992,4751063829.78723
bhr,1993,5200265957.44681
bhr,1994,5567553457.44681
bhr,1995,5849467819.14894
bhr,1996,6101861436.17021
bhr,1997,6349202393.61702
bhr,1998,6183776595.74468
bhr,1999,6621010372.34043
bhr,2000,9062898936.17021
bhr,2001,8976196808.51064
bhr,2002,9593510638.29787
bhr,2003,11074813829.7872
bhr,2004,13150159574.4681
bhr,2005,15968723404.2553
bhr,2006,18504760638.2979
bhr,2007,21730000000
bhr,2008,25710904255.3191
bhr,2009,22938218085.1064
bhr,2010,25713271276.5957
bhr,2011,28776595744.6809
bhr,2012,30749308510.6383
bhr,2013,32539468085.1064
bhr,2014,33387712765.9574
bhr,2015,31050638297.8723
bhr,2016,32234973404.25529
bhr,2017,35473776595.7447
bhr,2018,37801462765.9574
bhr,2019,38652579787.234
bhr,2020,34729228723.4043
bhs,1960,169803921.56863
bhs,1961,190098039.21569
bhs,1962,212254901.96078
bhs,1963,237745098.03922
bhs,1964,266666666.66667
bhs,1965,300392156.86274
bhs,1966,340000000
bhs,1967,390196078.43137
bhs,1968,444901960.78431
bhs,1969,528137254.90196
bhs,1970,538423153.69262
bhs,1971,573400000
bhs,1972,590900000
bhs,1973,670900000
bhs,1974,632400000
bhs,1975,596200000
bhs,1976,642100000
bhs,1977,713000000
bhs,1978,832400000
bhs,1979,1139800100
bhs,1980,1335300000
bhs,1981,1426500000
bhs,1982,1578300000
bhs,1983,1732800000
bhs,1984,2041100000
bhs,1985,2320699900
bhs,1986,2472500000
bhs,1987,2713999900
bhs,1988,2817900000
bhs,1989,3062000000
bhs,1990,3166000000
bhs,1991,3111160000
bhs,1992,3109000000
bhs,1993,3092000000
bhs,1994,3259000000
bhs,1995,3429000000
bhs,1996,3609000000
bhs,1997,6332360000
bhs,1998,6833220000
bhs,1999,7683870000
bhs,2000,8076470000
bhs,2001,8317830000
bhs,2002,8881160000
bhs,2003,8870090000
bhs,2004,9055290000
bhs,2005,9836200000
bhs,2006,10167250000
bhs,2007,10618340000
bhs,2008,10526000000
bhs,2009,9981960000
bhs,2010,10095760000
bhs,2011,10070450000
bhs,2012,10720500000
bhs,2013,10494600000
bhs,2014,11142900000
bhs,2015,11890600000
bhs,2016,11992600000
bhs,2017,12359700000
bhs,2018,12837800000
bhs,2019,13164400000
bhs,2020,9907500000
bih,1994,1255802469.1358
bih,1995,1866572953.73665
bih,1996,2786045321.63743
bih,1997,3671816504.23851
bih,1998,4116699437.4041
bih,1999,4685733115.46841
bih,2000,5567405599.31206
bih,2001,5800774717.40538
bih,2002,6728771313.86805
bih,2003,8498560902.29181
bih,2004,10157553968.1525
bih,2005,11222953335.3385
bih,2006,12864610862.5901
bih,2007,15778767410.8109
bih,2008,19112739397.886
bih,2009,17613836526.6393
bih,2010,17176781045.5967
bih,2011,18644723853.5807
