geo,time,gc_ast_totl_cn
aus,2017,53551000000
aus,2018,22925000000
aus,2019,16404000000
aut,1972,0
aut,1973,0
aut,1974,0
aut,1975,0
aut,1976,0
aut,1977,0
aut,1978,0
aut,1979,0
aut,1980,0
aut,1981,0
aut,1982,0
aut,1983,0
aut,1984,0
aut,1985,0
aut,1986,0
aut,1987,0
aut,1988,0
aut,1989,0
aut,1990,891695675.23964
aut,1991,1329186136.93015
aut,1992,1000704926.49143
aut,1993,928032092.32357
aut,1994,2788456647.02078
aze,2008,7847100000
aze,2009,2569200000
aze,2010,6612500000
aze,2011,6413200000
aze,2012,3193400000
aze,2013,1897100000
aze,2014,3433600000
aze,2015,-2061300000
aze,2016,763100000
aze,2017,156800000
aze,2018,5669300000
aze,2019,3030400000
bdi,1996,-447000000
bdi,1997,-2583000000
bdi,1998,7826770000
bdi,1999,7401850000
bfa,2002,-46614684290
bfa,2003,30199386828
bfa,2004,-25645007037
bfa,2005,25898386800
bfa,2006,-4007733416
bfa,2007,-197127583099
bfa,2008,62913643508
bfa,2009,72662891727
bfa,2010,16512676913
bfa,2011,1072806935
bfa,2012,82893353248
bfa,2013,-67587133018
bfa,2014,68316504527
bfa,2015,-73155588165
bfa,2016,108000000000
bfa,2017,-62234913440.0001
bfa,2018,-43289100390
bfa,2019,-27204497819
bgd,2001,97155160000
bgd,2002,79449990000
bgd,2003,75713340000
bgd,2004,81785420000
bgd,2005,86103340000
bgd,2006,94260338000
bgd,2007,75898850000
bgd,2008,235839307000
bgd,2009,116237815000
bgd,2010,158973848000
bgd,2011,251621600000
bgd,2012,346928600000
bgd,2013,391334500000
bgd,2014,358108900000
bgd,2015,365293200000
bgd,2016,401110000000
bgr,1990,1420000
bgr,1991,6683000
bgr,1992,6723000
bgr,1993,1609000
bgr,1994,26516000
bhr,1990,-7100000
bhr,1991,175300000
bhr,1992,112600000
bhr,1993,11400000
bhr,1994,19700000
bhr,1995,33600000
bhr,1996,163700000
bhr,1997,128900000
bhr,1998,2000000
bhr,1999,157200000
bhr,2000,473100000
bhr,2001,207200000
bhr,2002,-72200000
bhr,2003,299200000
bhr,2004,137000000
bhs,1990,38000000
bhs,1991,27000000
bhs,1992,16300000
bhs,1993,33900000
bhs,1994,54900000
bhs,1995,25800000
bhs,1996,46200000
bhs,1997,49808000
bhs,1998,23914000
bhs,1999,33589000
bhs,2000,41800000
bhs,2001,37300000
bhs,2002,16300000
bhs,2003,60800000
bhs,2004,31800000
bhs,2005,69047000
bhs,2006,148785000
bhs,2007,193116000
bhs,2008,173124000
bhs,2009,182299000
bhs,2010,89328486
bhs,2011,-158399268.04
bhs,2012,108055007
bhs,2013,-235323993
bhs,2014,40487007
bhs,2015,-69025993
bhs,2016,-34214000
bhs,2017,320742000
bhs,2018,-229477000
bhs,2019,160689095
bih,2005,430429810.22
bih,2006,470876249.2
bih,2007,359034351.11
bih,2008,131803835.48
bih,2009,633223603.16376
bih,2010,-95438559.05709
bih,2011,300003802.6
bih,2012,489531616.3
bih,2013,235422063.4
bih,2014,44316888.96477
bih,2015,61970997.91522
bih,2016,774384562.48924
bih,2017,69106787.54923
bih,2018,476109744.2154
bih,2019,730581830.28156
blr,1992,0
blr,1993,1310
blr,1994,58510
blr,1995,-9940
blr,1996,34950
blr,1997,560490
blr,1998,140230
blr,1999,-4416240
blr,2000,-1781000
blr,2001,-1791000
blr,2002,41973000
blr,2003,7231829
blr,2004,49134000
blr,2005,119131000
blr,2006,215523100
blr,2007,378858823
blr,2008,772945590
blr,2009,997259913.21554
blr,2010,176052412.20626
blr,2011,2913798815.23133
blr,2012,438860000
blr,2013,-372253000
blr,2014,525818970
blr,2015,1588613663.49
blr,2016,1437437824.36
blr,2017,4594183117
blr,2018,5301168616.4
blr,2019,3715291713.8
blz,1990,13777000
blz,1991,-26673000
blz,1992,-21424000
blz,1993,-32425000
blz,1994,-41407000
blz,1995,-5305000
blz,1996,31448000
blz,1997,-13799000
blz,1998,-3942000
blz,1999,-3136000
blz,2000,106054000
blz,2001,-98710000
blz,2002,7543000
blz,2003,115195000
blz,2004,161607000
blz,2005,-257485000
blz,2006,-42954000
blz,2007,62140000
blz,2008,-22802000
blz,2009,-17255000
blz,2010,80854075
blz,2011,14170672
bol,1990,15600000
bol,1991,-97500000
bol,1992,-88500000
bol,1993,224000000
bol,1994,-555500000
bol,1995,-251700000
bol,1996,345900000
bol,1997,97300000
bol,1998,131700000
bol,1999,-254500000
bol,2000,-524600000
bol,2001,176520000
bol,2002,-1220762517.47
bol,2003,681239043.17
bol,2004,1241000000
bol,2005,35280163.39
bol,2006,1755807488.93
bol,2007,965047693.91
bra,2010,190752806116.95001
bra,2011,91963594353.95421
bra,2012,183749059666.53696
bra,2013,12981622384.2077
bra,2014,19425121140.2236
bra,2015,-789295719.84193
bra,2016,52077171277.1424
bra,2017,48106753346.8748
bra,2018,-72402825829.10388
bra,2019,63588129054.92329
brb,2003,-87293000
brb,2005,60712026.83
brb,2006,-59131161.49
brb,2007,322050619
brb,2008,234345291
brb,2009,244827408
brb,2010,145310196
brb,2011,307247890
brb,2012,226716129
brb,2013,320982918
brb,2014,-187487663
brb,2015,489227742
brb,2016,289041756
btn,1990,83900000
btn,1991,44100000
btn,1992,100300000
btn,1993,172300000
btn,1994,278100000
btn,1995,-9200000
btn,1996,98900000
btn,1997,325600000
btn,1998,213100000
btn,1999,-55600000
btn,2000,294200000
btn,2001,510861000
btn,2002,227674000
btn,2003,45554000
btn,2004,86432000
btn,2005,2002098000
btn,2006,626538000
btn,2007,1030074000
btn,2008,-2064684000
btn,2009,-1133691000
btn,2010,1606696000
btn,2011,-819068000
btn,2012,-2887000000
btn,2013,-4869325000
btn,2014,4506756604
btn,2015,19449801335.3665
btn,2016,27535429952.64
btn,2017,11222025312.5184
btn,2018,7254735828.46
bwa,1990,1295000000
bwa,1991,1524100000
bwa,1992,1327200000
bwa,1993,1568600000
bwa,1994,419800000
bwa,1995,636700000
bwa,1996,1674600000
bwa,2006,6810030000
bwa,2007,3714220000
bwa,2008,-4803969999.99999
bwa,2009,-3646560000
bwa,2010,-2089450000
bwa,2011,-40370000
bwa,2012,-1180870000.00001
bwa,2013,8322690000
bwa,2014,6254723621.53001
bwa,2015,-7074180000
bwa,2016,-3516980000
bwa,2017,959970000
bwa,2018,-10721200000
bwa,2019,-8981920000
caf,2004,6267000000
caf,2008,2247129513
caf,2014,21949918945
caf,2015,-7008897102
caf,2016,19170176460
caf,2017,16525536726
caf,2018,-6668536559
can,1995,2483000000
can,1996,4040000000
can,1997,5485000000
can,1998,7224000000
can,1999,22485000000
can,2000,8591000000
can,2001,35527000000
can,2002,7265000000
can,2003,16967000000
can,2004,2008000000
can,2005,35106000000
can,2006,14920000000
can,2007,10625000000
can,2008,106690000000
can,2009,61886000000
can,2010,13047000000
can,2011,26936000000
can,2012,45845000000
can,2013,21243000000
can,2014,8563000000
can,2015,86353000000
can,2016,-5285000000
can,2017,35210000000
can,2018,15883000000
can,2019,45521000000
che,1972,0
che,1973,0
che,1974,0
che,1975,0
che,1976,0
che,1977,0
che,1978,0
che,1979,0
che,1980,0
che,1981,0
che,1982,0
che,1983,0
che,1984,0
che,1985,0
che,1986,0
che,1987,0
che,1988,0
che,1989,0
che,2008,2994248220.72
che,2009,-6674226435.46
che,2010,-739754885.12
che,2011,2285834919.75
che,2012,6423208732.07
che,2013,2332999078.29
che,2014,425084640.35
che,2015,1886097128.15
che,2016,-10517817611.67
che,2017,8769783229.14
che,2018,1990504912.86
che,2019,7535034161.72
chl,2000,-552860000000
chl,2001,-334660000000
chl,2002,-778650000000
chl,2003,-169750000000
chl,2004,789700000000
chl,2005,1224000000000
chl,2006,4439000000000
chl,2007,6339928000000
chl,2008,3647528000000
chl,2009,-3734702000000
chl,2010,2258529998580
chl,2011,3752093614189.92969
chl,2012,1288791960832.18994
chl,2013,-640319000000
chl,2014,246834758753.57199
chl,2015,-369122088458.57098
chl,2016,1031938269289.31006
chl,2017,959314000000
chl,2018,18665488319.944
chl,2019,-1259977985733.8999
civ,1995,-35000000000
civ,2003,62600000000
civ,2004,-11200000000
civ,2005,25100000000
civ,2007,29400000000
civ,2008,26700000000
civ,2009,29783777000
civ,2010,136324000000
civ,2011,181877000000
civ,2012,-48286070943
civ,2013,195353000000
civ,2014,159884934742
civ,2015,224983000000
civ,2016,-110832972000
civ,2017,263984036000
civ,2018,74327670644
civ,2019,161404668103
cmr,1991,-9160000000
cmr,1992,14660000000
cmr,1993,-17570000000
cmr,1994,1460000000
cmr,1995,3020000000
cmr,2012,134048000000
cmr,2013,80514999999.99989
cmr,2014,49400000000
cmr,2015,461800000000
cmr,2016,-514300000000
cmr,2017,415300000000
cmr,2018,-37657234375
cog,2004,49594000000
cog,2005,268771000000
cog,2006,446500000000
cog,2007,53912000000
cog,2008,702000000000
cog,2009,-44410000000
cog,2010,292964000000
cog,2011,1177754000000
cog,2012,972900000000
cog,2013,849075000000
cog,2014,97400800000
cog,2015,174555800000
cog,2016,346212600000
cog,2017,-192800000000
cog,2018,-126900000000
col,1998,2836816576152.8999
col,1999,2129820900905.07007
col,2000,2822782183757.47021
col,2003,12472300613244.30078
col,2008,-15811744000000
col,2009,-11088296000000
col,2010,17642167000000
col,2011,-5045025000000
col,2012,43230663000000
col,2013,6562986000000
col,2014,-11306165221139.80078
col,2015,-5565304447191.48047
col,2016,-1417418516731.58008
col,2017,-1410338061222.56006
col,2018,14956207730404.90039
col,2019,-55654259632.5835
cyp,1990,59262173.3751
cyp,1991,129325826.62644
cyp,1992,181464861.92099
cyp,1993,194339058.20592
cyp,1994,-17603492.8794
cze,1993,-4108000000
cze,1994,-13511000000
deu,1990,17961683786.4232
dnk,1972,0
dnk,1973,0
dnk,1974,0
dnk,1975,0
dnk,1976,0
dnk,1977,0
dnk,1978,0
dnk,1979,0
dnk,1980,0
dnk,1981,0
dnk,1982,0
dnk,1983,0
dnk,1984,0
dnk,1985,0
dnk,1986,0
dnk,1987,0
dnk,1988,0
dnk,1989,0
dom,1990,356200000
dom,1991,-317100000
dom,1992,2128200000
dom,1995,-352700000
dom,1996,-2249400000
dom,1998,-208700000
dom,1999,-1643900000
dom,2003,23710571467.7758
dom,2004,1743773011.87
dom,2005,13409530188.6698
dom,2006,8149232878.17363
dom,2007,4603158324.81213
dom,2008,6590763410.59464
dom,2009,6418891320.04041
dom,2010,16098704076.61
dom,2011,14697082246.8474
dom,2012,-13754783561
dom,2013,14403580290.1923
dom,2014,-1243652793.19989
dom,2015,818280729.615
dom,2016,17568880531.381
dom,2017,20485574457.465
dom,2018,42391674370.69
dom,2019,82012929570.02
egy,2002,33946000000
egy,2003,46169000000
egy,2004,40839000000
egy,2005,40867000000
egy,2006,-27641000000
egy,2007,19573000000
egy,2008,30107000000
egy,2009,32488000000
egy,2010,20284000000
egy,2011,19363000000
egy,2012,7395000000
esp,1970,7754123503
esp,1971,-1953451318
esp,1972,0
esp,1973,0
esp,1974,0
esp,1975,0
esp,1976,0
esp,1977,0
esp,1978,0
esp,1979,0
esp,1980,0
esp,1981,0
esp,1982,0
esp,1983,0
esp,1984,0
esp,1985,0
esp,1986,0
esp,1987,0
esp,1988,0
esp,1989,0
esp,1990,8989338045.26823
esp,1991,1080018751.57766
esp,1992,1708076400.65871
esp,1993,14931544721.3107
esp,1994,-7432115682.80985
esp,1995,2421758096.38271
esp,1996,13119292825.3081
esp,1997,-3492744655.75298
esp,1998,5604843453.27996
esp,1999,10163974579.8266
esp,2000,7239947072.46373
esp,2001,-1284293605.14711
esp,2002,6370794857.08791
esp,2003,-4061834987.47012
esp,2004,4856551988.01448
esp,2005,12196031515.67
esp,2006,20164594726.5552
esp,2007,19648682395.4668
esp,2008,17443793857.9715
esp,2009,25844349914.0731
esp,2010,-3121884804.04432
esp,2011,27529041543.0429
esp,2012,53134601332.6668
esp,2013,13096511979.9588
esp,2014,25106102707.7247
esp,2015,20681582557.9134
esp,2016,3691252516.69241
esp,2017,33321318504.8531
esp,2018,29873028483.3972
esp,2019,8717363039.34105
est,1991,238137.94113
est,1992,814897.41434
eth,1990,100500000
eth,1991,-24500000
eth,1992,67500000
eth,1993,412900000
eth,1994,536100000
eth,1995,639500000
eth,1996,658100000
eth,2003,-64300000
eth,2004,1326500000
eth,2005,957400000
eth,2006,7762200000
eth,2007,10046700000
eth,2008,13581500000
eth,2009,36226800800
eth,2010,69804400000
eth,2011,49508050000
eth,2012,56464100000
eth,2013,24618253676.58
eth,2014,14708523615.73
eth,2015,12844550808.79
eth,2016,24830352636.75
eth,2017,-10699950293.45
eth,2018,9569621842.76
eth,2019,29967581365.79
fin,1972,0
fin,1973,0
fin,1974,0
fin,1975,0
fin,1976,0
fin,1977,0
fin,1978,0
fin,1979,0
fin,1980,0
fin,1981,0
fin,1982,0
fin,1983,0
fin,1984,0
fin,1985,0
fin,1986,0
fin,1987,0
fin,1988,0
fin,1989,0
fin,1990,1114413200.73397
fin,1991,89139601.0246
fin,1992,4963562085.73211
fin,1993,5455848146.48496
fin,1994,3957125533.78643
fji,1995,770000
fji,2006,63539935
fji,2010,-402195970.14111
fji,2011,-253002719.5
fji,2012,-283221550.36
fji,2013,-199475349.55
fji,2014,57147611.14
fji,2015,46121682.49
fji,2016,262045594.78
fji,2017,285559199.02
fji,2018,238434950.37684
fji,2019,174943882.47851
fra,1972,0
fra,1973,0
fra,1974,0
fra,1975,0
fra,1976,0
fra,1977,0
fra,1978,0
fra,1979,0
fra,1980,0
fra,1981,0
fra,1982,0
fra,1983,0
fra,1984,0
fra,1985,0
fra,1986,0
fra,1987,0
fra,1988,0
fra,1989,0
fra,1990,1189102334.4518
fra,1991,4863123649.87339
fra,1992,9009736918.73095
fra,1993,6158940296.39138
fra,1994,-17333453259.8936
fsm,2008,9719884
fsm,2009,6951266
fsm,2010,2200969
fsm,2011,8356748
fsm,2012,16246089
fsm,2013,5952209
fsm,2014,34110452
fsm,2015,44015416
fsm,2016,33566005
fsm,2017,74941556
fsm,2018,77991954
fsm,2019,65285624
gab,2012,-13485330000
gab,2013,177599600000
gab,2014,91972212209
gab,2015,-112693019870
gab,2016,-197660416985.39999
gab,2017,86232352640
gab,2018,71994932806.05
gab,2019,-21517124140.1953
gbr,1990,-10784000000
gbr,1991,-10217000000
gbr,1992,-15995000000
gbr,1993,-7591000000
gbr,1994,-16248000000
gbr,1995,1271000000
gbr,1996,-6132000000
gbr,1997,-866000000
gbr,1998,-3064000000
gbr,1999,10812000000
gbr,2000,33731000000
gbr,2001,-13989000000
gbr,2002,-2479000000
gbr,2003,1189000000
gbr,2004,8376000000
gbr,2005,12458000000
gbr,2006,10273000000
gbr,2007,8575000000
gbr,2008,70283000000
gbr,2009,56568000000
gbr,2010,9027000000
gbr,2011,17289000000
gbr,2012,17373000000
gbr,2013,-18347000000
gbr,2014,10207000000
gbr,2015,-13696000000
gbr,2016,21889000000
gbr,2017,23891000000
gbr,2018,17101000000
gbr,2019,23084000000
geo,1995,30100000
geo,1996,12700000
geo,1997,14200000
geo,1998,47100000
geo,1999,56700000
geo,2000,49161000
geo,2001,47900000
geo,2002,78000000
geo,2003,64200000
geo,2004,93600000
geo,2005,110700000
geo,2006,133700000
geo,2007,144100000
geo,2008,600500000
geo,2009,-499500000
geo,2010,357400000
geo,2011,289300000
geo,2012,487800000
geo,2013,-25900000
geo,2014,304900000
geo,2015,550800000
geo,2016,522500000
geo,2017,906500000
geo,2018,321600000
geo,2019,411400000
geo,2020,2249400000
gha,2003,-45059960
gha,2004,44148239
gha,2005,-59688570
gha,2006,17849560
gha,2007,-44928218
gha,2008,132700000
gha,2009,-69000000
gha,2010,-408600926
gha,2011,-71210258
gha,2012,0
gha,2013,0
gha,2016,0
gha,2017,-1386502.236
gha,2018,254063833.19999
gha,2019,0
gin,1989,0
gnb,2017,4617300000
gnb,2019,3024917776
gnq,2006,1121359000000
gnq,2007,1056363000000
gnq,2008,1289412000000
gnq,2009,-221221000000
gnq,2010,-330370000000
gnq,2011,225498000000
gnq,2012,-875867000000
gnq,2013,-283005000000
gnq,2014,-161160000000
grc,1972,0
grc,1973,0
grc,1974,0
grc,1975,0
grc,1976,0
grc,1977,0
grc,1978,0
grc,1979,0
grc,1980,0
grc,1981,0
grc,1982,0
grc,1983,0
grc,1984,0
grc,1985,0
grc,1986,0
grc,1987,0
grc,1988,0
grc,1989,0
grc,1990,0
gtm,2000,-78630000
gtm,2001,863950000
gtm,2002,-911530000
gtm,2003,1330640000
gtm,2004,3432550000
gtm,2005,1617910000
gtm,2006,973000000
gtm,2007,1814600000
gtm,2008,-2208849960
gtm,2009,-1175637877.89
gtm,2010,293641225.10998
gtm,2011,-1571319122.01
gtm,2012,-1775091143.91001
gtm,2013,6961791352
gtm,2014,283038815.24
gtm,2015,122034988.53
gtm,2016,2067844404.7
gtm,2017,1622418404.23
gtm,2018,1193886152.27
gtm,2019,-1887102111.69
hnd,2003,1002000000
hnd,2004,3765400000
hnd,2005,811300000
hnd,2006,5876540000
hnd,2007,3038300000
hnd,2008,3295387758
hnd,2009,3947423005
hnd,2010,-157021841.1
hnd,2011,3232885051
hnd,2012,12165984314
hnd,2013,15912485295
hnd,2014,3354428560.20832
hnd,2015,6209382887.36909
hrv,1991,-22160000
hrv,1992,-35150000
hrv,1993,-577170000
hrv,1994,-704380000
hun,1981,0
hun,1982,0
hun,1983,0
hun,1984,0
hun,1985,0
hun,1986,0
hun,1987,0
hun,1988,0
hun,1989,0
hun,1990,11300000000
hun,1991,89400000000
hun,1992,-121300000000
hun,1993,11000000000
hun,1994,-97500000000
hun,1995,375560000000
hun,1996,-131737000000
hun,1997,-260534000000
hun,1998,-254739000000
hun,1999,-12736000000
hun,2000,-287572000000
hun,2001,389836000000
hun,2002,-91249000000
hun,2003,-90420000000
hun,2004,336446000000
hun,2005,-423132000000
hun,2006,-115079000000
hun,2007,-96565000000
hun,2008,1232711000000
hun,2009,-128004000000
hun,2010,-345865000000
hun,2011,1212197000000
hun,2012,-398015000000
hun,2013,-398053000000
hun,2014,260188000000
hun,2015,173192000000
hun,2016,244558000000
hun,2017,264044000000
hun,2018,786134000000
hun,2019,-95621000000
idn,1990,2214000000000
idn,1991,3488000000000
idn,1992,-1621000000000
idn,1993,1328000000000
idn,1994,3005000000000
idn,1996,6617000000000
idn,1997,1524700000000
idn,1998,42612000000000
idn,1999,-18485700000000
idn,2002,-5754827000000
idn,2003,-53211996870682
idn,2004,-35473572968186.79688
idn,2008,68578400000000
idn,2009,1490230000000
idn,2010,48814200000000
idn,2011,23061100000000
idn,2012,-10862900000000
idn,2013,13142300000000
idn,2014,31117841131346.89453
idn,2015,82421298767364.98438
idn,2016,95018923583764.98438
idn,2017,88490329973270
idn,2018,102905652646107
idn,2019,89885602595084.98438
ind,1974,22920000000
ind,1975,33250000000
ind,1976,38050000000
ind,1977,39850000000
ind,1978,49580000000
ind,1979,51770000000
ind,1980,73870000000
ind,1981,78650000000
ind,1982,92140000000
ind,1983,104550000000
ind,1984,125330000000
ind,1985,157880000000
ind,1986,178940000000
ind,1987,167420000000
ind,1988,189040000000
ind,1989,226350000000
ind,1990,243710000000
ind,1991,209610000000
ind,1992,218120000000
ind,1993,273450000000
ind,1994,308220000000
ind,1995,352110000000
ind,1996,382650000000
ind,1997,319830000000
ind,1998,334230000000
ind,1999,400450000000
ind,2000,331880000000
ind,2001,377990000000
ind,2002,99740000000
ind,2003,-154550000000
ind,2004,594010000000
ind,2005,377370000000
ind,2006,61110000000
ind,2007,874450000000
ind,2008,-192280000000
ind,2009,442680000000
ind,2010,713970000000
ind,2011,673900000000
ind,2012,710300000000
ind,2013,1278900000000
ind,2014,752759300000
ind,2015,1300030000000
ind,2016,1183010000000
ind,2017,1489010000000
ind,2018,1383340000000
irl,1972,0
irl,1973,0
irl,1974,0
irl,1975,0
irl,1976,0
irl,1977,0
irl,1978,0
irl,1979,0
irl,1980,0
irl,1981,0
irl,1982,0
irl,1983,0
irl,1984,0
irl,1985,0
irl,1986,0
irl,1987,0
irl,1988,0
irl,1989,0
irl,1999,1140000000
irl,2000,3422000000
irl,2001,3399000000
irl,2002,741000000
irl,2003,2441000000
irl,2004,2582000000
irl,2005,3536000000
irl,2006,3570000000
irl,2007,4926000000
irl,2008,19569000000
irl,2009,2924000000
irl,2010,-11482000000
irl,2011,3882000000
irl,2012,5909000000
irl,2013,-5916000000
irl,2014,-18331000000
irl,2015,-9337000000
irl,2016,-4703000000
irl,2017,-1852000000
irl,2018,17438000000
irl,2019,109000000
irn,1999,3808335000000
irn,2000,17527891022500
irn,2001,9399465852500
irn,2002,35404387700000
irn,2003,29214254000000
irn,2004,44204544000000
irn,2005,95652798000000
irn,2006,93988690000000
irn,2009,0
irq,2014,2405020000000
irq,2015,7084446147760
irq,2016,-1921761894063.01001
irq,2017,5433541502222.58008
irq,2018,12860931660322.90039
irq,2019,6951960531133.17969
isl,1972,0
isl,1973,0
isl,1974,0
isl,1975,0
isl,1976,0
isl,1977,0
isl,1978,0
isl,1979,0
isl,1980,0
isl,1981,0
isl,1982,0
isl,1983,0
isl,1984,0
isl,1985,0
isl,1986,0
isl,1987,0
isl,1988,0
isl,1989,0
isl,1990,4048400000
isl,1991,-4374000000
isl,1992,5152000000
isl,1993,809700000
isl,1994,2759000000
isl,1995,5865600000
isl,1996,5435900000
isl,1997,-440299999.99999
isl,1998,6991825000
isl,1999,12310046000
isl,2000,8659447000
isl,2001,50882481000
isl,2002,8467106000
isl,2003,-13823483000
isl,2004,12873650000
isl,2005,8877299801.33332
isl,2006,206527458639.66696
isl,2007,174433538968.79999
isl,2008,460562440381.87903
isl,2009,142699669008.48401
isl,2010,124512488936.978
isl,2011,51376027353.4316
isl,2012,-44126720761.2107
isl,2013,-49458909775
isl,2014,33407593201.8433
isl,2015,-187992961704.177
isl,2016,137157084070.37
isl,2017,-193279505018.62201
isl,2018,-41728408569.9668
isl,2019,95126593946.96019
isr,1972,0
isr,1973,0
isr,1974,0
isr,1975,0
isr,1976,0
isr,1977,0
isr,1978,0
isr,1979,0
isr,1980,0
isr,1981,0
isr,1982,0
isr,1983,0
isr,1984,0
isr,1985,0
isr,1986,0
isr,1987,0
isr,1988,0
isr,1989,0
isr,1990,73600000
isr,1991,3287000000
isr,1992,3506000000
isr,1993,4208000000
isr,1994,-121000000
isr,1995,2478000000
isr,1996,5699000000
isr,1997,-3676000000
isr,1998,721000000
isr,1999,-4470000000
isr,2006,-11296798765.2401
isr,2007,-10068174902.6193
isr,2008,-729204736.83316
isr,2009,6022787231.06784
isr,2010,-14827493923.3982
isr,2011,-10039751748.5709
isr,2012,-75941889.07422
isr,2013,4167595705.80099
isr,2014,-8344011920.85284
isr,2015,-685240995.51702
isr,2016,-37131889.67696
isr,2017,-1490826554.04793
isr,2018,-5084421649.56331
isr,2019,-9169751165.92693
ita,1991,-3296027929.9891
jam,2004,-10286079463
jam,2005,12404795579
jam,2006,2932575240
jam,2007,-22412810382
jam,2008,-14204665323
jam,2009,2579028475
jam,2010,38145182945
jam,2011,-26478290238
jam,2012,191375135
jam,2013,-7978790542
jam,2014,72462323181
jam,2015,-44723185846
jor,1990,85270000
jor,1991,237530000
jor,1992,313940000
jor,1993,-84470000
jor,1994,85100000
jor,1995,212740000
jor,1996,95350000
jor,1997,-118600000
jor,1998,-101940000
jor,1999,129310000
jor,2000,-116230000
jor,2001,-60200000
jor,2002,-9360000
jor,2003,-156250000
jpn,1991,2108000000000
jpn,1992,575000000000
jpn,1993,-1973000000000
kaz,1997,30830000000
kaz,1998,26480000000
kaz,1999,13016000000
kaz,2000,16956398000
kaz,2001,14938664000
kaz,2002,-1280700090
kaz,2003,30232951000
kaz,2004,27810080000
kaz,2010,1570864535575.77002
kaz,2011,2625544955338.62012
kaz,2012,2605864169683.66016
kaz,2013,2418979201495.99023
kaz,2014,2198392641460.5
kaz,2015,101751407558.47
kaz,2016,-705237266933.41296
kaz,2017,239221807577.05496
kaz,2018,1507436224312.41992
kaz,2019,579317478020.88599
ken,2014,13416298494.7598
ken,2015,88026543552.28198
ken,2016,236460517747.01901
ken,2017,199719664141.078
ken,2018,257344837724
ken,2019,292648134548.84998
kgz,2014,20638800000
kgz,2015,12611600000
kgz,2016,5557400000
kgz,2017,6347800000
kgz,2018,4993100000
kgz,2019,8630440000
khm,2002,109361810000
khm,2003,63291048298.2401
khm,2004,-37602743115.66
khm,2005,162603756303.12
khm,2006,-263285323614.85999
khm,2007,1296942000000
khm,2008,1045731449894.97998
khm,2009,-870100486638.401
khm,2010,-147925993221.629
khm,2011,-315092995215.81
khm,2012,59228600000
khm,2013,84967700000
khm,2014,1568244262891.34009
khm,2015,1612178844893.79004
khm,2016,1574237634877.29004
khm,2017,2606212634067.27002
khm,2018,2225434400000
khm,2019,4826411744681.37988
kir,2011,-10577128.34
kir,2012,5772886.9652
kir,2013,19578047.48
kir,2014,79236278.65
kir,2015,126208100
