geo,time,dc_dac_chel_cd
arg,2004,300000.01192
arg,2005,289999.99166
arg,2006,310000.00238
arg,2007,289999.99166
arg,2008,259999.99046
arg,2009,449999.98808
arg,2010,449999.98808
arg,2011,360000.01431
arg,2012,389999.98569
arg,2013,219999.99881
arg,2014,340000.00358
arg,2015,219999.99881
arg,2016,310000.00238
arg,2017,340000.00358
arg,2018,529999.97139
arg,2019,579999.98331
arm,1993,219999.99881
arm,1994,159999.99642
arm,1995,39999.99911
arm,1996,850000.02384
arm,1997,1129999.99523
arm,1998,1450000.04768
arm,1999,889999.98569
arm,2000,349999.99404
arm,2001,1769999.98093
arm,2002,2299999.95232
arm,2003,2200000.04768
arm,2004,3069999.93324
arm,2005,2230000.01907
arm,2006,2589999.91417
arm,2007,2180000.06676
arm,2008,2140000.1049
arm,2009,2809999.94278
arm,2010,2630000.11444
arm,2011,3720000.02861
arm,2012,3849999.90463
arm,2013,4159999.84741
arm,2014,5440000.05722
arm,2015,6480000.01907
arm,2016,7280000.20981
arm,2017,4019999.98093
arm,2018,2680000.06676
arm,2019,4679999.82834
atg,2017,109999.9994
aze,1994,730000.01907
aze,1995,3019999.98093
aze,1996,819999.99285
aze,1997,689999.99762
aze,1998,949999.98808
aze,1999,939999.99762
aze,2000,629999.99523
aze,2001,990000.00954
aze,2002,5650000.09537
aze,2003,2529999.97139
aze,2004,3049999.95232
aze,2005,5579999.92371
aze,2006,3640000.1049
aze,2007,6179999.82834
aze,2008,10500000
aze,2009,5480000.01907
aze,2010,3910000.08583
aze,2011,5840000.15259
aze,2012,4909999.84741
aze,2013,5679999.82834
aze,2014,4150000.09537
aze,2015,1750000
aze,2016,3019999.98093
aze,2017,2069999.93324
aze,2018,3279999.97139
aze,2019,3569999.93324
bdi,1963,39999.99911
bdi,1964,9999.99978
bdi,1965,70000.0003
bdi,1966,29999.99933
bdi,1967,29999.99933
bdi,1968,50000.00075
bdi,1969,170000.00179
bdi,1970,140000.0006
bdi,1971,180000.00715
bdi,1972,490000.00954
bdi,1973,389999.98569
bdi,1974,310000.00238
bdi,1975,439999.99762
bdi,1976,469999.99881
bdi,1977,449999.98808
bdi,1978,660000.02623
bdi,1979,740000.00954
bdi,1980,1120000.00477
bdi,1981,939999.99762
bdi,1982,1090000.03338
bdi,1983,939999.99762
bdi,1984,1289999.96185
bdi,1985,3279999.97139
bdi,1986,10710000.03815
bdi,1987,2660000.08583
bdi,1988,2160000.08583
bdi,1989,2369999.88556
bdi,1990,2109999.8951
bdi,1991,1659999.96662
bdi,1992,2970000.02861
bdi,1993,1789999.96185
bdi,1994,1409999.96662
bdi,1995,569999.99285
bdi,1996,1980000.01907
bdi,1997,879999.99523
bdi,1998,1929999.94755
bdi,1999,2559999.94278
bdi,2000,3390000.1049
bdi,2001,3900000.09537
bdi,2002,2430000.06676
bdi,2003,3279999.97139
bdi,2004,4900000.09537
bdi,2005,4619999.88556
bdi,2006,5360000.13351
bdi,2007,6360000.13351
bdi,2008,6000000
bdi,2009,9579999.92371
bdi,2010,12050000.19073
bdi,2011,15260000.22888
bdi,2012,13000000
bdi,2013,11189999.58038
bdi,2014,10369999.88556
bdi,2015,6880000.11444
bdi,2016,7150000.09537
bdi,2017,8979999.54224
bdi,2018,8939999.58038
bdi,2019,5500000
ben,1965,9999.99978
ben,1966,19999.99955
ben,1967,39999.99911
ben,1968,209999.99344
ben,1969,449999.98808
ben,1970,300000.01192
ben,1971,259999.99046
ben,1972,389999.98569
ben,1973,259999.99046
ben,1974,209999.99344
ben,1975,90000.00358
ben,1976,439999.99762
ben,1977,330000.01311
ben,1978,1679999.94755
ben,1979,810000.00238
ben,1980,550000.01192
ben,1981,1070000.05245
ben,1982,1149999.97616
ben,1983,2200000.04768
ben,1984,2990000.00954
ben,1985,2319999.93324
ben,1986,6199999.80927
ben,1987,1960000.03815
ben,1988,2180000.06676
ben,1989,9170000.07629
ben,1990,9590000.15259
ben,1991,8000000
ben,1992,9689999.58038
ben,1993,8770000.45776
ben,1994,4840000.15259
ben,1995,16340000.15259
ben,1996,10329999.92371
ben,1997,6800000.19073
ben,1998,8140000.34332
ben,1999,6309999.94278
ben,2000,6000000
ben,2001,5730000.01907
ben,2002,5360000.13351
ben,2003,6980000.01907
ben,2004,9439999.58038
ben,2005,8699999.80927
ben,2006,9989999.77112
ben,2007,10260000.22888
ben,2008,10579999.92371
ben,2009,13470000.26703
ben,2010,13250000
ben,2011,12149999.61853
ben,2012,21059999.46594
ben,2013,19049999.23706
ben,2014,19590000.15259
ben,2015,21610000.61035
ben,2016,23489999.77112
ben,2017,23659999.84741
ben,2018,28309999.46594
ben,2019,25290000.91553
bfa,1963,9999.99978
bfa,1964,29999.99933
bfa,1965,9999.99978
bfa,1966,29999.99933
bfa,1967,9999.99978
bfa,1968,70000.0003
bfa,1969,59999.99866
bfa,1970,-9999.99978
bfa,1971,39999.99911
bfa,1972,79999.99821
bfa,1973,349999.99404
bfa,1974,430000.00715
bfa,1975,610000.01431
bfa,1976,579999.98331
bfa,1977,2950000.04768
bfa,1978,2920000.07629
bfa,1979,1669999.95708
bfa,1980,1960000.03815
bfa,1981,2170000.07629
bfa,1982,1649999.97616
bfa,1983,2900000.09537
bfa,1984,2529999.97139
bfa,1985,1870000.00477
bfa,1986,2740000.00954
bfa,1987,3059999.94278
bfa,1988,4070000.17166
bfa,1989,4539999.96185
bfa,1990,4960000.03815
bfa,1991,5269999.98093
bfa,1992,6559999.94278
bfa,1993,7389999.86649
bfa,1994,13020000.45776
bfa,1995,12260000.22888
bfa,1996,14920000.07629
bfa,1997,12479999.54224
bfa,1998,8039999.96185
bfa,1999,14109999.65668
bfa,2000,11470000.26703
bfa,2001,12750000
bfa,2002,15949999.80927
bfa,2003,20600000.38147
bfa,2004,20450000.76294
bfa,2005,20799999.23706
bfa,2006,20940000.53406
bfa,2007,20319999.69482
bfa,2008,20809999.46594
bfa,2009,23719999.31335
bfa,2010,28200000.76294
bfa,2011,30149999.61853
bfa,2012,37240001.67847
bfa,2013,38599998.47412
bfa,2014,32500000
bfa,2015,38470001.2207
bfa,2016,35330001.83105
bfa,2017,30979999.54224
bfa,2018,35240001.67847
bfa,2019,36919998.16895
bgd,1971,3000000
bgd,1972,6179999.82834
bgd,1973,270000.01073
bgd,1974,1000000
bgd,1975,4880000.11444
bgd,1976,1539999.96185
bgd,1977,4570000.17166
bgd,1978,14789999.96185
bgd,1979,3049999.95232
bgd,1980,11199999.80927
bgd,1981,9800000.19073
bgd,1982,4369999.88556
bgd,1983,3220000.02861
bgd,1984,4070000.17166
bgd,1985,3309999.94278
bgd,1986,6230000.01907
bgd,1987,2319999.93324
bgd,1988,6630000.11444
bgd,1989,10420000.07629
bgd,1990,9539999.96185
bgd,1991,14510000.22888
bgd,1992,19850000.38147
bgd,1993,14640000.34332
bgd,1994,20559999.46594
bgd,1995,11819999.69482
bgd,1996,12229999.54224
bgd,1997,8260000.22888
bgd,1998,23750000
bgd,1999,16940000.53406
bgd,2000,14619999.88556
bgd,2001,12279999.73297
bgd,2002,13590000.15259
bgd,2003,10869999.88556
bgd,2004,11829999.92371
bgd,2005,10699999.80927
bgd,2006,13399999.61853
bgd,2007,20129999.16077
bgd,2008,17879999.16077
bgd,2009,22909999.84741
bgd,2010,21030000.68665
bgd,2011,32659999.84741
bgd,2012,32619998.93188
bgd,2013,36080001.83105
bgd,2014,32909999.84741
bgd,2015,37439998.62671
bgd,2016,31180000.30518
bgd,2017,38860000.61035
bgd,2018,44549999.23706
bgd,2019,39169998.16895
bgr,1990,239999.99464
bgr,1992,740000.00954
bgr,1993,7780000.20981
bgr,1994,3769999.98093
bgr,1995,7250000
bgr,1996,3190000.05722
bgr,1997,8579999.92371
bgr,1998,5019999.98093
bgr,1999,11079999.92371
bgr,2000,7440000.05722
bgr,2001,11189999.58038
bgr,2002,5429999.82834
bgr,2003,9979999.54224
bgr,2004,10880000.11444
bhr,1973,9999.99978
bhr,1974,19999.99955
bhs,1977,9999.99978
bih,1995,15369999.88556
bih,1996,19920000.07629
bih,1997,7099999.90463
bih,1998,12939999.58038
bih,1999,17979999.54224
bih,2000,11220000.26703
bih,2001,12489999.77112
bih,2002,15770000.45776
bih,2003,14039999.96185
bih,2004,12689999.58038
bih,2005,16629999.16077
bih,2006,18569999.69482
bih,2007,17700000.76294
bih,2008,16290000.91553
bih,2009,19530000.68665
bih,2010,19290000.91553
bih,2011,27430000.30518
bih,2012,18739999.77112
bih,2013,22879999.16077
bih,2014,28440000.53406
bih,2015,24709999.08447
bih,2016,24280000.68665
bih,2017,22569999.69482
bih,2018,21989999.77112
bih,2019,22459999.08447
blr,1994,1769999.98093
blr,1995,349999.99404
blr,1996,5000000
blr,1997,1029999.97139
blr,1998,740000.00954
blr,1999,460000.00834
blr,2000,209999.99344
blr,2001,1159999.96662
blr,2002,1830000.04292
blr,2003,1870000.00477
blr,2004,2660000.08583
blr,2005,2750000
blr,2006,2750000
blr,2007,2799999.95232
blr,2008,2640000.1049
blr,2009,2329999.92371
blr,2010,829999.98331
blr,2011,300000.01192
blr,2012,400000.00596
blr,2013,500000
blr,2014,610000.01431
blr,2015,589999.97377
blr,2016,479999.98927
blr,2017,170000.00179
blr,2018,300000.01192
blr,2019,439999.99762
blz,1977,9999.99978
blz,1978,9999.99978
blz,1979,19999.99955
blz,1983,9999.99978
blz,1994,289999.99166
blz,1998,9999.99978
blz,2000,39999.99911
blz,2002,50000.00075
bol,1963,9999.99978
bol,1965,9999.99978
bol,1967,9999.99978
bol,1968,19999.99955
bol,1969,180000.00715
bol,1970,109999.9994
bol,1971,189999.99762
bol,1972,649999.97616
bol,1973,529999.97139
bol,1974,589999.97377
bol,1975,769999.98093
bol,1976,1309999.94278
bol,1977,1539999.96185
bol,1978,1879999.99523
bol,1979,3009999.99046
bol,1980,3319999.93324
bol,1981,1669999.95708
bol,1982,769999.98093
bol,1983,2430000.06676
bol,1984,4170000.07629
bol,1985,3710000.03815
bol,1986,10500000
bol,1987,16229999.54224
bol,1988,19420000.07629
bol,1989,14350000.38147
bol,1990,15670000.07629
bol,1991,17209999.08447
bol,1992,14090000.15259
bol,1993,11869999.88556
bol,1994,24959999.08447
bol,1995,16209999.08447
bol,1996,22799999.23706
bol,1997,13260000.22888
bol,1998,14180000.30518
bol,1999,11810000.41962
bol,2000,10550000.19073
bol,2001,10640000.34332
bol,2002,13369999.88556
bol,2003,14310000.41962
bol,2004,20860000.61035
bol,2005,17989999.77112
bol,2006,14020000.45776
bol,2007,14689999.58038
bol,2008,12550000.19073
bol,2009,19770000.45776
bol,2010,21590000.15259
bol,2011,29709999.08447
bol,2012,35009998.32153
bol,2013,31620000.83923
bol,2014,35380001.06812
bol,2015,37110000.61035
bol,2016,27670000.07629
bol,2017,27360000.61035
bol,2018,28309999.46594
bol,2019,21200000.76294
bra,1963,70000.0003
bra,1964,660000.02623
bra,1965,920000.01669
bra,1966,490000.00954
bra,1967,-150000.00596
bra,1968,-209999.99344
bra,1969,109999.9994
bra,1970,730000.01907
bra,1971,159999.99642
bra,1972,400000.00596
bra,1973,319999.99285
bra,1974,579999.98331
bra,1975,209999.99344
bra,1976,250000
bra,1977,449999.98808
bra,1978,670000.01669
bra,1979,699999.98808
bra,1980,610000.01431
bra,1981,319999.99285
bra,1982,379999.99523
bra,1983,610000.01431
bra,1984,680000.00715
bra,1985,419999.98689
bra,1986,1070000.05245
bra,1987,1379999.99523
bra,1988,1600000.02384
bra,1989,1409999.96662
bra,1990,2069999.93324
bra,1991,1610000.01431
bra,1992,2210000.03815
bra,1993,1879999.99523
bra,1994,2619999.88556
bra,1995,2349999.90463
bra,1996,2289999.96185
bra,1997,1830000.04292
bra,1998,2720000.02861
bra,1999,1519999.98093
bra,2000,1809999.94278
bra,2001,1909999.96662
bra,2002,2789999.96185
bra,2003,4159999.84741
bra,2004,3319999.93324
bra,2005,4489999.77112
bra,2006,3980000.01907
bra,2007,3619999.88556
bra,2008,2130000.11444
bra,2009,4019999.98093
bra,2010,4519999.98093
bra,2011,4019999.98093
bra,2012,3470000.02861
bra,2013,4280000.20981
bra,2014,3660000.08583
bra,2015,3210000.03815
bra,2016,3720000.02861
bra,2017,2930000.06676
bra,2018,4110000.13351
bra,2019,3549999.95232
brb,1999,29999.99933
btn,1970,9999.99978
btn,1971,9999.99978
btn,1973,189999.99762
btn,1975,200000.00298
btn,1976,289999.99166
btn,1977,300000.01192
btn,1978,250000
btn,1979,460000.00834
btn,1980,689999.99762
btn,1981,779999.97139
btn,1982,879999.99523
btn,1983,1230000.01907
btn,1984,829999.98331
btn,1985,1870000.00477
btn,1986,1919999.95708
btn,1987,2369999.88556
btn,1988,5760000.22888
btn,1989,5039999.96185
btn,1990,3420000.07629
btn,1991,4820000.17166
btn,1992,3940000.05722
btn,1993,3829999.92371
btn,1994,4969999.79019
btn,1995,9039999.96185
btn,1996,4699999.80927
btn,1997,4690000.05722
btn,1998,4789999.96185
btn,1999,4820000.17166
btn,2000,3400000.09537
btn,2001,3789999.96185
btn,2002,4489999.77112
btn,2003,5739999.77112
btn,2004,5349999.90463
btn,2005,5170000.07629
btn,2006,5829999.92371
btn,2007,5369999.88556
btn,2008,3150000.09537
btn,2009,4809999.94278
btn,2010,2309999.94278
btn,2011,4389999.86649
btn,2012,4360000.13351
btn,2013,7599999.90463
btn,2014,5739999.77112
btn,2015,4110000.13351
btn,2016,2690000.05722
btn,2017,1190000.05722
btn,2018,1419999.95708
btn,2019,790000.02146
bwa,1969,29999.99933
bwa,1973,19999.99955
bwa,1977,79999.99821
bwa,1978,19999.99955
bwa,1982,9999.99978
bwa,1983,9999.99978
bwa,1984,39999.99911
bwa,1985,39999.99911
bwa,1986,189999.99762
bwa,1987,39999.99911
bwa,1992,29999.99933
bwa,1993,29999.99933
bwa,1994,-9999.99978
bwa,1995,50000.00075
bwa,1996,39999.99911
bwa,1997,19999.99955
caf,1972,39999.99911
caf,1973,19999.99955
caf,1974,19999.99955
caf,1975,9999.99978
caf,1976,59999.99866
caf,1977,50000.00075
caf,1978,109999.9994
caf,1979,100000.00149
caf,1980,59999.99866
caf,1982,180000.00715
caf,1983,109999.9994
caf,1984,280000.00119
caf,1985,250000
caf,1986,79999.99821
caf,1987,79999.99821
caf,1988,140000.0006
caf,1989,1269999.98093
caf,1990,70000.0003
caf,1991,70000.0003
caf,1992,2160000.08583
caf,1993,180000.00715
caf,1994,159999.99642
caf,1995,150000.00596
caf,1996,140000.0006
caf,1997,70000.0003
caf,1998,29999.99933
caf,2000,79999.99821
caf,2001,79999.99821
caf,2002,59999.99866
caf,2003,170000.00179
caf,2004,140000.0006
caf,2005,79999.99821
caf,2006,90000.00358
caf,2007,1299999.95232
caf,2008,12470000.26703
caf,2009,810000.00238
caf,2010,20870000.83923
caf,2011,2119999.88556
caf,2012,1740000.00954
caf,2013,3509999.99046
caf,2014,7670000.07629
caf,2015,10350000.38147
caf,2016,7250000
caf,2017,10289999.96185
caf,2018,11380000.11444
caf,2019,9600000.38147
chl,1963,70000.0003
chl,1965,19999.99955
chl,1966,9999.99978
chl,1968,90000.00358
chl,1969,79999.99821
chl,1970,150000.00596
chl,1971,119999.99732
chl,1972,180000.00715
chl,1973,360000.01431
chl,1974,1009999.99046
chl,1975,469999.99881
chl,1976,460000.00834
chl,1977,310000.00238
chl,1978,689999.99762
chl,1979,500000
chl,1980,469999.99881
chl,1981,310000.00238
chl,1982,379999.99523
chl,1983,360000.01431
chl,1984,419999.98689
chl,1985,1190000.05722
chl,1986,600000.02384
chl,1987,1679999.94755
chl,1988,1820000.05245
chl,1989,2349999.90463
chl,1990,1649999.97616
chl,1991,1190000.05722
chl,1992,1519999.98093
chl,1993,6519999.98093
chl,1994,1259999.99046
chl,1995,1759999.99046
chl,1996,2470000.02861
chl,1997,1110000.01431
chl,1998,2250000
chl,1999,1240000.00954
chl,2000,409999.99642
chl,2001,1259999.99046
chl,2002,1049999.95232
chl,2003,1210000.03815
chl,2004,1690000.05722
chl,2005,1110000.01431
chl,2006,1169999.95708
chl,2007,790000.02146
chl,2008,1000000
chl,2009,1330000.04292
chl,2010,1889999.98569
chl,2011,949999.98808
chl,2012,1350000.02384
chl,2013,709999.97854
chl,2014,519999.98093
chl,2015,430000.00715
chl,2016,250000
chl,2017,209999.99344
chn,1979,59999.99866
chn,1981,150000.00596
chn,1982,100000.00149
chn,1983,59999.99866
chn,1984,79999.99821
chn,1985,140000.0006
chn,1986,289999.99166
chn,1987,5630000.11444
chn,1988,11289999.96185
chn,1989,7869999.88556
chn,1990,8390000.34332
chn,1991,19770000.45776
chn,1992,7670000.07629
chn,1993,10250000
chn,1994,7269999.98093
chn,1995,10140000.34332
chn,1996,8779999.73297
chn,1997,4070000.17166
chn,1998,4320000.17166
chn,1999,6119999.88556
chn,2000,9899999.61853
chn,2001,3799999.95232
chn,2002,10689999.58038
chn,2003,12479999.54224
chn,2004,7230000.01907
chn,2005,5489999.77112
chn,2006,1200000.04768
chn,2007,2990000.00954
chn,2008,3380000.11444
chn,2009,3890000.1049
chn,2010,8079999.92371
chn,2011,10750000
chn,2012,9789999.96185
chn,2013,12010000.22888
chn,2014,18100000.38147
chn,2015,13619999.88556
chn,2016,9840000.15259
chn,2017,8119999.88556
chn,2018,6389999.86649
chn,2019,5039999.96185
civ,1968,39999.99911
civ,1969,29999.99933
civ,1970,39999.99911
civ,1971,209999.99344
civ,1972,150000.00596
civ,1973,340000.00358
civ,1974,140000.0006
civ,1975,300000.01192
civ,1976,90000.00358
civ,1977,70000.0003
civ,1978,129999.99523
civ,1979,170000.00179
civ,1980,250000
civ,1981,180000.00715
civ,1982,209999.99344
civ,1983,289999.99166
civ,1984,230000.00417
civ,1985,200000.00298
civ,1986,239999.99464
civ,1987,500000
civ,1988,419999.98689
civ,1989,389999.98569
civ,1990,1250000
civ,1991,4210000.03815
civ,1992,7519999.98093
civ,1993,6139999.86649
civ,1994,3029999.97139
civ,1995,1139999.98569
civ,1996,1580000.04292
civ,1997,409999.99642
civ,1998,529999.97139
civ,1999,529999.97139
civ,2000,310000.00238
civ,2001,259999.99046
civ,2002,3170000.07629
civ,2003,1830000.04292
civ,2004,2190000.05722
civ,2005,2910000.08583
civ,2006,1879999.99523
civ,2007,1590000.03338
civ,2008,1519999.98093
civ,2009,2529999.97139
civ,2010,2569999.93324
civ,2011,7019999.98093
civ,2012,18840000.15259
civ,2013,2170000.07629
civ,2014,2559999.94278
civ,2015,2500000
civ,2016,1519999.98093
civ,2017,1070000.05245
civ,2018,889999.98569
civ,2019,839999.97377
cmr,1963,9999.99978
cmr,1964,100000.00149
cmr,1965,280000.00119
cmr,1966,319999.99285
cmr,1967,280000.00119
cmr,1968,419999.98689
cmr,1969,639999.98569
cmr,1970,670000.01669
cmr,1971,500000
cmr,1972,1039999.96185
cmr,1973,1639999.98569
cmr,1974,860000.01431
cmr,1975,1019999.98093
cmr,1976,2680000.06676
cmr,1977,2839999.91417
cmr,1978,2000000
cmr,1979,1519999.98093
cmr,1980,1659999.96662
cmr,1981,1639999.98569
cmr,1982,2029999.97139
cmr,1983,2549999.95232
cmr,1984,3890000.1049
cmr,1985,5099999.90463
cmr,1986,8229999.54224
cmr,1987,5769999.98093
cmr,1988,5860000.13351
cmr,1989,4320000.17166
cmr,1990,4599999.90463
cmr,1991,10630000.11444
cmr,1992,12500000
cmr,1993,2329999.92371
cmr,1994,4079999.92371
cmr,1995,2130000.11444
cmr,1996,2980000.01907
cmr,1997,2660000.08583
cmr,1998,2859999.8951
cmr,1999,2730000.01907
cmr,2000,2069999.93324
cmr,2001,1730000.01907
cmr,2002,2970000.02861
cmr,2003,2690000.05722
cmr,2004,2789999.96185
cmr,2005,2569999.93324
cmr,2006,2309999.94278
cmr,2007,32540000.91553
cmr,2008,2650000.09537
cmr,2009,3230000.01907
cmr,2010,2220000.02861
cmr,2011,1860000.01431
cmr,2012,2650000.09537
cmr,2013,2970000.02861
cmr,2014,3210000.03815
cmr,2015,4059999.94278
cmr,2016,2910000.08583
cmr,2017,3480000.01907
cmr,2018,4639999.86649
cmr,2019,7599999.90463
cod,1961,39999.99911
cod,1963,90000.00358
cod,1964,59999.99866
cod,1965,340000.00358
cod,1966,370000.00477
cod,1967,310000.00238
cod,1968,19999.99955
cod,1969,250000
cod,1970,159999.99642
cod,1971,109999.9994
cod,1972,109999.9994
cod,1973,449999.98808
cod,1974,540000.02146
cod,1975,569999.99285
cod,1976,79999.99821
cod,1977,340000.00358
cod,1978,1279999.97139
cod,1979,1399999.97616
cod,1980,560000.00238
cod,1981,289999.99166
cod,1982,649999.97616
cod,1983,889999.98569
cod,1984,1070000.05245
cod,1985,1399999.97616
cod,1986,1039999.96185
cod,1987,1710000.03815
cod,1988,1210000.03815
cod,1989,899999.97616
cod,1990,1000000
cod,1991,1960000.03815
cod,1992,2259999.99046
cod,1993,1019999.98093
cod,1994,2910000.08583
cod,1995,1309999.94278
cod,1996,4329999.92371
cod,1997,1840000.03338
cod,1998,2279999.97139
cod,1999,4260000.22888
cod,2000,3980000.01907
cod,2001,4380000.11444
cod,2002,4409999.84741
cod,2003,34709999.08447
cod,2004,4849999.90463
cod,2005,7300000.19073
cod,2006,7650000.09537
cod,2007,10399999.61853
cod,2008,8550000.19073
cod,2009,10489999.77112
cod,2010,6469999.79019
cod,2011,13439999.58038
cod,2012,16440000.53406
cod,2013,24149999.61853
cod,2014,19360000.61035
cod,2015,21290000.91553
cod,2016,22420000.07629
cod,2017,22850000.38147
cod,2018,25889999.38965
cod,2019,29340000.15259
cog,1964,19999.99955
cog,1968,389999.98569
cog,1969,39999.99911
cog,1970,70000.0003
cog,1971,19999.99955
cog,1972,70000.0003
cog,1973,59999.99866
cog,1974,70000.0003
cog,1975,59999.99866
cog,1976,50000.00075
cog,1977,50000.00075
cog,1978,79999.99821
cog,1979,79999.99821
cog,1980,79999.99821
cog,1981,39999.99911
cog,1982,159999.99642
cog,1983,150000.00596
cog,1984,129999.99523
cog,1985,209999.99344
cog,1986,140000.0006
cog,1987,159999.99642
cog,1988,129999.99523
cog,1989,140000.0006
cog,1990,170000.00179
cog,1991,129999.99523
cog,1992,500000
cog,1993,129999.99523
cog,1994,119999.99732
cog,1995,140000.0006
cog,1996,129999.99523
cog,1997,379999.99523
cog,1998,109999.9994
cog,1999,409999.99642
cog,2000,600000.02384
cog,2001,59999.99866
cog,2002,360000.01431
cog,2003,19999.99955
cog,2004,200000.00298
cog,2005,11899999.61853
cog,2006,-9999.99978
cog,2007,409999.99642
cog,2008,189999.99762
cog,2009,5340000.15259
cog,2010,10680000.30518
cog,2011,469999.99881
cog,2012,79999.99821
cog,2013,140000.0006
cog,2014,180000.00715
cog,2015,270000.01073
cog,2016,200000.00298
cog,2017,259999.99046
cog,2018,180000.00715
cog,2019,70000.0003
col,1961,9999.99978
col,1966,50000.00075
col,1967,9999.99978
col,1968,90000.00358
col,1969,79999.99821
col,1970,109999.9994
col,1971,209999.99344
col,1972,90000.00358
col,1973,119999.99732
col,1974,409999.99642
col,1975,239999.99464
col,1976,219999.99881
col,1977,230000.00417
col,1978,360000.01431
col,1979,670000.01669
col,1980,519999.98093
col,1981,439999.99762
col,1982,680000.00715
col,1983,1029999.97139
col,1984,819999.99285
col,1985,1000000
col,1986,1210000.03815
col,1987,1860000.01431
col,1988,1570000.05245
col,1989,1909999.96662
col,1990,2930000.06676
col,1991,1549999.95232
col,1992,3410000.08583
col,1993,3400000.09537
col,1994,3750000
col,1995,5969999.79019
col,1996,5269999.98093
col,1997,3099999.90463
