geo,time,sh_xpd_ghed_gd_zs
civ,2007,0.5883
civ,2008,0.60338
civ,2009,0.66823
civ,2010,0.5876
civ,2011,0.57984
civ,2012,0.74608
civ,2013,0.72783
civ,2014,0.77761
civ,2015,0.80446
civ,2016,0.86091
civ,2017,0.94938
civ,2018,0.90654
civ,2019,0.95927
cmr,2000,0.67431
cmr,2001,0.82336
cmr,2002,0.95179
cmr,2003,0.93936
cmr,2004,0.76065
cmr,2005,0.70871
cmr,2006,0.69953
cmr,2007,0.60789
cmr,2008,0.57561
cmr,2009,0.47906
cmr,2010,0.42715
cmr,2011,0.59744
cmr,2012,0.66323
cmr,2013,0.50074
cmr,2014,0.61332
cmr,2015,0.37891
cmr,2016,0.37905
cmr,2017,0.1456
cmr,2018,0.21044
cmr,2019,0.12061
cod,2000,0.06205
cod,2001,0.10641
cod,2002,0.10429
cod,2003,0.22956
cod,2004,0.18619
cod,2005,0.21807
cod,2006,0.22633
cod,2007,0.24325
cod,2008,0.29166
cod,2009,0.31161
cod,2010,0.39786
cod,2011,0.35409
cod,2012,0.53261
cod,2013,0.49843
cod,2014,0.55081
cod,2015,0.66201
cod,2016,0.55122
cod,2017,0.41353
cod,2018,0.49796
cod,2019,0.55937
cog,2000,0.51469
cog,2001,0.96512
cog,2002,0.43198
cog,2003,0.50116
cog,2004,0.43518
cog,2005,0.43213
cog,2006,0.55492
cog,2007,0.58652
cog,2008,1.09929
cog,2009,0.61771
cog,2010,0.82839
cog,2011,0.65134
cog,2012,0.81894
cog,2013,0.93665
cog,2014,0.94695
cog,2015,1.11883
cog,2016,1.20436
cog,2017,0.9662
cog,2018,0.68407
cog,2019,0.7832
col,2000,4.20018
col,2001,4.45983
col,2002,4.3678
col,2003,4.46872
col,2004,4.26407
col,2005,4.35741
col,2006,4.56696
col,2007,4.58606
col,2008,4.74563
col,2009,5.26797
col,2010,5.10726
col,2011,4.98384
col,2012,4.71287
col,2013,4.90206
col,2014,5.05893
col,2015,5.32889
col,2016,5.29663
col,2017,5.45498
col,2018,5.4609
col,2019,5.54189
com,2000,0.89122
com,2001,0.52728
com,2002,0.95158
com,2003,0.85142
com,2004,0.79006
com,2005,0.69124
com,2006,0.64398
com,2007,0.56414
com,2008,0.43337
com,2009,0.37398
com,2010,0.36044
com,2011,0.95672
com,2012,0.79534
com,2013,0.65978
com,2014,0.55491
com,2015,0.46613
com,2016,0.574
com,2017,0.67585
com,2018,0.76554
com,2019,0.83082
cpv,2000,3.1614
cpv,2001,3.46985
cpv,2002,3.4619
cpv,2003,3.30085
cpv,2004,3.12336
cpv,2005,2.95318
cpv,2006,2.97463
cpv,2007,2.97691
cpv,2008,2.45242
cpv,2009,2.77685
cpv,2010,2.83101
cpv,2011,2.86502
cpv,2012,3.07492
cpv,2013,3.0559
cpv,2014,3.04348
cpv,2015,3.1743
cpv,2016,3.08039
cpv,2017,3.28109
cpv,2018,3.20918
cpv,2019,3.24621
cri,2000,4.26219
cri,2001,4.2442
cri,2002,4.59279
cri,2003,4.62578
cri,2004,4.37697
cri,2005,4.26226
cri,2006,4.58488
cri,2007,4.6324
cri,2008,5.06513
cri,2009,5.57623
cri,2010,5.80644
cri,2011,5.70107
cri,2012,5.50348
cri,2013,5.45445
cri,2014,5.44292
cri,2015,5.51983
cri,2016,5.36529
cri,2017,5.1789
cri,2018,5.28166
cri,2019,5.27621
cub,2000,5.50884
cub,2001,5.67066
cub,2002,5.72781
cub,2003,5.64911
cub,2004,5.46842
cub,2005,7.43015
cub,2006,7.08049
cub,2007,9.88245
cub,2008,10.29249
cub,2009,11.28293
cub,2010,9.7025
cub,2011,10.0671
cub,2012,8.06292
cub,2013,9.13837
cub,2014,10.95757
cub,2015,11.57496
cub,2016,10.94802
cub,2017,10.47486
cub,2018,9.94623
cub,2019,10.12506
cyp,2000,2.18027
cyp,2001,2.23353
cyp,2002,2.49221
cyp,2003,2.47707
cyp,2004,2.23181
cyp,2005,2.2543
cyp,2006,2.34011
cyp,2007,2.31243
cyp,2008,2.50266
cyp,2009,2.74965
cyp,2010,2.98154
cyp,2011,3.05716
cyp,2012,3.00965
cyp,2013,3.16396
cyp,2014,2.95598
cyp,2015,2.85344
cyp,2016,2.79535
cyp,2017,2.75971
cyp,2018,2.88912
cyp,2019,3.9255
cze,2000,5.05705
cze,2001,5.12704
cze,2002,5.44066
cze,2003,5.70741
cze,2004,5.56338
cze,2005,5.40408
cze,2006,5.27023
cze,2007,5.01563
cze,2008,5.12718
cze,2009,6.00806
cze,2010,5.71529
cze,2011,5.7982
cze,2012,5.83022
cze,2013,6.44102
cze,2014,6.27267
cze,2015,5.91783
cze,2016,5.81872
cze,2017,5.83939
cze,2018,6.22329
cze,2019,6.38516
deu,2000,7.733
deu,2001,7.75544
deu,2002,7.92532
deu,2003,8.05242
deu,2004,7.70044
deu,2005,7.80344
deu,2006,7.65941
deu,2007,7.55544
deu,2008,7.71768
deu,2009,8.50212
deu,2010,8.399
deu,2011,8.12802
deu,2012,8.18807
deu,2013,8.40568
deu,2014,8.48953
deu,2015,8.60765
deu,2016,8.68238
deu,2017,8.80529
deu,2018,8.88178
deu,2019,9.09178
dji,2000,1.41095
dji,2001,1.25185
dji,2002,1.28663
dji,2003,1.50417
dji,2004,1.439
dji,2005,1.39764
dji,2006,1.72631
dji,2007,1.73555
dji,2008,1.83161
dji,2009,1.90514
dji,2010,1.85769
dji,2011,2.14389
dji,2012,1.89017
dji,2013,1.80735
dji,2014,1.76381
dji,2015,1.69298
dji,2016,1.32229
dji,2017,1.14449
dji,2018,1.11786
dji,2019,0.96505
dma,2000,3.36024
dma,2001,2.571
dma,2002,2.43641
dma,2003,2.70217
dma,2004,2.57323
dma,2005,2.79446
dma,2006,2.69502
dma,2007,2.52051
dma,2008,2.61492
dma,2009,2.67259
dma,2010,2.9595
dma,2011,3.15107
dma,2012,3.48056
dma,2013,3.2572
dma,2014,3.19073
dma,2015,3.25269
dma,2016,3.3348
dma,2017,3.76424
dma,2018,4.29896
dma,2019,3.51961
dnk,2000,6.73534
dnk,2001,7.04638
dnk,2002,7.29321
dnk,2003,7.47102
dnk,2004,7.52563
dnk,2005,7.61281
dnk,2006,7.68989
dnk,2007,7.80593
dnk,2008,7.99142
dnk,2009,9.0154
dnk,2010,8.66743
dnk,2011,8.48922
dnk,2012,8.60067
dnk,2013,8.56901
dnk,2014,8.56368
dnk,2015,8.60956
dnk,2016,8.53385
dnk,2017,8.4357
dnk,2018,8.44737
dnk,2019,8.29218
dom,2000,1.71051
dom,2001,1.70341
dom,2002,1.67956
dom,2003,1.15991
dom,2004,1.14767
dom,2005,1.39308
dom,2006,1.40172
dom,2007,1.68479
dom,2008,2.12084
dom,2009,2.33016
dom,2010,2.51639
dom,2011,2.72522
dom,2012,2.76371
dom,2013,2.77817
dom,2014,2.46088
dom,2015,2.36797
dom,2016,2.66467
dom,2017,2.6822
dom,2018,2.54003
dom,2019,2.662
dza,2000,2.51083
dza,2001,2.9255
dza,2002,2.80793
dza,2003,2.76179
dza,2004,2.52882
dza,2005,2.24167
dza,2006,2.29699
dza,2007,2.66688
dza,2008,3.02516
dza,2009,3.79896
dza,2010,3.55552
dza,2011,3.71976
dza,2012,4.37614
dza,2013,4.2883
dza,2014,4.71454
dza,2015,4.917
dza,2016,4.47245
dza,2017,4.14141
dza,2018,4.0582
dza,2019,4.05818
ecu,2000,0.96102
ecu,2001,1.25511
ecu,2002,1.41283
ecu,2003,1.66805
ecu,2004,1.73262
ecu,2005,1.68276
ecu,2006,1.81757
ecu,2007,2.04558
ecu,2008,2.09913
ecu,2009,2.38107
ecu,2010,2.83478
ecu,2011,3.06547
ecu,2012,3.43777
ecu,2013,3.82529
ecu,2014,4.1147
ecu,2015,4.31252
ecu,2016,4.41607
ecu,2017,4.54476
ecu,2018,4.9299
ecu,2019,4.82941
egy,2000,1.73207
egy,2001,1.848
egy,2002,1.89908
egy,2003,1.66769
egy,2004,1.57913
egy,2005,1.58931
egy,2006,1.74427
egy,2007,1.56856
egy,2008,1.53611
egy,2009,1.53461
egy,2010,1.36769
egy,2011,1.4746
egy,2012,1.3523
egy,2013,1.43905
egy,2014,1.48455
egy,2015,1.66733
egy,2016,1.65568
egy,2017,1.74467
egy,2018,1.42153
egy,2019,1.31699
eri,2000,2.05245
eri,2001,1.79195
eri,2002,2.11956
eri,2003,1.66898
eri,2004,1.55934
eri,2005,0.85299
eri,2006,0.81827
eri,2007,1.21488
eri,2008,1.48372
eri,2009,1.03169
eri,2010,1.02693
eri,2011,0.77091
eri,2012,0.79317
eri,2013,0.77988
eri,2014,0.51415
eri,2015,0.74046
eri,2016,0.73348
eri,2017,1.00736
eri,2018,0.64429
eri,2019,0.78496
esp,2000,4.91906
esp,2001,4.87462
esp,2002,4.89812
esp,2003,5.37843
esp,2004,5.46495
esp,2005,5.53264
esp,2006,5.6448
esp,2007,5.72513
esp,2008,6.14248
esp,2009,6.83674
esp,2010,6.78823
esp,2011,6.73761
esp,2012,6.60316
esp,2013,6.43856
esp,2014,6.38651
esp,2015,6.50834
esp,2016,6.40582
esp,2017,6.3175
esp,2018,6.31789
esp,2019,6.44907
est,2000,3.92247
est,2001,3.73844
est,2002,3.58232
est,2003,3.697
est,2004,3.78673
est,2005,3.74367
est,2006,3.56328
est,2007,3.74114
est,2008,4.35441
est,2009,5.0261
est,2010,4.65381
est,2011,4.32463
est,2012,4.40868
est,2013,4.51154
est,2014,4.58424
est,2015,4.78245
est,2016,4.8501
est,2017,4.84547
est,2018,4.92212
est,2019,5.00857
eth,2000,1.79955
eth,2001,2.01542
eth,2002,2.08121
eth,2003,2.27635
eth,2004,1.32524
eth,2005,1.72822
eth,2006,1.12013
eth,2007,1.33307
eth,2008,0.51425
eth,2009,0.90701
eth,2010,0.94396
eth,2011,0.38118
eth,2012,1.06663
eth,2013,1.09967
eth,2014,0.71479
eth,2015,0.96541
eth,2016,0.90003
eth,2017,0.86127
eth,2018,0.77089
eth,2019,0.73515
fin,2000,5.37109
fin,2001,5.52643
fin,2002,5.85965
fin,2003,6.13727
fin,2004,6.27308
fin,2005,6.44869
fin,2006,6.52324
fin,2007,6.35545
fin,2008,6.57667
fin,2009,7.23975
fin,2010,7.18045
fin,2011,7.30152
fin,2012,7.64987
fin,2013,7.79148
fin,2014,7.78149
fin,2015,7.57763
fin,2016,7.29918
fin,2017,7.11997
fin,2018,7.09846
fin,2019,7.33807
fji,2000,2.63133
fji,2001,2.08654
fji,2002,2.20178
fji,2003,2.22327
fji,2004,2.21772
fji,2005,2.41685
fji,2006,2.47551
fji,2007,2.46818
fji,2008,2.21144
fji,2009,2.19237
fji,2010,2.18311
fji,2011,1.88993
fji,2012,1.91404
fji,2013,1.87162
fji,2014,2.06611
fji,2015,2.09848
fji,2016,2.09587
fji,2017,2.11071
fji,2018,2.31982
fji,2019,2.49527
fra,2000,6.9707
fra,2001,7.06166
fra,2002,7.3164
fra,2003,7.32371
fra,2004,7.38391
fra,2005,7.41066
fra,2006,7.40224
fra,2007,7.33408
fra,2008,7.41639
fra,2009,7.97806
fra,2010,7.90768
fra,2011,7.85248
fra,2012,7.94105
fra,2013,8.04128
fra,2014,8.13847
fra,2015,8.28431
fra,2016,8.61876
fra,2017,8.59649
fra,2018,8.49391
fra,2019,8.32757
fsm,2000,1.74816
fsm,2001,1.82439
fsm,2002,1.69749
fsm,2003,2.10741
fsm,2004,2.32524
fsm,2005,2.6596
fsm,2006,2.61383
fsm,2007,2.45827
fsm,2008,2.94639
fsm,2009,2.18536
fsm,2010,2.28946
fsm,2011,3.03507
fsm,2012,2.5738
fsm,2013,2.76707
fsm,2014,3.33988
fsm,2015,3.21474
fsm,2016,3.48056
fsm,2017,3.15361
fsm,2018,3.06693
fsm,2019,3.24186
gab,2000,1.06384
gab,2001,1.263
gab,2002,1.19961
gab,2003,1.43529
gab,2004,1.35957
gab,2005,1.05433
gab,2006,1.21738
gab,2007,1.23347
gab,2008,1.06247
gab,2009,1.54067
gab,2010,1.57326
gab,2011,1.58558
gab,2012,1.48286
gab,2013,1.82303
gab,2014,1.51669
gab,2015,1.56549
gab,2016,2.01055
gab,2017,1.75976
gab,2018,1.60853
gab,2019,1.66963
gbr,2000,5.52005
gbr,2001,5.7885
gbr,2002,6.15115
gbr,2003,6.37286
gbr,2004,6.72645
gbr,2005,6.86174
gbr,2006,7.06342
gbr,2007,7.06243
gbr,2008,7.3871
gbr,2009,8.17552
gbr,2010,8.0793
gbr,2011,8.06531
gbr,2012,8.05242
gbr,2013,7.9701
gbr,2014,7.96156
gbr,2015,7.92137
gbr,2016,7.92683
gbr,2017,7.81304
gbr,2018,7.86187
gbr,2019,8.0692
geo,2000,0.82086
geo,2001,1.1354
geo,2002,1.12198
geo,2003,1.14708
geo,2004,1.17822
geo,2005,1.20532
geo,2006,1.18502
geo,2007,1.09324
geo,2008,1.53493
geo,2009,2.04965
geo,2010,1.93383
geo,2011,1.40115
geo,2012,1.56462
geo,2013,1.8571
geo,2014,2.1816
geo,2015,2.64034
geo,2016,2.93001
geo,2017,2.62671
geo,2018,2.80701
geo,2019,2.71728
