geo,time,ny_gdp_disc_cn
arg,1963,-0.00073
arg,1964,0.00944
arg,1965,0
arg,1966,0
arg,1967,0
arg,1968,0
arg,1969,0
arg,1970,0
arg,1971,0
arg,1972,0
arg,1973,0
arg,1974,0
arg,1975,-0.00004
arg,1976,-0.0001
arg,1977,0
arg,1978,0.00003
arg,1979,0.00098
arg,1980,-0.00009
arg,1981,-0.00018
arg,1982,0
arg,1983,0
arg,1984,0
arg,1985,0
arg,1986,0
arg,1987,0
arg,1988,0
arg,1989,-5072
arg,1990,1536
arg,1991,9200
arg,1992,8200
arg,1993,-7300
arg,1994,40700
arg,1995,-135000
arg,1996,-7800
arg,1997,122600
arg,1998,-108500
arg,1999,-24000
arg,2000,10700
arg,2001,41200
arg,2002,-143900
arg,2003,138600
arg,2004,-100
arg,2005,-100
arg,2006,-0.00006
arg,2007,-100
arg,2008,0
arg,2009,0
arg,2010,-100
arg,2011,-100
arg,2012,-0.00024
arg,2013,0
arg,2014,-100
arg,2015,0
arg,2016,-100
arg,2017,0
arg,2018,-600
arg,2019,-37387065400
arg,2020,1070042817000
arm,1990,-1380000
arm,1991,3030000
arm,1992,22070000
arm,1993,-292050000
arm,1994,1008100
arm,1995,-9200
arm,1996,22500
arm,1997,-1006600
arm,1998,-12400
arm,1999,-308500
arm,2000,-71952300000
arm,2001,-118594300000
arm,2002,-135804700000
arm,2003,-101688500000
arm,2004,-163191200000
arm,2005,-210521800000
arm,2006,-285867700000
arm,2007,-268016300000
arm,2008,-236218600000
arm,2009,-315539200000
arm,2010,-414158700000
arm,2011,-281381400000
arm,2012,-26993600000.0001
arm,2013,-1274800000
arm,2014,-12456700000
arm,2015,23872380000
arm,2016,41353300000
arm,2017,0
arm,2018,0
arm,2019,0
arm,2020,0
atg,1993,-626230000
atg,1994,-605640000
atg,1995,-524740000
atg,1996,-508230000
atg,1997,-583130000
atg,1998,-620480000
atg,1999,-608660000
atg,2000,-627600000
atg,2001,-582200000
atg,2002,-555170000
atg,2003,-582730000
atg,2004,-691130000
atg,2005,-653400000
atg,2006,-572110000
atg,2007,-563650000
atg,2008,-637810000
atg,2009,-662310000
atg,2010,-625210000
atg,2011,-679180000
atg,2012,-670640000
atg,2013,-662890000
atg,2014,-757293300
atg,2015,-688351700
atg,2016,-582149900
atg,2017,-375894100
atg,2018,25732100
atg,2019,-381796700
atg,2020,-1219735400
aus,1960,112000000
aus,1961,19000000
aus,1962,-146000000
aus,1963,-17000000
aus,1964,-136000000
aus,1965,-96000000
aus,1966,-248000000
aus,1967,-205000000
aus,1968,-363000000
aus,1969,-153000000
aus,1970,-29000000
aus,1971,-107000000
aus,1972,-167000000
aus,1973,-326000000
aus,1974,867000000
aus,1975,615000000
aus,1976,-289000000
aus,1977,-582000000
aus,1978,-671000000
aus,1979,-1106000000
aus,1980,-1150000000
aus,1981,-1193000000
aus,1982,-832000000
aus,1983,-2104000000
aus,1984,-982000000
aus,1985,-549000000
aus,1986,-2279000000
aus,1987,-4625000000
aus,1988,-2673000000
aus,1989,1073000000
aus,1990,2168000000
aus,1991,1984000000
aus,1992,-2688000000
aus,1993,-2172000000
aus,1994,722000000
aus,1995,0
aus,1996,0
aus,1997,8000000
aus,1998,0
aus,1999,0
aus,2000,0
aus,2001,0
aus,2002,0
aus,2003,1000000
aus,2004,1000000
aus,2005,1000000
aus,2006,1000000
aus,2007,0
aus,2008,-2000000
aus,2009,0
aus,2010,2000000
aus,2011,2000000
aus,2012,1000000
aus,2013,1000000
aus,2014,0
aus,2015,0
aus,2016,1000000
aus,2017,2000000
aus,2018,2000000
aus,2019,1000000
aus,2020,0
aut,1970,-72087000
aut,1971,-92355000
aut,1972,-127068000
aut,1973,-164414000
aut,1974,-199108000
aut,1975,-84304000
aut,1976,-223448000
aut,1977,-204500000
aut,1978,737721000
aut,1979,-776047000
aut,1980,516880000
aut,1981,37643000
aut,1982,51011000
aut,1983,1184513000
aut,1984,1121154000
aut,1985,-496766000
aut,1986,663650000
aut,1987,510452000
aut,1988,36262000
aut,1989,-122767000
aut,1990,-620791000
aut,1991,624755000
aut,1992,844489000
aut,1993,-375006000
aut,1994,757620000
aut,1995,-178480000
aut,1996,317020000
aut,1997,443030000
aut,1998,515050000
aut,1999,-95850000
aut,2000,-737900000
aut,2001,117900000
aut,2002,653300000
aut,2003,-522180000
aut,2004,590300000
aut,2005,-474980000
aut,2006,860000000
aut,2007,757310000
aut,2008,32590000
aut,2009,-845990000
aut,2010,-316120000
aut,2011,-655410000
aut,2012,-295670000
aut,2013,-383410000
aut,2014,-1540000
aut,2015,-2940000
aut,2016,30000
aut,2017,-1030000
aut,2018,126780000
aut,2019,663880000
aut,2020,-366610000
aze,1990,-4000
aze,1991,118900
aze,1992,-601200
aze,1993,294000
aze,1994,-39311300
aze,1995,0
aze,1996,62600000
aze,1997,85100000
aze,1998,113600000
aze,1999,-150900000
aze,2000,-95700000
aze,2001,-100000
aze,2002,-157600000
aze,2003,-141800000
aze,2004,-236600000
aze,2005,-515700000
aze,2006,-608900000
aze,2007,-1191900000
aze,2008,-1177500000
aze,2009,-482800000
aze,2010,-818300000
aze,2011,0
aze,2012,0
aze,2013,0
aze,2014,-529600000
aze,2015,0
aze,2016,100000
aze,2017,-100000
aze,2018,-1000000000
aze,2019,-1000000000
aze,2020,0
bdi,1960,-200
bdi,1961,-300
bdi,1962,-100
bdi,1963,200
bdi,1964,700
bdi,1965,0
bdi,1966,0
bdi,1967,0
bdi,1968,0
bdi,1969,0
bdi,1970,0
bdi,1971,0
bdi,1972,0
bdi,1973,0
bdi,1974,0
bdi,1975,0
bdi,1976,0
bdi,1977,10000
bdi,1978,0
bdi,1979,0
bdi,1980,0
bdi,1981,0
bdi,1982,0
bdi,1983,0
bdi,1984,0
bdi,1985,200000
bdi,1986,-299900
bdi,1987,0
bdi,1988,-200000
bdi,1989,200000
bdi,1990,-100000
bdi,1991,100000
bdi,1992,0
bdi,1993,0
bdi,1994,0
bdi,1995,0
bdi,1996,0
bdi,1997,0
bdi,1998,0
bdi,1999,0
bdi,2000,0
bdi,2001,0
bdi,2002,0
bdi,2003,0
bdi,2004,-0.00012
bdi,2005,0
bdi,2006,-200000
bdi,2007,-134000
bdi,2008,461000
bdi,2009,-250000
bdi,2010,-30000
bdi,2011,490000
bdi,2012,-350000.00006
bdi,2013,1200000
bdi,2014,39792300000
bdi,2015,539842421000
bdi,2016,402113004000
bdi,2017,511192000000
bdi,2018,280447300000
bdi,2019,342524322600
bdi,2020,371799899100
bel,1970,62381000
bel,1971,41879000
bel,1972,216317000
bel,1973,-13965000
bel,1974,-579081000
bel,1975,-401814000
bel,1976,-667623000
bel,1977,-806521000
bel,1978,-1017790000
bel,1979,-1146456000
bel,1980,-1199624000
bel,1981,-814389000
bel,1982,-746299000
bel,1983,-193329000
bel,1984,-308599000
bel,1985,-147164000
bel,1986,123914000
bel,1987,-81889000
bel,1988,-294116000
bel,1989,-625094000
bel,1990,-881780000
bel,1991,-643840000
bel,1992,-458554000
bel,1993,-173759000
bel,1994,-96715000
bel,1995,0
bel,1996,0
bel,1997,0
bel,1998,0
bel,1999,0
bel,2000,0
bel,2001,0
bel,2002,0
bel,2003,0
bel,2004,0
bel,2005,0
bel,2006,0
bel,2007,0
bel,2008,0
bel,2009,0
bel,2010,0
bel,2011,0
bel,2012,0
bel,2013,0
bel,2014,0
bel,2015,0
bel,2016,0
bel,2017,0
bel,2018,-100000
bel,2019,0
bel,2020,0
ben,1960,-3094900
ben,1961,-168436800
ben,1962,-495104800
ben,1963,-618615400
ben,1964,-342506800
ben,1965,3600
ben,1966,1100
ben,1967,-2700
ben,1968,-600
ben,1969,0
ben,1970,-1000
ben,1971,3000
ben,1972,3100
ben,1973,3100
ben,1974,0
ben,1975,-2000
ben,1976,2100
ben,1977,8200
ben,1978,4100
ben,1979,4000
ben,1980,4100
ben,1981,-4200
ben,1982,100
ben,1983,-8200
ben,1984,4000
ben,1985,8100
ben,1986,16400
ben,1987,-8200
ben,1988,-16400
ben,1989,-16400
ben,1990,0
ben,1991,-0.00006
ben,1992,0
ben,1993,-100
ben,1994,120000
ben,1995,0
ben,1996,0
ben,1997,100
ben,1998,0.00003
ben,1999,-226300
ben,2000,496400
ben,2001,243000
ben,2002,-456400
ben,2003,63700
ben,2004,-138300
ben,2005,25700
ben,2006,106400
ben,2007,-232300
ben,2008,79200
ben,2009,-183600
ben,2010,271200
ben,2011,480400
ben,2012,-393300
ben,2013,-159600
ben,2014,209900
ben,2015,0
ben,2016,0
ben,2017,0
ben,2018,19.49976
ben,2019,-100.00024
ben,2020,0
bfa,1960,5584733300
bfa,1961,5974039500
bfa,1962,6471062600
bfa,1963,6715787200
bfa,1964,6827925600
bfa,1965,6967917500
bfa,1966,7111756800
bfa,1967,7377294800
bfa,1968,7835382200
bfa,1969,8617194100
bfa,1970,8893037100
bfa,1971,9765869500
bfa,1972,11057065900
bfa,1973,11819069400
bfa,1974,15069066300
bfa,1975,16984875100
bfa,1976,19318556700
bfa,1977,22360623100
bfa,1978,26387509300
bfa,1979,29392562200
bfa,1980,31637536800
bfa,1981,37266325500
bfa,1982,47312060400
bfa,1983,49804840900
bfa,1984,51571310500
bfa,1985,-49200
bfa,1986,16500
bfa,1987,-32700.00002
bfa,1988,-65500
bfa,1989,-24600
bfa,1990,40900
bfa,1991,24500
bfa,1992,-8100
bfa,1993,0
bfa,1994,65500
bfa,1995,-16400
bfa,1996,49200
bfa,1997,0
bfa,1998,-98300
bfa,1999,0.00024
bfa,2000,100
bfa,2001,0
bfa,2002,0
bfa,2003,100
bfa,2004,0
bfa,2005,100
bfa,2006,0
bfa,2007,0
bfa,2008,0
bfa,2009,0
bfa,2010,100
bfa,2011,100
bfa,2012,0
bfa,2013,0
bfa,2014,-100
bfa,2015,0
bfa,2016,0
bfa,2017,0
bfa,2018,0
bfa,2019,-201300.00024
bgd,1960,700
bgd,1961,100
bgd,1962,800
bgd,1963,-100
bgd,1964,-100
bgd,1965,0
bgd,1966,0
bgd,1967,0
bgd,1968,0
bgd,1969,0
bgd,1970,0
bgd,1971,0
bgd,1972,0
bgd,1973,0
bgd,1974,0
bgd,1975,0
bgd,1976,0
bgd,1977,0
bgd,1978,0
bgd,1979,0
bgd,1980,0
bgd,1981,22065000000
bgd,1982,29232000000
bgd,1983,19226000000
bgd,1984,1476000000
bgd,1985,35546000000
bgd,1986,37153000000
bgd,1987,40168000000
bgd,1988,40337000000
bgd,1989,59196000000
bgd,1990,68586474800
bgd,1991,35828177000
bgd,1992,15780000000
bgd,1993,-7027000000
bgd,1994,-5903000000
bgd,1995,7431000000
bgd,1996,44701000000
bgd,1997,12537000000
bgd,1998,19963000000
bgd,1999,21619000000
bgd,2000,22649000000
bgd,2001,51919000000
bgd,2002,20270000000
bgd,2003,10520000000
bgd,2004,29180000000
bgd,2005,35726000000
bgd,2006,33641305100
bgd,2007,28622555400
bgd,2008,18253015300
bgd,2009,23893964900
bgd,2010,25360532300
bgd,2011,71234100300
bgd,2012,79053000000
bgd,2013,103962000000
bgd,2014,6292000000
bgd,2015,103746000000
bgd,2016,-3457000000
bgd,2017,9994000000
bgd,2018,54653000000
bgd,2019,-110360000000
bgd,2020,-42287000000
bgr,1980,-2075900
bgr,1981,0
bgr,1982,0
bgr,1983,144200
bgr,1984,0
bgr,1985,100
bgr,1986,0
bgr,1987,0
bgr,1988,0
bgr,1989,0
bgr,1990,-300
bgr,1991,-19000
bgr,1992,-27000
bgr,1993,0
bgr,1994,48000
bgr,1995,0
bgr,1996,-1000
bgr,1997,-2000
bgr,1998,-1000
bgr,1999,-1000
bgr,2000,0
bgr,2001,0
bgr,2002,0
bgr,2003,0
bgr,2004,0
bgr,2005,0
bgr,2006,0
bgr,2007,0
bgr,2008,0
bgr,2009,0
bgr,2010,0
bgr,2011,1000
bgr,2012,0.00001
bgr,2013,0
bgr,2014,0
bgr,2015,0
bgr,2016,0
bgr,2017,0
bgr,2018,0
bgr,2019,0
bgr,2020,1909401000
bhr,1980,-400
bhr,1981,-100
bhr,1982,100
bhr,1983,300
bhr,1984,-100
bhr,1985,-100
bhr,1986,0
bhr,1987,-100
bhr,1988,0
bhr,1989,0
bhr,1990,200
bhr,1991,100
bhr,1992,0
bhr,1993,0
bhr,1994,100
bhr,1995,-100
bhr,1996,0
bhr,1997,0
bhr,1998,100
bhr,1999,199900
bhr,2000,0
bhr,2001,0
bhr,2002,0
bhr,2003,0
bhr,2004,0
bhr,2005,0
bhr,2006,-10000
bhr,2007,-10000
bhr,2008,10000
bhr,2009,0
bhr,2010,0
bhr,2011,-10000
bhr,2012,-10000
bhr,2013,-40000
bhr,2014,10000
bhr,2015,0
bhr,2016,0
bhr,2017,-10000
bhr,2018,56040000
bhr,2019,67260000
bhs,1977,0
bhs,1978,0
bhs,1979,100
bhs,1980,0
bhs,1981,-100
bhs,1982,0
bhs,1983,0
bhs,1984,0
bhs,1985,-100
bhs,1986,0
bhs,1987,-100
bhs,1989,-130120000
bhs,1990,-104510000
bhs,1991,-162670000
bhs,1992,-162730000
bhs,1993,-107220000
bhs,1994,-120660000
bhs,1995,-145360000
bhs,1996,-168620000
bhs,1997,475160000
bhs,1998,426520000
bhs,1999,525670000
bhs,2000,550770000
bhs,2001,606730000
bhs,2002,660660000
bhs,2003,668890000
bhs,2004,712890000
bhs,2005,723800000
bhs,2006,573950000
bhs,2007,722640000
bhs,2008,689100000
bhs,2009,680960000
bhs,2010,664660000
bhs,2011,659750000
bhs,2012,100000
bhs,2013,123700000
bhs,2014,80900000
bhs,2015,-32800000
bhs,2016,249800000
bhs,2017,20300000
bhs,2018,-94000000
bhs,2019,1100000
bhs,2020,-202300000
bih,2000,-1608313140.88016
bih,2001,-1720024845.78119
bih,2002,-1591902658.97616
bih,2003,-1602581958.31777
bih,2004,-1468183759.57212
bih,2005,-1314294280.18914
bih,2006,-1511001084.48685
bih,2007,-1706629341.57132
bih,2008,-1664151698.85
bih,2009,-1934299842.54005
bih,2010,-1273847280.94111
bih,2011,-1247328897.81653
bih,2012,-1873971060.94309
bih,2013,-1945672124.48454
bih,2014,-1561399362.66046
bih,2015,-1668345737.72388
bih,2016,-1627545867.13862
bih,2017,-1719312444.41099
bih,2018,-1456569288.27125
bih,2019,-1208145614.31365
bih,2020,-1195590000
blr,1990,0.2
blr,1991,0
blr,1992,0
blr,1993,0
blr,1994,0
blr,1995,0
blr,1996,0
blr,1997,578700
blr,1998,303400
blr,1999,1739200
blr,2000,12784800
blr,2001,10505000
blr,2002,27435700
blr,2003,13350000
blr,2004,168320000
blr,2005,-126550000
blr,2006,103480000
blr,2007,178940000
blr,2008,207680000
blr,2009,242860000
blr,2010,144790000
blr,2011,513730000
blr,2012,-646810000
blr,2013,-224940000
blr,2014,-526240000
blr,2015,2750780000
blr,2016,3370800000
blr,2017,1744200000
blr,2018,1360200000
blr,2019,949300000
blr,2020,3291300000
blz,1980,98678353.75935
blz,1981,100134107.29763
blz,1982,99025653.66082
blz,1983,97880168.85301
blz,1984,100045909.88408
blz,1985,101093493.97491
blz,1986,107223783.27177
blz,1987,134882647.70749
blz,1988,154898226.67834
blz,1989,169785526.06493
blz,1990,193661466.80176
blz,1991,-246158500
blz,1992,-79877200
blz,1993,-88619400
blz,1994,-47744500
blz,1995,-82630100
blz,1996,-112808900
blz,1997,-101116800
blz,1998,-89201500
blz,1999,-63922600
blz,2000,33219700
blz,2001,34846800
blz,2002,-65026300
blz,2003,-6197800
blz,2004,-23554600
blz,2005,3352900
blz,2006,9820900
blz,2007,-43363600
blz,2008,10751900
blz,2009,-41963600
blz,2010,-10122400
blz,2011,-52799593.53188
blz,2012,-21379787.84302
blz,2013,-103701793.98973
blz,2014,-39086278.07872
blz,2015,20600682.93824
blz,2016,-60790324.42877
blz,2017,11986553.43714
blz,2018,-49412026.07186
blz,2019,375301881.2268
blz,2020,173056640.25068
bmu,2010,-110797000
bmu,2011,-310882000
bmu,2012,-71683000
bmu,2013,0
bmu,2014,17160000
bmu,2015,20208000
bmu,2016,23277000
bmu,2017,52887000
bmu,2018,50690000
bmu,2019,59775000
bmu,2020,-100000
bol,1970,-2
bol,1971,2
bol,1972,0
bol,1973,-1
bol,1974,0
bol,1975,0
bol,1976,-2
bol,1977,0
bol,1978,0
bol,1979,0
bol,1980,0
bol,1981,-1000
bol,1982,0
bol,1983,0
bol,1984,0
bol,1985,0
bol,1986,-2000000
bol,1987,-50000000
bol,1988,1000
bol,1989,0
bol,1990,1000
bol,1991,-1000
bol,1992,0
bol,1993,0
bol,1994,0
bol,1995,0
bol,1996,1000
bol,1997,0
bol,1998,1000
bol,1999,0
bol,2000,-1000
bol,2001,0
bol,2002,1000
bol,2003,0
bol,2004,0
bol,2005,0
bol,2006,0
bol,2007,0
bol,2008,0
bol,2009,-1000
bol,2010,-958.71799
bol,2011,-1091.95999
bol,2012,-1393.426
bol,2013,1663.41602
bol,2014,1167.63303
bol,2015,896.00299
bol,2016,-957.58099
bol,2017,-637.52405
bol,2018,1199.58997
bol,2019,-2149.44501
bol,2020,-797.88998
bra,1960,0.00013
bra,1961,0.0002
bra,1962,-0.0001
bra,1963,0.00006
bra,1964,-0.00011
bra,1965,0.00047
bra,1966,0.00099
bra,1967,0.00048
bra,1968,0.00007
bra,1969,-0.00043
bra,1970,0
bra,1971,-0.00064
bra,1972,-0.00022
bra,1973,0.0096
bra,1974,0.0115
bra,1975,0.01623
bra,1976,0.0019
bra,1977,0.00089
bra,1978,-0.00343
bra,1979,-0.03556
bra,1980,0.04539
bra,1981,-0.18771
bra,1982,-0.67648
bra,1983,-2.86241
bra,1984,-13.89297
bra,1985,-27.20196
bra,1986,-57.88545
bra,1987,-157.30428
bra,1988,-2102.07031
bra,1989,-0.00015
bra,1990,0
bra,1991,0
bra,1992,0
bra,1993,0.00003
bra,1994,0
bra,1995,0.00031
bra,1996,0.00031
bra,1997,-0.0004
bra,1998,0.00113
bra,1999,-0.00314
bra,2000,5625.61996
bra,2001,249.24005
bra,2002,-349.37512
bra,2003,4270.461
bra,2004,-4024.4892
bra,2005,2192.82611
bra,2006,-9455.85498
bra,2007,-2539.45343
bra,2008,-198.54797
bra,2009,-3955.39612
bra,2010,0
bra,2011,0
bra,2012,0
bra,2013,0
bra,2014,0
bra,2015,0
bra,2016,0
bra,2017,0
bra,2018,0
bra,2019,-0.00073
bra,2020,0
brb,1975,-1000
brb,1976,0
brb,1977,10000
brb,1978,-22000
brb,1979,-200000
brb,1980,305400000
brb,1981,336400000
brb,1982,351000000
brb,1983,373300000
brb,1984,406100000
brb,1985,424800000
brb,1986,467100000
brb,1987,514300000
brb,1988,546700000
brb,1989,607900000
brb,1990,60300000
brb,1991,87500000
brb,1992,32200000
brb,1993,49400000
brb,1994,-30500000
brb,1995,-91000000
brb,1996,-86900000
brb,1997,-62000000
brb,1998,-101200000
brb,1999,-117200000
brb,2000,-120100000
brb,2001,-74300000
brb,2002,-35300000
brb,2003,-21800000
brb,2004,2700000
brb,2005,-88600000
brb,2006,150261600
brb,2007,-155647600
brb,2008,-203142700
brb,2009,-82340400
brb,2010,-550819000
brb,2011,-577405100
brb,2012,-378642700
brb,2013,-601436100
brb,2014,-471967000
brb,2015,-529035600
brb,2016,-635214800
brb,2017,-639159400
brb,2018,-634216100
brb,2019,-593818100
brn,1989,225558200
brn,1990,528000000
brn,1991,222000000
brn,1992,854000000
brn,1993,197000000
brn,1994,176000000
brn,1995,-265000000
brn,1996,-324000000
brn,1997,105000000
brn,1998,203000000
brn,1999,631000000
brn,2000,492481200
brn,2001,-50813200
brn,2002,49565100
brn,2003,27119100
brn,2004,118354900
brn,2005,774841500
brn,2006,944700000
brn,2007,789200000
brn,2008,166900000
brn,2009,-343200000
brn,2010,-456000
brn,2011,699000000
brn,2012,56306200
brn,2013,-37000000
brn,2014,347449000
brn,2015,956368500
brn,2016,971979400
brn,2017,715591300
brn,2018,966862100
brn,2019,1552328700
brn,2020,960842246.84613
btn,1990,-212780379.34111
btn,1991,-221195700
btn,1992,-274227200
btn,1993,-281807700
btn,1994,-370686900
btn,1995,-408250300
btn,1996,-460090700
btn,1997,-497585800
btn,1998,-557104900
btn,1999,-601260000
btn,2000,-660354700
btn,2001,-703894700
btn,2002,-787510200
btn,2003,-837701600
btn,2004,-1407185000
btn,2005,-1161915400
btn,2006,-1176132900
btn,2007,-1148795700
btn,2008,-10900
btn,2009,-549061.6735
btn,2010,181033.4038
btn,2011,-428484.0866
btn,2012,282334.75289
btn,2013,781011.7888
btn,2014,236453.5949
btn,2015,-698.58589
btn,2016,-381361092.006
btn,2017,-480602527.7905
btn,2018,-2082.99141
btn,2019,-201283530.60559
btn,2020,935.9906
bwa,1960,-581700
bwa,1961,-485600
bwa,1962,-380800
bwa,1963,-300700
bwa,1964,-11700
bwa,1965,0
bwa,1966,0
bwa,1967,0
bwa,1968,0
bwa,1969,0
bwa,1970,0
bwa,1971,0
bwa,1972,0
bwa,1973,0
bwa,1974,0
bwa,1975,0
bwa,1976,0
bwa,1977,0
bwa,1978,0
bwa,1979,0
bwa,1980,0
bwa,1981,0
bwa,1982,0
bwa,1983,0
bwa,1984,0
bwa,1985,0
bwa,1986,0
bwa,1987,0
bwa,1988,0
bwa,1989,0
bwa,1990,0
bwa,1991,0
bwa,1992,0
bwa,1993,-10259500
bwa,1994,-35100000
bwa,1995,-484400000
bwa,1996,-274000000
bwa,1997,-154600000
bwa,1998,-335300000
bwa,1999,707700000
bwa,2000,143300000
bwa,2001,763300000
bwa,2002,-835400000
bwa,2003,-947408300
bwa,2004,-1487136600
bwa,2005,-1032268400
bwa,2006,-1465313100
bwa,2007,-498353500
bwa,2008,-547235200
bwa,2009,10646344700
bwa,2010,584690700
bwa,2011,3550369300.00001
bwa,2012,3085754400
bwa,2013,-589187500
bwa,2014,-363000000
bwa,2015,-305700000
bwa,2016,0
bwa,2017,2325400000
bwa,2018,-942200000
bwa,2019,5986300000
bwa,2020,1964200000
caf,1960,1500
caf,1961,-8700
caf,1962,-4700
caf,1963,-4600
caf,1964,-4600
caf,1965,0
caf,1966,0
caf,1967,0
caf,1968,0
caf,1969,0
caf,1970,0
caf,1971,-100
caf,1972,100
caf,1973,0
caf,1974,0
caf,1975,0
caf,1976,0
caf,1977,0
caf,1978,0
caf,1979,0
caf,1980,0
caf,1981,0
caf,1982,0
caf,1983,0
caf,1984,0
caf,1985,0
caf,1986,0
caf,1987,0
caf,1988,0
caf,1989,0
caf,1990,0
caf,1991,0
caf,1992,0
caf,1993,1000000000
caf,1994,0
caf,1995,0
caf,1996,0
caf,1997,0
caf,1998,0
caf,1999,88600
caf,2000,702600
caf,2001,-403900
caf,2002,-400300
caf,2003,-69700
caf,2004,55400
caf,2005,1572760000
caf,2006,-442400
caf,2007,71100
caf,2008,-965700
caf,2009,44483900000
caf,2010,46738620000
caf,2011,44826260000
caf,2012,0
caf,2013,0
caf,2014,0
caf,2015,1000000
caf,2016,-1000000
caf,2017,0
caf,2018,0
caf,2019,-38499636600
caf,2020,-40542924300
can,1961,-792150626.7954
can,1962,-635699520.5886
can,1963,-779796223.2421
can,1964,-906007005.8421
can,1965,-1014561987.0629
can,1966,-1242445411.4398
can,1967,-1191692507.52071
can,1968,-1262178379.4554
can,1969,-1083972610.4917
can,1970,-1878370000
can,1971,-2147173000
can,1972,-1671316000
can,1973,-1415009000
can,1974,-678294000
can,1975,-848025000
can,1976,-1680493000
can,1977,-3288471000
can,1978,-2817488000
can,1979,-2962339000
can,1980,-2878106000
can,1981,-1609000000
can,1982,-2471000000
can,1983,-2680000000
can,1984,-2353000000
can,1985,-1753000000
can,1986,-3014000000
can,1987,-1369000000
can,1988,-1464000000
can,1989,-1633000000
can,1990,-1935000000
can,1991,-3375000000
can,1992,-3744000000
can,1993,-2770000000
can,1994,-2088000000
can,1995,-2646000000
can,1996,-3235000000
can,1997,1114000000
can,1998,542000000
can,1999,1409000000
can,2000,1011000000
can,2001,-121000000
can,2002,717000000
can,2003,874000000
can,2004,243000000
can,2005,451000000
can,2006,-246000000
can,2007,-982000000
can,2008,-326000000
can,2009,-853000000
can,2010,-1374000000
can,2011,-1031000000
can,2012,-1027000000
can,2013,-108000000
can,2014,-560000000
can,2015,-864000000
can,2016,1318000000
can,2017,-809000000
can,2018,5056000000
can,2019,739000000
can,2020,-185000000
che,1980,1000
che,1981,1000
che,1982,1000
che,1983,0
che,1984,-1000
che,1985,1000
che,1986,1000
che,1987,0
che,1988,-1000
che,1989,0
che,1990,1000
che,1991,-1000
che,1992,0
che,1993,0
che,1994,0
che,1995,-1000
che,1996,0
che,1997,0
che,1998,0
che,1999,0
che,2000,-1000
che,2001,0
che,2002,0
che,2003,0
che,2004,0
che,2005,0
che,2006,2000
che,2007,0
che,2008,0
che,2009,-1000
che,2010,0
che,2011,0
che,2012,0
che,2013,-1000
che,2014,0
che,2015,0
che,2016,-1000
che,2017,-1000
che,2018,0
che,2019,1000
che,2020,0
chl,1960,-11588.86929
chl,1961,-18902.20893
chl,1962,-17714.5785
chl,1963,-43674.80423
chl,1964,-56495.93661
chl,1965,-63373.50807
chl,1966,-79466.14084
chl,1967,-115154.29714
chl,1968,-207267.21513
chl,1969,-185714.15806
chl,1970,-429125.76533
chl,1971,-739067.58729
chl,1972,-1309991.33826
