geo,time,ny_gdp_defl_kd_zg_ad
aze,2004,9.25197
aze,2005,14.7235
aze,2006,11.30122
aze,2007,21.02933
aze,2008,27.77746
aze,2009,-18.84496
aze,2010,13.54582
aze,2011,22.52436
aze,2012,2.88293
aze,2013,0.44506
aze,2014,-1.285
aze,2015,-8.84969
aze,2016,14.6714
aze,2017,16.1724
aze,2018,12.18488
aze,2019,-0.24131
aze,2020,-7.58212
bdi,1990,5.98556
bdi,1991,4.09314
bdi,1992,5.40176
bdi,1993,7.74265
bdi,1994,6.63845
bdi,1995,16.10271
bdi,1996,14.45311
bdi,1997,32.39779
bdi,1998,11.45056
bdi,1999,14.95414
bdi,2000,13.17884
bdi,2001,13.71641
bdi,2002,1.02786
bdi,2003,11.94575
bdi,2004,13.14616
bdi,2005,18.84159
bdi,2006,2.84567
bdi,2007,8.27337
bdi,2008,24.2158
bdi,2009,10.45879
bdi,2010,8.56155
bdi,2011,8.36425
bdi,2012,14.29244
bdi,2013,7.95546
bdi,2014,5.30485
bdi,2015,21.33404
bdi,2016,0.96047
bdi,2017,11.44917
bdi,2018,-2.85086
bdi,2019,0.82225
bdi,2020,11.89801
bel,1990,2.8124
bel,1991,2.87662
bel,1992,3.42452
bel,1993,3.99323
bel,1994,2.0943
bel,1995,1.22077
bel,1996,0.47662
bel,1997,0.75762
bel,1998,1.80564
bel,1999,0.5989
bel,2000,2.01462
bel,2001,1.9828
bel,2002,1.64001
bel,2003,1.85009
bel,2004,1.91499
bel,2005,2.08307
bel,2006,2.26471
bel,2007,1.93172
bel,2008,1.90885
bel,2009,0.53318
bel,2010,1.89208
bel,2011,1.8073
bel,2012,1.96112
bel,2013,1.27126
bel,2014,0.98265
bel,2015,1.33039
bel,2016,1.92085
bel,2017,1.83027
bel,2018,1.51892
bel,2019,1.75407
bel,2020,1.28452
ben,1990,2.1766
ben,1991,0.75662
ben,1992,3.02513
ben,1993,2.37832
ben,1994,33.50398
ben,1995,15.09945
ben,1996,6.90729
ben,1997,3.66751
ben,1998,5.2316
ben,1999,48.34254
ben,2000,4.34106
ben,2001,1.97029
ben,2002,3.55421
ben,2003,3.0617
ben,2004,0.76971
ben,2005,4.29366
ben,2006,2.09432
ben,2007,0.39015
ben,2008,6.43415
ben,2009,2.53969
ben,2010,0.88089
ben,2011,3.73308
ben,2012,7.69891
ben,2013,1.3973
ben,2014,-0.24778
ben,2015,0.8515
ben,2016,0.68359
ben,2017,-0.36789
ben,2018,0.67044
ben,2019,-0.39755
ben,2020,2.87803
bfa,1990,1.81002
bfa,1991,-3.96778
bfa,1992,0.22706
bfa,1993,-1.44184
bfa,1994,14.63896
bfa,1995,6.76957
bfa,1996,0.34871
bfa,1997,1.5562
bfa,1998,7.94032
bfa,1999,17.39082
bfa,2000,-0.81977
bfa,2001,3.96155
bfa,2002,3.05699
bfa,2003,1.48473
bfa,2004,0.09065
bfa,2005,3.73939
bfa,2006,-0.66283
bfa,2007,2.49235
bfa,2008,9.1598
bfa,2009,2.4055
bfa,2010,3.77962
bfa,2011,6.738
bfa,2012,5.824
bfa,2013,-2.12917
bfa,2014,-0.62039
bfa,2015,-2.22395
bfa,2016,2.6043
bfa,2017,1.4163
bfa,2018,1.07397
bfa,2019,1.61709
bfa,2020,6.83501
bgd,1990,6.53274
bgd,1991,2.72953
bgd,1992,2.58216
bgd,1993,0.15552
bgd,1994,3.96622
bgd,1995,7.14494
bgd,1996,4.2345
bgd,1997,3.80023
bgd,1998,4.73621
bgd,1999,3.78104
bgd,2000,3.44666
bgd,2001,3.26116
bgd,2002,3.89287
bgd,2003,5.81582
bgd,2004,4.56214
bgd,2005,4.58636
bgd,2006,5.87594
bgd,2007,6.47126
bgd,2008,7.86097
bgd,2009,6.76435
bgd,2010,7.14466
bgd,2011,7.85945
bgd,2012,8.16457
bgd,2013,7.17495
bgd,2014,5.66879
bgd,2015,5.87278
bgd,2016,6.72785
bgd,2017,6.27869
bgd,2018,5.59739
bgd,2019,4.45895
bgd,2020,4.08977
bgr,1990,26.188
bgr,1991,226.53786
bgr,1992,59.57865
bgr,1993,51.09105
bgr,1994,72.70497
bgr,1995,135.97179
bgr,1996,62.96634
bgr,1997,913.21171
bgr,1998,33.95102
bgr,1999,3.31913
bgr,2000,7.38085
bgr,2001,6.11774
bgr,2002,3.84838
bgr,2003,2.18942
bgr,2004,5.58156
bgr,2005,6.59425
bgr,2006,6.75648
bgr,2007,11.04778
bgr,2008,8.1005
bgr,2009,3.93803
bgr,2010,0.76423
bgr,2011,6.11298
bgr,2012,1.11214
bgr,2013,0.07196
bgr,2014,1.34074
bgr,2015,2.94679
bgr,2016,3.32208
bgr,2017,4.81029
bgr,2018,4.23265
bgr,2019,5.23682
bgr,2020,4.20262
bhr,1990,4.8267
bhr,1991,-1.88252
bhr,1992,-3.53265
bhr,1993,-3.02581
bhr,1994,7.33119
bhr,1995,1.09067
bhr,1996,0.19672
bhr,1997,0.93172
bhr,1998,-7.05741
bhr,1999,2.65643
bhr,2000,29.99128
bhr,2001,-3.36383
bhr,2002,3.41435
bhr,2003,8.60258
bhr,2004,10.99108
bhr,2005,13.73497
bhr,2006,8.84244
bhr,2007,8.43563
bhr,2008,11.36509
bhr,2009,-12.99394
bhr,2010,7.44113
bhr,2011,9.73675
bhr,2012,3.01477
bhr,2013,0.38414
bhr,2014,-1.67088
bhr,2015,-9.25516
bhr,2016,0.24728
bhr,2017,5.51969
bhr,2018,4.33244
bhr,2019,0.10786
bhr,2020,-5.33649
bhs,1990,5.07371
bhs,1991,2.55654
bhs,1992,3.90557
bhs,1993,-0.85198
bhs,1994,2.18337
bhs,1995,0.80244
bhs,1996,0.98424
bhs,1997,1.92767
bhs,1998,3.0492
bhs,1999,0.22391
bhs,2000,0.92192
bhs,2001,0.35398
bhs,2002,3.96076
bhs,2003,1.15448
bhs,2004,1.19463
bhs,2005,5.05685
bhs,2006,0.82794
bhs,2007,2.94732
bhs,2008,1.48846
bhs,2009,-1.03599
bhs,2010,-0.39229
bhs,2011,-0.85882
bhs,2012,2.10563
bhs,2013,1.53159
bhs,2014,3.80231
bhs,2015,5.04024
bhs,2016,0.76598
bhs,2017,1.41308
bhs,2018,1.07153
bhs,2019,1.82874
bhs,2020,-11.96194
bih,1995,8.84743
bih,1996,-17.05676
bih,1997,13.01148
bih,1998,-1.58193
bih,1999,8.35573
bih,2000,5.89274
bih,2001,4.72612
bih,2002,5.00787
bih,2003,1.41086
bih,2004,2.16197
bih,2005,6.18902
bih,2006,7.80013
bih,2007,6.19757
bih,2008,7.33535
bih,2009,0.18547
bih,2010,1.40629
bih,2011,2.43253
bih,2012,0.79577
bih,2013,-0.22412
bih,2014,1.00034
bih,2015,1.36573
bih,2016,1.40696
bih,2017,1.69636
bih,2018,2.74757
bih,2019,2.6312
bih,2020,0.21304
blr,1991,110.37671
blr,1992,1030.77681
blr,1993,1058.7145
blr,1994,1945.74861
blr,1995,661.50408
blr,1996,53.71433
blr,1997,71.64957
blr,1998,76.58045
blr,1999,316.79344
blr,2000,185.29076
blr,2001,79.53457
blr,2002,44.89374
blr,2003,30.68532
blr,2004,22.67512
blr,2005,18.97216
blr,2006,10.74862
blr,2007,12.8727
blr,2008,21.21354
blr,2009,9.25866
blr,2010,11.29047
blr,2011,71.03882
blr,2012,75.27737
blr,2013,21.2573
blr,2014,18.10516
blr,2015,16.02249
blr,2016,8.34192
blr,2017,8.62315
blr,2018,12.13923
blr,2019,8.62673
blr,2020,10.10076
blz,1990,0.17287
blz,1991,-3.18017
blz,1992,4.05603
blz,1993,1.65158
blz,1994,3.59598
blz,1995,6.05227
blz,1996,1.96586
blz,1997,-1.47827
blz,1998,1.48326
blz,1999,-2.25525
blz,2000,0.47594
blz,2001,-0.30634
blz,2002,1.73125
blz,2003,-2.76572
blz,2004,2.0082
blz,2005,2.87107
blz,2006,4.74444
blz,2007,4.50431
blz,2008,2.68731
blz,2009,-2.72971
blz,2010,1.49622
blz,2011,4.07547
blz,2012,1.78606
blz,2013,2.38597
blz,2014,1.46983
blz,2015,0.60678
blz,2016,3.96108
blz,2017,2.01856
blz,2018,0.17568
blz,2019,1.68466
blz,2020,-4.01678
bmu,1990,6.03357
bmu,1991,6.43059
bmu,1992,2.81388
bmu,1993,5.1963
bmu,1994,1.95957
bmu,1995,4.17846
bmu,1996,29.3647
bmu,1997,4.0239
bmu,1998,2.74155
bmu,1999,2.71215
bmu,2000,-4.23636
bmu,2001,-1.3692
bmu,2002,8.58044
bmu,2003,2.82474
bmu,2004,4.69214
bmu,2005,6.76237
bmu,2006,5.3772
bmu,2007,6.57489
bmu,2008,5.10891
bmu,2009,1.04358
bmu,2010,2.23622
bmu,2011,-1.15126
bmu,2012,6.6982
bmu,2013,1.65727
bmu,2014,3.01189
bmu,2015,2.95202
bmu,2016,4.3732
bmu,2017,-0.09483
bmu,2018,1.58794
bmu,2019,3.12171
bmu,2020,-2.37705
bol,1990,16.26794
bol,1991,17.68944
bol,1992,13.19921
bol,1993,6.55716
bol,1994,7.9522
bol,1995,11.42729
bol,1996,11.58021
bol,1997,5.70504
bol,1998,7.05113
bol,1999,2.41156
bol,2000,5.19541
bol,2001,1.87009
bol,2002,2.82076
bol,2003,6.32999
bol,2004,7.96771
bol,2005,5.9408
bol,2006,13.66368
bol,2007,7.37336
bol,2008,10.38118
bol,2009,-2.4199
bol,2010,8.77751
bol,2011,14.60235
bol,2012,7.10028
bol,2013,5.99539
bol,2014,2.0495
bol,2015,-4.6206
bol,2016,-1.35487
bol,2017,6.0614
bol,2018,3.05627
bol,2019,-0.693
bol,2020,-1.90886
bra,1990,2736.97068
bra,1991,416.67809
bra,1992,969.01292
bra,1993,1996.15035
bra,1994,2240.16887
bra,1995,93.97804
bra,1996,18.45624
bra,1997,7.72902
bra,1998,4.92436
bra,1999,8.0105
bra,2000,5.60607
bra,2001,8.22509
bra,2002,9.79811
bra,2003,14.09102
bra,2004,7.75206
bra,2005,7.43122
bra,2006,6.77427
bra,2007,6.43904
bra,2008,8.77855
bra,2009,7.31348
bra,2010,8.42334
bra,2011,8.31859
bra,2012,7.94313
bra,2013,7.50456
bra,2014,7.84671
bra,2015,7.56618
bra,2016,8.1036
bra,2017,3.67138
bra,2018,4.49353
bra,2019,4.28051
bra,2020,4.8054
brb,1990,3.72831
brb,1991,4.49528
brb,1992,2.12239
brb,1993,5.19537
brb,1994,2.20984
brb,1995,1.01615
brb,1996,2.53842
brb,1997,0.9169
brb,1998,8.70326
brb,1999,4.43342
brb,2000,-1.32284
brb,2001,2.25539
brb,2002,0.90786
brb,2003,1.11587
brb,2004,5.82814
brb,2005,6.66772
brb,2006,4.26572
brb,2007,8.43609
brb,2008,1.66216
brb,2009,-1.68487
brb,2010,3.81816
brb,2011,3.5115
brb,2012,-0.56684
brb,2013,2.90073
brb,2014,0.54216
brb,2015,-2.00568
brb,2016,-0.03871
brb,2017,2.57683
brb,2018,2.77603
brb,2019,2.50688
brb,2020,4.68308
brn,1990,8.40996
brn,1991,-2.83728
brn,1992,1.72688
brn,1993,-2.95149
brn,1994,-8.76363
brn,1995,2.873
brn,1996,4.48876
brn,1997,8.58485
brn,1998,-11.64857
brn,1999,11.59398
brn,2000,29.01571
brn,2001,-5.5919
brn,2002,0.37421
brn,2003,6.10461
brn,2004,15.88616
brn,2005,18.76632
brn,2006,10.04772
brn,2007,1.12045
brn,2008,12.69273
brn,2009,-22.09142
brn,2010,16.68828
brn,2011,20.18051
brn,2012,1.2187
brn,2013,-2.82132
brn,2014,-1.84646
brn,2015,-17.6128
brn,2016,-9.16786
brn,2017,4.95369
brn,2018,9.21765
brn,2019,-3.33577
brn,2020,-10.86376
btn,1990,6.20535
btn,1991,8.94128
btn,1992,8.92329
btn,1993,8.51345
btn,1994,12.34126
btn,1995,8.28438
btn,1996,8.11263
btn,1997,12.90687
btn,1998,10.69627
btn,1999,6.17026
btn,2000,7.3502
btn,2001,5.35878
btn,2002,4.75522
btn,2003,3.06615
btn,2004,3.70494
btn,2005,5.90278
btn,2006,5.41986
btn,2007,2.95344
btn,2008,5.51047
btn,2009,4.75629
btn,2010,5.85431
btn,2011,8.5103
btn,2012,9.17993
btn,2013,5.86984
btn,2014,6.92096
btn,2015,3.55707
btn,2016,4.38341
btn,2017,5.10492
btn,2018,1.75933
btn,2019,0.89905
btn,2020,6.85291
bwa,1990,6.30002
bwa,1991,5.17771
bwa,1992,6.63928
bwa,1993,13.0647
bwa,1994,9.4638
bwa,1995,7.15529
bwa,1996,16.1122
bwa,1997,4.99061
bwa,1998,9.96727
bwa,1999,14.23521
bwa,2000,14.17097
bwa,2001,8.31283
bwa,2002,1.18737
bwa,2003,3.25908
bwa,2004,10.07879
bwa,2005,15.47171
bwa,2006,7.47313
bwa,2007,4.92761
bwa,2008,4.72939
bwa,2009,6.46253
bwa,2010,8.92
bwa,2011,13.95808
bwa,2012,0.19379
bwa,2013,2.30914
bwa,2014,11.90411
bwa,2015,3.81615
bwa,2016,11.68372
bwa,2017,-2.64742
bwa,2018,-0.33189
bwa,2019,0.44565
bwa,2020,5.6515
caf,1990,1.83665
caf,1991,-0.38982
caf,1992,2.78265
caf,1993,-3.43302
caf,1994,24.41257
caf,1995,9.89798
caf,1996,-3.54305
caf,1997,0.82338
caf,1998,-0.41415
caf,1999,4.08472
caf,2000,8.5066
caf,2001,0.42594
caf,2002,-2.37188
caf,2003,1.33642
caf,2004,-4.43979
caf,2005,4.18844
caf,2006,3.33405
caf,2007,1.83823
caf,2008,7.07707
caf,2009,0.71163
caf,2010,4.21131
caf,2011,4.00912
caf,2012,6.18104
caf,2013,2.48749
caf,2014,11.8938
caf,2015,2.70826
caf,2016,2.98011
caf,2017,6.44371
caf,2018,-1.22412
caf,2019,2.38135
caf,2020,4.44146
can,1998,0.88841
can,1999,3.07134
can,2000,4.59383
can,2001,2.04403
can,2002,0.84348
can,2003,1.25587
can,2004,2.44437
can,2005,1.36319
can,2006,1.0657
can,2007,-1.35727
can,2008,3.98374
can,2009,-2.31153
can,2010,2.84995
can,2011,3.23476
can,2012,1.21192
can,2013,1.73745
can,2014,1.9446
can,2015,-0.87672
can,2016,0.75403
can,2017,2.565
can,2018,1.61741
can,2019,1.4752
can,2020,0.74968
chanisl,1999,3.90963
chanisl,2000,3.89232
chanisl,2001,3.30164
chanisl,2002,4.38273
chanisl,2003,4.35372
chanisl,2004,3.79757
chanisl,2005,2.50471
chanisl,2006,3.27893
chanisl,2007,3.33633
che,1990,4.60362
che,1991,5.4091
che,1992,2.12464
che,1993,2.32202
che,1994,1.18439
che,1995,0.73776
che,1996,0.28138
che,1997,-0.47912
che,1998,-0.1971
che,1999,0.03983
che,2000,1.35685
che,2001,0.97502
che,2002,-0.25931
che,2003,1.18454
che,2004,0.30739
che,2005,0.93441
che,2006,2.15741
che,2007,2.37953
che,2008,1.4668
che,2009,0.41773
che,2010,0.33453
che,2011,-0.03286
che,2012,-0.00377
che,2013,-0.02331
che,2014,-0.59036
che,2015,-1.20419
che,2016,-0.59672
che,2017,-0.37482
che,2018,0.74841
che,2019,-0.10574
che,2020,-0.50287
chl,1990,22.47094
chl,1991,21.39098
chl,1992,13.46438
chl,1993,12.16442
chl,1994,14.46398
chl,1995,11.68072
chl,1996,3.37136
chl,1997,3.06163
chl,1998,1.04254
chl,1999,2.27944
chl,2000,4.27184
chl,2001,3.8609
chl,2002,3.39207
chl,2003,4.57886
chl,2004,7.84948
chl,2005,7.64289
chl,2006,12.16221
chl,2007,5.33802
chl,2008,-0.05344
chl,2009,4.65476
chl,2010,8.96229
chl,2011,3.11291
chl,2012,1.13016
chl,2013,1.97665
chl,2014,5.90635
chl,2015,4.95354
chl,2016,4.46992
chl,2017,4.7823
chl,2018,2.36058
chl,2019,1.94988
chl,2020,8.35857
chn,1990,5.71122
chn,1991,6.71454
chn,1992,8.19032
chn,1993,15.18586
chn,1994,20.61699
chn,1995,13.6657
chn,1996,6.50673
chn,1997,1.61657
chn,1998,-0.90025
chn,1999,-1.26306
chn,2000,2.06279
chn,2001,2.04705
chn,2002,0.6021
chn,2003,2.60318
chn,2004,6.95199
chn,2005,3.90374
chn,2006,3.92655
chn,2007,7.74969
chn,2008,7.79535
chn,2009,-0.20953
chn,2010,6.88138
chn,2011,8.07568
chn,2012,2.33122
chn,2013,2.16337
chn,2014,1.03106
chn,2015,-0.00294
chn,2016,1.40735
chn,2017,4.23268
chn,2018,3.49975
chn,2019,1.28745
chn,2020,0.62519
civ,1990,-4.52327
civ,1991,0.66349
civ,1992,-0.02384
civ,1993,6.15419
civ,1994,46.38607
civ,1995,11.04379
civ,1996,4.98308
civ,1997,3.92147
civ,1998,5.38736
civ,1999,-0.77591
civ,2000,1.60102
civ,2001,6.87597
civ,2002,4.58214
civ,2003,3.27812
civ,2004,-2.50336
civ,2005,1.30131
civ,2006,1.35954
civ,2007,3.08855
civ,2008,5.37293
civ,2009,1.20778
civ,2010,1.51622
civ,2011,5.70932
civ,2012,-0.4041
civ,2013,2.87673
civ,2014,4.40733
civ,2015,4.77568
civ,2016,-2.09036
civ,2017,-1.8376
civ,2018,0.63484
civ,2019,0.20049
civ,2020,0.97455
cmr,1990,1.6431
cmr,1991,3.56871
cmr,1992,-1.27767
cmr,1993,39.80023
cmr,1994,9.61874
cmr,1995,4.99279
cmr,1996,0.41056
cmr,1997,6.16381
cmr,1998,1.06587
cmr,1999,-1.11977
cmr,2000,1.53156
cmr,2001,2.46936
cmr,2002,2.77449
cmr,2003,1.95291
cmr,2004,0.13949
cmr,2005,1.35714
cmr,2006,2.29967
cmr,2007,0.49071
cmr,2008,4.94054
cmr,2009,3.60352
cmr,2010,0.68819
cmr,2011,2.58904
cmr,2012,1.94229
cmr,2013,3.05346
cmr,2014,2.01421
cmr,2015,0.30979
cmr,2016,0.66181
cmr,2017,1.02514
cmr,2018,1.89699
cmr,2019,1.16977
cmr,2020,0.55
cod,1990,108.95531
cod,1991,2338.44967
cod,1992,3855.30764
cod,1993,1657.64159
cod,1994,26765.85825
cod,1995,466.40736
cod,1996,638.18882
cod,1997,192.64283
cod,1998,26.93538
cod,1999,441.90249
cod,2000,2630.12267
cod,2001,73.05971
cod,2002,31.71946
cod,2003,13.41545
cod,2004,6.36546
cod,2005,29.86955
cod,2006,13.32523
cod,2007,20.27146
cod,2008,20.46532
cod,2009,32.65793
cod,2010,20.78633
cod,2011,13.79166
cod,2012,5.93999
cod,2013,2.77129
cod,2014,0.99363
cod,2015,-1.15588
cod,2016,4.34923
cod,2017,43.06866
cod,2018,29.8359
cod,2019,4.00613
cod,2020,6.7363
cog,1990,-1.02907
cog,1991,-1.48064
cog,1992,-1.56927
cog,1993,-1.13083
cog,1994,36.75283
cog,1995,3.39593
cog,1996,17.99192
cog,1997,4.96452
cog,1998,-18.22209
cog,1999,29.35534
cog,2000,47.04008
cog,2001,-13.92521
cog,2002,-1.73893
cog,2003,-4.25154
cog,2004,16.80724
cog,2005,21.3295
cog,2006,11.3803
cog,2007,6.74012
cog,2008,16.2692
cog,2009,-21.16523
cog,2010,29.41768
cog,2011,10.95333
cog,2012,11.36409
cog,2013,-1.10456
cog,2014,-6.55991
cog,2015,-17.59471
cog,2016,-3.43764
cog,2017,11.25358
cog,2018,23.81108
cog,2019,-1.52659
cog,2020,-14.73744
col,1990,52.3361
col,1991,27.00577
col,1992,22.66438
col,1993,24.84158
col,1994,22.09638
col,1995,18.85096
col,1996,16.86838
col,1997,16.83985
col,1998,14.77305
col,1999,12.62294
col,2000,11.15327
col,2001,6.51845
col,2002,5.96819
col,2003,6.82901
col,2004,7.28303
col,2005,4.7532
col,2006,5.80766
col,2007,5.20203
col,2008,7.67738
col,2009,4.06423
col,2010,3.80486
col,2011,6.3868
col,2012,3.61666
col,2013,1.90768
col,2014,2.23563
col,2015,2.44933
col,2016,5.14833
col,2017,5.13374
col,2018,4.63058
col,2019,4.01072
col,2020,1.4069
com,1990,2.17591
com,1991,8.11891
com,1992,-6.76453
com,1993,2.83282
