geo,time,se_prm_enrl_tc_zs
abw,1999,19.23044
abw,2000,19.05967
abw,2001,18.94779
abw,2002,19.06977
abw,2003,18.43017
abw,2004,18.45109
abw,2005,18.0776
abw,2006,18.16434
abw,2007,17.41751
abw,2008,17.29188
abw,2009,17.08591
abw,2010,16.82253
abw,2011,15.08609
abw,2012,14.78869
afg,1970,41.22332
afg,1971,39.10539
afg,1972,40.38314
afg,1973,38.32161
afg,1974,37.21537
afg,1975,37.30693
afg,1976,35.75747
afg,1989,36.40558
afg,1990,41.20965
afg,1993,48.67153
afg,1994,57.91294
afg,1998,32.10315
afg,1999,33.18571
afg,2006,42.32602
afg,2007,42.7703
afg,2008,43.72982
afg,2009,42.83639
afg,2010,44.41709
afg,2011,43.51915
afg,2012,44.67743
afg,2013,45.71171
afg,2015,43.38836
afg,2016,44.58162
afg,2017,47.98298
afg,2018,48.78979
ago,1971,44.38688
ago,1972,42.84184
ago,1973,40.89138
ago,1974,32.32685
ago,1982,31.45022
ago,1983,36.82133
ago,1984,31.77187
ago,1985,29.81775
ago,1986,31.273
ago,1987,33.39832
ago,1988,32.57673
ago,1989,33.42115
ago,1991,31.87673
ago,1992,27.18103
ago,1998,41.75324
ago,2007,41.0124
ago,2010,45.58651
ago,2011,42.54306
ago,2015,50.02951
alb,1997,22.75761
alb,2000,22.56784
alb,2001,21.75244
alb,2003,21.49541
alb,2008,19.4078
alb,2009,20.17793
alb,2010,19.70208
alb,2011,19.86917
alb,2012,19.48298
alb,2013,19.12103
alb,2014,18.92294
alb,2015,18.61557
alb,2016,18.19844
alb,2017,17.94478
alb,2018,17.57287
and,1975,15.38732
and,1983,9.72676
and,2002,12.67901
and,2003,12.0758
and,2004,12.65282
and,2005,11.47472
and,2006,10.4891
and,2007,10.24769
and,2008,10.02679
and,2009,10.33256
and,2010,9.64018
and,2011,9.84527
and,2012,9.58237
and,2013,9.33028
and,2014,9.51991
and,2015,9.93795
and,2016,10.06635
and,2017,10.5
and,2018,10.49757
are,1971,27.30645
are,1972,23.68994
are,1973,19.63619
are,1974,17.17656
are,1975,14.75211
are,1976,16.3607
are,1977,15.67131
are,1978,16.04642
are,1979,16.23312
are,1980,16.25985
are,1981,16.33794
are,1982,21.48346
are,1983,21.77902
are,1984,24.01023
are,1985,24.1961
are,1986,24.84485
are,1987,24.35787
are,1988,24.96814
are,1989,18.34669
are,1990,18.08003
are,1991,18.28038
are,1992,17.63254
are,1993,17.10681
are,1994,17.02467
are,1995,16.99968
are,1996,16.53584
are,1997,16.07066
are,1998,15.85782
are,1999,16.01551
are,2000,16.14708
are,2001,15.94765
are,2002,15.27716
are,2003,15.21595
are,2004,15.00218
are,2005,15.23077
are,2006,15.47687
are,2007,17.19022
are,2009,15.60016
are,2010,16.83357
are,2011,17.03397
are,2012,18.18358
are,2013,16.06864
are,2014,18.93254
are,2015,23.61794
are,2016,24.52278
arg,1970,19.24521
arg,1971,19.00165
arg,1972,18.77662
arg,1973,18.96393
arg,1974,19.10151
arg,1975,18.22059
arg,1976,18.07052
arg,1977,18.45777
arg,1979,18.51625
arg,1980,20.23058
arg,1981,20.23262
arg,1982,20.32281
arg,1984,20.27509
arg,1985,19.97819
arg,1986,20.00797
arg,1987,19.45186
arg,1988,19.25796
arg,1994,17.53274
arg,1996,16.73337
arg,1997,16.66847
arg,1998,19.92697
arg,1999,21.77841
arg,2000,20.05203
arg,2001,18.02999
arg,2002,17.596
arg,2004,17.95223
arg,2005,17.44373
arg,2006,17.1849
arg,2007,16.36028
arg,2008,17.22969
arm,1991,17.67076
arm,1994,20.61326
arm,1996,19.0061
arm,1997,15.96615
arm,1998,15.9995
arm,1999,16.07076
arm,2001,20.3441
arm,2002,20.34332
arm,2003,18.8372
arm,2004,20.26241
arm,2005,21.19732
arm,2006,21.24161
arm,2007,19.3076
arm,2018,15.41859
asm,1971,23.14286
asm,1972,21.55455
asm,1973,21.58841
asm,1976,23.25166
asm,1977,21.86452
asm,1982,17.07342
asm,1984,20.88728
asm,1985,21.30919
asm,1986,16.96916
asm,1987,16.87257
asm,1988,15.98807
asm,1989,17.71429
asm,1990,18.5987
asm,1991,17.26316
asm,1992,15.0458
atg,1972,25.11017
atg,1974,25.49091
atg,1975,23.78043
atg,1976,21.64122
atg,1977,26.04296
atg,1978,24.53865
atg,1979,24.50513
atg,2000,18.74101
atg,2007,21.50372
atg,2008,17.12889
atg,2009,16.22446
atg,2010,15.0656
atg,2011,14.51203
atg,2012,13.84503
atg,2014,14.2465
atg,2015,14.33428
atg,2017,12.05576
atg,2018,12.40564
aus,1971,25.11653
aus,1972,24.20741
aus,1973,23.59209
aus,1974,21.64596
aus,1975,20.82812
aus,1976,20.04911
aus,1977,19.46907
aus,1978,19.3371
aus,1979,18.8736
aus,1981,18.72319
aus,1984,15.6073
aus,1986,16.76363
aus,1987,16.59772
aus,1988,16.63185
aus,1989,16.75533
aus,1991,16.59162
aus,1992,16.56896
aus,1993,16.58239
aus,1995,18.14897
aus,1996,18.072
aus,1997,17.88299
aus,1998,17.8757
aus,1999,17.87578
aut,1971,21.43599
aut,1972,21.53882
aut,1973,21.26926
aut,1974,20.63155
aut,1975,20.27134
aut,1976,19.02794
aut,1978,16.38821
aut,1979,17.08714
aut,1980,15.96325
aut,1981,14.54667
aut,1982,13.96851
aut,1983,13.2592
aut,1984,12.68624
aut,1985,12.16607
aut,1986,10.48049
aut,1987,10.36293
aut,1988,10.52307
aut,1989,10.73233
aut,1990,10.85945
aut,1991,10.81473
aut,1992,10.84969
aut,1993,11.42039
aut,1994,11.90393
aut,1995,11.68606
aut,1996,12.45371
aut,1997,12.22127
aut,1998,12.14873
aut,1999,13.45715
aut,2002,13.26801
aut,2003,13.1816
aut,2004,13.13389
aut,2005,12.40884
aut,2006,12.23292
aut,2007,11.86203
aut,2008,11.62932
aut,2009,11.36314
aut,2010,11.02831
aut,2011,10.89398
aut,2012,10.82489
aut,2013,10.7043
aut,2014,10.71766
aut,2015,10.58415
aut,2016,10.30374
aut,2017,10.01653
aze,1991,19.78412
aze,1992,19.81668
aze,1993,19.5759
aze,1994,18.8577
aze,1995,18.98289
aze,1996,20.16771
aze,1997,20.00307
aze,1998,19.2807
aze,1999,18.77911
aze,2000,18.68574
aze,2001,17.12015
aze,2002,16.1852
aze,2003,15.26139
aze,2004,14.27144
aze,2005,13.44831
aze,2006,12.496
aze,2007,11.61559
aze,2008,11.29601
aze,2009,11.08342
aze,2010,11.04222
aze,2011,11.16445
aze,2012,11.92302
aze,2013,12.14857
aze,2014,12.62333
aze,2015,13.49787
aze,2016,15.48619
aze,2017,15.458
aze,2018,15.42982
bdi,1971,36.68174
bdi,1972,36.0012
bdi,1973,34.64138
bdi,1974,31.50771
bdi,1975,31.14162
bdi,1976,30.86378
bdi,1977,30.93946
bdi,1978,32.43649
bdi,1979,32.79685
bdi,1980,34.55094
bdi,1981,36.59854
bdi,1982,39.30084
bdi,1983,47.07764
bdi,1984,52.30521
bdi,1985,54.25925
bdi,1986,56.20973
bdi,1987,62.35171
bdi,1988,70.73732
bdi,1989,68.90551
bdi,1990,65.87336
bdi,1991,66.89942
bdi,1992,65.85671
bdi,1993,62.60442
bdi,1996,45.01689
bdi,1998,47.85557
bdi,1999,55.41274
bdi,2000,55.35975
bdi,2001,50.19719
bdi,2002,49.07639
bdi,2003,49.90569
bdi,2004,51.24546
bdi,2005,48.70398
bdi,2006,54.18522
bdi,2007,51.99833
bdi,2009,51.36121
bdi,2010,50.6021
bdi,2011,48.31143
bdi,2012,47.10468
bdi,2013,45.00022
bdi,2014,43.65376
bdi,2015,43.22109
bdi,2016,49.66066
bdi,2017,49.61434
bdi,2018,42.52383
bel,1971,19.76149
bel,1974,19.25364
bel,1976,19.37154
bel,1977,19.22805
bel,1978,19.41801
bel,1979,19.00156
bel,1980,19.49122
bel,1981,18.13735
bel,1982,18.1932
bel,1984,18.55194
bel,1985,16.82338
bel,1986,16.52609
bel,1993,12.35322
bel,1994,12.13049
bel,2005,11.4904
bel,2008,11.179
bel,2009,11.14094
bel,2010,11.03429
bel,2011,11.18924
bel,2012,11.20289
bel,2013,11.14292
bel,2014,11.23947
bel,2015,11.23127
bel,2016,11.30569
bel,2017,11.27695
ben,1971,41.36824
ben,1972,44.25986
ben,1973,47.28752
ben,1974,45.79663
ben,1975,51.83347
ben,1976,53.42928
ben,1977,48.33616
ben,1978,46.41922
ben,1979,56.04299
ben,1980,54.58195
ben,1981,47.52639
ben,1982,38.94586
ben,1983,37.76215
ben,1984,35.28652
ben,1985,33.47894
ben,1986,33.01836
ben,1987,33.32516
ben,1988,33.43122
ben,1989,34.9071
ben,1990,30.54641
ben,1991,36.15587
ben,1992,39.84578
ben,1993,45.49681
ben,1994,48.34246
ben,1995,49.89695
ben,1996,51.99518
ben,1997,49.97689
ben,1998,52.56747
ben,1999,53.39559
ben,2000,52.64958
ben,2001,53.52288
ben,2002,52.96325
ben,2003,62.1705
ben,2004,51.583
ben,2005,46.8289
ben,2006,43.62338
ben,2008,44.55301
ben,2009,44.86809
ben,2010,46.3918
ben,2011,44.20067
ben,2012,44.14979
ben,2013,43.72854
ben,2014,45.92349
ben,2015,45.04478
ben,2016,41.63992
ben,2017,43.56977
ben,2018,39.19712
bfa,1971,44.4519
bfa,1972,47.15783
bfa,1973,47.18339
bfa,1974,45.03279
bfa,1975,47.49876
bfa,1976,47.10611
bfa,1977,47.78169
bfa,1978,49.92135
bfa,1979,52.32026
bfa,1980,52.9596
bfa,1981,54.48514
bfa,1982,59.78713
bfa,1983,60.34866
bfa,1984,57.70058
bfa,1985,56.49009
bfa,1986,57.7585
bfa,1987,67.54567
bfa,1988,64.77544
bfa,1989,57.35904
bfa,1990,55.1772
bfa,1991,56.65663
bfa,1992,57.83011
bfa,1993,59.77943
bfa,1994,58.25553
bfa,1995,50.97969
bfa,1996,49.93909
bfa,1998,46.50149
bfa,1999,49.00318
bfa,2000,48.8764
bfa,2001,47.4189
bfa,2002,45.37812
bfa,2003,44.65893
bfa,2004,48.69293
bfa,2005,47.17637
bfa,2006,45.83142
bfa,2007,47.65745
bfa,2008,48.92155
bfa,2009,48.90026
bfa,2010,52.39988
bfa,2011,52.68641
bfa,2012,48.23903
bfa,2013,46.09623
bfa,2014,44.49899
bfa,2015,42.17715
bfa,2016,41.54927
bfa,2017,40.68126
bfa,2018,39.72173
bgd,1970,46.48234
bgd,1971,42.97594
bgd,1972,47.0079
bgd,1973,50.04371
bgd,1974,51.55862
bgd,1975,50.692
bgd,1976,50.29924
bgd,1977,47.18294
bgd,1978,44.15567
bgd,1979,43.92033
bgd,1980,53.55663
bgd,1981,55.27225
bgd,1983,51.40402
bgd,1984,46.95204
bgd,1985,46.97363
bgd,1986,47.83636
bgd,1987,48.07506
bgd,1988,57.8659
bgd,1989,60.39131
bgd,1990,63.00499
bgd,2005,47.03943
bgd,2006,47.53901
bgd,2007,44.75494
bgd,2008,43.72919
bgd,2009,45.75844
bgd,2010,42.97476
bgd,2017,30.05456
bgd,2018,30.05459
bgr,1996,17.0147
bgr,1997,16.69722
bgr,1998,17.21601
bgr,1999,17.91437
bgr,2000,16.82985
bgr,2001,17.69108
bgr,2002,16.81736
bgr,2003,17.13133
bgr,2004,16.74773
bgr,2005,16.22654
bgr,2006,15.71211
bgr,2007,15.93711
bgr,2008,16.07127
bgr,2009,17.3139
bgr,2010,17.49009
bgr,2011,17.46208
bgr,2012,17.41818
bgr,2013,17.63101
bgr,2014,17.73363
bgr,2016,17.61018
bgr,2017,15.20744
bhr,1973,21.33158
bhr,1974,24.16193
bhr,1975,22.94624
bhr,1976,21.94569
bhr,1977,22.73333
bhr,1978,20.72752
bhr,1979,20.39446
bhr,1980,19.63372
bhr,1981,18.80132
bhr,1982,19.38576
bhr,1983,18.35417
bhr,1984,18.41065
bhr,1985,19.18949
bhr,1986,20.07353
bhr,1987,20.12663
bhr,1988,20.99238
bhr,1989,21.92193
bhr,1990,20.92187
bhr,1991,21.53849
bhr,1992,21.6188
bhr,1993,20.80254
bhr,1994,20.82487
bhr,1995,20.45503
bhr,2011,12.1159
bhr,2012,11.76839
bhr,2013,11.85094
bhr,2014,11.66884
bhr,2015,11.73164
bhr,2016,12.05837
bhr,2017,12.15924
bhr,2018,11.92315
bhs,1971,45.46252
bhs,1972,42.84154
bhs,1975,26.72873
bhs,1976,24.50309
bhs,1977,22.53211
bhs,1980,26.14286
bhs,1981,26.05393
bhs,1982,28.39878
bhs,1983,21.00579
bhs,1984,19.53355
bhs,1985,21.0852
bhs,1986,18.5897
bhs,1994,21.08982
bhs,1995,22.34007
bhs,1999,14.0399
bhs,2002,16.83243
bhs,2004,16.77674
bhs,2006,15.38373
bhs,2007,15.33967
bhs,2008,15.78783
bhs,2009,12.99478
bhs,2010,14.1453
bhs,2011,18.20992
bhs,2012,20.98103
bhs,2013,17.48197
bhs,2014,18.1899
bhs,2015,21.04116
bhs,2016,19.02855
bhs,2018,19.44891
bih,2013,17.09921
bih,2014,16.82054
bih,2015,17.16401
bih,2016,17.28654
bih,2017,17.19917
bih,2018,16.92651
blr,1992,20.46535
blr,1993,20.0981
blr,1994,19.58642
blr,1995,19.76087
blr,1998,19.26959
blr,1999,19.53285
blr,2000,18.2068
blr,2001,17.43863
blr,2002,16.66112
blr,2003,15.93862
blr,2004,15.44266
blr,2005,16.03553
blr,2006,16.02405
blr,2007,15.96701
blr,2008,15.32719
blr,2009,15.14091
blr,2010,14.96616
blr,2011,14.96367
blr,2012,14.90909
blr,2013,15.36216
blr,2014,16.47603
blr,2015,17.57007
blr,2016,18.33759
blr,2017,18.80255
blr,2018,19.23259
blz,1999,23.5
blz,2000,23.31494
blz,2001,22.81694
blz,2003,20.75066
blz,2004,23.23186
blz,2005,23.62341
blz,2006,22.93853
blz,2007,22.88272
blz,2008,22.61592
blz,2009,22.63613
blz,2010,22.24335
blz,2011,21.89921
blz,2012,21.56275
blz,2013,22.57321
blz,2014,22.39466
blz,2015,20.43642
blz,2016,20.50666
blz,2017,19.58631
blz,2018,19.78332
bmu,1971,23.41935
bmu,1972,21.34986
bmu,1973,20.89831
bmu,1974,20.7659
bmu,1975,21.28923
bmu,1977,17.68449
bmu,1978,20.26959
bmu,1979,22.75191
bmu,1980,22.84733
bmu,1981,19.01923
bmu,1982,18.03988
bmu,1983,17.85714
bmu,1984,17.5
bmu,1985,17.46926
bmu,1995,12.87689
bmu,1997,12.30753
bmu,2001,9.25187
bmu,2002,8.95985
bmu,2003,8.90328
bmu,2004,8.58929
bmu,2005,8.33625
bmu,2006,8.25044
bmu,2010,7.35691
bmu,2011,8.94444
bmu,2012,9.82751
bmu,2013,7.19372
bmu,2014,6.72131
bmu,2015,10.4196
bol,1999,24.72372
bol,2013,16.44289
bol,2014,16.75972
bol,2015,16.99771
bol,2016,17.20856
bol,2017,17.58897
bol,2018,17.79827
bra,1970,28.01019
bra,1999,25.94511
bra,2000,24.79699
bra,2001,22.97087
bra,2002,22.35331
bra,2003,21.56753
bra,2004,21.38676
bra,2005,21.04365
bra,2007,23.85828
bra,2008,23.02467
bra,2009,22.64411
bra,2010,22.16609
bra,2011,21.28507
bra,2012,20.51712
bra,2013,21.22749
bra,2014,20.91814
bra,2015,20.58529
bra,2016,20.31899
bra,2017,20.22308
brb,1978,27.97392
brb,1979,27.38779
brb,1983,20.33311
brb,1984,23.46773
brb,1985,21.22519
brb,1989,18.38658
brb,1990,17.80025
brb,1992,17.16806
brb,1999,17.77204
brb,2000,17.56999
brb,2001,17.03586
brb,2002,15.90347
brb,2003,15.80411
brb,2004,15.76766
brb,2005,15.14568
brb,2007,14.54218
brb,2008,13.45642
brb,2009,14.1425
brb,2010,13.00746
brb,2011,13.08663
brb,2014,12.71532
brb,2015,13.40321
brb,2016,13.349
brb,2017,14.09682
brb,2018,13.9917
brn,1970,23.47983
brn,1971,21.11807
brn,1972,20.73884
brn,1973,20.15193
brn,1974,19.41098
brn,1975,19.03224
brn,1976,18.35855
brn,1977,18.27825
brn,1978,16.55962
brn,1979,18.06518
brn,1980,18.26032
brn,1981,17.59833
brn,1982,16.4753
brn,1983,16.00146
brn,1984,14.74603
brn,1985,16.08083
brn,1986,16.62157
brn,1988,13.99853
brn,1989,14.02604
brn,1991,15.30987
brn,1992,15.53378
brn,1993,15.54573
brn,1994,15.24892
brn,1995,14.59371
brn,1998,14.01143
brn,1999,13.96313
brn,2000,13.66667
brn,2001,13.63795
brn,2002,12.69287
brn,2003,12.24954
brn,2004,10.88013
brn,2005,10.11697
brn,2006,12.51317
brn,2007,12.67144
brn,2008,12.55216
brn,2009,11.94999
brn,2010,11.34882
brn,2011,11.33566
brn,2012,10.58767
brn,2013,10.15195
brn,2014,10.25924
brn,2015,10.01661
brn,2016,10.19678
brn,2017,10.18252
brn,2018,9.89521
btn,1970,20.73165
btn,1971,20.2256
btn,1972,22.13889
btn,1974,23.81041
btn,1977,24.34799
btn,1978,24.07248
btn,1979,25.24861
btn,1982,35.62286
btn,1983,35.45159
btn,1984,38.53351
btn,1986,37.46026
btn,1987,37.1588
btn,1988,36.57634
btn,1991,28.62796
btn,1993,30.53954
btn,1995,35.49207
btn,1998,39.27845
btn,1999,41.70401
btn,2000,41.147
btn,2001,39.48254
btn,2005,31.05151
btn,2006,29.18213
btn,2008,29.87891
btn,2009,27.70221
btn,2010,25.89606
btn,2011,25.37845
btn,2012,23.9859
btn,2013,28.67592
btn,2015,40.00443
btn,2016,38.03778
btn,2017,34.56294
btn,2018,34.66868
bwa,1970,36.4844
bwa,1971,32.62978
bwa,1972,33.10174
bwa,1973,35.40067
bwa,1974,34.03709
bwa,1975,33.14135
bwa,1976,32.02958
bwa,1977,30.54283
bwa,1978,31.34217
bwa,1979,32.2155
bwa,1980,32.33898
bwa,1981,31.64659
bwa,1982,32.43714
bwa,1983,31.18365
bwa,1984,30.87607
bwa,1985,32.03553
bwa,1986,32.21477
bwa,1987,32.2979
bwa,1988,32.24975
bwa,1989,32.29417
bwa,1990,31.65654
bwa,1991,30.38869
bwa,1992,28.81411
bwa,1993,27.29929
bwa,1994,26.43662
bwa,1995,25.49106
bwa,1997,28.13585
bwa,1998,27.56744
bwa,1999,26.98536
bwa,2000,26.72295
bwa,2001,26.63306
bwa,2002,26.40132
bwa,2003,26.059
bwa,2004,25.84666
bwa,2005,25.55037
bwa,2006,25.39325
bwa,2007,25.22265
bwa,2008,25.08494
bwa,2009,25.51489
bwa,2012,23.41584
bwa,2013,22.61822
bwa,2014,22.41447
bwa,2015,23.71279
caf,1971,63.6922
caf,1972,65.94065
caf,1973,65.42896
caf,1974,65.01622
caf,1975,68.3403
caf,1976,66.51607
caf,1977,66.89929
caf,1978,64.6626
caf,1979,61.83406
caf,1980,60.70299
caf,1981,59.6063
caf,1982,60.58007
caf,1983,62.1258
caf,1984,68.28585
caf,1986,65.6329
caf,1987,60.33869
caf,1988,62.77055
caf,1989,70.38736
caf,1990,90.38285
caf,1991,77.02522
caf,2005,88.62691
caf,2008,100.23649
caf,2009,94.61257
caf,2010,84.32027
caf,2011,81.31051
caf,2012,80.11576
caf,2016,83.41195
can,1983,15.93865
can,1984,15.82434
can,1985,16.973
can,1986,16.70163
can,1987,16.70203
can,1988,16.05084
can,1989,15.60032
can,1990,15.68562
can,1991,15.35704
can,1992,15.30451
can,1993,15.96673
can,1994,15.85369
can,1995,16.22553
can,1996,16.47861
can,1998,17.95005
can,1999,17.25853
can,2000,17.41596
che,2012,10.7542
che,2013,10.44588
che,2014,10.10462
che,2016,10.13562
che,2017,9.92873
chl,1998,33.23218
chl,1999,31.98306
chl,2000,32.22683
chl,2002,32.92755
chl,2003,34.0928
chl,2004,27.29501
chl,2005,26.05133
chl,2006,25.73597
chl,2007,25.11168
chl,2008,24.64024
chl,2009,23.00957
chl,2010,23.41154
chl,2011,21.97403
chl,2012,21.15991
chl,2013,19.52587
chl,2014,18.65062
chl,2015,18.3778
chl,2016,18.00111
chl,2017,17.79358
chn,1970,28.86952
chn,1971,29.14729
chn,1972,27.37778
chn,1973,28.53388
chn,1974,29.00278
chn,1975,29.29086
chn,1976,29.01038
chn,1977,28.37115
chn,1978,27.97091
chn,1979,27.98316
chn,1980,27.24542
chn,1981,26.59745
chn,1982,25.68556
chn,1983,25.38248
chn,1984,25.03049
chn,1985,25.24791
chn,1986,24.86643
chn,1987,24.35071
chn,1988,23.62223
chn,1989,22.78694
chn,1990,22.31881
chn,1991,21.93084
chn,1992,21.98751
chn,1993,22.07777
chn,1994,22.37416
chn,1995,22.85133
chn,1996,23.29628
chn,1997,23.73693
chn,1998,24.15677
chn,2001,22.20572
chn,2006,18.25192
chn,2007,17.68203
chn,2008,17.55452
chn,2009,17.21563
chn,2010,16.84376
chn,2011,16.78841
chn,2012,16.84872
chn,2013,16.85343
chn,2014,16.23079
chn,2015,16.29441
chn,2016,16.54936
chn,2017,16.59383
chn,2018,16.42675
civ,1970,43.03463
civ,1971,45.01925
civ,1972,46.14843
civ,1973,43.57135
civ,1974,46.07562
civ,1975,44.53024
civ,1976,43.80173
civ,1977,43.15366
civ,1978,43.04085
civ,1979,41.06876
civ,1980,38.77403
civ,1981,38.72203
civ,1982,36.44536
civ,1983,36.26274
civ,1984,35.78158
civ,1985,36.48968
civ,1986,36.25406
civ,1987,36.05055
civ,1988,36.24674
civ,1989,37.10362
civ,1990,36.28911
civ,1991,36.27673
civ,1992,37.06852
civ,1993,35.64816
civ,1994,39.14086
civ,1995,44.64832
civ,1996,41.01421
civ,1998,41.66097
civ,1999,42.71803
civ,2000,44.97398
civ,2001,46.07557
civ,2002,43.88046
civ,2003,42.35665
civ,2006,46.10896
civ,2007,41.00376
civ,2008,41.8902
civ,2009,42.12742
civ,2011,48.84621
civ,2012,41.71605
civ,2013,41.00117
civ,2014,42.52673
civ,2015,42.0505
civ,2016,42.50102
civ,2017,42.42645
civ,2018,41.8223
cmr,1971,47.69017
cmr,1972,48.54799
cmr,1973,48.83465
cmr,1974,51.42933
cmr,1975,51.62818
cmr,1976,50.56058
cmr,1977,49.78232
cmr,1978,50.0225
cmr,1979,50.47961
cmr,1980,51.52335
cmr,1981,51.53402
cmr,1982,50.50649
cmr,1983,48.61283
cmr,1984,50.39807
cmr,1985,50.94533
cmr,1986,50.75656
cmr,1987,50.24782
cmr,1988,51.30844
cmr,1989,50.50546
cmr,1990,51.484
cmr,1991,51.10971
cmr,1992,47.86434
cmr,1995,46.29539
cmr,1997,48.78088
cmr,1998,51.78101
cmr,1999,51.86201
cmr,2001,62.72134
cmr,2002,60.80479
cmr,2003,57.0638
cmr,2004,53.90314
cmr,2005,47.8128
cmr,2006,44.69425
cmr,2007,44.43054
cmr,2008,46.03527
cmr,2009,46.31569
cmr,2010,45.79474
cmr,2011,45.43773
cmr,2012,45.56349
cmr,2014,44.19526
cmr,2015,41.46571
cmr,2016,42.73541
cmr,2017,44.61321
cmr,2018,44.83412
cod,1971,42.56625
cod,1972,43.50178
cod,1973,40.90431
cod,1984,41.53049
cod,1987,36.62732
cod,1992,40.20943
cod,1993,41.53712
cod,1994,44.08473
cod,1995,44.7528
cod,1998,40.43316
cod,1999,26.01515
cod,2002,34.33504
cod,2007,38.29543
cod,2008,39.02034
cod,2009,37.32547
cod,2010,37.0131
cod,2011,37.37094
cod,2012,34.74758
cod,2013,37.06925
cod,2014,35.31936
cod,2015,33.19793
cog,1971,61.85249
cog,1972,64.19569
cog,1973,63.43105
cog,1974,63.04043
cog,1975,60.79438
cog,1976,58.72304
cog,1978,51.79566
cog,1979,52.51186
cog,1980,55.89872
cog,1981,54.36627
cog,1982,58.1442
cog,1983,57.69873
cog,1984,56.79136
cog,1985,60.70168
cog,1986,61.43383
cog,1987,63.77437
cog,1988,66.09692
cog,1989,62.99504
cog,1990,64.42506
cog,1991,65.17788
cog,1992,63.20272
cog,1993,69.05732
cog,1994,73.41823
cog,1995,82.16833
cog,1996,72.74795
cog,1997,72.91752
cog,1998,63.95559
cog,1999,61.22946
cog,2000,60.48057
cog,2001,59.49181
cog,2002,56.20777
cog,2003,65.17102
cog,2004,82.79541
cog,2006,54.79663
cog,2007,58.48011
cog,2008,51.80477
cog,2009,64.38062
cog,2010,49.14568
cog,2011,47.09289
cog,2012,44.442
col,1970,38.20769
col,1971,38.3984
col,1972,34.56653
col,1973,33.91222
col,1974,32.8813
col,1975,32.07068
col,1976,32.25021
col,1977,32.37915
col,1978,32.50871
col,1979,31.14374
col,1980,30.56291
col,1981,30.62569
col,1982,29.83356
col,1983,29.73447
col,1984,29.60797
col,1985,30.38614
col,1986,29.44692
col,1987,29.78139
col,1988,29.84056
col,1989,29.89499
col,1990,29.91953
col,1991,30.10601
col,1992,27.86149
col,1993,27.6851
col,1994,25.85626
col,1995,24.8125
col,1996,25.35665
col,1998,23.29196
col,1999,24.02045
col,2000,26.45241
col,2001,26.01713
col,2002,26.81989
col,2004,27.95172
col,2005,28.34839
col,2006,28.18322
col,2007,29.51974
col,2008,29.3957
col,2009,29.30908
col,2010,28.13107
col,2011,27.57965
col,2012,25.04796
col,2013,24.98364
col,2014,24.28676
col,2015,24.23937
col,2016,24.31808
col,2017,23.60132
col,2018,23.3015
com,1971,41.68144
com,1972,39.34343
com,1973,37.6848
com,1974,41.86643
com,1976,47.37831
com,1981,46.2144
com,1983,38.01422
com,1984,38.52209
com,1985,31.17927
com,1986,34.76276
com,1987,34.51549
com,1988,36.4305
com,1989,37.59977
com,1990,35.69737
com,1991,36.50326
com,1992,39.90338
com,1993,41.68662
com,1994,44.81117
com,1996,52.07361
com,1999,34.77068
com,2000,36.83793
com,2002,39.20075
com,2003,35.85763
com,2004,34.98787
com,2008,30.15332
com,2011,27.74673
com,2013,27.80796
com,2017,18.90138
com,2018,28.05781
cpv,1971,38.23014
cpv,1972,35.37616
cpv,1974,46.27715
cpv,1975,42.31481
cpv,1976,52.12711
cpv,1977,45.95586
cpv,1978,42.13739
cpv,1979,37.90271
cpv,1980,41.62679
cpv,1981,40.10237
cpv,1984,38.58201
cpv,1986,38.78701
cpv,1987,33.62702
cpv,1988,33.15381
cpv,1989,33.00202
cpv,1990,33.41272
cpv,1991,36.83175
cpv,1994,29.42153
cpv,1998,28.51103
cpv,1999,28.66264
cpv,2000,28.72602
cpv,2001,28.20162
cpv,2002,28.77571
cpv,2003,27.931
cpv,2004,26.86589
cpv,2005,26.01411
cpv,2006,25.36885
cpv,2007,24.85836
cpv,2008,24.36111
cpv,2009,23.94141
cpv,2010,23.64041
cpv,2011,23.25538
cpv,2012,22.97124
cpv,2013,22.92555
cpv,2014,22.60472
cpv,2015,21.94779
cpv,2016,21.4778
cpv,2017,21.08156
cpv,2018,21.07361
cri,1970,29.81041
cri,1971,29.52923
cri,1972,29.07381
cri,1973,28.89498
cri,1974,29.09919
cri,1975,29.06935
cri,1976,28.20913
cri,1979,26.72512
cri,1980,27.68133
cri,1981,33.02539
cri,1982,31.63091
cri,1983,31.9309
cri,1984,33.78534
cri,1985,31.48334
cri,1986,32.27696
cri,1987,31.48959
cri,1988,31.9293
cri,1989,32.28807
cri,1990,31.88081
cri,1991,32.19896
cri,1992,32.29903
cri,1993,32.44083
cri,1994,31.37283
cri,1995,30.60893
cri,1996,29.54329
cri,1997,28.61276
cri,1998,27.52934
cri,1999,26.82207
cri,2000,24.94075
cri,2001,24.31442
cri,2002,22.59585
cri,2004,22.34571
cri,2005,21.34285
cri,2006,19.70728
cri,2007,19.494
cri,2008,18.97453
cri,2009,18.40435
cri,2010,17.8517
cri,2011,17.34208
cri,2013,13.34199
cri,2014,13.22687
cri,2015,12.6763
cri,2016,11.97865
cri,2017,11.62825
cri,2018,12.2047
cub,1971,27.05996
cub,1972,28.5622
cub,1973,28.82339
cub,1974,26.1997
cub,1975,24.24474
