geo,time,bx_gsr_royl_cd
aut,2008,1166742028.45033
aut,2009,1005495405.80814
aut,2010,925872141.12554
aut,2011,1038988008.35362
aut,2012,1096419839.37035
aut,2013,1078834580.20135
aut,2014,1279030736.79152
aut,2015,1052235869.68451
aut,2016,1170283651.77711
aut,2017,1284820931.09535
aut,2018,1364611493.15934
aut,2019,1431498821.15801
aut,2020,1532719613.10733
aze,2003,1000
aze,2005,6000
aze,2006,56000
aze,2007,22000
aze,2008,13000
aze,2009,1800000
aze,2010,149000
aze,2011,23000
aze,2012,28000
aze,2020,0
bdi,1985,0
bdi,1986,0
bdi,1987,0
bdi,1988,0
bdi,1989,0
bdi,1990,0
bdi,1991,0
bdi,1992,0
bdi,1993,0
bdi,1994,0
bdi,1995,0
bdi,1996,0
bdi,1997,0
bdi,1998,0
bdi,1999,0
bdi,2011,4678.55425
bdi,2012,4228.75301
bdi,2013,45463.58225
bdi,2014,29676.34039
bdi,2015,6807.05601
bdi,2016,241.74638
bdi,2017,13706.90927
bdi,2018,3365.34737
bel,2002,649578711.05176
bel,2003,883952796.31074
bel,2004,1022734876.1544
bel,2005,1359788108.7515
bel,2006,1543172139.27055
bel,2007,1678612578.17075
bel,2008,1515830243.09018
bel,2009,2557958273.71557
bel,2010,2480222841.12554
bel,2011,2533613936.39069
bel,2012,2649669442.82259
bel,2013,3356686924.5767
bel,2014,3306641239.14738
bel,2015,3203851057.56824
bel,2016,3785873237.54911
bel,2017,3636958954.18291
bel,2018,4267531529.24909
bel,2019,3833437371.26624
bel,2020,4226738386.72746
ben,1974,0
ben,1975,0
ben,1976,0
ben,1977,0
ben,1978,0
ben,1979,0
ben,1980,0
ben,1981,0
ben,1982,0
ben,1983,0
ben,1984,0
ben,1985,0
ben,1986,0
ben,1987,0
ben,1988,0
ben,1989,0
ben,1990,0
ben,1991,0
ben,1992,0
ben,1993,0
ben,1994,0
ben,1999,0
ben,2000,0
ben,2001,1365.37841
ben,2002,2883.0357
ben,2003,87946.58796
ben,2004,0
ben,2006,1914.14807
ben,2008,20179.37032
ben,2010,2021.04203
ben,2013,0
ben,2014,7898.61692
ben,2015,5074.32449
ben,2016,843.73146
ben,2017,0
ben,2018,143254.13151
ben,2019,0
ben,2020,17447.49277
bfa,2005,0
bfa,2006,78480.07074
bfa,2007,102374.73481
bfa,2008,38116.58839
bfa,2009,8505.32838
bfa,2010,448671.33059
bfa,2011,772416.04566
bfa,2012,746244.77517
bfa,2013,797732.94202
bfa,2014,840493.85172
bfa,2015,712096.87061
bfa,2016,701984.57359
bfa,2017,726642.72016
bfa,2018,842565.45869
bfa,2019,817530.28911
bfa,2020,806892.44763
bgd,1976,0
bgd,1977,0
bgd,1978,0
bgd,1979,0
bgd,1980,0
bgd,1981,0
bgd,1982,0
bgd,1983,0
bgd,1984,0
bgd,1985,0
bgd,1986,0
bgd,1987,0
bgd,1988,0
bgd,1989,0
bgd,1990,0
bgd,1991,0
bgd,1992,0
bgd,1993,0
bgd,1994,0
bgd,1995,0
bgd,1997,22204.12832
bgd,1998,0
bgd,1999,81504.32468
bgd,2000,57734.20479
bgd,2001,70175.4386
bgd,2002,51813.4715
bgd,2003,327391.0137
bgd,2004,134430.37712
bgd,2005,260850.89953
bgd,2006,319865.78691
bgd,2007,43435.96712
bgd,2008,14581.9926
bgd,2009,333018.06491
bgd,2010,516648.0673
bgd,2011,992520.50804
bgd,2012,243886.25939
bgd,2013,419654.81978
bgd,2014,914912.22541
bgd,2015,1182236.04045
bgd,2016,344286.08765
bgd,2017,36917.97893
bgd,2018,4082535.48193
bgd,2019,6954596.81199
bgd,2020,4193734.32786
bgd,2021,2924945.69219
bgr,1980,0
bgr,1981,0
bgr,1982,0
bgr,1983,0
bgr,1984,0
bgr,1985,0
bgr,1986,0
bgr,1987,0
bgr,1988,0
bgr,1989,0
bgr,1990,0
bgr,1992,0
bgr,1993,0
bgr,2000,3522183
bgr,2001,2582976.9
bgr,2002,3917236.56111
bgr,2003,4669970.43592
bgr,2004,7089744.5234
bgr,2005,5049809.51207
bgr,2006,10516830.66264
bgr,2007,10864074.8097
bgr,2008,11411533.08045
bgr,2009,10027643.59731
bgr,2010,18320000
bgr,2011,11950000
bgr,2012,22800000
bgr,2013,26720000
bgr,2014,32710000
bgr,2015,50030000
bgr,2016,50430000
bgr,2017,52660000
bgr,2018,88850000
bgr,2019,122280000
bgr,2020,144670000
bhr,1975,0
bhr,1976,0
bhr,1977,0
bhr,1978,0
bhr,1979,0
bhr,1980,0
bhr,1981,0
bhr,1982,0
bhr,1983,0
bhr,1984,0
bhr,1985,0
bhr,1986,0
bhr,1987,0
bhr,1988,0
bhr,1989,0
bhr,1990,0
bhs,1976,0
bhs,1977,0
bhs,1978,0
bhs,1979,0
bhs,1980,0
bhs,1981,0
bhs,1982,0
bhs,1983,0
bhs,1984,0
bhs,1985,0
bhs,1986,0
bhs,1987,0
bhs,1988,0
bhs,2011,0
bhs,2012,0
bhs,2013,0
bhs,2014,0
bhs,2015,0
bhs,2016,0
bih,2006,3709692.30328
bih,2007,4293126.43215
bih,2008,4772375.14706
bih,2009,12390550.88758
bih,2010,15124105.31212
bih,2011,12827695.80301
bih,2012,13158734.52212
bih,2013,17531852.24516
bih,2014,13375078.4103
bih,2015,12892952.70566
bih,2016,13046125.11949
bih,2017,11614987.25918
bih,2018,26777680.25989
bih,2019,22980042.32607
bih,2020,12353009.68316
blr,1997,1700000
blr,1998,900000
blr,1999,700000
blr,2000,900000
blr,2001,500000
blr,2002,800000
blr,2003,1400000
blr,2004,1700000
blr,2005,3100000
blr,2006,5900000
blr,2007,3100000
blr,2008,4700000
blr,2009,9500000
blr,2010,8500000
blr,2011,22800000
blr,2012,22900000
blr,2013,27700000
blr,2014,39100000
blr,2015,22300000
blr,2016,27500000
blr,2017,35100000
blr,2018,66100000
blr,2019,101100000
blr,2020,124600000
blr,2021,134558696.4
blz,1984,0
blz,1985,0
blz,1986,450000
blz,1987,550000
blz,1988,2900000
blz,1989,2900000
blz,1990,3750000
blz,1991,600000
blz,1992,0
blz,1993,100000
blz,1994,0
blz,1995,0
blz,1996,0
blz,1997,0
blz,1998,0
blz,2001,0
blz,2002,0
blz,2003,0
blz,2004,0
blz,2005,0
blz,2006,0
blz,2007,0
blz,2008,0
blz,2009,0
blz,2010,0
blz,2011,2500000
blz,2017,0
blz,2018,0
blz,2019,0
blz,2020,0
bmu,2006,230000
bmu,2007,55773.40506
bmu,2008,109679.96418
bmu,2009,25642.8863
bmu,2010,3272.41782
bmu,2011,8384
bmu,2012,8589.408
bmu,2013,9281.91086
bmu,2014,0
bmu,2015,0
bmu,2016,125000
bmu,2017,387998
bmu,2018,301663
bmu,2019,167500
bmu,2020,167458.125
bol,1976,0
bol,1977,0
bol,1978,0
bol,1979,0
bol,1980,0
bol,1981,0
bol,1982,0
bol,1983,0
bol,1984,0
bol,1985,0
bol,1986,0
bol,1987,0
bol,1988,0
bol,1989,0
bol,1990,0
bol,1991,0
bol,1992,0
bol,1993,0
bol,1994,0
bol,1995,0
bol,1996,0
bol,1997,0
bol,1999,1600000
bol,2000,1600000
bol,2001,1640000
bol,2002,1800000
bol,2003,1690000
bol,2004,1840000
bol,2005,1920000
bol,2006,1780000
bol,2007,2005000
bol,2008,2250000
bol,2009,2500000
bol,2010,2804000
bol,2011,7178601.88
bol,2012,15205383.62519
bol,2013,17905865.06398
bol,2014,18938481.87883
bol,2015,22344051.60795
bol,2016,24183112.91217
bol,2017,24482350.03853
bol,2018,10110622.57616
bol,2019,6959047.87118
bol,2020,5632715.84199
bra,1975,134000000
bra,1976,131000000
bra,1977,127000000
bra,1978,159000000
bra,1979,11000000
bra,1980,12000000
bra,1981,19000000
bra,1982,15000000
bra,1983,11000000
bra,1984,11000000
bra,1985,7000000
bra,1986,4000000
bra,1987,5000000
bra,1988,6000000
bra,1989,12000000
bra,1990,12000000
bra,1991,13000000
bra,1992,12000000
bra,1993,34000000
bra,1994,19000000
bra,1995,32000000
bra,1996,78000000
bra,1997,101999000
bra,1998,149640000
bra,1999,132772000
bra,2000,125190000
bra,2001,112092000
bra,2002,100258000
bra,2003,108116000
bra,2004,112695000
bra,2005,101660000
bra,2006,150307000
bra,2007,319410000
bra,2008,465444000
bra,2009,433807800
bra,2010,189605958.45
bra,2011,300800012.92
bra,2012,276418446.25
bra,2013,368127587.4
bra,2014,375097938.44
bra,2015,581080520.4
bra,2016,650833689.72
bra,2017,642157301.16
bra,2018,825475487.44
bra,2019,641114074.37
bra,2020,634291803.22
bra,2021,705261777.53
brb,1967,0
brb,1968,0
brb,1969,0
brb,1970,0
brb,1971,0
brb,1972,0
brb,1973,0
brb,1974,11688.89474
brb,1975,12878.51314
brb,1976,11500
brb,1977,6000
brb,1978,19000
brb,1979,234500
brb,1980,350000
brb,1981,400000
brb,1982,450000
brb,1983,650000
brb,1984,700000
brb,1985,2350000
brb,1986,3850000
brb,1987,150000
brb,1988,650000
brb,1989,350000
brb,1990,600000
brb,1991,250000
brb,1992,100000
brb,1993,400000
brb,1994,350000
brb,1995,50000
brb,1996,3500000
brb,1997,12125000
brb,1998,10600000
brb,1999,10450000
brb,2000,12750000
brb,2001,12800000
brb,2002,16500000
brb,2003,850000
brb,2004,2305743.605
brb,2005,1701685.19
brb,2006,4187321.57
brb,2007,393011
brb,2008,3886373
brb,2009,2524058.82
brb,2010,3431865.74
brb,2011,10242263.9362
brb,2012,6945565.7712
brb,2013,33550842.1562
brb,2014,24490204.415
brb,2015,17892108.845
brb,2016,14370402.58167
brn,2015,0
brn,2016,0
brn,2017,0
brn,2018,0
brn,2019,0
brn,2020,0
btn,2006,201162.04609
btn,2007,101334.85651
btn,2008,159089.58375
btn,2009,14727.12717
btn,2010,13001.22064
btn,2011,12422.50042
btn,2012,14886.99497
btn,2013,15779.25019
btn,2014,6408.7207
btn,2015,13088.21977
btn,2016,37225.33592
btn,2017,22012.51734
btn,2018,11086.66248
btn,2019,4857.50118
btn,2020,13543.06545
bwa,1975,0
bwa,1976,0
bwa,1977,0
bwa,1978,0
bwa,1979,0
bwa,1980,0
bwa,1981,0
bwa,1982,0
bwa,1983,0
bwa,1984,0
bwa,1985,0
bwa,1986,0
bwa,1987,0
bwa,1988,0
bwa,1989,0
bwa,1990,0
bwa,1991,49466.83002
bwa,1992,47399.54259
bwa,1993,41269.87402
bwa,1994,37248.86582
bwa,1995,36072.3467
bwa,1997,104909.56686
bwa,1998,172745.08505
bwa,1999,21624.44916
bwa,2000,0
bwa,2001,5135.74047
bwa,2002,459876.07578
bwa,2003,3367903.56253
bwa,2004,5400703.0501
bwa,2005,461230.27312
bwa,2006,317307.85723
bwa,2007,233065.67341
bwa,2008,485552.28274
bwa,2009,85757.0647
bwa,2010,130345.97221
bwa,2011,13970.00546
bwa,2012,155416.28213
bwa,2013,93701.31468
bwa,2014,187463.38494
bwa,2015,121558.66982
bwa,2016,589496.98388
bwa,2017,493884.41006
bwa,2018,292347.14145
bwa,2019,1322084.67671
bwa,2020,986320.25588
caf,1977,0
caf,1978,0
caf,1979,0
caf,1980,0
caf,1981,0
caf,1982,0
caf,1983,0
caf,1984,0
caf,1985,0
caf,1986,0
caf,1987,0
caf,1988,0
caf,1989,0
caf,1990,0
caf,1991,0
caf,1992,0
can,1981,37516792.82371
can,1982,32395938.23766
can,1983,41357116.88749
can,1984,36279243.00281
can,1985,49066742.81581
can,1986,56335106.43032
can,1987,70071810.35758
can,1988,105070212.91993
can,1989,122561166.72053
can,1990,234647916.05048
can,1991,344305753.42997
can,1992,445988895.45339
can,1993,519221992.17516
can,1994,607169306.4824
can,1995,734308254.84036
can,1996,877095726.66156
can,1997,1163006889.42283
can,1998,1532420477.71569
can,1999,1648658125.62898
can,2000,2323901618.03455
can,2001,2532923681.99301
can,2002,2575964575.85232
can,2003,3005417256.13447
can,2004,3183299993.32432
can,2005,2873468638.59557
can,2006,3359028697.79946
can,2007,3835550664.31666
can,2008,4129666783.75991
can,2009,3604954463.00577
can,2010,2813939869.12986
can,2011,3348091955.20745
can,2012,3931432400.06198
can,2013,4569255358.03211
can,2014,4763593321.23952
can,2015,4087280234.12164
can,2016,4514595456.95755
can,2017,4887062281.53504
can,2018,6317995390.69011
can,2019,6785716660.24059
can,2020,7217749441.67879
can,2021,8543756654.57693
che,1977,0
che,1978,0
che,1979,0
che,1980,0
che,1981,0
che,1982,0
che,2000,2675501988.82611
che,2001,3061330527.17441
che,2002,4120933311.70731
che,2003,4286899488.05947
che,2004,6372308527.98531
che,2005,8399992684.57717
che,2006,7799458362.61637
che,2007,9113102904.13423
che,2008,11051653055.0441
che,2009,14668893549.7678
che,2010,16216027374.6646
che,2011,19136010441.8586
che,2012,22738145969.29169
che,2013,21225248846.7628
che,2014,23208856628.7775
che,2015,22659063411.2018
che,2016,25859785980.882
che,2017,25310976484.85469
che,2018,31079895537.6841
che,2019,29873692108.0402
che,2020,23241924576.6269
chl,1975,0
chl,1976,0
chl,1977,0
chl,1978,0
chl,1979,0
chl,1980,0
chl,1981,0
chl,1982,0
chl,1983,0
chl,1984,0
chl,1985,0
chl,1986,0
chl,1987,0
chl,1988,0
chl,1989,0
chl,1990,100000
chl,1991,500000
chl,1992,500000
chl,1993,1700000
chl,1994,6000000
chl,1995,1900000
chl,1996,10100000
chl,1997,10000000
chl,1998,5100000
chl,1999,6000000
chl,2000,10000000
chl,2001,24902786.84498
chl,2002,41100000
chl,2003,34916846
chl,2004,31087556.57
chl,2005,32233982.59
chl,2006,33282776.11
chl,2007,30838614.89
chl,2008,41572549.83
chl,2009,25423242.8
chl,2010,36137062.39
chl,2011,55297350.49
chl,2012,36188831.95
chl,2013,38257351.95
chl,2014,40769468.9
chl,2015,41950301.36
chl,2016,38437446.35
chl,2017,50489332.23
chl,2018,46185212.23
chl,2019,45131485.05
chl,2020,39645101.86
chn,1982,0
chn,1983,0
chn,1984,0
chn,1985,0
chn,1986,0
chn,1987,0
chn,1988,0
chn,1989,0
chn,1990,0
chn,1991,0
chn,1992,0
chn,1993,0
chn,1997,55000000
chn,1998,63000000
chn,1999,75000000
chn,2000,80348000
chn,2001,110000000
chn,2002,132822320.4866
chn,2003,106978898.2646
chn,2004,236359258.2114
chn,2005,157401785.777
chn,2006,204503785.23496
chn,2007,342634074.96864
chn,2008,570536223.22295
chn,2009,429452520
chn,2010,830483814
chn,2011,743301698
chn,2012,1044102041
chn,2013,886670295
chn,2014,676381923.65
chn,2015,1084600061.07
chn,2016,1161195654.71
chn,2017,4803034260.13
chn,2018,5561288668.09
chn,2019,6604705952.4
chn,2020,8554460469.53
civ,2005,0
civ,2006,22969.7768
civ,2007,0
civ,2008,298206.25032
civ,2009,136085.25406
civ,2010,0
civ,2012,33747.49994
civ,2013,720895.46702
civ,2014,973636.17897
civ,2015,67657.65992
civ,2016,1553950.85128
civ,2017,0
civ,2018,1878578.90571
civ,2019,1449059.63687
civ,2020,0
cmr,1977,0
cmr,1978,0
cmr,1979,0
cmr,1980,0
cmr,1981,0
cmr,1982,0
cmr,1983,0
cmr,1984,0
cmr,1985,0
cmr,1986,750781.3102
cmr,1987,0
cmr,1988,201444.88437
cmr,1989,720984.3768
cmr,1990,550934.26193
cmr,1991,35447.55441
cmr,1992,13109586.28171
cmr,1993,176577.00424
cmr,1994,432273.00107
cmr,1995,180307.08969
cmr,1996,273676.73715
cmr,1997,171329.87396
cmr,1998,1017.03228
cmr,1999,1733137.59431
cmr,2000,2459983.63367
cmr,2001,56117.05277
cmr,2002,44831.20519
cmr,2003,161752.74413
cmr,2004,121364.27885
cmr,2005,347078.42106
cmr,2006,229697.76803
cmr,2007,250713.63627
cmr,2008,412556.01549
cmr,2009,223264.86995
cmr,2010,317303.59866
cmr,2011,405306.22176
cmr,2012,191947.47498
cmr,2013,204494.99275
cmr,2014,206579.21175
cmr,2015,592004.52426
cmr,2016,612329.96723
cmr,2017,607680.10439
cmr,2018,8534513.10051
cmr,2019,2408284.15421
cmr,2020,2406487.64623
cod,2005,35200000
cod,2006,49600000
cod,2007,53800000
cod,2008,125000000
cod,2009,108500000
cod,2010,0
cod,2011,0
cod,2012,0
cod,2013,0
cod,2014,0
cod,2015,0
cod,2016,0
cod,2017,0
cod,2018,0
cod,2019,0
cod,2020,0
cog,1978,0
cog,1979,0
cog,1980,0
cog,1981,0
cog,1982,0
cog,1983,0
cog,1984,0
cog,1985,0
cog,1986,0
cog,1987,0
cog,1988,0
cog,1989,0
cog,1990,0
cog,1991,0
cog,1992,0
cog,1993,0
cog,1994,0
cog,1995,0
cog,1996,0
cog,1997,0
cog,2016,1605374.17101
col,1968,7999999.99997
col,1969,7999999.99997
col,1970,2999999.99997
col,1971,3008939.99997
col,1972,2171420
col,1973,2384260
col,1974,2405279.99997
col,1975,9000000
col,1976,9000000
col,1977,12000000
col,1978,9000000
col,1979,14000000
col,1980,11000000
col,1981,17000000
col,1982,26000000
col,1983,30000000
col,1984,33000000
col,1985,29000000
col,1986,11000000
col,1987,11000000
col,1988,13000000
col,1989,17000000
col,1990,21000000
col,1991,29000000
col,1992,24300000
col,1993,30200000
col,1994,135500
col,1995,229500
col,1996,671560
col,1997,1375780
col,1998,3757310
col,1999,6120540
col,2000,5695900.02441
col,2001,3183080.01709
col,2002,5101630.61523
col,2003,7557583.12988
col,2004,8725411.62109
col,2005,11285508.05664
col,2006,13071194.0918
col,2007,32690171.875
col,2008,54104212.89062
col,2009,48221626.95312
col,2010,72661187.5
col,2011,83017587.89062
col,2012,138714017.57812
col,2013,141459716.79688
col,2014,116382417.96875
col,2015,101196816.40625
col,2016,99122533.20312
col,2017,134001691.40625
col,2018,143866519.53125
col,2019,127065630.85938
col,2020,123030173.82812
col,2021,127254856.86167
com,1980,0
com,1981,0
com,1982,0
com,1983,0
com,1984,0
com,1985,0
com,1986,0
com,1987,0
com,1988,0
com,1989,0
com,1990,0
com,1991,0
com,1992,0
com,1993,0
com,1994,0
com,1995,0
com,2003,924301.39505
com,2004,0
com,2005,0
com,2006,0
com,2007,0
com,2008,0
com,2009,0
com,2010,0
com,2011,0
com,2012,0
com,2014,0
com,2015,1580933.98669
com,2016,0
com,2017,0
com,2018,0
cpv,1977,0
cpv,1978,0
cpv,1979,0
cpv,1980,0
cpv,1981,0
cpv,1982,0
cpv,1983,0
cpv,1984,0
cpv,1985,0
cpv,1986,0
cpv,1987,0
cpv,1988,1248.82922
cpv,1989,0
cpv,1990,0
cpv,1991,32489.20527
cpv,1992,157459.28443
cpv,1993,82186.74191
cpv,1994,94027.61807
cpv,1995,30317.48786
cpv,1996,10291.62012
cpv,1997,424462.49061
cpv,1998,2969.513
cpv,1999,43161.32745
cpv,2000,2396.16613
cpv,2001,129745.31898
cpv,2002,560779.89897
cpv,2003,74107.58244
cpv,2004,0
cpv,2005,0
cpv,2006,0
cpv,2007,672.65004
cpv,2008,0
cpv,2009,0
cpv,2010,0
cpv,2011,0
cpv,2012,697.37709
cpv,2013,0
cpv,2014,0
cpv,2015,0
cpv,2016,26889.49194
cpv,2017,41901.87787
cpv,2018,47363.9568
cpv,2019,41937.9183
cpv,2020,39827.18165
cri,1977,1000000
cri,1978,1000000
cri,1979,1400000
cri,1980,1400000
cri,1981,200000
cri,1982,0
cri,1983,0
cri,1984,0
cri,1985,200000
cri,1986,200000
cri,1987,0
cri,1988,0
cri,1989,0
cri,1990,1200000
cri,1991,2600000
cri,1992,2100000
cri,1993,2500000
cri,1994,2500000
cri,1995,2600000
cri,1996,2190000
cri,1997,170000
cri,1998,220000
cri,1999,1181000
cri,2000,0
cri,2001,0
cri,2002,0
cri,2003,0
cri,2004,0
cri,2005,0
cri,2006,0
cri,2007,0
cri,2008,0
cri,2009,0
cri,2010,0
cri,2011,0
cri,2012,670.57363
cri,2013,196.42212
cri,2014,0
cri,2015,435590.95803
cri,2016,5370940.35711
cri,2017,5639487.37497
cri,2018,5937403.74279
cri,2019,6234273.92993
cri,2020,6567671.14621
cym,2016,8294113.29603
cym,2017,9293717.29445
cym,2018,15524664.15226
cym,2019,11226635.7575
cyp,1976,0
cyp,1977,0
cyp,1978,0
cyp,1979,0
cyp,1980,0
cyp,1981,0
cyp,1982,0
cyp,1983,0
cyp,1984,0
cyp,1985,0
cyp,1995,3315502.072
cyp,1996,6433471.2062
cyp,1997,9729569.84923
cyp,1998,11586913.03233
cyp,1999,12892584.96789
cyp,2000,16066602.70909
cyp,2001,26240952.66028
cyp,2002,42720700.0269
cyp,2003,15008149.7722
cyp,2004,17660983.54233
cyp,2005,15104740.48577
cyp,2006,15965459.79178
cyp,2007,21076128.58144
cyp,2008,356998.46045
cyp,2012,173942.06509
cyp,2017,186240441.51319
cyp,2019,424789764.83381
cyp,2020,477751654.97659
cze,1993,1468948.03691
cze,1994,3680539.84655
cze,1995,13181729.89016
cze,1996,42784149.88307
cze,1997,33780370.65609
cze,1998,57357340.67046
cze,1999,42908927.9472
cze,2000,44285427.67172
cze,2001,36485866.36885
cze,2002,45280976.3613
cze,2003,50304239.5724
cze,2004,37581677.65515
cze,2005,39802928.37025
cze,2006,31717540.8022
cze,2007,35915035.26248
cze,2008,144904843.58274
cze,2009,177970514.71691
cze,2010,249267461.61685
cze,2011,284733070.49989
cze,2012,352174748.48992
cze,2013,388825157.62293
cze,2014,493180815.33175
cze,2015,465248147.47734
cze,2016,445442311.13334
cze,2017,421049854.5028
cze,2018,498219527.0697
cze,2019,688041585.60969
cze,2020,691613424.73201
deu,1971,156379882.20235
deu,1972,211276916.80029
deu,1973,225350237.74949
deu,1974,275539638.38775
deu,1975,324885739.28145
deu,1976,304438860.54879
deu,1977,355860382.36182
deu,1978,462286663.76547
deu,1979,525965634.55807
deu,1980,606121398.69807
deu,1981,546035547.73692
deu,1982,561911840.74576
deu,1983,592844962.52217
deu,1984,583238416.92703
deu,1985,618173314.74448
deu,1986,920418045.62258
deu,1987,1161327535.66745
deu,1988,1265022010.25465
deu,1989,1340511286.38089
deu,1990,1986983701.33164
deu,1991,1837177849.04561
deu,1992,2026275875.16879
deu,1993,1933633973.95557
deu,1994,2111251392.10444
deu,1995,2705200939.58362
deu,1996,2878685212.1817
deu,1997,2736737194.34244
deu,1998,3094772570.80723
deu,1999,2690187258.46154
deu,2000,2535822064.86353
deu,2001,2742329706.6839
deu,2002,3324060970.4621
deu,2003,3579689299.91534
deu,2004,4466712872.6912
deu,2005,5743253423.72683
deu,2006,5161751714.39285
deu,2007,6307875661.91765
deu,2008,7335720009.32002
deu,2009,7212871240.40571
deu,2010,8276542348.34055
deu,2011,10723917538.9949
deu,2012,10295613426.3183
deu,2013,18028602139.21989
deu,2014,23486335058.5512
deu,2015,24082893579.6633
