geo,time,en_urb_mcty
cog,2014,2838190
cog,2015,2962110
cog,2016,3091442
cog,2017,3226424
cog,2018,3367302
cog,2019,3483589
cog,2020,3602371
cog,2021,3723569
col,1960,3292079
col,1961,3508800
col,1962,3740464
col,1963,3987790
col,1964,4252232
col,1965,4477083
col,1966,4712020
col,1967,4959515
col,1968,5220626
col,1969,5494964
col,1970,5784398
col,1971,6089359
col,1972,6411152
col,1973,6749305
col,1974,6993427
col,1975,7193403
col,1976,7399461
col,1977,7610906
col,1978,7828781
col,1979,8052977
col,1980,8284001
col,1981,8521078
col,1982,8765373
col,1983,9016766
col,1984,9275828
col,1985,9541690
col,1986,9798459
col,1987,10055188
col,1988,10319314
col,1989,10589931
col,1990,10868347
col,1991,11154407
col,1992,11448737
col,1993,11750330
col,1994,12059575
col,1995,12376650
col,1996,12702680
col,1997,13036539
col,1998,13379825
col,1999,13732330
col,2000,14094810
col,2001,14466008
col,2002,14847707
col,2003,15239673
col,2004,15642747
col,2005,16050754
col,2006,16430516
col,2007,16819677
col,2008,17219037
col,2009,17627176
col,2010,18046016
col,2011,18475263
col,2012,18915800
col,2013,19366063
col,2014,19828175
col,2015,20301811
col,2016,20787947
col,2017,21284860
col,2018,21794184
col,2019,22114342
col,2020,22427592
col,2021,22729443
cri,1960,229792
cri,1961,240155
cri,1962,251001
cri,1963,262364
cri,1964,274348
cri,1965,286844
cri,1966,299928
cri,1967,313608
cri,1968,327933
cri,1969,342870
cri,1970,358509
cri,1971,374861
cri,1972,391984
cri,1973,409364
cri,1974,424290
cri,1975,439760
cri,1976,455817
cri,1977,472413
cri,1978,489638
cri,1979,507491
cri,1980,526020
cri,1981,545173
cri,1982,565050
cri,1983,585653
cri,1984,606945
cri,1985,627401
cri,1986,648576
cri,1987,670465
cri,1988,693125
cri,1989,716486
cri,1990,740667
cri,1991,765665
cri,1992,791543
cri,1993,818220
cri,1994,845835
cri,1995,874383
cri,1996,903935
cri,1997,934400
cri,1998,965936
cri,1999,998537
cri,2000,1032032
cri,2001,1047860
cri,2002,1063952
cri,2003,1080292
cri,2004,1096906
cri,2005,1113729
cri,2006,1130833
cri,2007,1148200
cri,2008,1165858
cri,2009,1183738
cri,2010,1201918
cri,2011,1220377
cri,2012,1239145
cri,2013,1258149
cri,2014,1277471
cri,2015,1297091
cri,2016,1317039
cri,2017,1337237
cri,2018,1357745
cri,2019,1378546
cri,2020,1399629
cri,2021,1420533
cub,1960,1435511
cub,1961,1466641
cub,1962,1498491
cub,1963,1531032
cub,1964,1564326
cub,1965,1598250
cub,1966,1632957
cub,1967,1668419
cub,1968,1704701
cub,1969,1741668
cub,1970,1779491
cub,1971,1796743
cub,1972,1809358
cub,1973,1822027
cub,1974,1834803
cub,1975,1847668
cub,1976,1860641
cub,1977,1873669
cub,1978,1886807
cub,1979,1900036
cub,1980,1913377
cub,1981,1926775
cub,1982,1945101
cub,1983,1964799
cub,1984,1984723
cub,1985,2004794
cub,1986,2025096
cub,1987,2045604
cub,1988,2066348
cub,1989,2087244
cub,1990,2108381
cub,1991,2122518
cub,1992,2129481
cub,1993,2136447
cub,1994,2143446
cub,1995,2150468
cub,1996,2157522
cub,1997,2164580
cub,1998,2171672
cub,1999,2178786
cub,2000,2185933
cub,2001,2193084
cub,2002,2200269
cub,2003,2195440
cub,2004,2187870
cub,2005,2180347
cub,2006,2172840
cub,2007,2165359
cub,2008,2157893
cub,2009,2150473
cub,2010,2143068
cub,2011,2135689
cub,2012,2128326
cub,2013,2121008
cub,2014,2119455
cub,2015,2123697
cub,2016,2127953
cub,2017,2132206
cub,2018,2136468
cub,2019,2138419
cub,2020,2140423
cub,2021,2142866
cze,1960,1000830
cze,1961,1007834
cze,1962,1015213
cze,1963,1022647
cze,1964,1030146
cze,1965,1037678
cze,1966,1045276
cze,1967,1052930
cze,1968,1060651
cze,1969,1068406
cze,1970,1076230
cze,1971,1085284
cze,1972,1095284
cze,1973,1105348
cze,1974,1115519
cze,1975,1125783
cze,1976,1136156
cze,1977,1146595
cze,1978,1157146
cze,1979,1167793
cze,1980,1178553
cze,1981,1184211
cze,1982,1187275
cze,1983,1190346
cze,1984,1193430
cze,1985,1196513
cze,1986,1199608
cze,1987,1202712
cze,1988,1205828
cze,1989,1208943
cze,1990,1212070
cze,1991,1212664
cze,1992,1208077
cze,1993,1203520
cze,1994,1198974
cze,1995,1194445
cze,1996,1189927
cze,1997,1185438
cze,1998,1180960
cze,1999,1176499
cze,2000,1172049
cze,2001,1171354
cze,2002,1178105
cze,2003,1184894
cze,2004,1191732
cze,2005,1198591
cze,2006,1205499
cze,2007,1212446
cze,2008,1219444
cze,2009,1226462
cze,2010,1233530
cze,2011,1240639
cze,2012,1247799
cze,2013,1254980
cze,2014,1262213
cze,2015,1269488
cze,2016,1276814
cze,2017,1284162
cze,2018,1291552
cze,2019,1298804
cze,2020,1305737
cze,2021,1312199
deu,1960,6919572
deu,1961,6980524
deu,1962,6996913
deu,1963,7013766
deu,1964,7031118
deu,1965,7048908
deu,1966,7067211
deu,1967,7086016
deu,1968,7105358
deu,1969,7125165
deu,1970,7141802
deu,1971,7123747
deu,1972,7106011
deu,1973,7088671
deu,1974,7071651
deu,1975,7054977
deu,1976,7038629
deu,1977,7022675
deu,1978,7007045
deu,1979,6991768
deu,1980,6976821
deu,1981,6962105
deu,1982,6935033
deu,1983,6894482
deu,1984,6850568
deu,1985,6832878
deu,1986,6856896
deu,1987,7076750
deu,1988,7018943
deu,1989,7146814
deu,1990,7228538
deu,1991,7284512
deu,1992,7336044
deu,1993,7384058
deu,1994,7391398
deu,1995,7383559
deu,1996,7367007
deu,1997,7328811
deu,1998,7275566
deu,1999,7249421
deu,2000,7259533
deu,2001,7293731
deu,2002,7318274
deu,2003,7330437
deu,2004,7338962
deu,2005,7361593
deu,2006,7412641
deu,2007,7465881
deu,2008,7509892
deu,2009,7550115
deu,2010,7587097
deu,2011,7624368
deu,2012,7663849
deu,2013,7705441
deu,2014,7747444
deu,2015,7793307
deu,2016,7843290
deu,2017,7893815
deu,2018,7944887
deu,2019,7977060
deu,2020,8009083
deu,2021,8037811
dnk,1960,1284407
dnk,1961,1299934
dnk,1962,1317844
dnk,1963,1336000
dnk,1964,1354433
dnk,1965,1373068
dnk,1966,1377990
dnk,1967,1378498
dnk,1968,1379006
dnk,1969,1379513
dnk,1970,1380022
dnk,1971,1349325
dnk,1972,1302468
dnk,1973,1257362
dnk,1974,1213758
dnk,1975,1171666
dnk,1976,1144804
dnk,1977,1132454
dnk,1978,1120221
dnk,1979,1108120
dnk,1980,1096133
dnk,1981,1086397
dnk,1982,1078841
dnk,1983,1071338
dnk,1984,1063876
dnk,1985,1056487
dnk,1986,1050252
dnk,1987,1045180
dnk,1988,1040126
dnk,1989,1036500
dnk,1990,1035290
dnk,1991,1035100
dnk,1992,1036008
dnk,1993,1038026
dnk,1994,1042122
dnk,1995,1048351
dnk,1996,1055625
dnk,1997,1062331
dnk,1998,1067321
dnk,1999,1072211
dnk,2000,1077131
dnk,2001,1082059
dnk,2002,1090481
dnk,2003,1102529
dnk,2004,1114726
dnk,2005,1127024
dnk,2006,1139475
dnk,2007,1152295
dnk,2008,1165516
dnk,2009,1178851
dnk,2010,1192357
dnk,2011,1206959
dnk,2012,1222732
dnk,2013,1238601
dnk,2014,1254630
dnk,2015,1270867
dnk,2016,1287337
dnk,2017,1303974
dnk,2018,1320826
dnk,2019,1333888
dnk,2020,1346485
dnk,2021,1358608
dom,1960,367328
dom,1961,391425
dom,1962,416786
dom,1963,443790
dom,1964,472585
dom,1965,503160
dom,1966,535761
dom,1967,570473
dom,1968,607487
dom,1969,646791
dom,1970,686692
dom,1971,726698
dom,1972,769094
dom,1973,813837
dom,1974,861250
dom,1975,911425
dom,1976,964599
dom,1977,1020716
dom,1978,1080181
dom,1979,1143111
dom,1980,1209802
dom,1981,1280183
dom,1982,1325737
dom,1983,1348861
dom,1984,1372422
dom,1985,1396328
dom,1986,1420684
dom,1987,1445465
dom,1988,1470713
dom,1989,1496331
dom,1990,1522431
dom,1991,1548987
dom,1992,1576043
dom,1993,1603496
dom,1994,1649733
dom,1995,1703050
dom,1996,1758167
dom,1997,1814910
dom,1998,1873565
dom,1999,1934116
dom,2000,1996712
dom,2001,2061153
dom,2002,2127767
dom,2003,2185851
dom,2004,2240880
dom,2005,2297137
dom,2006,2354888
dom,2007,2414090
dom,2008,2474865
dom,2009,2536996
dom,2010,2600776
dom,2011,2666160
dom,2012,2733281
dom,2013,2801900
dom,2014,2872340
dom,2015,2944551
dom,2016,3018681
dom,2017,3094465
dom,2018,3172152
dom,2019,3245021
dom,2020,3317784
dom,2021,3388809
dza,1960,871636
dza,1961,913806
dza,1962,953095
dza,1963,994074
dza,1964,1036876
dza,1965,1081394
dza,1966,1125264
dza,1967,1162355
dza,1968,1200723
dza,1969,1240246
dza,1970,1281127
dza,1971,1323356
dza,1972,1367038
dza,1973,1412036
dza,1974,1458580
dza,1975,1506658
dza,1976,1556390
dza,1977,1591631
dza,1978,1601502
dza,1979,1611434
dza,1980,1621442
dza,1981,1631484
dza,1982,1641602
dza,1983,1651783
dza,1984,1662042
dza,1985,1672335
dza,1986,1682707
dza,1987,1699125
dza,1988,1731209
dza,1989,1763809
dza,1990,1797068
dza,1991,1830955
dza,1992,1865529
dza,1993,1900658
dza,1994,1936498
dza,1995,1973014
dza,1996,2010271
dza,1997,2048125
dza,1998,2086577
dza,1999,2113386
dza,2000,2140577
dza,2001,2168042
dza,2002,2195898
dza,2003,2224112
dza,2004,2252728
dza,2005,2281632
dza,2006,2310947
dza,2007,2340639
dza,2008,2370754
dza,2009,2401172
dza,2010,2432023
dza,2011,2463271
dza,2012,2494920
dza,2013,2526977
dza,2014,2559445
dza,2015,2592330
dza,2016,2625638
dza,2017,2659373
dza,2018,2693542
dza,2019,2729325
dza,2020,2767661
dza,2021,2809158
ecu,1960,775586
ecu,1961,816500
ecu,1962,859670
ecu,1963,900741
ecu,1964,940731
ecu,1965,982382
ecu,1966,1025942
ecu,1967,1071437
ecu,1968,1119019
ecu,1969,1168580
ecu,1970,1220411
ecu,1971,1274546
ecu,1972,1331167
ecu,1973,1390140
ecu,1974,1451946
ecu,1975,1518502
ecu,1976,1588209
ecu,1977,1660913
ecu,1978,1737055
ecu,1979,1816691
ecu,1980,1900096
ecu,1981,1987090
ecu,1982,2078196
ecu,1983,2154654
ecu,1984,2220498
ecu,1985,2288164
ecu,1986,2357989
ecu,1987,2429946
ecu,1988,2504202
ecu,1989,2580514
ecu,1990,2659260
ecu,1991,2732722
ecu,1992,2803016
ecu,1993,2874941
ecu,1994,2948841
ecu,1995,3024665
ecu,1996,3102576
ecu,1997,3182297
ecu,1998,3264210
ecu,1999,3348260
ecu,2000,3434623
ecu,2001,3522998
ecu,2002,3593811
ecu,2003,3652366
ecu,2004,3711957
ecu,2005,3772356
ecu,2006,3833824
ecu,2007,3896294
ecu,2008,3959873
ecu,2009,4024311
ecu,2010,4089890
ecu,2011,4161111
ecu,2012,4236960
ecu,2013,4313983
ecu,2014,4392522
ecu,2015,4472499
ecu,2016,4554050
ecu,2017,4636865
ecu,2018,4721193
ecu,2019,4793906
ecu,2020,4867981
ecu,2021,4943512
egy,1960,5183989
egy,1961,5414670
egy,1962,5664781
egy,1963,5926965
egy,1964,6202211
egy,1965,6489989
egy,1966,6781419
egy,1967,6970852
egy,1968,7165881
egy,1969,7365838
egy,1970,7571695
egy,1971,7783341
egy,1972,8001241
egy,1973,8224653
egy,1974,8454660
egy,1975,8691138
egy,1976,8934608
egy,1977,9167620
egy,1978,9395969
egy,1979,9630012
egy,1980,9870223
egy,1981,10115746
egy,1982,10367734
egy,1983,10626004
egy,1984,10891083
egy,1985,11162024
egy,1986,11440099
egy,1987,11774844
egy,1988,12152604
egy,1989,12542970
egy,1990,12948048
egy,1991,13367845
egy,1992,13803531
egy,1993,14253855
egy,1994,14721249
egy,1995,15205730
egy,1996,15708651
egy,1997,16111368
egy,1998,16457001
egy,1999,16810055
egy,2000,17171193
egy,2001,17539069
egy,2002,17915357
egy,2003,18299724
egy,2004,18692891
egy,2005,19093395
egy,2006,19503058
egy,2007,19921517
egy,2008,20348962
egy,2009,20785585
egy,2010,21231585
egy,2011,21687163
egy,2012,22152524
egy,2013,22627879
egy,2014,23113442
egy,2015,23609434
egy,2016,24116077
egy,2017,24633602
egy,2018,25162242
egy,2019,25667415
egy,2020,26181268
egy,2021,26703851
esp,1960,4859469
esp,1961,5031551
esp,1962,5219711
esp,1963,5414934
esp,1964,5617770
esp,1965,5827642
esp,1966,6045690
esp,1967,6271926
esp,1968,6506988
esp,1969,6750209
esp,1970,7002908
esp,1971,7180078
esp,1972,7275366
esp,1973,7371814
esp,1974,7469845
esp,1975,7569347
esp,1976,7670486
esp,1977,7772865
esp,1978,7876931
esp,1979,7982568
esp,1980,8089951
esp,1981,8174416
esp,1982,8211421
esp,1983,8248623
esp,1984,8286077
esp,1985,8323627
esp,1986,8361429
esp,1987,8399435
esp,1988,8437697
esp,1989,8476058
esp,1990,8514678
esp,1991,8568709
esp,1992,8653849
esp,1993,8739721
esp,1994,8826686
esp,1995,8914642
esp,1996,9003724
esp,1997,9093574
esp,1998,9184574
esp,1999,9276614
esp,2000,9369836
esp,2001,9463867
esp,2002,9584432
esp,2003,9719621
esp,2004,9856908
esp,2005,9995752
esp,2006,10136751
esp,2007,10279740
esp,2008,10424950
esp,2009,10571806
esp,2010,10720940
esp,2011,10872181
esp,2012,11025771
esp,2013,11181102
esp,2014,11338624
esp,2015,11498369
esp,2016,11660367
esp,2017,11824650
esp,2018,11991249
esp,2019,12100168
esp,2020,12203069
esp,2021,12293363
eth,1960,519177
eth,1961,533949
eth,1962,549163
eth,1963,564810
eth,1964,580926
eth,1965,597455
eth,1966,614478
eth,1967,631986
eth,1968,662915
eth,1969,695267
eth,1970,729246
eth,1971,764885
eth,1972,802318
eth,1973,841473
eth,1974,882597
eth,1975,925730
eth,1976,971036
eth,1977,1018424
eth,1978,1068196
eth,1979,1120400
eth,1980,1175232
eth,1981,1232586
eth,1982,1292824
eth,1983,1356006
eth,1984,1420498
eth,1985,1476357
eth,1986,1534495
eth,1987,1594922
eth,1988,1657818
eth,1989,1723009
eth,1990,1790860
eth,1991,1861383
eth,1992,1934786
eth,1993,2010869
eth,1994,2090056
eth,1995,2144292
eth,1996,2188930
eth,1997,2234371
eth,1998,2280820
eth,1999,2328234
eth,2000,2376701
eth,2001,2426040
eth,2002,2476473
eth,2003,2527954
eth,2004,2580579
eth,2005,2634150
eth,2006,2688909
eth,2007,2750472
eth,2008,2870660
eth,2009,2995747
eth,2010,3126469
eth,2011,3262895
eth,2012,3405475
eth,2013,3553866
eth,2014,3708942
eth,2015,3870785
eth,2016,4039927
eth,2017,4215965
eth,2018,4399674
eth,2019,4591983
eth,2020,4793699
eth,2021,5005524
fin,1960,448192
fin,1961,455488
fin,1962,460973
fin,1963,466524
fin,1964,472149
fin,1965,477827
fin,1966,483581
fin,1967,489404
fin,1968,495306
fin,1969,501262
fin,1970,507298
fin,1971,517851
fin,1972,533245
fin,1973,549052
fin,1974,565351
fin,1975,582134
fin,1976,599439
fin,1977,617209
fin,1978,635531
fin,1979,654397
fin,1980,673850
fin,1981,686444
fin,1982,695503
fin,1983,704682
fin,1984,713995
fin,1985,723405
fin,1986,742802
fin,1987,773025
fin,1988,804522
fin,1989,837210
fin,1990,871274
fin,1991,894705
fin,1992,906536
fin,1993,918491
fin,1994,930620
fin,1995,942910
fin,1996,956674
fin,1997,971917
fin,1998,987424
fin,1999,1003178
fin,2000,1019206
fin,2001,1031639
fin,2002,1040385
fin,2003,1049206
fin,2004,1058114
fin,2005,1067073
fin,2006,1076589
fin,2007,1086667
fin,2008,1098103
fin,2009,1110266
fin,2010,1126001
fin,2011,1146109
fin,2012,1166605
fin,2013,1185883
fin,2014,1203951
fin,2015,1222294
fin,2016,1240942
fin,2017,1259875
fin,2018,1279096
fin,2019,1292232
fin,2020,1304851
fin,2021,1316757
fra,1960,10058209
fra,1961,10255584
fra,1962,10432393
fra,1963,10558083
fra,1964,10685874
fra,1965,10815273
fra,1966,10946853
fra,1967,11080472
fra,1968,11204975
fra,1969,11307724
fra,1970,11411576
fra,1971,11516397
fra,1972,11622344
fra,1973,11728989
fra,1974,11836777
fra,1975,11930431
fra,1976,11997986
fra,1977,12066136
fra,1978,12135172
fra,1979,12205015
fra,1980,12275774
fra,1981,12347170
fra,1982,12423022
fra,1983,12506521
fra,1984,12590808
fra,1985,12675541
fra,1986,12761075
fra,1987,12847296
fra,1988,12934334
fra,1989,13021834
fra,1990,13097578
fra,1991,13147392
fra,1992,13197469
fra,1993,13247599
fra,1994,13297994
fra,1995,13348583
fra,1996,13399440
fra,1997,13450352
fra,1998,13501532
fra,1999,13566362
fra,2000,13660076
fra,2001,13754213
fra,2002,13849166
fra,2003,13944811
fra,2004,14041287
fra,2005,14138198
fra,2006,14235949
fra,2007,14334414
fra,2008,14433732
fra,2009,14529252
fra,2010,14625558
fra,2011,14701396
fra,2012,14777768
fra,2013,14854356
fra,2014,14931481
fra,2015,15009039
fra,2016,15087034
fra,2017,15165467
fra,2018,15244343
fra,2019,15324817
fra,2020,15407819
fra,2021,15493975
gbr,1960,16461920
gbr,1961,16446972
gbr,1962,16364878
gbr,1963,16283534
gbr,1964,16202821
gbr,1965,16123066
gbr,1966,16043929
gbr,1967,15965515
gbr,1968,15887710
gbr,1969,15810829
gbr,1970,15734544
gbr,1971,15651793
gbr,1972,15538073
gbr,1973,15425950
gbr,1974,15314939
gbr,1975,15205180
gbr,1976,15096510
gbr,1977,14989361
gbr,1978,14883269
gbr,1979,14778372
gbr,1980,14674511
gbr,1981,14598549
gbr,1982,14600725
gbr,1983,14603075
gbr,1984,14605605
gbr,1985,14608303
gbr,1986,14611181
gbr,1987,14614236
gbr,1988,14617474
gbr,1989,14620880
gbr,1990,14624469
gbr,1991,14666445
gbr,1992,14717111
gbr,1993,14768030
gbr,1994,14819415
gbr,1995,14871199
gbr,1996,14923455
gbr,1997,14975969
gbr,1998,15028959
gbr,1999,15082358
gbr,2000,15136239
gbr,2001,15198536
gbr,2002,15294187
gbr,2003,15390471
gbr,2004,15487531
gbr,2005,15584970
gbr,2006,15683193
gbr,2007,15857905
gbr,2008,16035203
gbr,2009,16214383
gbr,2010,16396214
gbr,2011,16579939
gbr,2012,16752463
gbr,2013,16926602
gbr,2014,17103098
gbr,2015,17281743
gbr,2016,17462813
gbr,2017,17646094
gbr,2018,17831615
gbr,2019,18018197
gbr,2020,18203956
gbr,2021,18384732
geo,1960,717766
geo,1961,734021
geo,1962,750667
geo,1963,767690
geo,1964,785124
geo,1965,802904
geo,1966,821112
geo,1967,839733
geo,1968,858803
geo,1969,878251
geo,1970,897244
geo,1971,915529
geo,1972,934213
geo,1973,953226
geo,1974,972652
geo,1975,992474
geo,1976,1012728
geo,1977,1033338
geo,1978,1054397
geo,1979,1073531
geo,1980,1090199
geo,1981,1107079
geo,1982,1124245
geo,1983,1141676
geo,1984,1159403
geo,1985,1177355
geo,1986,1195610
geo,1987,1214148
geo,1988,1232999
geo,1989,1236979
geo,1990,1223833
geo,1991,1210826
geo,1992,1197940
geo,1993,1185226
geo,1994,1172630
geo,1995,1160168
geo,1996,1147821
geo,1997,1135639
geo,1998,1123569
geo,1999,1111629
geo,2000,1099798
geo,2001,1088126
geo,2002,1081561
geo,2003,1081297
geo,2004,1081032
geo,2005,1080767
geo,2006,1080503
geo,2007,1080238
geo,2008,1079974
geo,2009,1079710
geo,2010,1079445
geo,2011,1079181
geo,2012,1078917
geo,2013,1078653
geo,2014,1078389
geo,2015,1078125
geo,2016,1077861
geo,2017,1077597
geo,2018,1077333
geo,2019,1077346
geo,2020,1077833
geo,2021,1078846
gha,1960,613626
gha,1961,643385
gha,1962,674633
gha,1963,707399
gha,1964,741805
gha,1965,777783
gha,1966,815560
gha,1967,855172
gha,1968,896768
gha,1969,940264
gha,1970,979993
gha,1971,1009184
gha,1972,1039295
gha,1973,1070225
gha,1974,1102128
gha,1975,1134991
gha,1976,1168889
gha,1977,1203712
gha,1978,1239630
gha,1979,1276631
gha,1980,1314799
gha,1981,1354007
gha,1982,1394452
gha,1983,1436114
gha,1984,1483998
gha,1985,1544986
gha,1986,1608712
gha,1987,1675218
gha,1988,1744730
gha,1989,1817089
gha,1990,1892729
gha,1991,1971699
gha,1992,2054270
gha,1993,2140257
gha,1994,2230179
gha,1995,2324097
gha,1996,2422338
gha,1997,2524683
gha,1998,2631752
gha,1999,2743626
gha,2000,2854965
gha,2001,2954597
gha,2002,3058596
gha,2003,3167029
gha,2004,3280271
gha,2005,3398071
gha,2006,3521143
gha,2007,3649576
gha,2008,3783823
gha,2009,3923594
gha,2010,4069744
gha,2011,4222391
gha,2012,4382081
gha,2013,4548947
gha,2014,4723348
gha,2015,4905658
gha,2016,5096273
gha,2017,5295610
gha,2018,5504107
gha,2019,5680794
gha,2020,5862067
gha,2021,6047002
gin,1960,112158
gin,1961,126945
gin,1962,143707
gin,1963,162682
gin,1964,184193
gin,1965,208478
gin,1966,236005
gin,1967,267167
gin,1968,302495
gin,1969,342377
gin,1970,387584
gin,1971,438760
gin,1972,496778
gin,1973,532673
gin,1974,545773
gin,1975,559195
gin,1976,572967
gin,1977,587039
gin,1978,601476
gin,1979,616268
gin,1980,631446
gin,1981,646954
gin,1982,662864
gin,1983,682181
gin,1984,706566
gin,1985,731751
gin,1986,757871
gin,1987,784924
gin,1988,812981
gin,1989,841960
gin,1990,872014
gin,1991,903140
gin,1992,935423
gin,1993,968767
gin,1994,1003347
gin,1995,1039161
gin,1996,1076306
gin,1997,1107911
gin,1998,1135091
gin,1999,1162939
gin,2000,1191510
gin,2001,1220700
gin,2002,1250648
gin,2003,1281331
gin,2004,1312810
gin,2005,1344973
gin,2006,1377969
gin,2007,1411776
gin,2008,1446459
gin,2009,1481896
gin,2010,1518252
gin,2011,1555500
gin,2012,1593715
gin,2013,1632759
gin,2014,1672817
gin,2015,1713858
gin,2016,1755905
gin,2017,1798985
gin,2018,1843121
gin,2019,1889233
gin,2020,1938272
gin,2021,1991134
grc,1960,1813686
grc,1961,1869311
grc,1962,1929349
grc,1963,1991316
grc,1964,2055363
grc,1965,2121284
grc,1966,2189416
grc,1967,2259735
grc,1968,2332415
grc,1969,2407223
grc,1970,2484538
grc,1971,2553503
grc,1972,2598482
grc,1973,2644126
grc,1974,2690636
grc,1975,2737965
grc,1976,2786192
grc,1977,2835134
grc,1978,2885004
grc,1979,2935751
grc,1980,2987463
grc,1981,3028415
grc,1982,3032969
grc,1983,3037530
grc,1984,3042104
grc,1985,3046672
grc,1986,3051253
grc,1987,3055841
grc,1988,3060443
grc,1989,3065038
grc,1990,3069647
grc,1991,3076196
grc,1992,3087513
grc,1993,3098841
grc,1994,3110226
grc,1995,3121652
grc,1996,3133137
grc,1997,3144631
grc,1998,3156184
grc,1999,3167780
grc,2000,3179434
grc,2001,3187197
grc,2002,3185330
grc,2003,3183464
grc,2004,3181597
grc,2005,3179736
grc,2006,3177873
grc,2007,3176011
grc,2008,3174148
grc,2009,3172292
grc,2010,3170434
grc,2011,3168576
grc,2012,3166719
grc,2013,3164863
grc,2014,3163009
grc,2015,3161155
grc,2016,3159302
grc,2017,3157451
grc,2018,3155600
grc,2019,3154152
grc,2020,3153355
grc,2021,3153255
gtm,1960,604810
gtm,1961,636744
gtm,1962,670411
gtm,1963,705858
gtm,1964,740841
gtm,1965,767642
gtm,1966,795452
gtm,1967,824269
gtm,1968,854172
gtm,1969,885073
gtm,1970,917137
gtm,1971,950362
gtm,1972,984839
gtm,1973,1015719
gtm,1974,1034204
gtm,1975,1053025
gtm,1976,1072216
gtm,1977,1091703
gtm,1978,1111571
gtm,1979,1131800
gtm,1980,1152427
gtm,1981,1175038
gtm,1982,1202642
gtm,1983,1230895
gtm,1984,1259851
gtm,1985,1289406
gtm,1986,1319696
gtm,1987,1350698
gtm,1988,1382473
gtm,1989,1414904
gtm,1990,1448143
gtm,1991,1482163
gtm,1992,1517030
gtm,1993,1552618
gtm,1994,1593148
gtm,1995,1650930
gtm,1996,1710891
gtm,1997,1772856
gtm,1998,1837156
gtm,1999,1903788
gtm,2000,1972933
gtm,2001,2044389
gtm,2002,2118536
gtm,2003,2183304
gtm,2004,2241878
gtm,2005,2301857
gtm,2006,2363526
gtm,2007,2426847
gtm,2008,2491956
gtm,2009,2525697
gtm,2010,2559942
gtm,2011,2594651
gtm,2012,2629880
gtm,2013,2665488
gtm,2014,2701628
gtm,2015,2738259
gtm,2016,2775437
gtm,2017,2813016
gtm,2018,2851104
gtm,2019,2891230
gtm,2020,2934841
gtm,2021,2983174
hkg,1960,2611539
hkg,1961,2696989
hkg,1962,2781687
hkg,1963,2861217
hkg,1964,2938435
hkg,1965,3015435
hkg,1966,3093502
hkg,1967,3172260
hkg,1968,3250427
hkg,1969,3325938
hkg,1970,3397839
hkg,1971,3466809
hkg,1972,3537455
hkg,1973,3610906
hkg,1974,3696258
hkg,1975,3799487
hkg,1976,3924262
hkg,1977,4067185
hkg,1978,4218777
hkg,1979,4365240
hkg,1980,4496588
hkg,1981,4608529
hkg,1982,4703886
hkg,1983,4788705
hkg,1984,4871853
hkg,1985,4959721
hkg,1986,5112486
hkg,1987,5343164
hkg,1988,5514838
hkg,1989,5647589
hkg,1990,5753523
hkg,1991,5844232
hkg,1992,5918031
hkg,1993,5983355
hkg,1994,6055086
hkg,1995,6140101
hkg,1996,6241810
hkg,1997,6356470
hkg,1998,6473836
hkg,1999,6579564
hkg,2000,6663654
hkg,2001,6722306
hkg,2002,6759491
hkg,2003,6782571
hkg,2004,6802597
hkg,2005,6827761
hkg,2006,6860376
hkg,2007,6898397
hkg,2008,6940323
hkg,2009,6983272
hkg,2010,7025221
hkg,2011,7065815
hkg,2012,7106399
hkg,2013,7148571
hkg,2014,7194563
hkg,2015,7245701
hkg,2016,7302843
hkg,2017,7364883
hkg,2018,7428887
hkg,2019,7490776
hkg,2020,7547652
hkg,2021,7598189
hnd,1960,128157
hnd,1961,135611
hnd,1962,143342
hnd,1963,151513
hnd,1964,160162
hnd,1965,169280
hnd,1966,178929
hnd,1967,189129
hnd,1968,199926
hnd,1969,211307
hnd,1970,223353
hnd,1971,236085
hnd,1972,249562
hnd,1973,263769
hnd,1974,278132
hnd,1975,291779
hnd,1976,306117
hnd,1977,321116
hnd,1978,336873
hnd,1979,353402
hnd,1980,370768
hnd,1981,388935
hnd,1982,408019
hnd,1983,428040
hnd,1984,449073
hnd,1985,471077
hnd,1986,494191
hnd,1987,518440
hnd,1988,542045
hnd,1989,556994
hnd,1990,572376
hnd,1991,588182
hnd,1992,604448
hnd,1993,621118
hnd,1994,638271
hnd,1995,655897
hnd,1996,674036
hnd,1997,692624
hnd,1998,711751
hnd,1999,731407
hnd,2000,751634
hnd,2001,772362
hnd,2002,798248
hnd,2003,825393
hnd,2004,853501
hnd,2005,882485
hnd,2006,912495
hnd,2007,943526
hnd,2008,975657
hnd,2009,1008789
hnd,2010,1043094
hnd,2011,1078566
hnd,2012,1115295
hnd,2013,1153169
hnd,2014,1192384
hnd,2015,1232933
hnd,2016,1274860
hnd,2017,1318213
hnd,2018,1363041
hnd,2019,1403162
hnd,2020,1444085
hnd,2021,1485300
hti,1960,247495
hti,1961,263273
hti,1962,280080
hti,1963,297961
hti,1964,317011
hti,1965,337220
hti,1966,358749
hti,1967,381652
hti,1968,406052
hti,1969,431938
hti,1970,459514
hti,1971,488850
hti,1972,510507
hti,1973,531082
hti,1974,552515
hti,1975,574813
hti,1976,598044
hti,1977,622146
hti,1978,647255
hti,1979,673377
hti,1980,700592
hti,1981,728826
