geo,time,ag_agr_trac_no
arg,2002,244320
arm,1992,14614
arm,1993,14000
arm,1994,13700
arm,1995,13350
arm,1996,13000
arm,1997,12700
arm,1998,12600
arm,1999,12513
arm,2000,13122
arm,2001,14214
arm,2002,14538
arm,2003,14219
arm,2004,14295
arm,2005,14331
arm,2006,14616
arm,2007,14720
arm,2008,14732
asm,1961,3
asm,1962,3
asm,1963,5
asm,1964,5
asm,1965,6
asm,1966,10
asm,1967,10
asm,1968,12
asm,1969,12
asm,1970,12
asm,1971,12
asm,1972,12
asm,1973,12
asm,1974,12
asm,1975,12
asm,1976,12
asm,1977,12
asm,1978,12
asm,1979,12
asm,1980,12
asm,1981,11
asm,1982,11
asm,1983,11
asm,1984,11
asm,1985,11
asm,1986,11
asm,1987,11
asm,1988,11
asm,1989,11
asm,1990,11
asm,1991,11
asm,1992,11
asm,1993,11
asm,1994,11
asm,1995,11
asm,1996,11
asm,1997,11
asm,1998,11
asm,1999,11
asm,2000,17
asm,2002,30
asm,2003,36
atg,1961,162
atg,1962,136
atg,1963,201
atg,1964,210
atg,1965,200
atg,1966,190
atg,1967,188
atg,1968,137
atg,1969,133
atg,1970,130
atg,1971,135
atg,1972,141
atg,1973,149
atg,1974,238
atg,1975,226
atg,1976,228
aus,1961,264069
aus,1962,271060
aus,1963,283748
aus,1964,295502
aus,1965,300859
aus,1966,314670
aus,1967,323982
aus,1968,323596
aus,1969,330034
aus,1970,326725
aus,1971,331417
aus,1972,333046
aus,1973,334448
aus,1974,332560
aut,1961,133773
aut,1962,147788
aut,1963,163499
aut,1964,177904
aut,1965,191731
aut,1966,206155
aut,1967,217863
aut,1968,229309
aut,1969,239486
aut,1970,248980
aut,1971,258684
aut,1972,268453
aut,1973,277631
aut,1974,284414
aut,1975,290000
aut,1976,294000
aut,1977,307637
aut,1978,313000
aut,1979,317900
aut,1980,320100
aut,1981,322300
aut,1982,326060
aut,1983,326060
aut,1984,326060
aut,1985,326060
aut,1986,326060
aut,1987,326060
aut,1988,351444
aut,1989,351444
aut,1990,338482
aut,1991,340000
aut,1992,341000
aut,1993,342816
aut,1994,345000
aut,1995,356018
aut,1996,355000
aut,1997,352375
aut,1998,344000
aut,1999,335728
aut,2000,335028
aut,2001,334328
aut,2002,333628
aut,2003,332928
aut,2004,332228
aut,2005,331528
aze,1992,33200
aze,1993,30800
aze,1994,29000
aze,1995,28675
aze,1996,28351
aze,1997,28026
aze,1998,27701
aze,1999,27377
aze,2000,27052
aze,2001,27058
aze,2002,27091
aze,2003,27099
aze,2004,27099
aze,2005,15462
aze,2006,18270
aze,2007,21071
aze,2008,21592
aze,2009,21542
bdi,1961,2
bdi,1962,2
bdi,1963,2
bdi,1964,2
bdi,1965,2
bdi,1966,2
bdi,1967,3
bdi,1968,3
bdi,1969,3
bdi,1970,4
bdi,1971,4
bdi,1972,3
bdi,1973,4
bdi,1974,5
bdi,1975,10
bdi,1976,15
bdi,1977,20
bdi,1978,80
bdi,1979,85
bdi,1980,90
bdi,1981,95
bdi,1982,100
bdi,1983,110
bdi,1984,120
bdi,1985,130
bdi,1986,140
bdi,1987,150
bdi,1988,160
bdi,1989,163
bdi,1990,163
bdi,1991,165
bdi,1992,170
bel,1961,48905
bel,1962,53507
bel,1963,58698
bel,1964,61620
bel,1965,65485
bel,1966,78684
bel,1967,85235
bel,1968,88928
bel,1969,97243
bel,1970,99009
bel,1971,97628
bel,1972,98397
bel,1973,100987
bel,1974,103059
bel,1975,104173
bel,1976,109817
bel,1977,109970
bel,1978,109706
bel,1979,113605
bel,1980,116603
bel,1981,116800
bel,1982,117000
bel,1983,117300
bel,1984,117500
bel,1985,117700
bel,1986,117925
bel,1987,117800
bel,1988,117677
bel,1989,117429
bel,1990,116684
bel,1991,116635
bel,1992,113480
bel,1993,112873
bel,1994,109789
bel,1995,109327
bel,1996,106314
bel,1997,107664
bel,1998,106070
bel,1999,104971
bel,2000,96271
bel,2001,96000
bel,2002,96000
bel,2003,95986
bel,2004,95498
bel,2005,95010
ben,1961,64
ben,1962,64
ben,1963,64
ben,1964,66
ben,1965,66
ben,1966,70
ben,1967,72
ben,1968,74
ben,1969,76
ben,1970,78
ben,1971,80
ben,1972,82
ben,1973,84
ben,1974,86
ben,1975,88
ben,1976,92
ben,1977,94
ben,1978,98
ben,1979,100
ben,1980,105
ben,1981,108
ben,1982,115
ben,1983,120
ben,1984,125
ben,1985,130
ben,1986,135
ben,1987,140
ben,1988,145
ben,1989,150
ben,1990,155
ben,1991,158
ben,1992,162
ben,1993,165
ben,1994,169
ben,1995,172
ben,1996,175
ben,1997,178
ben,1998,182
bfa,1961,29
bfa,1962,34
bfa,1963,34
bfa,1964,34
bfa,1965,35
bfa,1966,40
bfa,1967,45
bfa,1968,50
bfa,1969,55
bfa,1970,60
bfa,1971,65
bfa,1972,70
bfa,1973,75
bfa,1974,80
bfa,1975,85
bfa,1976,90
bfa,1977,95
bfa,1978,100
bfa,1979,110
bfa,1980,115
bfa,1981,120
bfa,1982,120
bfa,1983,120
bfa,1984,120
bfa,1985,120
bfa,1986,121
bfa,1987,423
bfa,1988,480
bfa,1989,660
bfa,1990,840
bfa,1991,1021
bfa,1992,1200
bfa,1993,1380
bfa,1994,1560
bfa,1995,1933
bgd,1961,750
bgd,1962,800
bgd,1963,850
bgd,1964,900
bgd,1965,950
bgd,1966,1000
bgd,1967,1100
bgd,1968,1300
bgd,1969,1500
bgd,1970,2072
bgd,1971,2270
bgd,1972,2470
bgd,1973,2660
bgd,1974,2860
bgd,1975,3050
bgd,1976,3250
bgd,1977,3454
bgd,1978,3500
bgd,1979,3500
bgd,1980,3500
bgd,1981,3350
bgd,1982,3200
bgd,1983,3075
bgd,1984,2950
bgd,1985,2800
bgd,1986,2700
bgd,1987,2580
bgd,1988,2450
bgd,1989,2300
bgd,1990,2180
bgd,1991,2050
bgd,1992,1925
bgd,1993,1800
bgd,1994,1675
bgd,1995,1550
bgd,1996,1400
bgd,1997,1300
bgd,1998,1200
bgd,1999,1080
bgd,2000,1000
bgd,2001,900
bgd,2002,800
bgd,2003,700
bgd,2004,450
bgd,2005,1555
bgd,2006,3000
bgr,1961,27701
bgr,1962,30749
bgr,1963,34566
bgr,1964,38887
bgr,1965,42040
bgr,1966,45062
bgr,1967,46892
bgr,1968,50788
bgr,1969,53005
bgr,1970,53618
bgr,1971,55270
bgr,1972,58000
bgr,1973,60000
bgr,1974,62000
bgr,1975,64689
bgr,1976,65513
bgr,1977,65020
bgr,1978,64417
bgr,1979,63445
bgr,1980,61968
bgr,1981,60522
bgr,1982,59584
bgr,1983,58251
bgr,1984,56700
bgr,1985,55161
bgr,1986,54180
bgr,1987,53640
bgr,1988,53679
bgr,1989,53653
bgr,1990,52375
bgr,1991,50399
bgr,1992,47411
bgr,1993,37431
bgr,1994,37750
bgr,1995,38300
bgr,1996,38850
bgr,1997,39400
bgr,1998,40000
bgr,1999,40898
bgr,2000,34709
bgr,2001,32602
bgr,2002,32071
bgr,2003,31606
bgr,2004,30962
bgr,2005,36252
bgr,2006,41046
bgr,2007,46259
bgr,2008,53100
bhr,1980,8
bhr,1981,8
bhr,1982,8
bhr,1983,8
bhr,1984,8
bhr,1985,8
bhr,1986,8
bhr,1987,9
bhr,1988,9
bhr,1989,9
bhr,1990,9
bhr,1991,9
bhr,1992,20
bhr,1993,22
bhr,1994,14
bhr,1995,14
bhr,1996,12
bhr,1997,11
bhr,1998,10
bhr,1999,12
bhr,2000,15
bhr,2001,17
bhr,2002,16
bhr,2003,13
bhr,2004,13
bhr,2005,10
bhr,2006,8
bhr,2007,5
bhs,1961,29
bhs,1962,32
bhs,1963,35
bhs,1964,38
bhs,1965,41
bhs,1966,44
bhs,1967,47
bhs,1968,50
bhs,1969,50
bhs,1970,53
bhs,1971,56
bhs,1972,59
bhs,1973,62
bhs,1974,65
bhs,1975,68
bhs,1976,71
bhs,1977,74
bhs,1978,77
bhs,1979,80
bhs,1980,83
bhs,1981,86
bhs,1982,89
bhs,1983,92
bhs,1984,95
bhs,1985,98
bhs,1986,101
bhs,1987,104
bhs,1988,107
bhs,1989,110
bhs,1990,113
bhs,1991,116
bhs,1992,119
bhs,1993,122
bhs,1994,125
bhs,1995,128
bhs,1996,98
bih,1992,20000
bih,1993,25000
bih,1994,29000
bih,1995,29000
bih,1996,29000
blr,1992,125900
blr,1993,123400
blr,1994,125691
blr,1995,115943
blr,1996,101800
blr,1997,96300
blr,1998,84600
blr,1999,78170
blr,2000,72902
blr,2001,66866
blr,2002,62303
blr,2003,58796
blr,2004,55330
blr,2005,53581
blr,2006,52613
blr,2007,50436
blr,2008,49517
blr,2009,48100
blz,1961,211
blz,1962,269
blz,1963,314
blz,1964,402
blz,1965,400
blz,1966,450
blz,1967,500
blz,1968,525
blz,1969,550
blz,1970,573
blz,1971,596
blz,1972,619
blz,1973,642
blz,1974,665
blz,1975,688
blz,1976,710
blz,1977,734
blz,1978,757
blz,1979,780
blz,1980,803
blz,1981,825
blz,1982,845
blz,1983,870
blz,1984,893
blz,1985,940
bmu,1961,40
bmu,1962,40
bmu,1963,40
bmu,1964,40
bmu,1965,45
bmu,1966,50
bmu,1967,52
bmu,1968,52
bmu,1969,52
bmu,1970,52
bmu,1971,50
bmu,1972,50
bmu,1973,45
bmu,1974,40
bmu,1975,36
bmu,1976,34
bmu,1977,35
bmu,1978,36
bmu,1979,37
bmu,1980,40
bmu,1981,40
bmu,1982,40
bmu,1983,40
bmu,1984,40
bmu,1985,40
bmu,1986,44
bmu,1987,48
bmu,1988,48
bmu,1989,47
bmu,1990,47
bmu,1991,48
bmu,1992,48
bmu,1993,48
bmu,1994,45
bmu,1995,45
bmu,1996,45
bmu,1997,45
bmu,1998,45
bol,1961,1300
bol,1962,1400
bol,1963,1500
bol,1964,1600
bol,1965,1700
bol,1966,1800
bol,1967,1900
bol,1968,2000
bol,1969,2100
bol,1970,2200
bol,1971,2300
bol,1972,2400
bol,1973,2600
bol,1974,2800
bol,1975,3000
bol,1976,3200
bol,1977,3400
bol,1978,3600
bol,1979,3800
bol,1980,4000
bol,1981,4200
bol,1982,4400
bol,1983,4500
bol,1984,4600
bol,1985,4750
bol,1986,4900
bol,1987,5000
bol,1988,5100
bol,1989,5100
bol,1990,5200
bol,1991,5300
bol,1992,5350
bol,1993,5350
bol,1994,5350
bol,1995,5500
bol,1996,5600
bol,1997,5700
bol,1998,5700
bol,1999,5700
bol,2000,6000
bra,1961,72000
bra,1962,82000
bra,1963,93000
bra,1964,103000
bra,1965,114000
bra,1966,124000
bra,1967,134500
bra,1968,145000
bra,1969,155400
bra,1970,165870
bra,1971,183500
bra,1972,201000
bra,1973,218500
bra,1974,236000
bra,1975,323113
bra,1976,350000
bra,1977,370000
bra,1978,428000
bra,1979,485000
bra,1980,545205
bra,1981,569000
bra,1982,593000
bra,1983,617000
bra,1984,641000
bra,1985,666309
bra,1986,678803
bra,1987,691297
bra,1988,703790
bra,1989,716285
bra,1990,728779
bra,1991,741272
bra,1992,753766
bra,1993,766260
bra,1994,778754
bra,1995,791248
bra,1996,803742
bra,1997,802173
bra,1998,800604
bra,1999,799035
bra,2000,797466
bra,2001,795898
bra,2002,794329
bra,2003,792760
bra,2004,791191
bra,2005,789622
bra,2006,788053
brb,1961,290
brb,1962,300
brb,1963,310
brb,1964,319
brb,1965,350
brb,1966,370
brb,1967,380
brb,1968,400
brb,1969,410
brb,1970,415
brb,1971,420
brb,1972,425
brb,1973,430
brb,1974,435
brb,1975,440
brb,1976,450
brb,1977,460
brb,1978,470
brb,1979,480
brb,1980,490
brb,1981,500
brb,1982,510
brb,1983,520
brb,1984,530
brb,1985,540
brb,1986,550
brb,1987,560
brb,1988,570
brb,1989,577
brn,1961,5
brn,1962,5
brn,1963,5
brn,1964,5
brn,1965,5
brn,1966,5
brn,1967,5
brn,1968,6
brn,1969,8
brn,1970,10
brn,1971,12
brn,1972,13
brn,1973,20
brn,1974,27
brn,1975,34
brn,1976,40
brn,1977,48
brn,1978,55
brn,1979,62
brn,1980,72
brn,1981,72
brn,1982,72
brn,1983,72
btn,1984,10
btn,1985,15
btn,1986,20
btn,1987,30
btn,1988,30
btn,1989,40
btn,1990,50
btn,1991,60
btn,1992,70
btn,1993,80
btn,1994,90
btn,1995,100
btn,1996,106
btn,1997,110
btn,1998,112
btn,1999,115
btn,2000,117
btn,2001,117
btn,2002,117
btn,2003,120
btn,2004,123
btn,2005,126
btn,2006,129
btn,2007,132
btn,2008,136
bwa,1961,550
bwa,1962,600
bwa,1963,700
bwa,1964,900
bwa,1965,1200
bwa,1966,1350
bwa,1967,1450
bwa,1968,1500
bwa,1969,1544
bwa,1970,1600
bwa,1971,1650
bwa,1972,1700
bwa,1973,1750
bwa,1974,1800
bwa,1975,1850
bwa,1976,1900
bwa,1977,1950
bwa,1978,2000
bwa,1979,2050
bwa,1980,2150
bwa,1981,2290
bwa,1982,2460
bwa,1983,2570
bwa,1984,2710
bwa,1985,2870
bwa,1986,3010
bwa,1987,3150
bwa,1988,4650
bwa,1989,5000
bwa,1990,5900
bwa,1991,4010
bwa,1992,3867
bwa,1993,3850
bwa,1994,3800
bwa,1995,3750
bwa,1996,3700
bwa,1997,3669
bwa,1998,3357
bwa,1999,3648
bwa,2000,2688
bwa,2001,3165
bwa,2002,3133
bwa,2003,2957
bwa,2004,3068
bwa,2005,2913
bwa,2006,2816
bwa,2007,2835
bwa,2008,3371
caf,1961,15
caf,1962,17
caf,1963,20
caf,1964,23
caf,1965,25
caf,1966,27
caf,1967,30
caf,1968,36
caf,1969,56
can,1961,549789
can,1962,558379
can,1963,567963
can,1964,577593
can,1965,586905
can,1966,597940
can,1967,597162
can,1968,596825
can,1969,596634
can,1970,596426
can,1971,596244
can,1972,605118
can,1973,615822
can,1974,617328
can,1975,625840
can,1976,634481
can,1977,645623
can,1978,656897
can,1979,657100
can,1980,657400
can,1981,657606
can,1982,672000
can,1983,686000
can,1984,700000
can,1985,714000
can,1986,728074
can,1987,742200
can,1988,756300
can,1989,770400
can,1990,750000
can,1991,734149
can,1992,730000
can,1993,725000
can,1994,720000
can,1995,715000
can,1996,711335
can,1997,715000
can,1998,719000
can,1999,724000
can,2000,729000
can,2001,732521
can,2002,732650
can,2003,732780
can,2004,732915
can,2005,733050
can,2006,733182
che,1961,53600
che,1962,55700
che,1963,57800
che,1964,59900
che,1965,62159
che,1966,64600
che,1967,67000
che,1968,69400
che,1969,71909
che,1970,74100
che,1971,76300
che,1972,78500
che,1973,80700
che,1974,82900
che,1975,85078
che,1976,87300
che,1977,89500
che,1978,91700
che,1979,93900
che,1980,96112
che,1981,97900
che,1982,99700
che,1983,101500
che,1984,103300
che,1985,104994
che,1986,106900
che,1987,108800
che,1988,110700
che,1989,112600
che,1990,114386
che,1991,114000
che,1992,113600
che,1993,113200
che,1994,112800
che,1995,112400
che,1996,112008
che,1997,111400
che,1998,110800
che,1999,110200
che,2000,109600
che,2001,109000
che,2002,108400
che,2003,107828
che,2004,107400
che,2005,107000
che,2006,106600
che,2007,106200
chl,1961,33550
chl,1962,33600
chl,1963,33650
chl,1964,33700
chl,1965,33750
chl,1966,33800
chl,1967,33850
chl,1968,33900
chl,1969,33950
chl,1970,34000
chl,1971,34050
chl,1972,34100
chl,1973,34150
chl,1974,34200
chl,1975,34300
chl,1976,34407
chl,1977,34400
chl,1978,34395
chl,1979,34385
chl,1980,34380
chl,1981,34370
chl,1982,34365
chl,1983,34360
chl,1984,34350
chl,1985,34340
chl,1986,37920
chl,1987,41270
chl,1988,37450
chl,1989,36620
chl,1990,35750
chl,1991,37570
chl,1992,39900
chl,1993,41710
chl,1994,41312
chl,1995,43201
chl,1996,44265
chl,1997,53710
chl,1998,53730
chl,1999,53750
chl,2000,53770
chl,2001,53790
chl,2002,53810
chl,2003,53830
chl,2004,53850
chl,2005,53870
chl,2006,53890
chl,2007,53915
chn,1961,52661
chn,1962,55360
chn,1963,59657
chn,1964,66290
chn,1965,73021
chn,1966,100432
chn,1967,125442
chn,1968,155602
chn,1969,180772
chn,1970,126440
chn,1971,151281
chn,1972,191220
chn,1973,235524
chn,1974,282282
chn,1975,346786
chn,1976,398946
chn,1977,469106
chn,1978,559638
chn,1979,669675
chn,1980,747900
chn,1981,796867
chn,1982,817857
chn,1983,847916
chn,1984,862078
chn,1985,861364
chn,1986,876470
chn,1987,891170
chn,1988,880859
chn,1989,858031
chn,1990,824113
chn,1991,795713
chn,1992,770629
chn,1993,734325
chn,1994,705723
chn,1995,685202
chn,1996,684290
chn,1997,703117
chn,1998,738526
chn,1999,798506
chn,2000,989139
civ,1961,78
civ,1962,300
civ,1963,450
civ,1964,460
civ,1965,705
civ,1966,940
civ,1967,940
civ,1968,1070
civ,1969,1231
civ,1970,1412
civ,1971,1500
civ,1972,1591
civ,1973,1840
civ,1974,2000
civ,1975,2150
civ,1976,2450
civ,1977,3000
civ,1978,3200
civ,1979,3500
civ,1980,3700
civ,1981,3950
civ,1982,4100
civ,1983,4180
civ,1984,4250
civ,1985,4300
civ,1986,4470
civ,1987,4540
civ,1988,4620
civ,1989,4700
civ,1990,4830
civ,1991,4900
civ,1992,5020
civ,1993,5130
civ,1994,5240
civ,1995,5330
civ,1996,5950
civ,1997,6800
civ,1998,7600
civ,1999,8250
civ,2000,8400
civ,2001,8981
cmr,1961,31
cmr,1962,31
cmr,1963,31
cmr,1964,31
cmr,1965,33
cmr,1966,60
cmr,1967,80
cmr,1968,100
cmr,1969,130
cmr,1970,150
cmr,1971,170
cmr,1972,200
cmr,1973,230
cmr,1974,250
cmr,1975,280
cmr,1976,300
cmr,1977,350
cmr,1978,449
cmr,1979,421
cmr,1980,572
cmr,1981,675
cmr,1982,700
cmr,1983,600
cmr,1984,600
cmr,1985,600
cmr,1986,500
cmr,1987,500
cmr,1988,500
cmr,1989,500
cmr,1990,508
cmr,1991,508
cod,1961,640
cod,1962,670
cod,1963,750
cod,1964,800
cod,1965,850
cod,1966,900
cod,1967,950
cod,1968,980
cod,1969,1020
cod,1970,1062
cod,1971,1062
cog,1961,151
cog,1962,194
cog,1963,215
cog,1964,246
cog,1965,408
cog,1966,450
cog,1967,514
cog,1968,547
cog,1969,602
cog,1970,618
cog,1971,638
cog,1972,642
cog,1973,646
cog,1974,647
col,1961,18241
col,1962,19251
col,1963,20380
col,1964,20125
col,1965,20535
col,1966,20800
col,1967,21147
col,1968,21542
col,1969,22157
col,1970,22713
col,1971,23469
col,1972,24051
col,1973,23800
col,1974,23753
col,1975,24187
col,1976,24621
col,1977,25594
col,1978,26500
col,1979,27500
col,1980,28423
col,1981,29500
col,1982,31000
col,1983,32000
col,1984,33066
col,1985,33450
col,1986,33757
col,1987,34232
col,1988,34200
col,1989,33000
col,1990,32000
col,1991,31000
col,1992,29000
col,1993,27000
col,1994,25000
col,1995,23000
col,1996,21000
col,1997,21000
cpv,1961,2
cpv,1962,2
cpv,1963,2
cpv,1964,3
cpv,1965,3
cpv,1966,3
cpv,1967,4
cpv,1968,4
cpv,1969,5
cpv,1970,5
cpv,1971,6
cpv,1972,6
cpv,1973,7
cpv,1974,7
cpv,1975,9
cpv,1976,9
cpv,1977,11
cpv,1978,11
cpv,1979,13
cpv,1980,13
cpv,1981,15
cpv,1982,15
cpv,1983,16
cpv,1984,18
cpv,1985,20
cpv,1986,22
cpv,1987,24
cpv,1988,26
cpv,1989,27
cpv,1990,29
cpv,1991,31
cpv,1992,33
cpv,1993,35
cpv,1994,37
cpv,1995,39
cpv,1996,41
cpv,1997,43
cpv,1998,45
cpv,1999,46
cpv,2000,48
cpv,2001,50
cpv,2002,52
cpv,2003,54
cpv,2004,56
cri,1961,3800
cri,1962,4200
cri,1963,4454
cri,1964,4500
cri,1965,4600
cri,1966,4700
cri,1967,4800
cri,1968,4900
cri,1969,5000
cri,1970,5100
cri,1971,5200
cri,1972,5300
cri,1973,5432
cub,1961,11000
cub,1962,15000
cub,1963,18000
cub,1964,20000
cub,1965,22000
cub,1966,24000
cub,1967,25000
cub,1968,26800
cub,1969,40000
cub,1970,51600
cub,1971,53701
cub,1972,47816
cub,1973,53496
cub,1974,52687
cub,1975,54851
cub,1976,49033
cub,1977,64423
cub,1978,66349
cub,1979,70374
cub,1980,68300
cub,1981,65943
cub,1982,66509
cub,1983,66262
cub,1984,65900
cub,1985,68585
cub,1986,73739
cub,1987,74403
cub,1988,74919
cub,1989,76783
cub,1990,76702
cub,1991,76620
cub,1992,76539
cub,1993,76457
cub,1994,76376
cub,1995,76295
cub,1996,76213
cub,1997,76132
cub,1998,76050
cub,1999,75968
cub,2000,75887
cub,2001,75806
cub,2002,75725
cub,2003,75643
cub,2004,75562
cub,2005,75480
cub,2006,75399
cub,2007,72602
cyp,1961,2880
cyp,1962,3600
cyp,1963,3990
cyp,1964,4574
cyp,1965,4718
cyp,1966,5648
cyp,1967,4919
cyp,1968,5699
cyp,1969,6193
cyp,1970,6182
cyp,1971,8056
cyp,1972,8801
cyp,1973,9176
cyp,1974,9110
cyp,1975,9045
cyp,1976,8980
cyp,1977,8915
cyp,1978,9476
cyp,1979,10036
cyp,1980,10597
cyp,1981,11158
cyp,1982,11719
cyp,1983,12279
cyp,1984,12840
cyp,1985,12099
cyp,1986,12588
cyp,1987,13100
cyp,1988,13600
cyp,1989,14100
cyp,1990,14600
cyp,1991,15000
cyp,1992,15400
cyp,1993,15900
cyp,1994,16500
cyp,1995,16600
cyp,1996,16800
cyp,1997,16900
cyp,1998,16036
cyp,1999,15172
cyp,2000,14309
cyp,2001,13445
cyp,2002,12581
cyp,2003,11717
cze,1993,83970
cze,1994,85025
cze,1995,86081
cze,1996,85000
cze,1997,84000
cze,1998,83000
cze,1999,79304
cze,2000,96716
cze,2001,94778
cze,2002,94440
cze,2003,91648
cze,2004,89350
cze,2005,87039
cze,2006,85426
cze,2007,83813
deu,1961,1027884
deu,1962,1099101
deu,1963,1164392
deu,1964,1224613
deu,1965,1288372
deu,1966,1347457
deu,1967,1395605
deu,1968,1437257
deu,1969,1485619
deu,1970,1504965
deu,1971,1542784
deu,1972,1555127
deu,1973,1561349
deu,1974,1566691
deu,1975,1577582
deu,1976,1579496
deu,1977,1590106
deu,1978,1596915
deu,1979,1608292
deu,1980,1613502
deu,1981,1614884
deu,1982,1621523
deu,1983,1635812
deu,1984,1638576
deu,1985,1641625
deu,1986,1644534
deu,1987,1634468
deu,1988,1616982
deu,1989,1594863
deu,1990,1567500
deu,1991,1500000
deu,1992,1321900
deu,1993,1300000
deu,1994,1261400
deu,1995,1215700
deu,1996,1190000
deu,1997,1116023
deu,1998,1072211
deu,1999,1030775
deu,2000,989487.5
dji,1961,4
dji,1962,4
dji,1963,4
dji,1964,4
dji,1965,4
dji,1966,4
dji,1967,4
dji,1968,4
dji,1969,5
dji,1970,5
dji,1971,5
dji,1972,5
dji,1973,5
dji,1974,5
dji,1975,5
dji,1976,5
dji,1977,6
dji,1978,6
dji,1979,6
dji,1980,6
dji,1981,6
dji,1982,6
dji,1983,6
dji,1984,6
dji,1985,6
dji,1986,6
dji,1987,8
dji,1988,8
dji,1989,8
dji,1990,8
dji,1991,8
dji,1992,8
dji,1993,8
dji,1994,8
dji,1995,8
dji,1996,8
dji,1997,8
dji,1998,8
dji,1999,8
dji,2000,8
dji,2001,8
dji,2002,8
dji,2003,8
dji,2004,6
dji,2005,6
dji,2006,6
dma,1961,28
dma,1962,32
dma,1963,32
dma,1964,36
dma,1965,42
dma,1966,48
dma,1967,54
dma,1968,54
dnk,1961,128865
dnk,1962,136712
dnk,1963,145839
dnk,1964,156344
dnk,1965,161734
dnk,1966,166291
dnk,1967,171380
dnk,1968,173735
dnk,1969,173853
dnk,1970,174639
dnk,1971,173000
dnk,1972,172844
dnk,1973,178772
dnk,1974,182660
dnk,1975,185000
dnk,1976,182618
dnk,1977,191331
dnk,1978,189913
dnk,1979,189746
dnk,1980,189426
dnk,1981,181349
dnk,1982,183135
dnk,1983,176000
dnk,1984,169711
dnk,1985,166314
dnk,1986,168574
dnk,1987,164949
dnk,1988,167773
dnk,1989,165908
dnk,1990,162555
dnk,1991,160387
dnk,1992,155031
dnk,1993,154648
dnk,1994,146573
dnk,1995,151080
dnk,1996,139619
dnk,1997,141293
dnk,1998,130000
dnk,1999,129377
dnk,2000,123221
dnk,2001,121255
dnk,2002,119290
dnk,2003,117325
dnk,2004,115360
dnk,2005,113402
dom,1961,1770
dom,1962,1790
dom,1963,1810
dom,1964,1830
dom,1965,1850
dom,1966,1870
dom,1967,1890
dom,1968,1910
