geo,time,dc_dac_grcl_cd
bih,2012,439999.99762
bih,2013,150000.00596
bih,2014,280000.00119
bih,2015,100000.00149
bih,2016,19999.99955
bih,2017,19999.99955
bih,2018,9999.99978
bih,2019,9999.99978
blr,1998,70000.0003
blr,1999,29999.99933
blr,2000,70000.0003
blr,2002,9999.99978
blr,2003,29999.99933
blr,2004,50000.00075
blr,2005,259999.99046
blr,2006,50000.00075
blr,2007,140000.0006
blr,2008,300000.01192
blr,2009,140000.0006
blr,2010,109999.9994
blr,2011,170000.00179
blr,2012,150000.00596
blr,2013,419999.98689
blr,2014,439999.99762
blr,2015,360000.01431
blr,2016,9999.99978
blr,2018,0
blr,2019,0
blz,2006,9999.99978
blz,2007,39999.99911
bol,2007,9999.99978
bol,2009,9999.99978
bol,2010,9999.99978
bol,2011,9999.99978
bol,2012,9999.99978
bol,2013,0
bol,2014,9999.99978
bra,1997,9999.99978
bra,1998,19999.99955
bra,1999,9999.99978
bra,2002,9999.99978
bra,2003,70000.0003
bra,2004,90000.00358
bra,2005,990000.00954
bra,2006,670000.01669
bra,2007,1230000.01907
bra,2008,490000.00954
bra,2009,509999.99046
bra,2010,449999.98808
bra,2011,449999.98808
bra,2012,259999.99046
bra,2013,59999.99866
bra,2014,70000.0003
bra,2015,29999.99933
bra,2016,9999.99978
bra,2017,19999.99955
bra,2018,0
brb,2006,9999.99978
brb,2007,39999.99911
btn,2007,39999.99911
bwa,2005,29999.99933
bwa,2008,59999.99866
caf,1999,9999.99978
caf,2000,9999.99978
caf,2001,9999.99978
caf,2005,39999.99911
caf,2006,9999.99978
caf,2007,79999.99821
caf,2008,189999.99762
caf,2010,9999.99978
caf,2014,70000.0003
caf,2015,9999.99978
caf,2016,9999.99978
caf,2017,9999.99978
chl,1998,90000.00358
chl,2003,9999.99978
chl,2004,9999.99978
chl,2005,29999.99933
chl,2006,39999.99911
chl,2007,50000.00075
chl,2008,159999.99642
chl,2009,170000.00179
chl,2010,409999.99642
chl,2011,159999.99642
chl,2012,109999.9994
chl,2013,19999.99955
chl,2014,39999.99911
chl,2015,19999.99955
chl,2016,19999.99955
chl,2017,0
chn,1996,50000.00075
chn,1997,39999.99911
chn,1998,170000.00179
chn,1999,50000.00075
chn,2000,50000.00075
chn,2001,90000.00358
chn,2002,159999.99642
chn,2003,600000.02384
chn,2004,270000.01073
chn,2005,400000.00596
chn,2006,330000.01311
chn,2007,509999.99046
chn,2008,7719999.79019
chn,2009,790000.02146
chn,2010,579999.98331
chn,2011,519999.98093
chn,2012,449999.98808
chn,2013,39999.99911
chn,2014,90000.00358
chn,2015,39999.99911
chn,2016,0
chn,2017,0
chn,2018,19999.99955
chn,2019,19999.99955
civ,1996,19999.99955
civ,1997,250000
civ,1998,189999.99762
civ,1999,150000.00596
civ,2000,150000.00596
civ,2001,140000.0006
civ,2002,29999.99933
civ,2003,230000.00417
civ,2004,660000.02623
civ,2005,100000.00149
civ,2006,259999.99046
civ,2007,490000.00954
civ,2008,90000.00358
civ,2009,150000.00596
civ,2010,19999.99955
civ,2011,29999.99933
civ,2012,19999.99955
civ,2013,9999.99978
civ,2014,9999.99978
civ,2015,9999.99978
cmr,1996,100000.00149
cmr,1997,19999.99955
cmr,1998,100000.00149
cmr,1999,39999.99911
cmr,2000,39999.99911
cmr,2001,90000.00358
cmr,2002,100000.00149
cmr,2003,109999.9994
cmr,2004,129999.99523
cmr,2005,270000.01073
cmr,2006,310000.00238
cmr,2007,159999.99642
cmr,2008,360000.01431
cmr,2009,270000.01073
cmr,2010,159999.99642
cmr,2011,150000.00596
cmr,2012,129999.99523
cmr,2013,140000.0006
cmr,2014,129999.99523
cmr,2015,100000.00149
cmr,2019,0
cod,1996,50000.00075
cod,1997,29999.99933
cod,1998,39999.99911
cod,1999,129999.99523
cod,2000,70000.0003
cod,2001,70000.0003
cod,2002,70000.0003
cod,2003,150000.00596
cod,2004,319999.99285
cod,2005,349999.99404
cod,2006,2539999.96185
cod,2007,1000000
cod,2008,1970000.02861
cod,2009,2029999.97139
cod,2010,1139999.98569
cod,2011,1000000
cod,2012,639999.98569
cod,2013,639999.98569
cod,2014,829999.98331
cod,2015,600000.02384
cod,2016,109999.9994
cod,2017,129999.99523
cod,2018,70000.0003
cod,2019,19999.99955
cog,1996,29999.99933
cog,1997,70000.0003
cog,1998,250000
cog,1999,59999.99866
cog,2000,109999.9994
cog,2001,19999.99955
cog,2002,180000.00715
cog,2003,180000.00715
cog,2004,509999.99046
cog,2005,629999.99523
cog,2006,230000.00417
cog,2007,500000
cog,2008,800000.01192
cog,2009,629999.99523
cog,2010,579999.98331
cog,2011,360000.01431
cog,2012,270000.01073
cog,2013,189999.99762
cog,2014,250000
cog,2015,230000.00417
cog,2016,9999.99978
cog,2017,9999.99978
cog,2019,79999.99821
col,1998,119999.99732
col,1999,119999.99732
col,2002,9999.99978
col,2003,9999.99978
col,2004,9999.99978
col,2005,9999.99978
col,2007,39999.99911
col,2008,50000.00075
col,2009,79999.99821
col,2010,79999.99821
col,2011,79999.99821
col,2012,79999.99821
col,2013,19999.99955
col,2014,19999.99955
col,2015,19999.99955
col,2019,0
com,2006,9999.99978
com,2007,39999.99911
com,2008,9999.99978
cpv,2006,9999.99978
cpv,2007,39999.99911
cpv,2008,19999.99955
cpv,2011,9999.99978
cpv,2012,9999.99978
cpv,2014,9999.99978
cpv,2015,0
cpv,2016,0
cpv,2017,0
cpv,2018,9999.99978
cri,2003,9999.99978
cri,2004,9999.99978
cri,2005,9999.99978
cri,2007,19999.99955
cri,2008,29999.99933
cri,2009,19999.99955
cri,2011,9999.99978
cri,2012,9999.99978
cub,1996,19999.99955
cub,1997,50000.00075
cub,1998,150000.00596
cub,1999,19999.99955
cub,2000,70000.0003
cub,2001,9999.99978
cub,2002,100000.00149
cub,2003,29999.99933
cub,2004,129999.99523
cub,2006,90000.00358
cub,2007,90000.00358
cub,2008,50000.00075
cub,2009,50000.00075
cub,2010,39999.99911
cub,2011,50000.00075
cub,2012,50000.00075
cub,2013,19999.99955
cub,2014,19999.99955
cub,2015,9999.99978
cub,2016,0
cub,2017,0
cyp,1996,990000.00954
cyp,1997,779999.97139
cyp,1998,889999.98569
cyp,1999,490000.00954
cyp,2000,839999.97377
cyp,2001,90000.00358
cyp,2002,239999.99464
cyp,2003,469999.99881
cyp,2004,259999.99046
cze,1997,19999.99955
cze,1998,150000.00596
cze,1999,109999.9994
cze,2000,9999.99978
cze,2001,9999.99978
cze,2002,100000.00149
cze,2003,19999.99955
cze,2004,39999.99911
dji,1998,19999.99955
dji,2005,59999.99866
dji,2006,79999.99821
dji,2008,90000.00358
dji,2009,529999.97139
dji,2010,9999.99978
dji,2011,19999.99955
dji,2012,19999.99955
dji,2014,9999.99978
dji,2015,0
dma,2006,9999.99978
dma,2007,50000.00075
dma,2008,9999.99978
dom,2006,9999.99978
dom,2007,50000.00075
dom,2008,9999.99978
dom,2009,19999.99955
dom,2010,9999.99978
dza,1997,50000.00075
dza,1998,150000.00596
dza,1999,9999.99978
dza,2000,9999.99978
dza,2002,50000.00075
dza,2003,259999.99046
dza,2004,289999.99166
dza,2005,19999.99955
dza,2006,29999.99933
dza,2007,39999.99911
dza,2008,140000.0006
dza,2009,129999.99523
dza,2010,70000.0003
dza,2011,70000.0003
dza,2012,59999.99866
dza,2013,19999.99955
dza,2014,170000.00179
dza,2015,140000.0006
dza,2016,140000.0006
dza,2017,100000.00149
dza,2018,90000.00358
ecu,1997,50000.00075
ecu,1998,59999.99866
egy,1996,19999.99955
egy,1997,370000.00477
egy,1998,1509999.99046
egy,1999,819999.99285
egy,2000,730000.01907
egy,2001,409999.99642
egy,2002,300000.01192
egy,2003,3559999.94278
egy,2004,1100000.02384
egy,2005,3740000.00954
egy,2006,3269999.98093
egy,2007,6940000.05722
egy,2008,12750000
egy,2009,14300000.19073
egy,2010,9109999.65668
egy,2011,8399999.61853
egy,2012,1950000.04768
egy,2013,689999.99762
egy,2014,730000.01907
egy,2015,490000.00954
egy,2016,239999.99464
egy,2017,289999.99166
egy,2018,389999.98569
egy,2019,400000.00596
eri,1996,2769999.98093
eri,1997,9999.99978
eri,1999,9999.99978
eri,2000,50000.00075
eri,2004,779999.97139
eri,2005,699999.98808
eri,2006,699999.98808
eri,2007,50000.00075
eri,2008,129999.99523
eri,2009,9999.99978
eri,2010,9999.99978
eri,2011,19999.99955
est,1997,9999.99978
est,1999,9999.99978
est,2000,9999.99978
est,2002,9999.99978
est,2003,19999.99955
est,2004,9999.99978
eth,1996,2819999.93324
eth,1997,109999.9994
eth,1998,239999.99464
eth,1999,159999.99642
eth,2000,1190000.05722
eth,2001,550000.01192
eth,2002,230000.00417
eth,2003,419999.98689
eth,2004,1590000.03338
eth,2005,1490000.00954
eth,2006,1169999.95708
eth,2007,2430000.06676
eth,2008,3109999.8951
eth,2009,2230000.01907
eth,2010,1389999.98569
eth,2011,1100000.02384
eth,2012,850000.02384
eth,2013,90000.00358
eth,2014,90000.00358
eth,2015,70000.0003
eth,2016,9999.99978
eth,2017,50000.00075
eth,2018,70000.0003
eth,2019,79999.99821
fji,2004,79999.99821
fji,2006,9999.99978
fji,2007,39999.99911
fsm,2005,9999.99978
fsm,2006,9999.99978
fsm,2007,39999.99911
gab,1999,9999.99978
geo,1996,670000.01669
geo,1997,620000.00477
geo,1998,3930000.06676
geo,1999,889999.98569
geo,2000,1500000
geo,2001,389999.98569
geo,2002,2440000.05722
geo,2003,5199999.80927
geo,2004,4630000.11444
geo,2005,2130000.11444
geo,2006,2200000.04768
geo,2007,3430000.06676
geo,2008,4469999.79019
geo,2009,3710000.03815
geo,2010,1700000.04768
geo,2011,1659999.96662
geo,2012,1379999.99523
geo,2013,419999.98689
geo,2014,379999.99523
geo,2015,330000.01311
geo,2016,19999.99955
geo,2017,19999.99955
geo,2018,39999.99911
geo,2019,50000.00075
gha,1998,29999.99933
gha,2002,39999.99911
gha,2004,29999.99933
gha,2005,370000.00477
gha,2006,9999.99978
gha,2007,159999.99642
gha,2008,140000.0006
gha,2009,119999.99732
gha,2010,59999.99866
gha,2011,79999.99821
gha,2012,79999.99821
gha,2017,9999.99978
gha,2018,19999.99955
gha,2019,9999.99978
gin,2009,9999.99978
gin,2011,9999.99978
gin,2012,9999.99978
gin,2014,9999.99978
gmb,2003,9999.99978
gmb,2004,9999.99978
gmb,2005,29999.99933
gmb,2006,19999.99955
gmb,2007,9999.99978
gmb,2008,90000.00358
gmb,2009,19999.99955
gmb,2010,19999.99955
gmb,2011,19999.99955
gmb,2012,19999.99955
gmb,2013,9999.99978
gmb,2014,19999.99955
gmb,2015,0
gnb,1998,39999.99911
gnb,2006,9999.99978
gnb,2007,39999.99911
gnb,2008,19999.99955
gnb,2009,9999.99978
gnb,2010,9999.99978
gnb,2011,9999.99978
gnb,2012,9999.99978
gnb,2013,0
gnb,2014,19999.99955
gnq,2000,9999.99978
gnq,2002,9999.99978
gnq,2003,9999.99978
gnq,2004,9999.99978
gnq,2005,9999.99978
gnq,2006,9999.99978
gnq,2008,9999.99978
gnq,2010,9999.99978
gnq,2011,9999.99978
gnq,2012,9999.99978
gnq,2013,9999.99978
grd,2004,100000.00149
grd,2006,9999.99978
grd,2007,39999.99911
gtm,1998,29999.99933
gtm,2005,39999.99911
gtm,2009,70000.0003
guy,2003,29999.99933
guy,2006,9999.99978
guy,2007,39999.99911
hnd,1998,90000.00358
hnd,1999,29999.99933
hnd,2004,9999.99978
hnd,2005,9999.99978
hnd,2007,9999.99978
hnd,2008,50000.00075
hnd,2009,9999.99978
hnd,2010,9999.99978
hrv,1997,59999.99866
hrv,1998,39999.99911
hrv,1999,150000.00596
hrv,2000,119999.99732
hrv,2001,50000.00075
hrv,2002,19999.99955
hrv,2003,250000
hrv,2004,79999.99821
hrv,2005,270000.01073
hrv,2006,119999.99732
hrv,2007,209999.99344
hrv,2008,200000.00298
hrv,2009,340000.00358
hrv,2010,209999.99344
hti,2004,119999.99732
hti,2006,9999.99978
hti,2007,50000.00075
hti,2008,370000.00477
hti,2009,50000.00075
hti,2010,720000.02861
hti,2011,9999.99978
hti,2012,9999.99978
hun,1996,9999.99978
hun,1997,29999.99933
hun,1998,209999.99344
hun,1999,140000.0006
hun,2000,39999.99911
hun,2001,9999.99978
hun,2002,19999.99955
hun,2003,9999.99978
hun,2004,39999.99911
idn,1998,70000.0003
idn,1999,29999.99933
idn,2002,9999.99978
idn,2003,9999.99978
idn,2005,170000.00179
idn,2006,569999.99285
idn,2007,90000.00358
idn,2008,50000.00075
idn,2009,79999.99821
idn,2010,70000.0003
idn,2011,29999.99933
idn,2012,29999.99933
idn,2014,0
ind,1997,9999.99978
ind,1998,109999.9994
ind,1999,39999.99911
ind,2000,119999.99732
ind,2001,1230000.01907
ind,2002,19999.99955
ind,2003,180000.00715
ind,2004,9999.99978
ind,2005,9999.99978
ind,2006,39999.99911
ind,2007,140000.0006
ind,2008,170000.00179
ind,2009,159999.99642
ind,2010,100000.00149
ind,2011,209999.99344
ind,2012,180000.00715
ind,2013,29999.99933
ind,2014,9999.99978
ind,2015,19999.99955
ind,2016,0
ind,2017,0
ind,2018,9999.99978
ind,2019,0
irn,1997,159999.99642
irn,1998,360000.01431
irn,1999,259999.99046
irn,2000,90000.00358
irn,2001,100000.00149
irn,2002,270000.01073
irn,2003,550000.01192
irn,2004,1340000.03338
irn,2005,569999.99285
irn,2006,379999.99523
irn,2007,879999.99523
irn,2008,1230000.01907
irn,2009,790000.02146
irn,2010,649999.97616
irn,2011,769999.98093
irn,2012,699999.98808
irn,2013,589999.97377
irn,2014,680000.00715
irn,2015,490000.00954
irn,2016,29999.99933
irn,2017,39999.99911
irn,2018,9999.99978
irn,2019,29999.99933
irq,1996,100000.00149
irq,1997,180000.00715
irq,1998,79999.99821
irq,1999,29999.99933
irq,2000,50000.00075
irq,2002,39999.99911
irq,2003,5469999.79019
irq,2004,5829999.92371
irq,2005,5880000.11444
irq,2006,519999.98093
irq,2007,1440000.05722
irq,2008,1649999.97616
irq,2009,2079999.92371
irq,2010,620000.00477
irq,2011,550000.01192
irq,2012,519999.98093
irq,2013,79999.99821
irq,2014,170000.00179
irq,2015,59999.99866
irq,2016,0
irq,2017,19999.99955
irq,2018,9999.99978
irq,2019,19999.99955
isr,1996,29999.99933
isr,1997,90000.00358
isr,1998,109999.9994
isr,1999,250000
isr,2000,310000.00238
isr,2001,70000.0003
isr,2002,230000.00417
isr,2003,469999.99881
isr,2004,170000.00179
jam,2005,19999.99955
jam,2006,9999.99978
jam,2007,39999.99911
jor,1996,140000.0006
jor,1997,769999.98093
jor,1998,280000.00119
jor,1999,159999.99642
jor,2000,180000.00715
jor,2001,150000.00596
jor,2002,159999.99642
jor,2003,1850000.02384
jor,2004,2460000.03815
jor,2005,1389999.98569
jor,2006,1379999.99523
jor,2007,4869999.88556
jor,2008,3099999.90463
jor,2009,4469999.79019
jor,2010,2549999.95232
jor,2011,1960000.03815
jor,2012,1740000.00954
jor,2013,209999.99344
jor,2014,349999.99404
jor,2015,170000.00179
jor,2016,39999.99911
jor,2017,59999.99866
jor,2018,59999.99866
jor,2019,59999.99866
kaz,1996,50000.00075
kaz,1997,79999.99821
kaz,1998,140000.0006
kaz,1999,100000.00149
kaz,2000,90000.00358
kaz,2001,9999.99978
kaz,2002,129999.99523
kaz,2003,289999.99166
kaz,2004,259999.99046
kaz,2005,219999.99881
kaz,2006,150000.00596
kaz,2007,360000.01431
kaz,2008,529999.97139
kaz,2009,430000.00715
kaz,2010,430000.00715
kaz,2011,259999.99046
kaz,2012,150000.00596
kaz,2013,50000.00075
kaz,2014,50000.00075
kaz,2015,50000.00075
kaz,2016,0
kaz,2017,0
kaz,2018,0
kaz,2019,0
ken,1996,39999.99911
ken,1997,19999.99955
ken,1998,469999.99881
ken,1999,70000.0003
ken,2000,19999.99955
ken,2001,90000.00358
ken,2002,180000.00715
ken,2003,250000
ken,2004,180000.00715
ken,2005,170000.00179
ken,2006,180000.00715
ken,2007,469999.99881
ken,2008,1200000.04768
ken,2009,939999.99762
ken,2010,389999.98569
ken,2011,319999.99285
ken,2012,330000.01311
ken,2013,19999.99955
ken,2014,39999.99911
ken,2015,29999.99933
ken,2016,9999.99978
ken,2017,9999.99978
ken,2018,9999.99978
ken,2019,19999.99955
kgz,2004,39999.99911
kgz,2005,140000.0006
kgz,2006,9999.99978
kgz,2007,59999.99866
kgz,2008,129999.99523
kgz,2009,140000.0006
kgz,2010,70000.0003
kgz,2011,79999.99821
kgz,2012,79999.99821
kgz,2013,29999.99933
kgz,2014,39999.99911
kgz,2015,29999.99933
kgz,2016,0
kgz,2017,0
khm,2007,9999.99978
khm,2008,29999.99933
khm,2009,19999.99955
khm,2013,19999.99955
khm,2014,19999.99955
khm,2015,9999.99978
kir,2005,19999.99955
kir,2006,9999.99978
kir,2007,39999.99911
kna,2005,39999.99911
kna,2006,9999.99978
kna,2007,39999.99911
kor,1998,19999.99955
kor,1999,9999.99978
kor,2002,9999.99978
kor,2003,150000.00596
kor,2004,70000.0003
kos,2009,32759998.32153
kos,2010,29999.99933
kos,2011,29999.99933
kos,2012,310000.00238
kos,2013,239999.99464
kos,2014,239999.99464
kos,2018,0
kos,2019,0
lao,2008,29999.99933
lbn,1996,340000.00358
lbn,1997,379999.99523
lbn,1998,730000.01907
lbn,1999,310000.00238
lbn,2000,2680000.06676
lbn,2001,660000.02623
lbn,2002,1470000.02861
lbn,2003,3769999.98093
lbn,2004,2880000.11444
lbn,2005,1340000.03338
lbn,2006,12449999.80927
lbn,2007,4960000.03815
lbn,2008,3849999.90463
lbn,2009,2859999.8951
lbn,2010,1120000.00477
lbn,2011,980000.01907
lbn,2012,810000.00238
lbn,2013,109999.9994
lbn,2014,100000.00149
lbn,2015,39999.99911
lbn,2016,79999.99821
lbn,2017,109999.9994
lbn,2018,140000.0006
lbn,2019,100000.00149
lbr,2003,159999.99642
lbr,2004,159999.99642
lbr,2005,29999.99933
lbr,2006,70000.0003
lbr,2008,90000.00358
lbr,2009,29999.99933
lbr,2010,9999.99978
lbr,2011,9999.99978
lbr,2012,9999.99978
lby,1997,9999.99978
lby,1998,19999.99955
lby,1999,19999.99955
lby,2000,19999.99955
lby,2002,19999.99955
lby,2003,19999.99955
lby,2004,79999.99821
lby,2005,319999.99285
lby,2006,379999.99523
lby,2007,529999.97139
lby,2008,990000.00954
lby,2009,660000.02623
lby,2010,430000.00715
lby,2011,1529999.97139
lby,2012,170000.00179
lby,2013,50000.00075
lby,2014,50000.00075
lby,2015,39999.99911
lby,2016,0
lca,2006,9999.99978
lca,2007,39999.99911
lka,1997,9999.99978
lka,1998,9999.99978
lka,2004,159999.99642
lka,2005,4619999.88556
lka,2006,2450000.04768
lka,2007,3980000.01907
lka,2008,1840000.03338
lka,2009,29999.99933
lka,2010,200000.00298
lka,2011,9999.99978
lka,2012,9999.99978
lka,2013,9999.99978
lka,2014,9999.99978
lka,2015,0
lka,2016,0
lso,2008,59999.99866
ltu,1997,9999.99978
ltu,1998,9999.99978
ltu,1999,19999.99955
ltu,2000,9999.99978
ltu,2001,9999.99978
ltu,2002,9999.99978
ltu,2003,9999.99978
ltu,2004,9999.99978
lva,1997,9999.99978
lva,1999,9999.99978
lva,2000,9999.99978
lva,2001,19999.99955
lva,2002,39999.99911
lva,2003,19999.99955
lva,2004,39999.99911
mar,1997,209999.99344
mar,1998,330000.01311
mar,1999,140000.0006
mar,2000,170000.00179
mar,2001,19999.99955
mar,2002,100000.00149
mar,2003,209999.99344
mar,2004,250000
mar,2005,100000.00149
mar,2006,79999.99821
mar,2007,209999.99344
mar,2008,270000.01073
mar,2009,280000.00119
mar,2010,170000.00179
mar,2011,159999.99642
mar,2012,550000.01192
mar,2013,50000.00075
mar,2014,39999.99911
mar,2015,70000.0003
mar,2016,9999.99978
mar,2017,0
mar,2018,19999.99955
mar,2019,0
mda,1996,9999.99978
mda,1997,259999.99046
mda,1998,980000.01907
mda,1999,230000.00417
mda,2000,460000.00834
mda,2001,270000.01073
mda,2002,310000.00238
mda,2003,1669999.95708
mda,2004,2089999.91417
mda,2005,1590000.03338
mda,2006,2509999.99046
mda,2007,2940000.05722
mda,2008,2109999.8951
mda,2009,1799999.95232
mda,2010,1210000.03815
mda,2011,1700000.04768
mda,2012,1389999.98569
mda,2013,490000.00954
mda,2014,569999.99285
mda,2015,439999.99762
mda,2016,39999.99911
mda,2017,50000.00075
mda,2018,29999.99933
mda,2019,19999.99955
mdg,1998,550000.01192
mdg,2002,19999.99955
mdg,2003,19999.99955
mdg,2007,119999.99732
mdg,2008,200000.00298
mdg,2009,109999.9994
mdg,2010,79999.99821
mdg,2011,79999.99821
mdg,2012,70000.0003
mdv,2005,189999.99762
mdv,2006,9999.99978
mdv,2007,50000.00075
mdv,2008,19999.99955
mdv,2009,19999.99955
mdv,2010,9999.99978
mdv,2011,19999.99955
mdv,2012,9999.99978
mdv,2014,9999.99978
mdv,2015,0
mdv,2018,0
mdv,2019,0
mex,1997,9999.99978
mex,1998,19999.99955
mex,1999,70000.0003
mex,2000,19999.99955
mex,2002,9999.99978
mex,2003,219999.99881
mex,2004,29999.99933
mex,2005,70000.0003
mex,2006,79999.99821
mex,2007,79999.99821
mex,2008,70000.0003
mex,2009,200000.00298
mex,2010,119999.99732
mex,2011,119999.99732
mex,2012,59999.99866
mex,2013,50000.00075
mex,2014,29999.99933
mex,2015,39999.99911
mex,2016,19999.99955
mex,2017,19999.99955
mex,2018,0
mex,2019,0
mhl,2005,9999.99978
mhl,2006,9999.99978
mhl,2007,39999.99911
mkd,1996,140000.0006
mkd,1997,230000.00417
mkd,1998,310000.00238
mkd,1999,1889999.98569
mkd,2000,1379999.99523
mkd,2001,2750000
mkd,2002,46779998.7793
mkd,2003,1889999.98569
mkd,2004,1779999.97139
mkd,2005,3690000.05722
mkd,2006,1679999.94755
mkd,2007,2059999.94278
mkd,2008,1509999.99046
mkd,2009,1970000.02861
mkd,2010,889999.98569
mkd,2011,569999.99285
mkd,2012,449999.98808
mkd,2013,250000
mkd,2014,310000.00238
mkd,2015,250000
mkd,2016,50000.00075
mkd,2017,59999.99866
mkd,2018,79999.99821
mkd,2019,79999.99821
mli,2004,9999.99978
mli,2005,70000.0003
mli,2006,9999.99978
mli,2007,9999.99978
mli,2008,9999.99978
mli,2009,9999.99978
mli,2010,9999.99978
mli,2014,70000.0003
mlt,1997,9999.99978
mlt,2000,189999.99762
mlt,2003,9999.99978
mmr,2008,2250000
mne,2006,1330000.04292
mne,2007,150000.00596
mne,2008,250000
mne,2009,600000.02384
mne,2010,330000.01311
mne,2011,159999.99642
mne,2012,230000.00417
mne,2013,289999.99166
mne,2014,340000.00358
mne,2015,250000
