geo,time,sp_pop_totl
ago,1986,10320116
ago,1987,10689247
ago,1988,11068051
ago,1989,11454784
ago,1990,11848385
ago,1991,12248901
ago,1992,12657361
ago,1993,13075044
ago,1994,13503753
ago,1995,13945205
ago,1996,14400722
ago,1997,14871572
ago,1998,15359600
ago,1999,15866871
ago,2000,16395477
ago,2001,16945753
ago,2002,17519418
ago,2003,18121477
ago,2004,18758138
ago,2005,19433604
ago,2006,20149905
ago,2007,20905360
ago,2008,21695636
ago,2009,22514275
ago,2010,23356247
ago,2011,24220660
ago,2012,25107925
ago,2013,26015786
ago,2014,26941773
ago,2015,27884380
ago,2016,28842482
ago,2017,29816769
ago,2018,30809787
ago,2019,31825299
ago,2020,32866268
alb,1960,1608800
alb,1961,1659800
alb,1962,1711319
alb,1963,1762621
alb,1964,1814135
alb,1965,1864791
alb,1966,1914573
alb,1967,1965598
alb,1968,2022272
alb,1969,2081695
alb,1970,2135479
alb,1971,2187853
alb,1972,2243126
alb,1973,2296752
alb,1974,2350124
alb,1975,2404831
alb,1976,2458526
alb,1977,2513546
alb,1978,2566266
alb,1979,2617832
alb,1980,2671997
alb,1981,2726056
alb,1982,2784278
alb,1983,2843960
alb,1984,2904429
alb,1985,2964762
alb,1986,3022635
alb,1987,3083605
alb,1988,3142336
alb,1989,3227943
alb,1990,3286542
alb,1991,3266790
alb,1992,3247039
alb,1993,3227287
alb,1994,3207536
alb,1995,3187784
alb,1996,3168033
alb,1997,3148281
alb,1998,3128530
alb,1999,3108778
alb,2000,3089027
alb,2001,3060173
alb,2002,3051010
alb,2003,3039616
alb,2004,3026939
alb,2005,3011487
alb,2006,2992547
alb,2007,2970017
alb,2008,2947314
alb,2009,2927519
alb,2010,2913021
alb,2011,2905195
alb,2012,2900401
alb,2013,2895092
alb,2014,2889104
alb,2015,2880703
alb,2016,2876101
alb,2017,2873457
alb,2018,2866376
alb,2019,2854191
alb,2020,2837849
and,1960,13410
and,1961,14378
and,1962,15379
and,1963,16407
and,1964,17466
and,1965,18542
and,1966,19646
and,1967,20760
and,1968,21886
and,1969,23053
and,1970,24275
and,1971,25571
and,1972,26885
and,1973,28232
and,1974,29515
and,1975,30705
and,1976,31782
and,1977,32769
and,1978,33744
and,1979,34825
and,1980,36063
and,1981,37498
and,1982,39115
and,1983,40854
and,1984,42706
and,1985,44593
and,1986,46520
and,1987,48459
and,1988,50433
and,1989,52452
and,1990,54508
and,1991,56666
and,1992,58882
and,1993,60974
and,1994,62676
and,1995,63860
and,1996,64363
and,1997,64318
and,1998,64140
and,1999,64368
and,2000,65390
and,2001,67344
and,2002,70048
and,2003,73180
and,2004,76250
and,2005,78871
and,2006,80995
and,2007,82682
and,2008,83860
and,2009,84461
and,2010,84454
and,2011,83748
and,2012,82427
and,2013,80770
and,2014,79213
and,2015,77993
and,2016,77295
and,2017,76997
and,2018,77008
and,2019,77146
and,2020,77265
are,1960,92417
are,1961,100801
are,1962,112112
are,1963,125130
are,1964,138049
are,1965,149855
are,1966,159979
are,1967,169768
are,1968,182620
are,1969,203103
are,1970,234512
are,1971,277463
are,1972,330968
are,1973,394625
are,1974,467457
are,1975,548295
are,1976,637926
are,1977,735347
are,1978,835498
are,1979,931752
are,1980,1019507
are,1981,1096602
are,1982,1164816
are,1983,1228457
are,1984,1293970
are,1985,1366165
are,1986,1446386
are,1987,1533526
are,1988,1627068
are,1989,1725676
are,1990,1828437
are,1991,1937159
are,1992,2052892
are,1993,2173135
are,1994,2294377
are,1995,2415099
are,1996,2539121
are,1997,2671361
are,1998,2813214
are,1999,2966029
are,2000,3134067
are,2001,3302722
are,2002,3478769
are,2003,3711931
are,2004,4068577
are,2005,4588222
are,2006,5300172
are,2007,6168846
are,2008,7089486
are,2009,7917368
are,2010,8549998
are,2011,8946778
are,2012,9141598
are,2013,9197908
are,2014,9214182
are,2015,9262896
are,2016,9360975
are,2017,9487206
are,2018,9630966
are,2019,9770526
are,2020,9890400
arg,1960,20481781
arg,1961,20817270
arg,1962,21153042
arg,1963,21488916
arg,1964,21824427
arg,1965,22159644
arg,1966,22494031
arg,1967,22828872
arg,1968,23168268
arg,1969,23517613
arg,1970,23880564
arg,1971,24259564
arg,1972,24653172
arg,1973,25056475
arg,1974,25462305
arg,1975,25865775
arg,1976,26264681
arg,1977,26661397
arg,1978,27061041
arg,1979,27471046
arg,1980,27896532
arg,1981,28338514
arg,1982,28794550
arg,1983,29262049
arg,1984,29737097
arg,1985,30216284
arg,1986,30698964
arg,1987,31184411
arg,1988,31668939
arg,1989,32148137
arg,1990,32618648
arg,1991,33079002
arg,1992,33529320
arg,1993,33970103
arg,1994,34402669
arg,1995,34828168
arg,1996,35246376
arg,1997,35657438
arg,1998,36063451
arg,1999,36467218
arg,2000,36870796
arg,2001,37275644
arg,2002,37681743
arg,2003,38087866
arg,2004,38491970
arg,2005,38892924
arg,2006,39289876
arg,2007,39684303
arg,2008,40080159
arg,2009,40482786
arg,2010,40788453
arg,2011,41261490
arg,2012,41733271
arg,2013,42202935
arg,2014,42669500
arg,2015,43131966
arg,2016,43590368
arg,2017,44044811
arg,2018,44494502
arg,2019,44938712
arg,2020,45376763
arm,1960,1874119
arm,1961,1941498
arm,1962,2009524
arm,1963,2077584
arm,1964,2145004
arm,1965,2211316
arm,1966,2276038
arm,1967,2339133
arm,1968,2401142
arm,1969,2462938
arm,1970,2525067
arm,1971,2587716
arm,1972,2650484
arm,1973,2712780
arm,1974,2773750
arm,1975,2832752
arm,1976,2889583
arm,1977,2944375
arm,1978,2997419
arm,1979,3049107
arm,1980,3099759
arm,1981,3148096
arm,1982,3193696
arm,1983,3238592
arm,1984,3285593
arm,1985,3335935
arm,1986,3392264
arm,1987,3451947
arm,1988,3504667
arm,1989,3536473
arm,1990,3538164
arm,1991,3505249
arm,1992,3442820
arm,1993,3363111
arm,1994,3283664
arm,1995,3217349
arm,1996,3168213
arm,1997,3133081
arm,1998,3108691
arm,1999,3089020
arm,2000,3069597
arm,2001,3050686
arm,2002,3033976
arm,2003,3017938
arm,2004,3000715
arm,2005,2981262
arm,2006,2958301
arm,2007,2932615
arm,2008,2907615
arm,2009,2888094
arm,2010,2877314
arm,2011,2876536
arm,2012,2884239
arm,2013,2897593
arm,2014,2912403
arm,2015,2925559
arm,2016,2936147
arm,2017,2944789
arm,2018,2951741
arm,2019,2957728
arm,2020,2963234
asm,1960,20127
asm,1961,20605
asm,1962,21246
asm,1963,22029
asm,1964,22850
asm,1965,23675
asm,1966,24473
asm,1967,25235
asm,1968,25980
asm,1969,26698
asm,1970,27362
asm,1971,27982
asm,1972,28564
asm,1973,29103
asm,1974,29595
asm,1975,30045
asm,1976,30455
asm,1977,30834
asm,1978,31262
asm,1979,31842
asm,1980,32648
asm,1981,33697
asm,1982,34969
asm,1983,36413
asm,1984,37946
asm,1985,39521
asm,1986,41114
asm,1987,42741
asm,1988,44346
asm,1989,45894
asm,1990,47351
asm,1991,48682
asm,1992,49900
asm,1993,51025
asm,1994,52099
asm,1995,53158
asm,1996,54209
asm,1997,55227
asm,1998,56180
asm,1999,57049
asm,2000,57816
asm,2001,58496
asm,2002,59077
asm,2003,59495
asm,2004,59684
asm,2005,59557
asm,2006,59109
asm,2007,58367
asm,2008,57490
asm,2009,56675
asm,2010,56084
asm,2011,55755
asm,2012,55669
asm,2013,55717
asm,2014,55791
asm,2015,55806
asm,2016,55739
asm,2017,55617
asm,2018,55461
asm,2019,55312
asm,2020,55197
atg,1960,54132
atg,1961,55005
atg,1962,55849
atg,1963,56701
atg,1964,57641
atg,1965,58699
atg,1966,59912
atg,1967,61240
atg,1968,62523
atg,1969,63553
atg,1970,64184
atg,1971,64354
atg,1972,64134
atg,1973,63649
atg,1974,63108
atg,1975,62671
atg,1976,62353
atg,1977,62162
atg,1978,62038
atg,1979,61948
atg,1980,61861
atg,1981,61789
atg,1982,61780
atg,1983,61779
atg,1984,61784
atg,1985,61785
atg,1986,61754
atg,1987,61713
atg,1988,61758
atg,1989,62007
atg,1990,62533
atg,1991,63363
atg,1992,64459
atg,1993,65777
atg,1994,67201
atg,1995,68672
atg,1996,70176
atg,1997,71707
atg,1998,73219
atg,1999,74674
atg,2000,76007
atg,2001,77212
atg,2002,78298
atg,2003,79311
atg,2004,80347
atg,2005,81462
atg,2006,82715
atg,2007,84029
atg,2008,85394
atg,2009,86743
atg,2010,88030
atg,2011,89250
atg,2012,90407
atg,2013,91510
atg,2014,92562
atg,2015,93571
atg,2016,94520
atg,2017,95425
atg,2018,96282
atg,2019,97115
atg,2020,97928
aus,1960,10276477
aus,1961,10483000
aus,1962,10742000
aus,1963,10950000
aus,1964,11167000
aus,1965,11388000
aus,1966,11651000
aus,1967,11799000
aus,1968,12009000
aus,1969,12263000
aus,1970,12507000
aus,1971,12937000
aus,1972,13177000
aus,1973,13380000
aus,1974,13723000
aus,1975,13893000
aus,1976,14033000
aus,1977,14192000
aus,1978,14358000
aus,1979,14514000
aus,1980,14692000
aus,1981,14927000
aus,1982,15178000
aus,1983,15369000
aus,1984,15544000
aus,1985,15758000
aus,1986,16018400
aus,1987,16263900
aus,1988,16532200
aus,1989,16814400
aus,1990,17065100
aus,1991,17284000
aus,1992,17495000
aus,1993,17667000
aus,1994,17855000
aus,1995,18072000
aus,1996,18311000
aus,1997,18517000
aus,1998,18711000
aus,1999,18926000
aus,2000,19153000
aus,2001,19413000
aus,2002,19651400
aus,2003,19895400
aus,2004,20127400
aus,2005,20394800
aus,2006,20697900
aus,2007,20827600
aus,2008,21249200
aus,2009,21691700
aus,2010,22031750
aus,2011,22340024
aus,2012,22733465
aus,2013,23128129
aus,2014,23475686
aus,2015,23815995
aus,2016,24190907
aus,2017,24601860
aus,2018,24982688
aus,2019,25365745
aus,2020,25693267
aut,1960,7047539
aut,1961,7086299
aut,1962,7129864
aut,1963,7175811
aut,1964,7223801
aut,1965,7270889
aut,1966,7322066
aut,1967,7376998
aut,1968,7415403
aut,1969,7441055
aut,1970,7467086
aut,1971,7500482
aut,1972,7544201
aut,1973,7586115
aut,1974,7599038
aut,1975,7578903
aut,1976,7565525
aut,1977,7568430
aut,1978,7562305
aut,1979,7549425
aut,1980,7549433
aut,1981,7568710
aut,1982,7574140
aut,1983,7561910
aut,1984,7561434
aut,1985,7564985
aut,1986,7569794
aut,1987,7574586
aut,1988,7585317
aut,1989,7619567
aut,1990,7677850
aut,1991,7754891
aut,1992,7840709
aut,1993,7905633
aut,1994,7936118
aut,1995,7948278
aut,1996,7959017
aut,1997,7968041
aut,1998,7976789
aut,1999,7992324
aut,2000,8011566
aut,2001,8042293
aut,2002,8081957
aut,2003,8121423
aut,2004,8171966
aut,2005,8227829
aut,2006,8268641
aut,2007,8295487
aut,2008,8321496
aut,2009,8343323
aut,2010,8363404
aut,2011,8391643
aut,2012,8429991
aut,2013,8479823
aut,2014,8546356
aut,2015,8642699
aut,2016,8736668
aut,2017,8797566
aut,2018,8840521
aut,2019,8879920
aut,2020,8916864
aze,1960,3895398
aze,1961,4030325
aze,1962,4171428
aze,1963,4315127
aze,1964,4456691
aze,1965,4592601
aze,1966,4721528
aze,1967,4843872
aze,1968,4960237
aze,1969,5071930
aze,1970,5180032
aze,1971,5284518
aze,1972,5385266
aze,1973,5483088
aze,1974,5579071
aze,1975,5674129
aze,1976,5768730
aze,1977,5863138
aze,1978,5957927
aze,1979,6053635
aze,1980,6150735
aze,1981,6249312
aze,1982,6349555
aze,1983,6452067
aze,1984,6557581
aze,1985,6666447
aze,1986,6778631
aze,1987,6893486
aze,1988,7010027
aze,1989,7126877
aze,1990,7175200
aze,1991,7271300
aze,1992,7382050
aze,1993,7494800
aze,1994,7596550
aze,1995,7684850
aze,1996,7763000
aze,1997,7838250
aze,1998,7913000
aze,1999,7982750
aze,2000,8048600
aze,2001,8111200
aze,2002,8171950
aze,2003,8234100
aze,2004,8306500
aze,2005,8391850
aze,2006,8484550
aze,2007,8581300
aze,2008,8763400
aze,2009,8947243
aze,2010,9054332
aze,2011,9173082
aze,2012,9295784
aze,2013,9416801
aze,2014,9535079
aze,2015,9649341
aze,2016,9757812
aze,2017,9854033
aze,2018,9939771
aze,2019,10024283
aze,2020,10093121
bdi,1960,2797925
bdi,1961,2852438
bdi,1962,2907320
bdi,1963,2964416
bdi,1964,3026292
bdi,1965,3094378
bdi,1966,3170496
bdi,1967,3253215
bdi,1968,3336930
bdi,1969,3413909
bdi,1970,3479070
bdi,1971,3530000
bdi,1972,3569655
bdi,1973,3605120
bdi,1974,3646428
bdi,1975,3700879
bdi,1976,3770870
bdi,1977,3854446
bdi,1978,3949264
bdi,1979,4051239
bdi,1980,4157296
bdi,1981,4266520
bdi,1982,4379727
bdi,1983,4497544
bdi,1984,4621096
bdi,1985,4750832
bdi,1986,4886745
bdi,1987,5027143
bdi,1988,5168703
bdi,1989,5307069
bdi,1990,5438959
bdi,1991,5564923
bdi,1992,5685569
bdi,1993,5798054
bdi,1994,5898964
bdi,1995,5987044
bdi,1996,6060110
bdi,1997,6122130
bdi,1998,6185564
bdi,1999,6267132
bdi,2000,6378871
bdi,2001,6525546
bdi,2002,6704118
bdi,2003,6909161
bdi,2004,7131688
bdi,2005,7364857
bdi,2006,7607850
bdi,2007,7862226
bdi,2008,8126104
bdi,2009,8397661
bdi,2010,8675606
bdi,2011,8958406
bdi,2012,9245992
bdi,2013,9540302
bdi,2014,9844301
bdi,2015,10160034
bdi,2016,10488002
bdi,2017,10827010
bdi,2018,11175379
bdi,2019,11530577
bdi,2020,11890781
bel,1960,9153489
bel,1961,9183948
bel,1962,9220578
bel,1963,9289770
bel,1964,9378113
bel,1965,9463667
bel,1966,9527807
bel,1967,9580991
bel,1968,9618756
bel,1969,9646032
bel,1970,9655549
bel,1971,9673162
bel,1972,9711115
bel,1973,9741720
bel,1974,9772419
bel,1975,9800700
bel,1976,9818227
bel,1977,9830358
bel,1978,9839534
bel,1979,9848382
bel,1980,9859242
bel,1981,9858982
bel,1982,9856303
bel,1983,9855520
bel,1984,9855372
bel,1985,9858308
bel,1986,9861823
bel,1987,9870234
bel,1988,9901664
bel,1989,9937697
bel,1990,9967379
bel,1991,10004486
bel,1992,10045158
bel,1993,10084475
bel,1994,10115603
bel,1995,10136811
bel,1996,10156637
bel,1997,10181245
bel,1998,10203008
bel,1999,10226419
bel,2000,10251250
bel,2001,10286570
bel,2002,10332785
bel,2003,10376133
bel,2004,10421137
bel,2005,10478617
bel,2006,10547958
bel,2007,10625700
bel,2008,10709973
bel,2009,10796493
bel,2010,10895586
bel,2011,11038264
bel,2012,11106932
bel,2013,11159407
bel,2014,11209057
bel,2015,11274196
bel,2016,11331422
bel,2017,11375158
bel,2018,11427054
bel,2019,11488980
bel,2020,11544241
ben,1960,2431617
ben,1961,2465865
ben,1962,2502897
ben,1963,2542864
ben,1964,2585961
ben,1965,2632361
ben,1966,2682159
ben,1967,2735308
ben,1968,2791588
ben,1969,2850657
ben,1970,2912338
ben,1971,2976575
ben,1972,3043563
ben,1973,3113681
ben,1974,3187413
ben,1975,3265167
ben,1976,3347169
ben,1977,3433445
ben,1978,3523933
ben,1979,3618519
ben,1980,3717161
ben,1981,3820126
ben,1982,3927717
ben,1983,4039940
ben,1984,4156819
ben,1985,4278502
ben,1986,4404504
ben,1987,4535262
ben,1988,4672844
ben,1989,4820020
ben,1990,4978489
ben,1991,5149496
ben,1992,5331805
ben,1993,5521761
ben,1994,5714215
ben,1995,5905552
ben,1996,6094272
ben,1997,6281644
ben,1998,6470275
ben,1999,6664102
ben,2000,6865946
ben,2001,7076728
ben,2002,7295400
ben,2003,7520556
ben,2004,7750003
ben,2005,7982223
ben,2006,8216893
ben,2007,8454790
ben,2008,8696915
ben,2009,8944713
ben,2010,9199254
ben,2011,9460829
ben,2012,9729254
ben,2013,10004594
ben,2014,10286839
ben,2015,10575962
ben,2016,10872072
ben,2017,11175192
ben,2018,11485035
ben,2019,11801151
ben,2020,12123198
bfa,1960,4829289
bfa,1961,4894580
bfa,1962,4960328
bfa,1963,5027811
bfa,1964,5098891
bfa,1965,5174874
bfa,1966,5256360
bfa,1967,5343025
bfa,1968,5434046
bfa,1969,5528172
bfa,1970,5624592
bfa,1971,5723378
bfa,1972,5825174
bfa,1973,5930493
bfa,1974,6040045
bfa,1975,6154554
bfa,1976,6274032
bfa,1977,6398933
bfa,1978,6530820
bfa,1979,6671656
bfa,1980,6822837
bfa,1981,6985166
bfa,1982,7158259
bfa,1983,7340910
bfa,1984,7531239
bfa,1985,7727908
bfa,1986,7930689
bfa,1987,8140080
bfa,1988,8356313
bfa,1989,8579818
bfa,1990,8811033
bfa,1991,9050086
bfa,1992,9297110
bfa,1993,9552473
bfa,1994,9816584
bfa,1995,10089880
bfa,1996,10372734
bfa,1997,10665552
bfa,1998,10968722
bfa,1999,11282696
bfa,2000,11607951
bfa,2001,11944589
bfa,2002,12293097
bfa,2003,12654624
bfa,2004,13030576
bfa,2005,13421935
bfa,2006,13829173
bfa,2007,14252029
bfa,2008,14689725
bfa,2009,15141098
bfa,2010,15605211
bfa,2011,16081915
bfa,2012,16571252
bfa,2013,17072791
bfa,2014,17586029
bfa,2015,18110616
bfa,2016,18646350
bfa,2017,19193236
bfa,2018,19751466
bfa,2019,20321383
bfa,2020,20903278
bgd,1960,48013505
bgd,1961,49362834
bgd,1962,50752150
bgd,1963,52202008
bgd,1964,53741721
bgd,1965,55385114
bgd,1966,57157651
bgd,1967,59034250
bgd,1968,60918452
bgd,1969,62679765
bgd,1970,64232486
bgd,1971,65531635
bgd,1972,66625706
bgd,1973,67637541
bgd,1974,68742222
bgd,1975,70066310
bgd,1976,71652386
bgd,1977,73463593
bgd,1978,75450033
bgd,1979,77529040
bgd,1980,79639498
bgd,1981,81767516
bgd,1982,83932132
bgd,1983,86142490
bgd,1984,88416529
bgd,1985,90764180
bgd,1986,93187593
bgd,1987,95671159
bgd,1988,98186350
bgd,1989,100695496
bgd,1990,103171957
bgd,1991,105599125
bgd,1992,107983708
bgd,1993,110350641
bgd,1994,112737684
bgd,1995,115169933
bgd,1996,117649927
bgd,1997,120160571
bgd,1998,122682818
bgd,1999,125189655
bgd,2000,127657862
bgd,2001,130088709
bgd,2002,132478077
bgd,2003,134791598
bgd,2004,136986429
bgd,2005,139035505
bgd,2006,140921154
bgd,2007,142660381
bgd,2008,144304164
bgd,2009,145924795
bgd,2010,147575433
bgd,2011,149273134
bgd,2012,151005733
bgd,2013,152761413
bgd,2014,154517385
bgd,2015,156256287
bgd,2016,157977151
bgd,2017,159685421
bgd,2018,161376713
bgd,2019,163046173
bgd,2020,164689383
bgr,1960,7867374
bgr,1961,7943118
bgr,1962,8012946
bgr,1963,8078145
bgr,1964,8144340
bgr,1965,8204168
bgr,1966,8258057
bgr,1967,8310226
bgr,1968,8369603
bgr,1969,8434172
bgr,1970,8489574
bgr,1971,8536395
bgr,1972,8576200
bgr,1973,8620967
bgr,1974,8678745
bgr,1975,8720742
bgr,1976,8758599
bgr,1977,8804183
bgr,1978,8814032
bgr,1979,8825940
bgr,1980,8861535
bgr,1981,8891117
bgr,1982,8917457
bgr,1983,8939738
bgr,1984,8960679
bgr,1985,8960547
bgr,1986,8958171
bgr,1987,8971359
bgr,1988,8981446
bgr,1989,8876972
bgr,1990,8718289
bgr,1991,8632367
bgr,1992,8540164
bgr,1993,8472313
bgr,1994,8443591
bgr,1995,8406067
bgr,1996,8362826
bgr,1997,8312068
bgr,1998,8256786
bgr,1999,8210624
bgr,2000,8170172
bgr,2001,8009142
bgr,2002,7837161
bgr,2003,7775327
bgr,2004,7716860
bgr,2005,7658972
bgr,2006,7601022
bgr,2007,7545338
bgr,2008,7492561
bgr,2009,7444443
bgr,2010,7395599
bgr,2011,7348328
bgr,2012,7305888
bgr,2013,7265115
bgr,2014,7223938
bgr,2015,7177991
bgr,2016,7127822
bgr,2017,7075947
bgr,2018,7025037
bgr,2019,6975761
bgr,2020,6934015
bhr,1960,162429
bhr,1961,167899
bhr,1962,173140
bhr,1963,178142
bhr,1964,182888
bhr,1965,187432
bhr,1966,191785
bhr,1967,196060
bhr,1968,200652
bhr,1969,206037
bhr,1970,212607
bhr,1971,220311
bhr,1972,229151
bhr,1973,239527
bhr,1974,251908
bhr,1975,266540
bhr,1976,283746
bhr,1977,303169
bhr,1978,323468
bhr,1979,342804
bhr,1980,359897
bhr,1981,374120
bhr,1982,385953
bhr,1983,396451
bhr,1984,407233
bhr,1985,419428
bhr,1986,433478
bhr,1987,448981
bhr,1988,465198
bhr,1989,481081
bhr,1990,495927
bhr,1991,509762
bhr,1992,523082
bhr,1993,536212
bhr,1994,549590
bhr,1995,563698
bhr,1996,578661
bhr,1997,594927
bhr,1998,613697
bhr,1999,636540
bhr,2000,664610
bhr,2001,697550
bhr,2002,735140
bhr,2003,778708
bhr,2004,829846
bhr,2005,889157
bhr,2006,958423
bhr,2007,1035924
bhr,2008,1114645
bhr,2009,1185075
bhr,2010,1240864
bhr,2011,1278153
bhr,2012,1299942
bhr,2013,1315029
bhr,2014,1336073
bhr,2015,1371853
bhr,2016,1425793
bhr,2017,1494077
bhr,2018,1569440
bhr,2019,1641164
bhr,2020,1701583
bhs,1960,109532
bhs,1961,115119
bhs,1962,121092
bhs,1963,127340
bhs,1964,133705
bhs,1965,140060
bhs,1966,146381
bhs,1967,152621
bhs,1968,158648
bhs,1969,164265
bhs,1970,169376
bhs,1971,173894
bhs,1972,177863
bhs,1973,181519
bhs,1974,185105
bhs,1975,188895
bhs,1976,192903
bhs,1977,197100
bhs,1978,201482
bhs,1979,205991
bhs,1980,210589
bhs,1981,215321
bhs,1982,220182
bhs,1983,225095
bhs,1984,229913
bhs,1985,234579
bhs,1986,239020
bhs,1987,243265
bhs,1988,247451
bhs,1989,251738
bhs,1990,256227
bhs,1991,261007
bhs,1992,266028
bhs,1993,271065
bhs,1994,275849
bhs,1995,280179
bhs,1996,283980
bhs,1997,287363
bhs,1998,290600
bhs,1999,294063
bhs,2000,298045
bhs,2001,302618
bhs,2002,307657
bhs,2003,313123
bhs,2004,318893
bhs,2005,324848
bhs,2006,331032
bhs,2007,337387
bhs,2008,343680
bhs,2009,349600
bhs,2010,354936
bhs,2011,359583
bhs,2012,363581
bhs,2013,367162
bhs,2014,370625
bhs,2015,374200
bhs,2016,377923
bhs,2017,381749
bhs,2018,385635
bhs,2019,389486
bhs,2020,393248
bih,1960,3225664
bih,1961,3288604
bih,1962,3353228
bih,1963,3417573
bih,1964,3478999
bih,1965,3535632
bih,1966,3586630
bih,1967,3632678
bih,1968,3675448
bih,1969,3717476
bih,1970,3760536
bih,1971,3805286
bih,1972,3851153
bih,1973,3897259
bih,1974,3942221
bih,1975,3985107
bih,1976,4025271
bih,1977,4063188
bih,1978,4100355
bih,1979,4138816
bih,1980,4179850
bih,1981,4222479
bih,1982,4265183
bih,1983,4307907
bih,1984,4350566
bih,1985,4392135
bih,1986,4435925
bih,1987,4479516
bih,1988,4509462
bih,1989,4507819
bih,1990,4463422
bih,1991,4369320
bih,1992,4233673
bih,1993,4078940
bih,1994,3936527
bih,1995,3829049
bih,1996,3764419
bih,1997,3736070
bih,1998,3734338
bih,1999,3743353
bih,2000,3751176
bih,2001,3755514
bih,2002,3759389
bih,2003,3762179
bih,2004,3764194
bih,2005,3765332
bih,2006,3765422
bih,2007,3762791
bih,2008,3754261
bih,2009,3735945
bih,2010,3705478
bih,2011,3661173
bih,2012,3604972
bih,2013,3542598
bih,2014,3482106
bih,2015,3429362
bih,2016,3386263
bih,2017,3351534
bih,2018,3323929
bih,2019,3300998
bih,2020,3280815
blr,1960,8198000
blr,1961,8271216
blr,1962,8351928
blr,1963,8437232
blr,1964,8524224
blr,1965,8610000
blr,1966,8696496
blr,1967,8785648
blr,1968,8874552
blr,1969,8960304
blr,1970,9040000
blr,1971,9115576
blr,1972,9188968
blr,1973,9257272
blr,1974,9317584
blr,1975,9367000
blr,1976,9411000
blr,1977,9463000
blr,1978,9525000
blr,1979,9584000
blr,1980,9643000
blr,1981,9710000
blr,1982,9776000
blr,1983,9843000
blr,1984,9910000
blr,1985,9975000
blr,1986,10043000
blr,1987,10111000
blr,1988,10140000
blr,1989,10170000
blr,1990,10189348
blr,1991,10194050
blr,1992,10216470
blr,1993,10239050
blr,1994,10226955
blr,1995,10193831
blr,1996,10159569
blr,1997,10117433
blr,1998,10071963
blr,1999,10026738
blr,2000,9979610
blr,2001,9928549
blr,2002,9865548
blr,2003,9796749
blr,2004,9730146
blr,2005,9663915
blr,2006,9604924
blr,2007,9560953
blr,2008,9527985
blr,2009,9504583
blr,2010,9483836
blr,2011,9461643
blr,2012,9446836
blr,2013,9443211
blr,2014,9448515
blr,2015,9461076
blr,2016,9469379
blr,2017,9458989
blr,2018,9438785
blr,2019,9419758
blr,2020,9379952
blz,1960,92068
blz,1961,94700
blz,1962,97392
blz,1963,100165
blz,1964,103069
blz,1965,106120
blz,1966,109348
