geo,time,dc_dac_luxl_cd
ben,2019,1250000
bfa,1990,349999.99404
bfa,1991,1039999.96185
bfa,1992,330000.01311
bfa,1993,560000.00238
bfa,1994,720000.02861
bfa,1995,1110000.01431
bfa,1996,790000.02146
bfa,1997,1860000.01431
bfa,1998,2220000.02861
bfa,1999,3480000.01907
bfa,2000,6230000.01907
bfa,2001,4880000.11444
bfa,2002,5260000.22888
bfa,2003,7650000.09537
bfa,2004,7400000.09537
bfa,2005,11010000.22888
bfa,2006,10500000
bfa,2007,14210000.03815
bfa,2008,13390000.34332
bfa,2009,14779999.73297
bfa,2010,17899999.61853
bfa,2011,16920000.07629
bfa,2012,19059999.46594
bfa,2013,20469999.31335
bfa,2014,31069999.69482
bfa,2015,21500000
bfa,2016,19569999.69482
bfa,2017,25719999.31335
bfa,2018,24270000.45776
bfa,2019,26139999.38965
bgd,1990,300000.01192
bgd,1991,460000.00834
bgd,1992,140000.0006
bgd,1993,19999.99955
bgd,1994,29999.99933
bgd,1995,239999.99464
bgd,1996,9999.99978
bgd,1997,119999.99732
bgd,1998,100000.00149
bgd,1999,219999.99881
bgd,2000,109999.9994
bgd,2002,319999.99285
bgd,2003,239999.99464
bgd,2004,610000.01431
bgd,2005,300000.01192
bgd,2006,219999.99881
bgd,2007,449999.98808
bgd,2008,569999.99285
bgd,2009,620000.00477
bgd,2010,870000.00477
bgd,2011,1669999.95708
bgd,2012,1399999.97616
bgd,2013,2220000.02861
bgd,2014,2319999.93324
bgd,2015,1929999.94755
bgd,2016,2359999.8951
bgd,2017,3559999.94278
bgd,2018,3140000.1049
bgd,2019,4719999.79019
bgr,1997,129999.99523
bgr,1998,200000.00298
bgr,2000,90000.00358
bgr,2001,50000.00075
bgr,2002,159999.99642
bgr,2003,9999.99978
bgr,2004,9999.99978
bih,1995,370000.00477
bih,1996,910000.02623
bih,1997,1370000.00477
bih,1998,1440000.05722
bih,1999,1220000.02861
bih,2000,889999.98569
bih,2001,579999.98331
bih,2002,340000.00358
bih,2003,649999.97616
bih,2004,349999.99404
bih,2005,200000.00298
bih,2006,310000.00238
bih,2007,79999.99821
bih,2008,59999.99866
bih,2009,70000.0003
bih,2010,39999.99911
bih,2014,379999.99523
bih,2016,39999.99911
bih,2017,50000.00075
bih,2018,70000.0003
bih,2019,219999.99881
blr,1992,150000.00596
blr,1993,79999.99821
blr,1995,9999.99978
blr,1996,150000.00596
blr,1997,100000.00149
blr,1998,140000.0006
blr,1999,59999.99866
blr,2000,50000.00075
blr,2001,100000.00149
blr,2002,50000.00075
blr,2003,50000.00075
blr,2004,90000.00358
blr,2005,70000.0003
blr,2006,19999.99955
blr,2007,29999.99933
blr,2008,19999.99955
blr,2011,9999.99978
blz,2001,39999.99911
bol,1990,9999.99978
bol,1991,39999.99911
bol,1992,340000.00358
bol,1993,129999.99523
bol,1994,170000.00179
bol,1995,140000.0006
bol,1996,939999.99762
bol,1997,129999.99523
bol,1998,409999.99642
bol,1999,70000.0003
bol,2000,119999.99732
bol,2001,119999.99732
bol,2002,389999.98569
bol,2003,1100000.02384
bol,2004,589999.97377
bol,2005,1120000.00477
bol,2006,970000.02861
bol,2007,1080000.04292
bol,2008,1100000.02384
bol,2009,959999.97854
bol,2010,1190000.05722
bol,2011,1240000.00954
bol,2012,1750000
bol,2013,1269999.98093
bol,2014,1309999.94278
bol,2015,1360000.01431
bol,2016,1490000.00954
bol,2017,1590000.03338
bol,2018,1320000.05245
bol,2019,639999.98569
bra,1990,270000.01073
bra,1991,219999.99881
bra,1992,280000.00119
bra,1993,569999.99285
bra,1994,730000.01907
bra,1995,829999.98331
bra,1996,490000.00954
bra,1997,1019999.98093
bra,1998,850000.02384
bra,1999,639999.98569
bra,2000,1070000.05245
bra,2001,1000000
bra,2002,519999.98093
bra,2003,1220000.02861
bra,2004,1139999.98569
bra,2005,1210000.03815
bra,2006,1830000.04292
bra,2007,1539999.96185
bra,2008,2170000.07629
bra,2009,1870000.00477
bra,2010,2089999.91417
bra,2011,2849999.90463
bra,2012,2599999.90463
bra,2013,1429999.94755
bra,2014,1860000.01431
bra,2015,1700000.04768
bra,2016,959999.97854
bra,2017,699999.98808
bra,2018,1450000.04768
bra,2019,1340000.03338
btn,2014,119999.99732
bwa,1995,159999.99642
bwa,1996,509999.99046
bwa,1997,50000.00075
bwa,1998,29999.99933
bwa,2004,19999.99955
caf,1991,9999.99978
caf,1996,9999.99978
caf,2006,310000.00238
caf,2007,680000.00715
caf,2008,360000.01431
caf,2009,349999.99404
caf,2010,409999.99642
caf,2011,500000
caf,2012,270000.01073
caf,2013,1700000.04768
caf,2014,3720000.02861
caf,2015,3190000.05722
caf,2016,2089999.91417
caf,2017,2460000.03815
caf,2018,1399999.97616
caf,2019,1799999.95232
chl,1990,740000.00954
chl,1991,850000.02384
chl,1992,1090000.03338
chl,1993,620000.00477
chl,1994,800000.01192
chl,1995,1299999.95232
chl,1996,1580000.04292
chl,1997,2230000.01907
chl,1998,2650000.09537
chl,1999,2130000.11444
chl,2000,1299999.95232
chl,2001,740000.00954
chl,2002,1730000.01907
chl,2003,660000.02623
chl,2004,980000.01907
chl,2005,479999.98927
chl,2006,379999.99523
chl,2007,270000.01073
chl,2008,270000.01073
chl,2009,129999.99523
chl,2010,519999.98093
chl,2011,680000.00715
chl,2012,280000.00119
chl,2013,349999.99404
chl,2014,100000.00149
chl,2015,90000.00358
chl,2016,109999.9994
chl,2017,109999.9994
chn,1992,9999.99978
chn,1993,349999.99404
chn,1994,449999.98808
chn,1995,90000.00358
chn,1996,1190000.05722
chn,1997,230000.00417
chn,1998,1340000.03338
chn,1999,340000.00358
chn,2000,280000.00119
chn,2001,1509999.99046
chn,2002,540000.02146
chn,2003,449999.98808
chn,2004,980000.01907
chn,2005,879999.99523
chn,2006,860000.01431
chn,2007,1059999.94278
chn,2008,1840000.03338
chn,2009,620000.00477
chn,2010,899999.97616
chn,2011,230000.00417
chn,2012,970000.02861
chn,2013,670000.01669
chn,2014,460000.00834
chn,2015,409999.99642
chn,2016,500000
chn,2017,270000.01073
chn,2018,119999.99732
chn,2019,200000.00298
civ,1990,270000.01073
civ,1991,79999.99821
civ,1992,129999.99523
civ,1993,129999.99523
civ,1994,170000.00179
civ,1995,140000.0006
civ,1996,129999.99523
civ,1997,70000.0003
civ,1998,109999.9994
civ,1999,19999.99955
civ,2002,490000.00954
civ,2003,19999.99955
civ,2004,1250000
civ,2005,579999.98331
civ,2006,19999.99955
civ,2007,550000.01192
civ,2008,19999.99955
civ,2009,419999.98689
civ,2010,509999.99046
civ,2011,319999.99285
civ,2012,70000.0003
civ,2013,79999.99821
civ,2014,159999.99642
civ,2015,59999.99866
civ,2016,90000.00358
civ,2017,70000.0003
civ,2018,79999.99821
civ,2019,109999.9994
cmr,1990,50000.00075
cmr,1991,39999.99911
cmr,1992,50000.00075
cmr,1993,29999.99933
cmr,1994,39999.99911
cmr,1995,159999.99642
cmr,1996,50000.00075
cmr,1997,270000.01073
cmr,1998,100000.00149
cmr,1999,109999.9994
cmr,2000,230000.00417
cmr,2002,300000.01192
cmr,2003,439999.99762
cmr,2004,519999.98093
cmr,2005,460000.00834
cmr,2006,529999.97139
cmr,2007,289999.99166
cmr,2008,519999.98093
cmr,2009,300000.01192
cmr,2010,239999.99464
cmr,2011,449999.98808
cmr,2012,439999.99762
cmr,2013,600000.02384
cmr,2014,540000.02146
cmr,2015,330000.01311
cmr,2016,529999.97139
cmr,2017,500000
cmr,2018,419999.98689
cmr,2019,740000.00954
cod,1990,319999.99285
cod,1991,629999.99523
cod,1992,180000.00715
cod,1993,189999.99762
cod,1994,239999.99464
cod,1995,550000.01192
cod,1996,1700000.04768
cod,1997,1279999.97139
cod,1998,500000
cod,1999,159999.99642
cod,2000,200000.00298
cod,2001,180000.00715
cod,2002,1519999.98093
cod,2003,959999.97854
cod,2004,1220000.02861
cod,2005,1720000.02861
cod,2006,2119999.88556
cod,2007,3559999.94278
cod,2008,3450000.04768
cod,2009,3460000.03815
cod,2010,3269999.98093
cod,2011,2289999.96185
cod,2012,3470000.02861
cod,2013,2940000.05722
cod,2014,3579999.92371
cod,2015,3190000.05722
cod,2016,3559999.94278
cod,2017,3529999.97139
cod,2018,4159999.84741
cod,2019,2640000.1049
cog,1996,280000.00119
cog,1999,19999.99955
cog,2000,769999.98093
cog,2001,180000.00715
cog,2002,419999.98689
cog,2003,119999.99732
cog,2004,159999.99642
cog,2005,189999.99762
cog,2006,239999.99464
cog,2007,310000.00238
cog,2008,129999.99523
cog,2010,70000.0003
cog,2011,280000.00119
cog,2012,39999.99911
cog,2014,90000.00358
cog,2017,140000.0006
col,1990,430000.00715
col,1991,610000.01431
col,1992,509999.99046
col,1993,779999.97139
col,1994,1000000
col,1995,779999.97139
col,1996,449999.98808
col,1997,500000
col,1998,720000.02861
col,1999,180000.00715
col,2000,460000.00834
col,2002,259999.99046
col,2003,509999.99046
col,2004,529999.97139
col,2005,889999.98569
col,2006,1429999.94755
col,2007,2000000
col,2008,2279999.97139
col,2009,2319999.93324
col,2010,1830000.04292
col,2011,2250000
col,2012,2000000
col,2013,1879999.99523
col,2014,1220000.02861
col,2015,910000.02623
col,2016,870000.00477
col,2017,889999.98569
col,2018,1279999.97139
col,2019,1259999.99046
com,1993,170000.00179
com,1994,219999.99881
com,1995,189999.99762
com,2011,109999.9994
com,2012,140000.0006
com,2013,259999.99046
com,2014,79999.99821
cpv,1990,469999.99881
cpv,1991,1990000.00954
cpv,1992,1820000.05245
cpv,1993,2539999.96185
cpv,1994,3259999.99046
cpv,1995,4570000.17166
cpv,1996,6000000
cpv,1997,7130000.11444
cpv,1998,7800000.19073
cpv,1999,7579999.92371
cpv,2000,8300000.19073
cpv,2001,5380000.11444
cpv,2002,7650000.09537
cpv,2003,9640000.34332
cpv,2004,13199999.80927
cpv,2005,16549999.23706
cpv,2006,13819999.69482
cpv,2007,15869999.88556
cpv,2008,19440000.53406
cpv,2009,14239999.77112
cpv,2010,16870000.83923
cpv,2011,15210000.03815
cpv,2012,18149999.61853
cpv,2013,18979999.54224
cpv,2014,15170000.07629
cpv,2015,15180000.30518
cpv,2016,10859999.65668
cpv,2017,10159999.84741
cpv,2018,14729999.54224
cpv,2019,17129999.16077
cri,1991,90000.00358
cri,1999,70000.0003
cri,2004,9999.99978
cri,2007,59999.99866
cri,2009,119999.99732
cri,2010,109999.9994
cri,2011,119999.99732
cri,2012,59999.99866
cri,2013,79999.99821
cri,2014,19999.99955
cri,2016,0
cri,2018,409999.99642
cri,2019,0
cub,1993,59999.99866
cub,1994,79999.99821
cub,1995,100000.00149
cub,1996,119999.99732
cub,1998,209999.99344
cub,1999,100000.00149
cub,2002,50000.00075
cub,2003,19999.99955
cub,2005,70000.0003
cub,2006,170000.00179
cub,2007,219999.99881
cub,2008,230000.00417
cub,2009,230000.00417
cub,2010,319999.99285
cub,2011,209999.99344
cub,2012,550000.01192
cub,2013,239999.99464
cub,2014,319999.99285
cub,2015,180000.00715
cub,2016,189999.99762
cub,2017,150000.00596
cub,2018,79999.99821
cub,2019,109999.9994
cze,1992,100000.00149
cze,1993,140000.0006
cze,1995,129999.99523
cze,1996,159999.99642
cze,1997,119999.99732
cze,1998,100000.00149
cze,1999,259999.99046
cze,2001,79999.99821
cze,2002,790000.02146
cze,2003,620000.00477
cze,2004,29999.99933
dji,1991,790000.02146
dji,1992,100000.00149
dji,1993,1399999.97616
dji,1994,1799999.95232
dji,1995,9999.99978
dji,2005,310000.00238
dji,2017,230000.00417
dma,2011,9999.99978
dom,2007,129999.99523
dom,2014,0
dom,2015,0
dom,2016,39999.99911
dza,1997,50000.00075
dza,2001,109999.9994
dza,2003,109999.9994
dza,2005,19999.99955
dza,2006,150000.00596
dza,2008,19999.99955
dza,2012,0
dza,2016,59999.99866
dza,2017,50000.00075
dza,2018,180000.00715
dza,2019,170000.00179
ecu,1990,140000.0006
ecu,1991,19999.99955
ecu,1992,140000.0006
ecu,1993,129999.99523
ecu,1994,170000.00179
ecu,1995,939999.99762
ecu,1996,170000.00179
ecu,1997,109999.9994
ecu,1998,209999.99344
ecu,2000,150000.00596
ecu,2001,1470000.02861
ecu,2002,2180000.06676
ecu,2003,3369999.88556
ecu,2004,479999.98927
ecu,2005,600000.02384
ecu,2006,879999.99523
ecu,2007,1090000.03338
ecu,2008,2210000.03815
ecu,2009,3730000.01907
ecu,2010,310000.00238
ecu,2011,230000.00417
ecu,2012,170000.00179
ecu,2013,170000.00179
ecu,2014,189999.99762
ecu,2015,170000.00179
ecu,2016,219999.99881
ecu,2017,140000.0006
ecu,2018,70000.0003
ecu,2019,200000.00298
egy,1990,469999.99881
egy,1992,90000.00358
egy,1993,100000.00149
egy,1994,129999.99523
egy,1995,79999.99821
egy,2004,129999.99523
egy,2005,129999.99523
egy,2006,119999.99732
egy,2007,70000.0003
egy,2008,119999.99732
egy,2009,159999.99642
egy,2010,90000.00358
egy,2011,170000.00179
egy,2012,129999.99523
egy,2013,129999.99523
egy,2014,140000.0006
egy,2015,140000.0006
egy,2016,209999.99344
egy,2017,50000.00075
egy,2018,70000.0003
egy,2019,59999.99866
eri,1995,129999.99523
eri,2000,109999.9994
eri,2001,400000.00596
eri,2002,280000.00119
est,1999,9999.99978
eth,1990,129999.99523
eth,1991,529999.97139
eth,1992,100000.00149
eth,1993,180000.00715
eth,1994,230000.00417
eth,1995,289999.99166
eth,1996,319999.99285
eth,1997,560000.00238
eth,1998,250000
eth,1999,460000.00834
eth,2000,200000.00298
eth,2001,529999.97139
eth,2002,670000.01669
eth,2003,479999.98927
eth,2004,439999.99762
eth,2005,150000.00596
eth,2006,1730000.01907
eth,2007,980000.01907
eth,2008,1429999.94755
eth,2009,1629999.99523
eth,2010,740000.00954
eth,2011,1399999.97616
eth,2012,769999.98093
eth,2013,779999.97139
eth,2014,879999.99523
eth,2015,589999.97377
eth,2016,1320000.05245
eth,2017,720000.02861
eth,2018,1070000.05245
eth,2019,1639999.98569
fji,1995,150000.00596
fji,2012,29999.99933
fsm,2013,300000.01192
gab,2011,79999.99821
geo,1993,140000.0006
geo,1994,180000.00715
geo,1995,159999.99642
geo,1997,70000.0003
geo,2003,119999.99732
geo,2004,70000.0003
geo,2005,59999.99866
geo,2008,180000.00715
geo,2009,119999.99732
geo,2010,19999.99955
geo,2012,29999.99933
geo,2013,9999.99978
geo,2016,79999.99821
geo,2017,50000.00075
geo,2018,129999.99523
geo,2019,170000.00179
gha,1996,280000.00119
gha,1999,419999.98689
gha,2002,209999.99344
gha,2003,50000.00075
gha,2004,50000.00075
gha,2005,50000.00075
gha,2006,50000.00075
gha,2007,59999.99866
gha,2008,59999.99866
gha,2009,189999.99762
gha,2010,219999.99881
gha,2011,170000.00179
gha,2012,159999.99642
gha,2013,159999.99642
gha,2014,250000
gha,2015,150000.00596
gha,2016,250000
gha,2017,0
gha,2018,0
gha,2019,59999.99866
gin,1990,79999.99821
gin,1991,370000.00477
gin,1992,340000.00358
gin,1993,9999.99978
gin,1994,9999.99978
gin,1995,600000.02384
gin,1997,759999.99046
gin,1998,689999.99762
gin,1999,360000.01431
gin,2000,349999.99404
gin,2001,569999.99285
gin,2002,870000.00477
gin,2003,119999.99732
gin,2004,629999.99523
gin,2005,360000.01431
gin,2006,600000.02384
gin,2007,209999.99344
gin,2008,740000.00954
gin,2009,239999.99464
gin,2010,349999.99404
gin,2011,600000.02384
gin,2012,400000.00596
gin,2013,810000.00238
gin,2014,699999.98808
gin,2015,720000.02861
gin,2016,629999.99523
gin,2017,540000.02146
gin,2018,560000.00238
gin,2019,490000.00954
gmb,1990,829999.98331
gmb,1991,639999.98569
gmb,1992,730000.01907
gmb,1993,1009999.99046
gmb,1994,1299999.95232
gmb,2010,119999.99732
gmb,2011,159999.99642
gmb,2012,159999.99642
gmb,2013,259999.99046
gmb,2014,289999.99166
gmb,2015,70000.0003
gnb,1990,29999.99933
gnb,1991,29999.99933
gnb,1993,39999.99911
gnb,1994,50000.00075
gnb,1995,29999.99933
gnb,1996,39999.99911
gnb,2003,50000.00075
gnb,2004,39999.99911
gnb,2005,50000.00075
gnb,2006,50000.00075
gnb,2007,50000.00075
gnb,2008,200000.00298
gnb,2009,150000.00596
gnb,2010,50000.00075
gnb,2011,419999.98689
gnb,2012,19999.99955
gnb,2013,19999.99955
gnb,2014,9999.99978
gnb,2019,0
gnq,1991,129999.99523
gnq,1992,100000.00149
gnq,1993,19999.99955
gnq,1994,29999.99933
gnq,1995,29999.99933
gnq,1996,949999.98808
gnq,2019,0
grd,2007,70000.0003
gtm,1990,9999.99978
gtm,1992,9999.99978
gtm,1995,29999.99933
gtm,1996,9999.99978
gtm,1997,419999.98689
gtm,1998,419999.98689
gtm,1999,409999.99642
gtm,2002,90000.00358
gtm,2003,90000.00358
gtm,2004,119999.99732
gtm,2005,300000.01192
gtm,2006,170000.00179
gtm,2007,189999.99762
gtm,2008,200000.00298
gtm,2009,490000.00954
gtm,2010,500000
gtm,2011,579999.98331
gtm,2012,409999.99642
gtm,2013,400000.00596
gtm,2014,400000.00596
gtm,2015,419999.98689
gtm,2016,419999.98689
gtm,2017,490000.00954
gtm,2018,389999.98569
gtm,2019,389999.98569
guy,1999,79999.99821
guy,2002,19999.99955
guy,2004,19999.99955
guy,2005,29999.99933
guy,2007,50000.00075
guy,2008,39999.99911
guy,2010,29999.99933
hnd,1999,370000.00477
hnd,2003,9999.99978
hnd,2004,90000.00358
hnd,2005,50000.00075
hnd,2006,90000.00358
hnd,2007,140000.0006
hnd,2008,219999.99881
hnd,2009,70000.0003
hnd,2010,100000.00149
hnd,2011,180000.00715
hnd,2012,170000.00179
hnd,2013,140000.0006
hnd,2014,170000.00179
hnd,2015,159999.99642
hnd,2016,170000.00179
hnd,2017,140000.0006
hnd,2018,119999.99732
hnd,2019,70000.0003
hrv,1995,50000.00075
hrv,1997,70000.0003
hrv,1998,100000.00149
hrv,1999,29999.99933
hrv,2002,469999.99881
hrv,2003,310000.00238
hrv,2004,119999.99732
hrv,2005,490000.00954
hrv,2007,39999.99911
hrv,2008,109999.9994
hti,1990,59999.99866
hti,1991,19999.99955
hti,1992,159999.99642
hti,1993,270000.01073
hti,1994,349999.99404
hti,1995,400000.00596
hti,1996,439999.99762
hti,1997,479999.98927
hti,1998,300000.01192
hti,1999,610000.01431
hti,2000,349999.99404
hti,2001,189999.99762
hti,2002,300000.01192
hti,2003,219999.99881
hti,2004,1019999.98093
hti,2005,479999.98927
hti,2006,389999.98569
hti,2007,439999.99762
hti,2008,1110000.01431
hti,2009,1039999.96185
hti,2010,3819999.93324
hti,2011,2349999.90463
hti,2012,1879999.99523
hti,2013,1710000.03815
hti,2014,1590000.03338
hti,2015,899999.97616
hti,2016,2309999.94278
hti,2017,850000.02384
hti,2018,2109999.8951
hti,2019,699999.98808
hun,1992,39999.99911
hun,1993,70000.0003
hun,1995,79999.99821
hun,1996,29999.99933
hun,1997,9999.99978
hun,1998,19999.99955
hun,1999,140000.0006
hun,2000,9999.99978
hun,2002,9999.99978
hun,2003,9999.99978
idn,1991,19999.99955
idn,1992,19999.99955
idn,1993,19999.99955
idn,1994,29999.99933
idn,1995,19999.99955
idn,1998,250000
idn,1999,239999.99464
idn,2002,79999.99821
idn,2003,189999.99762
idn,2004,29999.99933
idn,2005,50000.00075
idn,2006,1190000.05722
idn,2007,519999.98093
idn,2008,310000.00238
idn,2009,500000
idn,2010,490000.00954
idn,2011,600000.02384
idn,2012,209999.99344
idn,2013,0
idn,2014,150000.00596
idn,2015,109999.9994
idn,2016,70000.0003
idn,2017,70000.0003
idn,2018,200000.00298
idn,2019,150000.00596
ind,1990,330000.01311
ind,1991,639999.98569
ind,1992,449999.98808
ind,1993,1039999.96185
ind,1994,1330000.04292
ind,1995,1769999.98093
ind,1996,939999.99762
ind,1997,3279999.97139
ind,1998,2839999.91417
ind,1999,3559999.94278
ind,2000,2500000
ind,2001,2910000.08583
ind,2002,1950000.04768
ind,2003,2579999.92371
ind,2004,2190000.05722
ind,2005,2329999.92371
ind,2006,2049999.95232
ind,2007,2960000.03815
ind,2008,3339999.91417
ind,2009,3130000.11444
ind,2010,3700000.04768
ind,2011,3089999.91417
ind,2012,2349999.90463
ind,2013,3019999.98093
ind,2014,2319999.93324
ind,2015,2000000
ind,2016,1960000.03815
ind,2017,2140000.1049
ind,2018,1460000.03815
ind,2019,1710000.03815
irn,1990,300000.01192
irn,1993,70000.0003
irn,1994,90000.00358
irn,1997,280000.00119
irn,2003,529999.97139
irn,2004,819999.99285
irn,2018,289999.99166
irq,1992,310000.00238
irq,1995,159999.99642
irq,1996,159999.99642
irq,1997,140000.0006
irq,1998,200000.00298
irq,1999,140000.0006
irq,2000,340000.00358
irq,2001,129999.99523
irq,2002,300000.01192
irq,2003,4179999.82834
irq,2004,990000.00954
irq,2005,1240000.00954
irq,2006,129999.99523
irq,2007,889999.98569
irq,2008,270000.01073
irq,2009,209999.99344
irq,2010,360000.01431
irq,2011,460000.00834
irq,2012,370000.00477
irq,2013,270000.01073
irq,2014,1259999.99046
irq,2015,759999.99046
irq,2016,2059999.94278
irq,2017,1509999.99046
irq,2018,1809999.94278
irq,2019,2759999.99046
isr,1991,439999.99762
jam,1999,59999.99866
jam,2004,9999.99978
jor,1990,370000.00477
jor,1991,439999.99762
jor,2012,90000.00358
jor,2013,19999.99955
jor,2014,660000.02623
jor,2015,560000.00238
jor,2016,550000.01192
jor,2017,639999.98569
jor,2018,409999.99642
jor,2019,699999.98808
kaz,1993,239999.99464
kaz,1994,310000.00238
kaz,1995,259999.99046
kaz,1996,219999.99881
kaz,1997,200000.00298
kaz,1999,79999.99821
kaz,2000,29999.99933
kaz,2001,29999.99933
kaz,2003,600000.02384
kaz,2005,50000.00075
kaz,2007,150000.00596
kaz,2009,19999.99955
kaz,2010,59999.99866
kaz,2011,50000.00075
kaz,2016,29999.99933
kaz,2017,39999.99911
kaz,2018,100000.00149
kaz,2019,70000.0003
ken,1992,79999.99821
ken,1993,19999.99955
ken,1994,29999.99933
ken,1995,50000.00075
ken,1996,29999.99933
ken,1997,200000.00298
ken,2002,79999.99821
ken,2003,119999.99732
ken,2004,180000.00715
ken,2005,439999.99762
ken,2006,910000.02623
ken,2007,270000.01073
ken,2008,660000.02623
ken,2009,1769999.98093
ken,2010,219999.99881
ken,2011,540000.02146
ken,2012,280000.00119
ken,2013,660000.02623
ken,2014,430000.00715
ken,2015,569999.99285
ken,2016,600000.02384
ken,2017,239999.99464
ken,2018,180000.00715
ken,2019,409999.99642
kgz,1992,79999.99821
kgz,1993,29999.99933
kgz,1994,39999.99911
kgz,2010,129999.99523
kgz,2011,19999.99955
kgz,2012,0
kgz,2015,9999.99978
khm,1990,150000.00596
khm,1991,90000.00358
khm,1993,109999.9994
khm,1994,140000.0006
khm,1995,200000.00298
khm,1997,159999.99642
khm,1998,349999.99404
khm,1999,39999.99911
khm,2000,500000
khm,2002,189999.99762
khm,2003,140000.0006
khm,2004,170000.00179
khm,2005,129999.99523
khm,2006,200000.00298
khm,2007,119999.99732
khm,2008,340000.00358
khm,2009,1110000.01431
khm,2010,439999.99762
khm,2011,200000.00298
khm,2012,330000.01311
khm,2013,259999.99046
khm,2014,490000.00954
khm,2015,500000
khm,2016,460000.00834
khm,2017,119999.99732
khm,2018,400000.00596
khm,2019,819999.99285
kor,1990,29999.99933
