geo,time,ny_gdp_fcst_cd
arg,1980,76961923741.94791
arg,1981,78676842366.4213
arg,1982,84307486836.724
arg,1983,103979106777.911
arg,1984,79092001998.03198
arg,1985,88416668900.25958
arg,1986,110934442762.694
arg,1987,111106191358.19701
arg,1988,126206817196.091
arg,1989,76636898036.47121
arg,1990,141352368714.69101
arg,1991,189719984268.48495
arg,1992,228788617201.69601
arg,1993,218015917217.21701
arg,1994,237306001100
arg,1995,238612169700
arg,1996,251099600500
arg,1997,269557982700
arg,1998,275349613900
arg,1999,262474242700
arg,2000,263218944600
arg,2001,250888500600
arg,2002,92166720627.7747
arg,2003,119335806944.30299
arg,2004,139986239698.595
arg,2005,169028312465.884
arg,2006,197413173434.25201
arg,2007,242606514232.59399
arg,2008,303154145548.32202
arg,2009,279246830513.901
arg,2010,355364624203.33502
arg,2011,445460854869.71094
arg,2012,457909517479.04401
arg,2013,463579084626.164
arg,2014,441743478356.81897
arg,2015,500330715016.28094
arg,2016,470784561403.15198
arg,2017,542988846752.03906
arg,2018,444140366321.40997
arg,2019,380175655758.53601
arg,2020,326442550043.13397
arm,2012,9478764150.09807
arm,2013,9885146610.67409
arm,2014,10295954652.796
arm,2015,9432223248.19954
arm,2016,9487204680.5728
arm,2017,10342342418.8613
arm,2018,11134461960.6412
arm,2019,12068002774.9268
arm,2020,11265118487.6185
atg,1977,70133790.74074
atg,1978,78638600.74074
atg,1979,97376275.18519
atg,1980,116601397.03704
atg,1981,130556549.25926
atg,1982,143876686.2963
atg,1983,160766315.18518
atg,1984,184287661.11111
atg,1985,212805406.2963
atg,1986,249029029.62963
atg,1987,290504491.48148
atg,1988,344130320.37037
atg,1989,381824418.14815
atg,1990,398855555.55556
atg,1991,420118518.51852
atg,1992,434759259.25926
atg,1993,466877777.77778
atg,1994,512629629.62963
atg,1995,498437037.03704
atg,1996,544577777.77778
atg,1997,588125925.92593
atg,1998,631540740.74074
atg,1999,669225925.92593
atg,2000,742314814.81482
atg,2001,708874074.07407
atg,2002,716685185.18518
atg,2003,752692592.59259
atg,2004,793485185.18518
atg,2005,891937037.03704
atg,2006,1002788888.88889
atg,2007,1112162962.96296
atg,2008,1177159259.25926
atg,2009,1071700000
atg,2010,986525925.92593
atg,2011,975548148.14815
atg,2012,1023055555.55556
atg,2013,1024518518.51852
atg,2014,1083896296.2963
atg,2015,1156733333.33333
atg,2016,1244244444.44444
atg,2017,1275781481.48148
atg,2018,1401851851.85185
atg,2019,1489114814.81481
atg,2020,1193948148.14815
aus,1990,287913813005.00201
aus,1991,300079271642.72803
aus,1992,298811043605.32202
aus,1993,289141371557.05493
aus,1994,299061916291.94
aus,1995,338021978021.97803
aus,1996,368360394537.17798
aus,1997,399996869619.65894
aus,1998,367517465916.02802
aus,1999,358141997744.078
aus,2000,382687307668.15295
aus,2001,346284748309.54199
aus,2002,361985140226.03601
aus,2003,426510192195.69
aus,2004,560725565514.29797
aus,2005,638710720192.45203
aus,2006,688396226415.09399
aus,2007,787551228703.776
aus,2008,975282900626.67871
aus,2009,867134442644.677
aus,2010,1068368713115.47998
aus,2011,1306352164054.03003
aus,2012,1450953804908.22998
aus,2013,1477569508566.73999
aus,2014,1371926925548.52002
aus,2015,1260074049421.75
aus,2016,1121650895326.83008
aus,2017,1236444679085.8999
aus,2018,1332175025191.8501
aus,2019,1301608496638.54004
aus,2020,1244833087545.25
aut,1970,14311577666.0492
aut,1971,16631198369.8645
aut,1972,20515167569.4982
aut,1973,25646489563.5674
aut,1974,30825128091.8728
aut,1975,35356344315.3986
aut,1976,38109294316.177
aut,1977,45638802764.1329
aut,1978,55092300767.5543
aut,1979,65724869788.9861
aut,1980,72917233567.3261
aut,1981,63017287022.63689
aut,1982,63333170121.8037
aut,1983,63980828098.6671
aut,1984,59771570731.0364
aut,1985,61178913274.8071
aut,1986,87669106804.86708
aut,1987,109936223334.785
aut,1988,117738119915.30099
aut,1989,117614717628.705
aut,1990,147763965871.95901
aut,1991,154269863288.15601
aut,1992,173264481592.78699
aut,1993,169254358216.01801
aut,1994,181064425972.77399
aut,1995,216760788863.10901
aut,1996,212138822459.05896
aut,1997,189539733904.612
aut,1998,194615373499.33301
aut,1999,193104336346.45999
aut,2000,176063466670.479
aut,2001,176507622150.94501
aut,2002,191340020480.65897
aut,2003,234430355670.79599
aut,2004,268805213300.89301
aut,2005,281025212736.74701
aut,2006,300183556890.10498
aut,2007,347559617172.76202
aut,2008,385947972765.828
aut,2009,358000157161.60498
aut,2010,349503311584.50098
aut,2011,384741999727.62701
aut,2012,364299553834.20697
aut,2013,383327033136.55798
aut,2014,394870513966.70099
aut,2015,340662263867.59399
aut,2016,353049758616.93494
aut,2017,372112686740.94202
aut,2018,406648257998.20398
aut,2019,397815364718.90094
aze,1992,408009259.25926
aze,1993,1494000000
aze,1994,1169927388.53503
aze,1995,2230202786.90382
aze,1996,2856677903.05707
aze,1997,3669301216.9113
aze,1998,4263246316.87775
aze,1999,4400364077.6699
aze,2000,4947362539.11489
aze,2001,5258563298.61484
aze,2002,5735753960.09052
aze,2003,6716933102.53538
aze,2004,8053831281.16414
aze,2005,12244552570.3406
aze,2006,19836355495.8585
aze,2007,30870877520.1026
aze,2008,45580087633.8851
aze,2009,40795595919.3829
aze,2010,49325317717.4184
aze,2011,62081803216.41129
aze,2012,65366216904.277
aze,2013,69221159974.5061
aze,2014,69617620808.3642
aze,2015,48332032012.4927
aze,2016,34783292598.8594
aze,2017,37958052521.4966
aze,2018,43466882352.9412
aze,2019,43843352941.1765
aze,2020,38493941176.4706
bdi,1960,189000008
bdi,1961,195999990
bdi,1962,206500004
bdi,1963,225749996
bdi,1964,248499998
bdi,1965,149501629.62963
bdi,1966,155364571.42857
bdi,1967,167325714.28571
bdi,1968,169794285.71429
bdi,1969,176925714.28571
bdi,1970,224517714.28571
bdi,1971,236418285.71429
bdi,1972,229608000
bdi,1973,283544098.16809
bdi,1974,319926349.20635
bdi,1975,392991746.03175
bdi,1976,411626666.66667
bdi,1977,476663333.33333
bdi,1978,542378888.88889
bdi,1979,694855555.55556
bdi,1980,850611111.11111
bdi,1981,918844444.44444
bdi,1982,937601111.11111
bdi,1983,1011723507.26197
bdi,1984,897326873.27709
bdi,1985,1045604441.13017
bdi,1986,1078418148.37523
bdi,1987,1037949174.49013
bdi,1988,962092667.11777
bdi,1989,977865592.71934
bdi,1990,1034410674.1409
bdi,1991,1044602865.91043
bdi,1992,971181404.01242
bdi,1993,841433278.41845
bdi,1994,805476068.91393
bdi,1995,873217274.32154
bdi,1996,810704872.00661
bdi,1997,864752801.75961
bdi,1998,828777711.47327
bdi,1999,803780753.42466
bdi,2000,798893883.88583
bdi,2001,827825263.44313
bdi,2002,781182724.73401
bdi,2003,725095681.58726
bdi,2004,843918151.07502
bdi,2005,1025462629.94449
bdi,2006,1167114941.85384
bdi,2007,1247828643.31999
bdi,2008,1478721939.98638
bdi,2009,1629681269.20045
bdi,2010,1844524993.45317
bdi,2011,2001247667.36398
bdi,2012,2100484046.64772
bdi,2013,2205857047.06117
bdi,2014,2423955025.92736
bdi,2015,2850181847.00626
bdi,2016,2498462639.66335
bdi,2017,2442403717.87989
bdi,2018,2381208179.71809
bdi,2019,2310354304.55728
bdi,2020,2396832866.12201
bel,1970,25108855183.54169
bel,1971,27972245703.47829
bel,1972,34912151956.7409
bel,1973,44514484578.7622
bel,1974,51653619511.1848
bel,1975,60210273116.1566
bel,1976,64608336468.1296
bel,1977,75146025886.3253
bel,1978,91680124247.47023
bel,1979,105381223170.061
bel,1980,115183110773.89999
bel,1981,94888209474.14168
bel,1982,83324397845.66478
bel,1983,78931309664.69431
bel,1984,75721158894.1637
bel,1985,78449479584.21089
bel,1986,109432758714.105
bel,1987,135124904376.013
bel,1988,146667551289.08401
bel,1989,147710647010.647
bel,1990,185259892563.979
bel,1991,190334106320.142
bel,1992,211974573400.25101
bel,1993,202483346548.50696
bel,1994,219984851700.02399
bel,1995,259637110016.42001
bel,1996,250460586319.21799
bel,1997,226224515110.51001
bel,1998,231289731051.345
bel,1999,230396781483.16696
bel,2000,211161288464.62799
bel,2001,212088833770
bel,2002,231250172207.49097
bel,2003,284900617098.901
bel,2004,329441806601.46802
bel,2005,344399892783.81299
bel,2006,364152035356.94098
bel,2007,420173354517.29498
bel,2008,461793685100
bel,2009,431701478524.64801
bel,2010,429992223683.33398
bel,2011,467850358449.41693
bel,2012,443340228299.76599
bel,2013,466127728858.276
bel,2014,479034001209.724
bel,2015,414182937290.93695
bel,2016,425086991062.53003
bel,2017,448459364849.76599
bel,2018,484861186417.56799
bel,2019,475779129510.58698
ben,1960,226195579.35701
ben,1961,235668222.42998
ben,1962,236434906.75427
ben,1963,253927646.47591
ben,1964,269818988.25926
ben,1965,289908720.64862
ben,1966,302925280.77356
ben,1967,306222000.40732
ben,1968,326323097.35596
ben,1969,330748211.45974
ben,1970,333627758.15467
ben,1971,335072975.21577
ben,1972,410331900.95053
ben,1973,504376035.7164
ben,1974,554654786.96511
ben,1975,676870140.34153
ben,1976,698408244.38534
ben,1977,750049739.15224
ben,1978,928843304.78396
ben,1979,1186231265.18417
ben,1980,1405251547.23882
ben,1981,1291119965.11262
ben,1982,1267778489.03079
ben,1983,1095348302.91865
ben,1984,1051133927.00009
ben,1985,1045712703.02696
ben,1986,1336102040.71025
ben,1987,1562412030.34838
ben,1988,1620246187.15171
ben,1989,1502294411.46202
ben,1990,1959965243.76269
ben,1991,1986437859.90346
ben,1992,1695315305.70308
ben,1993,2274557914.07481
ben,1994,1598075932.35432
ben,1995,2169627250.93379
ben,1996,2361116587.86079
ben,1997,2268301537.65128
ben,1998,2455092582.30927
ben,1999,2797397905.8068
ben,2000,2732085104.5046
ben,2001,3088781117.41749
ben,2002,3457329902.04021
ben,2003,4462610835.12359
ben,2004,5194725502.61881
ben,2005,5669318395.30674
ben,2006,6121554647.97284
ben,2007,7147275004.45539
ben,2008,8641551416.1435
ben,2009,8666281630.99886
ben,2010,8429018203.32207
ben,2011,9721693302.85543
ben,2012,10205237646.6611
ben,2013,11508891697.2194
ben,2014,12163126075.9081
ben,2015,10479166768.8579
ben,2016,10835059607.9416
ben,2017,11685215187.1811
ben,2018,13051073614.6996
ben,2019,13127403466.5674
ben,2020,14289400134.9929
bfa,1960,319420511.66602
bfa,1961,338616895.69563
bfa,1962,363920289.01217
bfa,1963,378271612.43084
bfa,1964,391494760.17356
bfa,1965,402888274.30243
bfa,1966,416548973.78036
bfa,1967,440284455.86988
bfa,1968,449604168.93038
bfa,1969,466909361.64942
bfa,1970,446068691.70425
bfa,1971,461332768.61087
bfa,1972,556213655.56788
bfa,1973,643691439.51344
bfa,1974,717396698.94273
bfa,1975,894908177.24925
bfa,1976,920217930.91038
bfa,1977,1059185413.36545
bfa,1978,1392163740.013
bfa,1979,1697110072.50792
bfa,1980,1865523397.43165
bfa,1981,1722889071.38112
bfa,1982,1699173502.75999
bfa,1983,1565634275.16493
bfa,1984,1429134289.5074
bfa,1985,1495824704.23783
bfa,1986,1936957687.6975
bfa,1987,2282417676.58249
bfa,1988,2495002475.0863
bfa,1989,2500634601.98371
bfa,1990,2974512315.21666
bfa,1991,2991064801.67624
bfa,1992,3204836667.77739
bfa,1993,3083129608.92434
bfa,1994,1757931909.79831
bfa,1995,2205692640.50531
bfa,1996,2388582960.02521
bfa,1997,2245855944.1355
bfa,1998,2591926380.93485
bfa,1999,3174946664.29884
bfa,2000,2805938510.83063
bfa,2001,2997435647.87273
bfa,2002,3390733410.86778
bfa,2003,4432643400.19459
bfa,2004,5043807167.50926
bfa,2005,5623067057.4428
bfa,2006,6080677938.63853
bfa,2007,7058884512.5197
bfa,2008,8783177848.20628
bfa,2009,8699410229.86927
bfa,2010,9333166210.07962
bfa,2011,11111279059.715
bfa,2012,11423281515.2805
bfa,2013,12005192412.9924
bfa,2014,12704771214.1167
bfa,2015,10775038788.982
bfa,2016,11601625094.3292
bfa,2017,12653066777.6674
bfa,2018,14322943793.8667
bfa,2019,14624144535.7742
bfa,2020,16465829405.3365
bgd,1960,4274893913.49536
bgd,1961,4817580183.60155
bgd,1962,5081413339.78635
bgd,1963,5319458351.16235
bgd,1964,5386054619.34987
bgd,1965,5906636557.00092
bgd,1966,6439687598.32325
bgd,1967,7253575399.3215
bgd,1968,7483685473.51275
bgd,1969,8471006100.95399
bgd,1970,8992721809.39332
bgd,1971,8751842839.79658
bgd,1972,6288245866.66667
bgd,1973,8086725729.3407
bgd,1974,12512460519.7088
bgd,1975,19448348073.4565
bgd,1976,10117113333.3333
bgd,1977,9651149301.8746
bgd,1978,13281767142.8571
bgd,1979,15565480321.9448
bgd,1980,17683914728.6822
bgd,1981,19733108935.1285
bgd,1982,18086227544.9102
bgd,1983,17204082491.5825
bgd,1984,18500160000
bgd,1985,21776230769.2308
bgd,1986,21302100000
bgd,1987,23752903225.8064
bgd,1988,25952819878.2242
bgd,1989,28070717845.2682
bgd,1990,30756608749.8021
bgd,1991,30076391512.605
bgd,1992,30636864960.2122
bgd,1993,31939360166.66669
bgd,1994,32579770418.9526
bgd,1995,36427354654.2289
bgd,1996,44151075794.621
bgd,1997,45852833723.6534
bgd,1998,47526211453.7445
bgd,1999,48827537437.604
bgd,2000,51002226197.575
bgd,2001,51298350630.0964
bgd,2002,51985582448.1978
bgd,2003,56962901554.4041
bgd,2004,61757108883.9817
bgd,2005,65797772357.7236
bgd,2006,68137590205.47949
bgd,2007,75783431792.64409
bgd,2008,87283207803.52721
bgd,2009,98095354095.20599
bgd,2010,110040743465.547
bgd,2011,122078791161.65199
bgd,2012,126206680840.927
bgd,2013,142776704651.25299
bgd,2014,164757110414.884
bgd,2015,185965038267.94901
bgd,2016,210483842321.60501
bgd,2017,236327857125.70496
bgd,2018,259164213018.09695
bgd,2019,287982153822.71893
bgd,2020,309680815056.70801
bgr,1980,19578230769.2308
bgr,1981,19386642857.14289
bgr,1982,19356400000
bgr,1983,16546277777.7778
bgr,1984,17566833333.3333
bgr,1985,17076052631.5789
bgr,1986,19904941176.4706
bgr,1987,29033230769.2308
bgr,1988,23662470588.23529
bgr,1989,22664777777.7778
bgr,1990,21503636363.6364
bgr,1991,9941451612.90323
bgr,1992,9293711340.20618
bgr,1993,9520507246.37681
bgr,1994,8351715867.15867
bgr,1995,17537872023.8095
bgr,1996,11278358628.4429
bgr,1997,10336338070.0398
bgr,1998,13397786866.6212
bgr,1999,12087509386.7334
bgr,2000,11611871143.974
bgr,2001,12492145374.651
bgr,2002,14594551275.8787
bgr,2003,18452729266.4627
bgr,2004,22401651958.6058
bgr,2005,25402379137.2848
bgr,2006,29018896299.6216
bgr,2007,37694638208.5374
bgr,2008,45806011517.4632
bgr,2009,45206644629.2742
bgr,2010,44238122377.149
bgr,2011,50342539637.3978
bgr,2012,47239715505.9133
bgr,2013,48114581297.5027
bgr,2014,49508086419.7531
bgr,2015,43861224778.96169
bgr,2016,46461705882.3529
bgr,2017,50910934024.7767
bgr,2018,57500305974.653
bgr,2019,59503028048.0824
bgr,2020,60581866223.8536
bhr,1980,2965773414.69886
bhr,1981,3334308510.6383
bhr,1982,3485106382.97872
bhr,1983,3568351063.82979
bhr,1984,3750000000
bhr,2006,18322606382.97869
bhr,2007,21517021276.5957
bhr,2008,25448484042.5532
bhr,2009,22716648936.1702
bhr,2010,25444654255.3191
bhr,2011,28531595744.6809
bhr,2012,30445664893.617
bhr,2013,32233404255.3191
bhr,2014,33152101063.8298
bhr,2015,30835425531.9149
bhr,2016,31989095744.6809
bhr,2017,35087792553.1915
bhr,2018,37388776595.7447
bhr,2019,37554840425.5319
bhr,2020,33770930851.0638
bhs,1979,1013900000
bhs,1980,1188700000
bhs,1981,1273900000
bhs,1982,1421300000
bhs,1983,1553799900
bhs,1984,1787100000
bhs,1985,2017600000
bhs,1986,2149700100
bhs,1987,2378599900
bhs,1989,2629065000
bhs,1990,2740738000
bhs,1991,2656356000
bhs,1992,2632968000
bhs,1993,2681568000
bhs,1994,2761080000
bhs,1995,2905543000
bhs,1996,3053878000
bhs,1997,5769800000
bhs,1998,6216100000
bhs,1999,7145100000
bhs,2000,7362800000
bhs,2001,7742700000
bhs,2002,8265900000
bhs,2003,8309900000
bhs,2004,8493600000
bhs,2005,9250500000
bhs,2006,9336900000
bhs,2007,9831400000
bhs,2008,9747100000
bhs,2009,9304100000
bhs,2010,9456900000
bhs,2011,9359400000
bhs,2012,9760700000
bhs,2013,9727500000
bhs,2014,10284100000
bhs,2015,10560400000
bhs,2016,10959900000
bhs,2017,11074500000
bhs,2018,11304400000
bhs,2019,11408600000
bhs,2020,8698100000
bih,1994,1255802469.1358
bih,1995,1866572953.73665
bih,1996,2287343234.98139
bih,1997,3014561328.6431
bih,1998,3379810251.74746
bih,1999,3847302178.64924
bih,2000,4647581294.08359
bih,2001,4825130958.25458
bih,2002,5517975356.21646
bih,2003,6953303545.10773
bih,2004,8370597777.67632
bih,2005,9209153201.9595
bih,2006,10207122363.456
bih,2007,12502661069.5603
bih,2008,15554677351.4722
bih,2009,14601710650.4402
bih,2010,14101892442.6307
bih,2011,15281622283.5598
bih,2012,14095192672.4045
bih,2013,15029353284.4734
bih,2014,15282947548.7487
bih,2015,13379259942.6363
bih,2016,13950244343.8914
bih,2017,14964257685.8929
bih,2018,16729044577.1406
bih,2019,16765507196.5275
bih,2020,16780067575.4398
blr,1990,21100000000
blr,1991,16000000000
blr,1992,16296296296.2963
blr,1993,15272727272.7273
blr,1994,13527190332.3263
blr,1995,12617222567.5022
blr,1996,13086769230.7692
blr,1997,12327684486.2117
blr,1998,13235431841.8314
blr,1999,10528927575.7637
blr,2000,10886248899.5848
blr,2001,10768705035.9712
blr,2002,12553154662.1999
blr,2003,15087567040.4681
blr,2004,19831388888.8889
blr,2005,25974187558.0316
blr,2006,32009324009.324
blr,2007,38857968313.1407
blr,2008,51941807116.1049
blr,2009,43961689939.1336
blr,2010,50216515609.26489
blr,2011,54482211055.2764
blr,2012,57609931630.0828
blr,2013,66566328828.8288
blr,2014,69619620500.7825
blr,2015,48955921135.2505
blr,2016,41221250502.6136
blr,2017,47477513843.60609
blr,2018,51426482135.84609
blr,2019,56009656754.9479
blr,2020,52548081652.73
blz,1978,125950000
blz,1979,138450000
blz,1980,175985128.0583
blz,1981,178523524.94826
blz,1982,167404656.61207
blz,1983,177755073.1743
blz,1984,196534146.92838
blz,1985,194298499.49521
blz,1986,210540221.52183
blz,1987,252846671.16409
blz,1988,280877839.02415
blz,1989,324188939.96527
blz,1990,358153855.08513
blz,1991,385770200
blz,1992,452637700
blz,1993,487977850
blz,1994,502603750
blz,1995,538659850
blz,1996,552981050
blz,1997,562031650
blz,1998,587950250
blz,1999,638919400
blz,2000,727784750
blz,2001,749904100
blz,2002,793369500
blz,2003,847387450
blz,2004,906899250
blz,2005,951971550
blz,2006,1043396950
blz,2007,1092208250
blz,2008,1170122950
blz,2009,1152215050
blz,2010,1194614950
blz,2011,1269874500
blz,2012,1319139200
blz,2013,1356803800
blz,2014,1427771800
blz,2015,1444075200
blz,2016,1488993600
blz,2017,1549671750
blz,2018,1594606700
blz,2019,1648605300
blz,2020,1463161885.56839
bmu,1996,2553355000
bmu,1997,2784833000
bmu,1998,2975185000
bmu,1999,3150745000
bmu,2000,3296468000
bmu,2001,3495865000
bmu,2002,3748987000
bmu,2003,3989531000
bmu,2004,4268631000
bmu,2005,4636831000
bmu,2010,6356173000
bmu,2011,6042854000
bmu,2012,6128624000
bmu,2013,6187568000
bmu,2014,6159425000
bmu,2015,6372613000
bmu,2016,6609362000
bmu,2017,6820360000
bmu,2018,6902997000
bmu,2019,7167634000
bol,1970,954461279.46128
bol,1971,1038636363.63636
bol,1972,1199247837.53291
bol,1973,1208045977.01149
bol,1974,2028235882.05897
bol,1975,2299950024.98751
bol,1976,2644927536.23188
bol,1977,3123838080.95952
bol,1978,3633733133.43328
bol,1979,4293570157.7686
bol,1980,4037520391.51713
bol,1981,5301794453.50734
bol,1982,5103657308.9211
bol,1983,5098648706.9896
bol,1984,5842004394.25876
bol,1985,4972467723.71821
bol,1986,3656897125.85069
bol,1987,3975032240.79616
bol,1988,4215009105.45306
bol,1989,4318571301.19479
bol,1990,4464223598.56902
bol,1991,4859657040.71943
bol,1992,5072473785.41213
bol,1993,5144275632.45879
bol,1994,5327493344.8761
bol,1995,5910077911.79718
bol,1996,6406597170.22031
bol,1997,6858049026.51162
bol,1998,7313242590.87857
bol,1999,7271558908.54036
bol,2000,7255351014.79744
bol,2001,7092923004.73747
bol,2002,6874150627.61506
bol,2003,7038774545.64445
bol,2004,7602335559.47581
bol,2005,7832070517.35039
bol,2006,9026691547.25648
bol,2007,10199904727.9397
bol,2008,12927077490.571
bol,2009,13983502564.1026
bol,2010,15883889286.041
bol,2011,18707179656.7946
bol,2012,20575927564.2944
bol,2013,23004605450.5535
bol,2014,24747636873.08649
bol,2015,25526882188.2928
bol,2016,27757207192.3362
bol,2017,30861701561.60189
bol,2018,33237976984.2521
bol,2019,34208221236.4766
bol,2020,31146449455.64009
bra,1960,13010854035.6355
bra,1961,13360234415.7128
bra,1962,17840818496.5016
bra,1963,20734583961.0896
bra,1964,19435212074.0115
bra,1965,19419444207.1118
bra,1966,22962491994.6536
bra,1967,26348589733.3954
bra,1968,28514137972.9401
bra,1969,31393769791.1673
bra,1970,35567522463.69869
bra,1971,42144477616.59969
bra,1972,49863914454.6192
bra,1973,67933203535.53049
bra,1974,91373939510.5901
bra,1975,109228753812.87199
bra,1976,134483666402.86501
bra,1977,155233012607.159
bra,1978,177719304790.44299
bra,1979,202174656407.01999
bra,1980,212325076584.21799
bra,1981,236573212297.138
bra,1982,253251932688.284
bra,1983,182641097551.14896
bra,1984,190556793074.966
bra,1985,202907763563.59201
bra,1986,238644855328.73495
bra,1987,264680339226.25296
bra,1988,298610595154.73199
bra,1989,343879647749.51099
bra,1990,336031726357.09399
bra,1991,300963709292.854
bra,1992,289457148225.44293
bra,1993,330128011791.80402
bra,1994,465193810950.27502
bra,1995,665585216639.81995
bra,1996,743505766593.67102
bra,1997,776205173675.56897
bra,1998,759957102557.0249
bra,1999,519268146555.87506
bra,2000,563744037980.84595
bra,2001,476849997145.00098
bra,2002,434950943275.96698
bra,2003,477897361829.61102
bra,2004,568175808334.28796
bra,2005,756993897468.08093
bra,2006,942060804546.4729
bra,2007,1191298809888.88989
bra,2008,1432285660609.33008
bra,2009,1425288930347.98999
bra,2010,1877438524608.09009
bra,2011,2224053710346.93018
bra,2012,2096321131132.22949
bra,2013,2112046246906.96948
bra,2014,2113402261762.4895
bra,2015,1549669123842.06006
bra,2016,1552373375151.23999
bra,2017,1777259120342.04004
bra,2018,1645166203984.15991
bra,2019,1614856983452.12988
bra,2020,1249377320504.11011
brb,1975,346835800.20791
brb,1976,393271284.55934
brb,1977,443517540.36277
brb,1978,489434693.97902
brb,1979,594690001.49157
brb,1980,763585740.5658
brb,1981,848307065.08228
brb,1982,887087953.06518
brb,1983,944264903.29638
brb,1984,1031472182.17074
brb,1985,1084323571.81922
brb,1986,1142246308.35778
brb,1987,1242479988.06742
brb,1988,1326306369.01506
brb,1989,1446676279.02352
brb,1990,1849798637.69701
brb,1991,1821259881.66857
brb,1992,1738900000
brb,1993,1801571123.15418
brb,1994,1879729528.16586
brb,1995,1969422761.3981
brb,1996,2116740416.64595
brb,1997,2226669318.35132
brb,1998,2433102968.2295
brb,1999,2549097598.56809
brb,2000,2657000000
brb,2001,2648200000
brb,2002,2740250000
brb,2003,2816000000
brb,2004,3025550000
brb,2005,3310350000
brb,2006,3594684250
brb,2007,4051240900
brb,2008,4144000450
brb,2009,3886207300
brb,2010,3936504550
brb,2011,3978138450
brb,2012,3987682100
brb,2013,4029616300
brb,2014,4080194350
brb,2015,4049888600
brb,2016,4091867350
brb,2017,4160403900
brb,2018,4269803300
brb,2019,4372104250
brn,2010,13966242757.6091
brn,2011,18821847285.1578
brn,2012,19351018886.0435
brn,2013,18447072650.2558
brn,2014,17363103788.4767
brn,2015,13175615535.6753
brn,2016,11568136465.6483
