geo,time,se_prm_prsl_ma_zs
hun,2003,97.02311
hun,2004,97.59939
hun,2005,97.77818
hun,2006,97.65787
hun,2007,98.55541
hun,2008,97.53004
hun,2009,98.12257
hun,2010,98.34759
hun,2011,98.34572
hun,2012,98.06205
hun,2013,98.04887
hun,2014,97.85647
hun,2015,98.38514
hun,2016,96.90356
hun,2017,98.6848
hun,2018,98.64098
idn,1995,82.21965
idn,1996,81.74943
idn,2001,83.30077
idn,2002,85.709
idn,2004,85.28992
idn,2007,77.36739
idn,2016,96.33094
idn,2017,97.32327
ind,1973,42.01977
ind,1986,54.83543
ind,1987,65.2106
ind,1994,61.49901
ind,1999,63.32656
ind,2000,59.23255
ind,2001,59.70518
ind,2013,82.18843
ind,2015,89.44121
ind,2016,88.28967
ind,2018,86.03627
irn,1986,86.36002
irn,1987,88.50404
irn,1988,89.74181
irn,1989,91.3269
irn,1990,91.72539
irn,1991,90.66686
irn,1992,91.45083
irn,1993,90.08211
irn,1994,91.79633
irn,2000,98.09685
irn,2001,93.74211
irn,2002,87.77523
irn,2008,96.60192
irn,2009,92.85899
irn,2010,98.34783
irn,2011,95.81952
irn,2014,97.87923
irn,2015,96.12893
irn,2016,97.63356
irq,1971,67.90963
irq,1972,77.57048
irq,1973,76.07172
irq,1982,65.10953
irq,1984,77.81545
irq,1985,75.86444
irq,1986,77.27517
irq,1987,71.21155
irq,1988,67.76724
irq,1999,51.45368
isl,1997,98.12262
isl,1998,97.96856
isl,2001,98.11387
isl,2002,97.32952
isl,2003,97.04653
isl,2004,98.45583
isl,2005,96.63449
isl,2009,97.44257
isl,2010,97.30806
isl,2011,96.87339
isl,2012,97.47192
isl,2013,99.40887
isl,2014,97.64181
isl,2015,99.07319
isl,2016,98.60147
isr,2001,99.75192
isr,2002,99.65172
isr,2003,98.71206
isr,2004,99.43603
isr,2005,99.46959
isr,2007,99.20386
isr,2008,100
isr,2010,99.30088
isr,2011,99.81766
isr,2012,99.52582
isr,2013,99.72928
isr,2014,99.80911
isr,2015,99.36604
isr,2016,99.43501
isr,2017,99.7543
isr,2018,98.98999
ita,2001,95.38169
ita,2004,99.90633
ita,2005,98.9623
ita,2006,99.0826
ita,2007,99.4668
ita,2008,99.35632
ita,2009,99.4772
ita,2010,100
ita,2011,98.71387
ita,2012,98.27474
ita,2013,99.43171
ita,2014,99.05639
ita,2015,99.21946
ita,2016,99.79538
ita,2017,99.71962
ita,2018,99.76984
jam,1983,77.65561
jam,1987,70.86392
jam,2001,82.54484
jam,2008,84.16037
jam,2012,88.58257
jam,2013,93.40771
jam,2016,93.12034
jam,2017,96.15215
jam,2018,92.94589
jam,2019,82.7689
jor,1971,75.36005
jor,1972,87.59197
jor,1973,89.40718
jor,1974,86.7137
jor,1975,86.67672
jor,1976,88.91043
jor,1977,90.03992
jor,1978,89.49396
jor,1979,92.84858
jor,1980,91.98678
jor,1982,87.72678
jor,1983,95.36581
jor,1988,90.20568
jor,1989,95.93946
jor,1993,96.00367
jor,1999,96.54503
jor,2002,95.05065
jor,2003,97.38786
jor,2004,95.6319
jor,2006,92.99745
jor,2010,97.04259
jor,2017,94.79314
jor,2018,94.53858
jor,2019,92.46555
jpn,1971,99.55217
jpn,1972,99.63228
jpn,1973,99.68408
jpn,1974,99.79382
jpn,1975,99.7402
jpn,1976,99.68115
jpn,1977,99.76898
jpn,1978,99.77326
jpn,1979,99.49827
jpn,1980,99.77018
jpn,1981,99.79989
jpn,1982,99.82758
jpn,1983,99.78099
jpn,1984,99.84117
jpn,1985,99.80652
jpn,1986,99.87465
jpn,1987,99.87046
jpn,1988,99.84541
jpn,1989,99.84572
jpn,1990,99.88754
jpn,1991,99.94302
jpn,1998,99.95926
jpn,1999,99.97872
jpn,2000,99.91351
jpn,2001,99.97333
jpn,2002,99.91459
jpn,2003,99.96283
jpn,2004,99.92443
jpn,2005,99.91858
jpn,2006,99.9884
jpn,2008,99.98355
jpn,2009,99.96996
jpn,2010,99.92642
jpn,2011,99.86913
jpn,2013,99.96551
jpn,2014,99.95952
jpn,2015,99.89065
jpn,2016,99.96432
kaz,1994,92.23607
kaz,2000,97.44751
kaz,2001,94.69866
kaz,2002,97.78931
kaz,2003,100
kaz,2004,99.33832
kaz,2005,98.67369
kaz,2006,99.6035
kaz,2007,98.99952
kaz,2008,98.67045
kaz,2009,98.42479
kaz,2010,99.76623
kaz,2011,99.37066
kaz,2012,99.10664
kaz,2013,98.86071
kaz,2014,98.83113
kaz,2015,98.63183
kaz,2016,96.74434
kaz,2017,99.56631
kaz,2018,99.55276
kaz,2019,100
ken,1976,57.85277
ken,1977,50.58084
ken,1979,65.63689
ken,1980,58.55956
ken,2003,74.01313
kgz,1999,95.14887
kgz,2000,93.98528
kgz,2001,92.20496
kgz,2002,92.11123
kgz,2003,94.19061
kgz,2004,96.75443
kgz,2005,96.73687
kgz,2006,96.0284
kgz,2007,98.31018
kgz,2008,95.73514
kgz,2009,97.96428
kgz,2010,94.68033
kgz,2011,96.69567
kgz,2012,97.18258
kgz,2013,97.97942
kgz,2014,96.49726
kgz,2015,98.58185
kgz,2016,97.44533
kgz,2017,97.69463
kgz,2018,98.70695
kgz,2019,96.8095
khm,1997,42.21238
khm,1998,44.93974
khm,2000,56.11376
khm,2001,65.01309
khm,2002,54.25711
khm,2003,52.45895
khm,2004,55.62711
khm,2005,53.5883
khm,2006,53.3292
khm,2007,51.95597
khm,2010,60.74379
khm,2011,63.62791
khm,2015,68.78736
khm,2016,73.87333
khm,2017,79.18336
khm,2018,76.15225
khm,2019,75.25772
kir,1980,79.65878
kir,2001,71.73083
kir,2003,72.66422
kna,2007,66.90375
kna,2009,77.64827
kna,2014,96.38333
kor,1971,95.73576
kor,1972,92.55775
kor,1973,93.24436
kor,1974,94.81179
kor,1975,94.20755
kor,1976,92.72325
kor,1977,95.03742
kor,1978,95.95223
kor,1979,97.15561
kor,1981,93.48749
kor,1982,96.75161
kor,1983,96.49073
kor,1984,98.97984
kor,1985,99.28183
kor,1986,98.77398
kor,1987,99.3109
kor,1988,99.09595
kor,1989,99.50948
kor,1990,99.4859
kor,1991,99.04931
kor,1992,99.55015
kor,1993,99.9653
kor,1994,99.01986
kor,1997,95.43418
kor,1998,99.43192
kor,1999,99.35354
kor,2000,98.75321
kor,2001,98.04564
kor,2002,99.13844
kor,2003,97.17081
kor,2004,98.47014
kor,2005,98.40776
kor,2006,97.47212
kor,2007,98.17063
kor,2008,98.91298
kor,2009,99.24071
kor,2010,98.97651
kor,2011,99.18325
kor,2012,99.63431
kor,2013,99.35751
kor,2014,99.33393
kor,2015,99.3959
kor,2016,99.45098
kor,2017,99.2799
kor,2018,99.36124
kwt,1972,98.02119
kwt,1973,98.75931
kwt,1974,96.99367
kwt,1976,55.69753
kwt,1979,98.38287
kwt,1981,97.182
kwt,1982,94.22459
kwt,1983,91.78133
kwt,1984,92.82698
kwt,1985,90.70871
kwt,1986,90.53779
kwt,1994,83.01962
kwt,1996,94.23842
kwt,1998,91.31262
kwt,1999,92.93418
kwt,2000,95.12974
kwt,2001,98.99904
kwt,2002,96.15373
kwt,2003,97.89057
kwt,2009,96.01568
kwt,2011,93.02484
kwt,2012,95.40576
kwt,2015,96.59543
kwt,2016,98.52726
kwt,2018,84.72583
lao,1992,56.45007
lao,1993,55.06982
lao,1996,56.89698
lao,1997,60.81518
lao,1998,52.67159
lao,1999,55.25873
lao,2000,52.95328
lao,2001,62.35089
lao,2002,64.0282
lao,2003,62.48728
lao,2004,64.01422
lao,2005,62.57748
lao,2006,61.92629
lao,2007,66.21003
lao,2008,67.61591
lao,2009,70.60669
lao,2010,66.92776
lao,2011,68.84806
lao,2012,72.36309
lao,2013,76.23267
lao,2014,77.22106
lao,2015,78.65192
lao,2016,79.71567
lao,2017,80.96374
lao,2018,81.16759
lao,2019,79.81871
lbn,1999,87.22198
lbn,2000,94.59905
lbn,2001,88.1298
lbn,2002,85.75258
lbn,2003,90.89017
lbn,2004,86.57667
lbn,2005,83.87894
lbn,2006,91.66223
lbn,2007,86.07384
lbn,2008,90.33438
lbn,2010,87.53598
lbn,2011,90.49292
lbn,2013,86.9183
lbn,2015,81.55657
lbn,2016,90.94866
lbn,2017,82.71848
lbn,2018,82.82196
lbn,2019,82.6898
lbr,2008,73.25716
lbr,2016,48.40796
lby,1971,92.80156
lby,1973,88.48048
lby,1976,88.31743
lby,1977,77.65348
lby,1979,86.52607
lby,1980,84.4389
lca,2004,92.91344
lca,2008,90.69601
lca,2009,93.48352
lca,2010,90.00084
lca,2011,90.99362
lca,2013,90.26661
lca,2016,90.20325
lca,2017,88.70439
lca,2018,93.05895
lca,2019,93.57332
lie,2007,79.66597
lie,2009,81.25
lie,2017,96.42552
lka,1982,91.13253
lka,1985,92.23434
lka,1986,93.40237
lka,1988,94.50949
lka,1989,90.80486
lka,1990,94.01149
lka,1991,91.80949
lka,2001,97.51648
lka,2002,97.59466
lka,2005,98.53448
lka,2006,98.31119
lka,2010,100
lka,2011,93.37791
lka,2012,98.37755
lka,2013,98.40507
lka,2014,99.07102
lka,2015,98.2546
lka,2016,97.76483
lka,2018,97.89836
lso,1972,34.7309
lso,1973,44.48716
lso,1974,32.21677
lso,1975,25.09446
lso,1976,20.16363
lso,1977,22.75853
lso,1978,27.08975
lso,1979,29.44719
lso,1980,39.1542
lso,1981,41.10035
lso,1982,36.55827
lso,1983,36.79835
lso,1984,41.0669
lso,1985,35.76288
lso,1986,38.76325
lso,1987,41.04463
lso,1988,35.68109
lso,1989,39.97909
lso,1990,42.27623
lso,1991,44.02955
lso,1992,39.86169
lso,1993,58.19836
lso,1994,54.08334
lso,1995,41.99391
lso,1996,47.78291
lso,1997,50.77537
lso,1998,46.25104
lso,1999,52.44745
lso,2000,47.51336
lso,2001,50.85162
lso,2002,58.06756
lso,2003,49.6138
lso,2004,49.23465
lso,2005,55.22203
lso,2006,37.82532
lso,2007,54.81289
lso,2008,47.48463
lso,2009,61.8316
lso,2010,55.60138
lso,2011,53.82536
lso,2012,47.69849
lso,2013,57.9681
lso,2014,57.02329
lso,2015,59.40759
ltu,1995,97.23241
ltu,1996,98.82274
ltu,1998,99.14745
ltu,1999,98.53609
ltu,2000,99.21157
ltu,2001,97.86424
ltu,2002,98.10725
ltu,2003,98.286
ltu,2004,97.60775
ltu,2005,96.64441
ltu,2006,97.53965
ltu,2007,98.07155
ltu,2008,98.24805
ltu,2009,98.2269
ltu,2010,96.14572
ltu,2011,97.56788
ltu,2012,96.5878
ltu,2013,96.85437
ltu,2014,98.16369
ltu,2015,97.99214
ltu,2016,98.3523
ltu,2017,97.5696
ltu,2018,97.65852
lux,1976,89.01011
lux,1977,87.71332
lux,1978,85.92035
lux,1982,84.19192
lux,2012,82.69962
lux,2013,81.80464
lux,2016,81.78594
lva,1999,96.56014
lva,2000,97.13259
lva,2001,96.8187
lva,2002,98.12733
lva,2003,98.68141
lva,2004,98.62795
lva,2005,97.67746
lva,2006,96.96061
lva,2007,96.7005
lva,2008,95.38937
lva,2009,94.65718
lva,2010,93.45241
lva,2011,90.17689
lva,2012,92.45236
lva,2013,92.99984
lva,2014,95.25389
lva,2015,95.89828
lva,2016,95.61225
lva,2017,96.97024
lva,2018,96.76208
mac,2008,97.60482
mac,2017,99.29657
mac,2018,97.77413
mac,2019,98.7015
mar,1972,63.49764
mar,1973,68.09025
mar,1974,75.11301
mar,1976,80.37882
mar,1977,82.78117
mar,1978,84.1676
mar,1979,81.73426
mar,1980,80.17994
mar,1981,80.68665
mar,1982,76.29538
mar,1983,82.12607
mar,1984,69.01427
mar,1985,68.38544
mar,1986,70.30755
mar,1987,67.13347
mar,1988,63.27889
mar,1989,75.32018
mar,1990,73.62306
mar,1991,67.47367
mar,1992,73.68637
mar,1993,73.10457
mar,1994,74.69732
mar,1995,72.9176
mar,1996,68.77556
mar,1997,68.25574
mar,1998,69.44946
mar,1999,74.75055
mar,2000,72.22905
mar,2001,78.2652
mar,2002,76.17475
mar,2003,71.02113
mar,2004,75.12938
mar,2005,75.69099
mar,2006,78.69895
mar,2007,76.68852
mar,2008,77.817
mar,2009,90.58065
mar,2010,89.79586
mar,2011,88.65199
mar,2012,91.78812
mar,2013,89.68845
mar,2014,90.66771
mar,2015,92.09196
mar,2016,94.72573
mar,2017,92.35041
mar,2018,93.52205
mar,2019,94.17999
mco,1991,91.23775
mco,2020,90.10831
mda,1994,93.65207
mda,2001,94.789
mda,2002,95.86858
mda,2003,94.92774
mda,2004,96.00263
mda,2005,95.93464
mda,2006,96.1302
mda,2007,94.37783
mda,2008,94.77906
mda,2009,93.63173
mda,2010,95.55063
mda,2011,95.22892
mda,2012,94.14581
mda,2013,95.50147
mda,2014,94.68739
mda,2015,93.68095
mda,2016,95.67738
mda,2017,93.94603
mda,2018,97.31133
mda,2019,89.7465
mdg,1971,43.12708
mdg,1972,25.56004
mdg,1974,35.67924
mdg,1988,32.22229
mdg,1989,31.38404
mdg,1990,37.54368
mdg,1991,22.30877
mdg,1992,28.9124
mdg,1993,26.16118
mdg,1994,23.73717
mdg,1995,50.76895
mdg,1998,36.55763
mdg,1999,52.18615
mdg,2000,35.09418
mdg,2001,34.03088
mdg,2002,55.36762
mdg,2003,59.46686
mdg,2004,42.85768
mdg,2005,35.22524
mdg,2006,41.76044
mdg,2007,42.04296
mdg,2008,48.4002
mdg,2009,33.80416
mdg,2010,38.94094
mdg,2011,39.39285
mdg,2012,36.76275
mdg,2013,38.82048
mdg,2014,41.47108
mdg,2015,34.10232
mdg,2018,29.91969
mdv,2012,79.82591
mdv,2015,89.04395
mdv,2016,97.15538
mdv,2017,94.48306
mex,1975,55.69542
mex,1976,60.06464
mex,1992,76.87744
mex,1993,81.31242
mex,1994,80.46866
mex,1995,83.335
mex,1996,82.36368
mex,1998,85.65177
mex,1999,86.03323
mex,2000,85.93794
mex,2001,87.95277
mex,2002,90.18024
mex,2003,89.27574
mex,2004,90.84483
mex,2005,91.0266
mex,2006,91.24267
mex,2007,90.44858
mex,2008,92.94814
mex,2009,93.16822
mex,2010,94.16853
mex,2011,95.01188
mex,2012,93.58791
mex,2013,94.98981
mex,2014,95.20618
mex,2015,90.47423
mex,2016,99.37308
mex,2017,94.9507
mex,2018,96.43329
mhl,2006,69.40925
mhl,2008,87.32005
mhl,2019,73.39345
mkd,1994,95.86583
mkd,1995,98.76751
mkd,1996,96.83432
mkd,1998,98.25805
mkd,1999,95.58032
mkd,2000,96.11399
mkd,2001,96.56181
mkd,2002,95.39048
mkd,2003,97.96284
mkd,2004,97.64672
mkd,2005,93.96895
mkd,2006,98.2439
mkd,2012,96.4855
mkd,2013,96.65511
mkd,2017,99.06821
mli,1978,63.9364
mli,1980,39.35644
mli,1983,37.85274
mli,1984,38.67083
mli,1986,42.52845
mli,1987,43.01028
mli,1999,66.34121
mli,2001,79.99321
mli,2002,70.51678
mli,2003,82.15088
mli,2004,84.71316
mli,2005,75.69112
mli,2007,79.45819
mli,2008,81.19299
mli,2009,78.68288
mli,2010,77.07939
mli,2011,63.54654
mlt,1978,92.58732
mlt,1980,91.89631
mlt,1991,97.63717
mlt,1992,96.80268
mlt,1994,99.06386
mlt,1996,97.66903
mlt,1997,98.08391
mlt,1998,96.77897
mlt,2000,97.56582
mlt,2001,99.25818
mlt,2002,96.93962
mlt,2007,92.90394
mlt,2008,83.47333
mlt,2010,95.28318
mlt,2011,93.82168
mlt,2012,96.9535
mlt,2013,95.87247
mlt,2014,94.82441
mlt,2018,96.60823
mmr,1971,31.67944
mmr,1973,34.99842
mmr,2000,55.31337
mmr,2001,57.94379
mmr,2002,65.19597
mmr,2003,69.36625
mmr,2008,70.07125
mmr,2009,72.24024
mne,2011,79.69001
mne,2015,93.05602
mne,2016,96.48585
mne,2017,99.12072
mne,2019,98.33484
mng,1995,90.14611
mng,1996,88.68324
mng,1997,81.59316
mng,1998,85.30313
mng,1999,84.72954
mng,2000,85.95133
mng,2001,87.04249
mng,2002,91.77264
mng,2003,90.53689
mng,2015,97.12027
mng,2016,96.92387
mng,2017,97.06296
mng,2018,97.92465
moz,1982,25.56293
moz,1983,42.68083
moz,1984,38.3634
moz,1985,44.32606
moz,1986,37.16385
moz,1987,26.49687
moz,1988,39.09813
moz,1989,48.361
moz,1990,37.0226
moz,1991,36.62228
moz,1992,39.1174
moz,1993,48.4776
moz,1994,51.98518
moz,1999,31.77395
moz,2000,35.23585
moz,2001,33.32042
moz,2004,48.69522
moz,2005,39.90233
moz,2006,48.14961
moz,2007,45.03964
moz,2008,36.91027
moz,2009,37.05493
moz,2010,27.79549
moz,2011,31.69391
moz,2012,32.41974
moz,2013,31.32921
moz,2014,34.24748
moz,2017,40.50993
moz,2018,42.79624
moz,2019,43.46537
mrt,1989,55.1324
mrt,1990,73.69851
mrt,1993,71.62012
mrt,1994,66.30645
mrt,1995,56.45679
mrt,1996,55.76404
mrt,1997,57.6293
mrt,1998,55.67972
mrt,2001,39.3872
mrt,2004,37.97279
mrt,2005,46.14488
mrt,2006,54.22023
mrt,2008,80.46597
mrt,2012,64.91361
mrt,2016,63.28574
mus,1983,96.35805
mus,1984,94.26013
mus,1985,95.24047
mus,1986,97.64998
mus,1987,93.18236
mus,1988,97.75002
mus,1989,95.41626
mus,1990,97.40831
mus,1991,95.6389
mus,1992,98.78251
mus,1997,96.59649
mus,1998,97.43702
mus,1999,99.03635
mus,2000,97.00927
mus,2001,94.88587
mus,2002,98.26813
mus,2003,97.46829
mus,2004,95.45584
mus,2005,96.4891
mus,2006,97.63781
mus,2007,98.56362
mus,2008,94.24395
mus,2009,98.49823
mus,2010,97.15084
mus,2011,97.1316
mus,2012,94.05583
mus,2013,97.62288
mus,2014,96.45427
mus,2015,95.82872
mus,2016,94.54951
mus,2017,95.08491
mus,2018,94.90175
mwi,1973,40.43872
mwi,1974,49.93454
mwi,1975,35.01676
mwi,1976,35.68534
mwi,1977,33.89959
mwi,1978,36.89825
mwi,1979,45.47209
mwi,1980,36.64125
mwi,1981,47.5269
mwi,1982,30.10007
mwi,1983,33.3819
mwi,1984,45.85005
mwi,1985,42.11363
mwi,1986,56.65197
mwi,1987,40.64953
mwi,1988,58.2131
mwi,1989,49.83295
mwi,1990,41.56585
mwi,1991,59.25923
mwi,1992,31.85295
mwi,1993,31.81935
mwi,1995,30.12929
mwi,1999,38.64211
mwi,2001,34.66904
mwi,2004,35.46368
mwi,2005,36.31384
mwi,2006,37.02002
mwi,2007,62.57265
mwi,2008,42.13469
mwi,2009,52.07534
mwi,2010,50.23983
mwi,2011,50.5819
mwi,2012,65.47951
mwi,2013,53.52713
mys,1980,95.39794
mys,1981,96.86103
mys,1982,97.69913
mys,1983,95.31043
mys,1984,98.74368
mys,1987,96.49638
mys,1988,95.74071
mys,1989,95.01446
mys,1990,96.06789
mys,1992,95.1532
mys,2002,97.48046
mys,2005,97.80881
mys,2006,97.59232
mys,2013,93.78352
mys,2014,91.59883
mys,2016,95.48789
mys,2017,90.94789
mys,2018,93.29425
nam,1991,51.72848
nam,1993,72.61362
nam,1997,73.11483
nam,1998,68.2257
nam,1999,80.27178
nam,2002,78.10852
nam,2003,68.55987
nam,2004,73.94943
nam,2005,73.59585
nam,2008,79.84169
nam,2009,81.83792
nam,2012,88.97585
nam,2017,81.29129
ncl,1982,80.69019
ncl,1983,87.97952
ncl,1984,68.68415
ncl,1985,90.92681
ncl,1987,93.2697
ncl,1988,91.22185
ncl,1989,94.46095
ner,1971,54.19177
ner,1972,54.50311
ner,1973,51.19606
ner,1974,56.68193
ner,1975,62.3239
ner,1976,68.36387
ner,1977,74.66013
ner,1989,69.04495
ner,1990,82.78836
ner,1991,56.09987
ner,1992,59.16531
ner,1995,41.52515
ner,1996,66.26428
ner,1997,63.63821
ner,1998,57.51861
ner,1999,55.65041
ner,2000,70.418
ner,2001,66.57178
ner,2002,66.83817
ner,2003,70.13776
ner,2006,72.02339
ner,2007,72.85846
ner,2008,69.36233
ner,2009,62.73441
ner,2010,71.39418
ner,2012,61.7682
ner,2013,63.39027
nga,1999,84.80232
nga,2004,73.11268
nga,2005,75.52161
nga,2006,48.98352
nga,2007,48.36147
nga,2008,80.44098
nga,2009,62.48314
nic,1970,27.38998
nic,1971,21.7187
nic,1972,26.31892
nic,1976,25.73684
nic,1977,22.59324
nic,1978,21.25942
nic,1979,33.03808
nic,1982,33.48554
nic,1983,20.33114
nic,1984,24.31226
nic,1985,17.05114
nic,1986,29.85971
nic,1987,29.75804
nic,1992,48.22861
nic,1993,50.52524
nic,1994,36.49923
nic,1999,41.82039
nic,2000,47.7661
nic,2001,61.39071
nic,2002,48.68075
nic,2003,51.51703
nic,2004,48.16413
nic,2005,46.22748
nic,2006,40.02692
nic,2007,44.7104
nld,1971,92.87379
nld,1972,93.00913
nld,1973,93.39524
nld,1974,94.16274
nld,1975,95.35081
nld,1976,94.3796
nld,1977,94.57954
nld,1978,94.66686
nld,1979,95.40766
nld,1980,94.91815
nld,1981,93.25586
nld,1982,92.7199
nld,1983,92.29769
nld,1984,92.24316
nor,1973,98.11571
nor,1974,98.41547
nor,1975,96.1506
nor,1976,99.08582
nor,1977,98.66913
nor,1978,98.97757
nor,1979,99.01565
nor,1980,99.43927
nor,1981,99.27212
nor,1984,99.11246
nor,1985,99.52791
nor,1986,98.51238
nor,1987,99.76214
nor,1988,99.7126
nor,1989,97.376
nor,1990,98.65588
nor,1991,99.12358
nor,1992,97.75696
nor,1998,99.54687
nor,1999,99.66024
nor,2000,98.82392
nor,2001,98.32604
nor,2002,99.78077
nor,2003,98.68199
nor,2004,99.85698
nor,2005,98.90115
nor,2006,100
nor,2007,98.76866
nor,2008,99.89174
nor,2009,99.33466
nor,2010,99.49315
nor,2011,97.38995
nor,2013,99.39292
nor,2014,99.42333
nor,2015,99.60963
nor,2016,99.38334
nor,2017,99.28498
nor,2018,99.32067
npl,1991,52.65621
npl,1999,56.64868
npl,2002,63.75011
npl,2003,70.04017
npl,2004,57.29597
npl,2007,59.82393
npl,2012,54.60806
npl,2013,58.82789
npl,2014,68.44181
npl,2015,75.39182
npl,2016,73.68721
omn,1974,60.00287
omn,1975,57.31034
omn,1977,60.29799
omn,1978,64.13462
omn,1982,88.61979
omn,1983,89.52874
omn,1984,93.12239
omn,1985,91.07171
omn,1986,90.87744
omn,1987,91.98929
omn,1988,92.86867
omn,1989,93.16046
omn,1991,93.58997
omn,1993,93.19896
omn,1994,92.78423
omn,1995,93.5203
omn,1996,94.23298
omn,1997,92.74233
omn,1998,92.11471
omn,1999,91.72025
omn,2000,93.75864
omn,2001,94.83035
omn,2002,97.26051
omn,2011,92.10433
omn,2012,99.09861
omn,2014,97.58283
omn,2015,99.84459
omn,2016,97.82418
omn,2018,98.80535
omn,2019,99.11494
pak,2004,67.83917
pak,2008,61.48787
pak,2009,63.68264
pak,2010,53.20393
pak,2011,60.76655
pak,2012,63.60389
pak,2013,83.5927
pak,2015,79.02708
pak,2017,73.6751
pak,2018,61.28589
pan,1970,85.81042
pan,1971,76.5924
pan,1972,75.83038
pan,1973,73.65428
pan,1974,76.56742
pan,1975,72.29331
pan,1976,79.18207
pan,1977,76.0744
pan,1978,71.94635
pan,1979,70.1282
pan,1980,70.14828
pan,1981,75.97245
pan,1982,72.53098
pan,1983,79.87558
pan,1984,76.6011
pan,1985,79.86752
pan,1986,78.75317
pan,1987,69.82583
pan,1988,76.26955
pan,1999,89.80924
pan,2000,85.45973
pan,2001,86.84352
pan,2004,82.10031
pan,2005,84.10943
pan,2006,87.63158
pan,2007,84.73357
pan,2008,85.78151
pan,2009,93.68419
pan,2010,91.98615
pan,2013,85.08705
per,1977,70.26575
per,1978,71.24551
per,1979,66.91984
per,1980,72.53586
per,1992,76.19721
per,1998,85.51087
per,1999,84.3834
per,2000,81.36595
per,2001,79.44737
per,2003,84.4492
per,2004,86.16165
per,2005,85.88753
per,2006,89.84357
per,2007,81.78535
per,2008,87.63117
per,2009,89.83566
per,2010,82.34108
per,2011,75.06634
per,2013,89.09906
per,2016,93.07769
phl,1982,62.15916
phl,1983,63.14685
phl,1984,60.50939
phl,1985,62.06822
phl,1986,75.05672
phl,1987,64.20316
phl,1988,69.94397
phl,1998,65.2865
phl,2001,71.06843
phl,2002,68.80886
phl,2003,67.58457
phl,2004,66.26932
phl,2005,65.93051
phl,2006,68.62735
phl,2007,70.90562
phl,2008,71.99972
phl,2016,90.74258
phl,2018,95.24418
png,1986,61.90616
png,1987,59.38636
png,1988,61.55767
png,1989,47.21343
png,1990,52.36581
png,1991,63.54355
png,1994,52.29513
png,1995,62.15373
png,1996,51.95157
png,1997,57.62577
pol,2008,97.37629
pol,2009,99.1901
pol,2010,98.28578
pol,2011,98.35513
pol,2012,97.75484
pol,2013,97.76762
pol,2014,97.90141
pol,2015,97.73253
pol,2016,93.44226
pol,2017,99.63661
pol,2018,99.61967
pri,2014,78.71353
prt,1971,52.34381
prt,1972,58.17868
prt,1973,62.69295
prt,1974,65.48801
prt,2018,98.29906
pry,1972,43.68257
pry,1973,38.95134
pry,1974,37.62315
pry,1975,45.36962
pry,1976,44.46374
pry,1977,48.06592
pry,1980,50.53088
pry,1981,50.90994
pry,1982,54.21281
pry,1983,52.00175
pry,1984,52.22299
pry,1985,49.34549
pry,1986,52.16231
pry,1987,55.31065
pry,1988,55.34377
pry,1989,57.25143
pry,1990,61.31191
pry,1991,65.97442
pry,1992,67.36187
pry,1993,62.96867
pry,1994,63.7683
pry,1995,70.71496
pry,1997,71.31535
pry,1998,74.63048
pry,1999,71.14191
pry,2002,74.71663
pry,2003,74.38966
pry,2004,81.71129
pry,2005,74.54261
pry,2006,77.91634
pry,2007,77.45234
pry,2008,76.06449
pry,2009,81.40696
pry,2010,77.5318
pry,2011,82.5059
pse,1995,98.72744
pse,1996,99.07448
pse,1999,99.25338
pse,2000,96.43459
pse,2001,97.17311
pse,2002,97.65083
pse,2003,97.70157
pse,2004,97.95799
pse,2006,98.67678
pse,2011,99.87111
pse,2012,94.29426
pse,2015,98.25955
pse,2018,96.05672
pse,2019,98.69651
qat,1971,88.5906
qat,1972,94.36183
qat,1973,88.70364
qat,1974,90.13885
qat,1975,89.04768
qat,1976,92.74349
qat,1977,84.90858
qat,1978,82.36897
qat,1979,86.9632
qat,1980,94.8898
qat,1983,96.17749
qat,1984,95.58618
qat,1989,83.54291
qat,1992,87.95115
qat,1993,91.34111
qat,1994,87.73289
qat,1995,92.68523
qat,2005,85.3718
qat,2007,90.65526
qat,2012,99.27806
qat,2016,97.0518
qat,2017,96.63822
qat,2018,87.41391
qat,2019,93.91434
rou,1989,96.54633
rou,1992,92.98134
rou,1998,95.248
rou,1999,95.01765
rou,2000,94.26052
rou,2001,95.39117
rou,2002,95.05496
rou,2003,94.7095
rou,2004,94.48992
rou,2005,93.21175
rou,2007,93.05744
rou,2008,92.75332
rou,2009,97.14081
rou,2010,94.54136
rou,2011,93.83527
rou,2018,94.3948
rus,1994,96.2753
rus,2013,95.47906
rus,2014,98.5976
rus,2015,96.84459
rus,2018,98.91805
rwa,1971,34.14815
rwa,1972,33.25832
rwa,1973,38.73006
rwa,1974,39.29382
rwa,1976,49.6131
rwa,1979,72.37854
rwa,1980,77.64805
rwa,1981,61.67415
rwa,1982,46.81178
rwa,1983,54.25527
rwa,1984,56.54872
rwa,1985,55.88496
rwa,1986,61.95497
rwa,1987,59.90696
rwa,1988,58.81071
rwa,1989,50.16467
rwa,1990,49.81353
rwa,1991,54.92219
rwa,2000,31.15642
rwa,2001,30.27907
rwa,2002,36.07989
rwa,2003,29.92281
rwa,2008,37.0159
rwa,2009,34.97457
rwa,2011,33.63097
rwa,2012,30.96771
rwa,2013,30.35056
rwa,2014,40.95474
rwa,2015,54.82189
rwa,2016,50.9511
rwa,2017,50.83168
