geo,time,eg_use_comm_fo_zs
aut,1992,77.23721
aut,1993,77.01114
aut,1994,77.58571
aut,1995,77.9828
aut,1996,78.19819
aut,1997,78.41612
aut,1998,78.51556
aut,1999,76.60733
aut,2000,76.53529
aut,2001,76.89639
aut,2002,77.31087
aut,2003,78.14443
aut,2004,77.69929
aut,2005,77.03043
aut,2006,74.69833
aut,2007,72.62978
aut,2008,71.55486
aut,2009,69.83651
aut,2010,70.26706
aut,2011,69.15418
aut,2012,67.30251
aut,2013,66.2538
aut,2014,64.81316
aut,2015,65.66182
aze,1990,99.90499
aze,1991,99.90295
aze,1992,99.32101
aze,1993,98.58503
aze,1994,98.6648
aze,1995,98.65973
aze,1996,98.39427
aze,1997,97.8981
aze,1998,98.23795
aze,1999,98.05263
aze,2000,98.2879
aze,2001,98.39212
aze,2002,97.31467
aze,2003,96.94924
aze,2004,97.135
aze,2005,97.11654
aze,2006,97.60562
aze,2007,97.7647
aze,2008,98.30248
aze,2009,97.91653
aze,2010,96.93249
aze,2011,97.86257
aze,2012,98.4767
aze,2013,98.21123
aze,2014,98.36599
bel,1960,99.92206
bel,1965,99.9268
bel,1966,99.93043
bel,1967,99.78854
bel,1968,99.90092
bel,1970,99.82883
bel,1974,99.89391
bel,1975,95.91331
bel,1976,94.81362
bel,1977,93.22929
bel,1978,93.45494
bel,1979,93.96135
bel,1980,93.31782
bel,1981,92.03894
bel,1982,89.88439
bel,1983,84.38106
bel,1984,82.66878
bel,1985,79.15095
bel,1986,77.06577
bel,1987,76.44918
bel,1988,76.08511
bel,1989,77.01785
bel,1990,75.81587
bel,1991,76.39701
bel,1992,75.9322
bel,1993,75.93502
bel,1994,77.64937
bel,1995,77.4057
bel,1996,77.64448
bel,1997,75.89832
bel,1998,77.04853
bel,1999,75.79014
bel,2000,75.85409
bel,2001,75.62829
bel,2002,74.47018
bel,2003,75.23285
bel,2004,75.01946
bel,2005,74.76395
bel,2006,73.94251
bel,2007,72.66655
bel,2008,73.39363
bel,2009,72.64002
bel,2010,72.79362
bel,2011,70.2545
bel,2012,71.11571
bel,2013,70.82031
bel,2014,72.6525
bel,2015,75.87078
ben,1971,9.04045
ben,1972,11.42248
ben,1973,11.45027
ben,1974,11.58091
ben,1975,12.30839
ben,1976,7.69541
ben,1977,8.92907
ben,1978,9.82018
ben,1979,9.72573
ben,1980,9.6979
ben,1981,7.29178
ben,1982,8.53732
ben,1983,8.28318
ben,1984,8.4853
ben,1985,10.15166
ben,1986,8.71648
ben,1987,7.52161
ben,1988,7.27781
ben,1989,5.45782
ben,1990,4.839
ben,1991,3.85471
ben,1992,3.93128
ben,1993,3.83551
ben,1994,3.86556
ben,1995,3.78088
ben,1996,13.33205
ben,1997,17.32187
ben,1998,17.3305
ben,1999,21.00728
ben,2000,25.48619
ben,2001,27.46528
ben,2002,29.64712
ben,2003,32.07744
ben,2004,32.82238
ben,2005,31.04976
ben,2006,36.32541
ben,2007,39.66925
ben,2008,39.07586
ben,2009,39.80168
ben,2010,41.55419
ben,2011,39.43087
ben,2012,36.17277
ben,2013,36.47507
ben,2014,36.72458
bgd,1971,21.37971
bgd,1972,20.70642
bgd,1973,24.21142
bgd,1974,25.44942
bgd,1975,24.68487
bgd,1976,27.42551
bgd,1977,27.29296
bgd,1978,28.23406
bgd,1979,29.4209
bgd,1980,32.14607
bgd,1981,32.71262
bgd,1982,34.96024
bgd,1983,33.38568
bgd,1984,34.91557
bgd,1985,37.32673
bgd,1986,39.08685
bgd,1987,43.8732
bgd,1988,44.18504
bgd,1989,45.07271
bgd,1990,45.52429
bgd,1991,44.67104
bgd,1992,46.72803
bgd,1993,49.45684
bgd,1994,50.2511
bgd,1995,54.40919
bgd,1996,56.07742
bgd,1997,56.57335
bgd,1998,57.62887
bgd,1999,57.27513
bgd,2000,57.94292
bgd,2001,60.72304
bgd,2002,61.04664
bgd,2003,62.39427
bgd,2004,62.48465
bgd,2005,63.34035
bgd,2006,65.33088
bgd,2007,66.41713
bgd,2008,67.58004
bgd,2009,69.00603
bgd,2010,70.9694
bgd,2011,71.64884
bgd,2012,72.68378
bgd,2013,72.86167
bgd,2014,73.76894
bgr,1971,97.52161
bgr,1972,97.35576
bgr,1973,96.39015
bgr,1974,95.28549
bgr,1975,93.87005
bgr,1976,91.36211
bgr,1977,90.92421
bgr,1978,91.41816
bgr,1979,91.42822
bgr,1980,91.36311
bgr,1981,88.04476
bgr,1982,87.47752
bgr,1983,86.37279
bgr,1984,86.13705
bgr,1985,85.65053
bgr,1986,86.75328
bgr,1987,86.78504
bgr,1988,84.21012
bgr,1989,84.92397
bgr,1990,84.12116
bgr,1991,81.873
bgr,1992,82.48892
bgr,1993,81.91968
bgr,1994,79.8478
bgr,1995,78.771
bgr,1996,77.48124
bgr,1997,76.82165
bgr,1998,76.14153
bgr,1999,74.73726
bgr,2000,72.38504
bgr,2001,73.14546
bgr,2002,70.46656
bgr,2003,74.0906
bgr,2004,73.97693
bgr,2005,72.96125
bgr,2006,72.47924
bgr,2007,77.72066
bgr,2008,76.14214
bgr,2009,73.02382
bgr,2010,73.16454
bgr,2011,75.04395
bgr,2012,72.1871
bgr,2013,70.20848
bgr,2014,71.04592
bhr,1973,100
bhr,1974,100
bhr,1976,100
bhr,1977,99.99996
bhr,1979,99.99997
bhr,1980,100
bhr,1981,99.99997
bhr,1983,100
bhr,1984,100
bhr,1985,99.99998
bhr,1986,100
bhr,1988,100
bhr,1989,99.99998
bhr,1990,99.82209
bhr,1992,99.91785
bhr,1994,99.97065
bhr,1995,99.99998
bhr,1996,99.94206
bhr,1998,99.93882
bhr,2001,99.95449
bhr,2003,99.05888
bhr,2007,97.83177
bhr,2009,99.78245
bhr,2011,98.78595
bhr,2014,99.36585
bhs,1990,0
bhs,2004,0
bhs,2005,0
bhs,2006,0
bhs,2007,0
bih,1990,93.92557
bih,1991,93.78245
bih,1992,91.1722
bih,1993,89.58489
bih,1994,67.39493
bih,1995,67.98201
bih,1996,72.99471
bih,1997,84.74508
bih,1998,85.61245
bih,1999,84.80498
bih,2000,87.8939
bih,2001,87.29586
bih,2002,87.74905
bih,2003,88.8767
bih,2004,89.00099
bih,2005,88.50971
bih,2006,90.49293
bih,2007,91.07145
bih,2008,92.31931
bih,2009,92.60429
bih,2010,91.65264
bih,2011,93.99664
bih,2012,91.9478
bih,2013,92.504
bih,2014,77.52204
blr,1990,95.61863
blr,1991,95.30931
blr,1992,95.28447
blr,1993,94.86146
blr,1994,94.62432
blr,1995,93.09692
blr,1996,92.16835
blr,1997,92.38223
blr,1998,91.29631
blr,1999,92.24416
blr,2000,91.62245
blr,2001,91.23033
blr,2002,92.02802
blr,2003,92.19085
blr,2004,93.58566
blr,2005,92.67264
blr,2006,92.58393
blr,2007,92.3418
blr,2008,93.18677
blr,2009,91.77907
blr,2010,91.99554
blr,2011,91.39247
blr,2012,91.04727
blr,2013,90.67204
blr,2014,92.44038
blz,1990,0
blz,2004,0
blz,2005,0
blz,2006,0
blz,2007,0
bol,1971,73.367
bol,1972,73.52762
bol,1973,73.87058
bol,1974,74.97758
bol,1975,76.86506
bol,1976,76.94818
bol,1977,77.50239
bol,1978,78.9211
bol,1979,80.13057
bol,1980,66.13892
bol,1981,64.84839
bol,1982,64.44946
bol,1983,60.80169
bol,1984,60.67224
bol,1985,59.60096
bol,1986,56.75696
bol,1987,66.16209
bol,1988,64.00659
bol,1989,67.60317
bol,1990,67.20306
bol,1991,66.51871
bol,1992,69.20822
bol,1993,68.57969
bol,1994,71.49557
bol,1995,74.22273
bol,1996,76.49406
bol,1997,78.34941
bol,1998,78.77728
bol,1999,78.13399
bol,2000,82.55109
bol,2001,77.19835
bol,2002,80.86024
bol,2003,81.99134
bol,2004,81.62471
bol,2005,83.27414
bol,2006,85.95853
bol,2007,82.04787
bol,2008,82.6045
bol,2009,80.95942
bol,2010,82.32043
bol,2011,82.99562
bol,2012,83.52557
bol,2013,84.1809
bol,2014,84.15329
bra,1971,43.65432
bra,1972,45.37713
bra,1973,49.29393
bra,1974,50.81096
bra,1975,52.1102
bra,1976,54.14729
bra,1977,54.12207
bra,1978,56.37161
bra,1979,56.34684
bra,1980,54.80135
bra,1981,52.90704
bra,1982,52.55057
bra,1983,49.6534
bra,1984,47.40273
bra,1985,48.21336
bra,1986,50.0081
bra,1987,49.50271
bra,1988,49.97924
bra,1989,49.83301
bra,1990,51.21583
bra,1991,51.95475
bra,1992,52.68439
bra,1993,53.26425
bra,1994,53.26673
bra,1995,54.60825
bra,1996,56.26743
bra,1997,56.68118
bra,1998,57.34051
bra,1999,57.28867
bra,2000,58.23206
bra,2001,58.94969
bra,2002,57.154
bra,2003,54.64133
bra,2004,54.69822
bra,2005,54.25232
bra,2006,53.42289
bra,2007,52.66064
bra,2008,52.56946
bra,2009,51.31851
bra,2010,53.4879
bra,2011,54.56871
bra,2012,56.54889
bra,2013,58.01808
bra,2014,59.10753
brb,1990,0
brb,2004,0
brb,2005,0
brb,2006,0
brb,2007,0
brn,1971,91.0549
brn,1972,91.37081
brn,1973,95.81273
brn,1974,97.69179
brn,1975,98.24545
brn,1976,98.74276
brn,1977,98.90485
brn,1978,98.90083
brn,1979,99.0133
brn,1980,99.30295
brn,1981,99.33122
brn,1982,99.42919
brn,1983,99.50802
brn,1984,99.61514
brn,1985,99.67311
brn,1986,99.67353
brn,1987,99.72644
brn,1988,99.72448
brn,1989,99.80904
brn,1990,99.87
brn,1991,99.92175
brn,1992,99.96137
brn,1995,100
brn,2002,99.99991
brn,2003,100
brn,2004,100
brn,2005,100
brn,2006,100
brn,2007,100
brn,2009,99.99993
brn,2011,99.99564
brn,2012,99.99554
brn,2013,99.99438
brn,2014,99.99519
btn,1990,0
btn,2004,0
btn,2005,0
btn,2006,0
btn,2007,0
bwa,1981,50.97741
bwa,1982,50.8398
bwa,1983,48.82302
bwa,1984,47.92654
bwa,1985,48.67874
bwa,1986,51.44908
bwa,1987,53.93444
bwa,1988,54.89192
bwa,1989,56.65303
bwa,1990,64.83449
bwa,1991,62.16778
bwa,1992,65.31001
bwa,1993,63.96704
bwa,1994,61.95491
bwa,1995,63.0532
bwa,1996,60.17227
bwa,1997,60.63284
bwa,1998,63.7015
bwa,1999,64.85003
bwa,2000,65.11339
bwa,2001,64.78363
bwa,2002,65.37722
bwa,2003,64.14483
bwa,2004,65.69059
bwa,2005,66.83189
bwa,2006,66.82997
bwa,2007,66.00372
bwa,2008,66.6561
bwa,2009,63.05157
bwa,2010,64.83608
bwa,2011,62.26253
bwa,2012,65.78999
bwa,2013,68.82603
bwa,2014,74.68798
can,1960,83.19244
can,1961,83.6549
can,1962,84.33322
can,1963,85.34442
can,1964,85.42013
can,1965,86.21466
can,1966,85.6656
can,1967,85.7977
can,1968,85.75814
can,1969,85.26079
can,1970,84.66224
can,1971,84.15415
can,1972,84.02432
can,1973,82.79335
can,1974,82.2055
can,1975,84.05444
can,1976,83.30431
can,1977,82.5158
can,1978,81.22729
can,1979,81.42942
can,1980,80.56398
can,1981,79.51384
can,1982,79.06655
can,1983,77.00906
can,1984,76.84892
can,1985,75.40659
can,1986,73.56402
can,1987,73.79491
can,1988,74.02295
can,1989,75.05195
can,1990,73.60549
can,1991,72.29038
can,1992,73.43636
can,1993,72.57769
can,1994,71.69827
can,1995,72.52018
can,1996,73.23708
can,1997,74.73611
can,1998,75.88276
can,1999,75.63775
can,2000,76.10257
can,2001,76.15495
can,2002,75.16337
can,2003,76.54704
can,2004,75.19714
can,2005,75.74514
can,2006,74.56307
can,2007,74.73558
can,2008,75.076
can,2009,75.066
can,2010,75.38539
can,2011,74.69175
can,2012,74.43948
can,2013,73.17352
can,2014,73.19287
can,2015,74.08906
che,1960,74.57198
che,1961,74.7841
che,1962,76.01773
che,1963,79.56279
che,1964,78.69407
che,1965,79.51754
che,1966,80.04156
che,1967,80.599
che,1968,81.81739
che,1969,82.14127
che,1970,82.01686
che,1971,82.84332
che,1972,80.77062
che,1973,78.92758
che,1974,76.48087
che,1975,75.18151
che,1976,75.61733
che,1977,75.03132
che,1978,74.19337
che,1979,70.54415
che,1980,68.40056
che,1981,65.7967
che,1982,64.34926
che,1983,65.60012
che,1984,63.10152
che,1985,60.78702
che,1986,61.7801
che,1987,59.89166
che,1988,60.10915
che,1989,58.75921
che,1990,58.47536
che,1991,58.67384
che,1992,58.75908
che,1993,57.53645
che,1994,57.52886
che,1995,55.90274
che,1996,56.14527
che,1997,57.20747
che,1998,56.88829
che,1999,55.80759
che,2000,54.35917
che,2001,56.01906
che,2002,54.45185
che,2003,53.77611
che,2004,53.96556
che,2005,55.46078
che,2006,53.83805
che,2007,51.49093
che,2008,52.5112
che,2009,53.23808
che,2010,51.55355
che,2011,50.38878
che,2012,50.91663
che,2013,52.10556
che,2014,48.74186
che,2015,50.16823
chl,1971,79.21791
chl,1972,79.08091
chl,1973,78.7513
chl,1974,76.98015
chl,1975,74.33107
chl,1976,74.66038
chl,1977,74.34558
chl,1978,73.67667
chl,1979,74.35714
chl,1980,73.93813
chl,1981,73.99479
chl,1982,70.22014
chl,1983,68.4369
chl,1984,68.27019
chl,1985,66.81436
chl,1986,66.70517
chl,1987,65.91299
chl,1988,69.30603
chl,1989,73.80845
chl,1990,72.15648
chl,1991,68.03674
chl,1992,66.356
chl,1993,68.07403
chl,1994,69.82379
chl,1995,70.00781
chl,1996,72.39166
chl,1997,74.65556
chl,1998,75.52716
chl,1999,77.16422
chl,2000,74.5115
chl,2001,73.10697
chl,2002,73.20072
chl,2003,74.56344
chl,2004,75.18354
chl,2005,74.24471
chl,2006,74.00915
chl,2007,76.02645
chl,2008,75.18427
chl,2009,73.47403
chl,2010,77.60667
chl,2011,76.67912
chl,2012,70.03944
chl,2013,68.6498
chl,2014,73.25054
chl,2015,74.64721
chn,1971,59.89934
chn,1972,60.85957
chn,1973,61.32466
chn,1974,61.43696
chn,1975,64.43581
chn,1976,65.07886
chn,1977,67.47934
chn,1978,69.63723
chn,1979,69.65961
chn,1980,69.07473
chn,1981,68.38125
chn,1982,68.87319
chn,1983,69.60648
chn,1984,71.16391
chn,1985,71.56748
chn,1986,72.22461
chn,1987,73.23571
chn,1988,74.23522
chn,1989,74.31739
chn,1990,75.70916
chn,1991,74.83197
chn,1992,75.43198
chn,1993,76.46879
chn,1994,77.04504
chn,1995,78.42786
chn,1996,78.98588
chn,1997,78.93511
chn,1998,78.99404
chn,1999,79.40001
chn,2000,79.84136
chn,2001,80.1974
chn,2002,81.20213
chn,2003,83.22976
chn,2004,84.79645
chn,2005,85.87274
chn,2006,86.82834
chn,2007,87.40786
chn,2008,87.22405
chn,2009,87.63569
chn,2010,88.2552
chn,2011,88.89836
chn,2012,88.41916
chn,2013,88.23749
chn,2014,87.67043
civ,1971,33.22858
civ,1972,34.60016
civ,1973,34.66779
civ,1974,34.92372
civ,1975,35.83681
civ,1976,38.47662
civ,1977,37.84049
civ,1978,39.9379
civ,1979,37.12787
civ,1980,34.42606
civ,1981,30.99118
civ,1982,28.32559
civ,1983,25.91795
civ,1984,26.21691
civ,1985,24.94553
civ,1986,30.38336
civ,1987,29.8666
civ,1988,28.36452
civ,1989,27.58919
civ,1990,23.70435
civ,1991,23.32147
civ,1992,27.59822
civ,1993,28.55317
civ,1994,28.24526
civ,1995,25.15003
civ,1996,32.01815
civ,1997,32.1081
civ,1998,30.82692
civ,1999,40.89198
civ,2000,37.13015
civ,2001,34.2984
civ,2002,37.84872
civ,2003,32.50144
civ,2004,24.93057
civ,2005,25.39126
civ,2006,21.44916
civ,2007,24.25329
civ,2008,24.61666
civ,2009,22.7178
civ,2010,23.23151
civ,2011,20.86776
civ,2012,24.68015
civ,2013,26.65812
civ,2014,26.49233
cmr,1971,9.0071
cmr,1972,9.21913
cmr,1973,9.37255
cmr,1974,9.47207
cmr,1975,11.39082
cmr,1976,10.47119
cmr,1977,14.06814
cmr,1978,14.35613
cmr,1979,15.03942
cmr,1980,15.57229
cmr,1981,16.52781
cmr,1982,17.77062
cmr,1983,18.60923
cmr,1984,19.17679
cmr,1985,20.01407
cmr,1986,19.27248
cmr,1987,18.82242
cmr,1988,19.16951
cmr,1989,19.92278
cmr,1990,18.71052
cmr,1991,17.38855
cmr,1992,16.11054
cmr,1993,16.6542
cmr,1994,16.90454
cmr,1995,16.07419
cmr,1996,15.68954
cmr,1997,16.15445
cmr,1998,16.36027
cmr,1999,14.65179
cmr,2000,16.30729
cmr,2001,15.52266
cmr,2002,15.81143
cmr,2003,16.6459
cmr,2004,16.68841
cmr,2005,15.33399
cmr,2006,17.04219
cmr,2007,28.88516
cmr,2008,27.62178
cmr,2009,30.8929
cmr,2010,31.16396
cmr,2011,29.73959
cmr,2012,35.27204
cmr,2013,35.78176
cmr,2014,38.31786
cod,1971,12.27482
cod,1972,12.25418
cod,1973,12.58416
cod,1974,12.47227
cod,1975,12.24796
cod,1976,11.16685
cod,1977,11.37492
cod,1978,11.36124
cod,1979,12.64443
cod,1980,10.51609
cod,1981,12.2787
cod,1982,9.73751
cod,1983,12.27304
cod,1984,13.70455
cod,1985,10.67188
cod,1986,9.45157
cod,1987,10.1923
cod,1988,10.52351
cod,1989,8.98643
cod,1990,11.16235
cod,1991,8.77967
cod,1992,7.86601
cod,1993,7.35135
cod,1994,4.71008
cod,1995,5.4932
cod,1996,5.81521
cod,1997,4.76605
cod,1998,4.12599
cod,1999,3.0865
cod,2000,2.03655
cod,2001,1.63973
cod,2002,1.71459
cod,2003,2.01529
cod,2004,2.11264
cod,2005,2.54635
cod,2006,2.6785
cod,2007,2.87376
cod,2008,3.06749
cod,2009,2.74257
cod,2010,3.07821
cod,2011,3.69165
cod,2012,2.87172
cod,2013,4.17664
cod,2014,5.35581
cog,1971,37.72044
cog,1972,38.42534
cog,1973,37.65158
cog,1974,37.32113
cog,1975,36.86922
cog,1976,41.32731
cog,1977,37.17602
cog,1978,38.21707
cog,1979,36.87064
cog,1980,37.64921
cog,1981,38.15838
cog,1982,39.54234
cog,1983,43.96832
cog,1984,40.38453
cog,1985,41.00761
cog,1986,38.41906
cog,1987,37.68925
cog,1988,34.3364
cog,1989,35.03901
cog,1990,34.2554
cog,1991,35.20604
cog,1992,33.01862
cog,1993,32.09623
cog,1994,20.37155
cog,1995,29.64774
cog,1996,22.0341
cog,1997,18.56355
cog,1998,15.82491
cog,1999,16.68383
cog,2000,26.22459
cog,2001,29.37696
cog,2002,24.25695
cog,2003,32.5095
cog,2004,32.29916
cog,2005,33.30972
cog,2006,28.97443
cog,2007,35.15468
cog,2008,35.49801
cog,2009,40.2549
cog,2010,42.04299
cog,2011,36.59055
cog,2012,41.47229
cog,2013,41.60714
cog,2014,40.4806
col,1971,63.93818
col,1972,68.04918
col,1973,70.70628
col,1974,72.38078
col,1975,66.99822
col,1976,67.99609
col,1977,67.99908
col,1978,66.02675
col,1979,63.97864
col,1980,66.33362
col,1981,67.03205
col,1982,66.7691
col,1983,67.77447
col,1984,67.35089
col,1985,66.48773
col,1986,67.82561
col,1987,67.70264
col,1988,67.47818
col,1989,66.59543
col,1990,67.37966
col,1991,68.22121
col,1992,70.80868
col,1993,70.36132
col,1994,69.18075
col,1995,69.51032
col,1996,69.90408
col,1997,75.85068
col,1998,77.26166
col,1999,73.52907
col,2000,76.01414
col,2001,76.67613
col,2002,74.94786
col,2003,73.97277
col,2004,74.92564
col,2005,75.92287
col,2006,75.27958
col,2007,74.41022
col,2008,74.97782
col,2009,77.30713
col,2010,76.9531
col,2011,75.71844
col,2012,75.54988
col,2013,76.76213
col,2014,76.68569
com,1990,0
com,2004,0
com,2005,0
com,2006,0
com,2007,0
cpv,1990,0
cpv,2004,0
cpv,2005,0
cpv,2006,0
cpv,2007,0
cri,1971,58.28396
cri,1972,58.42513
cri,1973,60.98045
cri,1974,59.19865
cri,1975,61.10699
cri,1976,59.44011
cri,1977,64.92203
cri,1978,65.5339
cri,1979,64.90636
cri,1980,60.47466
cri,1981,56.1068
cri,1982,54.97079
cri,1983,52.94101
cri,1984,52.07952
cri,1985,53.08856
cri,1986,53.33237
cri,1987,54.69525
cri,1988,54.54787
cri,1989,58.37956
cri,1990,58.51363
cri,1991,59.39797
cri,1992,58.76441
cri,1993,58.5704
cri,1994,57.93665
cri,1995,59.28411
cri,1996,57.25565
cri,1997,58.91862
cri,1998,63.72877
cri,1999,61.00569
cri,2000,59.02716
cri,2001,57.21194
cri,2002,55.00195
cri,2003,56.59466
cri,2004,47.99287
cri,2005,46.89103
cri,2006,47.72021
cri,2007,49.06389
cri,2008,48.99822
cri,2009,48.07062
cri,2010,47.5159
cri,2011,48.26481
cri,2012,47.88483
cri,2013,49.37779
cri,2014,49.88027
cub,1971,63.4828
cub,1972,65.69152
cub,1973,66.85234
cub,1974,67.73455
cub,1975,67.98265
cub,1976,69.59411
cub,1977,69.75393
cub,1978,68.50234
cub,1979,68.71521
cub,1980,70.6492
cub,1981,69.3435
cub,1982,68.95647
cub,1983,71.0288
cub,1984,69.2203
cub,1985,70.19238
cub,1986,69.26151
cub,1987,70.20717
cub,1988,68.75745
cub,1989,67.1785
cub,1990,61.68943
cub,1991,59.47545
cub,1992,54.94126
cub,1993,61.61674
cub,1994,62.83147
cub,1995,68.85472
cub,1996,66.95607
cub,1997,68.90244
cub,1998,71.65304
cub,1999,70.47883
cub,2000,70.90016
cub,2001,69.73328
cub,2002,72.62939
cub,2003,75.27021
cub,2004,75.43885
cub,2005,81.02691
cub,2006,84.23232
cub,2007,84.97962
cub,2008,86.92784
cub,2009,87.26589
cub,2010,89.88459
cub,2011,87.59646
cub,2012,87.46447
cub,2013,87.50883
cub,2014,85.59641
