geo,time,ny_gdp_pcap_pp_cd
aus,2012,42836.67186
aus,2013,45906.44004
aus,2014,46880.89518
aus,2015,46248.61646
aus,2016,47255.30701
aus,2017,48398.5497
aus,2018,50169.18729
aus,2019,51748.39772
aus,2020,53316.88543
aut,1990,19461.99694
aut,1991,20605.85357
aut,1992,21281.15471
aut,1993,21720.51107
aut,1994,22629.97096
aut,1995,23684.62005
aut,1996,24553.84013
aut,1997,25426.71741
aut,1998,26675.04316
aut,1999,27606.48303
aut,2000,29376.01974
aut,2001,29702.79753
aut,2002,31178.69333
aut,2003,32144.24181
aut,2004,33773.82578
aut,2005,35013.71404
aut,2006,37662.18517
aut,2007,39430.60917
aut,2008,41316.22518
aut,2009,40918.13212
aut,2010,42009.43853
aut,2011,44452.73275
aut,2012,46457.34578
aut,2013,47922.04912
aut,2014,48799.71547
aut,2015,49865.90394
aut,2016,52684.01711
aut,2017,54172.98679
aut,2018,56960.09143
aut,2019,58076.3488
aut,2020,55685.97029
aze,1990,5255.88407
aze,1991,5324.28017
aze,1992,4151.67199
aze,1993,3219.14439
aze,1994,2604.80994
aze,1995,2318.66598
aze,1996,2367.7362
aze,1997,2525.38006
aze,1998,2782.64723
aze,1999,3005.22223
aze,2000,3385.51273
aze,2001,3772.94378
aze,2002,4163.19999
aze,2003,4638.12477
aze,2004,5158.39459
aze,2005,6737.14621
aze,2006,9233.6808
aze,2007,11718.52673
aze,2008,12956.83405
aze,2009,13976.10964
aze,2010,14677.16482
aze,2011,14804.57445
aze,2012,15957.71885
aze,2013,17188.94551
aze,2014,17443.87826
aze,2015,14938.40113
aze,2016,14371.02274
aze,2017,14121.40694
aze,2018,14550.76282
aze,2019,15052.79387
aze,2020,14479.70541
bdi,1990,614.67979
bdi,1991,652.11727
bdi,1992,659.41889
bdi,1993,620.6472
bdi,1994,599.19382
bdi,1995,555.01982
bdi,1996,513.6983
bdi,1997,509.35739
bdi,1998,534.02385
bdi,1999,529.28303
bdi,2000,527.08087
bdi,2001,537.35946
bdi,2002,554.94485
bdi,2003,541.76392
bdi,2004,565.04275
bdi,2005,569.27497
bdi,2006,598.5076
bdi,2007,615.22956
bdi,2008,636.33202
bdi,2009,644.10517
bdi,2010,663.05449
bdi,2011,681.97162
bdi,2012,690.68784
bdi,2013,740.98322
bdi,2014,777.04124
bdi,2015,841.64603
bdi,2016,796.94408
bdi,2017,773.57286
bdi,2018,779.80818
bdi,2019,783.45198
bdi,2020,771.16324
bel,1990,18678.01029
bel,1991,19590.69918
bel,1992,20261.47811
bel,1993,20462.14646
bel,1994,21507.12136
bel,1995,22434.7069
bel,1996,22738.44887
bel,1997,23732.27225
bel,1998,24368.91369
bel,1999,25440.84119
bel,2000,27784.5715
bel,2001,28788.06284
bel,2002,30282.28865
bel,2003,30932.85251
bel,2004,32063.08032
bel,2005,33177.89095
bel,2006,35259.18671
bel,2007,36791.20043
bel,2008,37883.33194
bel,2009,37749.50954
bel,2010,39840.0882
bel,2011,40942.37271
bel,2012,42290.76205
bel,2013,43671.11959
bel,2014,44929.68559
bel,2015,46200.90445
bel,2016,48597.39998
bel,2017,50442.27054
bel,2018,52528.11854
bel,2019,54269.51403
bel,2020,53088.9688
ben,1990,1258.77128
ben,1991,1311.2902
ben,1992,1333.62661
ben,1993,1395.20869
ben,1994,1404.82951
ben,1995,1471.71348
ben,1996,1515.05088
ben,1997,1581.94183
ben,1998,1614.62755
ben,1999,1675.24479
ben,2000,1759.72036
ben,2001,1837.80533
ben,2002,1894.99888
ben,2003,1936.88097
ben,2004,2015.63777
ben,2005,2052.52885
ben,2006,2135.26377
ben,2007,2258.49268
ben,2008,2347.92432
ben,2009,2353.63289
ben,2010,2364.11964
ben,2011,2416.32736
ben,2012,2498.49577
ben,2013,2669.68822
ben,2014,2833.41275
ben,2015,2886.82914
ben,2016,3004.8078
ben,2017,3044.51716
ben,2018,3236.67042
ben,2019,3426.32965
ben,2020,3505.42435
bfa,1990,589.5763
bfa,1991,647.23698
bfa,1992,645.89753
bfa,1993,665.80677
bfa,1994,670.43058
bfa,1995,704.01679
bfa,1996,774.16995
bfa,1997,814.78972
bfa,1998,859.73496
bfa,1999,910.58035
bfa,2000,921.93918
bfa,2001,976.16088
bfa,2002,1005.42999
bfa,2003,1072.46714
bfa,2004,1117.46483
bfa,2005,1215.57326
bfa,2006,1291.4858
bfa,2007,1339.73765
bfa,2008,1401.95773
bfa,2009,1411.12753
bfa,2010,1502.10405
bfa,2011,1586.57116
bfa,2012,1619.39943
bfa,2013,1683.10583
bfa,2014,1692.30324
bfa,2015,1713.52014
bfa,2016,1895.29507
bfa,2017,2044.38699
bfa,2018,2168.66221
bfa,2019,2267.50664
bfa,2020,2274.01683
bgd,1990,849.96297
bgd,1991,888.43087
bgd,1992,936.97559
bgd,1993,982.83459
bgd,1994,1020.79105
bgd,1995,1072.43268
bgd,1996,1117.40058
bgd,1997,1163.61728
bgd,1998,1212.18822
bgd,1999,1261.34462
bgd,2000,1331.54843
bgd,2001,1403.12622
bgd,2002,1453.26226
bgd,2003,1523.79748
bgd,2004,1620.42505
bgd,2005,1753.87461
bgd,2006,1901.7167
bgd,2007,2065.15477
bgd,2008,2206.51037
bgd,2009,2309.56364
bgd,2010,2439.06963
bgd,2011,2620.83379
bgd,2012,2937.6288
bgd,2013,3143.5855
bgd,2014,3368.05616
bgd,2015,3555.50526
bgd,2016,3848.95766
bgd,2017,4160.70332
bgd,2018,4547.48002
bgd,2019,4954.76185
bgd,2020,5138.65321
bgr,1990,7547.12237
bgr,1991,7214.51378
bgr,1992,6916.17415
bgr,1993,7031.17229
bgr,1994,7336.74708
bgr,1995,7738.84364
bgr,1996,6846.98434
bgr,1997,5750.43944
bgr,1998,6177.65365
bgr,1999,5807.8117
bgr,2000,6421.95913
bgr,2001,6958.97842
bgr,2002,7786.44842
bgr,2003,8416.98367
bgr,2004,9201.50413
bgr,2005,10291.43777
bgr,2006,11408.11806
bgr,2007,12811.35877
bgr,2008,14335.7146
bgr,2009,14181.15468
bgr,2010,14956.48718
bgr,2011,15747.08538
bgr,2012,16327.87261
bgr,2013,16647.0064
bgr,2014,17616.91318
bgr,2015,18391.92747
bgr,2016,20074.3763
bgr,2017,21469.94544
bgr,2018,23015.86112
bgr,2019,24497.62727
bgr,2020,24564.26369
bhr,1990,26858.68103
bhr,1991,30046.98066
bhr,1992,31952.75584
bhr,1993,36015.8992
bhr,1994,35799.85453
bhr,1995,37036.25287
bhr,1996,38249.13913
bhr,1997,39039.89723
bhr,1998,40105.04114
bhr,1999,40910.71738
bhr,2000,42181.90604
bhr,2001,42094.58142
bhr,2002,41932.58355
bhr,2003,42860.48222
bhr,2004,44185.33854
bhr,2005,45400.8527
bhr,2006,46200.63586
bhr,2007,47532.85916
bhr,2008,47847.61525
bhr,2009,46498.8434
bhr,2010,46872.94778
bhr,2011,47377.49831
bhr,2012,50675.62102
bhr,2013,51494.41172
bhr,2014,51101.97702
bhr,2015,45575.78357
bhr,2016,44768.97091
bhr,2017,47709.77802
bhr,2018,47503.06194
bhr,2019,47228.10004
bhr,2020,43755.85562
bhs,1990,21483.07622
bhs,1991,20891.09535
bhs,1992,20161.9102
bhs,1993,20318.63165
bhs,1994,21034.75945
bhs,1995,22069.78193
bhs,1996,23109.55165
bhs,1997,24844.19035
bhs,1998,23725.09018
bhs,1999,26685.28672
bhs,2000,28034.19652
bhs,2001,28956.8955
bhs,2002,29715.69528
bhs,2003,29363.12194
bhs,2004,29869.40634
bhs,2005,31261.77357
bhs,2006,32401.62592
bhs,2007,33117.60507
bhs,2008,32373.49264
bhs,2009,30728.81809
bhs,2010,31090.58165
bhs,2011,31522.02023
bhs,2012,32216.6978
bhs,2013,31650.43901
bhs,2014,33248.11329
bhs,2015,33937.41876
bhs,2016,34338.51956
bhs,2017,35917.75703
bhs,2018,37416.97226
bhs,2019,37973.24725
bhs,2020,32538.56916
bih,1994,900.77986
bih,1995,1142.14295
bih,1996,2235.41323
bih,1997,3081.08469
bih,1998,3603.49238
bih,1999,3996.80101
bih,2000,4598.15511
bih,2001,4791.89579
bih,2002,5196.52975
bih,2003,5461.78244
bih,2004,5949.36094
bih,2005,6479.64575
bih,2006,7414.01942
bih,2007,8196.49631
bih,2008,9028.8586
bih,2009,9028.63351
bih,2010,9348.26457
bih,2011,9976.49077
bih,2012,10304.02448
bih,2013,11016.55045
bih,2014,11433.19043
bih,2015,12010.7595
bih,2016,13072.18301
bih,2017,13753.83744
bih,2018,14918.47557
bih,2019,15711.39474
bih,2020,15591.63311
blr,1990,5228.56444
blr,1991,5338.05436
blr,1992,4924.7411
blr,1993,4648.04914
blr,1994,4196.8274
blr,1995,3851.68348
blr,1996,4045.62609
blr,1997,4606.52244
blr,1998,5072.46926
blr,1999,5344.65821
blr,2000,5808.35743
blr,2001,6248.21138
blr,2002,6709.8455
blr,2003,7367.19378
blr,2004,8489.48409
blr,2005,9642.42979
blr,2006,10994.76674
blr,2007,12317.4565
blr,2008,13885.74672
blr,2009,14054.10602
blr,2010,15360.1479
blr,2011,16563.20141
blr,2012,18105.28672
blr,2013,18994.19019
blr,2014,19008.06102
blr,2015,18095.66518
blr,2016,17785.9432
blr,2017,18356.10077
blr,2018,19430.27877
blr,2019,20094.52581
blr,2020,20239.20182
blz,1990,3332.91188
blz,1991,3768.65483
blz,1992,4248.47074
blz,1993,4544.91366
blz,1994,4555.86354
blz,1995,4561.87439
blz,1996,4564.07958
blz,1997,4638.53292
blz,1998,4682.89802
blz,1999,4978.7559
blz,2000,5558.96823
blz,2001,5765.98287
blz,2002,5963.26136
blz,2003,6467.3805
blz,2004,6781.22228
blz,2005,6945.26782
blz,2006,7306.60713
blz,2007,7347.21503
blz,2008,7554.68791
blz,2009,7438.92311
blz,2010,7563.89657
blz,2011,7684.82986
blz,2012,7272.83659
blz,2013,7227.21356
blz,2014,7190.08611
blz,2015,7235.71018
blz,2016,7236.93096
blz,2017,7193.63431
blz,2018,7436.04611
blz,2019,7558.56792
blz,2020,6457.63656
bmu,1990,34886.92681
bmu,1991,34971.77668
bmu,1992,36007.27674
bmu,1993,37766.72296
bmu,1994,38536.28892
bmu,1995,40782.29968
bmu,1996,42337.55851
bmu,1997,44802.77665
bmu,1998,46729.51326
bmu,1999,48734.22545
bmu,2000,53983.1078
bmu,2001,58516.59054
bmu,2002,58183.95277
bmu,2003,60886.12122
bmu,2004,63560.14316
bmu,2005,66207.25459
bmu,2006,71580.62207
bmu,2007,75534.9776
bmu,2008,75121.64813
bmu,2009,71040.17368
bmu,2010,70620.08068
bmu,2011,69998.84342
bmu,2012,67453.82052
bmu,2013,68993.22749
bmu,2014,68775.44674
bmu,2015,71873.22806
bmu,2016,76362.05141
bmu,2017,81834.95587
bmu,2018,83377.06467
bmu,2019,85263.763
bmu,2020,80829.61681
bol,1990,2373.16518
bol,1991,2528.62447
bol,1992,2573.9637
bol,1993,2690.38574
bol,1994,2816.79261
bol,1995,2948.96798
bol,1996,3070.71019
bol,1997,3215.09304
bol,1998,3347.60994
bol,1999,3344.22854
bol,2000,3437.61643
bol,2001,3504.73638
bol,2002,3580.81433
bol,2003,3677.63998
bol,2004,3863.45202
bol,2005,4086.37611
bol,2006,4335.38172
bol,2007,4575.66424
bol,2008,4868.44264
bol,2009,4986.45791
bol,2010,5167.11032
bol,2011,5460.25706
bol,2012,5921.64891
bol,2013,6624.80592
bol,2014,7056.82836
bol,2015,7133.87314
bol,2016,7499.77274
bol,2017,8423.69756
bol,2018,8863.34916
bol,2019,9093.43166
bol,2020,8275.4915
bra,1990,6696.69852
bra,1991,6872.63694
bra,1992,6872.66679
bra,1993,7260.16886
bra,1994,7722.00896
bra,1995,8085.7229
bra,1996,8282.98834
bra,1997,8582.06953
bra,1998,8575.87545
bra,1999,8611.90239
bra,2000,9060.78867
bra,2001,9260.76838
bra,2002,9568.06603
bra,2003,9733.7733
bra,2004,10445.34718
bra,2005,10988.96115
bra,2006,11642.44705
bra,2007,12549.931
bra,2008,13312.76676
bra,2009,13269.12211
bra,2010,14299.55514
bra,2011,15040.06109
bra,2012,15046.29018
bra,2013,15588.72613
bra,2014,15718.56495
bra,2015,14744.11363
bra,2016,14256.16339
bra,2017,14524.61354
bra,2018,15020.43822
bra,2019,15388.23492
bra,2020,14835.41493
brb,1990,9573.67936
brb,1991,9475.89469
brb,1992,9106.12872
brb,1993,9361.04405
brb,1994,9715.48872
brb,1995,10078.57893
brb,1996,10627.58845
brb,1997,11282.39942
brb,1998,11784.20407
brb,1999,11944.6357
brb,2000,12705.12287
brb,2001,12630.94304
brb,2002,12887.82622
brb,2003,13368.34994
brb,2004,13873.89609
brb,2005,14816.1173
brb,2006,16098.21053
brb,2007,16820.35328
brb,2008,17190.94622
brb,2009,16374.51507
brb,2010,16127.81138
brb,2011,16304.38242
brb,2012,15310.11393
brb,2013,15334.82825
brb,2014,15175.49564
brb,2015,15510.66121
brb,2016,15951.95868
brb,2017,15789.04116
brb,2018,16051.25581
brb,2019,16300.42221
brb,2020,13349.57038
brn,1990,55879.51972
brn,1991,57909.1999
brn,1992,60307.50498
brn,1993,60211.16965
brn,1994,61728.95666
brn,1995,64148.37332
brn,1996,65546.74845
brn,1997,64190.16312
brn,1998,63099.24115
brn,1999,64532.51464
brn,2000,66439.13672
brn,2001,68349.93038
brn,2002,70717.779
brn,2003,72755.32113
brn,2004,73808.32138
brn,2005,75214.16712
brn,2006,79772.89055
brn,2007,81012.99009
brn,2008,80036.74599
brn,2009,78298.52299
brn,2010,80280.02445
brn,2011,83935.22572
brn,2012,88245.95835
brn,2013,83788.51089
brn,2014,81371.23087
brn,2015,62540.62522
brn,2016,56297.22671
brn,2017,60994.53156
brn,2018,61839.11757
brn,2019,64724.13243
brn,2020,65612.70206
btn,1990,1558.52932
btn,1991,1593.14984
btn,1992,1704.78294
btn,1993,1786.32456
btn,1994,1917.2748
btn,1995,2085.27331
btn,1996,2213.30279
btn,1997,2329.87653
btn,1998,2439.44097
btn,1999,2609.77483
btn,2000,2696.37839
btn,2001,2923.11646
btn,2002,3229.50883
btn,2003,3480.08417
btn,2004,3723.46173
btn,2005,4056.15255
btn,2006,4412.51006
btn,2007,5302.73422
btn,2008,5608.49446
btn,2009,5972.87057
btn,2010,6693.51591
btn,2011,7295.85333
btn,2012,7912.14464
btn,2013,7989.68918
btn,2014,8666.45572
btn,2015,9500.65072
btn,2016,10457.24438
btn,2017,11142.47467
btn,2018,11620.9159
btn,2019,12366.52648
btn,2020,11130.21623
bwa,1990,5470.1497
bwa,1991,5895.65843
bwa,1992,6036.51476
bwa,1993,6137.89674
bwa,1994,6338.06914
bwa,1995,6760.38467
bwa,1996,7113.36913
bwa,1997,7661.63533
bwa,1998,7607.40487
bwa,1999,8282.31041
bwa,2000,8461.96702
bwa,2001,8507.00035
bwa,2002,9004.94805
bwa,2003,9431.86519
bwa,2004,9772.37954
bwa,2005,10339.50289
bwa,2006,11311.75522
bwa,2007,12311.81166
bwa,2008,13055.48758
bwa,2009,11912.9167
bwa,2010,12862.49133
bwa,2011,13729.85927
bwa,2012,13091.98012
bwa,2013,14168.08218
bwa,2014,15702.87275
bwa,2015,14639.55843
bwa,2016,16638.5205
bwa,2017,15948.03202
bwa,2018,16611.90439
bwa,2019,17039.26219
bwa,2020,15458.48264
caf,1990,635.0324
caf,1991,636.60257
caf,1992,592.66091
caf,1993,591.37461
caf,1994,615.63805
caf,1995,655.478
caf,1996,624.20496
caf,1997,652.43584
caf,1998,674.28203
caf,1999,692.2037
caf,2000,674.44085
caf,2001,704.22254
caf,2002,725.61483
caf,2003,684.95592
caf,2004,730.74698
caf,2005,745.57323
caf,2006,789.20964
caf,2007,831.60898
caf,2008,849.94105
caf,2009,916.18771
caf,2010,958.9211
caf,2011,1012.6574
caf,2012,1102.02753
caf,2013,738.47489
caf,2014,720.32411
caf,2015,787.01291
caf,2016,851.07267
caf,2017,912.80305
caf,2018,955.51374
caf,2019,985.11204
caf,2020,987.64451
can,1997,25258.86056
can,1998,26319.67416
can,1999,27841.35335
can,2000,29362.08416
can,2001,30230.80297
can,2002,30963.053
can,2003,32349.94366
can,2004,33925.70673
can,2005,36327.22865
can,2006,38119.4132
can,2007,39575.30975
can,2008,40376.30688
can,2009,38865.41346
can,2010,40099.44824
can,2011,41666.70763
can,2012,42290.96541
can,2013,44298.57873
can,2014,45753.75055
can,2015,44670.08054
can,2016,46472.34025
can,2017,48317.17458
can,2018,49992.76228
can,2019,49299.21177
can,2020,46572.13743
che,1990,28470.35894
che,1991,28801.3749
che,1992,29121.99213
che,1993,29504.79707
che,1994,30275.19147
che,1995,30851.80041
che,1996,31534.09607
che,1997,32771.05937
che,1998,33905.12738
che,1999,34818.07604
che,2000,36772.69462
che,2001,37896.69696
che,2002,38814.37174
che,2003,38840.88188
che,2004,40336.40896
che,2005,41749.21645
che,2006,46502.92827
che,2007,51208.09883
che,2008,54096.80786
che,2009,53354.00464
che,2010,54858.44808
che,2011,57987.50203
che,2012,59933.59868
che,2013,62225.08727
che,2014,64103.01045
che,2015,66020.20434
che,2016,68105.15498
che,2017,69103.57026
che,2018,71660.20684
che,2019,72033.92944
che,2020,71745.2994
chl,1990,4504.01387
chl,1991,4944.68131
chl,1992,5613.85612
chl,1993,6109.73502
chl,1994,6558.4261
chl,1995,7340.24887
chl,1996,7998.94759
chl,1997,8623.71876
chl,1998,8981.59184
chl,1999,8959.91908
chl,2000,9538.07528
chl,2001,9962.27425
chl,2002,10319.94536
chl,2003,10839.95973
chl,2004,11810.24332
chl,2005,12746.58969
chl,2006,15753.9601
chl,2007,16941.82983
chl,2008,16501.80988
chl,2009,16159.60715
chl,2010,18161.80924
chl,2011,20342.56148
chl,2012,21507.69257
chl,2013,22439.27325
chl,2014,22786.64277
chl,2015,22698.54566
chl,2016,23437.59253
chl,2017,24470.70362
chl,2018,25714.13942
chl,2019,25395.49777
chl,2020,25110.15954
chn,1990,981.87456
chn,1991,1094.07361
chn,1992,1262.61103
chn,1993,1455.16644
chn,1994,1661.11723
chn,1995,1861.38829
chn,1996,2061.82429
chn,1997,2269.2014
chn,1998,2451.1528
chn,1999,2653.97363
chn,2000,2920.56079
chn,2001,3210.0094
chn,2002,3534.84913
chn,2003,3937.31288
chn,2004,4425.87419
chn,2005,5053.9458
chn,2006,5836.57344
chn,2007,6810.6039
chn,2008,7574.22446
chn,2009,8307.84952
chn,2010,9253.76519
chn,2011,10292.94048
chn,2012,11168.6973
chn,2013,11872.49738
chn,2014,12480.33853
chn,2015,12897.50229
chn,2016,13483.37727
chn,2017,14243.53261
chn,2018,15497.35999
chn,2019,16653.33884
chn,2020,17210.76489
civ,1990,2754.21797
civ,1991,2747.70918
civ,1992,2704.98548
civ,1993,2668.14381
civ,1994,2654.46166
civ,1995,2808.30588
civ,1996,2983.00124
civ,1997,3226.87588
civ,1998,3302.21769
civ,1999,3295.30687
civ,2000,3273.82867
civ,2001,3196.19244
civ,2002,3088.72385
civ,2003,2934.71765
civ,2004,3045.53566
civ,2005,3105.32367
civ,2006,3219.15055
civ,2007,3269.45714
civ,2008,3415.09339
civ,2009,3484.50843
civ,2010,3679.60091
civ,2011,3470.92983
civ,2012,3558.63107
civ,2013,3867.32388
civ,2014,4319.57865
civ,2015,4652.88962
civ,2016,4726.98074
civ,2017,4830.75052
civ,2018,5154.3317
civ,2019,5432.99261
civ,2020,5465.51454
cmr,1990,1955.31774
cmr,1991,1887.13076
cmr,1992,1816.19814
cmr,1993,1663.25665
cmr,1994,1682.66691
cmr,1995,1719.70645
cmr,1996,1776.56652
cmr,1997,1840.96903
cmr,1998,1899.43517
cmr,1999,1961.97388
cmr,2000,2028.82559
cmr,2001,2106.63429
cmr,2002,2177.1685
cmr,2003,2276.8314
cmr,2004,2436.45533
cmr,2005,2499.66952
cmr,2006,2601.50066
cmr,2007,2711.60982
cmr,2008,2765.93176
cmr,2009,2781.28985
cmr,2010,2816.79742
cmr,2011,2892.44839
cmr,2012,2958.69262
cmr,2013,3129.85864
cmr,2014,3312.54006
cmr,2015,3395.62896
cmr,2016,3527.16537
cmr,2017,3665.11785
cmr,2018,3800.97127
cmr,2019,3901.14196
cmr,2020,3867.51924
cod,1990,882.21035
cod,1991,805.0903
cod,1992,708.83351
cod,1993,603.92705
cod,1994,571.60398
cod,1995,568.97087
cod,1996,557.62082
cod,1997,522.63182
cod,1998,508.07356
cod,1999,481.90723
cod,2000,447.08216
cod,2001,435.07643
cod,2002,441.82027
cod,2003,460.77013
cod,2004,489.4201
cod,2005,518.84032
cod,2006,545.15139
cod,2007,575.74908
cod,2008,603.28791
cod,2009,604.84417
cod,2010,633.91313
cod,2011,668.94088
cod,2012,669.56744
cod,2013,753.48517
cod,2014,849.76082
cod,2015,905.4506
cod,2016,963.66927
cod,2017,1059.81076
cod,2018,1111.96579
cod,2019,1144.38103
cod,2020,1141.81913
cog,1990,3472.77777
cog,1991,3576.70253
cog,1992,3651.8016
cog,1993,3600.60746
cog,1994,3379.81244
cog,1995,3488.56179
cog,1996,3600.74436
cog,1997,3538.74489
cog,1998,3606.21468
cog,1999,3462.03063
cog,2000,3699.22841
cog,2001,3813.74771
cog,2002,3938.43223
cog,2003,3929.60019
cog,2004,4052.5132
cog,2005,4363.25091
cog,2006,4695.68829
cog,2007,4350.752
cog,2008,4555.98509
cog,2009,4959.39624
cog,2010,5349.82956
cog,2011,5428.24154
cog,2012,6335.78575
cog,2013,6069.00099
cog,2014,5931.13392
cog,2015,4639.74452
cog,2016,3839.9616
cog,2017,4234.65988
cog,2018,4022.74881
cog,2019,3987.49016
cog,2020,3622.3172
col,1990,5009.02622
col,1991,5179.4664
col,1992,5405.42312
col,1993,5720.42747
