geo,time,sh_anm_nprg_zs
grd,2018,18.8
grd,2019,19
gtm,2000,22
gtm,2001,20.8
gtm,2002,19.8
gtm,2003,19
gtm,2004,18.2
gtm,2005,17.2
gtm,2006,16.4
gtm,2007,15.5
gtm,2008,14.5
gtm,2009,13.5
gtm,2010,12.5
gtm,2011,11.5
gtm,2012,10.6
gtm,2013,9.8
gtm,2014,9.1
gtm,2015,8.5
gtm,2016,8
gtm,2017,7.6
gtm,2018,7.3
gtm,2019,7
guy,2000,44.5
guy,2001,43.4
guy,2002,42.4
guy,2003,41.8
guy,2004,41.3
guy,2005,40.5
guy,2006,39.6
guy,2007,38.8
guy,2008,38
guy,2009,37
guy,2010,36
guy,2011,35.2
guy,2012,34.4
guy,2013,33.8
guy,2014,33.2
guy,2015,32.6
guy,2016,32.2
guy,2017,31.9
guy,2018,31.7
guy,2019,31.6
hnd,2000,21.1
hnd,2001,20.3
hnd,2002,19.6
hnd,2003,19
hnd,2004,18.5
hnd,2005,18
hnd,2006,17.6
hnd,2007,17.3
hnd,2008,17
hnd,2009,16.7
hnd,2010,16.5
hnd,2011,16.4
hnd,2012,16.3
hnd,2013,16.3
hnd,2014,16.4
hnd,2015,16.6
hnd,2016,16.8
hnd,2017,17.1
hnd,2018,17.4
hnd,2019,17.8
hrv,2000,21.1
hrv,2001,20.9
hrv,2002,20.8
hrv,2003,20.7
hrv,2004,20.7
hrv,2005,20.7
hrv,2006,20.6
hrv,2007,20.6
hrv,2008,20.5
hrv,2009,20.4
hrv,2010,20.4
hrv,2011,20.4
hrv,2012,20.4
hrv,2013,20.4
hrv,2014,20.4
hrv,2015,20.4
hrv,2016,20.5
hrv,2017,20.5
hrv,2018,20.7
hrv,2019,20.9
hti,2000,53.8
hti,2001,53.1
hti,2002,52.4
hti,2003,51.8
hti,2004,51.2
hti,2005,50.6
hti,2006,50.1
hti,2007,49.6
hti,2008,49
hti,2009,48.5
hti,2010,48
hti,2011,47.7
hti,2012,47.4
hti,2013,47.3
hti,2014,47.2
hti,2015,47.2
hti,2016,47.3
hti,2017,47.4
hti,2018,47.5
hti,2019,47.6
hun,2000,19.2
hun,2001,18.9
hun,2002,18.7
hun,2003,18.7
hun,2004,18.7
hun,2005,18.8
hun,2006,18.9
hun,2007,19.1
hun,2008,19.1
hun,2009,19.2
hun,2010,19.4
hun,2011,19.5
hun,2012,19.5
hun,2013,19.6
hun,2014,19.5
hun,2015,19.5
hun,2016,19.5
hun,2017,19.4
hun,2018,19.4
hun,2019,19.6
idn,2000,32.7
idn,2001,31.9
idn,2002,31.1
idn,2003,30.3
idn,2004,29.6
idn,2005,28.9
idn,2006,28.2
idn,2007,27.6
idn,2008,27.1
idn,2009,26.6
idn,2010,26.3
idn,2011,26.2
idn,2012,26.3
idn,2013,26.6
idn,2014,27
idn,2015,27.6
idn,2016,28.3
idn,2017,29
idn,2018,29.8
idn,2019,30.6
ind,2000,54.1
ind,2001,54
ind,2002,54
ind,2003,54.1
ind,2004,54.2
ind,2005,54.2
ind,2006,54.2
ind,2007,54.2
ind,2008,54.1
ind,2009,53.8
ind,2010,53.6
ind,2011,53.5
ind,2012,53.3
ind,2013,53.1
ind,2014,53
ind,2015,52.8
ind,2016,52.8
ind,2017,52.9
ind,2018,53
ind,2019,53.1
irl,2000,10.8
irl,2001,10.6
irl,2002,10.4
irl,2003,10.4
irl,2004,10.3
irl,2005,10.3
irl,2006,10.3
irl,2007,10.4
irl,2008,10.5
irl,2009,10.5
irl,2010,10.6
irl,2011,10.6
irl,2012,10.7
irl,2013,10.8
irl,2014,10.9
irl,2015,11
irl,2016,11.2
irl,2017,11.4
irl,2018,11.6
irl,2019,11.9
irn,2000,27.3
irn,2001,26.4
irn,2002,25.9
irn,2003,25.4
irn,2004,24.9
irn,2005,24.5
irn,2006,24
irn,2007,23.7
irn,2008,23.4
irn,2009,23.1
irn,2010,22.9
irn,2011,22.8
irn,2012,22.7
irn,2013,22.8
irn,2014,22.8
irn,2015,22.9
irn,2016,23.1
irn,2017,23.4
irn,2018,23.7
irn,2019,24.1
irq,2000,39.5
irq,2001,38.5
irq,2002,37.7
irq,2003,37.1
irq,2004,36.4
irq,2005,35.7
irq,2006,34.7
irq,2007,33.7
irq,2008,32.7
irq,2009,31.8
irq,2010,30.9
irq,2011,30.2
irq,2012,29.5
irq,2013,29
irq,2014,28.6
irq,2015,28.4
irq,2016,28.2
irq,2017,28.2
irq,2018,28.2
irq,2019,28.4
isl,2000,9.9
isl,2001,9.7
isl,2002,9.5
isl,2003,9.4
isl,2004,9.3
isl,2005,9.2
isl,2006,9.2
isl,2007,9.2
isl,2008,9.1
isl,2009,9.1
isl,2010,9.1
isl,2011,9.1
isl,2012,9.2
isl,2013,9.3
isl,2014,9.3
isl,2015,9.4
isl,2016,9.5
isl,2017,9.7
isl,2018,9.9
isl,2019,10.1
isr,2000,12.4
isr,2001,12
isr,2002,11.6
isr,2003,11.3
isr,2004,11.1
isr,2005,11
isr,2006,11
isr,2007,11
isr,2008,11
isr,2009,11
isr,2010,11
isr,2011,11.1
isr,2012,11.2
isr,2013,11.2
isr,2014,11.4
isr,2015,11.5
isr,2016,11.7
isr,2017,12
isr,2018,12.3
isr,2019,12.6
ita,2000,11.8
ita,2001,11.6
ita,2002,11.6
ita,2003,11.5
ita,2004,11.4
ita,2005,11.4
ita,2006,11.4
ita,2007,11.4
ita,2008,11.4
ita,2009,11.3
ita,2010,11.4
ita,2011,11.5
ita,2012,11.6
ita,2013,11.9
ita,2014,12.1
ita,2015,12.3
ita,2016,12.6
ita,2017,12.9
ita,2018,13.2
ita,2019,13.5
jam,2000,24.7
jam,2001,23.9
jam,2002,23.3
jam,2003,22.8
jam,2004,22.4
jam,2005,21.9
jam,2006,21.5
jam,2007,21
jam,2008,20.6
jam,2009,20.2
jam,2010,19.8
jam,2011,19.6
jam,2012,19.3
jam,2013,19.2
jam,2014,19.2
jam,2015,19.2
jam,2016,19.3
jam,2017,19.4
jam,2018,19.5
jam,2019,19.7
jor,2000,30.2
jor,2001,29.6
jor,2002,29.2
jor,2003,29
jor,2004,28.8
jor,2005,28.7
jor,2006,28.8
jor,2007,28.7
jor,2008,28.8
jor,2009,28.9
jor,2010,29.1
jor,2011,29.8
jor,2012,30.4
jor,2013,31.2
jor,2014,32.2
jor,2015,33.3
jor,2016,34.5
jor,2017,35.7
jor,2018,36.8
jor,2019,38
jpn,2000,21.2
jpn,2001,21.3
jpn,2002,21.3
jpn,2003,21.3
jpn,2004,21.2
jpn,2005,21.1
jpn,2006,21
jpn,2007,20.8
jpn,2008,20.5
jpn,2009,20.2
jpn,2010,20
jpn,2011,19.8
jpn,2012,19.6
jpn,2013,19.4
jpn,2014,19.2
jpn,2015,19.1
jpn,2016,19
jpn,2017,19
jpn,2018,18.9
jpn,2019,18.9
kaz,2000,34.8
kaz,2001,34
kaz,2002,33.2
kaz,2003,32.3
kaz,2004,31.5
kaz,2005,30.7
kaz,2006,29.9
kaz,2007,29.1
kaz,2008,28.3
kaz,2009,27.7
kaz,2010,27.3
kaz,2011,27.1
kaz,2012,27.1
kaz,2013,27.1
kaz,2014,27.3
kaz,2015,27.5
kaz,2016,27.7
kaz,2017,28
kaz,2018,28.3
kaz,2019,28.6
ken,2000,38.9
ken,2001,37.8
ken,2002,36.6
ken,2003,35.5
ken,2004,34.4
ken,2005,33.2
ken,2006,32.1
ken,2007,30.9
ken,2008,29.8
ken,2009,28.9
ken,2010,28.1
ken,2011,27.6
ken,2012,27.2
ken,2013,27.1
ken,2014,27
ken,2015,27.1
ken,2016,27.2
ken,2017,27.3
ken,2018,27.5
ken,2019,27.9
kgz,2000,36.5
kgz,2001,36.1
kgz,2002,35.9
kgz,2003,35.7
kgz,2004,35.4
kgz,2005,35.3
kgz,2006,35.1
kgz,2007,34.7
kgz,2008,34.4
kgz,2009,34.2
kgz,2010,34.1
kgz,2011,33.9
kgz,2012,33.9
kgz,2013,34.1
kgz,2014,34.3
kgz,2015,34.7
kgz,2016,34.9
kgz,2017,35.1
kgz,2018,35.5
kgz,2019,35.8
khm,2000,53.8
khm,2001,52.6
khm,2002,51.6
khm,2003,50.6
khm,2004,49.7
khm,2005,48.8
khm,2006,48
khm,2007,47.3
khm,2008,46.6
khm,2009,46.2
khm,2010,45.9
khm,2011,45.8
khm,2012,45.8
khm,2013,45.9
khm,2014,46
khm,2015,46.2
khm,2016,46.4
khm,2017,46.5
khm,2018,46.7
khm,2019,46.8
kir,2000,31.9
kir,2001,31.4
kir,2002,31
kir,2003,30.7
kir,2004,30.4
kir,2005,30.3
kir,2006,30.4
kir,2007,30.4
kir,2008,30.5
kir,2009,30.6
kir,2010,30.7
kir,2011,30.9
kir,2012,31
kir,2013,31.1
kir,2014,31.2
kir,2015,31.3
kir,2016,31.4
kir,2017,31.6
kir,2018,31.7
kir,2019,31.9
kna,2000,20.5
kna,2001,19.9
kna,2002,19.4
kna,2003,19
kna,2004,18.8
kna,2005,18.5
kna,2006,18.2
kna,2007,17.9
kna,2008,17.5
kna,2009,17.2
kna,2010,16.9
kna,2011,16.3
kna,2012,15.9
kna,2013,15.3
kna,2014,14.9
kna,2015,14.8
kna,2016,14.7
kna,2017,14.7
kna,2018,15
kna,2019,15.3
kor,2000,17.4
kor,2001,17.2
kor,2002,16.9
kor,2003,16.6
kor,2004,16.3
kor,2005,16
kor,2006,15.7
kor,2007,15.4
kor,2008,15
kor,2009,14.6
kor,2010,14.3
kor,2011,14
kor,2012,13.6
kor,2013,13.4
kor,2014,13.2
kor,2015,13.1
kor,2016,13
kor,2017,13.1
kor,2018,13.2
kor,2019,13.4
kwt,2000,24
kwt,2001,23.3
kwt,2002,22.5
kwt,2003,22.1
kwt,2004,21.6
kwt,2005,21.1
kwt,2006,20.3
kwt,2007,19.9
kwt,2008,19.9
kwt,2009,20.3
kwt,2010,20.3
kwt,2011,20.6
kwt,2012,21
kwt,2013,21.7
kwt,2014,22.1
kwt,2015,22.4
kwt,2016,22.7
kwt,2017,23.1
kwt,2018,23.4
kwt,2019,23.7
lao,2000,41.8
lao,2001,40.9
lao,2002,40.1
lao,2003,39.4
lao,2004,38.6
lao,2005,37.9
lao,2006,37.3
lao,2007,36.7
lao,2008,36.2
lao,2009,35.9
lao,2010,35.6
lao,2011,35.5
lao,2012,35.6
lao,2013,35.8
lao,2014,36.2
lao,2015,36.6
lao,2016,37.2
lao,2017,37.7
lao,2018,38.4
lao,2019,39
lbn,2000,26.4
lbn,2001,26.1
lbn,2002,25.8
lbn,2003,25.7
lbn,2004,25.6
lbn,2005,25.5
lbn,2006,25.3
lbn,2007,25.2
lbn,2008,25.1
lbn,2009,25
lbn,2010,24.9
lbn,2011,25.1
lbn,2012,25.4
lbn,2013,25.8
lbn,2014,26.2
lbn,2015,26.6
lbn,2016,27.1
lbn,2017,27.5
lbn,2018,27.9
lbn,2019,28.3
lbr,2000,52.6
lbr,2001,51.5
lbr,2002,50.3
lbr,2003,49.6
lbr,2004,48.8
lbr,2005,48
lbr,2006,47.2
lbr,2007,46.3
lbr,2008,45.5
lbr,2009,44.7
lbr,2010,44
lbr,2011,43.3
lbr,2012,42.8
lbr,2013,42.4
lbr,2014,42.1
lbr,2015,41.9
lbr,2016,41.8
lbr,2017,41.7
lbr,2018,41.8
lbr,2019,41.9
lby,2000,32.6
lby,2001,32.1
lby,2002,31.8
lby,2003,31.4
lby,2004,31.1
lby,2005,30.7
lby,2006,30.3
lby,2007,29.8
lby,2008,29.5
lby,2009,29.1
lby,2010,28.8
lby,2011,28.7
lby,2012,28.6
lby,2013,28.7
lby,2014,28.8
lby,2015,28.9
lby,2016,29.2
lby,2017,29.4
lby,2018,29.6
lby,2019,29.9
lca,2000,18.8
lca,2001,18.2
lca,2002,17.6
lca,2003,17.4
lca,2004,17.1
lca,2005,16.8
lca,2006,16.5
lca,2007,16.1
lca,2008,15.7
lca,2009,15.3
lca,2010,14.8
lca,2011,14.4
lca,2012,14
lca,2013,13.7
lca,2014,13.6
lca,2015,13.6
lca,2016,13.6
lca,2017,13.7
lca,2018,13.9
lca,2019,14.2
lka,2000,38.9
lka,2001,38.3
lka,2002,37.7
lka,2003,37.1
lka,2004,36.6
lka,2005,36
lka,2006,35.6
lka,2007,35
lka,2008,34.6
lka,2009,34.2
lka,2010,33.8
lka,2011,33.6
lka,2012,33.5
lka,2013,33.5
lka,2014,33.6
lka,2015,33.8
lka,2016,33.9
lka,2017,34.1
lka,2018,34.4
lka,2019,34.6
lso,2000,36.5
lso,2001,35.6
lso,2002,34.7
lso,2003,33.9
lso,2004,33.1
lso,2005,32.4
lso,2006,31.7
lso,2007,30.9
lso,2008,30.2
lso,2009,29.5
lso,2010,29.1
lso,2011,28.5
lso,2012,27.9
lso,2013,27.5
lso,2014,27.3
lso,2015,27.1
lso,2016,27
lso,2017,26.9
lso,2018,27.1
lso,2019,27.5
ltu,2000,22
ltu,2001,21.6
ltu,2002,21.1
ltu,2003,20.8
ltu,2004,20.2
ltu,2005,19.4
ltu,2006,19
ltu,2007,18.7
ltu,2008,18.5
ltu,2009,18.4
ltu,2010,18.4
ltu,2011,18.5
ltu,2012,18.7
ltu,2013,18.9
ltu,2014,19
ltu,2015,19
ltu,2016,19.1
ltu,2017,19.3
ltu,2018,19.6
ltu,2019,19.9
lux,2000,8.7
lux,2001,8.5
lux,2002,8.4
lux,2003,8.4
lux,2004,8.4
lux,2005,8.4
lux,2006,8.5
lux,2007,8.5
lux,2008,8.6
lux,2009,8.6
lux,2010,8.6
lux,2011,8.7
lux,2012,8.8
lux,2013,8.9
lux,2014,9
lux,2015,9.2
lux,2016,9.4
lux,2017,9.6
lux,2018,9.8
lux,2019,10.1
lva,2000,23.8
lva,2001,23.4
lva,2002,22.9
lva,2003,22.5
lva,2004,22
lva,2005,21.6
lva,2006,21.2
lva,2007,21
lva,2008,20.7
lva,2009,20.6
lva,2010,20.6
lva,2011,20.7
lva,2012,20.8
lva,2013,20.9
lva,2014,21
lva,2015,21.1
lva,2016,21.2
lva,2017,21.3
lva,2018,21.4
lva,2019,21.6
mar,2000,35.2
mar,2001,34.7
mar,2002,34.2
mar,2003,33.8
mar,2004,33.5
mar,2005,33.1
mar,2006,32.6
mar,2007,32
mar,2008,31.4
mar,2009,30.8
mar,2010,30.3
mar,2011,29.9
mar,2012,29.6
mar,2013,29.4
mar,2014,29.3
mar,2015,29.3
mar,2016,29.3
mar,2017,29.4
mar,2018,29.6
mar,2019,29.8
mco,2000,10.9
mco,2001,10.8
mco,2002,10.7
mco,2003,10.7
mco,2004,10.6
mco,2005,10.6
mco,2006,10.6
mco,2007,10.6
mco,2008,10.5
mco,2009,10.5
mco,2010,10.5
mco,2011,10.6
mco,2012,10.7
mco,2013,10.8
mco,2014,10.9
mco,2015,11.1
mco,2016,11.3
mco,2017,11.5
mco,2018,11.8
mco,2019,12.1
mda,2000,28.9
mda,2001,28.5
mda,2002,28.1
mda,2003,27.6
mda,2004,27.1
mda,2005,26.8
mda,2006,26.6
mda,2007,26.3
mda,2008,26.1
mda,2009,26
mda,2010,25.9
mda,2011,26
mda,2012,25.9
mda,2013,25.8
mda,2014,25.9
mda,2015,25.9
mda,2016,25.9
mda,2017,26
mda,2018,26
mda,2019,26
mdg,2000,42.3
mdg,2001,42
mdg,2002,41.8
mdg,2003,41.4
mdg,2004,40.9
mdg,2005,40.3
mdg,2006,39.8
mdg,2007,39.3
mdg,2008,38.7
mdg,2009,38.1
mdg,2010,37.7
mdg,2011,37.4
mdg,2012,37.3
mdg,2013,37.2
mdg,2014,37.2
mdg,2015,37.2
mdg,2016,37.3
mdg,2017,37.4
mdg,2018,37.5
mdg,2019,37.7
mdv,2000,47.9
mdv,2001,47
mdv,2002,46.2
mdv,2003,45.6
mdv,2004,45
mdv,2005,44.7
mdv,2006,44.4
mdv,2007,44.2
mdv,2008,44.1
mdv,2009,44.1
mdv,2010,44.4
mdv,2011,44.8
mdv,2012,45.5
mdv,2013,46.3
mdv,2014,47.3
mdv,2015,48.3
mdv,2016,49.4
mdv,2017,50.4
mdv,2018,51.4
mdv,2019,52.3
mex,2000,23.2
mex,2001,22.3
mex,2002,21.5
mex,2003,20.8
mex,2004,20.2
mex,2005,19.5
mex,2006,18.9
mex,2007,18.2
mex,2008,17.6
mex,2009,17
mex,2010,16.5
mex,2011,16
mex,2012,15.6
mex,2013,15.3
mex,2014,15.1
mex,2015,14.9
mex,2016,14.8
mex,2017,14.8
mex,2018,14.9
mex,2019,15.1
mhl,2000,29.8
mhl,2001,29.6
mhl,2002,29.4
mhl,2003,29.4
mhl,2004,29.3
mhl,2005,29.3
mhl,2006,29.2
mhl,2007,29.1
mhl,2008,29
mhl,2009,28.8
mhl,2010,28.7
mhl,2011,28.8
mhl,2012,28.8
mhl,2013,28.9
mhl,2014,28.9
mhl,2015,29.1
mhl,2016,29.4
mhl,2017,29.6
mhl,2018,29.8
mhl,2019,30
mkd,2000,15.4
mkd,2001,15.5
mkd,2002,15.7
mkd,2003,15.9
mkd,2004,16
mkd,2005,16.1
mkd,2006,16.2
mkd,2007,16.2
mkd,2008,16.3
mkd,2009,16.4
mkd,2010,16.5
mkd,2011,16.7
mkd,2012,16.9
mkd,2013,17.1
mkd,2014,17.4
mkd,2015,17.7
mkd,2016,18
mkd,2017,18.3
mkd,2018,18.7
mkd,2019,19.1
mli,2000,63.1
mli,2001,62.7
mli,2002,62.3
mli,2003,62
mli,2004,61.5
mli,2005,61
mli,2006,60.5
mli,2007,60
mli,2008,59.4
mli,2009,58.9
mli,2010,58.5
mli,2011,58.2
mli,2012,58
mli,2013,58
mli,2014,58
mli,2015,58.2
mli,2016,58.4
mli,2017,58.6
mli,2018,58.8
mli,2019,59
mlt,2000,13.5
mlt,2001,13.2
mlt,2002,13
mlt,2003,12.8
mlt,2004,12.6
mlt,2005,12.4
mlt,2006,12.3
mlt,2007,12.2
mlt,2008,12.2
mlt,2009,12.1
mlt,2010,12.1
mlt,2011,12.1
mlt,2012,12.1
mlt,2013,12.2
mlt,2014,12.2
mlt,2015,12.4
mlt,2016,12.6
mlt,2017,12.8
mlt,2018,13.2
mlt,2019,13.6
mmr,2000,47.4
mmr,2001,46.4
mmr,2002,45.4
mmr,2003,44.5
mmr,2004,43.6
mmr,2005,42.7
mmr,2006,41.8
mmr,2007,40.9
mmr,2008,40.2
mmr,2009,39.6
mmr,2010,39.2
mmr,2011,39.1
mmr,2012,39.1
mmr,2013,39.3
mmr,2014,39.7
mmr,2015,40.1
mmr,2016,40.6
mmr,2017,41
mmr,2018,41.4
mmr,2019,41.9
mne,2000,16.3
mne,2001,16.2
mne,2002,16.1
mne,2003,16.1
mne,2004,16
mne,2005,16
mne,2006,16
mne,2007,16
mne,2008,15.9
mne,2009,15.9
mne,2010,15.9
mne,2011,15.9
mne,2012,15.9
mne,2013,16
mne,2014,16.1
mne,2015,16.2
mne,2016,16.4
mne,2017,16.5
mne,2018,16.8
mne,2019,17.1
mng,2000,14.9
mng,2001,15
mng,2002,15.3
mng,2003,15.7
mng,2004,16
mng,2005,16
mng,2006,15.5
mng,2007,15.2
mng,2008,14.9
mng,2009,14.6
mng,2010,14.2
mng,2011,13.9
mng,2012,13.7
mng,2013,13.7
mng,2014,13.5
mng,2015,13.4
mng,2016,13.4
mng,2017,13.5
mng,2018,13.6
mng,2019,13.9
moz,2000,49.1
moz,2001,49.3
moz,2002,49.6
moz,2003,49.8
moz,2004,50.1
moz,2005,50.2
moz,2006,50.2
moz,2007,50
moz,2008,49.8
moz,2009,49.5
moz,2010,49.2
moz,2011,48.9
moz,2012,48.8
moz,2013,48.6
moz,2014,48.5
moz,2015,48.4
moz,2016,48.3
moz,2017,48.2
moz,2018,48.1
moz,2019,48.1
mrt,2000,48
mrt,2001,47.8
mrt,2002,47.6
mrt,2003,47.4
mrt,2004,47.2
mrt,2005,47.1
mrt,2006,46.8
mrt,2007,46.5
mrt,2008,46.1
mrt,2009,45.7
mrt,2010,45.3
mrt,2011,44.9
mrt,2012,44.5
mrt,2013,44.2
mrt,2014,43.8
mrt,2015,43.6
mrt,2016,43.3
mrt,2017,43.1
mrt,2018,42.9
mrt,2019,42.8
mus,2000,17.9
mus,2001,18
mus,2002,18
mus,2003,18.1
mus,2004,18.2
mus,2005,18.3
mus,2006,18.3
mus,2007,18.3
mus,2008,18.3
mus,2009,18.3
mus,2010,18.4
mus,2011,18.6
mus,2012,19
mus,2013,19.4
mus,2014,20
mus,2015,20.5
mus,2016,21.2
mus,2017,21.9
mus,2018,22.6
mus,2019,23.4
mwi,2000,37.1
mwi,2001,36.7
mwi,2002,36.4
mwi,2003,36.1
mwi,2004,35.7
mwi,2005,35
mwi,2006,34.2
mwi,2007,33.3
mwi,2008,32.3
mwi,2009,31.3
mwi,2010,30.5
mwi,2011,29.9
mwi,2012,29.6
mwi,2013,29.4
mwi,2014,29.4
mwi,2015,29.5
mwi,2016,29.6
mwi,2017,29.9
mwi,2018,30.2
mwi,2019,30.6
mys,2000,35
mys,2001,34.6
mys,2002,34.1
mys,2003,33.4
mys,2004,32.8
mys,2005,32.4
mys,2006,31.9
mys,2007,31.4
mys,2008,31
mys,2009,30.6
mys,2010,30.4
mys,2011,30.2
mys,2012,30
mys,2013,30.1
mys,2014,30.4
mys,2015,30.7
mys,2016,30.9
mys,2017,31.3
mys,2018,31.6
mys,2019,32
nam,2000,30.2
nam,2001,29.4
nam,2002,28.6
nam,2003,28.1
nam,2004,27.8
nam,2005,27.3
nam,2006,26.7
nam,2007,26.2
nam,2008,25.6
nam,2009,25.2
nam,2010,24.8
nam,2011,24.5
nam,2012,24.3
nam,2013,24.2
nam,2014,24.1
nam,2015,24.1
nam,2016,24.1
nam,2017,24.2
nam,2018,24.5
nam,2019,24.9
ner,2000,50.7
ner,2001,50.3
ner,2002,49.8
ner,2003,49.4
ner,2004,49
ner,2005,48.7
ner,2006,48.4
ner,2007,48.3
ner,2008,48.1
ner,2009,47.9
ner,2010,47.7
ner,2011,47.7
ner,2012,47.9
ner,2013,48
ner,2014,48.1
ner,2015,48.3
ner,2016,48.4
ner,2017,48.5
ner,2018,48.6
ner,2019,48.6
nga,2000,58.7
nga,2001,58.4
nga,2002,58.1
nga,2003,57.8
nga,2004,57.4
nga,2005,56.9
nga,2006,56.5
nga,2007,56
nga,2008,55.6
nga,2009,55.3
nga,2010,55.1
nga,2011,54.8
nga,2012,54.6
nga,2013,54.6
nga,2014,54.7
nga,2015,54.7
nga,2016,54.7
nga,2017,54.8
nga,2018,54.9
nga,2019,55
nic,2000,18.8
nic,2001,17.7
nic,2002,16.8
nic,2003,15.9
nic,2004,15.2
nic,2005,14.6
nic,2006,14.1
nic,2007,13.7
nic,2008,13.4
nic,2009,13.2
nic,2010,13
nic,2011,12.8
nic,2012,12.8
nic,2013,13
nic,2014,13.1
nic,2015,13.4
nic,2016,13.7
nic,2017,14.1
nic,2018,14.7
nic,2019,15.3
nld,2000,10.4
nld,2001,10.4
nld,2002,10.5
nld,2003,10.6
nld,2004,10.7
nld,2005,10.7
nld,2006,10.7
nld,2007,10.7
nld,2008,10.6
nld,2009,10.6
nld,2010,10.5
nld,2011,10.6
nld,2012,10.8
nld,2013,11
nld,2014,11.2
nld,2015,11.4
nld,2016,11.7
nld,2017,12.1
nld,2018,12.4
nld,2019,12.7
nor,2000,11.4
nor,2001,11.2
nor,2002,11
nor,2003,10.8
nor,2004,10.7
nor,2005,10.7
nor,2006,10.6
nor,2007,10.6
nor,2008,10.5
nor,2009,10.5
nor,2010,10.5
nor,2011,10.5
nor,2012,10.6
nor,2013,10.6
nor,2014,10.7
nor,2015,10.9
nor,2016,11
nor,2017,11.3
nor,2018,11.6
nor,2019,11.9
npl,2000,45.4
npl,2001,43.9
npl,2002,42.6
npl,2003,41.5
npl,2004,40.4
npl,2005,39.5
npl,2006,38.7
npl,2007,37.9
npl,2008,37.2
npl,2009,36.6
npl,2010,36.1
npl,2011,35.7
npl,2012,35.4
npl,2013,35.2
npl,2014,35
npl,2015,34.9
npl,2016,34.9
npl,2017,35
npl,2018,35.1
npl,2019,35.4
nru,2000,29.2
nru,2001,29.2
nru,2002,29.1
nru,2003,29.2
nru,2004,29.2
nru,2005,29.2
nru,2006,29.3
nru,2007,29.3
nru,2008,29.1
nru,2009,28.9
nru,2010,28.8
nru,2011,28.8
nru,2012,28.8
nru,2013,28.8
nru,2014,28.7
nru,2015,28.8
nru,2016,28.9
nru,2017,29
nru,2018,29.1
nru,2019,29.2
nzl,2000,7.8
nzl,2001,7.8
nzl,2002,7.9
nzl,2003,7.9
nzl,2004,7.9
nzl,2005,7.9
nzl,2006,8
nzl,2007,8.1
nzl,2008,8.1
nzl,2009,8.2
nzl,2010,8.2
nzl,2011,8.4
nzl,2012,8.5
nzl,2013,8.6
nzl,2014,8.8
nzl,2015,9.1
nzl,2016,9.3
nzl,2017,9.6
nzl,2018,9.9
nzl,2019,10.2
omn,2000,37.7
omn,2001,36.8
omn,2002,36.1
omn,2003,35.4
omn,2004,34.5
omn,2005,33.7
omn,2006,33
omn,2007,32.1
omn,2008,31.2
omn,2009,30.3
omn,2010,29.5
omn,2011,29
omn,2012,28.8
omn,2013,28.7
omn,2014,28.7
omn,2015,28.7
omn,2016,28.8
omn,2017,29
omn,2018,29
omn,2019,29.1
pak,2000,39.8
pak,2001,39.8
pak,2002,40
pak,2003,40.4
pak,2004,40.8
pak,2005,41.2
pak,2006,41.5
pak,2007,41.8
pak,2008,42
pak,2009,42.1
pak,2010,42.2
pak,2011,42.4
pak,2012,42.4
pak,2013,42
pak,2014,41.8
pak,2015,41.7
pak,2016,41.5
pak,2017,41.4
pak,2018,41.2
pak,2019,41.1
pan,2000,28.6
pan,2001,27.9
pan,2002,27.5
pan,2003,27
pan,2004,26.6
pan,2005,26.1
pan,2006,25.6
pan,2007,25
pan,2008,24.3
pan,2009,23.6
pan,2010,22.9
pan,2011,22.4
pan,2012,22
pan,2013,21.6
pan,2014,21.4
pan,2015,21.2
pan,2016,21.1
pan,2017,21.1
pan,2018,21.1
pan,2019,21.2
per,2000,32.4
per,2001,31.4
per,2002,30.4
per,2003,29.4
per,2004,28.3
per,2005,27.2
per,2006,26
per,2007,24.8
per,2008,23.7
per,2009,22.6
per,2010,21.6
per,2011,20.8
per,2012,20.3
per,2013,19.9
per,2014,19.7
per,2015,19.7
per,2016,19.8
per,2017,19.9
per,2018,20.1
per,2019,20.4
phl,2000,23.6
phl,2001,23
phl,2002,22.4
phl,2003,21.9
phl,2004,21.4
phl,2005,20.9
phl,2006,20.5
phl,2007,19.8
phl,2008,19
phl,2009,18.3
phl,2010,17.5
phl,2011,16.7
phl,2012,15.8
phl,2013,14.9
phl,2014,14.2
phl,2015,13.7
phl,2016,13.1
phl,2017,12.6
phl,2018,12.1
phl,2019,11.6
plw,2000,27.8
plw,2001,27.6
plw,2002,27.4
plw,2003,27.3
plw,2004,27.3
plw,2005,27.2
plw,2006,27.2
plw,2007,27.2
plw,2008,27
plw,2009,26.9
plw,2010,26.9
plw,2011,27
plw,2012,27
plw,2013,27.1
plw,2014,27.2
plw,2015,27.4
plw,2016,27.7
plw,2017,27.8
plw,2018,28
plw,2019,28.3
png,2000,33.6
png,2001,33.3
png,2002,33.2
png,2003,33.1
png,2004,33
png,2005,33
png,2006,32.9
png,2007,32.8
png,2008,32.6
png,2009,32.4
png,2010,32.3
png,2011,32.4
png,2012,32.5
png,2013,32.6
png,2014,32.6
png,2015,32.8
png,2016,33.1
png,2017,33.3
png,2018,33.4
png,2019,33.7
prk,2000,34.8
prk,2001,34.1
prk,2002,33.5
prk,2003,33
prk,2004,32.6
prk,2005,32.3
prk,2006,32.1
prk,2007,31.9
prk,2008,31.7
prk,2009,31.5
prk,2010,31.4
