geo,time,eg_imp_cons_zs
aus,2005,-133.66602
aus,2006,-128.34897
aus,2007,-134.10017
aus,2008,-126.272
aus,2009,-132.23646
aus,2010,-153.60559
aus,2011,-143.73862
aus,2012,-153.23718
aus,2013,-172.43834
aus,2014,-192.01592
aus,2015,-190.19095
aut,1960,32.47567
aut,1961,35.32755
aut,1962,39.0303
aut,1963,40.79585
aut,1964,42.55428
aut,1965,40.61868
aut,1966,41.47829
aut,1967,44.98526
aut,1968,50.18252
aut,1969,54.65203
aut,1970,55.95558
aut,1971,60.85222
aut,1972,63.00348
aut,1973,63.12617
aut,1974,62.33117
aut,1975,61.2109
aut,1976,66.64004
aut,1977,63.78234
aut,1978,64.22188
aut,1979,66.21003
aut,1980,67.04
aut,1981,66.18904
aut,1982,65.05479
aut,1983,66.0392
aut,1984,67.08176
aut,1985,67.24242
aut,1986,66.93518
aut,1987,66.49288
aut,1988,62.19367
aut,1989,63.96259
aut,1990,67.29646
aut,1991,68.35002
aut,1992,66.22694
aut,1993,65.77866
aut,1994,67.11193
aut,1995,67.25322
aut,1996,69.52267
aut,1997,69.20932
aut,1998,69.12483
aut,1999,66.01547
aut,2000,65.75385
aut,2001,67.55593
aut,2002,67.71055
aut,2003,70.19061
aut,2004,69.65418
aut,2005,70.64365
aut,2006,70.20167
aut,2007,67.48932
aut,2008,66.73517
aut,2009,63.85297
aut,2010,64.83444
aut,2011,65.38544
aut,2012,61.95447
aut,2013,63.41705
aut,2014,62.42379
aut,2015,63.54485
aze,1990,8.32727
aze,1991,15.59041
aze,1992,2.80621
aze,1993,1.34394
aze,1994,-1.05696
aze,1995,-6.02918
aze,1996,-22.57457
aze,1997,-24.66262
aze,1998,-37.80447
aze,1999,-72.76752
aze,2000,-66.50868
aze,2001,-71.1992
aze,2002,-70.96191
aze,2003,-63.2466
aze,2004,-56.92044
aze,2005,-102.97492
aze,2006,-185.40771
aze,2007,-330.69132
aze,2008,-340.4258
aze,2009,-441.15661
aze,2010,-465.4873
aze,2011,-377.33275
aze,2012,-328.9568
aze,2013,-327.60038
aze,2014,-310.38469
bel,1960,39.30913
bel,1961,43.14416
bel,1962,48.94045
bel,1963,52.75579
bel,1964,53.11794
bel,1965,58.10718
bel,1966,62.42021
bel,1967,66.27436
bel,1968,73.16633
bel,1969,77.91151
bel,1970,82.16571
bel,1971,82.74168
bel,1972,84.88312
bel,1973,85.84726
bel,1974,86.35342
bel,1975,81.17922
bel,1976,80.87422
bel,1977,79.92208
bel,1978,82.57517
bel,1979,84.45641
bel,1980,82.69566
bel,1981,81.2207
bel,1982,78.13934
bel,1983,73.26182
bel,1984,71.64506
bel,1985,68.35948
bel,1986,67.85291
bel,1987,68.96125
bel,1988,71.5571
bel,1989,72.82018
bel,1990,72.66477
bel,1991,74.09473
bel,1992,74.86705
bel,1993,75.52073
bel,1994,77.84738
bel,1995,77.64909
bel,1996,78.02541
bel,1997,76.16717
bel,1998,77.07165
bel,1999,75.77244
bel,2000,76.36884
bel,2001,77.00948
bel,2002,75.76875
bel,2003,76.38541
bel,2004,76.41272
bel,2005,76.1111
bel,2006,76.13443
bel,2007,74.38493
bel,2008,75.64855
bel,2009,73.43279
bel,2010,74.26118
bel,2011,71.38626
bel,2012,73.70403
bel,2013,73.19207
bel,2014,76.25886
bel,2015,80.09179
ben,1971,9.29738
ben,1972,11.69741
ben,1973,11.81405
ben,1974,11.95099
ben,1975,12.69567
ben,1976,8.13761
ben,1977,9.43185
ben,1978,10.90723
ben,1979,10.38398
ben,1980,10.42283
ben,1981,-8.05452
ben,1982,-7.65398
ben,1983,7.60653
ben,1984,8.7359
ben,1985,-10.44336
ben,1986,-14.34123
ben,1987,-11.74157
ben,1988,-6.64122
ben,1989,-5.4995
ben,1990,-6.75706
ben,1991,-6.92751
ben,1992,-3.00667
ben,1993,-3.88571
ben,1994,-2.38927
ben,1995,-0.25804
ben,1996,10.60486
ben,1997,15.40844
ben,1998,15.97046
ben,1999,22.23205
ben,2000,27.10844
ben,2001,29.32514
ben,2002,31.67368
ben,2003,33.92686
ben,2004,34.81832
ben,2005,33.09719
ben,2006,38.04306
ben,2007,41.22226
ben,2008,40.81288
ben,2009,41.96746
ben,2010,43.75517
ben,2011,43.71148
ben,2012,44.15649
ben,2013,45.12591
ben,2014,46.59071
bgd,1971,14.72922
bgd,1972,14.26765
bgd,1973,15.9048
bgd,1974,16.55462
bgd,1975,18.90996
bgd,1976,19.17096
bgd,1977,17.77304
bgd,1978,18.49856
bgd,1979,18.69671
bgd,1980,19.7245
bgd,1981,19.77892
bgd,1982,19.06439
bgd,1983,16.11291
bgd,1984,15.26465
bgd,1985,15.40537
bgd,1986,15.98368
bgd,1987,16.28036
bgd,1988,14.76075
bgd,1989,15.46256
bgd,1990,15.52917
bgd,1991,13.60581
bgd,1992,14.24015
bgd,1993,14.55446
bgd,1994,14.77715
bgd,1995,19.6554
bgd,1996,18.95422
bgd,1997,21.5947
bgd,1998,21.33621
bgd,1999,18.18559
bgd,2000,17.00742
bgd,2001,18.82014
bgd,2002,18.05881
bgd,2003,18.47024
bgd,2004,16.02871
bgd,2005,15.04735
bgd,2006,13.72455
bgd,2007,13.63414
bgd,2008,12.8218
bgd,2009,12.35846
bgd,2010,14.5287
bgd,2011,16.93574
bgd,2012,17.79159
bgd,2013,14.97832
bgd,2014,16.8417
bgr,1971,69.97779
bgr,1972,71.15856
bgr,1973,73.30284
bgr,1974,75.89263
bgr,1975,73.59235
bgr,1976,73.88949
bgr,1977,74.76454
bgr,1978,75.24369
bgr,1979,74.07037
bgr,1980,72.74582
bgr,1981,69.88166
bgr,1982,68.29852
bgr,1983,67.97996
bgr,1984,67.24259
bgr,1985,68.90046
bgr,1986,68.05547
bgr,1987,67.18308
bgr,1988,66.48414
bgr,1989,66.66257
bgr,1990,65.93959
bgr,1991,61.22516
bgr,1992,56.92079
bgr,1993,57.72538
bgr,1994,55.71647
bgr,1995,55.42638
bgr,1996,53.47205
bgr,1997,50.96276
bgr,1998,49.29184
bgr,1999,50.10343
bgr,2000,46.84052
bgr,2001,46.58431
bgr,2002,43.87409
bgr,2003,47.39952
bgr,2004,45.46866
bgr,2005,46.48048
bgr,2006,46.05109
bgr,2007,50.42872
bgr,2008,48.29201
bgr,2009,43.78723
bgr,2010,40.74864
bgr,2011,35.66362
bgr,2012,35.8673
bgr,2013,37.14268
bgr,2014,36.55078
bhr,1971,-657.24833
bhr,1972,-636.50516
bhr,1973,-432.42018
bhr,1974,-404.99673
bhr,1975,-367.06834
bhr,1976,-279.93338
bhr,1977,-382.9009
bhr,1978,-361.37996
bhr,1979,-300.30148
bhr,1980,-327.35108
bhr,1981,-317.20486
bhr,1982,-203.16279
bhr,1983,-194.07034
bhr,1984,-209.5787
bhr,1985,-166.51331
bhr,1986,-203.6066
bhr,1987,-219.2295
bhr,1988,-186.06538
bhr,1989,-186.54025
bhr,1990,-173.38895
bhr,1991,-173.55844
bhr,1992,-161.53026
bhr,1993,-153.83667
bhr,1994,-135.92733
bhr,1995,-135.52588
bhr,1996,-139.48783
bhr,1997,-122.45519
bhr,1998,-117.05282
bhr,1999,-117.64516
bhr,2000,-110.0216
bhr,2001,-104.71852
bhr,2002,-101.82899
bhr,2003,-94.20089
bhr,2004,-91.97521
bhr,2005,-75.6655
bhr,2006,-66.99893
bhr,2007,-63.18549
bhr,2008,-55.7653
bhr,2009,-60.71546
bhr,2010,-59.5257
bhr,2011,-63.21798
bhr,2012,-58.33064
bhr,2013,-60.8813
bhr,2014,-61.58425
bih,1990,34.38924
bih,1991,31.57325
bih,1992,18.12644
bih,1993,15.6034
bih,1994,47.17071
bih,1995,45.33064
bih,1996,36.43785
bih,1997,20.35728
bih,1998,23.07271
bih,1999,21.1113
bih,2000,29.22636
bih,2001,26.31178
bih,2002,24.87243
bih,2003,20.81596
bih,2004,25.40466
bih,2005,27.69255
bih,2006,26.3107
bih,2007,30.60071
bih,2008,28.99465
bih,2009,28.85492
bih,2010,32.56202
bih,2011,35.37275
bih,2012,32.4461
bih,2013,28.45962
bih,2014,22.73009
blr,1990,92.65878
blr,1991,92.16099
blr,1992,90.53597
blr,1993,89.77349
blr,1994,87.12375
blr,1995,86.58924
blr,1996,86.9108
blr,1997,86.91511
blr,1998,87.13571
blr,1999,85.49898
blr,2000,86.16671
blr,2001,85.83854
blr,2002,85.77695
blr,2003,86.59863
blr,2004,86.83924
blr,2005,86.18004
blr,2006,86.76439
blr,2007,86.19836
blr,2008,86.31207
blr,2009,85.63561
blr,2010,85.62243
blr,2011,85.89554
blr,2012,86.50143
blr,2013,85.38963
blr,2014,86.7797
bol,1971,-124.87175
bol,1972,-235.72108
bol,1973,-282.70327
bol,1974,-248.76394
bol,1975,-188.01326
bol,1976,-169.35708
bol,1977,-140.36913
bol,1978,-114.63752
bol,1979,-91.33042
bol,1980,-78.56913
bol,1981,-75.88079
bol,1982,-74.89757
bol,1983,-87.89889
bol,1984,-85.96743
bol,1985,-87.48359
bol,1986,-95.33111
bol,1987,-100.57189
bol,1988,-100.84995
bol,1989,-93.46845
bol,1990,-88.58596
bol,1991,-87.71377
bol,1992,-77.43946
bol,1993,-70.52768
bol,1994,-67.48807
bol,1995,-54.59733
bol,1996,-40.34574
bol,1997,-25.58636
bol,1998,-25.30671
bol,1999,-14.1041
bol,2000,-36.80801
bol,2001,-87.05348
bol,2002,-77.02815
bol,2003,-91.66051
bol,2004,-149.93343
bol,2005,-168.39728
bol,2006,-126.30999
bol,2007,-192.13444
bol,2008,-181.12124
bol,2009,-136.95867
bol,2010,-147.9124
bol,2011,-152.25686
bol,2012,-149.09222
bol,2013,-180.95072
bol,2014,-177.98584
bra,1971,29.60771
bra,1972,32.64013
bra,1973,37.49624
bra,1974,38.58602
bra,1975,40.81337
bra,1976,43.34686
bra,1977,43.47881
bra,1978,45.62278
bra,1979,45.82584
bra,1980,43.4826
bra,1981,39.08323
bra,1982,36.00818
bra,1983,29.63886
bra,1984,22.37667
bra,1985,20.83748
bra,1986,24.67084
bra,1987,24.99511
bra,1988,26.52034
bra,1989,25.94232
bra,1990,25.72161
bra,1991,26.68827
bra,1992,27.45664
bra,1993,28.59991
bra,1994,28.9519
bra,1995,30.44168
bra,1996,30.09962
bra,1997,29.16754
bra,1998,26.89356
bra,1999,24.25928
bra,2000,21.23367
bra,2001,20.47913
bra,2002,14.50988
bra,2003,10.38886
bra,2004,13.13009
bra,2005,9.57912
bra,2006,7.40183
bra,2007,8.08408
bra,2008,8.20767
bra,2009,4.09871
bra,2010,7.24426
bra,2011,7.71262
bra,2012,10.58524
bra,2013,13.89082
bra,2014,11.87013
brn,1971,-3651.91782
brn,1972,-5228.08704
brn,1973,-3719.78348
brn,1974,-2190.06746
brn,1975,-1827.15567
brn,1976,-1709.4788
brn,1977,-1688.65292
brn,1978,-1817.69554
brn,1979,-1881.1466
brn,1980,-1466.02099
brn,1981,-1186.77401
brn,1982,-1115.32079
brn,1983,-1065.96366
brn,1984,-864.83339
brn,1985,-801.30583
brn,1986,-899.09586
brn,1987,-867.33716
brn,1988,-1034.629
brn,1989,-885.82844
brn,1990,-805.78943
brn,1991,-737.90378
brn,1992,-734.42398
brn,1993,-749.6258
brn,1994,-839.36031
brn,1995,-711.78934
brn,1996,-681.18747
brn,1997,-651.14948
brn,1998,-629.18751
brn,1999,-683.45277
brn,2000,-725.50843
brn,2001,-799.19678
brn,2002,-839.33357
brn,2003,-746.2016
brn,2004,-803.43596
brn,2005,-849.55521
brn,2006,-608.13674
brn,2007,-542.86674
brn,2008,-495.88003
brn,2009,-522.42864
brn,2010,-473.19073
brn,2011,-382.70481
brn,2012,-383.54231
brn,2013,-458.37254
brn,2014,-357.39438
bwa,1981,22.6402
bwa,1982,22.16234
bwa,1983,22.6668
bwa,1984,22.70826
bwa,1985,22.29341
bwa,1986,24.34642
bwa,1987,25.32
bwa,1988,24.21273
bwa,1989,25.3995
bwa,1990,28.69556
bwa,1991,27.91529
bwa,1992,30.6268
bwa,1993,29.9877
bwa,1994,27.84515
bwa,1995,30.06874
bwa,1996,33.92651
bwa,1997,35.82283
bwa,1998,36.25372
bwa,1999,37.71589
bwa,2000,40.02113
bwa,2001,41.24348
bwa,2002,42.05529
bwa,2003,46.4334
bwa,2004,46.34491
bwa,2005,45.83308
bwa,2006,47.86115
bwa,2007,52.92194
bwa,2008,52.88234
bwa,2009,53.92815
bwa,2010,50.90139
bwa,2011,53.8458
bwa,2012,42.45298
bwa,2013,44.58163
bwa,2014,44.49996
can,1960,25.01942
can,1961,18.36862
can,1962,10.51505
can,1963,11.42195
can,1964,10.00631
can,1965,11.53602
can,1966,8.38817
can,1967,8.25948
can,1968,7.02019
can,1969,2.00465
can,1970,-4.8222
can,1971,-10.24872
can,1972,-15.94964
can,1973,-24.39625
can,1974,-18.6513
can,1975,-13.01831
can,1976,-6.48668
can,1977,-7.71003
can,1978,-5.43735
can,1979,-10.43506
can,1980,-7.93487
can,1981,-6.87491
can,1982,-12.34526
can,1983,-15.42
can,1984,-21.21228
can,1985,-24.99845
can,1986,-22.0922
can,1987,-24.55439
can,1988,-29.1182
can,1989,-26.14822
can,1990,-30.83576
can,1991,-36.56028
can,1992,-37.54038
can,1993,-42.89239
can,1994,-47.83576
can,1995,-50.50588
can,1996,-51.26842
can,1997,-52.3839
can,1998,-53.53608
can,1999,-48.73568
can,2000,-47.80436
can,2001,-51.6682
can,2002,-54.12409
can,2003,-47.04645
can,2004,-48.23776
can,2005,-48.95364
can,2006,-53.80949
can,2007,-53.29172
can,2008,-50.42826
can,2009,-50.19772
can,2010,-51.37487
can,2011,-52.96208
can,2012,-59.11416
can,2013,-64.44375
can,2014,-67.92722
can,2015,-72.52817
che,1960,71.6683
che,1961,72.20593
che,1962,74.77958
che,1963,78.18949
che,1964,78.34217
che,1965,77.80097
che,1966,76.55395
che,1967,76.25688
che,1968,78.39637
che,1969,80.64339
che,1970,78.73792
che,1971,82.27658
che,1972,80.52789
che,1973,77.36448
che,1974,74.90668
che,1975,70.31407
che,1976,74.69104
che,1977,70.24371
che,1978,71.72771
che,1979,67.3792
che,1980,64.91529
che,1981,61.13648
che,1982,59.50245
che,1983,61.72562
che,1984,61.19637
che,1985,57.36884
che,1986,58.58964
che,1987,56.29119
che,1988,56.48926
che,1989,57.83134
che,1990,57.74532
che,1991,57.69506
che,1992,57.27538
che,1993,54.99205
che,1994,53.36671
che,1995,53.32398
che,1996,55.82668
che,1997,54.89794
che,1998,54.88213
che,1999,52.34485
che,2000,51.92762
che,2001,52.64061
che,2002,52.9626
che,2003,52.74473
che,2004,53.72223
che,2005,57.56062
che,2006,54.69396
che,2007,50.84728
che,2008,52.18256
che,2009,52.5998
che,2010,51.78083
che,2011,51.36721
che,2012,50.27706
che,2013,51.51977
che,2014,47.05136
che,2015,50.089
chl,1971,38.60436
chl,1972,38.82734
chl,1973,40.22802
chl,1974,39.60583
chl,1975,34.69168
chl,1976,35.86949
chl,1977,37.05064
chl,1978,38.74791
chl,1979,45.32974
chl,1980,38.80093
chl,1981,35.47217
chl,1982,28.0352
chl,1983,28.94808
chl,1984,29.71265
chl,1985,28.96203
chl,1986,29.95275
chl,1987,31.54483
chl,1988,38.03213
chl,1989,43.2352
chl,1990,43.41161
chl,1991,41.72115
chl,1992,44.28817
chl,1993,48.15845
chl,1994,51.28091
chl,1995,54.73506
chl,1996,59.00047
chl,1997,63.23821
chl,1998,65.58378
chl,1999,68.20356
chl,2000,65.90706
chl,2001,63.24149
chl,2002,64.50883
chl,2003,66.85435
chl,2004,68.91268
chl,2005,67.0824
chl,2006,67.4128
chl,2007,69.4058
chl,2008,67.93482
chl,2009,65.4616
chl,2010,70.14662
chl,2011,70.61266
chl,2012,64.99039
chl,2013,61.2883
chl,2014,64.20167
chl,2015,65.23646
chn,1971,-0.79061
chn,1972,-0.81916
chn,1973,-1.1142
chn,1974,-1.90354
chn,1975,-2.84453
chn,1976,-2.37601
chn,1977,-2.12449
chn,1978,-2.38701
chn,1979,-3.11549
chn,1980,-2.91849
chn,1981,-3.17173
chn,1982,-4.20694
chn,1983,-5.16841
chn,1984,-6.23745
chn,1985,-7.54374
chn,1986,-6.55621
chn,1987,-4.35434
chn,1988,-2.96844
chn,1989,-5.9918
chn,1990,-1.16616
chn,1991,-4.56586
chn,1992,-3.09776
chn,1993,-0.44213
chn,1994,-1.36991
chn,1995,-1.91876
chn,1996,-1.63711
chn,1997,-0.69549
chn,1998,-0.07124
chn,1999,2.25534
chn,2000,0.54841
chn,2001,-0.67383
chn,2002,1.50054
chn,2003,3.08954
chn,2004,4.89484
chn,2005,6.05619
chn,2006,7.85807
chn,2007,8.42171
chn,2008,8.43555
chn,2009,10.361
chn,2010,11.44641
chn,2011,11.86012
chn,2012,14.35974
chn,2013,14.75645
chn,2014,15.0218
civ,1971,33.22858
civ,1972,34.60012
civ,1973,34.66779
civ,1974,34.92376
civ,1975,35.83681
civ,1976,38.47659
civ,1977,37.84049
civ,1978,39.9379
civ,1979,37.12787
civ,1980,32.31821
civ,1981,20.00784
civ,1982,6.82626
civ,1983,-4.16148
civ,1984,-2.78862
civ,1985,-2.80928
civ,1986,6.93553
civ,1987,10.61856
civ,1988,15.89209
civ,1989,25.19283
civ,1990,22.15424
civ,1991,22.66107
civ,1992,22.33363
civ,1993,22.17513
civ,1994,21.70974
civ,1995,17.58594
civ,1996,10.89425
civ,1997,7.89291
civ,1998,8.12622
civ,1999,14.23938
civ,2000,11.45098
civ,2001,8.52705
civ,2002,6.46574
civ,2003,-2.77017
civ,2004,-2.66182
civ,2005,-10.4999
civ,2006,-26.25639
civ,2007,-12.96555
civ,2008,-11.55995
civ,2009,-15.41667
civ,2010,-9.86419
civ,2011,-5.45197
civ,2012,1.13489
civ,2013,4.59737
civ,2014,7.07754
cmr,1971,9.00706
cmr,1972,9.21913
cmr,1973,9.37255
cmr,1974,9.47207
cmr,1975,11.39082
cmr,1976,10.47119
cmr,1977,12.89931
cmr,1978,-0.68114
cmr,1979,-42.46711
cmr,1980,-83.48444
cmr,1981,-110.25598
cmr,1982,-125.39582
cmr,1983,-125.48323
cmr,1984,-188.83146
cmr,1985,-180.04564
cmr,1986,-174.63763
cmr,1987,-172.96483
cmr,1988,-152.80634
cmr,1989,-134.93151
cmr,1990,-120.35426
cmr,1991,-113.3034
cmr,1992,-113.17563
cmr,1993,-98.66574
cmr,1994,-92.72234
cmr,1995,-77.64373
cmr,1996,-81.72
cmr,1997,-86.93333
cmr,1998,-87.40244
cmr,1999,-81.6592
cmr,2000,-76.62865
cmr,2001,-67.52976
cmr,2002,-68.93427
cmr,2003,-60.63053
cmr,2004,-54.72527
cmr,2005,-49.79309
cmr,2006,-52.60846
cmr,2007,-45.83925
cmr,2008,-45.45509
cmr,2009,-27.92546
cmr,2010,-20.6479
cmr,2011,-21.29126
cmr,2012,-21.1715
cmr,2013,-22.82375
cmr,2014,-28.31982
cod,1971,11.18798
cod,1972,11.05052
cod,1973,11.40098
cod,1974,12.04689
cod,1975,11.16153
cod,1976,-6.17896
cod,1977,-4.22471
cod,1978,-0.79283
cod,1979,-0.6448
cod,1980,-1.36486
cod,1981,-0.6776
cod,1982,-4.16548
cod,1983,-1.95305
cod,1984,-3.30388
cod,1985,-7.08388
cod,1986,-7.48004
cod,1987,-5.48775
cod,1988,-3.70544
cod,1989,-4.06778
cod,1990,-1.86848
cod,1991,-2.85042
cod,1992,-2.93395
cod,1993,-2.91055
cod,1994,-6.03469
cod,1995,-6.28439
cod,1996,-6.2189
cod,1997,-5.96035
cod,1998,-5.47974
cod,1999,-6.5856
cod,2000,-7.21547
cod,2001,-7.75247
cod,2002,-6.92614
cod,2003,-7.11891
cod,2004,-7.40975
cod,2005,-5.98119
cod,2006,-5.21575
cod,2007,-4.60535
cod,2008,-3.46389
cod,2009,-3.43709
cod,2010,-2.87035
cod,2011,-2.11676
cod,2012,-1.54714
cod,2013,0.22473
cod,2014,1.95927
cog,1971,34.22383
cog,1972,-27.5554
cog,1973,-358.01897
cog,1974,-426.46888
cog,1975,-300.95616
cog,1976,-314.25506
cog,1977,-289.93655
cog,1978,-380.23356
cog,1979,-439.95426
cog,1980,-516.12475
cog,1981,-619.53717
cog,1982,-658.09719
cog,1983,-673.46791
cog,1984,-790.57286
cog,1985,-739.02375
cog,1986,-770.98368
cog,1987,-807.5666
cog,1988,-933.45034
cog,1989,-1021.66618
cog,1990,-1010.92369
cog,1991,-968.44842
cog,1992,-1056.1699
cog,1993,-1162.65353
cog,1994,-1291.62082
cog,1995,-1149.11641
cog,1996,-1377.28548
cog,1997,-1617.77435
cog,1998,-1780.82759
cog,1999,-1942.00304
cog,2000,-1938.6619
cog,2001,-1596.40802
cog,2002,-1528.3985
cog,2003,-1169.75174
cog,2004,-1145.38507
cog,2005,-1154.607
cog,2006,-1000.95696
cog,2007,-897.75554
cog,2008,-889.6609
cog,2009,-901.14325
cog,2010,-944.89282
cog,2011,-672.11269
cog,2012,-539.72592
cog,2013,-464.55872
cog,2014,-496.5979
col,1971,-39.83977
col,1972,-30.98695
col,1973,-23.23098
col,1974,-14.25635
col,1975,-10.59816
col,1976,-4.02722
col,1977,-1.01696
col,1978,-6.27962
col,1979,-9.61716
col,1980,-0.00481
col,1981,-2.86823
col,1982,-6.32141
col,1983,-8.13095
col,1984,-15.51533
col,1985,-24.72479
col,1986,-51.01524
col,1987,-75.79163
col,1988,-73.29867
col,1989,-88.54321
col,1990,-98.9017
col,1991,-89.28232
col,1992,-91.15052
col,1993,-85.32963
col,1994,-85.89534
col,1995,-114.6533
col,1996,-129.32606
col,1997,-143.25353
col,1998,-153.08836
col,1999,-194.07441
col,2000,-180.20009
col,2001,-180.45846
col,2002,-171.152
col,2003,-185.32482
col,2004,-189.69499
col,2005,-190.20754
col,2006,-193.68563
col,2007,-206.03411
col,2008,-212.71637
col,2009,-219.85898
col,2010,-239.49373
col,2011,-285.14359
col,2012,-294.76244
col,2013,-268.53276
col,2014,-274.13316
cri,1971,58.28409
cri,1972,58.42525
cri,1973,60.98045
cri,1974,59.19865
cri,1975,61.10699
