geo,time,sh_xpd_chex_pc_cd
aus,2005,3013.08765
aus,2006,3184.80762
aus,2007,3799.73755
aus,2008,4090.76196
aus,2009,3995.34009
aus,2010,4945.03809
aus,2011,5861.70264
aus,2012,6025.34473
aus,2013,5813.98535
aus,2014,5607.91797
aus,2015,4862.60156
aus,2016,4993.68945
aus,2017,5340.36475
aus,2018,5364.54297
aus,2019,5427.4624
aut,2000,2269.12646
aut,2001,2282.51587
aut,2002,2497.86597
aut,2003,3091.24023
aut,2004,3594.65039
aut,2005,3710.39795
aut,2006,3882.98193
aut,2007,4478.76855
aut,2008,5057.76074
aut,2009,4928.98779
aut,2010,4800.79346
aut,2011,5167.81787
aut,2012,4966.0957
aut,2013,5235.34131
aut,2014,5393.60205
aut,2015,4612.82422
aut,2016,4709.87598
aut,2017,4938.91992
aut,2018,5322.2627
aut,2019,5242.18311
aze,2000,19.14172
aze,2001,19.19028
aze,2002,20.59106
aze,2003,23.80008
aze,2004,27.38258
aze,2005,35.07611
aze,2006,50.24788
aze,2007,75.3952
aze,2008,107.36143
aze,2009,129.72586
aze,2010,145.84526
aze,2011,176.40848
aze,2012,222.98552
aze,2013,239.95081
aze,2014,267.30972
aze,2015,226.51003
aze,2016,156.99573
aze,2017,155.09827
aze,2018,168.39165
aze,2019,193.10884
bdi,2000,8.42835
bdi,2001,8.60475
bdi,2002,7.96743
bdi,2003,7.16897
bdi,2004,9.88211
bdi,2005,12.77717
bdi,2006,16.64111
bdi,2007,18.25146
bdi,2008,18.31874
bdi,2009,21.8832
bdi,2010,26.41332
bdi,2011,25.13241
bdi,2012,21.51785
bdi,2013,21.93877
bdi,2014,20.10721
bdi,2015,19.64326
bdi,2016,21.78308
bdi,2017,23.15568
bdi,2018,22.4054
bdi,2019,20.56754
bel,2000,1849.91602
bel,2001,1879.93481
bel,2002,2084.71997
bel,2003,2828.3335
bel,2004,3326.63721
bel,2005,3419.69312
bel,2006,3558.12134
bel,2007,4078.14697
bel,2008,4670.42285
bel,2009,4653.43652
bel,2010,4544.77979
bel,2011,4943.79688
bel,2012,4706.47021
bel,2013,4947.76953
bel,2014,5072.95068
bel,2015,4291.48975
bel,2016,4534.22998
bel,2017,4775.8125
bel,2018,5134.41455
bel,2019,4960.39355
ben,2000,15.90676
ben,2001,16.8325
ben,2002,17.49716
ben,2003,21.60637
ben,2004,24.56986
ben,2005,24.14695
ben,2006,25.45316
ben,2007,27.96021
ben,2008,30.34991
ben,2009,30.7605
ben,2010,31.06598
ben,2011,34.99643
ben,2012,39.10081
ben,2013,35.76725
ben,2014,34.44754
ben,2015,31.30698
ben,2016,29.78626
ben,2017,29.7686
ben,2018,31.07242
ben,2019,29.12529
bfa,2000,7.54438
bfa,2001,7.71472
bfa,2002,8.75489
bfa,2003,11.77481
bfa,2004,17.64383
bfa,2005,18.0934
bfa,2006,21.37371
bfa,2007,28.00374
bfa,2008,29.9042
bfa,2009,31.71803
bfa,2010,33.9439
bfa,2011,34.91964
bfa,2012,34.88827
bfa,2013,43.80943
bfa,2014,39.64447
bfa,2015,33.52824
bfa,2016,40.98265
bfa,2017,44.51367
bfa,2018,40.26912
bfa,2019,42.34453
bgd,2000,8.56026
bgd,2001,8.36238
bgd,2002,9.34001
bgd,2003,10.27599
bgd,2004,11.08632
bgd,2005,11.60705
bgd,2006,12.33578
bgd,2007,14.31882
bgd,2008,15.80424
bgd,2009,17.92319
bgd,2010,20.8027
bgd,2011,22.84562
bgd,2012,23.45908
bgd,2013,26.67388
bgd,2014,29.74625
bgd,2015,32.84909
bgd,2016,34.56891
bgd,2017,37.40678
bgd,2018,41.90408
bgd,2019,45.85716
bgr,2000,94.49745
bgr,2001,119.82998
bgr,2002,148.14792
bgr,2003,195.7437
bgr,2004,233.11333
bgr,2005,267.74139
bgr,2006,294.10892
bgr,2007,361.23499
bgr,2008,455.54059
bgr,2009,459.3002
bgr,2010,484.75229
bgr,2011,555.8642
bgr,2012,558.64795
bgr,2013,547.45483
bgr,2014,605.25891
bgr,2015,521.41907
bgr,2016,562.34082
bgr,2017,624.52502
bgr,2018,689.9054
bgr,2019,697.89636
bhr,2000,485.68646
bhr,2001,484.90735
bhr,2002,503.03006
bhr,2003,567.23798
bhr,2004,550.3598
bhr,2005,570.29425
bhr,2006,591.31128
bhr,2007,692.96832
bhr,2008,757.73615
bhr,2009,785.26031
bhr,2010,796.31842
bhr,2011,805.31476
bhr,2012,971.36847
bhr,2013,1066.13245
bhr,2014,1101.25684
bhr,2015,1128.75916
bhr,2016,1098.88354
bhr,2017,1126.06689
bhr,2018,994.17902
bhr,2019,940.39569
bhs,2000,1030.96899
bhs,2001,1078.69446
bhs,2002,1100.53259
bhs,2003,1138.7406
bhs,2004,1148.94238
bhs,2005,1220.78821
bhs,2006,1323.53088
bhs,2007,1415.03674
bhs,2008,1489.42725
bhs,2009,1470.68774
bhs,2010,1495.23132
bhs,2011,1491.04163
bhs,2012,1568.28796
bhs,2013,1609.31799
bhs,2014,1670.24036
bhs,2015,1635.88293
bhs,2016,1774.02173
bhs,2017,2162.42358
bhs,2018,2002.41296
bhs,2019,2004.61633
bih,2000,113.31326
bih,2001,112.06852
bih,2002,127.2114
bih,2003,180.99417
bih,2004,244.5274
bih,2005,262.89282
bih,2006,303.51224
bih,2007,388.099
bih,2008,482.93652
bih,2009,425.05115
bih,2010,417.74832
bih,2011,467.03192
bih,2012,452.9765
bih,2013,484.22702
bih,2014,504.78723
bih,2015,442.03784
bih,2016,461.97934
bih,2017,482.17715
bih,2018,539.91003
bih,2019,553.82294
blr,2000,57.66817
blr,2001,74.33643
blr,2002,87.08404
blr,2003,109.87693
blr,2004,142.74802
blr,2005,198.30737
blr,2006,223.83119
blr,2007,281.07764
blr,2008,351.72797
blr,2009,290.70154
blr,2010,343.67911
blr,2011,319.75372
blr,2012,365.87494
blr,2013,456.49167
blr,2014,450.22263
blr,2015,362.75284
blr,2016,298.62659
blr,2017,333.54108
blr,2018,351.00681
blr,2019,399.39709
blz,2000,132.70746
blz,2001,157.4632
blz,2002,166.04504
blz,2003,168.39444
blz,2004,170.21199
blz,2005,174.41145
blz,2006,189.33286
blz,2007,226.23004
blz,2008,249.92667
blz,2009,241.73036
blz,2010,242.34943
blz,2011,252.82539
blz,2012,246.06036
blz,2013,257.98932
blz,2014,292.14331
blz,2015,283.57245
blz,2016,296.04523
blz,2017,282.55374
blz,2018,285.97034
blz,2019,293.4126
bol,2000,43.84844
bol,2001,45.78475
bol,2002,44.27475
bol,2003,47.16544
bol,2004,47.04487
bol,2005,52.48217
bol,2006,56.81023
bol,2007,64.47034
bol,2008,79.0157
bol,2009,90.77088
bol,2010,101.72988
bol,2011,121.37859
bol,2012,137.12178
bol,2013,162.12198
bol,2014,181.71205
bol,2015,198.87558
bol,2016,210.2381
bol,2017,217.49469
bol,2018,235.70088
bol,2019,245.92348
bra,2000,312.53928
bra,2001,270.18982
bra,2002,246.94701
bra,2003,251.43794
bra,2004,295.52863
bra,2005,384.93201
bra,2006,485.59933
bra,2007,602.68591
bra,2008,707.49121
bra,2009,721.76801
bra,2010,896.69714
bra,2011,1031.57617
bra,2012,957.00708
bra,2013,981.15283
bra,2014,1017.04712
bra,2015,785.26483
bra,2016,798.62708
bra,2017,940.36975
bra,2018,866.1554
bra,2019,853.38794
brb,2000,600.80896
brb,2001,619.3396
brb,2002,665.92029
brb,2003,781.96509
brb,2004,915.30463
brb,2005,935.64044
brb,2006,1000.61719
brb,2007,1015.60669
brb,2008,1107.04602
brb,2009,1135.60986
brb,2010,1087.65649
brb,2011,1135.5177
brb,2012,1263.9187
brb,2013,1233.11487
brb,2014,1153.88416
brb,2015,1119.54822
brb,2016,1129.19336
brb,2017,1151.69373
brb,2018,1164.54456
brb,2019,1143.32202
brn,2000,508.5484
brn,2001,464.79044
brn,2002,473.22723
brn,2003,535.2774
brn,2004,619.28699
brn,2005,646.16022
brn,2006,654.69019
brn,2007,702.66919
brn,2008,788.61536
brn,2009,741.29535
brn,2010,803.52686
brn,2011,877.15759
brn,2012,883.6756
brn,2013,849.33063
brn,2014,798.7937
brn,2015,743.92004
brn,2016,692.03571
brn,2017,648.66882
brn,2018,763.14569
brn,2019,671.56268
btn,2000,30.89351
btn,2001,35.94556
btn,2002,36.1376
btn,2003,37.73608
btn,2004,46.9071
btn,2005,47.74117
btn,2006,55.31651
btn,2007,66.06006
btn,2008,58.85732
btn,2009,61.12593
btn,2010,74.09109
btn,2011,79.55759
btn,2012,85.97569
btn,2013,88.24406
btn,2014,88.89918
btn,2015,98.56244
btn,2016,98.90504
btn,2017,104.8551
btn,2018,102.73852
btn,2019,115.98076
bwa,2000,205.23715
bwa,2001,201.81081
bwa,2002,204.88693
bwa,2003,267.49493
bwa,2004,293.97195
bwa,2005,277.06097
bwa,2006,263.60596
bwa,2007,311.03723
bwa,2008,330.35922
bwa,2009,342.93564
bwa,2010,398.57071
bwa,2011,440.0437
bwa,2012,433.004
bwa,2013,449.70569
bwa,2014,435.55368
bwa,2015,389.38074
bwa,2016,402.80164
bwa,2017,484.22391
bwa,2018,494.19547
bwa,2019,481.53305
caf,2000,10.18517
caf,2001,9.56679
caf,2002,10.97876
caf,2003,13.49363
caf,2004,14.26364
caf,2005,15.28491
caf,2006,16.59565
caf,2007,19.75129
caf,2008,19.52352
caf,2009,22.96818
caf,2010,18.69205
caf,2011,21.3736
caf,2012,22.29368
caf,2013,18.83095
caf,2014,20.86846
caf,2015,19.00077
caf,2016,21.89539
caf,2017,30.05441
caf,2018,53.69038
caf,2019,37.19958
can,2000,2007.88086
can,2001,2063.92749
can,2002,2159.31592
can,2003,2562.91455
can,2004,2925.06714
can,2005,3296.50146
can,2006,3788.09009
can,2007,4212.99072
can,2008,4474.97461
can,2009,4371.55273
can,2010,5065.91504
can,2011,5400.11377
can,2012,5500.68408
can,2013,5443.625
can,2014,5189.01465
can,2015,4637.21143
can,2016,4629.375
can,2017,4865.0708
can,2018,5018.71143
can,2019,5048.37256
che,2000,3559.81982
che,2001,3763.38452
che,2002,4211.72949
che,2003,5018.52734
che,2004,5608.70312
che,2005,5673.94043
che,2006,5671.98145
che,2007,6154.70312
che,2008,7120.65186
che,2009,7297.37988
che,2010,7705.17578
che,2011,9191.95898
che,2012,8917.11914
che,2013,9275.79883
che,2014,9578.64551
che,2015,9382.79102
che,2016,9439.4248
che,2017,9606.34961
che,2018,9870.66406
che,2019,9666.33789
chl,2000,356.96378
chl,2001,327.13199
chl,2002,323.06717
chl,2003,349.98782
chl,2004,427.51669
chl,2005,500.64517
chl,2006,571.20142
chl,2007,648.55981
chl,2008,724.70123
chl,2009,735.97894
chl,2010,867.73077
chl,2011,991.20288
chl,2012,1077.82019
chl,2013,1179.47266
chl,2014,1145.40857
chl,2015,1127.02161
chl,2016,1171.62305
chl,2017,1360.17358
chl,2018,1455.1167
chl,2019,1375.80298
chn,2000,42.1124
chn,2001,43.66368
chn,2002,49.14167
chn,2003,55.65108
chn,2004,63.26199
chn,2005,71.86442
chn,2006,81.22816
chn,2007,97.0793
chn,2008,131.88728
chn,2009,162.61755
chn,2010,186.4915
chn,2011,236.37492
chn,2012,281.67715
chn,2013,326.0416
chn,2014,359.30933
chn,2015,390.1041
chn,2016,395.35995
chn,2017,437.25674
chn,2018,501.05939
chn,2019,535.13336
civ,2000,55.2962
civ,2001,55.29139
civ,2002,58.75072
civ,2003,66.02467
civ,2004,69.8438
civ,2005,64.44138
civ,2006,62.54813
civ,2007,66.86507
civ,2008,78.3477
civ,2009,75.07719
civ,2010,74.04659
civ,2011,74.29047
civ,2012,76.08685
civ,2013,72.76118
civ,2014,80.52973
civ,2015,63.51419
civ,2016,67.48299
civ,2017,69.77151
civ,2018,72.17319
civ,2019,75.08779
cmr,2000,28.00376
cmr,2001,26.70228
cmr,2002,30.54584
cmr,2003,37.04441
cmr,2004,40.62355
cmr,2005,41.45747
cmr,2006,42.8313
cmr,2007,47.34065
cmr,2008,52.65299
cmr,2009,49.35915
cmr,2010,48.35902
cmr,2011,56.44068
cmr,2012,55.17245
cmr,2013,55.47434
cmr,2014,60.95221
cmr,2015,49.76532
cmr,2016,50.88278
cmr,2017,49.76704
cmr,2018,53.17177
cmr,2019,53.99585
cod,2000,19.86826
cod,2001,6.0385
cod,2002,4.64879
cod,2003,6.63941
cod,2004,8.5772
cod,2005,9.28722
cod,2006,11.22324
cod,2007,12.41401
cod,2008,16.34124
cod,2009,13.57573
cod,2010,12.89442
cod,2011,12.62923
cod,2012,14.01604
cod,2013,16.33388
cod,2014,19.368
cod,2015,19.73957
cod,2016,20.57793
cod,2017,19.41378
cod,2018,18.52062
cod,2019,20.57073
cog,2000,17.48368
cog,2001,20.64844
cog,2002,17.19758
cog,2003,21.75997
cog,2004,27.93211
cog,2005,31.53102
cog,2006,36.82758
cog,2007,43.0965
cog,2008,65.03125
cog,2009,50.24731
cog,2010,56.96957
cog,2011,62.42331
cog,2012,74.91541
cog,2013,75.50089
cog,2014,74.61357
cog,2015,60.15249
cog,2016,56.93315
cog,2017,54.75908
cog,2018,49.4641
cog,2019,48.55877
col,2000,132.87971
col,2001,136.61053
col,2002,130.42552
col,2003,128.00615
col,2004,157.57558
col,2005,207.159
col,2006,237.01752
col,2007,305.99179
col,2008,374.42697
col,2009,379.69586
col,2010,448.08777
col,2011,497.38071
col,2012,543.07001
col,2013,576.70123
col,2014,583.0589
col,2015,464.63498
col,2016,442.13824
col,2017,489.64459
col,2018,513.15869
col,2019,495.32971
com,2000,47.00236
com,2001,44.58985
com,2002,50.12068
com,2003,62.38849
com,2004,68.60703
com,2005,65.68196
com,2006,63.42576
com,2007,67.18291
com,2008,70.62155
com,2009,66.25401
com,2010,65.71719
com,2011,76.77274
com,2012,72.61225
com,2013,76.68771
com,2014,79.20177
com,2015,57.17093
com,2016,59.2308
com,2017,69.73938
com,2018,69.41636
com,2019,72.3238
cpv,2000,63.0344
cpv,2001,67.14394
cpv,2002,72.88203
cpv,2003,89.07603
cpv,2004,98.08787
cpv,2005,100.67198
cpv,2006,118.32914
cpv,2007,133.41765
cpv,2008,133.23508
cpv,2009,135.40572
cpv,2010,151.16014
cpv,2011,161.03374
cpv,2012,176.98373
cpv,2013,191.28299
cpv,2014,191.17624
cpv,2015,146.67517
cpv,2016,151.74736
cpv,2017,173.79355
cpv,2018,190.4556
cpv,2019,177.89027
cri,2000,248.75342
cri,2001,256.39359
cri,2002,277.6987
cri,2003,289.06827
cri,2004,292.03183
cri,2005,311.70877
cri,2006,362.50491
cri,2007,427.04202
cri,2008,515.43335
cri,2009,534.57446
cri,2010,660.58643
cri,2011,749.64496
cri,2012,784.48297
cri,2013,825.39325
cri,2014,831.30017
cri,2015,883.91547
cri,2016,878.88892
cri,2017,861.32007
cri,2018,909.6731
cri,2019,921.58575
cub,2000,180.81122
cub,2001,198.13365
cub,2002,213.39079
cub,2003,227.09096
cub,2004,231.98782
cub,2005,331.53214
cub,2006,387.42017
cub,2007,571.2655
cub,2008,612.24359
cub,2009,679.62634
cub,2010,612.46509
cub,2011,699.83429
cub,2012,604.21234
cub,2013,713.24133
cub,2014,866.07562
cub,2015,986.73401
cub,2016,984.84845
cub,2017,1000.28955
cub,2018,986.93732
cub,2019,1031.92175
cyp,2000,750.51672
cyp,2001,782.16162
cyp,2002,890.48297
cyp,2003,1145.05847
cyp,2004,1286.97156
cyp,2005,1366.01709
cyp,2006,1474.02063
cyp,2007,1694.27185
cyp,2008,2155.24658
cyp,2009,2105.47778
cyp,2010,2045.29236
cyp,2011,2114.66895
cyp,2012,1899.37256
cyp,2013,1916.32263
cyp,2014,1873.89136
cyp,2015,1581.41357
cyp,2016,1634.93555
cyp,2017,1750.50732
cyp,2018,1981.77844
cyp,2019,1996.45825
cze,2000,342.92105
cze,2001,388.54404
cze,2002,497.74203
cze,2003,640.6604
cze,2004,746.32892
cze,2005,852.65247
cze,2006,942.11804
cze,2007,1110.17664
cze,2008,1449.33679
cze,2009,1442.2428
cze,2010,1373.93176
cze,2011,1516.55542
cze,2012,1387.40601
cze,2013,1554.50903
cze,2014,1512.92615
cze,2015,1284.04675
cze,2016,1321.62024
cze,2017,1475.91528
cze,2018,1765.58862
cze,2019,1844.21777
deu,2000,2344.35474
deu,2001,2346.61499
deu,2002,2567.50293
deu,2003,3152.79419
deu,2004,3459.82495
deu,2005,3558.21338
deu,2006,3697.92163
deu,2007,4182.79932
deu,2008,4669.65332
deu,2009,4674.7832
deu,2010,4611.27588
deu,2011,5037.37012
deu,2012,4765.58301
deu,2013,5099.64111
deu,2014,5307.08203
deu,2015,4624.55664
deu,2016,4744.22949
deu,2017,5055.82129
deu,2018,5481.9873
deu,2019,5440.25146
dji,2000,31.95798
dji,2001,31.04226
dji,2002,40.1945
dji,2003,46.11334
dji,2004,40.28805
dji,2005,40.95963
dji,2006,47.32996
dji,2007,50.44794
dji,2008,53.96246
dji,2009,55.32074
dji,2010,56.20141
dji,2011,68.77837
dji,2012,72.22034
dji,2013,67.53491
dji,2014,73.12317
dji,2015,82.28988
dji,2016,76.86835
dji,2017,72.23477
dji,2018,71.0863
dji,2019,61.80943
dma,2000,254.78555
dma,2001,226.96007
dma,2002,222.09386
dma,2003,237.35446
dma,2004,247.45882
dma,2005,256.73413
dma,2006,263.91165
dma,2007,285.24042
dma,2008,326.64169
dma,2009,344.11966
dma,2010,359.22134
dma,2011,376.95007
dma,2012,396.81378
dma,2013,375.1051
dma,2014,385.15659
dma,2015,391.93454
dma,2016,414.04245
dma,2017,398.63541
dma,2018,479.09354
dma,2019,440.16986
dnk,2000,2496.04712
dnk,2001,2602.64282
dnk,2002,2895.80737
dnk,2003,3607.04297
dnk,2004,4194.87354
dnk,2005,4442.75537
dnk,2006,4778.8916
dnk,2007,5468.37939
dnk,2008,6137.77637
dnk,2009,6221.68896
dnk,2010,6011.53809
dnk,2011,6281.00439
dnk,2012,6003.83057
dnk,2013,6236.5542
dnk,2014,6380.78467
dnk,2015,5469.33496
dnk,2016,5565.59326
dnk,2017,5800.15283
dnk,2018,6216.76855
dnk,2019,6003.3252
dom,2000,140.13885
dom,2001,145.35367
dom,2002,155.09561
dom,2003,106.13857
dom,2004,106.65016
dom,2005,171.23001
dom,2006,164.10039
dom,2007,198.07254
dom,2008,240.41107
dom,2009,256.35791
dom,2010,309.95718
dom,2011,335.00128
dom,2012,359.60818
dom,2013,359.57056
dom,2014,380.0755
dom,2015,400.38495
dom,2016,424.30017
dom,2017,443.67068
dom,2018,461.53516
dom,2019,491.05936
dza,2000,61.58218
dza,2001,66.80212
dza,2002,66.46336
dza,2003,75.74335
dza,2004,92.50652
dza,2005,100.71383
dza,2006,116.71432
dza,2007,150.96564
dza,2008,206.88519
dza,2009,208.11992
dza,2010,229.28946
dza,2011,287.38611
dza,2012,335.56195
dza,2013,331.94168
dza,2014,359.64212
dza,2015,291.55353
dza,2016,260.76126
dza,2017,258.06396
dza,2018,256.00946
dza,2019,248.20587
ecu,2000,48.12062
ecu,2001,71.11089
ecu,2002,97.16692
ecu,2003,131.98309
ecu,2004,149.81384
ecu,2005,167.94582
ecu,2006,189.84698
ecu,2007,190.51663
ecu,2008,228.48567
ecu,2009,241.16141
ecu,2010,283.41574
ecu,2011,336.86093
ecu,2012,384.23395
ecu,2013,411.90674
ecu,2014,428.79379
ecu,2015,458.81421
ecu,2016,441.17093
ecu,2017,461.57547
ecu,2018,495.16959
ecu,2019,486.49216
egy,2000,73.65685
egy,2001,73.07784
egy,2002,68.25555
egy,2003,53.8235
egy,2004,53.9309
egy,2005,63.86014
egy,2006,71.35442
egy,2007,78.95717
egy,2008,97.20935
egy,2009,106.66519
egy,2010,113.2482
egy,2011,125.25487
egy,2012,150.71841
egy,2013,150.6196
egy,2014,167.24709
egy,2015,183.43262
egy,2016,153.48695
egy,2017,113.97538
egy,2018,125.54537
egy,2019,149.84032
eri,2000,13.75258
eri,2001,14.51353
eri,2002,15.21526
eri,2003,18.99912
eri,2004,22.12164
eri,2005,20.64317
eri,2006,22.02857
eri,2007,17.96752
eri,2008,19.3259
eri,2009,22.39599
eri,2010,24.71433
eri,2011,33.53649
eri,2012,26.23008
eri,2013,29.87801
eri,2014,31.90615
eri,2015,26.82021
eri,2016,22.65307
eri,2017,20.79556
eri,2018,23.97976
eri,2019,25.26793
esp,2000,1005.284
esp,2001,1045.05066
esp,2002,1174.57935
esp,2003,1641.05872
esp,2004,1924.44531
esp,2005,2060.33081
esp,2006,2242.17822
esp,2007,2606.17896
esp,2008,2995.0498
esp,2009,2937.53442
esp,2010,2789.53394
esp,2011,2909.11768
esp,2012,2591.01611
esp,2013,2629.60547
esp,2014,2679.62939
esp,2015,2349.05444
esp,2016,2376.72119
esp,2017,2526.72046
esp,2018,2740.26929
esp,2019,2711.19287
est,2000,209.71313
est,2001,214.70415
est,2002,250.48021
est,2003,349.05804
est,2004,455.06812
est,2005,524.68011
est,2006,600.50787
est,2007,832.73309
est,2008,1038.56226
est,2009,963.01965
est,2010,926.45416
est,2011,1015.96826
est,2012,1013.31421
est,2013,1144.64685
est,2014,1238.927
est,2015,1112.91406
est,2016,1186.10278
est,2017,1350.38062
est,2018,1552.63245
est,2019,1598.81885
eth,2000,5.3845
eth,2001,5.61692
eth,2002,5.25928
eth,2003,5.84134
eth,2004,5.88065
eth,2005,6.6536
eth,2006,8.66179
eth,2007,11.98232
eth,2008,13.4518
eth,2009,15.63804
eth,2010,16.70585
eth,2011,15.11117
eth,2012,20.66479
eth,2013,19.88365
eth,2014,22.27193
eth,2015,23.91624
eth,2016,25.0756
eth,2017,24.92481
eth,2018,24.29409
eth,2019,26.7422
fin,2000,1722.83264
fin,2001,1806.05017
fin,2002,2054.26294
fin,2003,2606.77588
fin,2004,3035.97876
fin,2005,3228.95215
fin,2006,3407.66553
fin,2007,3911.96582
fin,2008,4481.2168
fin,2009,4347.12158
fin,2010,4249.60205
fin,2011,4715.93506
fin,2012,4572.52344
fin,2013,4892.09717
fin,2014,4922.67578
fin,2015,4127.1499
fin,2016,4107.06299
fin,2017,4233.46826
fin,2018,4515.67725
fin,2019,4450.30273
fji,2000,77.02473
fji,2001,64.19379
fji,2002,73.04816
fji,2003,91.39411
fji,2004,117.67281
fji,2005,129.10287
fji,2006,135.927
fji,2007,150.64467
fji,2008,143.73784
fji,2009,128.6579
fji,2010,135.1687
fji,2011,149.02316
fji,2012,162.41483
fji,2013,167.81087
fji,2014,188.83432
fji,2015,179.22098
fji,2016,185.34676
fji,2017,194.43666
fji,2018,216.09642
fji,2019,235.67502
fra,2000,2161.85303
fra,2001,2192.71582
fra,2002,2449.7583
fra,2003,3006.30591
fra,2004,3458.62744
fra,2005,3575.02515
fra,2006,3811.55176
fra,2007,4312.31055
fra,2008,4807.37451
fra,2009,4737.57812
fra,2010,4592.3833
fra,2011,4931.87793
fra,2012,4644.5957
fra,2013,4893.47607
fra,2014,4982.99121
fra,2015,4201.55566
fra,2016,4257.1499
fra,2017,4402.07959
fra,2018,4657.75293
fra,2019,4491.73535
fsm,2000,168.45786
fsm,2001,190.07368
fsm,2002,178.55959
fsm,2003,219.3636
fsm,2004,270.7168
fsm,2005,417.72437
fsm,2006,257.90271
fsm,2007,272.11096
fsm,2008,304.58194
fsm,2009,341.31836
fsm,2010,378.24478
fsm,2011,393.68103
fsm,2012,384.15121
fsm,2013,363.26303
fsm,2014,348.3201
fsm,2015,361.47208
fsm,2016,395.79208
fsm,2017,402.18201
fsm,2018,417.68973
fsm,2019,415.19827
gab,2000,127.96137
gab,2001,125.87947
gab,2002,137.92825
gab,2003,174.49161
gab,2004,191.20839
gab,2005,199.66486
gab,2006,223.4991
gab,2007,267.60782
gab,2008,286.54739
gab,2009,298.6124
gab,2010,219.07191
gab,2011,276.48001
gab,2012,237.58188
gab,2013,275.09753
gab,2014,244.75702
gab,2015,196.24397
gab,2016,217.05521
gab,2017,201.05853
gab,2018,218.47528
gab,2019,215.01915
gbr,2000,2029.5249
gbr,2001,2101.83643
gbr,2002,2386.2124
gbr,2003,2796.34106
gbr,2004,3384.60522
gbr,2005,3552.64307
gbr,2006,3842.67578
gbr,2007,4450.12891
gbr,2008,4301.1167
gbr,2009,3841.87891
