geo,time,eg_elc_fosl_zs
ben,1993,100
ben,1994,100
ben,1995,100
ben,1996,100
ben,1997,96.61017
ben,1998,97.46835
ben,1999,97.22222
ben,2000,97.61905
ben,2001,96.9697
ben,2002,96.8254
ben,2003,97.5
ben,2004,98.76543
ben,2005,99.06542
ben,2006,97.4026
ben,2007,98.63636
ben,2008,98.68996
ben,2009,99.21875
ben,2010,99.13043
ben,2011,100
ben,2012,100
ben,2013,100
ben,2014,100
ben,2015,94.44444
bgd,1971,83.00971
bgd,1972,83.00971
bgd,1973,76.4245
bgd,1974,84.31246
bgd,1975,73.20221
bgd,1976,72.07462
bgd,1977,77.40434
bgd,1978,77.19694
bgd,1979,75.56203
bgd,1980,75.22312
bgd,1981,76.52141
bgd,1982,82.77339
bgd,1983,80.71657
bgd,1984,77.38275
bgd,1985,83.67933
bgd,1986,90.625
bgd,1987,90.74638
bgd,1988,89.68048
bgd,1989,87.06957
bgd,1990,88.56699
bgd,1991,89.86699
bgd,1992,91.05015
bgd,1993,93.39561
bgd,1994,91.34301
bgd,1995,96.55747
bgd,1996,93.55935
bgd,1997,93.93658
bgd,1998,93.2852
bgd,1999,94.23529
bgd,2000,95.25078
bgd,2001,94.29048
bgd,2002,95.98714
bgd,2003,96.20028
bgd,2004,96.96552
bgd,2005,97.16792
bgd,2006,97.46368
bgd,2007,97.58426
bgd,2008,97.22368
bgd,2009,98.87834
bgd,2010,98.2128
bgd,2011,98.02505
bgd,2012,98.39998
bgd,2013,98.05346
bgd,2014,98.68028
bgd,2015,98.77311
bgr,1971,89.67453
bgr,1972,90.59315
bgr,1973,88.29477
bgr,1974,86.81049
bgr,1975,80.16008
bgr,1976,71.37348
bgr,1977,68.31706
bgr,1978,71.99606
bgr,1979,70.67783
bgr,1980,71.64346
bgr,1981,65.54961
bgr,1982,65.90128
bgr,1983,63.25971
bgr,1984,64.19457
bgr,1985,63.08849
bgr,1986,65.57628
bgr,1987,65.55563
bgr,1988,58.6282
bgr,1989,61.06975
bgr,1990,60.74369
bgr,1991,61.76154
bgr,1992,61.76636
bgr,1993,58.11511
bgr,1994,55.9358
bgr,1995,53.15753
bgr,1996,50.83575
bgr,1997,51.88991
bgr,1998,51.7923
bgr,1999,51.08761
bgr,2000,48.66408
bgr,2001,51.0957
bgr,2002,46.81638
bgr,2003,52.00576
bgr,2004,51.7139
bgr,2005,47.6667
bgr,2006,47.78691
bgr,2007,59.07958
bgr,2008,57.99614
bgr,2009,55.19454
bgr,2010,54.25386
bgr,2011,59.47464
bgr,2012,54.64265
bgr,2013,50.98098
bgr,2014,50.41447
bgr,2015,50.40417
bhr,1971,100
bhr,1972,100
bhr,1973,100
bhr,1974,100
bhr,1975,100
bhr,1976,100
bhr,1977,100
bhr,1978,100
bhr,1979,100
bhr,1980,100
bhr,1981,100
bhr,1982,100
bhr,1983,100
bhr,1984,100
bhr,1985,100
bhr,1986,100
bhr,1987,100
bhr,1988,100
bhr,1989,100
bhr,1990,100
bhr,1991,100
bhr,1992,100
bhr,1993,100
bhr,1994,100
bhr,1995,100
bhr,1996,100
bhr,1997,100
bhr,1998,100
bhr,1999,100
bhr,2000,100
bhr,2001,100
bhr,2002,100
bhr,2003,100
bhr,2004,100
bhr,2005,100
bhr,2006,100
bhr,2007,100
bhr,2008,100
bhr,2009,100
bhr,2010,100
bhr,2011,100
bhr,2012,100
bhr,2013,100
bhr,2014,100
bhr,2015,100
bih,1990,79.1006
bih,1991,62.7276
bih,1992,47.77011
bih,1993,28.85482
bih,1994,18.4967
bih,1995,17.22336
bih,1996,29.75477
bih,1997,46.89104
bih,1998,49.79619
bih,1999,45.51901
bih,2000,51.15543
bih,2001,51.29724
bih,2002,51.15438
bih,2003,60.04793
bih,2004,53.02483
bih,2005,52.40438
bih,2006,55.99219
bih,2007,66.04718
bih,2008,67.16589
bih,2009,60.17998
bih,2010,53.13011
bih,2011,71.28927
bih,2012,70.06817
bih,2013,58.53533
bih,2014,63.27351
bih,2015,64.48269
blr,1990,99.9494
blr,1991,99.95353
blr,1992,99.95478
blr,1993,99.94306
blr,1994,99.93948
blr,1995,99.91974
blr,1996,99.93257
blr,1997,99.91941
blr,1998,99.88081
blr,1999,99.92835
blr,2000,99.89656
blr,2001,99.8803
blr,2002,99.87526
blr,2003,99.87982
blr,2004,99.87824
blr,2005,99.86758
blr,2006,99.86797
blr,2007,99.81778
blr,2008,99.76318
blr,2009,99.5852
blr,2010,99.52142
blr,2011,99.48137
blr,2012,99.27595
blr,2013,98.98118
blr,2014,99.09601
blr,2015,98.92905
bol,1971,12.88462
bol,1972,15.18094
bol,1973,15.96926
bol,1974,17.83189
bol,1975,19.15367
bol,1976,20.26462
bol,1977,24.02516
bol,1978,25.85706
bol,1979,28.21076
bol,1980,32.36566
bol,1981,34.07325
bol,1982,30.76471
bol,1983,33.29539
bol,1984,34.03548
bol,1985,34.45946
bol,1986,38.08487
bol,1987,40.5876
bol,1988,38.41808
bol,1989,42.74809
bol,1990,47.55517
bol,1991,41.12478
bol,1992,45.85406
bol,1993,41.72011
bol,1994,51.84136
bol,1995,56.6744
bol,1996,54.53984
bol,1997,53.54263
bol,1998,56.71159
bol,1999,52.64107
bol,2000,48.47938
bol,2001,45.15075
bol,2002,46.05641
bol,2003,52.8855
bol,2004,51.29339
bol,2005,58.74183
bol,2006,58.13208
bol,2007,58.30136
bol,2008,58.62128
bol,2009,60.51299
bol,2010,66.04692
bol,2011,65.80332
bol,2012,67.69351
bol,2013,67.82393
bol,2014,71.99315
bol,2015,68.59756
bra,1971,15.04711
bra,1972,10.08468
bra,1973,9.40271
bra,1974,7.30136
bra,1975,7.32501
bra,1976,6.94856
bra,1977,6.35073
bra,1978,7.67416
bra,1979,6.64095
bra,1980,6.21897
bra,1981,6.7158
bra,1982,5.77228
bra,1983,4.94418
bra,1984,4.62791
bra,1985,4.57451
bra,1986,8.09982
bra,1987,6.48844
bra,1988,5.53951
bra,1989,5.23648
bra,1990,4.49554
bra,1991,4.759
bra,1992,4.85289
bra,1993,4.56988
bra,1994,4.57351
bra,1995,4.9285
bra,1996,5.60564
bra,1997,5.99321
bra,1998,6.06189
bra,1999,8.66556
bra,2000,8.66785
bra,2001,11.23321
bra,2002,10.13941
bra,2003,9.04597
bra,2004,10.83331
bra,2005,10.23043
bra,2006,9.80882
bra,2007,8.74475
bra,2008,12.61329
bra,2009,8.0994
bra,2010,12.38558
bra,2011,9.82968
bra,2012,14.59835
bra,2013,20.54611
bra,2014,24.25324
bra,2015,23.43291
brn,1971,100
brn,1972,100
brn,1973,100
brn,1974,100
brn,1975,100
brn,1976,100
brn,1977,100
brn,1978,100
brn,1979,100
brn,1980,100
brn,1981,100
brn,1982,100
brn,1983,100
brn,1984,100
brn,1985,100
brn,1986,100
brn,1987,100
brn,1988,100
brn,1989,100
brn,1990,100
brn,1991,100
brn,1992,100
brn,1993,100
brn,1994,100
brn,1995,100
brn,1996,100
brn,1997,100
brn,1998,100
brn,1999,100
brn,2000,100
brn,2001,100
brn,2002,100
brn,2003,100
brn,2004,100
brn,2005,100
brn,2006,100
brn,2007,100
brn,2008,100
brn,2009,100
brn,2010,100
brn,2011,99.94631
brn,2012,99.94911
brn,2013,99.95457
brn,2014,99.95561
brn,2015,99.95238
bwa,1981,100
bwa,1982,100
bwa,1983,100
bwa,1984,100
bwa,1985,100
bwa,1986,100
bwa,1987,100
bwa,1988,100
bwa,1989,100
bwa,1990,100
bwa,1991,100
bwa,1992,100
bwa,1993,100
bwa,1994,100
bwa,1995,100
bwa,1996,100
bwa,1997,100
bwa,1998,100
bwa,1999,100
bwa,2000,100
bwa,2001,100
bwa,2002,100
bwa,2003,100
bwa,2004,100
bwa,2005,100
bwa,2006,100
bwa,2007,100
bwa,2008,100
bwa,2009,100
bwa,2010,100
bwa,2011,100
bwa,2012,100
bwa,2013,99.89166
bwa,2014,99.95677
bwa,2015,99.9663
can,1960,7.91094
can,1961,9.08973
can,1962,12.03154
can,1963,15.74668
can,1964,16.73236
can,1965,19.69185
can,1966,18.66916
can,1967,20.71282
can,1968,24.03561
can,1969,22.64666
can,1970,24.02631
can,1971,24.84076
can,1972,23.27132
can,1973,22.27961
can,1974,20.51108
can,1975,22.39065
can,1976,22.60345
can,1977,23.12484
can,1978,21.96485
can,1979,21.82423
can,1980,22.18132
can,1981,21.1238
can,1982,22.99683
can,1983,22.35809
can,1984,22.04526
can,1985,20.27879
can,1986,18.08132
can,1987,20.24492
can,1988,22.34846
can,1989,24.97988
can,1990,22.47568
can,1991,21.87818
can,1992,22.82352
can,1993,20.61408
can,1994,20.06648
can,1995,21.03356
can,1996,20.16794
can,1997,22.59327
can,1998,26.20516
can,1999,25.47254
can,2000,26.77379
can,2001,28.95419
can,2002,27.54118
can,2003,28.37185
can,2004,26.47679
can,2005,25.12699
can,2006,24.41301
can,2007,24.82123
can,2008,23.3195
can,2009,22.04201
can,2010,23.08001
can,2011,22.54393
can,2012,21.42461
can,2013,20.76934
can,2014,20.76313
can,2015,21.06718
che,1960,0.86957
che,1961,0.8536
che,1962,1.15334
che,1963,1.19324
che,1964,1.45251
che,1965,2.08102
che,1966,2.46113
che,1967,3.12175
che,1968,4.52459
che,1969,5.75884
che,1970,6.03865
che,1971,9.34864
che,1972,11.19859
che,1973,7.07282
che,1974,6.10479
che,1975,4.05547
che,1976,6.10175
che,1977,4.39529
che,1978,4.43787
che,1979,3.98988
che,1980,1.76648
che,1981,1.13246
che,1982,1.24172
che,1983,1.28173
che,1984,1.16436
che,1985,1.01734
che,1986,1.06118
che,1987,1.0375
che,1988,0.97523
che,1989,1.13863
che,1990,1.37475
che,1991,1.80015
che,1992,2.12135
che,1993,1.3375
che,1994,1.42923
che,1995,1.74785
che,1996,2.1013
che,1997,1.85185
che,1998,2.3931
che,1999,1.7445
che,2000,1.63934
che,2001,1.53677
che,2002,1.7032
che,2003,1.78899
che,2004,1.79441
che,2005,1.87579
che,2006,1.58523
che,2007,1.37871
che,2008,1.27543
che,2009,1.22088
che,2010,1.6593
che,2011,1.62193
che,2012,1.42354
che,2013,1.18597
che,2014,0.80312
che,2015,1.06964
chl,1971,42.80854
chl,1972,35.22498
chl,1973,35.59206
chl,1974,31.05303
chl,1975,26.25973
chl,1976,28.0802
chl,1977,27.89484
chl,1978,29.13127
chl,1979,32.26154
chl,1980,32.12493
chl,1981,31.04024
chl,1982,23.75537
chl,1983,22.20374
chl,1984,24.60547
chl,1985,19.76496
chl,1986,17.86489
chl,1987,16.26271
chl,1988,23.82501
chl,1989,39.00399
chl,1990,46.16264
chl,1991,29.0266
chl,1992,17.30537
chl,1993,18.33521
chl,1994,25.73486
chl,1995,27.59482
chl,1996,39.54707
chl,1997,37.86527
chl,1998,51.82911
chl,1999,61.96926
chl,2000,51.45217
chl,2001,45.7384
chl,2002,44.54901
chl,2003,49.84305
chl,2004,53.09913
chl,2005,46.11691
chl,2006,44.74512
chl,2007,55.8444
chl,2008,54.25097
chl,2009,51.01281
chl,2010,59.61214
chl,2011,60.40357
chl,2012,63.55464
chl,2013,64.10867
chl,2014,57.18637
chl,2015,56.39567
chn,1971,78.42689
chn,1972,77.87251
chn,1973,77.47334
chn,1974,74.78878
chn,1975,77.30482
chn,1976,77.90269
chn,1977,78.9656
chn,1978,82.61561
chn,1979,82.23089
chn,1980,80.63733
chn,1981,78.80493
chn,1982,77.29492
chn,1983,75.42682
chn,1984,77.00522
chn,1985,77.50858
chn,1986,78.97137
chn,1987,79.88819
chn,1988,79.98019
chn,1989,79.75582
chn,1990,79.59206
chn,1991,81.52887
chn,1992,82.41532
chn,1993,81.68342
chn,1994,80.3219
chn,1995,79.51264
chn,1996,81.12049
chn,1997,81.21822
chn,1998,80.73113
chn,1999,82.1129
chn,2000,82.12597
chn,2001,79.8617
chn,2002,80.86236
chn,2003,82.69464
chn,2004,81.48633
chn,2005,81.70185
chn,2006,82.49361
chn,2007,82.84348
chn,2008,80.28995
chn,2009,80.24837
chn,2010,79.40103
chn,2011,81.174
chn,2012,77.85989
chn,2013,77.42447
chn,2014,74.82289
chn,2015,72.96208
civ,1971,76.36054
civ,1972,67.34104
civ,1973,78.89447
civ,1974,67.5644
civ,1975,60.18711
civ,1976,69.14798
civ,1977,82.13998
civ,1978,88.18953
civ,1979,59.86806
civ,1980,22.69868
civ,1981,8.36864
civ,1982,11.24807
civ,1983,49.6128
civ,1984,75.06684
civ,1985,23.87892
civ,1986,35.78721
civ,1987,51.58767
civ,1988,46.3003
civ,1989,27.57837
civ,1990,33.33333
civ,1991,30.98514
civ,1992,43.35135
civ,1993,49.77148
civ,1994,50.27531
civ,1995,39.46386
civ,1996,45.30387
civ,1997,53.38626
civ,1998,65.7633
civ,1999,63.58729
civ,2000,63.25
civ,2001,63.15251
civ,2002,67.34039
civ,2003,63.98663
civ,2004,66.33394
civ,2005,72.76888
civ,2006,71.31742
civ,2007,66.04511
civ,2008,65.24138
civ,2009,62.47658
civ,2010,71.71836
civ,2011,69.86391
civ,2012,73.56043
civ,2013,78.11765
civ,2014,76.06807
civ,2015,83.27402
cmr,1971,2.69767
cmr,1972,3.76682
cmr,1973,4.47227
cmr,1974,4.57097
cmr,1975,4.77941
cmr,1976,5.27903
cmr,1977,5.76923
cmr,1978,5.83396
cmr,1979,5.69575
cmr,1980,6.05643
cmr,1981,5.18596
cmr,1982,5.12104
cmr,1983,3.4658
cmr,1984,1.7148
cmr,1985,2.17124
cmr,1986,1.89669
cmr,1987,2.27273
cmr,1988,1.94434
cmr,1989,1.58847
cmr,1990,1.52021
cmr,1991,1.43911
cmr,1992,1.27877
cmr,1993,1.05932
cmr,1994,1.17647
cmr,1995,1.14901
cmr,1996,1.13754
cmr,1997,1.1509
cmr,1998,1.64141
cmr,1999,1.24408
cmr,2000,1.09195
cmr,2001,1.89212
cmr,2002,3.57576
cmr,2003,4.23453
cmr,2004,4.62287
cmr,2005,5.79421
cmr,2006,11.18292
cmr,2007,25.17643
cmr,2008,24.15068
cmr,2009,29.32734
cmr,2010,26.7842
cmr,2011,24.70866
cmr,2012,24.63492
cmr,2013,24.66425
cmr,2014,24.6749
cmr,2015,23.88281
cod,1971,3.04654
cod,1972,3.29207
cod,1973,2.079
cod,1974,2.33094
cod,1975,2.47368
cod,1976,1.95695
cod,1977,1.81159
cod,1978,1.96078
cod,1979,3.96806
cod,1980,4.54443
cod,1981,4.09478
cod,1982,3.57811
cod,1983,3.00996
cod,1984,2.89555
cod,1985,2.78476
cod,1986,2.7192
cod,1987,2.76387
cod,1988,2.67062
cod,1989,0.31714
cod,1990,0.44248
cod,1991,0.41659
cod,1992,0.31286
cod,1993,0.30658
cod,1994,0.33886
cod,1995,0.2914
cod,1996,0.29465
cod,1997,0.37676
cod,1998,0.40186
cod,1999,0.45232
cod,2000,0.05015
cod,2001,0.08386
cod,2002,0.13115
cod,2003,0.11388
cod,2004,0.11323
cod,2005,0.09493
cod,2006,0.60984
cod,2007,1.10378
cod,2008,1.28494
cod,2009,1.09498
cod,2010,1.08792
cod,2011,1.11407
cod,2012,0.11823
cod,2013,0.10899
cod,2014,0.12443
cod,2015,0.17893
cog,1971,38.63636
cog,1972,35.29412
cog,1973,47.91667
cog,1974,44.44444
cog,1975,44.7619
cog,1976,44.73684
cog,1977,53.84615
cog,1978,83.33333
cog,1979,40.76923
cog,1980,35.48387
cog,1981,34.81013
cog,1982,10.76923
cog,1983,0.8547
cog,1984,0.79051
cog,1985,1.02041
cog,1986,0.74074
cog,1987,1.06762
cog,1988,1.0274
cog,1989,0.75
cog,1990,0.60852
cog,1991,0
cog,1992,0.93458
cog,1993,0.82873
cog,1994,0.61728
cog,1995,0.56497
cog,1996,0.43668
cog,1997,0.4415
cog,1998,0.5814
cog,1999,14.41441
cog,2000,0.33784
cog,2001,0
cog,2002,0
cog,2003,14.28571
cog,2004,16.87657
cog,2005,18.01386
cog,2006,17.88079
cog,2007,17.69042
cog,2008,18.6551
cog,2009,38.77551
cog,2010,45.28061
cog,2011,38.82444
cog,2012,41.94118
cog,2013,43.18315
cog,2014,45.28736
cog,2015,46.65513
col,1971,34.93799
col,1972,30.67351
col,1973,31.71927
col,1974,31.57284
col,1975,29.70381
col,1976,31.42419
col,1977,30.22875
col,1978,29.29793
col,1979,29.09234
col,1980,29.02279
col,1981,30.19685
col,1982,30.80426
col,1983,32.34665
col,1984,31.58061
col,1985,30.62959
col,1986,26.99286
col,1987,25.70404
col,1988,25.32715
col,1989,22.98256
col,1990,23.61581
col,1991,24.31738
col,1992,31.33499
col,1993,26.74603
col,1994,21.5074
col,1995,23.59537
col,1996,17.00798
col,1997,28.35557
col,1998,30.25369
col,1999,20.13918
col,2000,24.47536
col,2001,25.6618
col,2002,23.49585
col,2003,21.2114
col,2004,18.34912
col,2005,19.83034
col,2006,19.39924
col,2007,18.46661
col,2008,15.98913
col,2009,27.12208
col,2010,27.87931
col,2011,16.53471
col,2012,20.44981
col,2013,26.00132
col,2014,25.96169
col,2015,31.76319
cri,1971,9.58188
cri,1972,12.78611
cri,1973,15.51596
cri,1974,14.50954
cri,1975,14.89223
cri,1976,11.53613
cri,1977,23.46591
cri,1978,22.80519
cri,1979,18.27742
cri,1980,4.31267
cri,1981,2.95983
cri,1982,2.71916
cri,1983,2.5784
cri,1984,1.72807
cri,1985,1.77557
cri,1986,1.62767
cri,1987,3.92595
cri,1988,4.29064
cri,1989,2.40469
cri,1990,2.47982
cri,1991,5.12422
cri,1992,17.16205
cri,1993,10.07736
cri,1994,9.85342
cri,1995,17.25056
cri,1996,9.2878
cri,1997,3.04759
cri,1998,8.14705
cri,1999,2.1528
cri,2000,0.85272
cri,2001,1.48258
cri,2002,1.62126
cri,2003,2.10653
cri,2004,0.80341
cri,2005,3.28087
cri,2006,6.12855
cri,2007,7.9779
cri,2008,7.14587
cri,2009,4.84425
cri,2010,6.68893
cri,2011,8.77746
cri,2012,8.15805
cri,2013,11.68539
cri,2014,10.20848
cri,2015,0.99889
cub,1971,81.53386
cub,1972,86.35415
cub,1973,86.31745
cub,1974,86.2934
cub,1975,87.56831
cub,1976,88.51981
cub,1977,88.20247
cub,1978,87.75342
cub,1979,88.70453
cub,1980,89.47843
cub,1981,90.21277
cub,1982,90.16438
cub,1983,90.06233
cub,1984,90.27744
cub,1985,90.28609
cub,1986,90.55859
cub,1987,90.81145
cub,1988,90.44148
cub,1989,91.06241
cub,1990,87.61315
cub,1991,86.63094
cub,1992,72.61224
cub,1993,69.41465
cub,1994,69.69494
cub,1995,71.34601
cub,1996,70.27803
cub,1997,77.97257
cub,1998,75.13429
cub,1999,73.22661
cub,2000,65.75971
cub,2001,64.93888
cub,2002,41.66507
cub,2003,39.26629
cub,2004,41.38416
cub,2005,49.46552
cub,2006,58.89854
cub,2007,55.0783
cub,2008,58.48181
cub,2009,52.03
cub,2010,52.57228
cub,2011,56.03604
cub,2012,56.43586
cub,2013,58.72518
cub,2014,60.36352
cub,2015,60.50868
cyp,1971,100
cyp,1972,100
cyp,1973,100
cyp,1974,100
cyp,1975,100
cyp,1976,100
