geo,time,eg_elc_rnwx_zs
brn,1990,0
brn,1991,0
brn,1992,0
brn,1993,0
brn,1994,0
brn,1995,0
brn,1996,0
brn,1997,0
brn,1998,0
brn,1999,0
brn,2000,0
brn,2001,0
brn,2002,0
brn,2003,0
brn,2004,0
brn,2005,0
brn,2006,0
brn,2007,0
brn,2008,0
brn,2009,0
brn,2010,0
brn,2011,0.05369
brn,2012,0.05089
brn,2013,0.04543
brn,2014,0.04439
brn,2015,0.04762
bwa,1981,0
bwa,1982,0
bwa,1983,0
bwa,1984,0
bwa,1985,0
bwa,1986,0
bwa,1987,0
bwa,1988,0
bwa,1989,0
bwa,1990,0
bwa,1991,0
bwa,1992,0
bwa,1993,0
bwa,1994,0
bwa,1995,0
bwa,1996,0
bwa,1997,0
bwa,1998,0
bwa,1999,0
bwa,2000,0
bwa,2001,0
bwa,2002,0
bwa,2003,0
bwa,2004,0
bwa,2005,0
bwa,2006,0
bwa,2007,0
bwa,2008,0
bwa,2009,0
bwa,2010,0
bwa,2011,0
bwa,2012,0
bwa,2013,0.10834
bwa,2014,0.04323
bwa,2015,0.0337
can,1960,0
can,1961,0
can,1962,0
can,1963,0
can,1964,0
can,1965,0
can,1966,0
can,1967,0
can,1968,0
can,1969,0
can,1970,0
can,1971,0
can,1972,0
can,1973,0
can,1974,0
can,1975,0
can,1976,0.23707
can,1977,0.33196
can,1978,0.33012
can,1979,0.37454
can,1980,0.34827
can,1981,0.48609
can,1982,0.55222
can,1983,0.51124
can,1984,0.53477
can,1985,0.36543
can,1986,0.3981
can,1987,0.4659
can,1988,0.49126
can,1989,0.69614
can,1990,0.82026
can,1991,0.78354
can,1992,0.86992
can,1993,0.9169
can,1994,1.04288
can,1995,1.01838
can,1996,1.03084
can,1997,1.21112
can,1998,1.31399
can,1999,1.46076
can,2000,1.40093
can,2001,1.51684
can,2002,1.5733
can,2003,1.67706
can,2004,1.6277
can,2005,1.70453
can,2006,1.80269
can,2007,1.82068
can,2008,1.73676
can,2009,2.38057
can,2010,3.21236
can,2011,3.29802
can,2012,3.50726
can,2013,4.40995
can,2014,5.57038
can,2015,6.26726
che,1960,0
che,1961,0
che,1962,0
che,1963,0
che,1964,0
che,1965,0
che,1966,0
che,1967,0
che,1968,0
che,1969,0
che,1970,0
che,1971,0
che,1972,0
che,1973,0
che,1974,0
che,1975,0
che,1976,0
che,1977,0
che,1978,0.23195
che,1979,0.63125
che,1980,0.35911
che,1981,0.84115
che,1982,0.74274
che,1983,0.75869
che,1984,0.74463
che,1985,0.65722
che,1986,0.81003
che,1987,0.86912
che,1988,0.85961
che,1989,0.9842
che,1990,0.80193
che,1991,0.7735
che,1992,0.83173
che,1993,0.79198
che,1994,0.85295
che,1995,0.93176
che,1996,1.10754
che,1997,1.10176
che,1998,1.13476
che,1999,1.12271
che,2000,1.29605
che,2001,1.26516
che,2002,1.42977
che,2003,1.48471
che,2004,1.5705
che,2005,1.82388
che,2006,1.90228
che,2007,1.84982
che,2008,1.92285
che,2009,1.96481
che,2010,2.13468
che,2011,2.58873
che,2012,2.82653
che,2013,3.22614
che,2014,3.75738
che,2015,4.31638
chl,1971,0.77428
chl,1972,0.63801
chl,1973,0.58179
chl,1974,0.49478
chl,1975,0.58406
chl,1976,0.78689
chl,1977,0.81833
chl,1978,0.87838
chl,1979,0.84426
chl,1980,0.89354
chl,1981,0.91835
chl,1982,1.15407
chl,1983,1.64766
chl,1984,1.48922
chl,1985,1.38889
chl,1986,1.89908
chl,1987,1.73307
chl,1988,1.9332
chl,1989,1.80226
chl,1990,5.24167
chl,1991,5.17509
chl,1992,7.79412
chl,1993,7.29076
chl,1994,7.06571
chl,1995,6.70425
chl,1996,5.65516
chl,1997,5.23471
chl,1998,3.26959
chl,1999,2.63089
chl,2000,2.34792
chl,2001,4.87879
chl,2002,4.4675
chl,2003,3.87367
chl,2004,3.97985
chl,2005,3.4239
chl,2006,2.59942
chl,2007,4.62322
chl,2008,5.22746
chl,2009,7.16874
chl,2010,4.26747
chl,2011,7.62558
chl,2012,7.54541
chl,2013,8.65394
chl,2014,10.13051
chl,2015,11.92646
chn,1971,0
chn,1972,0
chn,1973,0
chn,1974,0
chn,1975,0
chn,1976,0
chn,1977,0
chn,1978,0
chn,1979,0
chn,1980,0
chn,1981,0
chn,1982,0
chn,1983,0
chn,1984,0
chn,1985,0
chn,1986,0
chn,1987,0
chn,1988,0
chn,1989,0
chn,1990,0.01095
chn,1991,0.01107
chn,1992,0.01737
chn,1993,0.01706
chn,1994,0.0544
chn,1995,0.30608
chn,1996,0.15182
chn,1997,0.25874
chn,1998,0.24531
chn,1999,0.24445
chn,2000,0.23412
chn,2001,0.22513
chn,2002,0.20959
chn,2003,0.1905
chn,2004,0.17862
chn,2005,0.2973
chn,2006,0.38717
chn,2007,0.47678
chn,2008,0.85957
chn,2009,1.29233
chn,2010,1.67385
chn,2011,2.13764
chn,2012,2.65751
chn,2013,3.56488
chn,2014,4.05666
chn,2015,4.857
civ,1971,0
civ,1972,0
civ,1973,0
civ,1974,0
civ,1975,0
civ,1976,0
civ,1977,0
civ,1978,0
civ,1979,0
civ,1980,0
civ,1981,0
civ,1982,0
civ,1983,0
civ,1984,0
civ,1985,0
civ,1986,0
civ,1987,0
civ,1988,0
civ,1989,0
civ,1990,0
civ,1991,0
civ,1992,0
civ,1993,0
civ,1994,0
civ,1995,0
civ,1996,0
civ,1997,0
civ,1998,0
civ,1999,0
civ,2000,0
civ,2001,0
civ,2002,0
civ,2003,0
civ,2004,1.94192
civ,2005,1.93628
civ,2006,1.98055
civ,2007,2.04227
civ,2008,2.03448
civ,2009,1.22637
civ,2010,1.15675
civ,2011,1.04935
civ,2012,0.94071
civ,2013,0.88889
civ,2014,0.8448
civ,2015,1.20537
cmr,1971,0
cmr,1972,0
cmr,1973,0
cmr,1974,0
cmr,1975,0
cmr,1976,0
cmr,1977,0
cmr,1978,0
cmr,1979,0
cmr,1980,0
cmr,1981,0
cmr,1982,0
cmr,1983,0
cmr,1984,0
cmr,1985,0
cmr,1986,0
cmr,1987,0
cmr,1988,0
cmr,1989,0
cmr,1990,0
cmr,1991,0
cmr,1992,0
cmr,1993,0
cmr,1994,0
cmr,1995,0
cmr,1996,0
cmr,1997,0
cmr,1998,0
cmr,1999,0
cmr,2000,0
cmr,2001,0
cmr,2002,0
cmr,2003,0
cmr,2004,0
cmr,2005,0
cmr,2006,12.59303
cmr,2007,1.44955
cmr,2008,1.3554
cmr,2009,1.22774
cmr,2010,1.00017
cmr,2011,1.03023
cmr,2012,1.3545
cmr,2013,1.23412
cmr,2014,1.17035
cmr,2015,1.12459
cod,1971,0
cod,1972,0
cod,1973,0
cod,1974,0
cod,1975,0
cod,1976,0
cod,1977,0
cod,1978,0
cod,1979,0
cod,1980,0
cod,1981,0
cod,1982,0
cod,1983,0
cod,1984,0
cod,1985,0
cod,1986,0
cod,1987,0
cod,1988,0
cod,1989,0
cod,1990,0
cod,1991,0
cod,1992,0
cod,1993,0
cod,1994,0
cod,1995,0
cod,1996,0
cod,1997,0
cod,1998,0
cod,1999,0
cod,2000,0
cod,2001,0
cod,2002,0
cod,2003,0
cod,2004,0
cod,2005,0
cod,2006,0
cod,2007,0
cod,2008,0
cod,2009,0
cod,2010,0
cod,2011,0
cod,2012,0.22333
cod,2013,0.21797
cod,2014,0.10181
cod,2015,0.11183
cog,1971,0
cog,1972,0
cog,1973,0
cog,1974,0
cog,1975,0
cog,1976,0
cog,1977,0
cog,1978,0
cog,1979,0
cog,1980,0
cog,1981,0
cog,1982,0
cog,1983,0
cog,1984,0
cog,1985,0
cog,1986,0
cog,1987,0
cog,1988,0
cog,1989,0
cog,1990,0
cog,1991,0
cog,1992,0
cog,1993,0
cog,1994,0
cog,1995,0
cog,1996,0
cog,1997,0
cog,1998,0
cog,1999,0
cog,2000,0
cog,2001,0
cog,2002,0
cog,2003,0
cog,2004,0
cog,2005,0
cog,2006,0
cog,2007,0
cog,2008,0
cog,2009,0
cog,2010,0
cog,2011,0
cog,2012,0
cog,2013,0
cog,2014,0
cog,2015,0
col,1971,0
col,1972,0
col,1973,0
col,1974,0
col,1975,1.4616
col,1976,1.47381
col,1977,1.25844
col,1978,1.18643
col,1979,1.13654
col,1980,1.11024
col,1981,1.02036
col,1982,1.04138
col,1983,1.02161
col,1984,1.00814
col,1985,0.99527
col,1986,0.90384
col,1987,0.85087
col,1988,0.83
col,1989,0.78353
col,1990,0.75364
col,1991,0.72722
col,1992,1.03205
col,1993,1.00884
col,1994,1.07223
col,1995,1.11668
col,1996,1.14386
col,1997,1.08284
col,1998,1.18493
col,1999,1.06721
col,2000,1.15014
col,2001,1.14175
col,2002,1.09009
col,2003,1.06358
col,2004,1.04387
col,2005,1.09661
col,2006,1.10295
col,2007,1.05208
col,2008,1.05653
col,2009,1.04814
col,2010,4.13301
col,2011,3.34399
col,2012,3.22115
col,2013,3.03205
col,2014,3.13218
col,2015,3.27745
cri,1971,0.87108
cri,1972,0.55249
cri,1973,0.51967
cri,1974,0.47684
cri,1975,0.52253
cri,1976,0.48573
cri,1977,0.56818
cri,1978,0.41558
cri,1979,0.45068
cri,1980,0.44924
cri,1981,0.42283
cri,1982,0.40584
cri,1983,0.34843
cri,1984,0.32605
cri,1985,0.35511
cri,1986,0.3391
cri,1987,0.31918
cri,1988,0.31319
cri,1989,0
cri,1990,0
cri,1991,0.2588
cri,1992,9.87378
cri,1993,9.87378
cri,1994,9.87378
cri,1995,9.93649
cri,1996,11.32861
cri,1997,11.26359
cri,1998,12.65472
cri,1999,14.7135
cri,2000,16.99668
cri,2001,17.59822
cri,2002,19.04319
cri,2003,17.09379
cri,2004,18.08886
cri,2005,17.2276
cri,2006,17.97171
cri,2007,17.22652
cri,2008,14.89339
cri,2009,17.56176
cri,2010,17.53104
cri,2011,18.65338
cri,2012,20.74897
cri,2013,21.37763
cri,2014,24.04816
cri,2015,24.38957
cub,1971,16.2749
cub,1972,12.24141
cub,1973,12.59636
cub,1974,12.22794
cub,1975,11.47541
cub,1976,10.74357
cub,1977,10.8501
cub,1978,11.26827
cub,1979,10.18932
cub,1980,9.55051
cub,1981,9.21986
cub,1982,9.44725
cub,1983,9.39231
cub,1984,9.15304
cub,1985,9.27125
cub,1986,8.99362
cub,1987,8.86486
cub,1988,9.05653
cub,1989,8.3995
cub,1990,9.64457
cub,1991,9.54178
cub,1992,11.5878
cub,1993,8.06217
cub,1994,7.49687
cub,1995,5.53817
cub,1996,6.96585
cub,1997,6.15015
cub,1998,5.50608
cub,1999,6.07922
cub,2000,6.27994
cub,2001,6.07883
cub,2002,5.98127
cub,2003,4.55408
cub,2004,5.04669
cub,2005,2.73758
cub,2006,2.46524
cub,2007,2.36042
cub,2008,3.19023
cub,2009,3.07319
cub,2010,2.68437
cub,2011,2.66892
cub,2012,3.1094
cub,2013,3.68861
cub,2014,3.48033
cub,2015,3.71155
cyp,1971,0
cyp,1972,0
cyp,1973,0
cyp,1974,0
cyp,1975,0
cyp,1976,0
cyp,1977,0
cyp,1978,0
cyp,1979,0
cyp,1980,0
cyp,1981,0
cyp,1982,0
cyp,1983,0
cyp,1984,0
cyp,1985,0
cyp,1986,0
cyp,1987,0
cyp,1988,0
cyp,1989,0
cyp,1990,0
cyp,1991,0
cyp,1992,0
cyp,1993,0
cyp,1994,0
cyp,1995,0
cyp,1996,0
cyp,1997,0
cyp,1998,0
cyp,1999,0
cyp,2000,0
cyp,2001,0
cyp,2002,0
cyp,2003,0
cyp,2004,0
cyp,2005,0.02285
cyp,2006,0.0215
cyp,2007,0.06159
cyp,2008,0.29533
cyp,2009,0.59444
cyp,2010,1.37166
cyp,2011,3.61128
cyp,2012,5.44838
cyp,2013,7.62238
cyp,2014,7.28736
cyp,2015,8.78006
cze,1971,0
cze,1972,0
cze,1973,0
cze,1974,0
cze,1975,0
cze,1976,0
cze,1977,0
cze,1978,0
cze,1979,0
cze,1980,0
cze,1981,0
cze,1982,0
cze,1983,0
cze,1984,0
cze,1985,0
cze,1986,0
cze,1987,0
cze,1988,0
cze,1989,0
cze,1990,0
cze,1991,0
cze,1992,0
cze,1993,0.27449
cze,1994,0.54976
cze,1995,0.66859
cze,1996,0.45752
cze,1997,0.76927
cze,1998,0.90833
cze,1999,1.05519
cze,2000,0.72143
cze,2001,0.70453
cze,2002,0.66583
cze,2003,0.59892
cze,2004,0.86168
cze,2005,0.91785
cze,2006,1.15954
cze,2007,1.50517
cze,2008,2.04934
cze,2009,2.72565
cze,2010,3.64896
cze,2011,6.09039
cze,2012,6.84762
cze,2013,7.64464
cze,2014,8.53507
cze,2015,9.23187
deu,1960,0
deu,1961,0
deu,1962,0
deu,1963,0
deu,1964,0
deu,1965,0
deu,1966,0
deu,1967,0
deu,1968,0
deu,1969,0
deu,1970,0.82391
deu,1971,0.84584
deu,1972,0.81444
deu,1973,0.77788
deu,1974,0.26782
deu,1975,0.28741
deu,1976,0.29685
deu,1977,0.28658
deu,1978,0.28238
deu,1979,0.28274
deu,1980,0.61157
deu,1981,0.62728
deu,1982,0.56504
deu,1983,0.51782
deu,1984,0.5256
deu,1985,0.54403
deu,1986,0.49826
deu,1987,0.4349
deu,1988,0.43428
deu,1989,0.45569
deu,1990,0.30439
deu,1991,0.38968
deu,1992,0.4381
deu,1993,0.50566
deu,1994,0.66698
deu,1995,0.77926
deu,1996,0.83422
deu,1997,1.04104
deu,1998,1.39145
deu,1999,1.6415
deu,2000,2.40131
deu,2001,2.60567
deu,2002,3.66919
deu,2003,4.61711
deu,2004,5.97901
deu,2005,6.96119
deu,2006,8.15985
deu,2007,10.59727
deu,2008,11.47672
deu,2009,12.85277
deu,2010,13.38306
deu,2011,17.47317
deu,2012,19.5125
deu,2013,20.43906
deu,2014,22.98075
deu,2015,26.27109
dnk,1960,0
dnk,1961,0
dnk,1962,0
dnk,1963,0
