geo,time,pa_nus_atls
ago,1983,0
ago,1984,0
ago,1985,0
ago,1986,0
ago,1987,0
ago,1988,0
ago,1989,0
ago,1990,0
ago,1991,0
ago,1992,0
ago,1993,0.00001
ago,1994,0.00015
ago,1995,0.00271
ago,1996,0.11101
ago,1997,0.22904
ago,1998,0.39282
ago,1999,2.7907
ago,2000,10.0405
ago,2001,22.0579
ago,2002,43.5302
ago,2003,74.6063
ago,2004,83.5414
ago,2005,87.1591
ago,2006,80.3681
ago,2007,76.7061
ago,2008,75.0334
ago,2009,79.3282
ago,2010,91.9057
ago,2011,93.9348
ago,2012,95.468
ago,2013,96.5183
ago,2014,98.3024
ago,2015,120.0607
ago,2016,163.6564
ago,2017,165.916
ago,2018,252.8557
ago,2019,364.8258
ago,2020,578.2588
alb,1984,8.58
alb,1985,8.58
alb,1986,8
alb,1987,8
alb,1988,8
alb,1989,8
alb,1990,8
alb,1991,14.4
alb,1992,75.0325
alb,1993,102.0625
alb,1994,94.6233
alb,1995,92.6975
alb,1996,104.4989
alb,1997,146.7
alb,1998,151.16
alb,1999,138.1
alb,2000,144.008
alb,2001,143.66
alb,2002,140.4058
alb,2003,120.7767
alb,2004,102.6706
alb,2005,99.8703
alb,2006,98.1034
alb,2007,90.4279
alb,2008,83.8946
alb,2009,94.9781
alb,2010,103.9367
alb,2011,100.8958
alb,2012,108.1842
alb,2013,105.6692
alb,2014,105.48
alb,2015,125.9617
alb,2016,124.1425
alb,2017,119.1
alb,2018,107.9892
alb,2019,109.8508
alb,2020,108.65
and,1970,0.4207
and,1971,0.4175
and,1972,0.3863
and,1973,0.3502
and,1974,0.3467
and,1975,0.345
and,1976,0.4021
and,1977,0.4565
and,1978,0.4608
and,1979,0.4034
and,1980,0.4309
and,1981,0.5549
and,1982,0.6603
and,1983,0.862
and,1984,0.9662
and,1985,1.022
and,1986,0.8417
and,1987,0.7421
and,1988,0.7001
and,1989,0.7115
and,1990,0.6126
and,1991,0.6245
and,1992,0.6153
and,1993,0.7649
and,1994,0.8051
and,1995,0.7494
and,1996,0.7613
and,1997,0.88
and,1998,0.8979
and,1999,0.9386
and,2000,1.0854
and,2001,1.1175
and,2002,1.0626
and,2003,0.886
and,2004,0.8054
and,2005,0.8041
and,2006,0.7971
and,2007,0.7306
and,2008,0.6827
and,2009,0.7198
and,2010,0.7543
and,2011,0.7184
and,2012,0.7783
and,2013,0.7529
and,2014,0.7527
and,2015,0.9013
and,2016,0.9034
and,2017,0.8852
and,2018,0.8468
and,2019,0.8933
and,2020,0.8755
are,1966,4.7619
are,1967,4.7619
are,1968,4.7619
are,1969,4.7619
are,1970,4.7619
are,1971,4.748
are,1972,4.386
are,1973,3.9963
are,1974,3.9591
are,1975,3.9613
are,1976,3.9531
are,1977,3.9033
are,1978,3.8712
are,1979,3.8157
are,1980,3.7074
are,1981,3.671
are,1982,3.671
are,1983,3.671
are,1984,3.671
are,1985,3.671
are,1986,3.671
are,1987,3.671
are,1988,3.671
are,1989,3.671
are,1990,3.671
are,1991,3.671
are,1992,3.671
are,1993,3.671
are,1994,3.671
are,1995,3.671
are,1996,3.671
are,1997,3.671
are,1998,3.6725
are,1999,3.6725
are,2000,3.6725
are,2001,3.6725
are,2002,3.6725
are,2003,3.6725
are,2004,3.6725
are,2005,3.6725
are,2006,3.6725
are,2007,3.6725
are,2008,3.6725
are,2009,3.6725
are,2010,3.6725
are,2011,3.6725
are,2012,3.6725
are,2013,3.6725
are,2014,3.6725
are,2015,3.6725
are,2016,3.6725
are,2017,3.6725
are,2018,3.6725
are,2019,3.6725
are,2020,3.6725
arg,1962,0
arg,1963,0
arg,1964,0
arg,1965,0
arg,1966,0
arg,1967,0
arg,1968,0
arg,1969,0
arg,1970,0
arg,1971,0
arg,1972,0
arg,1973,0
arg,1974,0
arg,1975,0
arg,1976,0
arg,1977,0
arg,1978,0
arg,1979,0
arg,1980,0
arg,1981,0
arg,1982,0
arg,1983,0
arg,1984,0.00001
arg,1985,0.00006
arg,1986,0.00009
arg,1987,0.00021
arg,1988,0.00088
arg,1989,0.04233
arg,1990,0.48759
arg,1991,0.9535
arg,1992,0.9906
arg,1993,0.999
arg,1994,1
arg,1995,1
arg,1996,1
arg,1997,1
arg,1998,1
arg,1999,1
arg,2000,1
arg,2001,1
arg,2002,3.1986
arg,2003,2.9463
arg,2004,2.9462
arg,2005,2.9312
arg,2006,3.0784
arg,2007,3.1196
arg,2008,3.1797
arg,2009,3.7478
arg,2010,3.9226
arg,2011,4.1101
arg,2012,4.8315
arg,2013,6.0655
arg,2014,8.7002
arg,2015,10.0118
arg,2016,14.7582
arg,2017,16.5627
arg,2018,28.095
arg,2019,48.2423
arg,2020,70.5941
arm,1990,0.02229
arm,1991,0.0385
arm,1992,0.2437
arm,1993,3.5115
arm,1994,142.2376
arm,1995,355.6833
arm,1996,414.04
arm,1997,490.6
arm,1998,504.5
arm,1999,535.06
arm,2000,539.526
arm,2001,555.06
arm,2002,573.35
arm,2003,578.77
arm,2004,533.45
arm,2005,457.6869
arm,2006,416.0404
arm,2007,342.0791
arm,2008,305.9694
arm,2009,363.2833
arm,2010,373.6605
arm,2011,372.5009
arm,2012,401.764
arm,2013,409.6257
arm,2014,415.9198
arm,2015,477.9183
arm,2016,480.4882
arm,2017,482.7164
arm,2018,482.9879
arm,2019,480.4451
arm,2020,489.0089
asm,1960,1
asm,1961,1
asm,1962,1
asm,1963,1
asm,1964,1
asm,1965,1
asm,1966,1
asm,1967,1
asm,1968,1
asm,1969,1
asm,1970,1
asm,1971,1
asm,1972,1
asm,1973,1
asm,1974,1
asm,1975,1
asm,1976,1
asm,1977,1
asm,1978,1
asm,1979,1
asm,1980,1
asm,1981,1
asm,1982,1
asm,1983,1
asm,1984,1
asm,1985,1
asm,1986,1
asm,2002,1
asm,2003,1
asm,2004,1
asm,2005,1
asm,2006,1
asm,2007,1
asm,2008,1
asm,2009,1
asm,2010,1
asm,2011,1
asm,2012,1
asm,2013,1
asm,2014,1
asm,2015,1
asm,2016,1
asm,2017,1
asm,2018,1
asm,2019,1
asm,2020,1
atg,1960,1.7143
atg,1961,1.7143
atg,1962,1.7143
atg,1963,1.7143
atg,1964,1.7143
atg,1965,1.7143
atg,1966,1.7143
atg,1967,1.7619
atg,1968,2
atg,1969,2
atg,1970,2
atg,1971,1.9749
atg,1972,1.9213
atg,1973,1.9592
atg,1974,2.0532
atg,1975,2.1698
atg,1976,2.6147
atg,1977,2.7
atg,1978,2.7
atg,1979,2.7
atg,1980,2.7
atg,1981,2.7
atg,1982,2.7
atg,1983,2.7
atg,1984,2.7
atg,1985,2.7
atg,1986,2.7
atg,1987,2.7
atg,1988,2.7
atg,1989,2.7
atg,1990,2.7
atg,1991,2.7
atg,1992,2.7
atg,1993,2.7
atg,1994,2.7
atg,1995,2.7
atg,1996,2.7
atg,1997,2.7
atg,1998,2.7
atg,1999,2.7
atg,2000,2.7
atg,2001,2.7
atg,2002,2.7
atg,2003,2.7
atg,2004,2.7
atg,2005,2.7
atg,2006,2.7
atg,2007,2.7
atg,2008,2.7
atg,2009,2.7
atg,2010,2.7
atg,2011,2.7
atg,2012,2.7
atg,2013,2.7
atg,2014,2.7
atg,2015,2.7
atg,2016,2.7
atg,2017,2.7
atg,2018,2.7
atg,2019,2.7
atg,2020,2.7
aus,1960,0.8929
aus,1961,0.8929
aus,1962,0.8929
aus,1963,0.8929
aus,1964,0.8929
aus,1965,0.8929
aus,1966,0.8929
aus,1967,0.8929
aus,1968,0.8929
aus,1969,0.8929
aus,1970,0.8929
aus,1971,0.8929
aus,1972,0.856
aus,1973,0.7805
aus,1974,0.6785
aus,1975,0.7323
aus,1976,0.7933
aus,1977,0.8718
aus,1978,0.8866
aus,1979,0.8803
aus,1980,0.8975
aus,1981,0.8613
aus,1982,0.9063
aus,1983,1.0685
aus,1984,1.1042
aus,1985,1.3037
aus,1986,1.4296
aus,1987,1.5112
aus,1988,1.3744
aus,1989,1.2281
aus,1990,1.2995
aus,1991,1.2741
aus,1992,1.3003
aus,1993,1.4232
aus,1994,1.4455
aus,1995,1.3468
aus,1996,1.318
aus,1997,1.2778
aus,1998,1.4743
aus,1999,1.5958
aus,2000,1.5923
aus,2001,1.8634
aus,2002,1.9112
aus,2003,1.717
aus,2004,1.4058
aus,2005,1.3302
aus,2006,1.3356
aus,2007,1.2737
aus,2008,1.117
aus,2009,1.3582
aus,2010,1.1353
aus,2011,1.0143
aus,2012,0.9698
aus,2013,0.9747
aus,2014,1.0893
aus,2015,1.2019
aus,2016,1.3738
aus,2017,1.3259
aus,2018,1.2901
aus,2019,1.3982
aus,2020,1.4918
aut,1960,1.88949
aut,1961,1.88949
aut,1962,1.88949
aut,1963,1.88949
aut,1964,1.88949
aut,1965,1.88949
aut,1966,1.88949
aut,1967,1.88949
aut,1968,1.88949
aut,1969,1.88949
aut,1970,1.8895
aut,1971,1.8158
aut,1972,1.6799
aut,1973,1.4229
aut,1974,1.3584
aut,1975,1.2657
aut,1976,1.3037
aut,1977,1.2011
aut,1978,1.0553
aut,1979,0.9715
aut,1980,0.9402
aut,1981,1.1574
aut,1982,1.2397
aut,1983,1.3054
aut,1984,1.4541
aut,1985,1.5036
aut,1986,1.1095
aut,1987,0.9188
aut,1988,0.8973
aut,1989,0.9615
aut,1990,0.8263
aut,1991,0.8485
aut,1992,0.7986
aut,1993,0.8453
aut,1994,0.8301
aut,1995,0.7327
aut,1996,0.7694
aut,1997,0.8869
aut,1998,0.8996
aut,1999,0.93828
aut,2000,1.08271
aut,2001,1.11653
aut,2002,1.05756
aut,2003,0.88405
aut,2004,0.80392
aut,2005,0.8038
aut,2006,0.79643
aut,2007,0.72967
aut,2008,0.67992
aut,2009,0.71696
aut,2010,0.75431
aut,2011,0.71841
aut,2012,0.77834
aut,2013,0.75295
aut,2014,0.75273
aut,2015,0.9013
aut,2016,0.90342
aut,2017,0.88521
aut,2018,0.84677
aut,2019,0.89328
aut,2020,0.87551
aze,1992,0.0108
aze,1993,0.02
aze,1994,0.314
aze,1995,0.8827
aze,1996,0.8603
aze,1997,0.7971
aze,1998,0.7738
aze,1999,0.824
aze,2000,0.8948
aze,2001,0.9313
aze,2002,0.9722
aze,2003,0.9821
aze,2004,0.9827
aze,2005,0.9454
aze,2006,0.8934
aze,2007,0.8581
aze,2008,0.8216
aze,2009,0.8038
aze,2010,0.8026
aze,2011,0.7897
aze,2012,0.7856
aze,2013,0.7845
aze,2014,0.7843
aze,2015,1.0246
aze,2016,1.5957
aze,2017,1.7212
aze,2018,1.7
aze,2019,1.7
aze,2020,1.7
bdi,1960,50
bdi,1961,50
bdi,1962,50
bdi,1963,50
bdi,1964,50
bdi,1965,84.375
bdi,1966,87.5
bdi,1967,87.5
bdi,1968,87.5
bdi,1969,87.5
bdi,1970,87.5
bdi,1971,87.5
bdi,1972,87.5
bdi,1973,80.026
bdi,1974,78.75
bdi,1975,78.75
bdi,1976,86.25
bdi,1977,90
bdi,1978,90
bdi,1979,90
bdi,1980,90
bdi,1981,90
bdi,1982,90
bdi,1983,92.95
bdi,1984,119.71
bdi,1985,120.69
bdi,1986,114.17
bdi,1987,123.56
bdi,1988,140.395
bdi,1989,158.667
bdi,1990,171.255
bdi,1991,181.513
bdi,1992,208.303
bdi,1993,242.8
bdi,1994,252.663
bdi,1995,249.758
bdi,1996,302.75
bdi,1997,352.35
bdi,1998,447.7658
bdi,1999,563.56
bdi,2000,720.67
bdi,2001,830.35
bdi,2002,930.7492
bdi,2003,1082.62
bdi,2004,1100.91
bdi,2005,1081.5772
bdi,2006,1028.6836
bdi,2007,1081.8697
bdi,2008,1185.6908
bdi,2009,1230.1792
bdi,2010,1230.7483
bdi,2011,1261.0733
bdi,2012,1442.5056
bdi,2013,1555.0908
bdi,2014,1546.6867
bdi,2015,1571.8983
bdi,2016,1791.96636
bdi,2017,1995.89075
bdi,2018,2029.04015
bdi,2019,2112.75889
bdi,2020,2195.65378
bel,1960,1.23947
bel,1961,1.23947
bel,1962,1.23947
bel,1963,1.23947
bel,1964,1.23947
bel,1965,1.23947
bel,1966,1.23947
bel,1967,1.23947
bel,1968,1.23947
bel,1969,1.23947
bel,1970,1.2395
bel,1971,1.2161
bel,1972,1.0911
bel,1973,0.9662
bel,1974,0.9656
bel,1975,0.9117
bel,1976,0.957
bel,1977,0.8885
bel,1978,0.7807
bel,1979,0.7268
bel,1980,0.7249
bel,1981,0.9204
bel,1982,1.1326
bel,1983,1.2675
bel,1984,1.4324
bel,1985,1.4719
bel,1986,1.1074
bel,1987,0.9255
bel,1988,0.9115
bel,1989,0.9768
bel,1990,0.8284
bel,1991,0.8465
bel,1992,0.797
bel,1993,0.8576
bel,1994,0.8294
bel,1995,0.7308
bel,1996,0.7675
bel,1997,0.8868
bel,1998,0.8998
bel,1999,0.93828
bel,2000,1.08271
bel,2001,1.11653
bel,2002,1.05756
bel,2003,0.88405
bel,2004,0.80392
bel,2005,0.8038
bel,2006,0.79643
bel,2007,0.72967
bel,2008,0.67992
bel,2009,0.71696
bel,2010,0.75431
bel,2011,0.71841
bel,2012,0.77834
bel,2013,0.75295
bel,2014,0.75273
bel,2015,0.9013
bel,2016,0.90342
bel,2017,0.88521
bel,2018,0.84677
bel,2019,0.89328
bel,2020,0.87551
ben,1960,245.1951
ben,1961,245.2601
ben,1962,245.0139
ben,1963,245.0164
ben,1964,245.0272
ben,1965,245.0609
ben,1966,245.6784
ben,1967,246.0009
ben,1968,247.5647
ben,1969,259.9606
ben,1970,276.4031
ben,1971,275.3565
ben,1972,252.0276
ben,1973,222.8892
ben,1974,240.7047
ben,1975,214.3129
ben,1976,238.9505
ben,1977,245.6797
ben,1978,225.6559
ben,1979,212.7216
ben,1980,211.2796
ben,1981,271.7315
ben,1982,328.6063
ben,1983,381.066
ben,1984,436.9567
ben,1985,449.263
ben,1986,346.3059
ben,1987,300.5366
ben,1988,297.8482
ben,1989,319.0083
ben,1990,272.2648
ben,1991,282.1069
ben,1992,350.6229
ben,1993,283.1626
ben,1994,555.2047
ben,1995,499.1484
ben,1996,511.5524
ben,1997,583.6694
ben,1998,589.9518
ben,1999,615.4733
ben,2000,710.208
ben,2001,732.3977
ben,2002,693.7132
ben,2003,579.8974
ben,2004,527.338
ben,2005,527.2584
ben,2006,522.4256
ben,2007,478.6337
ben,2008,446
ben,2009,470.2934
ben,2010,494.7943
ben,2011,471.2486
ben,2012,510.5563
ben,2013,493.8996
ben,2014,493.7573
ben,2015,591.2117
ben,2016,592.6056
ben,2017,580.6568
ben,2018,555.4465
ben,2019,585.911
ben,2020,575.586
bfa,1960,245.1951
bfa,1961,245.2601
bfa,1962,245.0139
bfa,1963,245.0164
bfa,1964,245.0272
bfa,1965,245.0609
bfa,1966,245.6784
bfa,1967,246.0009
bfa,1968,247.5647
bfa,1969,259.9606
bfa,1970,276.4031
bfa,1971,275.3565
bfa,1972,252.0276
bfa,1973,222.8892
bfa,1974,240.7047
bfa,1975,214.3129
bfa,1976,238.9505
bfa,1977,245.6797
bfa,1978,225.6559
bfa,1979,212.7216
bfa,1980,211.2796
bfa,1981,271.7315
bfa,1982,328.6063
bfa,1983,381.066
bfa,1984,436.9567
bfa,1985,449.263
bfa,1986,346.3059
bfa,1987,300.5366
bfa,1988,297.8482
bfa,1989,319.0083
bfa,1990,272.2648
bfa,1991,282.1069
bfa,1992,264.6918
bfa,1993,283.1626
bfa,1994,555.2047
bfa,1995,499.1484
bfa,1996,511.5524
bfa,1997,583.6694
bfa,1998,589.9518
bfa,1999,615.4733
bfa,2000,710.208
bfa,2001,732.3977
bfa,2002,693.7132
bfa,2003,579.8974
bfa,2004,527.338
bfa,2005,527.2584
bfa,2006,522.4256
bfa,2007,478.6337
bfa,2008,446
bfa,2009,470.2934
bfa,2010,494.7943
bfa,2011,471.2486
bfa,2012,510.5563
bfa,2013,493.8996
bfa,2014,493.7573
bfa,2015,591.2117
bfa,2016,592.6056
bfa,2017,580.6567
bfa,2018,555.4465
bfa,2019,585.911
bfa,2020,575.586
bgd,1960,4.8
bgd,1961,4.8
bgd,1962,4.8
bgd,1963,4.8
bgd,1964,4.8
bgd,1965,4.8
bgd,1966,4.8
bgd,1967,4.8
bgd,1968,4.8
bgd,1969,4.8
bgd,1970,4.8
bgd,1971,4.8
bgd,1972,6
bgd,1973,7.781
bgd,1974,7.966
bgd,1975,8.876
bgd,1976,14.85
bgd,1977,15.47
bgd,1978,15.12
bgd,1979,15.22
bgd,1980,15.48
bgd,1981,16.34
bgd,1982,20.04
bgd,1983,23.76
bgd,1984,25
bgd,1985,26
bgd,1986,30
bgd,1987,31
bgd,1988,31.2
bgd,1989,32.1
bgd,1990,32.9
bgd,1991,35.7
bgd,1992,37.7
bgd,1993,37.8
bgd,1994,40.1
bgd,1995,40.2
bgd,1996,40.9
bgd,1997,42.7
bgd,1998,45.4
bgd,1999,48.08
bgd,2000,50.31
bgd,2001,53.96
bgd,2002,57.43
bgd,2003,57.9
bgd,2004,58.87
bgd,2005,61.5
bgd,2006,67.16
bgd,2007,69.06
bgd,2008,68.61
bgd,2009,68.8024
bgd,2010,69.1833
bgd,2011,71.1943
bgd,2012,79.127
bgd,2013,79.9333
bgd,2014,77.7205
bgd,2015,77.7021
bgd,2016,78.2631
bgd,2017,79.1241
bgd,2018,82.1226
bgd,2019,84.0292
bgd,2020,84.7941
bgr,1975,0.0012
bgr,1978,0.0013
bgr,1979,0.0013
bgr,1980,0.0013
bgr,1981,0.0014
bgr,1982,0.0015
bgr,1983,0.0018
bgr,1984,0.0018
bgr,1985,0.0019
bgr,1986,0.0017
bgr,1987,0.0013
bgr,1988,0.0017
bgr,1989,0.0018
bgr,1990,0.0022
bgr,1991,0.0124
bgr,1992,0.0194
bgr,1993,0.0276
bgr,1994,0.0542
bgr,1995,0.0672
bgr,1996,0.1779
bgr,1997,1.6819
bgr,1998,1.7604
bgr,1999,1.8377
bgr,2000,2.1233
bgr,2001,2.1847
bgr,2002,2.077
bgr,2003,1.7327
bgr,2004,1.5751
bgr,2005,1.5741
bgr,2006,1.5593
bgr,2007,1.429
bgr,2008,1.3371
bgr,2009,1.4067
bgr,2010,1.4774
bgr,2011,1.4065
bgr,2012,1.522
bgr,2013,1.4736
bgr,2014,1.4742
bgr,2015,1.7644
bgr,2016,1.768
bgr,2017,1.7355
bgr,2018,1.657
bgr,2019,1.747
bgr,2020,1.7163
bhr,1965,0.4762
bhr,1966,0.4762
bhr,1967,0.4762
bhr,1968,0.4762
bhr,1969,0.4762
bhr,1970,0.4762
bhr,1971,0.4748
bhr,1972,0.4386
bhr,1973,0.3996
bhr,1974,0.3947
bhr,1975,0.3955
bhr,1976,0.3956
bhr,1977,0.3957
bhr,1978,0.3875
bhr,1979,0.3815
bhr,1980,0.3769
bhr,1981,0.376
bhr,1982,0.376
bhr,1983,0.376
bhr,1984,0.376
bhr,1985,0.376
bhr,1986,0.376
bhr,1987,0.376
bhr,1988,0.376
bhr,1989,0.376
bhr,1990,0.376
bhr,1991,0.376
bhr,1992,0.376
bhr,1993,0.376
bhr,1994,0.376
bhr,1995,0.376
bhr,1996,0.376
bhr,1997,0.376
bhr,1998,0.376
bhr,1999,0.376
bhr,2000,0.376
bhr,2001,0.376
bhr,2002,0.376
bhr,2003,0.376
bhr,2004,0.376
bhr,2005,0.376
bhr,2006,0.376
bhr,2007,0.376
bhr,2008,0.376
bhr,2009,0.376
bhr,2010,0.376
bhr,2011,0.376
bhr,2012,0.376
bhr,2013,0.376
bhr,2014,0.376
bhr,2015,0.376
bhr,2016,0.376
bhr,2017,0.376
bhr,2018,0.376
bhr,2019,0.376
bhr,2020,0.376
bhs,1960,1.02
bhs,1961,1.02
bhs,1962,1.02
bhs,1963,1.02
bhs,1964,1.02
bhs,1965,1.02
bhs,1966,1.02
bhs,1967,1.02
bhs,1968,1.02
bhs,1969,1.02
bhs,1970,1.002
bhs,1971,1
bhs,1972,1
bhs,1973,1
bhs,1974,1
bhs,1975,1
bhs,1976,1
bhs,1977,1
bhs,1978,1
bhs,1979,1
bhs,1980,1
bhs,1981,1
bhs,1982,1
bhs,1983,1
bhs,1984,1
bhs,1985,1
bhs,1986,1
bhs,1987,1
bhs,1988,1
bhs,1989,1
bhs,1990,1
bhs,1991,1
bhs,1992,1
bhs,1993,1
bhs,1994,1
bhs,1995,1
bhs,1996,1
bhs,1997,1
bhs,1998,1
bhs,1999,1
bhs,2000,1
bhs,2001,1
bhs,2002,1
bhs,2003,1
bhs,2004,1
bhs,2005,1
bhs,2006,1
bhs,2007,1
bhs,2008,1
bhs,2009,1
bhs,2010,1
bhs,2011,1
bhs,2012,1
bhs,2013,1
bhs,2014,1
bhs,2015,1
bhs,2016,1
bhs,2017,1
bhs,2018,1
bhs,2019,1
bhs,2020,1
bih,1994,1.62
bih,1995,1.4331
bih,1996,1.5048
bih,1997,1.7341
bih,1998,1.7597
bih,1999,1.836
bih,2000,2.123
bih,2001,2.1856
bih,2002,2.078
bih,2003,1.733
bih,2004,1.575
bih,2005,1.5727
bih,2006,1.5591
bih,2007,1.429
bih,2008,1.3352
bih,2009,1.4079
bih,2010,1.4767
bih,2011,1.4069
bih,2012,1.5227
bih,2013,1.4736
bih,2014,1.474
bih,2015,1.7626
bih,2016,1.768
bih,2017,1.7355
bih,2018,1.6575
bih,2019,1.7472
bih,2020,1.7166
blr,1990,0
blr,1991,0
blr,1992,0
blr,1993,0.00001
blr,1994,0.00012
blr,1995,0.00087
blr,1996,0.0013
blr,1997,0.0026
blr,1998,0.00461
blr,1999,0.02493
blr,2000,0.07171
blr,2001,0.139
blr,2002,0.1791
blr,2003,0.2051
blr,2004,0.216
blr,2005,0.2154
blr,2006,0.2145
blr,2007,0.2146
blr,2008,0.2136
blr,2009,0.2793
blr,2010,0.2979
blr,2011,0.4975
blr,2012,0.8337
blr,2013,0.888
blr,2014,1.0224
blr,2015,1.5926
blr,2016,1.9896
blr,2017,1.9323
blr,2018,2.0376
blr,2019,2.0918
blr,2020,2.4396
blz,1960,1.4286
blz,1961,1.4286
blz,1962,1.4286
blz,1963,1.4286
blz,1964,1.4286
blz,1965,1.43
blz,1966,1.43
blz,1967,1.45
blz,1968,1.67
blz,1969,1.67
blz,1970,1.67
blz,1971,1.64
blz,1972,1.6
blz,1973,1.63
blz,1974,1.71
blz,1975,1.81
blz,1976,2.23
blz,1977,2
blz,1978,2
blz,1979,2
blz,1980,2
blz,1981,2
blz,1982,2
blz,1983,2
blz,1984,2
blz,1985,2
blz,1986,2
blz,1987,2
blz,1988,2
blz,1989,2
blz,1990,2
blz,1991,2
blz,1992,2
blz,1993,2
blz,1994,2
blz,1995,2
blz,1996,2
blz,1997,2
blz,1998,2
blz,1999,2
blz,2000,2
blz,2001,2
blz,2002,2
blz,2003,2
blz,2004,2
blz,2005,2
blz,2006,2
blz,2007,2
blz,2008,2
blz,2009,2
blz,2010,2
blz,2011,2
blz,2012,2
blz,2013,2
blz,2014,2
blz,2015,2
blz,2016,2
blz,2017,2
blz,2018,2
blz,2019,2
blz,2020,2
bmu,1960,0.85714
bmu,1961,0.85714
bmu,1962,0.85714
bmu,1963,0.85714
bmu,1964,0.85714
bmu,1965,0.8571
bmu,1966,0.8571
bmu,1967,0.8691
bmu,1968,1
bmu,1969,1
bmu,1970,1
bmu,1971,1
bmu,1972,1
bmu,1973,1
bmu,1974,1
bmu,1975,1
bmu,1976,1
bmu,1977,1
bmu,1978,1
bmu,1979,1
bmu,1980,1
bmu,1981,1
bmu,1982,1
bmu,1983,1
bmu,1984,1
bmu,1985,1
bmu,1986,1
bmu,1987,1
bmu,1988,1
bmu,1989,1
bmu,1990,1
bmu,1991,1
bmu,1992,1
bmu,1993,1
bmu,1994,1
bmu,1995,1
bmu,1996,1
bmu,1997,1
bmu,1998,1
bmu,1999,1
bmu,2000,1
bmu,2001,1
bmu,2002,1
bmu,2003,1
bmu,2004,1
bmu,2005,1
bmu,2006,1
bmu,2007,1
bmu,2008,1
bmu,2009,1
bmu,2010,1
bmu,2011,1
bmu,2012,1
bmu,2013,1
bmu,2014,1
bmu,2015,1
bmu,2016,1
bmu,2017,1
bmu,2018,1
bmu,2019,1
bmu,2020,1
bol,1960,0.00001
bol,1961,0.00001
bol,1962,0.00001
bol,1963,0.00001
bol,1964,0.00001
bol,1965,0.00001
bol,1966,0.00001
bol,1967,0.00001
bol,1968,0.00001
bol,1969,0.00001
bol,1970,0.00001
bol,1971,0.00001
bol,1972,0.00001
bol,1973,0.00002
bol,1974,0.00002
bol,1975,0.00002
bol,1976,0.00002
bol,1977,0.00002
bol,1978,0.00002
bol,1979,0.00002
bol,1980,0.00002
bol,1981,0.00002
bol,1982,0.00006
bol,1983,0.00023
bol,1984,0.00314
bol,1985,0.44003
bol,1986,1.92196
bol,1987,2.05485
bol,1988,2.35024
bol,1989,2.69168
bol,1990,3.17265
bol,1991,3.5806
bol,1992,3.9005
bol,1993,4.2651
bol,1994,4.6205
bol,1995,4.8003
bol,1996,5.0746
bol,1997,5.2543
bol,1998,5.5101
bol,1999,5.8124
bol,2000,6.1835
bol,2001,6.6069
bol,2002,7.17
bol,2003,7.6592
bol,2004,7.936
bol,2005,8.0661
bol,2006,8.0116
bol,2007,7.8512
bol,2008,7.2383
bol,2009,7.02
bol,2010,7.0167
bol,2011,6.937
bol,2012,6.91
bol,2013,6.91
bol,2014,6.91
bol,2015,6.91
bol,2016,6.91
bol,2017,6.91
bol,2018,6.91
bol,2019,6.91
bol,2020,6.91
bra,1960,0
bra,1961,0
bra,1962,0
bra,1963,0
bra,1964,0
bra,1965,0
bra,1966,0
bra,1967,0
