geo,time,fp_cpi_totl_zg
aus,1998,0.86013
aus,1999,1.48313
aus,2000,4.45744
aus,2001,4.40714
aus,2002,2.98157
aus,2003,2.7326
aus,2004,2.34326
aus,2005,2.69183
aus,2006,3.55529
aus,2007,2.32761
aus,2008,4.3503
aus,2009,1.77112
aus,2010,2.91834
aus,2011,3.30385
aus,2012,1.76278
aus,2013,2.44989
aus,2014,2.48792
aus,2015,1.50837
aus,2016,1.27699
aus,2017,1.94865
aus,2018,1.9114
aus,2019,1.61077
aus,2020,0.84691
aus,2021,2.86391
aut,1960,1.94575
aut,1961,3.54224
aut,1962,4.3818
aut,1963,2.70877
aut,1964,3.86856
aut,1965,4.93092
aut,1966,2.05482
aut,1967,3.97467
aut,1968,2.76486
aut,1969,3.0804
aut,1970,4.37282
aut,1971,4.70426
aut,1972,6.35515
aut,1973,7.53108
aut,1974,9.52179
aut,1975,8.44526
aut,1976,7.31869
aut,1977,5.49462
aut,1978,3.57432
aut,1979,3.7074
aut,1980,6.32833
aut,1981,6.80304
aut,1982,5.43603
aut,1983,3.33916
aut,1984,5.66319
aut,1985,3.18952
aut,1986,1.70544
aut,1987,1.40195
aut,1988,1.91572
aut,1989,2.56835
aut,1990,3.26187
aut,1991,3.33743
aut,1992,4.02085
aut,1993,3.63179
aut,1994,2.95341
aut,1995,2.24337
aut,1996,1.86097
aut,1997,1.30598
aut,1998,0.92247
aut,1999,0.56899
aut,2000,2.34486
aut,2001,2.65
aut,2002,1.81036
aut,2003,1.35555
aut,2004,2.06121
aut,2005,2.29914
aut,2006,1.44155
aut,2007,2.16856
aut,2008,3.21595
aut,2009,0.50631
aut,2010,1.81353
aut,2011,3.28658
aut,2012,2.48568
aut,2013,2.00016
aut,2014,1.60581
aut,2015,0.89656
aut,2016,0.89159
aut,2017,2.08127
aut,2018,1.99838
aut,2019,1.5309
aut,2020,1.38191
aut,2021,2.76667
aze,1992,-10.6301
aze,1993,1128.00002
aze,1994,1662.21595
aze,1995,411.75964
aze,1996,19.7948
aze,1997,3.67435
aze,1998,-0.7727
aze,1999,-8.52517
aze,2000,1.805
aze,2001,1.5472
aze,2002,2.77116
aze,2003,2.23386
aze,2004,6.70893
aze,2005,9.67951
aze,2006,8.32892
aze,2007,16.69975
aze,2008,20.84909
aze,2009,1.45705
aze,2010,5.72687
aze,2011,7.85833
aze,2012,1.06621
aze,2013,2.41572
aze,2014,1.37344
aze,2015,4.02769
aze,2016,12.44337
aze,2017,12.93592
aze,2018,2.26855
aze,2019,2.61057
aze,2020,2.75981
aze,2021,6.6503
bdi,1966,4.43686
bdi,1967,-1.08932
bdi,1968,6.05727
bdi,1969,4.02388
bdi,1970,-0.19965
bdi,1971,3.85096
bdi,1972,3.82856
bdi,1973,6.00649
bdi,1974,15.72231
bdi,1975,15.70987
bdi,1976,6.85655
bdi,1977,6.83451
bdi,1978,23.89562
bdi,1979,36.54076
bdi,1980,2.49852
bdi,1981,12.16739
bdi,1982,5.8681
bdi,1983,8.15123
bdi,1984,14.31687
bdi,1985,3.80429
bdi,1986,1.67568
bdi,1987,7.11324
bdi,1988,4.4868
bdi,1989,11.6616
bdi,1990,7.00217
bdi,1991,8.99694
bdi,1992,1.82333
bdi,1993,9.67935
bdi,1994,14.85281
bdi,1995,19.26325
bdi,1996,26.43678
bdi,1997,31.11159
bdi,1998,12.50041
bdi,1999,3.38542
bdi,2000,24.43202
bdi,2001,9.29619
bdi,2002,-1.36568
bdi,2003,10.64746
bdi,2004,8.17643
bdi,2005,13.25207
bdi,2006,2.74542
bdi,2007,8.41206
bdi,2008,24.40695
bdi,2009,10.55544
bdi,2010,6.49327
bdi,2011,9.59217
bdi,2012,18.16105
bdi,2013,7.93796
bdi,2014,4.40535
bdi,2015,5.54469
bdi,2016,5.55769
bdi,2017,16.05254
bdi,2018,-2.8147
bdi,2019,-0.68677
bdi,2020,7.32111
bdi,2021,8.40454
bel,1960,0.29947
bel,1961,0.99268
bel,1962,1.40461
bel,1963,2.148
bel,1964,4.16876
bel,1965,4.0652
bel,1966,4.17435
bel,1967,2.7303
bel,1968,2.70145
bel,1969,3.75399
bel,1970,3.90847
bel,1971,4.34363
bel,1972,5.44843
bel,1973,6.95528
bel,1974,12.67789
bel,1975,12.7682
bel,1976,9.06861
bel,1977,7.096
bel,1978,4.47059
bel,1979,4.46908
bel,1980,6.64869
bel,1981,7.62749
bel,1982,8.72655
bel,1983,7.66161
bel,1984,6.34177
bel,1985,4.86873
bel,1986,1.29437
bel,1987,1.55338
bel,1988,1.16093
bel,1989,3.10705
bel,1990,3.44831
bel,1991,3.21531
bel,1992,2.42796
bel,1993,2.75443
bel,1994,2.37754
bel,1995,1.46797
bel,1996,2.07702
bel,1997,1.62816
bel,1998,0.94925
bel,1999,1.12085
bel,2000,2.54452
bel,2001,2.46926
bel,2002,1.64521
bel,2003,1.58896
bel,2004,2.09728
bel,2005,2.78143
bel,2006,1.79121
bel,2007,1.82306
bel,2008,4.48944
bel,2009,-0.05315
bel,2010,2.1893
bel,2011,3.53208
bel,2012,2.83966
bel,2013,1.1131
bel,2014,0.34
bel,2015,0.56143
bel,2016,1.97385
bel,2017,2.12597
bel,2018,2.05316
bel,2019,1.43682
bel,2020,0.74079
bel,2021,2.44025
ben,1993,0.4406
ben,1994,38.53087
ben,1995,14.46255
ben,1996,4.91424
ben,1997,3.4663
ben,1998,5.75331
ben,1999,0.32672
ben,2000,4.1654
ben,2001,3.9843
ben,2002,2.48916
ben,2003,1.48724
ben,2004,0.87389
ben,2005,5.36452
ben,2006,3.78218
ben,2007,1.29807
ben,2008,7.9473
ben,2009,0.89607
ben,2010,2.20784
ben,2011,2.70424
ben,2012,6.74468
ben,2013,0.42889
ben,2014,-0.54876
ben,2015,0.21879
ben,2016,-0.79405
ben,2017,1.76941
ben,2018,0.6448
ben,2019,-0.70503
ben,2020,3.02272
bfa,1960,7.78816
bfa,1961,18.56214
bfa,1962,1.67591
bfa,1963,5.5742
bfa,1964,1.84512
bfa,1965,-0.73025
bfa,1966,2.36411
bfa,1967,-4.33375
bfa,1968,-0.28671
bfa,1969,9.65553
bfa,1970,1.7726
bfa,1971,2.06122
bfa,1972,-2.92336
bfa,1973,7.60389
bfa,1974,8.71961
bfa,1975,18.75695
bfa,1976,-8.40072
bfa,1977,29.9861
bfa,1978,8.26914
bfa,1979,14.99347
bfa,1980,12.20264
bfa,1981,7.55571
bfa,1982,12.05977
bfa,1983,8.15376
bfa,1984,4.84696
bfa,1985,6.90606
bfa,1986,-2.61174
bfa,1987,-2.68178
bfa,1988,4.25562
bfa,1989,-0.4818
bfa,1990,-0.5043
bfa,1991,2.1626
bfa,1992,-1.99114
bfa,1993,0.55346
bfa,1994,25.17788
bfa,1995,7.45884
bfa,1996,6.0978
bfa,1997,2.31869
bfa,1998,5.08433
bfa,1999,-1.07261
bfa,2000,-0.30421
bfa,2001,5.00743
bfa,2002,2.17569
bfa,2003,2.03457
bfa,2004,-0.40023
bfa,2005,6.41504
bfa,2006,2.33311
bfa,2007,-0.23063
bfa,2008,10.6598
bfa,2009,2.60818
bfa,2010,-0.76423
bfa,2011,2.75977
bfa,2012,3.81815
bfa,2013,0.53374
bfa,2014,-0.25809
bfa,2015,0.72484
bfa,2016,0.44104
bfa,2017,1.483
bfa,2018,1.95594
bfa,2019,-3.23339
bfa,2020,1.8847
bfa,2021,3.65327
bgd,1987,9.8747
bgd,1988,7.41277
bgd,1989,6.04548
bgd,1990,6.12672
bgd,1991,6.35736
bgd,1992,3.63408
bgd,1993,3.01482
bgd,1994,5.31374
bgd,1995,10.29781
bgd,1996,2.37713
bgd,1997,5.3056
bgd,1998,8.40224
bgd,1999,6.1067
bgd,2000,2.20826
bgd,2001,2.00717
bgd,2002,3.33256
bgd,2003,5.66871
bgd,2004,7.58754
bgd,2005,7.04662
bgd,2006,6.76526
bgd,2007,9.10698
bgd,2008,8.90194
bgd,2009,5.42347
bgd,2010,8.12668
bgd,2011,11.39517
bgd,2012,6.2175
bgd,2013,7.53041
bgd,2014,6.99164
bgd,2015,6.19428
bgd,2016,5.51353
bgd,2017,5.70207
bgd,2018,5.54362
bgd,2019,5.592
bgd,2020,5.69107
bgd,2021,5.54565
bgr,1986,2.7
bgr,1987,2.72639
bgr,1988,2.36967
bgr,1989,6.38889
bgr,1990,23.8
bgr,1991,338.44911
bgr,1992,91.29793
bgr,1993,72.87879
bgr,1994,96.05734
bgr,1995,62.05483
bgr,1996,121.60754
bgr,1997,1058.37356
bgr,1998,18.6722
bgr,1999,2.57304
bgr,2000,10.31626
bgr,2001,7.36094
bgr,2002,5.81014
bgr,2003,2.34864
bgr,2004,6.14713
bgr,2005,5.03884
bgr,2006,7.26159
bgr,2007,8.40253
bgr,2008,12.34872
bgr,2009,2.7532
bgr,2010,2.43899
bgr,2011,4.2199
bgr,2012,2.95457
bgr,2013,0.89009
bgr,2014,-1.41818
bgr,2015,-0.10463
bgr,2016,-0.79865
bgr,2017,2.0616
bgr,2018,2.81454
bgr,2019,3.10373
bgr,2020,1.67244
bgr,2021,3.29774
bhr,1966,2.13447
bhr,1967,4.2581
bhr,1968,3.25733
bhr,1969,-0.19413
bhr,1970,1.62898
bhr,1971,5.78947
bhr,1972,5.0882
bhr,1973,14.33183
bhr,1974,24.393
bhr,1975,16.15978
bhr,1976,22.49577
bhr,1977,17.73112
bhr,1978,15.78554
bhr,1979,2.20599
bhr,1980,3.86953
bhr,1981,11.3446
bhr,1982,8.88571
bhr,1983,2.9724
bhr,1984,0.3224
bhr,1985,-2.63597
bhr,1986,-2.29609
bhr,1987,-1.745
bhr,1988,0.30344
bhr,1989,1.4859
bhr,1990,0.92934
bhr,1991,0.76442
bhr,1992,-0.17241
bhr,1993,2.53886
bhr,1994,0.81691
bhr,1995,2.70403
bhr,1996,-0.45223
bhr,1997,2.43155
bhr,1998,-0.36653
bhr,1999,-1.28759
bhr,2000,-0.70485
bhr,2001,-1.20757
bhr,2002,-0.49554
bhr,2003,1.59363
bhr,2004,2.35294
bhr,2005,2.58621
bhr,2006,2.00747
bhr,2007,3.25667
bhr,2008,3.526
bhr,2009,2.79551
bhr,2010,1.96188
bhr,2011,-0.40004
bhr,2012,2.7574
bhr,2013,3.30001
bhr,2014,2.64755
bhr,2015,1.84863
bhr,2016,2.78679
bhr,2017,1.38672
bhr,2018,2.08767
bhr,2019,1.00582
bhr,2020,-2.31771
bhr,2021,-0.60632
bhs,1967,5.43776
bhs,1968,4.54103
bhs,1969,8.93577
bhs,1970,6.15209
bhs,1971,4.61497
bhs,1972,6.83081
bhs,1973,5.48175
bhs,1974,13.07185
bhs,1975,10.35963
bhs,1976,4.25584
bhs,1977,3.18988
bhs,1978,6.10907
bhs,1979,9.09139
bhs,1980,12.09784
bhs,1981,11.1145
bhs,1982,6.01262
bhs,1983,4
bhs,1984,3.96635
bhs,1985,4.60501
bhs,1986,5.43378
bhs,1987,5.75646
bhs,1988,4.40241
bhs,1989,5.38766
bhs,1990,4.66932
bhs,1991,7.11468
bhs,1992,5.7382
bhs,1993,2.7229
bhs,1994,1.39933
bhs,1995,2.06699
bhs,1996,1.37914
bhs,1997,0.54415
bhs,1998,1.33661
bhs,1999,1.25425
bhs,2000,1.60633
bhs,2001,2.04499
bhs,2002,2.17358
bhs,2003,3.02505
bhs,2004,0.98191
bhs,2005,1.59161
bhs,2006,2.38983
bhs,2007,2.49258
bhs,2008,4.48956
bhs,2009,2.06273
bhs,2010,1.34403
bhs,2011,3.19878
bhs,2012,1.97337
bhs,2013,0.72241
bhs,2014,1.51376
bhs,2015,1.86148
bhs,2016,-0.34638
bhs,2017,1.51821
bhs,2018,2.26586
bhs,2019,2.49124
bhs,2020,0.03852
bih,2006,6.12557
bih,2007,1.50078
bih,2008,7.42704
bih,2009,-0.38146
bih,2010,1.99621
bih,2011,3.67125
bih,2012,2.05267
bih,2013,-0.09305
bih,2014,-0.89719
bih,2015,-1.03602
bih,2016,-1.5841
bih,2017,0.81013
bih,2018,1.41711
bih,2019,0.56278
bih,2020,-1.0513
bih,2021,1.98164
blr,1993,1190.22923
blr,1994,2221.01657
blr,1995,709.34603
blr,1996,52.71208
blr,1997,63.93737
blr,1998,72.86972
blr,1999,293.67875
blr,2000,168.62024
blr,2001,61.13493
blr,2002,42.53755
blr,2003,28.39784
blr,2004,18.10824
blr,2005,10.33888
blr,2006,6.99713
blr,2007,8.42675
blr,2008,14.83788
blr,2009,12.94566
blr,2010,7.73575
blr,2011,53.2287
blr,2012,59.21974
blr,2013,18.31226
blr,2014,18.11955
blr,2015,13.53449
blr,2016,11.83658
blr,2017,6.03184
blr,2018,4.8723
blr,2019,5.59816
blr,2020,5.54814
blr,2021,9.46028
bol,1960,11.53315
bol,1961,7.56149
bol,1962,5.87933
bol,1963,-0.70636
bol,1964,10.18182
bol,1965,2.86029
bol,1966,6.95187
bol,1967,11.2
bol,1968,5.47062
bol,1969,2.20975
bol,1970,3.95551
bol,1971,3.67461
bol,1972,6.51154
bol,1973,31.48603
bol,1974,62.83608
bol,1975,7.97675
bol,1976,4.49401
bol,1977,8.10726
bol,1978,10.35567
bol,1979,19.71972
bol,1980,47.24165
bol,1981,32.1336
bol,1982,123.53572
bol,1983,275.58628
bol,1984,1281.34994
bol,1985,11749.63963
bol,1986,276.33597
bol,1987,14.5787
bol,1988,16.00209
bol,1989,15.17347
bol,1990,17.11877
bol,1991,21.44707
bol,1992,12.06032
bol,1993,8.52788
bol,1994,7.87404
bol,1995,10.19321
bol,1996,12.42549
bol,1997,4.70844
bol,1998,7.67323
bol,1999,2.15952
bol,2000,4.60823
bol,2001,1.58965
bol,2002,0.92826
bol,2003,3.33727
bol,2004,4.43738
bol,2005,5.39323
bol,2006,4.2824
bol,2007,8.70561
bol,2008,14.00681
bol,2009,3.34645
bol,2010,2.50328
bol,2011,9.88446
bol,2012,4.5156
bol,2013,5.7364
bol,2014,5.7666
bol,2015,4.05961
bol,2016,3.62321
bol,2017,2.82276
bol,2018,2.27206
bol,2019,1.83955
bol,2020,0.94074
bol,2021,0.73738
bra,1981,101.72507
bra,1982,100.54336
bra,1983,135.02768
bra,1984,192.12173
bra,1985,225.98967
bra,1986,147.14283
bra,1987,228.33616
bra,1988,629.11451
bra,1989,1430.72373
bra,1990,2947.73277
bra,1991,432.78666
bra,1992,951.96205
bra,1993,1927.38079
bra,1994,2075.8884
bra,1995,66.00703
bra,1996,15.75767
bra,1997,6.92671
bra,1998,3.19508
bra,1999,4.85845
bra,2000,7.04414
bra,2001,6.84036
bra,2002,8.45016
bra,2003,14.71492
bra,2004,6.59719
bra,2005,6.86954
bra,2006,4.18357
bra,2007,3.64127
bra,2008,5.67859
bra,2009,4.88803
bra,2010,5.03873
bra,2011,6.63645
bra,2012,5.4035
bra,2013,6.20431
bra,2014,6.32904
bra,2015,9.0299
bra,2016,8.73914
bra,2017,3.44637
bra,2018,3.66485
bra,2019,3.73298
bra,2020,3.21177
bra,2021,8.30166
brb,1967,3.63488
brb,1968,7.48874
brb,1969,5.83523
brb,1970,7.28422
brb,1971,7.46926
brb,1972,11.87666
brb,1973,16.85508
brb,1974,38.92293
brb,1975,20.29447
brb,1976,4.98677
brb,1977,8.35237
brb,1978,9.48238
brb,1979,13.16984
brb,1980,14.43052
brb,1981,14.56756
brb,1982,10.33247
brb,1983,5.2303
brb,1984,4.6858
brb,1985,3.91511
brb,1986,1.33007
brb,1987,3.31173
brb,1988,4.85886
brb,1989,6.19011
brb,1990,3.07457
brb,1991,6.25753
brb,1992,6.09389
brb,1993,1.11344
brb,1994,0.0772
brb,1995,1.87886
brb,1996,2.38615
brb,1997,7.71054
brb,1998,-1.26889
brb,1999,1.56006
brb,2000,2.43581
brb,2001,2.57783
brb,2002,0.12525
brb,2003,1.61943
brb,2004,1.39442
brb,2005,6.08219
brb,2006,7.30766
brb,2007,4.03423
brb,2008,8.10811
brb,2009,3.64386
brb,2010,5.82422
brb,2011,9.4322
brb,2012,4.53335
brb,2013,1.8141
brb,2014,1.7695
brb,2015,-1.11279
brb,2016,1.28193
brb,2017,4.66018
brb,2018,3.67381
brb,2019,4.10029
brn,1981,9.13706
brn,1982,6.35659
brn,1983,1.16618
brn,1984,3.07397
brn,1985,2.35322
brn,1986,1.78124
brn,1987,1.24685
brn,1988,1.19284
brn,1989,1.3043
brn,1990,2.13866
brn,1991,1.6
brn,1992,1.27953
brn,1993,4.2517
brn,1994,2.46252
brn,1995,5.96664
brn,1996,1.99614
brn,1997,1.71156
brn,1998,-0.44138
brn,1999,-0.41563
brn,2000,1.55815
brn,2001,0.59589
brn,2002,-2.31497
brn,2003,0.3
brn,2004,0.81422
brn,2005,1.24444
brn,2006,0.15989
brn,2007,0.96777
brn,2008,2.08498
brn,2009,1.03572
brn,2010,0.35687
brn,2011,0.13791
brn,2012,0.11177
brn,2013,0.38921
brn,2014,-0.20711
brn,2015,-0.48835
brn,2016,-0.27869
brn,2017,-1.26051
brn,2018,1.02505
brn,2019,-0.39052
brn,2020,1.94032
btn,1981,9.93314
btn,1982,9.90443
btn,1983,18.02372
btn,1984,7.03282
btn,1985,1.87735
btn,1986,9.95086
btn,1987,6.36872
btn,1988,10.08403
btn,1989,8.77863
btn,1990,10
btn,1991,12.2807
btn,1992,15.98011
btn,1993,11.20637
btn,1994,6.99339
btn,1995,9.49563
btn,1996,8.78966
btn,1997,6.51329
btn,1998,10.57702
btn,1999,6.77733
btn,2000,4.01099
btn,2001,3.4104
btn,2002,2.48343
btn,2003,1.56615
btn,2004,-18.10863
btn,2005,5.31151
btn,2006,5.00045
btn,2007,5.15611
btn,2008,8.32716
btn,2009,4.36112
btn,2010,7.03638
btn,2011,8.84899
btn,2012,10.91966
btn,2013,7.00667
btn,2014,8.27106
btn,2015,4.54814
btn,2016,3.21989
btn,2017,4.95508
btn,2018,2.72396
btn,2019,2.72643
btn,2020,5.62937
btn,2021,7.34681
bwa,1975,11.97476
bwa,1976,11.73242
bwa,1977,13.16872
bwa,1978,9.04399
bwa,1979,11.73623
bwa,1980,13.63243
bwa,1981,16.42803
bwa,1982,11.13721
bwa,1983,10.47714
bwa,1984,8.57747
bwa,1985,8.09458
bwa,1986,10.00172
bwa,1987,9.80193
bwa,1988,8.35168
bwa,1989,11.57501
bwa,1990,11.39635
bwa,1991,11.76502
bwa,1992,16.16761
bwa,1993,14.3308
bwa,1994,10.54292
bwa,1995,10.51255
bwa,1996,10.08286
bwa,1997,8.71993
bwa,1998,6.6614
bwa,1999,7.7493
bwa,2000,8.60149
bwa,2001,6.55904
bwa,2002,8.0328
bwa,2003,9.1899
bwa,2004,6.9457
bwa,2005,8.61023
bwa,2006,11.55522
bwa,2007,7.081
bwa,2008,12.70219
bwa,2009,8.0273
bwa,2010,6.94888
bwa,2011,8.45987
bwa,2012,7.5369
bwa,2013,5.88461
bwa,2014,4.40225
bwa,2015,3.06203
bwa,2016,2.81496
bwa,2017,3.30828
bwa,2018,3.23802
bwa,2019,2.77286
bwa,2020,1.89036
bwa,2021,7.24098
caf,1981,-0.03333
caf,1982,13.2961
caf,1983,14.61261
caf,1984,2.54221
caf,1985,10.42384
caf,1986,2.24515
caf,1987,-6.9868
caf,1988,-3.96447
caf,1989,0.68906
caf,1990,-0.01233
caf,1991,-2.76236
caf,1992,-1.03361
caf,1993,-2.91536
caf,1994,24.57101
caf,1995,19.1894
caf,1996,3.72494
caf,1997,1.61131
caf,1998,-1.8852
caf,1999,-1.4142
caf,2000,3.2034
caf,2001,3.83486
caf,2002,2.33182
caf,2003,4.13471
caf,2004,-2.06641
caf,2005,2.88352
caf,2006,6.69526
caf,2007,0.95992
caf,2008,9.25895
caf,2009,3.52126
caf,2010,1.49102
caf,2011,1.19448
caf,2012,5.4783
caf,2013,6.98879
caf,2014,14.89868
caf,2015,1.40297
caf,2016,4.94543
caf,2017,4.18072
caf,2018,1.61216
caf,2019,2.68537
caf,2020,2.30368
can,1960,1.3587
can,1961,1.01877
can,1962,1.06157
can,1963,1.62815
can,1964,1.91214
can,1965,2.33266
can,1966,3.81566
can,1967,3.57995
can,1968,4.0553
can,1969,4.56156
can,1970,3.34604
can,1971,2.70492
can,1972,4.98803
can,1973,7.48765
can,1974,10.99717
can,1975,10.67219
can,1976,7.54174
can,1977,7.97645
can,1978,8.97372
can,1979,9.14468
can,1980,10.12922
can,1981,12.47161
can,1982,10.76897
can,1983,5.86359
can,1984,4.30478
can,1985,3.96203
can,1986,4.19479
can,1987,4.35611
can,1988,4.02823
can,1989,4.98362
can,1990,4.78048
can,1991,5.62586
can,1992,1.49013
can,1993,1.86508
can,1994,0.16556
can,1995,2.14876
can,1996,1.57053
can,1997,1.62122
can,1998,0.99594
can,1999,1.73484
can,2000,2.71944
can,2001,2.52512
can,2002,2.25839
can,2003,2.75856
can,2004,1.85726
can,2005,2.21355
can,2006,2.00203
can,2007,2.13838
can,2008,2.37027
can,2009,0.29947
can,2010,1.77687
can,2011,2.91214
can,2012,1.51568
can,2013,0.93829
can,2014,1.90664
can,2015,1.12524
can,2016,1.42876
can,2017,1.59688
can,2018,2.26823
can,2019,1.94927
can,2020,0.717
can,2021,3.39519
che,1960,1.43879
che,1961,1.8454
che,1962,4.31599
che,1963,3.44021
che,1964,3.08056
che,1965,3.41448
che,1966,4.77598
che,1967,4.0052
che,1968,2.39582
che,1969,2.48904
che,1970,3.61599
che,1971,6.57322
che,1972,6.66001
che,1973,8.75467
che,1974,9.76741
che,1975,6.6966
che,1976,1.71548
che,1977,1.296
che,1978,1.02879
che,1979,3.64764
che,1980,4.0225
che,1981,6.49031
che,1982,5.6551
che,1983,2.94979
che,1984,2.93146
che,1985,3.4354
che,1986,0.75031
che,1987,1.44032
che,1988,1.87247
che,1989,3.15527
che,1990,5.40396
che,1991,5.8596
che,1992,4.03703
che,1993,3.29262
che,1994,0.85212
che,1995,1.79983
che,1996,0.81163
che,1997,0.52023
che,1998,0.01794
che,1999,0.80644
che,2000,1.55853
che,2001,0.98902
che,2002,0.64271
che,2003,0.63827
che,2004,0.80291
che,2005,1.17195
che,2006,1.05951
che,2007,0.73235
che,2008,2.42604
che,2009,-0.48048
che,2010,0.68824
che,2011,0.23135
che,2012,-0.69255
che,2013,-0.21732
che,2014,-0.0132
che,2015,-1.14391
che,2016,-0.43462
che,2017,0.53379
che,2018,0.93634
che,2019,0.36289
che,2020,-0.72587
che,2021,0.58181
chl,1971,20.05223
chl,1972,77.79574
chl,1973,352.81099
chl,1974,504.73854
chl,1975,374.73527
chl,1976,211.9243
chl,1977,91.95413
chl,1978,40.08722
chl,1979,33.38922
chl,1980,35.13834
chl,1981,19.68683
chl,1982,9.94103
chl,1983,27.25719
chl,1984,19.86021
chl,1985,30.7035
chl,1986,19.47684
chl,1987,19.88085
chl,1988,14.68435
chl,1989,17.02794
chl,1990,26.03648
chl,1991,21.78441
chl,1992,15.42581
chl,1993,12.72777
chl,1994,11.44312
chl,1995,8.23263
chl,1996,7.35912
chl,1997,6.13386
chl,1998,5.11025
chl,1999,3.33688
chl,2000,3.84327
chl,2001,3.5691
chl,2002,2.4894
chl,2003,2.81018
