geo,time,en_atm_co2e_lf_kt
ago,2007,8808.134
ago,2008,10227.263
ago,2009,12306.452
ago,2010,13380.883
ago,2011,14356.305
ago,2012,17282.571
ago,2013,17454.92
ago,2014,28265.236
ago,2015,17080.886
ago,2016,17931.63
alb,1960,1576.81
alb,1961,1818.832
alb,1962,1958.178
alb,1963,1650.15
alb,1964,1536.473
alb,1965,1624.481
alb,1966,1899.506
alb,1967,1917.841
alb,1968,2185.532
alb,1969,2222.202
alb,1970,2482.559
alb,1971,2940.934
alb,1972,4085.038
alb,1973,3498.318
alb,1974,2423.887
alb,1975,2456.89
alb,1976,2654.908
alb,1977,2948.268
alb,1978,3285.632
alb,1979,3777.01
alb,1980,1573.143
alb,1981,3498.318
alb,1982,3146.286
alb,1983,3131.618
alb,1984,2948.268
alb,1985,2757.584
alb,1986,2871.261
alb,1987,2823.59
alb,1988,2577.901
alb,1989,4099.706
alb,1990,2174.531
alb,1991,2229.536
alb,1992,1415.462
alb,1993,1481.468
alb,1994,1606.146
alb,1995,1774.828
alb,1996,1756.493
alb,1997,1411.795
alb,1998,1628.148
alb,1999,2790.587
alb,2000,2845.592
alb,2001,3127.951
alb,2002,3641.331
alb,2003,3894.354
alb,2004,3762.342
alb,2005,3916.356
alb,2006,3545.989
alb,2007,3380.974
alb,2008,3799.012
alb,2009,3417.644
alb,2010,3494.651
alb,2011,3777.01
alb,2012,3157.287
alb,2013,3333.303
alb,2014,3861.351
alb,2015,3340.637
alb,2016,3362.639
and,1990,407.037
and,1991,407.037
and,1992,407.037
and,1993,410.704
and,1994,407.037
and,1995,425.372
and,1996,454.708
and,1997,465.709
and,1998,491.378
and,1999,513.38
and,2000,524.381
and,2001,524.381
and,2002,531.715
and,2003,535.382
and,2004,561.051
and,2005,575.719
and,2006,546.383
and,2007,539.049
and,2008,539.049
and,2009,517.047
and,2010,517.047
and,2011,491.378
and,2012,487.711
and,2013,476.71
and,2014,462.042
and,2015,465.709
and,2016,469.376
are,1960,11.001
are,1961,11.001
are,1962,18.335
are,1963,22.002
are,1964,18.335
are,1965,22.002
are,1966,25.669
are,1967,47.671
are,1968,91.675
are,1969,139.346
are,1970,539.049
are,1971,590.387
are,1972,810.407
are,1973,1180.774
are,1974,1716.156
are,1975,2504.561
are,1976,4341.728
are,1977,7546.686
are,1978,8441.434
are,1979,9273.843
are,1980,9020.82
are,1981,13109.525
are,1982,14202.291
are,1983,14092.281
are,1984,16175.137
are,1985,17722.611
are,1986,16666.515
are,1987,16226.475
are,1988,18316.665
are,1989,19537.776
are,1990,17638.27
are,1991,17451.253
are,1992,20590.205
are,1993,27513.501
are,1994,28587.932
are,1995,22082.674
are,1996,15405.067
are,1997,14954.026
are,1998,19134.406
are,1999,15320.726
are,2000,46655.241
are,2001,34983.18
are,2002,10318.938
are,2003,28928.963
are,2004,29302.997
are,2005,30454.435
are,2006,31719.55
are,2007,33824.408
are,2008,35096.857
are,2009,42335.515
are,2010,28331.242
are,2011,29801.709
are,2012,72390.247
are,2013,67535.139
are,2014,73273.994
are,2015,42020.153
are,2016,52335.424
arg,1960,41224.414
arg,1961,42155.832
arg,1962,45115.101
arg,1963,40678.031
arg,1964,45247.113
arg,1965,47362.972
arg,1966,48609.752
arg,1967,49812.528
arg,1968,52603.115
arg,1969,60622.844
arg,1970,63978.149
arg,1971,69375.973
arg,1972,69353.971
arg,1973,71268.145
arg,1974,71510.167
arg,1975,68968.936
arg,1976,71924.538
arg,1977,72764.281
arg,1978,72958.632
arg,1979,79137.527
arg,1980,76570.627
arg,1981,70116.707
arg,1982,69086.28
arg,1983,68730.581
arg,1984,67289.45
arg,1985,60487.165
arg,1986,62250.992
arg,1987,66508.379
arg,1988,66284.692
arg,1989,59801.436
arg,1990,59236.718
arg,1991,61282.904
arg,1992,63684.789
arg,1993,67205.109
arg,1994,67260.114
arg,1995,62885.383
arg,1996,65976.664
arg,1997,66922.75
arg,1998,69632.663
arg,1999,72071.218
arg,2000,66875.079
arg,2001,63714.125
arg,2002,57542.564
arg,2003,59405.4
arg,2004,67868.836
arg,2005,71858.532
arg,2006,81979.452
arg,2007,78015.425
arg,2008,88730.399
arg,2009,82448.828
arg,2010,90219.201
arg,2011,86977.573
arg,2012,85657.453
arg,2013,90835.257
arg,2014,87586.295
arg,2015,91623.662
arg,2016,88792.738
arm,1992,1774.828
arm,1993,938.752
arm,1994,942.419
arm,1995,671.061
arm,1996,366.7
arm,1997,392.369
arm,1998,407.037
arm,1999,586.72
arm,2000,788.405
arm,2001,777.404
arm,2002,817.741
arm,2003,935.085
arm,2004,920.417
arm,2005,982.756
arm,2006,920.417
arm,2007,924.084
arm,2008,1034.094
arm,2009,953.42
arm,2010,1008.425
arm,2011,942.419
arm,2012,898.415
arm,2013,854.411
arm,2014,858.078
arm,2015,821.408
arm,2016,828.742
atg,1960,36.67
atg,1961,47.671
atg,1962,102.676
atg,1963,84.341
atg,1964,91.675
atg,1965,150.347
atg,1966,348.365
atg,1967,564.718
atg,1968,990.09
atg,1969,1257.781
atg,1970,462.042
atg,1971,425.372
atg,1972,374.034
atg,1973,330.03
atg,1974,429.039
atg,1975,707.731
atg,1976,403.37
atg,1977,465.709
atg,1978,491.378
atg,1979,407.037
atg,1980,143.013
atg,1981,106.343
atg,1982,293.36
atg,1983,84.341
atg,1984,146.68
atg,1985,249.356
atg,1986,249.356
atg,1987,275.025
atg,1988,286.026
atg,1989,286.026
atg,1990,282.359
atg,1991,267.691
atg,1992,264.024
atg,1993,271.358
atg,1994,267.691
atg,1995,275.025
atg,1996,293.36
atg,1997,308.028
atg,1998,319.029
atg,1999,330.03
atg,2000,344.698
atg,2001,348.365
atg,2002,370.367
atg,2003,403.37
atg,2004,421.705
atg,2005,429.039
atg,2006,443.707
atg,2007,469.376
atg,2008,480.377
atg,2009,509.713
atg,2010,524.381
atg,2011,513.38
atg,2012,524.381
atg,2013,524.381
atg,2014,528.048
atg,2015,546.383
atg,2016,557.384
aus,1960,27832.53
aus,1961,29137.982
aus,1962,31910.234
aus,1963,35687.244
aus,1964,39977.634
aus,1965,47946.025
aus,1966,47032.942
aus,1967,51884.383
aus,1968,56006.091
aus,1969,61579.931
aus,1970,68261.205
aus,1971,72012.546
aus,1972,71374.488
aus,1973,82104.13
aus,1974,76772.312
aus,1975,77993.423
aus,1976,73512.349
aus,1977,77960.42
aus,1978,81546.746
aus,1979,79753.583
aus,1980,82291.147
aus,1981,85745.461
aus,1982,85133.072
aus,1983,76951.995
aus,1984,81473.406
aus,1985,71968.542
aus,1986,74007.394
aus,1987,76412.946
aus,1988,77271.024
aus,1989,81502.742
aus,1990,82800.86
aus,1991,78572.809
aus,1992,80751.007
aus,1993,87600.963
aus,1994,87692.638
aus,1995,86728.217
aus,1996,93849.531
aus,1997,89434.463
aus,1998,87193.926
aus,1999,89148.437
aus,2000,90985.604
aus,2001,80600.66
aus,2002,89944.176
aus,2003,95532.684
aus,2004,95129.314
aus,2005,99416.037
aus,2006,98150.922
aus,2007,99038.336
aus,2008,107076.4
aus,2009,107461.435
aus,2010,114806.436
aus,2011,119415.855
aus,2012,122514.47
aus,2013,123412.885
aus,2014,120196.926
aus,2015,117178.985
aus,2016,118909.809
aut,1960,8423.099
aut,1961,9559.869
aut,1962,11034.003
aut,1963,12346.789
aut,1964,14583.659
aut,1965,14767.009
aut,1966,16479.498
aut,1967,18415.674
aut,1968,20931.236
aut,1969,22401.703
aut,1970,24799.921
aut,1971,27795.86
aut,1972,30293.087
aut,1973,33549.383
aut,1974,29361.669
aut,1975,28892.293
aut,1976,31928.569
aut,1977,31433.524
aut,1978,31891.899
aut,1979,34579.81
aut,1980,26094.372
aut,1981,30014.395
aut,1982,28675.94
aut,1983,26439.07
aut,1984,25514.986
aut,1985,25346.304
aut,1986,27810.528
aut,1987,31037.488
aut,1988,27429.16
aut,1989,27836.197
aut,1990,27645.513
aut,1991,30098.736
aut,1992,29060.975
aut,1993,30183.077
aut,1994,29644.028
aut,1995,30040.064
aut,1996,32430.948
aut,1997,31642.543
aut,1998,33989.423
aut,1999,32005.576
aut,2000,31400.521
aut,2001,33663.06
aut,2002,34587.144
aut,2003,37102.706
aut,2004,37132.042
aut,2005,37729.763
aut,2006,36600.327
aut,2007,35793.587
aut,2008,34535.806
aut,2009,32617.965
aut,2010,33795.072
aut,2011,32042.246
aut,2012,31008.152
aut,2013,31646.21
aut,2014,30480.104
aut,2015,30905.476
aut,2016,31312.513
aze,1992,31250.174
aze,1993,30843.137
aze,1994,25052.944
aze,1995,19900.809
aze,1996,19383.762
aze,1997,18566.021
aze,1998,20967.906
aze,1999,16791.193
aze,2000,17979.301
aze,2001,11287.026
aze,2002,11294.36
aze,2003,12706.155
aze,2004,12742.825
aze,2005,14649.665
aze,2006,12988.514
aze,2007,11466.709
aze,2008,10615.965
aze,2009,9248.174
aze,2010,8701.791
aze,2011,10271.267
aze,2012,11650.059
aze,2013,11921.417
aze,2014,11499.712
aze,2015,11609.722
aze,2016,12244.113
bdi,1962,44.004
bdi,1963,47.671
bdi,1964,47.671
bdi,1965,36.67
bdi,1966,47.671
bdi,1967,47.671
bdi,1968,55.005
bdi,1969,73.34
bdi,1970,62.339
bdi,1971,73.34
bdi,1972,69.673
bdi,1973,69.673
bdi,1974,88.008
bdi,1975,77.007
bdi,1976,84.341
bdi,1977,99.009
bdi,1978,102.676
bdi,1979,106.343
bdi,1980,143.013
bdi,1981,150.347
bdi,1982,143.013
bdi,1983,187.017
bdi,1984,198.018
bdi,1985,216.353
bdi,1986,216.353
bdi,1987,223.687
bdi,1988,212.686
bdi,1989,249.356
bdi,1990,194.351
bdi,1991,223.687
bdi,1992,198.018
bdi,1993,212.686
bdi,1994,216.353
bdi,1995,220.02
bdi,1996,227.354
bdi,1997,234.688
bdi,1998,234.688
bdi,1999,249.356
bdi,2000,267.691
bdi,2001,198.018
bdi,2002,201.685
bdi,2003,154.014
bdi,2004,190.684
bdi,2005,146.68
bdi,2006,172.349
bdi,2007,179.683
bdi,2008,179.683
bdi,2009,176.016
bdi,2010,293.36
bdi,2011,396.036
bdi,2012,326.363
bdi,2013,337.364
bdi,2014,330.03
bdi,2015,348.365
bdi,2016,429.039
bel,1960,20784.556
bel,1961,23307.452
bel,1962,27058.793
bel,1963,32027.578
bel,1964,35599.236
bel,1965,40513.016
bel,1966,43879.322
bel,1967,46724.914
bel,1968,54784.98
bel,1969,59603.418
bel,1970,65382.61
bel,1971,66805.406
bel,1972,71524.835
bel,1973,73692.032
bel,1974,63827.802
bel,1975,61488.256
bel,1976,65037.912
bel,1977,64150.498
bel,1978,68873.594
bel,1979,67916.507
bel,1980,63967.148
bel,1981,55613.722
bel,1982,53189.835
bel,1983,45808.164
bel,1984,43706.973
bel,1985,44183.683
bel,1986,50421.25
bel,1987,48683.092
bel,1988,49075.461
bel,1989,47436.312
bel,1990,45635.815
bel,1991,51187.653
bel,1992,53585.871
bel,1993,51873.382
bel,1994,53263.175
bel,1995,52544.443
bel,1996,56779.828
bel,1997,56336.121
bel,1998,56717.489
bel,1999,54253.265
bel,2000,51847.713
bel,2001,54121.253
bel,2002,49918.871
bel,2003,54755.644
bel,2004,53358.517
bel,2005,52335.424
bel,2006,50655.938
bel,2007,48529.078
bel,2008,50831.954
bel,2009,50494.59
bel,2010,54979.331
bel,2011,50600.933
bel,2012,47318.968
bel,2013,48881.11
bel,2014,49662.181
bel,2015,52683.789
bel,2016,50446.919
ben,1960,161.348
ben,1961,128.345
ben,1962,135.679
ben,1963,121.011
ben,1964,143.013
ben,1965,150.347
ben,1966,113.677
ben,1967,143.013
ben,1968,154.014
ben,1969,201.685
ben,1970,282.359
ben,1971,293.36
ben,1972,388.702
ben,1973,381.368
ben,1974,407.037
ben,1975,443.707
ben,1976,260.357
ben,1977,297.027
ben,1978,363.033
ben,1979,366.7
ben,1980,374.034
ben,1981,282.359
ben,1982,333.697
ben,1983,304.361
ben,1984,352.032
ben,1985,594.054
ben,1986,535.382
ben,1987,388.702
ben,1988,454.708
ben,1989,506.046
ben,1990,557.384
ben,1991,660.06
ben,1992,715.065
ben,1993,880.08
ben,1994,1034.094
ben,1995,1037.761
ben,1996,1085.432
ben,1997,1118.435
ben,1998,1114.768
ben,1999,1463.133
ben,2000,1474.134
ben,2001,1690.487
ben,2002,1954.511
ben,2003,2229.536
ben,2004,2383.55
ben,2005,2269.873
ben,2006,3127.951
ben,2007,3722.005
ben,2008,3740.34
ben,2009,4004.364
ben,2010,4440.737
ben,2011,4330.727
ben,2012,4110.707
ben,2013,4334.394
ben,2014,4495.742
ben,2015,5060.46
ben,2016,5258.478
bfa,1960,44.004
bfa,1961,91.675
bfa,1962,84.341
bfa,1963,88.008
bfa,1964,110.01
bfa,1965,102.676
bfa,1966,102.676
bfa,1967,102.676
bfa,1968,102.676
bfa,1969,121.011
bfa,1970,143.013
bfa,1971,150.347
bfa,1972,161.348
bfa,1973,168.682
bfa,1974,205.352
bfa,1975,220.02
bfa,1976,209.019
bfa,1977,249.356
bfa,1978,348.365
bfa,1979,407.037
bfa,1980,432.706
bfa,1981,557.384
bfa,1982,575.719
bfa,1983,594.054
bfa,1984,465.709
bfa,1985,476.71
bfa,1986,480.377
bfa,1987,517.047
bfa,1988,553.717
bfa,1989,821.408
bfa,1990,583.053
bfa,1991,627.057
bfa,1992,630.724
bfa,1993,627.057
bfa,1994,645.392
bfa,1995,612.389
bfa,1996,693.063
bfa,1997,788.405
bfa,1998,843.41
bfa,1999,843.41
bfa,2000,990.09
bfa,2001,971.755
bfa,2002,990.09
bfa,2003,1063.43
bfa,2004,1089.099
bfa,2005,1111.101
bfa,2006,1345.789
bfa,2007,1580.477
bfa,2008,1554.808
bfa,2009,1613.48
bfa,2010,1811.498
bfa,2011,1906.84
bfa,2012,2368.882
bfa,2013,2640.24
bfa,2014,2757.584
bfa,2015,3197.624
bfa,2016,3267.297
bgd,1960,6552.929
bgd,1961,6857.29
bgd,1962,7521.017
bgd,1963,8958.481
bgd,1964,9068.491
bgd,1965,9787.223
bgd,1966,10498.621
bgd,1967,11151.347
bgd,1968,13164.53
bgd,1969,11653.726
bgd,1970,12420.129
bgd,1971,11441.04
bgd,1972,2427.554
bgd,1973,2933.6
bgd,1974,2819.923
bgd,1975,3347.971
bgd,1976,3630.33
bgd,1977,3575.325
bgd,1978,3751.341
bgd,1979,4209.716
bgd,1980,4807.437
bgd,1981,4851.441
bgd,1982,4704.761
bgd,1983,4253.72
bgd,1984,4400.4
bgd,1985,4840.44
bgd,1986,5295.148
bgd,1987,5331.818
bgd,1988,6006.546
bgd,1989,5771.858
bgd,1990,5342.819
bgd,1991,5269.479
bgd,1992,5379.489
bgd,1993,5482.165
bgd,1994,5896.536
bgd,1995,6728.945
bgd,1996,7168.985
bgd,1997,8415.765
bgd,1998,8258.084
bgd,1999,8859.472
bgd,2000,7693.366
bgd,2001,9875.231
bgd,2002,9889.899
bgd,2003,9875.231
bgd,2004,10630.633
bgd,2005,10608.631
bgd,2006,10931.327
bgd,2007,10179.592
bgd,2008,9915.568
bgd,2009,9999.909
bgd,2010,10850.653
bgd,2011,13410.219
bgd,2012,14891.687
bgd,2013,13971.27
bgd,2014,15797.436
bgd,2015,14701.003
bgd,2016,15449.071
bgr,1960,2860.26
bgr,1961,3652.332
bgr,1962,5045.792
bgr,1963,6505.258
bgr,1964,9431.524
bgr,1965,10912.992
bgr,1966,12383.459
bgr,1967,15192.381
bgr,1968,17572.264
bgr,1969,22526.381
bgr,1970,25434.312
bgr,1971,29629.36
bgr,1972,31004.485
bgr,1973,32797.648
bgr,1974,35115.192
bgr,1975,34235.112
bgr,1976,35309.543
bgr,1977,37022.032
bgr,1978,39625.602
bgr,1979,35789.92
bgr,1980,30960.481
bgr,1981,32566.627
bgr,1982,39434.918
bgr,1983,39284.571
bgr,1984,36028.275
bgr,1985,36809.346
bgr,1986,38202.806
bgr,1987,36299.633
bgr,1988,34315.786
bgr,1989,34623.814
bgr,1990,25078.613
bgr,1991,17040.549
bgr,1992,14502.985
bgr,1993,26761.766
bgr,1994,16021.123
bgr,1995,17733.612
bgr,1996,14774.343
bgr,1997,11727.066
bgr,1998,12203.776
bgr,1999,11397.036
bgr,2000,10546.292
bgr,2001,10553.626
bgr,2002,11943.419
bgr,2003,12042.428
bgr,2004,11386.035
bgr,2005,12929.842
bgr,2006,13296.542
bgr,2007,12750.159
bgr,2008,12123.102
bgr,2009,11587.72
bgr,2010,11155.014
bgr,2011,10348.274
bgr,2012,10923.993
bgr,2013,10007.243
bgr,2014,11015.668
bgr,2015,11829.742
bgr,2016,12218.444
bhr,1960,575.719
bhr,1961,1771.161
bhr,1962,1591.478
bhr,1963,1100.1
bhr,1964,1499.803
bhr,1965,1133.103
bhr,1966,535.382
bhr,1967,891.081
bhr,1968,586.72
bhr,1969,678.395
bhr,1970,1917.841
bhr,1971,2024.184
bhr,1972,1510.804
bhr,1973,2409.219
bhr,1974,1613.48
bhr,1975,1760.16
bhr,1976,2390.884
bhr,1977,2926.266
bhr,1978,2779.586
bhr,1979,2658.575
bhr,1980,2288.208
bhr,1981,2874.928
bhr,1982,3622.996
bhr,1983,1664.818
bhr,1984,2394.551
bhr,1985,1947.177
bhr,1986,1628.148
bhr,1987,2438.555
bhr,1988,2478.892
bhr,1989,1650.15
bhr,1990,1892.172
bhr,1991,1859.169
bhr,1992,843.41
bhr,1993,2009.516
bhr,1994,2412.886
bhr,1995,1664.818
bhr,1996,2064.521
bhr,1997,2728.248
bhr,1998,3003.273
bhr,1999,2101.191
bhr,2000,2618.238
bhr,2001,2097.524
bhr,2002,3263.63
bhr,2003,3747.674
bhr,2004,4250.053
bhr,2005,5375.822
bhr,2006,3736.673
bhr,2007,5764.524
bhr,2008,6560.263
bhr,2009,3674.334
bhr,2010,4118.041
bhr,2011,3894.354
bhr,2012,2464.224
bhr,2013,4558.081
bhr,2014,2343.213
bhr,2015,3982.362
bhr,2016,3802.679
bhs,1960,410.704
bhs,1961,546.383
bhs,1962,726.066
bhs,1963,707.731
bhs,1964,1085.432
bhs,1965,1316.453
bhs,1966,1092.766
bhs,1967,1364.124
bhs,1968,1290.784
bhs,1969,1338.455
bhs,1970,2159.863
bhs,1971,6314.574
bhs,1972,5999.212
bhs,1973,7381.671
bhs,1974,6981.968
bhs,1975,8063.733
bhs,1976,6329.242
bhs,1977,9680.88
bhs,1978,6442.919
bhs,1979,6706.943
bhs,1980,7755.705
bhs,1981,2720.914
bhs,1982,2192.866
bhs,1983,2005.849
bhs,1984,1855.502
bhs,1985,1510.804
bhs,1986,1411.795
bhs,1987,1422.796
bhs,1988,1540.14
bhs,1989,1943.51
bhs,1990,1840.834
bhs,1991,1840.834
bhs,1992,1848.168
bhs,1993,1756.493
bhs,1994,1745.492
bhs,1995,1738.158
bhs,1996,1727.157
bhs,1997,1521.805
bhs,1998,1910.507
bhs,1999,1950.844
bhs,2000,1947.177
bhs,2001,1862.836
bhs,2002,1925.175
bhs,2003,1958.178
bhs,2004,1965.512
bhs,2005,1822.499
bhs,2006,1771.161
bhs,2007,1793.163
bhs,2008,2357.881
bhs,2009,1602.479
bhs,2010,2383.55
bhs,2011,1796.83
bhs,2012,1899.506
bhs,2013,2867.594
bhs,2014,2346.88
bhs,2015,2009.516
bhs,2016,1782.162
bih,1992,1595.145
bih,1993,1345.789
bih,1994,1613.48
bih,1995,1657.484
bih,1996,1708.822
bih,1997,1763.827
bih,1998,2156.196
bih,1999,2134.194
bih,2000,3303.967
bih,2001,3248.962
bih,2002,3102.282
bih,2003,2852.926
bih,2004,3406.643
bih,2005,3138.952
bih,2006,3318.635
bih,2007,3545.989
bih,2008,4103.373
bih,2009,4400.4
bih,2010,4462.739
bih,2011,4422.402
bih,2012,4110.707
bih,2013,4008.031
bih,2014,4096.039
bih,2015,4257.387
bih,2016,4840.44
blr,1992,44451.374
blr,1993,36699.336
blr,1994,30509.44
blr,1995,28532.927
blr,1996,26637.088
blr,1997,22889.414
blr,1998,22068.006
blr,1999,19816.468
blr,2000,16699.518
blr,2001,15797.436
blr,2002,14983.362
blr,2003,14620.329
blr,2004,16450.162
blr,2005,16530.836
blr,2006,18518.35
blr,2007,16666.515
blr,2008,18441.343
blr,2009,23325.787
blr,2010,16941.54
blr,2011,20091.493
blr,2012,18881.383
blr,2013,18312.998
blr,2014,18004.97
blr,2015,16772.858
blr,2016,16835.197
blz,1960,44.004
blz,1961,36.67
blz,1962,69.673
blz,1963,62.339
blz,1964,84.341
blz,1965,84.341
blz,1966,80.674
blz,1967,121.011
blz,1968,102.676
blz,1969,135.679
blz,1970,121.011
blz,1971,143.013
blz,1972,157.681
blz,1973,146.68
blz,1974,154.014
blz,1975,176.016
blz,1976,176.016
blz,1977,198.018
blz,1978,216.353
blz,1979,209.019
blz,1980,190.684
blz,1981,183.35
blz,1982,172.349
blz,1983,172.349
blz,1984,172.349
blz,1985,190.684
blz,1986,205.352
blz,1987,227.354
blz,1988,249.356
blz,1989,300.694
blz,1990,311.695
blz,1991,407.037
blz,1992,355.699
blz,1993,377.701
blz,1994,374.034
blz,1995,377.701
blz,1996,308.028
blz,1997,388.702
blz,1998,370.367
blz,1999,348.365
blz,2000,396.036
blz,2001,447.374
blz,2002,432.706
blz,2003,432.706
blz,2004,392.369
blz,2005,421.705
blz,2006,443.707
blz,2007,476.71
blz,2008,436.373
blz,2009,586.72
blz,2010,524.381
blz,2011,590.387
blz,2012,469.376
blz,2013,506.046
blz,2014,491.378
blz,2015,575.719
blz,2016,564.718
bmu,1960,157.681
bmu,1961,176.016
bmu,1962,157.681
bmu,1963,150.347
bmu,1964,201.685
bmu,1965,179.683
bmu,1966,201.685
bmu,1967,212.686
bmu,1968,223.687
bmu,1969,198.018
bmu,1970,227.354
bmu,1971,231.021
bmu,1972,253.023
bmu,1973,425.372
bmu,1974,443.707
bmu,1975,454.708
bmu,1976,469.376
bmu,1977,454.708
bmu,1978,425.372
bmu,1979,462.042
bmu,1980,436.373
bmu,1981,388.702
bmu,1982,396.036
bmu,1983,451.041
bmu,1984,443.707
bmu,1985,451.041
bmu,1986,421.705
bmu,1987,572.052
bmu,1988,645.392
bmu,1989,781.071
bmu,1990,502.379
bmu,1991,539.049
bmu,1992,462.042
bmu,1993,539.049
bmu,1994,531.715
bmu,1995,531.715
bmu,1996,528.048
bmu,1997,524.381
bmu,1998,520.714
bmu,1999,513.38
bmu,2000,517.047
bmu,2001,528.048
bmu,2002,557.384
bmu,2003,561.051
bmu,2004,583.053
bmu,2005,583.053
bmu,2006,652.726
bmu,2007,729.733
bmu,2008,649.059
bmu,2009,476.71
bmu,2010,608.722
bmu,2011,443.707
bmu,2012,366.7
bmu,2013,509.713
bmu,2014,649.059
bmu,2015,557.384
bmu,2016,612.389
bol,1960,968.088
bol,1961,931.418
bol,1962,990.09
bol,1963,1100.1
bol,1964,1199.109
bol,1965,1305.452
bol,1966,1444.798
bol,1967,1569.476
bol,1968,1727.157
bol,1969,1745.492
bol,1970,1811.498
bol,1971,1870.17
bol,1972,2049.853
bol,1973,2181.865
bol,1974,2368.882
bol,1975,2871.261
bol,1976,3160.954
bol,1977,3314.968
bol,1978,3307.634
bol,1979,3377.307
bol,1980,3479.983
bol,1981,3567.991
bol,1982,3215.959
bol,1983,3168.288
bol,1984,3083.947
bol,1985,3127.951
bol,1986,2878.595
bol,1987,2940.934
bol,1988,2951.935
bol,1989,3058.278
bol,1990,3267.297
bol,1991,3285.632
bol,1992,3410.31
bol,1993,3700.003
bol,1994,4176.713
bol,1995,5027.457
bol,1996,5478.498
bol,1997,5793.86
bol,1998,6600.6
bol,1999,6039.549
bol,2000,4664.424
bol,2001,5082.462
bol,2002,4932.115
bol,2003,6057.884
bol,2004,6094.554
bol,2005,6706.943
bol,2006,6618.935
bol,2007,7176.319
bol,2008,7308.331
bol,2009,7429.342
bol,2010,7876.716
bol,2011,8346.092
bol,2012,10252.932
bol,2013,10091.584
bol,2014,10623.299
bol,2015,10124.587
bol,2016,10773.646
bra,1960,39049.883
bra,1961,41503.106
bra,1962,44865.745
bra,1963,46948.601
bra,1964,47040.276
bra,1965,45800.83
bra,1966,51899.051
bra,1967,53769.221
bra,1968,64033.154
bra,1969,69478.649
bra,1970,78316.119
bra,1971,87124.253
bra,1972,97806.224
bra,1973,115459.162
bra,1974,124938.357
