geo,time,se_prm_prsl_zs
che,1983,54.4695
che,1984,54.24551
che,1985,54.27975
che,1986,54.76201
che,2015,99.36008
che,2016,99.58781
che,2017,99.59412
che,2018,99.48462
chl,1970,77.28303
chl,1971,69.07365
chl,1972,71.49948
chl,1973,70.74272
chl,1974,67.82619
chl,1975,67.07927
chl,1976,72.84682
chl,1982,92.94183
chl,1996,97.97345
chl,2010,97.93407
chl,2011,98.66754
chl,2013,99.53105
chl,2014,99.59931
chl,2015,99.41008
chl,2016,99.54534
chl,2017,99.67809
chl,2018,99.73678
chn,1988,80.02333
chn,1989,80.61738
chn,1990,85.06454
chn,1991,86.0029
chn,1992,88.03084
chn,1993,88.05602
chn,1994,90.64579
chn,1995,92.15009
chn,1996,93.57094
civ,1972,80.6894
civ,1973,76.63992
civ,1974,84.46663
civ,1975,76.60671
civ,1976,90.19172
civ,1977,89.85192
civ,1984,67.90123
civ,1985,69.00395
civ,1986,71.77493
civ,1988,77.20404
civ,1989,72.23838
civ,1990,63.16027
civ,1991,70.16829
civ,1992,58.44084
civ,1993,81.05936
civ,1994,71.49017
civ,1995,68.6753
civ,1996,67.01049
civ,1997,65.49377
civ,1998,80.48563
civ,1999,62.38867
civ,2000,87.31452
civ,2006,75.54001
civ,2008,60.77372
civ,2011,82.17781
civ,2012,73.11875
civ,2013,74.03883
civ,2014,82.74328
civ,2015,82.00254
civ,2016,73.26401
cmr,1972,55.43501
cmr,1973,57.17901
cmr,1974,63.35189
cmr,1975,58.50777
cmr,1976,53.38211
cmr,1977,64.2966
cmr,1978,62.46101
cmr,1979,62.75719
cmr,1980,68.35652
cmr,1981,65.22661
cmr,1982,69.1529
cmr,1983,58.09701
cmr,1984,68.62396
cmr,1985,67.5275
cmr,1986,71.99124
cmr,1987,68.89677
cmr,1990,59.52219
cmr,1999,76.17356
cmr,2006,57.29035
cmr,2007,56.85502
cmr,2008,68.83885
cmr,2009,66.16216
cmr,2010,57.08656
cmr,2011,69.75482
cmr,2014,65.75115
cmr,2015,57.05886
cmr,2016,41.21434
cmr,2017,38.02236
cmr,2018,63.93796
cod,1971,40.63044
cod,1975,54.25279
cod,1976,56.37568
cod,1977,63.11195
cod,1979,52.48205
cod,1980,52.45635
cod,1987,63.56491
cod,1991,47.32675
cod,1992,62.37383
cod,1993,55.95239
cod,2007,76.1386
cod,2009,54.80236
cod,2010,54.47026
cod,2011,70.72545
cod,2012,55.44174
cod,2014,45.25539
cog,1971,75.86773
cog,1973,71.07718
cog,1974,72.06165
cog,1975,72.41069
cog,1976,71.03573
cog,1977,73.27919
cog,1978,73.55831
cog,1980,68.14039
cog,1983,78.62747
cog,1984,77.71669
cog,1986,69.35222
cog,1989,60.09543
cog,1991,52.97139
cog,1993,54.64679
cog,1995,37.75701
cog,2002,57.59348
cog,2007,70.29092
col,1970,40.19253
col,1971,36.61485
col,1972,41.33562
col,1973,37.12489
col,1981,37.13152
col,1982,54.64085
col,1983,55.01673
col,1984,55.06732
col,1985,55.83481
col,1986,60.69022
col,1987,56.04394
col,1988,55.97978
col,1989,52.17931
col,1991,71.96733
col,1992,59.06845
col,1993,62.84915
col,1994,57.70759
col,1995,71.51234
col,1998,63.43473
col,1999,66.56943
col,2000,60.93135
col,2001,69.40604
col,2004,80.87263
col,2005,80.83211
col,2006,85.22291
col,2007,84.72122
col,2009,84.53239
col,2010,87.36096
col,2011,84.71189
col,2012,71.96651
col,2013,83.49704
col,2014,88.25821
col,2015,89.98095
col,2016,91.67863
col,2017,92.43183
col,2018,95.01278
com,1986,32.51396
com,1992,37.16842
com,1993,80.50086
com,1998,41.21274
com,2003,55.40693
com,2013,70.899
cpv,1978,13.01251
cpv,1979,19.2228
cpv,1980,23.12001
cpv,1981,20.84377
cpv,1982,14.14482
cpv,1984,30.09687
cpv,1985,34.33971
cpv,1986,39.89662
cpv,1987,44.72726
cpv,1989,51.27713
cpv,2001,89.02792
cpv,2002,83.98721
cpv,2003,87.48872
cpv,2004,85.07579
cpv,2005,87.51241
cpv,2006,86.12234
cpv,2007,85.73904
cpv,2008,83.25406
cpv,2009,85.10866
cpv,2010,89.30663
cpv,2012,91.40057
cpv,2013,90.63684
cpv,2014,88.98243
cpv,2015,90.06139
cri,1970,71.18346
cri,1971,72.08038
cri,1972,75.70273
cri,1973,68.42778
cri,1974,65.37944
cri,1975,77.06645
cri,1976,71.38428
cri,1977,73.58029
cri,1978,75.55459
cri,1979,70.23103
cri,1980,74.71954
cri,1981,70.3992
cri,1982,77.08116
cri,1983,78.77667
cri,1984,75.83352
cri,1985,80.64359
cri,1986,75.97017
cri,1987,78.78165
cri,1988,77.46643
cri,1989,78.85324
cri,1990,77.17494
cri,1991,79.36943
cri,1992,80.80898
cri,1993,83.16746
cri,1994,84.07561
cri,1995,83.04977
cri,1999,88.59707
cri,2000,90.48474
cri,2001,88.42238
cri,2004,83.59727
cri,2005,90.46084
cri,2006,83.83509
cri,2007,93.84937
cri,2008,94.21406
cri,2009,88.79863
cri,2010,91.04401
cri,2011,88.45699
cri,2012,87.72018
cri,2013,90.3673
cri,2014,93.86456
cri,2015,94.41477
cri,2016,93.33884
cub,1971,60.07729
cub,1972,74.49748
cub,1973,76.03918
cub,1974,81.92143
cub,1975,82.65803
cub,1976,83.46494
cub,1977,83.81277
cub,1980,83.21771
cub,1981,85.98529
cub,1982,87.88306
cub,1983,89.98219
cub,1984,90.75057
cub,1985,90.49842
cub,1986,92.17331
cub,1987,90.78145
cub,1988,89.38733
cub,1989,88.24329
cub,1990,88.94335
cub,1991,89.6611
cub,1992,92.2724
cub,1993,93.31561
cub,1994,92.24812
cub,1999,94.67665
cub,2000,96.01934
cub,2001,96.806
cub,2002,96.64649
cub,2003,96.58708
cub,2004,96.80677
cub,2005,96.89003
cub,2006,96.81509
cub,2007,96.08654
cub,2008,95.499
cub,2009,96.15264
cub,2010,95.04071
cub,2011,96.47713
cub,2012,95.79328
cub,2013,96.45513
cub,2014,94.62391
cub,2015,95.52622
cub,2016,95.76419
cub,2017,96.40147
cub,2018,96.72579
cub,2019,95.97029
cym,2000,92.013
cym,2004,74.64883
cyp,1971,96.40694
cyp,1972,97.72549
cyp,1973,96.64809
cyp,1974,64.62841
cyp,1975,94.48443
cyp,1976,98.00162
cyp,1977,99.0803
cyp,1978,98.9334
cyp,1979,98.60991
cyp,1980,98.86987
cyp,1981,98.15058
cyp,1982,99.25473
cyp,1983,98.80554
cyp,1984,98.59238
cyp,1985,98.77659
cyp,1986,98.19533
cyp,1987,99.06332
cyp,1988,98.78721
cyp,1989,98.98702
cyp,1991,99.2722
cyp,1992,98.95164
cyp,1993,98.90361
cyp,1994,99.38314
cyp,1999,94.92261
cyp,2000,98.81473
cyp,2002,97.96487
cyp,2003,98.64128
cyp,2004,98.13615
cyp,2005,98.65386
cyp,2006,98.88211
cyp,2007,95.26741
cyp,2012,94.39065
cyp,2013,90.83616
cyp,2014,97.61325
cyp,2015,98.13256
cyp,2016,98.75636
cze,1992,94.53616
cze,1994,98.58406
cze,1999,98.31247
cze,2000,98.54904
cze,2001,98.74884
cze,2002,97.68419
cze,2003,98.41223
cze,2004,98.41529
cze,2005,99.37177
cze,2006,98.22413
cze,2007,98.82972
cze,2008,99.58403
cze,2009,98.78065
cze,2010,99.17601
cze,2011,99.25139
cze,2012,99.23056
cze,2013,99.28872
cze,2014,99.45104
cze,2015,99.51494
cze,2016,99.48435
cze,2017,99.4515
cze,2018,99.52777
deu,1993,99.37111
deu,1994,99.23309
deu,1995,99.19497
deu,1996,99.1323
deu,1999,99.09297
deu,2000,99.00141
deu,2001,98.83083
deu,2002,98.43411
deu,2003,98.99544
deu,2004,98.83002
deu,2005,97.96975
deu,2006,97.37194
deu,2007,95.62706
deu,2009,96.24791
deu,2010,96.61623
deu,2011,96.24236
deu,2012,96.48175
dji,1986,88.34475
dji,1987,91.06242
dji,1990,78.52087
dji,1992,49.05791
dji,1995,81.95152
dji,1996,77.28106
dji,2012,75.86328
dji,2013,84.4023
dji,2019,88.24742
dji,2020,89.45155
dma,2000,79.42769
dma,2002,78.67725
dma,2003,81.41295
dma,2004,85.32063
dma,2005,84.79298
dma,2006,85.38669
dma,2007,88.94487
dma,2008,87.03115
dma,2009,88.06304
dma,2010,90.53794
dma,2011,87.80945
dma,2012,86.43022
dma,2013,85.01303
dma,2014,79.50322
dnk,1971,96.29647
dnk,1972,96.63197
dnk,1973,97.54984
dnk,1974,97.03228
dnk,1976,90.2715
dnk,1977,98.87564
dnk,1978,97.79184
dnk,1980,99.73134
dnk,1981,99.10279
dnk,1982,98.65069
dnk,1983,99.11984
dnk,1984,98.65677
dnk,1985,98.32337
dnk,1986,99.2303
dnk,1987,98.83686
dnk,1988,98.85142
dnk,1989,98.22142
dnk,1990,98.93356
dnk,1991,93.32423
dnk,1992,99.80226
dnk,1998,99.81179
dnk,1999,99.87607
dnk,2000,99.91212
dnk,2004,91.20363
dnk,2007,97.62978
dnk,2008,99.46817
dnk,2009,98.88683
dnk,2012,98.36708
dnk,2013,99.48016
dnk,2014,99.77011
dnk,2017,99.76923
dnk,2018,99.81032
dom,1993,44.33412
dom,1998,67.00111
dom,1999,70.58527
dom,2003,51.82536
dom,2009,74.83754
dom,2011,79.1698
dom,2012,91.13873
dom,2013,78.60154
dom,2015,83.79558
dom,2016,79.04042
dom,2017,79.28669
dom,2018,91.96153
dom,2019,85.18253
dza,1972,68.70045
dza,1973,70.55335
dza,1974,70.21515
dza,1975,72.93141
dza,1976,71.17141
dza,1977,72.53974
dza,1978,73.92237
dza,1979,74.87077
dza,1980,75.89171
dza,1981,76.64047
dza,1982,79.35493
dza,1983,83.67688
dza,1984,86.75241
dza,1985,93.40944
dza,1986,90.3185
dza,1987,90.78897
dza,1988,88.27227
dza,1989,89.83355
dza,1990,90.19316
dza,1991,90.25059
dza,1992,88.61172
dza,1993,90.12673
dza,1994,88.15048
dza,1995,89.85801
dza,1996,90.38332
dza,1998,92.03946
dza,1999,91.45581
dza,2000,94.56373
dza,2001,93.48474
dza,2002,94.51694
dza,2003,93.46224
dza,2004,93.20313
dza,2005,90.91964
dza,2006,92.01125
dza,2007,92.95233
dza,2009,95.03897
dza,2010,94.55256
dza,2011,92.76752
dza,2012,96.20979
dza,2013,93.413
dza,2014,93.80045
dza,2015,93.59851
dza,2016,94.84995
dza,2017,96.26501
dza,2018,91.55725
ecu,1971,46.28765
ecu,1972,49.43405
ecu,1973,56.13954
ecu,1974,51.86893
ecu,1975,57.60574
ecu,1976,57.03564
ecu,1977,57.98716
ecu,1978,70.13911
ecu,1979,61.76106
ecu,1980,69.25871
ecu,1981,64.97436
ecu,1982,63.39004
ecu,1983,66.55896
ecu,1984,57.49431
ecu,1987,63.50072
ecu,1993,36.00957
ecu,1994,74.22754
ecu,1995,75.40107
ecu,1996,84.60858
ecu,1998,74.791
ecu,1999,74.5895
ecu,2000,75.67709
ecu,2001,76.21335
ecu,2002,72.10356
ecu,2003,72.59628
ecu,2004,75.94813
ecu,2005,75.57039
ecu,2006,80.58871
ecu,2008,94.51397
ecu,2009,91.2716
ecu,2010,94.9068
ecu,2011,85.46774
ecu,2012,93.72185
ecu,2014,82.03309
ecu,2015,90.72853
ecu,2016,91.93463
ecu,2017,98.64254
ecu,2018,96.64294
ecu,2019,96.50516
egy,1975,79.13048
egy,1976,83.92845
egy,1986,95.37541
egy,1999,99.1245
egy,2000,98.99772
egy,2001,94.99901
egy,2002,96.08571
egy,2003,98.60227
egy,2004,93.51887
egy,2005,93.17753
egy,2006,93.91186
egy,2009,96.09769
egy,2016,96.41851
egy,2017,97.01927
egy,2018,99.0093
eri,1993,82.65394
eri,1994,78.87415
eri,1995,78.58443
eri,1996,70.51462
eri,1999,93.87471
eri,2000,60.54331
eri,2001,81.59329
eri,2002,86.16982
eri,2003,80.85318
eri,2004,79.218
eri,2005,73.7034
eri,2006,59.96996
eri,2007,73.33885
eri,2008,73.13262
eri,2009,69.01922
eri,2010,92.98479
eri,2011,84.75133
eri,2012,77.60055
eri,2014,73.07718
eri,2017,79.98425
esp,1980,92.86874
esp,1981,94.53492
esp,1982,93.13419
esp,1983,93.55575
esp,1984,96.44833
esp,1985,95.51067
esp,1986,96.82493
esp,1987,92.86393
esp,1988,96.21544
esp,1989,96.95418
esp,2005,99.40231
esp,2008,99.46529
esp,2009,95.07158
esp,2010,97.75654
esp,2011,97.14744
esp,2012,95.94141
esp,2013,96.33609
esp,2014,97.44091
esp,2015,99.2785
esp,2016,99.87337
esp,2017,99.75304
esp,2018,99.83322
est,1995,95.46469
est,1998,98.06981
est,1999,98.48245
est,2000,98.51234
est,2001,98.23047
est,2002,97.32833
est,2003,98.15062
est,2004,98.60344
est,2005,96.23686
est,2006,97.56914
est,2007,98.05758
est,2008,98.37865
est,2009,97.50122
est,2010,97.11433
est,2011,96.97854
est,2012,96.58193
est,2013,97.64005
est,2014,97.96732
est,2015,99.20396
est,2016,99.41024
est,2017,99.71739
est,2018,99.45437
eth,1981,48.69294
eth,1986,49.80681
eth,1987,43.90648
eth,1988,27.89274
eth,1993,56.36263
eth,1994,50.48812
eth,1995,54.89976
eth,1998,44.22212
eth,1999,50.94933
eth,2000,61.19988
eth,2001,55.70717
eth,2002,50.99531
eth,2003,46.92389
eth,2004,62.41499
eth,2005,60.78849
eth,2006,57.84043
eth,2007,43.69884
eth,2008,37.97881
eth,2009,36.68304
eth,2010,40.65592
eth,2011,36.60428
eth,2014,38.24947
fin,1986,97.21404
fin,1987,96.54723
fin,1988,96.66713
fin,1989,99.05543
fin,1990,98.87795
fin,1991,99.41814
fin,1992,99.32173
fin,1993,99.43353
fin,1994,99.43122
fin,1995,98.50389
fin,1996,99.80126
fin,1997,99.29471
fin,1998,99.48478
fin,1999,99.4248
fin,2000,99.26849
fin,2001,99.52244
fin,2002,99.83183
fin,2003,99.60743
fin,2004,99.47658
fin,2005,99.33934
fin,2006,99.64779
fin,2007,99.59373
fin,2008,99.50347
fin,2009,99.71245
fin,2010,99.61552
fin,2011,99.55173
fin,2012,99.4472
fin,2013,99.62933
fin,2014,99.8421
fin,2015,99.75295
fin,2016,99.80866
fin,2017,99.63927
fin,2018,99.57687
fji,1971,87.49848
fji,1972,89.44113
fji,1973,89.93001
fji,1975,90.24453
fji,1976,91.96087
fji,1977,94.81666
fji,1978,92.97901
fji,1979,89.54838
fji,1980,90.13656
fji,1983,91.26056
fji,1984,89.18366
fji,1985,90.15884
fji,1991,80.81237
fji,1994,83.86592
fji,1995,80.22572
fji,1996,87.69448
fji,1997,87.10318
fji,1998,86.53994
fji,1999,82.10003
fji,2000,86.09806
fji,2001,83.52649
fji,2003,92.79269
fji,2007,91.02273
fji,2008,90.94477
fji,2011,96.50883
fji,2012,97.15476
fji,2015,91.21719
fra,1971,86.90619
fra,1974,87.55664
fra,1975,88.83777
fra,1976,90.53823
fra,1977,94.68013
fra,1978,94.91257
fra,1979,94.48878
fra,1985,99.5
fra,1986,94.90953
fra,1987,94.66912
fra,1988,95.17955
fra,1989,96.45557
fra,1990,96.60005
fra,1991,96.37923
fra,1999,97.95848
gab,1971,49.6415
gab,1972,52.81642
