geo,time,tm_tax_manf_bc_zs
jpn,2019,100
jpn,2020,100
kaz,2015,100
kaz,2016,100
kaz,2017,100
kaz,2018,100
kaz,2019,100
kaz,2020,100
ken,1999,4.08
ken,2000,4.08
ken,2001,4.08
ken,2002,4.08
ken,2004,3.36
ken,2005,3.36
ken,2006,3.36
ken,2007,3.36
ken,2008,1.89
ken,2009,1.89
ken,2010,1.89
ken,2011,1.89
ken,2012,1.69
ken,2013,1.69
ken,2014,1.69
ken,2015,1.69
ken,2016,1.69
ken,2018,1.67
ken,2019,1.67
ken,2020,1.67
kgz,2000,99.95
kgz,2001,99.95
kgz,2002,99.95
kgz,2003,99.9
kgz,2006,99.9
kgz,2007,99.9
kgz,2008,99.92
kgz,2009,99.92
kgz,2010,99.92
kgz,2011,99.92
kgz,2012,99.92
kgz,2013,99.92
kgz,2014,99.92
kgz,2015,99.95
kgz,2016,99.95
kgz,2017,99.95
kgz,2018,99.95
kgz,2019,99.95
kgz,2020,99.95
khm,2005,99.95
khm,2006,99.95
khm,2007,99.95
khm,2008,99.95
khm,2010,99.97
khm,2011,99.97
khm,2012,99.97
khm,2014,100
khm,2016,100
khm,2020,100
kna,1996,99.97
kna,1999,100
kna,2000,100
kna,2001,100
kna,2002,100
kna,2003,100
kna,2006,100
kna,2007,100
kna,2008,100
kna,2009,100
kna,2010,99.97
kna,2011,99.97
kna,2012,99.97
kna,2013,99.97
kna,2014,99.97
kna,2015,99.97
kna,2016,99.97
kna,2017,99.97
kna,2018,99.97
kna,2019,99.97
kna,2020,100
kor,1995,96.55
kor,1996,96.2
kor,1997,96.2
kor,1998,96.2
kor,1999,96.2
kor,2000,96.2
kor,2001,96.2
kor,2002,94.59
kor,2003,94.59
kor,2004,94.59
kor,2005,94.59
kor,2006,94.59
kor,2007,94.82
kor,2008,94.82
kor,2009,94.82
kor,2010,94.82
kor,2011,94.82
kor,2012,94.79
kor,2013,94.79
kor,2014,94.79
kor,2015,95.26
kor,2016,95.26
kor,2017,95.35
kor,2018,95.35
kor,2020,95.35
kwt,2002,99.95
kwt,2003,99.95
kwt,2004,99.95
kwt,2005,99.95
kwt,2006,99.95
kwt,2007,99.97
kwt,2008,99.97
kwt,2009,99.97
kwt,2010,99.97
kwt,2011,99.97
kwt,2012,100
kwt,2013,100
kwt,2014,100
kwt,2015,100
kwt,2016,100
kwt,2017,100
kwt,2018,100
kwt,2019,100
kwt,2020,100
lao,2014,100
lao,2015,100
lao,2016,100
lao,2017,100
lao,2018,100
lao,2019,100
lao,2020,100
lbr,2018,100
lbr,2020,100
lca,1996,99.97
lca,1999,100
lca,2000,100
lca,2001,100
lca,2002,100
lca,2003,100
lca,2005,100
lca,2006,100
lca,2007,100
lca,2010,99.95
lca,2011,99.95
lca,2012,99.97
lca,2013,99.97
lca,2014,99.97
lca,2015,100
lca,2016,100
lca,2019,100
lca,2020,100
lie,2011,0
lie,2013,0
lie,2015,0
lie,2016,0
lie,2017,0
lie,2018,0
lie,2019,0
lie,2020,0
lka,1997,32.45
lka,1998,32.15
lka,2000,32.15
lka,2001,32.15
lka,2003,29.1
lka,2004,29.1
lka,2005,29.1
lka,2006,29.1
lka,2007,29.24
lka,2008,29.24
lka,2009,29.24
lka,2010,29.24
lka,2011,29.22
lka,2012,29.32
lka,2014,29.32
lka,2015,29.11
lka,2017,29.11
lka,2018,29.13
lka,2019,29.13
lka,2020,29.13
lso,2001,100
lso,2004,99.95
lso,2005,99.95
lso,2006,99.95
lso,2007,99.97
lso,2008,99.97
lso,2009,99.97
lso,2010,99.97
lso,2011,99.97
lso,2012,100
lso,2013,100
lso,2014,100
lso,2015,100
lso,2016,100
lso,2017,100
lso,2018,100
lso,2019,100
lso,2020,100
ltu,1995,100
ltu,1996,100
ltu,1997,100
ltu,1998,100
ltu,1999,100
ltu,2000,100
ltu,2001,100
ltu,2002,100
ltu,2003,100
ltu,2004,100
ltu,2005,100
ltu,2006,100
ltu,2007,100
ltu,2008,100
ltu,2009,100
ltu,2010,100
ltu,2011,100
ltu,2012,100
ltu,2013,100
ltu,2014,100
ltu,2015,100
ltu,2016,100
ltu,2017,100
ltu,2018,100
ltu,2019,100
ltu,2020,100
lux,1995,100
lux,1996,100
lux,1997,100
lux,1998,100
lux,1999,100
lux,2000,100
lux,2001,100
lux,2002,100
lux,2003,100
lux,2004,100
lux,2005,100
lux,2006,100
lux,2007,100
lux,2008,100
lux,2009,100
lux,2010,100
lux,2011,100
lux,2012,100
lux,2013,100
lux,2014,100
lux,2015,100
lux,2016,100
lux,2017,100
lux,2018,100
lux,2019,100
lux,2020,100
lva,1995,100
lva,1996,100
lva,1997,100
lva,1998,100
lva,1999,100
lva,2000,100
lva,2001,100
lva,2002,100
lva,2003,100
lva,2004,100
lva,2005,100
lva,2006,100
lva,2007,100
lva,2008,100
lva,2009,100
lva,2010,100
lva,2011,100
lva,2012,100
lva,2013,100
lva,2014,100
lva,2015,100
lva,2016,100
lva,2017,100
lva,2018,100
lva,2019,100
lva,2020,100
mac,1996,22.32
mac,1997,22.32
mac,1998,22.32
mac,1999,22.32
mac,2000,22.32
mac,2001,22.32
mac,2002,21.43
mac,2003,21.43
mac,2004,21.43
mac,2005,21.43
mac,2006,21.43
mac,2007,21.43
mac,2008,20.06
mac,2009,20.06
mac,2010,20.06
mac,2011,20.06
mac,2012,19.97
mac,2013,19.97
mac,2014,19.97
mac,2015,19.97
mac,2016,19.97
mac,2017,19.61
mac,2018,19.61
mac,2019,19.61
mac,2020,19.61
mar,1997,100
mar,2000,100
mar,2001,100
mar,2002,100
mar,2003,100
mar,2005,100
mar,2006,100
mar,2007,100
mar,2008,100
mar,2009,100
mar,2010,100
mar,2011,100
mar,2012,100
mar,2014,100
mar,2015,100
mar,2016,100
mar,2017,100
mar,2019,100
mar,2020,100
mda,2001,100
mda,2003,100
mda,2004,99.95
mda,2005,99.95
mda,2006,99.95
mda,2007,99.95
mda,2008,99.97
mda,2009,99.97
mda,2010,99.97
mda,2011,99.97
mda,2012,99.97
mda,2013,99.97
mda,2014,99.97
mda,2015,100
mda,2016,100
mda,2020,100
mdg,1995,24.69
mdg,1996,24.63
mdg,1997,24.63
mdg,1998,24.63
mdg,2000,24.63
mdg,2001,24.63
mdg,2002,24.34
mdg,2003,24.34
mdg,2004,24.34
mdg,2005,24.32
mdg,2006,24.34
mdg,2007,22.83
mdg,2008,22.83
mdg,2009,22.83
mdg,2010,22.83
mdg,2011,22.83
mdg,2012,22.81
mdg,2013,22.81
mdg,2014,22.81
mdg,2015,22.81
mdg,2016,22.81
mdg,2017,22.63
mdg,2018,22.63
mdg,2019,22.63
mdg,2020,22.63
mdv,2000,98.99
mdv,2001,98.99
mdv,2002,98.99
mdv,2003,98.95
mdv,2004,98.95
mdv,2005,98.95
mdv,2006,98.95
mdv,2008,98.96
mdv,2009,98.96
mdv,2010,98.96
mdv,2011,98.96
mdv,2012,99.01
mdv,2013,99.01
mdv,2014,99.01
mdv,2015,99.01
mdv,2016,99.01
mdv,2017,99
mdv,2018,99
mdv,2019,99
mdv,2020,99
mex,1995,100
mex,1996,100
mex,1997,100
mex,1998,100
mex,1999,100
mex,2000,100
mex,2001,100
mex,2002,100
mex,2003,100
mex,2004,100
mex,2005,100
mex,2006,100
mex,2007,100
mex,2008,100
mex,2009,100
mex,2010,100
mex,2011,100
mex,2012,100
mex,2013,100
mex,2014,100
mex,2015,100
mex,2016,100
mex,2017,100
mex,2018,100
mkd,2004,99.95
mkd,2005,99.95
mkd,2006,99.95
mkd,2007,99.97
mkd,2008,99.97
mkd,2009,99.97
mkd,2010,99.97
mkd,2011,99.97
mkd,2012,100
mkd,2013,100
mkd,2014,100
mkd,2015,100
mkd,2016,100
mkd,2017,100
mkd,2018,100
mkd,2019,100
mkd,2020,100
mli,1995,37.56
mli,1996,37.55
mli,1997,37.55
mli,1998,37.55
mli,1999,37.55
mli,2001,37.55
mli,2002,37.55
mli,2003,36.22
mli,2004,36.22
mli,2005,36.22
mli,2006,36.22
mli,2007,34.83
mli,2008,34.83
mli,2009,34.83
mli,2010,34.83
mli,2011,34.83
mli,2012,34.83
mli,2013,34.83
mli,2014,34.83
mli,2015,34.63
mli,2016,34.63
mli,2017,34.63
mli,2018,34.63
mli,2019,34.63
mli,2020,34.63
mlt,1995,100
mlt,1996,100
mlt,1997,100
mlt,1998,100
mlt,1999,100
mlt,2000,100
mlt,2001,100
mlt,2002,100
mlt,2003,100
mlt,2004,100
mlt,2005,100
mlt,2006,100
mlt,2007,100
mlt,2008,100
mlt,2009,100
mlt,2010,100
mlt,2011,100
mlt,2012,100
mlt,2013,100
mlt,2014,100
mlt,2015,100
mlt,2016,100
mlt,2017,100
mlt,2018,100
mlt,2019,100
mlt,2020,100
mmr,1996,7.12
mmr,1997,7.12
mmr,1998,7.12
mmr,1999,7.12
mmr,2000,7.12
mmr,2001,7.12
mmr,2002,7.12
mmr,2003,7.12
mmr,2004,7.12
mmr,2005,6.75
mmr,2006,6.75
mmr,2007,6.5
mmr,2008,6.5
mmr,2010,5.05
mmr,2011,5.05
mmr,2012,5.1
mmr,2013,5.1
mmr,2015,5.1
mmr,2019,5.02
mne,2012,100
mne,2013,100
mne,2014,100
mne,2015,100
mne,2016,100
mne,2017,100
mne,2018,100
mne,2019,100
mne,2020,100
mng,1999,100
mng,2000,100
mng,2001,100
mng,2002,100
mng,2003,100
mng,2004,99.95
mng,2005,99.95
mng,2006,99.95
mng,2007,99.97
mng,2008,99.97
mng,2009,99.97
mng,2010,100
mng,2011,99.97
mng,2013,99.97
mng,2015,100
mng,2017,100
mng,2018,100
mng,2019,100
mng,2020,100
moz,1997,2.95
moz,2001,2.81
moz,2002,2.37
moz,2003,2.37
moz,2005,2.37
moz,2006,2.37
moz,2007,2.37
moz,2008,1.71
moz,2009,1.71
moz,2010,1.71
moz,2011,1.71
moz,2012,1.71
moz,2014,1.71
moz,2016,1.71
moz,2018,1.53
moz,2020,1.53
mrt,2001,36.64
mrt,2006,36.64
mrt,2007,36.64
mrt,2008,36.64
mrt,2009,36.64
mrt,2010,36.64
mrt,2011,36.64
mrt,2014,34.31
mrt,2015,34.31
mrt,2018,34.31
mrt,2019,34.31
mrt,2020,34.31
mus,1995,12.85
mus,1996,13.25
mus,1997,12.85
mus,1998,12.85
mus,1999,13.25
mus,2000,13.25
mus,2001,13.25
mus,2002,12.68
mus,2004,12.68
mus,2005,12.68
mus,2006,12.68
mus,2007,10.43
mus,2008,10.43
mus,2009,10.43
mus,2010,10.43
mus,2011,10.43
mus,2012,10.31
mus,2013,10.31
mus,2014,10.31
mus,2015,10.31
mus,2016,10.31
mus,2017,10.28
mus,2018,10.28
mus,2019,10.28
mus,2020,10.28
mwi,1996,25.13
mwi,1997,25.14
mwi,1998,25.14
mwi,2000,24.98
mwi,2001,24.98
mwi,2003,24.04
mwi,2006,24.04
mwi,2008,22
mwi,2009,22
mwi,2010,22
mwi,2011,22
mwi,2012,22
mwi,2013,22
mwi,2014,21.95
mwi,2015,21.95
mwi,2016,21.95
mwi,2019,21.76
mwi,2020,21.76
mys,1996,84.44
mys,1997,84.44
mys,1998,84.44
mys,1999,84.44
mys,2000,84.44
mys,2001,84.44
mys,2002,84.44
mys,2003,84.44
mys,2004,84.26
mys,2005,84.26
mys,2006,84.26
mys,2007,84.26
mys,2008,84.32
mys,2009,84.32
mys,2010,84.32
mys,2011,84.32
mys,2012,84.32
mys,2013,84.35
mys,2014,84.35
mys,2016,84.35
mys,2020,84.3
nam,2001,99.54
nam,2002,99.43
nam,2004,99.43
nam,2005,99.43
nam,2006,99.43
nam,2007,99.43
nam,2008,99.43
nam,2009,99.43
nam,2010,99.43
nam,2011,99.43
nam,2012,99.45
nam,2013,99.45
nam,2014,99.45
nam,2015,99.45
nam,2016,99.45
nam,2017,99.44
nam,2018,99.44
nam,2019,99.44
nam,2020,99.44
ner,2001,96.48
ner,2002,96.48
ner,2003,96.01
ner,2004,96.01
ner,2005,96.01
ner,2006,96.01
ner,2007,96.01
ner,2008,96.01
ner,2009,96.01
ner,2010,96.01
ner,2011,96.01
ner,2012,96.01
ner,2013,96.01
ner,2014,96.01
ner,2015,96.02
ner,2016,96.02
ner,2017,95.98
ner,2018,95.98
ner,2019,95.98
ner,2020,95.98
nga,1995,11.32
nga,1996,11.27
nga,1997,11.27
nga,1998,11.27
nga,1999,11.27
nga,2000,11.27
nga,2001,11.27
nga,2002,11.27
nga,2003,11.27
nga,2005,10.54
nga,2006,10.54
nga,2008,10.54
nga,2009,8.46
nga,2010,8.46
nga,2011,8.46
nga,2013,8.46
nga,2014,8.46
nga,2015,8.17
nga,2016,8.17
nga,2020,8.14
nic,1995,99.97
nic,1996,99.97
nic,1997,100
nic,1998,100
nic,1999,100
nic,2000,100
nic,2001,100
nic,2002,100
nic,2003,99.95
nic,2004,99.95
nic,2005,99.95
nic,2006,99.95
nic,2007,99.97
nic,2008,99.97
nic,2009,99.97
nic,2010,99.97
nic,2011,99.97
nic,2012,100
nic,2013,100
nic,2014,100
nic,2015,100
nic,2016,100
nic,2017,100
nic,2018,100
nic,2019,100
nic,2020,100
nld,1995,100
nld,1996,100
nld,1997,100
nld,1998,100
nld,1999,100
nld,2000,100
nld,2001,100
nld,2002,100
nld,2003,100
nld,2004,100
nld,2005,100
nld,2006,100
nld,2007,100
nld,2008,100
nld,2009,100
nld,2010,100
nld,2011,100
nld,2012,100
nld,2013,100
nld,2014,100
nld,2015,100
nld,2016,100
nld,2017,100
nld,2018,100
nld,2019,100
nld,2020,100
nor,1995,100
nor,1996,100
nor,1997,100
nor,1998,100
nor,1999,100
nor,2000,100
nor,2001,100
nor,2002,100
nor,2003,100
nor,2004,100
nor,2005,100
nor,2006,100
nor,2007,100
nor,2008,100
nor,2009,100
nor,2010,100
nor,2011,100
nor,2012,100
nor,2013,100
nor,2014,100
nor,2015,100
nor,2016,100
nor,2017,100
nor,2018,100
nor,2019,100
nor,2020,100
npl,2004,99.6
npl,2005,99.6
npl,2006,99.6
npl,2007,99.61
npl,2008,99.61
npl,2009,99.61
npl,2010,99.61
npl,2011,99.61
npl,2012,99.61
npl,2013,99.64
npl,2014,99.64
npl,2015,99.64
npl,2016,99.64
npl,2018,99.63
npl,2019,99.63
npl,2020,99.63
nzl,1996,100
nzl,1997,100
nzl,1998,100
nzl,1999,100
nzl,2000,100
nzl,2001,100
nzl,2002,100
nzl,2003,100
nzl,2004,100
nzl,2005,100
nzl,2006,100
nzl,2007,100
nzl,2008,100
nzl,2009,100
nzl,2010,100
nzl,2011,100
nzl,2012,100
nzl,2013,100
nzl,2014,100
nzl,2015,100
nzl,2016,100
nzl,2017,100
nzl,2019,100
nzl,2020,100
omn,2001,100
omn,2002,100
omn,2003,99.95
omn,2004,99.95
omn,2005,99.95
omn,2006,99.95
omn,2007,99.97
omn,2008,99.97
omn,2009,99.97
omn,2012,100
omn,2013,100
omn,2014,100
omn,2015,100
omn,2016,100
omn,2017,100
omn,2018,100
omn,2019,100
omn,2020,100
pak,1995,98.76
pak,1998,98.76
pak,1999,98.83
pak,2000,98.83
pak,2001,98.83
pak,2002,98.8
pak,2003,98.8
pak,2004,98.8
pak,2005,98.8
pak,2006,98.8
pak,2007,98.8
pak,2008,98.78
pak,2009,98.78
pak,2010,98.78
pak,2011,98.78
pak,2012,98.8
pak,2013,98.8
pak,2014,98.8
pak,2015,98.8
pak,2016,98.8
pak,2018,98.81
pak,2019,98.81
pak,2020,98.81
pan,1997,98.86
pan,1998,98.68
pan,1999,98.68
pan,2000,98.68
pan,2001,98.68
pan,2002,98.68
pan,2003,98.68
pan,2004,98.63
pan,2005,98.63
pan,2006,98.63
pan,2007,98.63
pan,2008,98.63
pan,2009,98.63
pan,2010,98.63
pan,2011,98.63
pan,2012,98.75
pan,2013,98.75
pan,2015,98.75
pan,2020,98.73
per,1995,99.95
per,1997,99.95
per,1998,100
per,1999,100
per,2000,100
per,2001,100
per,2002,99.95
per,2003,99.95
per,2004,99.95
per,2005,99.95
per,2006,99.95
per,2007,99.95
per,2008,99.97
per,2009,99.97
per,2010,99.97
per,2011,99.97
per,2013,100
per,2014,100
per,2015,100
per,2017,100
per,2018,100
per,2019,100
per,2020,100
phl,1995,63.27
phl,1996,63.29
phl,1997,63.29
phl,1998,63.29
phl,1999,63.28
phl,2000,63.29
phl,2001,63.29
phl,2002,63.29
phl,2003,63.29
phl,2004,60.71
phl,2005,60.71
phl,2006,60.71
phl,2007,60.71
phl,2008,60.9
phl,2009,60.9
phl,2010,60.9
phl,2011,60.9
phl,2012,60.9
phl,2013,61.1
phl,2015,61.1
phl,2016,61.1
phl,2017,61.1
phl,2018,61.38
phl,2019,61.38
phl,2020,61.38
png,1997,100
png,1999,100
png,2000,99.95
png,2001,99.95
png,2002,99.95
png,2003,99.95
png,2004,99.95
png,2005,99.95
png,2006,99.95
png,2007,99.95
png,2008,99.97
png,2009,99.97
png,2010,99.97
png,2012,100
png,2013,100
png,2018,100
png,2019,100
png,2020,100
pol,1995,100
pol,1996,100
pol,1997,100
pol,1998,100
pol,1999,100
pol,2000,100
pol,2001,100
pol,2002,100
pol,2003,100
pol,2004,100
pol,2005,100
pol,2006,100
pol,2007,100
pol,2008,100
pol,2009,100
pol,2010,100
pol,2011,100
pol,2012,100
pol,2013,100
pol,2014,100
pol,2015,100
pol,2016,100
pol,2017,100
pol,2018,100
pol,2019,100
pol,2020,100
prt,1995,100
prt,1996,100
prt,1997,100
prt,1998,100
prt,1999,100
prt,2000,100
prt,2001,100
prt,2002,100
prt,2003,100
prt,2004,100
prt,2005,100
prt,2006,100
prt,2007,100
prt,2008,100
prt,2009,100
prt,2010,100
prt,2011,100
prt,2012,100
prt,2013,100
prt,2014,100
prt,2015,100
prt,2016,100
prt,2017,100
prt,2018,100
prt,2019,100
prt,2020,100
pry,1995,100
pry,1996,100
pry,1997,100
pry,1998,100
pry,1999,100
pry,2000,100
pry,2001,100
pry,2002,100
pry,2003,100
pry,2004,100
pry,2005,100
pry,2006,100
pry,2007,100
pry,2008,100
pry,2009,100
pry,2010,100
pry,2011,100
pry,2012,100
pry,2013,100
pry,2014,100
pry,2015,100
pry,2016,100
pry,2017,100
pry,2018,100
pry,2019,100
pry,2020,100
qat,2002,99.95
qat,2003,99.95
qat,2004,99.95
qat,2005,99.95
qat,2006,99.95
qat,2007,99.97
qat,2008,99.97
qat,2009,99.97
qat,2010,99.97
qat,2011,99.97
qat,2012,100
qat,2013,100
qat,2014,100
qat,2015,100
qat,2016,100
qat,2017,100
qat,2018,100
qat,2019,100
qat,2020,100
rou,1995,100
rou,1996,100
rou,1997,100
rou,1998,100
rou,1999,100
rou,2000,100
rou,2001,100
rou,2002,100
rou,2003,100
rou,2004,100
rou,2005,100
rou,2006,100
rou,2007,100
rou,2008,100
rou,2009,100
rou,2010,100
rou,2011,100
rou,2012,100
rou,2013,100
rou,2014,100
rou,2015,100
rou,2016,100
rou,2017,100
rou,2018,100
rou,2019,100
rou,2020,100
rus,2007,100
rus,2008,100
rus,2009,100
rus,2010,100
rus,2011,100
rus,2012,100
rus,2013,100
rus,2014,100
rus,2015,100
rus,2016,100
rus,2017,100
rus,2018,100
rus,2019,100
rus,2020,100
rwa,2000,100
rwa,2001,100
rwa,2002,100
rwa,2003,100
rwa,2005,99.95
rwa,2006,99.95
rwa,2008,99.97
rwa,2009,99.97
rwa,2010,99.97
rwa,2011,99.97
rwa,2012,100
rwa,2013,100
rwa,2014,100
rwa,2015,100
rwa,2016,100
rwa,2018,100
rwa,2019,100
rwa,2020,100
sau,2005,99.95
sau,2006,99.95
sau,2007,99.97
sau,2008,99.97
sau,2009,99.97
sau,2011,99.97
sau,2012,100
sau,2013,100
sau,2014,100
sau,2015,100
sau,2017,100
sau,2020,100
sen,2001,100
sen,2002,100
sen,2003,99.95
sen,2004,99.95
sen,2005,99.95
sen,2006,99.95
sen,2007,99.97
sen,2008,99.97
sen,2009,99.97
sen,2010,99.97
sen,2011,99.97
sen,2012,99.97
sen,2013,99.97
sen,2014,99.97
sen,2015,100
sen,2016,100
sen,2017,100
sen,2018,100
sen,2019,100
sen,2020,100
sgp,1995,68.73
sgp,1996,68.43
sgp,1997,68.43
sgp,1998,68.43
sgp,1999,68.43
sgp,2000,68.43
sgp,2001,68.43
sgp,2002,68.49
sgp,2003,68.49
sgp,2004,68.49
sgp,2005,68.49
sgp,2006,68.49
sgp,2007,66.92
sgp,2008,65.61
sgp,2009,65.61
sgp,2010,65.61
sgp,2011,65.61
sgp,2012,65.76
sgp,2013,65.76
sgp,2014,65.76
sgp,2015,67.69
sgp,2016,67.69
sgp,2017,67.69
sgp,2018,67.69
sgp,2019,67.43
sgp,2020,67.43
slb,2006,99.95
slb,2007,100
slb,2008,100
slb,2010,99.95
slb,2011,99.95
slb,2013,99.95
slb,2015,100
slb,2016,100
slb,2017,100
slb,2018,100
slb,2019,100
slb,2020,100
sle,2004,99.95
sle,2006,99.95
sle,2010,99.97
sle,2011,99.97
sle,2012,99.97
sle,2020,100
slv,1995,100
slv,1996,100
slv,1997,100
slv,1998,100
slv,1999,100
slv,2000,100
slv,2001,100
slv,2002,99.95
slv,2003,99.95
slv,2004,99.95
slv,2005,99.95
slv,2006,99.95
slv,2007,99.97
slv,2008,99.97
slv,2009,99.97
slv,2010,99.97
slv,2011,99.97
slv,2012,100
slv,2013,100
slv,2014,100
slv,2015,100
slv,2017,100
slv,2018,100
slv,2019,100
slv,2020,100
sur,1996,20.98
sur,1999,20.75
sur,2000,20.75
sur,2007,20.75
sur,2009,18.94
sur,2010,18.94
sur,2011,20.23
sur,2012,18.94
sur,2013,18.94
sur,2018,18.94
sur,2019,18.94
sur,2020,18.94
svk,1995,100
svk,1996,100
svk,1997,100
svk,1998,100
svk,1999,100
svk,2000,100
svk,2001,100
svk,2002,100
svk,2003,100
svk,2004,100
svk,2005,100
svk,2006,100
svk,2007,100
svk,2008,100
svk,2009,100
svk,2010,100
svk,2011,100
svk,2012,100
svk,2013,100
svk,2014,100
svk,2015,100
svk,2016,100
svk,2017,100
svk,2018,100
svk,2019,100
svk,2020,100
svn,1995,100
svn,1996,100
svn,1997,100
svn,1998,100
svn,1999,100
svn,2000,100
svn,2001,100
svn,2002,100
svn,2003,100
svn,2004,100
svn,2005,100
svn,2006,100
svn,2007,100
svn,2008,100
svn,2009,100
svn,2010,100
svn,2011,100
svn,2012,100
svn,2013,100
svn,2014,100
svn,2015,100
svn,2016,100
svn,2017,100
svn,2018,100
svn,2019,100
svn,2020,100
swe,1995,100
swe,1996,100
swe,1997,100
swe,1998,100
swe,1999,100
swe,2000,100
swe,2001,100
swe,2002,100
swe,2003,100
swe,2004,100
swe,2005,100
swe,2006,100
swe,2007,100
swe,2008,100
swe,2009,100
swe,2010,100
swe,2011,100
swe,2012,100
swe,2013,100
swe,2014,100
swe,2015,100
swe,2016,100
swe,2017,100
swe,2018,100
swe,2019,100
swe,2020,100
swz,2001,98.1
swz,2002,97.98
swz,2004,97.98
swz,2005,97.98
swz,2006,97.98
swz,2007,97.98
swz,2008,97.98
swz,2009,97.98
swz,2010,97.98
swz,2011,97.98
swz,2012,98.15
swz,2013,98.15
swz,2014,98.15
swz,2015,98.15
swz,2016,98.15
swz,2017,98.12
swz,2018,98.12
swz,2019,98.12
swz,2020,98.12
syc,2015,99.97
syc,2016,99.97
syc,2017,99.97
syc,2018,100
syc,2019,100
syc,2020,100
tcd,1997,2.72
tcd,2001,2.58
tcd,2002,2.58
tcd,2003,2.17
tcd,2004,2.17
tcd,2005,2.17
tcd,2006,2.17
tcd,2007,1.5
tcd,2008,1.5
tcd,2009,1.5
tcd,2010,1.5
tcd,2011,1.5
tcd,2013,1.3
tcd,2015,1.5
tcd,2016,1.5
tgo,1996,2.98
tgo,1997,2.98
tgo,1999,2.63
tgo,2000,2.63
tgo,2001,2.63
tgo,2002,2.63
tgo,2003,2.19
tgo,2004,2.19
tgo,2005,2.19
tgo,2006,2.19
tgo,2007,1.5
tgo,2008,1.5
tgo,2009,1.5
tgo,2010,1.5
tgo,2011,1.5
tgo,2012,1.5
tgo,2013,1.5
tgo,2014,1.5
tgo,2015,1.3
tgo,2016,1.3
tgo,2017,1.32
tgo,2018,1.32
tgo,2019,1.32
tgo,2020,1.32
tha,1995,73.17
tha,1999,73.35
tha,2000,73.35
tha,2001,73.35
tha,2003,72.97
tha,2004,72.97
tha,2005,72.97
tha,2006,72.97
tha,2007,73.16
tha,2008,73.16
tha,2009,73.16
tha,2010,73.16
tha,2011,73.16
tha,2013,73.44
tha,2014,73.44
tha,2015,73.44
tjk,2010,99.95
tjk,2012,99.97
tjk,2013,99.97
tjk,2014,99.97
tjk,2015,99.97
tjk,2016,99.97
tjk,2017,99.97
tjk,2020,100
ton,2009,99.97
ton,2010,99.97
ton,2011,99.97
ton,2012,99.97
ton,2013,99.97
ton,2015,100
ton,2016,100
ton,2017,100
ton,2020,100
tto,1996,99.95
tto,1999,100
tto,2001,100
tto,2002,100
tto,2003,100
tto,2004,99.95
tto,2005,99.95
tto,2006,99.95
tto,2007,99.97
tto,2008,99.97
tto,2010,99.95
tto,2011,99.95
tto,2012,99.97
tto,2013,99.97
tun,1995,56.62
tun,1998,56.17
tun,2000,56.17
tun,2002,56.17
tun,2003,55.71
tun,2004,55.71
tun,2005,55.71
tun,2006,55.71
tun,2008,56.44
tun,2009,56.46
tun,2010,56.46
tun,2011,56.46
tun,2012,56.7
tun,2013,56.7
tun,2015,56.7
tun,2016,56.7
tur,1995,47.51
tur,1996,46.97
tur,1997,46.97
tur,1998,46.97
tur,1999,46.97
tur,2000,46.97
tur,2001,46.97
tur,2002,46.14
tur,2003,46.14
tur,2004,46.14
tur,2005,46.14
tur,2006,46.14
tur,2007,47.26
tur,2008,47.26
tur,2009,47.26
tur,2010,47.26
tur,2011,47.26
tur,2013,47.54
tur,2015,47.57
tur,2016,47.57
tur,2017,47.18
tur,2018,47.18
tur,2019,47.18
tur,2020,47.18
tza,1997,2.46
tza,1998,2.46
tza,2000,2.46
tza,2003,2.46
tza,2005,2.04
tza,2006,2.04
tza,2007,2.04
tza,2008,1.37
tza,2009,1.37
tza,2010,1.37
tza,2011,1.37
tza,2012,1.17
tza,2013,1.17
tza,2014,1.17
tza,2015,1.17
tza,2016,1.17
tza,2018,1.19
tza,2019,1.19
tza,2020,1.19
uga,2000,6.31
uga,2001,6.31
uga,2002,5.78
uga,2003,5.78
uga,2004,5.78
uga,2005,5.78
uga,2006,5.78
uga,2007,5.78
uga,2008,3.96
uga,2009,3.96
uga,2010,3.96
uga,2011,3.96
uga,2012,3.72
uga,2013,3.72
uga,2014,3.72
uga,2015,3.72
uga,2016,3.72
uga,2018,3.73
uga,2019,3.73
uga,2020,3.73
ukr,2007,99.95
ukr,2008,99.95
ukr,2009,99.95
ukr,2010,99.95
ukr,2011,99.97
ukr,2012,99.97
ukr,2013,99.97
ukr,2014,100
ukr,2015,100
ukr,2016,100
ukr,2017,100
ukr,2018,100
ukr,2019,100
ukr,2020,100
ury,1995,99.97
ury,1996,100
ury,1997,100
ury,1998,100
ury,1999,100
ury,2000,100
ury,2001,100
ury,2002,99.95
ury,2004,99.95
ury,2005,99.95
ury,2006,99.95
ury,2007,99.95
ury,2008,99.97
ury,2009,99.97
ury,2010,99.97
ury,2011,99.97
ury,2012,100
ury,2013,100
ury,2014,100
ury,2015,100
ury,2016,100
ury,2017,100
ury,2018,100
ury,2019,100
ury,2020,100
usa,1995,100
usa,1996,100
usa,1997,100
usa,1998,100
usa,1999,100
usa,2000,100
usa,2001,100
usa,2002,100
usa,2003,100
usa,2004,100
usa,2005,100
usa,2006,100
usa,2007,100
usa,2008,100
usa,2009,100
usa,2010,100
usa,2011,100
usa,2012,100
