geo,time,ny_gdp_mktp_cn
are,1990,186125000000
are,1991,189248000000
are,1992,199112000000
are,1993,204200000000
are,1994,217709000000
are,1995,241345000000
are,1996,270080000000
are,1997,289418000000
are,1998,277914000000
are,1999,310126000000
are,2000,383179000000
are,2001,379412000000
are,2002,403300000000
are,2003,456662000000
are,2004,542885000000
are,2005,663317651100
are,2006,815723000000
are,2007,947197000000
are,2008,1158580526300
are,2009,931152675000
are,2010,1064244000000
are,2011,1287821000000
are,2012,1375684000000
are,2013,1432670000000
are,2014,1480521000000
are,2015,1315251000000
are,2016,1311248000000
are,2017,1416136223900
are,2018,1550584747600
are,2019,1532224142312.83008
are,2020,1317945540104.90991
arg,1960,0.13151
arg,1961,0.16681
arg,1962,0.21314
arg,1963,0.25347
arg,1964,0.35947
arg,1965,0.48186
arg,1966,0.60124
arg,1967,0.80047
arg,1968,0.92529
arg,1969,1.09397
arg,1970,1.2002
arg,1971,1.66466
arg,1972,2.77864
arg,1973,4.72896
arg,1974,6.51931
arg,1975,19.4023
arg,1976,102.339
arg,1977,283.905
arg,1978,708.61102
arg,1979,1932.14001
arg,1980,3840.3999
arg,1981,7474.2998
arg,1982,21852.5
arg,1983,109490
arg,1984,790920
arg,1985,5305000
arg,1986,9984100
arg,1987,23332300
arg,1988,111062000
arg,1989,3244039936
arg,1990,68921999360
arg,1991,180898005000
arg,1992,226638004200
arg,1993,236504973300
arg,1994,257440000000
arg,1995,258031750000
arg,1996,272149750000
arg,1997,292859000000
arg,1998,298948250000
arg,1999,283523000000
arg,2000,284203750000
arg,2001,268696750000
arg,2002,312580000000
arg,2003,375909500000
arg,2004,485115194700
arg,2005,582538172900
arg,2006,715904271700
arg,2007,896980174100
arg,2008,1149646090600
arg,2009,1247929268900
arg,2010,1661720925900
arg,2011,2179024103600
arg,2012,2637913848200
arg,2013,3348308488200
arg,2014,4579086425400
arg,2015,5954510895700
arg,2016,8228159556500
arg,2017,10660228494800
arg,2018,14744810677300
arg,2019,21802256302000
arg,2020,27481439972800
arm,1990,50310000
arm,1991,79690000
arm,1992,310190000
arm,1993,4218410000
arm,1994,187065008100
arm,1995,522255990800
arm,1996,661209022500
arm,1997,804334993400
arm,1998,955384987600
arm,1999,987443691500
arm,2000,1031338300000
arm,2001,1175876800000
arm,2002,1362471700000
arm,2003,1624642700000
arm,2004,1907945400000
arm,2005,2242880900000
arm,2006,2656189800000
arm,2007,3149283400000
arm,2008,3568227600000
arm,2009,3141651000000
arm,2010,3460202700000
arm,2011,3777945600000
arm,2012,4266460500000
arm,2013,4555638200000
arm,2014,4828626300000
arm,2015,5043633200000
arm,2016,5067293500000
arm,2017,5564493300000
arm,2018,6017035200000
arm,2019,6543321800000
arm,2020,6181664100000
asm,2002,512000000
asm,2003,524000000
asm,2004,509000000
asm,2005,500000000
asm,2006,493000000
asm,2007,518000000
asm,2008,560000000
asm,2009,675000000
asm,2010,573000000
asm,2011,570000000
asm,2012,640000000
asm,2013,638000000
asm,2014,643000000
asm,2015,673000000
asm,2016,671000000
asm,2017,612000000
asm,2018,639000000
asm,2019,648000000
asm,2020,709000000
atg,1977,209241235
atg,1978,237274222
atg,1979,294515943
atg,1980,354863772
atg,1981,399172683
atg,1982,443797053
atg,1983,491789051
atg,1984,562606685
atg,1985,650494597
atg,1986,784188380
atg,1987,910372127
atg,1988,1076321865
atg,1989,1184745929
atg,1990,1240570000
atg,1991,1300610000
atg,1992,1348060000
atg,1993,1444970000
atg,1994,1591460000
atg,1995,1558660000
atg,1996,1711070000
atg,1997,1837670000
atg,1998,1965220000
atg,1999,2068740000
atg,2000,2231200000
atg,2001,2161300000
atg,2002,2198830000
atg,2003,2312270000
atg,2004,2483270000
atg,2005,2762000000
atg,2006,3125690000
atg,2007,3544450000
atg,2008,3699190000
atg,2009,3316490000
atg,2010,3101490000
atg,2011,3071620000
atg,2012,3239860000
atg,2013,3189910000
atg,2014,3374280000
atg,2015,3609070000
atg,2016,3878780000
atg,2017,3963540000
atg,2018,4336050000
atg,2019,4556340000
atg,2020,3699760000
aus,1960,16614000000
aus,1961,17575000000
aus,1962,17789000000
aus,1963,19233000000
aus,1964,21252000000
aus,1965,23195000000
aus,1966,24385000000
aus,1967,27184000000
aus,1968,29213000000
aus,1969,32757000000
aus,1970,36910000000
aus,1971,40379000000
aus,1972,44556000000
aus,1973,49831000000
aus,1974,60374000000
aus,1975,71277000000
aus,1976,83377000000
aus,1977,96236000000
aus,1978,105094000000
aus,1979,118789000000
aus,1980,134654000000
aus,1981,152410000000
aus,1982,175917000000
aus,1983,189481000000
aus,1984,213766000000
aus,1985,235414000000
aus,1986,260714000000
aus,1987,286222000000
aus,1988,324449000000
aus,1989,368145000000
aus,1990,404569000000
aus,1991,415233000000
aus,1992,423222000000
aus,1993,444218000000
aus,1994,466618000000
aus,1995,495509000000
aus,1996,528636000000
aus,1997,556257000000
aus,1998,588842000000
aus,1999,620924000000
aus,2000,661722000000
aus,2001,706385000000
aus,2002,755579000000
aus,2003,802510000000
aus,2004,863395000000
aus,2005,924589000000
aus,2006,998436000000
aus,2007,1087683000000
aus,2008,1178577000000
aus,2009,1260468000000
aus,2010,1302858000000
aus,2011,1417898000000
aus,2012,1499804000000
aus,2013,1536454000000
aus,2014,1598553000000
aus,2015,1623207000000
aus,2016,1657744000000
aus,2017,1759314000000
aus,2018,1842946000000
aus,2019,1946228000000
aus,2020,1980866000000
aut,1960,12456853504
aut,1961,13815504896
aut,1962,14655121408
aut,1963,15822951424
aut,1964,17326626816
aut,1965,18883733504
aut,1966,20572207104
aut,1967,21879263232
aut,1968,23506483200
aut,1969,25664612352
aut,1970,29047294000
aut,1971,32427439000
aut,1972,37057943000
aut,1973,41997559000
aut,1974,47801145000
aut,1975,50702938000
aut,1976,56006921000
aut,1977,61911611000
aut,1978,65483749000
aut,1979,71830084000
aut,1980,77151790000
aut,1981,82215016000
aut,1982,88359974000
aut,1983,94146775000
aut,1984,98857490000
aut,1985,104329954000
aut,1986,109880625000
aut,1987,114085965000
aut,1988,119645441000
aut,1989,127981232000
aut,1990,137548696000
aut,1991,147464360000
aut,1992,155789392000
aut,1993,160927978000
aut,1994,168954605000
aut,1995,176608750000
aut,1996,182540880000
aut,1997,188723760000
aut,1998,196346610000
aut,1999,203850580000
aut,2000,213606480000
aut,2001,220525080000
aut,2002,226735220000
aut,2003,231862460000
aut,2004,242348260000
aut,2005,254075030000
aut,2006,267824450000
aut,2007,283977970000
aut,2008,293761910000
aut,2009,288044020000
aut,2010,295896640000
aut,2011,310128660000
aut,2012,318653040000
aut,2013,323910200000
aut,2014,333146070000
aut,2015,344269230000
aut,2016,357607950000
aut,2017,369361870000
aut,2018,385423950000
aut,2019,397518540000
aut,2020,379320560000
aze,1990,293200
aze,1991,534400
aze,1992,4820100
aze,1993,31400000
aze,1994,374700000
aze,1995,2133800000
aze,1996,2732600000
aze,1997,3158300000
aze,1998,3440600000
aze,1999,3775100000
aze,2000,4718100000
aze,2001,5315600000
aze,2002,6062500000
aze,2003,7146500000
aze,2004,8530200000
aze,2005,12522500000
aze,2006,18746200000
aze,2007,28360500000
aze,2008,40137200000
aze,2009,35601500000
aze,2010,42465000000
aze,2011,52082000000
aze,2012,54743700000
aze,2013,58182000000
aze,2014,59014100000
aze,2015,54380000000
aze,2016,60425200000
aze,2017,70337800000
aze,2018,80092000000
aze,2019,81896200000
aze,2020,72432200000
bdi,1960,9799999500
bdi,1961,10149999600
bdi,1962,10675000300
bdi,1963,11637499900
bdi,1964,13037500400
bdi,1965,13415200000
bdi,1966,14476400000
bdi,1967,15601000000
bdi,1968,16030000000
bdi,1969,16643000000
bdi,1970,21239100000
bdi,1971,22123700000
bdi,1972,21595400000
bdi,1973,24355100000
bdi,1974,27189500000
bdi,1975,33152700000
bdi,1976,38675600000
bdi,1977,49278200000
bdi,1978,54920300000
bdi,1979,70424700000
bdi,1980,82775400000
bdi,1981,87214200000
bdi,1982,91190000000
bdi,1983,100658000000
bdi,1984,118171000000
bdi,1985,138791000000
bdi,1986,137201000000
bdi,1987,139804000000
bdi,1988,151964000000
bdi,1989,176743000000
bdi,1990,193878000000
bdi,1991,211898000000
bdi,1992,225599995900
bdi,1993,227899998200
bdi,1994,233721004000
bdi,1995,249864994800
bdi,1996,263100000000
bdi,1997,342800000000
bdi,1998,400200000000
bdi,1999,455400000000
bdi,2000,627333193100
bdi,2001,728046498300
bdi,2002,768235261400
bdi,2003,849482572100
bdi,2004,1007615939900
bdi,2005,1208244000000
bdi,2006,1309900000000
bdi,2007,1467231000000
bdi,2008,1911139000000
bdi,2009,2191509000000
bdi,2010,2501047000000
bdi,2011,2819534000000
bdi,2012,3365810000000
bdi,2013,3812500000000
bdi,2014,4184999000000
bdi,2015,4879793000000
bdi,2016,4897101000000
bdi,2017,5485068000000
bdi,2018,5414485000000
bdi,2019,5559586343900
bdi,2020,6239579000000
bel,1960,14450609152
bel,1961,15369578496
bel,1962,16440317952
bel,1963,17674829824
bel,1964,19782035456
bel,1965,21531359232
bel,1966,23118405632
bel,1967,24779487232
bel,1968,26495297536
bel,1969,29388689408
bel,1970,33102330000
bel,1971,36266123000
bel,1972,40599196000
bel,1973,46130061000
bel,1974,54105540000
bel,1975,59878805000
bel,1976,68055986000
bel,1977,73603256000
bel,1978,79043163000
bel,1979,84538074000
bel,1980,91938570000
bel,1981,96393509000
bel,1982,104307846000
bel,1983,110506023000
bel,1984,119389867000
bel,1985,126978258000
bel,1986,132908805000
bel,1987,138264521000
bel,1988,147935633000
bel,1989,160411128000
bel,1990,170096820000
bel,1991,178197561000
bel,1992,187120977000
bel,1993,192721412000
bel,1994,203106897000
bel,1995,210489100000
bel,1996,214287100000
bel,1997,224101500000
bel,1998,232623800000
bel,1999,242307600000
bel,2000,256376400000
bel,2001,264334900000
bel,2002,273255900000
bel,2003,281200200000
bel,2004,296819700000
bel,2005,310037600000
bel,2006,325151500000
bel,2007,343618900000
bel,2008,351743100000
bel,2009,346472800000
bel,2010,363140100000
bel,2011,375967800000
bel,2012,386174700000
bel,2013,392880000000
bel,2014,403003300000
bel,2015,416701400000
bel,2016,430085300000
bel,2017,445050100000
bel,2018,460029400000
bel,2019,478160700000
bel,2020,456892900000
ben,1960,55462047700
ben,1961,57800011800
ben,1962,57929838600
ben,1963,62216437800
ben,1964,66112991200
ben,1965,71045292000
ben,1966,74422198300
ben,1967,75330887700
ben,1968,80786079700
ben,1969,85981503500
ben,1970,92215746600
ben,1971,92264521700
ben,1972,103414964200
ben,1973,112419971100
ben,1974,133508014100
ben,1975,145062002700
ben,1976,166884999200
ben,1977,184271994900
ben,1978,209598971900
ben,1979,252337012700
ben,1980,296900984800
ben,1981,350837964800
ben,1982,416599998500
ben,1983,417399996400
ben,1984,459300012000
ben,1985,469800026100
ben,1986,462700019700
ben,1987,469561999400
ben,1988,482587410400
ben,1989,479244386300
ben,1990,533629545100
ben,1991,560387826700
ben,1992,594416368900
ben,1993,644069732800
ben,1994,887259268600
ben,1995,1082965970900
ben,1996,1207834857200
ben,1997,1323938197500
ben,1998,1448386288100
ben,1999,2263338000000
ben,2000,2499926000000
ben,2001,2685133000000
ben,2002,2909671000000
ben,2003,3102021000000
ben,2004,3264365000000
ben,2005,3462851000000
ben,2006,3674800000000
ben,2007,3909982000000
ben,2008,4365330000000
ben,2009,4580012000000
ben,2010,4718034000000
ben,2011,5039213000000
ben,2012,5688291000000
ben,2013,6182559000000
ben,2014,6559333000000
ben,2015,6732814000000
ben,2016,7005230000000
ben,2017,7375302197900
ben,2018,7922004056127.25
ben,2019,8432247506700
ben,2020,9008810371200
bfa,1960,81022959600
bfa,1961,85901672400
bfa,1962,92999196700
bfa,1963,96546406400
bfa,1964,100539957200
bfa,1965,103640383500
bfa,1966,106597359600
bfa,1967,110885888000
bfa,1968,113989353500
bfa,1969,124338790400
bfa,1970,126704377900
bfa,1971,132835033100
bfa,1972,145822056400
bfa,1973,150399729700
bfa,1974,180801323000
bfa,1975,201448276000
bfa,1976,233346433000
bfa,1977,277918974000
bfa,1978,332974096400
bfa,1979,371939672100
bfa,1980,407499079700
bfa,1981,482552217600
bfa,1982,576523272200
bfa,1983,609811824600
bfa,1984,637904355300
bfa,1985,697477693400
bfa,1986,705183875100
bfa,1987,712222048300
bfa,1988,779182997500
bfa,1989,834394193900
bfa,1990,844374999000
bfa,1991,884418019300
bfa,1992,888488984600
bfa,1993,905988997100
bfa,1994,1052274262000
bfa,1995,1187732652000
bfa,1996,1323156242400
bfa,1997,1428629487600
bfa,1998,1654757130200
bfa,1999,2086187976300
bfa,2000,2108160114900
bfa,2001,2336620419500
bfa,2002,2512872151500
bfa,2003,2749159243200
bfa,2004,2874882704500
bfa,2005,3240716112600
bfa,2006,3420539891800
bfa,2007,3649928073800
bfa,2008,4215340616100
bfa,2009,4444600582300
bfa,2010,5002181838700
bfa,2011,5692822881100
bfa,2012,6413105899900
bfa,2013,6640134954900
bfa,2014,6884466390200
bfa,2015,6995311000000
bfa,2016,7605123000000
bfa,2017,8191299000000
bfa,2018,8826081000000
bfa,2019,9478963093200
bfa,2020,10322332746400
bgd,1960,20519491600
bgd,1961,23124385800
bgd,1962,24390785000
bgd,1963,25533401100
bgd,1964,25853063200
bgd,1965,28351856600
bgd,1966,30910501700
bgd,1967,34817163300
bgd,1968,35921691700
bgd,1969,40660830900
bgd,1970,43165066400
bgd,1971,42008847300
bgd,1972,37729475200
bgd,1973,62922812900
bgd,1974,99674260500
bgd,1975,172623537500
bgd,1976,150239133000
bgd,1977,149303279700
bgd,1978,200820319200
bgd,1979,236906610500
bgd,1980,280777000000
bgd,1981,330880000000
bgd,1982,371249000000
bgd,1983,418391000000
bgd,1984,473021000000
bgd,1985,579239000000
bgd,1986,653221000000
bgd,1987,753239000000
bgd,1988,829265000000
bgd,1989,923893000000
bgd,1990,1039585474800
bgd,1991,1105182177000
bgd,1992,1195424572200
bgd,1993,1253694434000
bgd,1994,1354123301400
bgd,1995,1525177900500
bgd,1996,1899334000000
bgd,1997,2060032000000
bgd,1998,2269299000000
bgd,1999,2465089000000
bgd,2000,2685034000000
bgd,2001,2913370000000
bgd,2002,3142804000000
bgd,2003,3483202000000
bgd,2004,3832940000000
bgd,2005,4270741000000
bgd,2006,4823369660200
bgd,2007,5497997000000
bgd,2008,6286822000000
bgd,2009,7050718000000
bgd,2010,7975387000000
bgd,2011,9158288000000
bgd,2012,10552040389300
bgd,2013,11989231718700
bgd,2014,13436744000000
bgd,2015,15158023000000
bgd,2016,17328639000000
bgd,2017,19758152000000
bgd,2018,22504793000000
bgd,2019,25424826000000
bgd,2020,27393324000000
bgr,1980,25791000
bgr,1981,27818000
bgr,1982,29013000
bgr,1983,29814600
bgr,1984,31670900
bgr,1985,32595300
bgr,1986,34423800
bgr,1987,36531300
bgr,1988,38345100
bgr,1989,39579200
bgr,1990,45390600
bgr,1991,135700000
bgr,1992,200800000
bgr,1993,298900000
bgr,1994,525600000
bgr,1995,1275678000
bgr,1996,2187142000
bgr,1997,19032357000
bgr,1998,26460036000
bgr,1999,25042932000
bgr,2000,28124879000
bgr,2001,30986688000
bgr,2002,34068712000
bgr,2003,36637913000
bgr,2004,41201300000
bgr,2005,47017239000
bgr,2006,53608436000
bgr,2007,63454890000
bgr,2008,72790342000
bgr,2009,73181464000
bgr,2010,74877677000
bgr,2011,81124446000
bgr,2012,82645905000
bgr,2013,82241820000
bgr,2014,84150301000
bgr,2015,89599755000
bgr,2016,95390491000
bgr,2017,102740641000
bgr,2018,109964191000
bgr,2019,120395232000
bgr,2020,119951087000
bhr,1980,1158100000
bhr,1981,1303900000
bhr,1982,1370800000
bhr,1983,1404400000
bhr,1984,1468500000
bhr,1985,1373100000
bhr,1986,1147700000
bhr,1987,1275399900
bhr,1988,1392100000
bhr,1989,1452700000
bhr,1990,1590400000
bhr,1991,1735700000
bhr,1992,1786400000
bhr,1993,1955300000
bhr,1994,2093400100
bhr,1995,2199399900
bhr,1996,2294299900
bhr,1997,2387300100
bhr,1998,2325100000
bhr,1999,2489499900
bhr,2000,3407650000
bhr,2001,3375050000
bhr,2002,3607160000
bhr,2003,4164130000
bhr,2004,4944460000
bhr,2005,6004240000
bhr,2006,6957790000
bhr,2007,8170480000
bhr,2008,9667300000
bhr,2009,8624770000
bhr,2010,9668190000
bhr,2011,10820000000
bhr,2012,11561740000
bhr,2013,12234840000
bhr,2014,12553780000
bhr,2015,11675040000
bhr,2016,12120350000
bhr,2017,13338140000
bhr,2018,14213350000
bhr,2019,14533370000
bhr,2020,13058190000
bhs,1960,173200000
bhs,1961,193900000
bhs,1962,216500000
bhs,1963,242500000
bhs,1964,272000000
bhs,1965,306400000
bhs,1966,346800000
bhs,1967,398000000
bhs,1968,453800000
bhs,1969,538700000
bhs,1970,539500000
bhs,1971,573400000
bhs,1972,590900000
bhs,1973,670900000
bhs,1974,632400000
bhs,1975,596200000
bhs,1976,642100000
bhs,1977,713000000
bhs,1978,832400000
bhs,1979,1139800100
bhs,1980,1335300000
bhs,1981,1426500000
bhs,1982,1578300000
bhs,1983,1732800000
bhs,1984,2041100000
bhs,1985,2320699900
bhs,1986,2472500000
bhs,1987,2713999900
bhs,1988,2817900000
bhs,1989,3062000000
bhs,1990,3166000000
bhs,1991,3111160000
bhs,1992,3109000000
bhs,1993,3092000000
bhs,1994,3259000000
bhs,1995,3429000000
bhs,1996,3609000000
bhs,1997,6332360000
bhs,1998,6833220000
bhs,1999,7683870000
bhs,2000,8076470000
bhs,2001,8317830000
bhs,2002,8881160000
bhs,2003,8870090000
bhs,2004,9055290000
bhs,2005,9836200000
bhs,2006,10167250000
bhs,2007,10618340000
bhs,2008,10526000000
bhs,2009,9981960000
bhs,2010,10095760000
bhs,2011,10070450000
bhs,2012,10720500000
bhs,2013,10494600000
bhs,2014,11142900000
bhs,2015,11890600000
bhs,2016,11992600000
bhs,2017,12359700000
bhs,2018,12837800000
bhs,2019,13164400000
bhs,2020,9907500000
bih,1994,2034400000
bih,1995,2674985700
bih,1996,4192441000
bih,1997,6367297000
bih,1998,7244156000
bih,1999,8603006000
bih,2000,11819602087.3395
bih,2001,12678173222.3612
bih,2002,13982386790.2178
bih,2003,14728006043.6717
bih,2004,15998147499.8402
bih,2005,17650338710.4869
bih,2006,20057214795.8642
bih,2007,22547858630.0488
bih,2008,25519329644.0574
bih,2009,24798520445.8554
bih,2010,25364952570.0327
bih,2011,26231261989.6027
bih,2012,26222709768.2703
bih,2013,26778754000
bih,2014,27358709686.8556
bih,2015,28589053000
bih,2016,29904460033
bih,2017,31376236000
bih,2018,33444056000
bih,2019,35295752000
bih,2020,34240156000
blr,1990,433
blr,1991,900
blr,1992,9200
blr,1993,98500
blr,1994,1779300
blr,1995,12140300
blr,1996,19183900
blr,1997,36683000
blr,1998,70216100
blr,1999,302606400
blr,2000,913380000
blr,2001,1717320000
blr,2002,2613830000
blr,2003,3656480000
blr,2004,4999180000
blr,2005,6506710000
blr,2006,7926700000
blr,2007,9716530000
blr,2008,12979080000
blr,2009,14209130000
blr,2010,17046580000
blr,2011,30724500000
blr,2012,54761670000
blr,2013,67068850000
blr,2014,80579270000
blr,2015,89909810000
blr,2016,94949000000
blr,2017,105748200000
blr,2018,122319700000
blr,2019,134732100000
blr,2020,147006000000
blz,1960,40103500
blz,1961,42807100
blz,1962,45510800
blz,1963,48214400
blz,1964,51706500
blz,1965,57300000
blz,1966,63500000
blz,1967,68700000
blz,1968,75000000
blz,1969,79000000
blz,1970,88900000
blz,1971,97100000
blz,1972,105700000
blz,1973,127700000
blz,1974,176500000
blz,1975,213700000
blz,1976,216100000
blz,1977,235300000
blz,1978,272600000
blz,1979,303600000
blz,1980,395876444.85857
blz,1981,392179709.31269
blz,1982,364412653.97142
blz,1983,384206371.91064
blz,1984,428763898.03876
blz,1985,425287485.32941
blz,1986,463276641.07113
blz,1987,562165117.1718
blz,1988,640186720.5449
blz,1989,738267781.40949
blz,1990,824172890.98435
blz,1991,889441500
blz,1992,1037119400
blz,1993,1120410600
blz,1994,1162539100
blz,1995,1240845000
blz,1996,1283320000
blz,1997,1309165800
blz,1998,1378280000
blz,1999,1465464700
blz,2000,1664144900
blz,2001,1736717500
blz,2002,1850395900
blz,2003,1967151200
blz,2004,2102773200
blz,2005,2205129800
blz,2006,2421207500
blz,2007,2543196100
blz,2008,2702677300
blz,2009,2634618900
blz,2010,2754354200
blz,2011,2921595806.46812
blz,2012,3045795012.15698
blz,2013,3158822506.01027
blz,2014,3334670121.92128
blz,2015,3443401982.93824
blz,2016,3578608175.57123
blz,2017,3717059353.43714
blz,2018,3831799573.92814
blz,2019,3965037081.2268
blz,2020,3272561594.16112
bmu,1960,72400000
bmu,1961,76500000
bmu,1962,80700000
bmu,1963,82600000
bmu,1964,92200000
bmu,1965,98000000
bmu,1966,115000000
bmu,1967,134800000
bmu,1968,150000000
bmu,1969,164900000
bmu,1970,186300000
bmu,1971,211100000
bmu,1972,235400000
bmu,1973,269500000
bmu,1974,312600000
bmu,1975,345000000
bmu,1976,386300000
bmu,1977,447000000
bmu,1978,475800000
bmu,1979,517200000
bmu,1980,613299968
bmu,1981,739100032
bmu,1982,785500032
bmu,1983,889400000
bmu,1984,985699968
bmu,1985,1039500032
bmu,1986,1173500032
bmu,1987,1296499968
bmu,1988,1415100032
bmu,1989,1501500032
bmu,1990,1592400000
bmu,1991,1634900000
bmu,1992,1679900000
bmu,1993,1820359900
bmu,1994,1867160100
bmu,1995,2030750000
bmu,1996,2695390000
bmu,1997,2932827000
bmu,1998,3130748000
bmu,1999,3324433000
bmu,2000,3480219000
bmu,2001,3680483000
bmu,2002,3937228000
bmu,2003,4186525000
bmu,2004,4484703000
bmu,2005,4868136000
bmu,2006,6144000000
bmu,2007,6767000000
bmu,2008,6980000000
bmu,2009,6656000000
bmu,2010,6634526000
bmu,2011,6312691000
bmu,2012,6378188000
bmu,2013,6465756000
bmu,2014,6413988000
bmu,2015,6654541000
bmu,2016,6899911000
bmu,2017,7142316000
bmu,2018,7224329000
bmu,2019,7484113000
bmu,2020,6842700000
bol,1960,4479
bol,1961,4872
bol,1962,5327
bol,1963,5736
bol,1964,6463
bol,1965,7180
bol,1966,7950
bol,1967,8979
bol,1968,10192
bol,1969,11044
bol,1970,12082
bol,1971,13016
bol,1972,16720
bol,1973,25272
bol,1974,42026
bol,1975,48118
bol,1976,54667
bol,1977,64581
bol,1978,75202
bol,1979,90210
bol,1980,111000
bol,1981,144000
bol,1982,358000
bol,1983,1256000
bol,1984,19347000
bol,1985,2366158000
bol,1986,7607769000
bol,1987,8884398000
bol,1988,10805500000
bol,1989,12693906000
bol,1990,15443136000
bol,1991,19132128000
bol,1992,22014006000
bol,1993,24458969000
bol,1994,27636342000
bol,1995,32235073000
bol,1996,37536647000
bol,1997,41643866000
bol,1998,46822326000
bol,1999,48156175000
bol,2000,51928492000
bol,2001,53790327000
bol,2002,56682329000
bol,2003,61904449000
bol,2004,69626113000
