geo,time,dc_dac_korl_cd
bgd,2017,33819999.69482
bgd,2018,69029998.7793
bgd,2019,98629997.25342
bgr,1991,109999.9994
bgr,1992,170000.00179
bgr,1993,140000.0006
bgr,1994,150000.00596
bgr,1995,170000.00179
bgr,1996,239999.99464
bgr,1997,200000.00298
bgr,1998,409999.99642
bgr,1999,119999.99732
bgr,2000,129999.99523
bgr,2001,490000.00954
bgr,2002,360000.01431
bgr,2003,230000.00417
bgr,2004,790000.02146
bhr,1991,250000
bhr,1992,319999.99285
bhr,1993,239999.99464
bhr,1994,29999.99933
bhr,1995,19999.99955
bhr,1996,19999.99955
bhr,1997,39999.99911
bhr,1998,19999.99955
bhr,1999,9999.99978
bhr,2001,39999.99911
bhr,2003,9999.99978
bhr,2004,90000.00358
bhs,1991,39999.99911
bhs,1997,59999.99866
bhs,2000,9999.99978
bhs,2002,109999.9994
bih,1996,1039999.96185
bih,1997,720000.02861
bih,1998,9999.99978
bih,1999,560000.00238
bih,2000,430000.00715
bih,2001,349999.99404
bih,2002,19999.99955
bih,2003,50000.00075
bih,2006,12909999.84741
bih,2007,7760000.22888
bih,2008,29999.99933
bih,2009,13949999.80927
bih,2010,25129999.16077
bih,2011,14220000.26703
bih,2012,11840000.15259
bih,2013,2250000
bih,2014,10159999.84741
bih,2015,-3039999.96185
bih,2016,-310000.00238
bih,2017,-4110000.13351
bih,2018,-4119999.88556
bih,2019,-3900000.09537
blr,1992,9999.99978
blr,1993,9999.99978
blr,1994,29999.99933
blr,1995,90000.00358
blr,1996,29999.99933
blr,1997,29999.99933
blr,1998,19999.99955
blr,1999,19999.99955
blr,2000,170000.00179
blr,2001,29999.99933
blr,2002,140000.0006
blr,2003,119999.99732
blr,2004,140000.0006
blr,2005,29999.99933
blr,2006,29999.99933
blr,2007,50000.00075
blr,2008,439999.99762
blr,2009,50000.00075
blr,2010,90000.00358
blr,2011,250000
blr,2012,259999.99046
blr,2013,189999.99762
blr,2014,639999.98569
blr,2015,370000.00477
blr,2016,239999.99464
blr,2017,360000.01431
blr,2018,140000.0006
blr,2019,159999.99642
blz,1991,90000.00358
blz,1992,50000.00075
blz,1993,50000.00075
blz,1994,50000.00075
blz,1995,50000.00075
blz,1997,19999.99955
blz,1998,9999.99978
blz,1999,39999.99911
blz,2000,59999.99866
blz,2001,50000.00075
blz,2002,360000.01431
blz,2003,79999.99821
blz,2004,39999.99911
blz,2005,29999.99933
blz,2006,449999.98808
blz,2007,349999.99404
blz,2008,109999.9994
blz,2009,50000.00075
blz,2010,70000.0003
blz,2011,109999.9994
blz,2012,70000.0003
blz,2013,759999.99046
blz,2014,340000.00358
blz,2015,209999.99344
blz,2016,129999.99523
blz,2017,180000.00715
blz,2018,100000.00149
blz,2019,59999.99866
bol,1989,9999.99978
bol,1991,209999.99344
bol,1992,159999.99642
bol,1993,140000.0006
bol,1994,129999.99523
bol,1995,270000.01073
bol,1996,389999.98569
bol,1997,140000.0006
bol,1998,150000.00596
bol,1999,59999.99866
bol,2000,109999.9994
bol,2001,500000
bol,2002,200000.00298
bol,2003,540000.02146
bol,2004,589999.97377
bol,2005,4360000.13351
bol,2006,4500000
bol,2007,8659999.84741
bol,2008,5230000.01907
bol,2009,1840000.03338
bol,2010,1659999.96662
bol,2011,1350000.02384
bol,2012,5639999.86649
bol,2013,6760000.22888
bol,2014,17209999.08447
bol,2015,20620000.83923
bol,2016,18329999.92371
bol,2017,18700000.76294
bol,2018,15409999.84741
bol,2019,22430000.30518
bra,1990,9999.99978
bra,1991,9999.99978
bra,1993,9999.99978
bra,1994,19999.99955
bra,1996,9999.99978
bra,1997,9999.99978
bra,1999,9999.99978
bra,2001,39999.99911
bra,2002,39999.99911
bra,2003,50000.00075
bra,2004,189999.99762
bra,2005,189999.99762
bra,2006,219999.99881
bra,2007,159999.99642
bra,2008,519999.98093
bra,2009,360000.01431
bra,2010,370000.00477
bra,2011,800000.01192
bra,2012,519999.98093
bra,2013,689999.99762
bra,2014,119999.99732
bra,2015,0
bra,2016,19999.99955
bra,2017,39999.99911
bra,2018,9999.99978
bra,2019,1370000.00477
brb,1991,90000.00358
brb,1992,50000.00075
brb,1993,39999.99911
brb,1994,39999.99911
brb,1995,29999.99933
brb,1996,29999.99933
brb,1997,19999.99955
brb,2001,9999.99978
brb,2002,90000.00358
brb,2003,9999.99978
brb,2005,50000.00075
brb,2006,50000.00075
brb,2007,59999.99866
brn,1990,19999.99955
brn,1994,9999.99978
brn,1997,50000.00075
brn,1998,9999.99978
brn,1999,19999.99955
brn,2000,50000.00075
brn,2001,9999.99978
brn,2002,19999.99955
brn,2003,29999.99933
brn,2004,50000.00075
btn,1991,219999.99881
btn,1992,230000.00417
btn,1993,39999.99911
btn,1994,90000.00358
btn,1995,319999.99285
btn,1996,209999.99344
btn,1997,159999.99642
btn,1998,140000.0006
btn,1999,239999.99464
btn,2000,100000.00149
btn,2001,119999.99732
btn,2002,170000.00179
btn,2003,140000.0006
btn,2004,150000.00596
btn,2005,259999.99046
btn,2006,289999.99166
btn,2007,319999.99285
btn,2008,400000.00596
btn,2009,379999.99523
btn,2010,349999.99404
btn,2011,839999.97377
btn,2012,409999.99642
btn,2013,629999.99523
btn,2014,1120000.00477
btn,2015,720000.02861
btn,2016,709999.97854
btn,2017,629999.99523
btn,2018,529999.97139
btn,2019,2529999.97139
bwa,1991,79999.99821
bwa,1992,100000.00149
bwa,1993,59999.99866
bwa,1995,50000.00075
bwa,1997,59999.99866
bwa,2000,9999.99978
bwa,2001,9999.99978
bwa,2006,29999.99933
bwa,2010,9999.99978
bwa,2013,9999.99978
bwa,2014,119999.99732
bwa,2015,9999.99978
bwa,2016,189999.99762
bwa,2017,1019999.98093
bwa,2018,159999.99642
bwa,2019,1129999.99523
caf,1991,270000.01073
caf,1992,200000.00298
caf,1993,259999.99046
caf,1994,70000.0003
caf,1995,59999.99866
caf,1996,59999.99866
caf,2002,50000.00075
caf,2005,70000.0003
caf,2007,209999.99344
caf,2008,19999.99955
caf,2010,270000.01073
caf,2011,280000.00119
caf,2012,419999.98689
caf,2013,589999.97377
caf,2014,1009999.99046
caf,2015,529999.97139
caf,2016,509999.99046
caf,2017,1559999.94278
caf,2018,1220000.02861
caf,2019,3329999.92371
chl,1989,9999.99978
chl,1990,9999.99978
chl,1991,9999.99978
chl,1992,50000.00075
chl,1993,50000.00075
chl,1994,109999.9994
chl,1997,109999.9994
chl,1998,39999.99911
chl,1999,29999.99933
chl,2000,29999.99933
chl,2001,79999.99821
chl,2002,29999.99933
chl,2003,59999.99866
chl,2004,569999.99285
chl,2005,500000
chl,2006,310000.00238
chl,2007,239999.99464
chl,2008,340000.00358
chl,2009,100000.00149
chl,2010,2430000.06676
chl,2011,209999.99344
chl,2012,150000.00596
chl,2013,300000.01192
chl,2014,9999.99978
chl,2015,100000.00149
chl,2016,230000.00417
chl,2017,419999.98689
chn,1988,19999.99955
chn,1989,29999.99933
chn,1990,29999.99933
chn,1991,319999.99285
chn,1992,209999.99344
chn,1993,699999.98808
chn,1994,2890000.1049
chn,1995,5880000.11444
chn,1996,40720001.2207
chn,1997,14000000
chn,1998,18020000.45776
chn,1999,23180000.30518
chn,2000,14619999.88556
chn,2001,16180000.30518
chn,2002,26500000
chn,2003,16399999.61853
chn,2004,25250000
chn,2005,19719999.31335
chn,2006,10149999.61853
chn,2007,6309999.94278
chn,2008,15689999.58038
chn,2009,629999.99523
chn,2010,3089999.91417
chn,2011,-1019999.98093
chn,2012,-1610000.01431
chn,2013,-14409999.84741
chn,2014,-6760000.22888
chn,2015,-7349999.90463
chn,2016,-5269999.98093
chn,2017,-7699999.80927
chn,2018,-6670000.07629
chn,2019,-4349999.90463
civ,1989,9999.99978
civ,1991,270000.01073
civ,1992,270000.01073
civ,1993,239999.99464
civ,1994,289999.99166
civ,1995,469999.99881
civ,1996,319999.99285
civ,1997,360000.01431
civ,1998,239999.99464
civ,1999,239999.99464
civ,2002,9999.99978
civ,2003,129999.99523
civ,2004,189999.99762
civ,2005,259999.99046
civ,2006,1029999.97139
civ,2007,850000.02384
civ,2008,1730000.01907
civ,2009,980000.01907
civ,2010,1230000.01907
civ,2011,1029999.97139
civ,2012,1039999.96185
civ,2013,1889999.98569
civ,2014,2559999.94278
civ,2015,3539999.96185
civ,2016,6019999.98093
civ,2017,6300000.19073
civ,2018,6760000.22888
civ,2019,10270000.45776
cmr,1990,9999.99978
cmr,1991,270000.01073
cmr,1992,209999.99344
cmr,1993,330000.01311
cmr,1994,259999.99046
cmr,1995,289999.99166
cmr,1996,500000
cmr,1997,400000.00596
cmr,1998,209999.99344
cmr,1999,239999.99464
cmr,2000,200000.00298
cmr,2001,230000.00417
cmr,2002,300000.01192
cmr,2003,419999.98689
cmr,2004,629999.99523
cmr,2005,689999.99762
cmr,2006,310000.00238
cmr,2007,270000.01073
cmr,2008,740000.00954
cmr,2009,180000.00715
cmr,2010,2569999.93324
cmr,2011,4300000.19073
cmr,2012,15510000.22888
cmr,2013,7179999.82834
cmr,2014,11359999.65668
cmr,2015,16700000.76294
cmr,2016,11250000
cmr,2017,25569999.69482
cmr,2018,13060000.41962
cmr,2019,13970000.26703
cod,1989,9999.99978
cod,1990,9999.99978
cod,1991,239999.99464
cod,1992,230000.00417
cod,1993,219999.99881
cod,1994,209999.99344
cod,1995,159999.99642
cod,1996,140000.0006
cod,1998,19999.99955
cod,1999,29999.99933
cod,2000,9999.99978
cod,2001,29999.99933
cod,2002,29999.99933
cod,2003,70000.0003
cod,2004,9999.99978
cod,2005,319999.99285
cod,2006,310000.00238
cod,2007,1639999.98569
cod,2008,2509999.99046
cod,2009,2160000.08583
cod,2010,5670000.07629
cod,2011,5989999.77112
cod,2012,6849999.90463
cod,2013,6289999.96185
cod,2014,11520000.45776
cod,2015,9710000.03815
cod,2016,10090000.15259
cod,2017,14609999.65668
cod,2018,19260000.22888
cod,2019,42159999.84741
cog,1991,100000.00149
cog,1992,100000.00149
cog,1993,189999.99762
cog,1994,70000.0003
cog,1995,79999.99821
cog,1996,39999.99911
cog,2000,19999.99955
cog,2002,59999.99866
cog,2003,9999.99978
cog,2004,59999.99866
cog,2005,79999.99821
cog,2006,250000
cog,2007,1049999.95232
cog,2008,340000.00358
cog,2009,9999.99978
cog,2010,270000.01073
cog,2011,150000.00596
cog,2012,50000.00075
cog,2013,129999.99523
cog,2014,19999.99955
cog,2015,109999.9994
cog,2016,109999.9994
cog,2017,100000.00149
cog,2019,100000.00149
col,1989,19999.99955
col,1990,9999.99978
col,1991,180000.00715
col,1992,189999.99762
col,1993,209999.99344
col,1994,209999.99344
col,1995,219999.99881
col,1996,150000.00596
col,1997,150000.00596
col,1998,50000.00075
col,1999,70000.0003
col,2000,70000.0003
col,2001,129999.99523
col,2002,370000.00477
col,2003,270000.01073
col,2004,519999.98093
col,2005,469999.99881
col,2006,250000
col,2007,180000.00715
col,2008,1419999.95708
col,2009,1379999.99523
col,2010,6969999.79019
col,2011,8170000.07629
col,2012,5369999.88556
col,2013,21610000.61035
col,2014,20040000.91553
col,2015,15119999.88556
col,2016,12649999.61853
col,2017,9010000.22888
col,2018,61669998.16895
col,2019,24290000.91553
com,1991,59999.99866
com,1992,39999.99911
com,1993,39999.99911
com,1994,70000.0003
com,1995,59999.99866
com,1996,50000.00075
com,1997,39999.99911
com,2003,59999.99866
com,2006,9999.99978
com,2012,79999.99821
com,2013,90000.00358
com,2014,100000.00149
com,2015,170000.00179
com,2016,129999.99523
com,2017,79999.99821
com,2018,209999.99344
com,2019,109999.9994
cpv,1991,90000.00358
cpv,1992,50000.00075
cpv,1993,29999.99933
cpv,1994,29999.99933
cpv,1995,29999.99933
cpv,1996,29999.99933
cpv,1997,50000.00075
cpv,2000,19999.99955
cpv,2002,39999.99911
cpv,2014,19999.99955
cpv,2018,150000.00596
cri,1989,9999.99978
cri,1991,200000.00298
cri,1992,119999.99732
cri,1993,100000.00149
cri,1994,119999.99732
cri,1995,109999.9994
cri,1996,300000.01192
cri,1997,509999.99046
cri,1998,90000.00358
cri,1999,319999.99285
cri,2000,239999.99464
cri,2001,230000.00417
cri,2002,400000.00596
cri,2003,379999.99523
cri,2004,529999.97139
cri,2005,449999.98808
cri,2006,649999.97616
cri,2007,1730000.01907
cri,2008,829999.98331
cri,2009,90000.00358
cri,2010,189999.99762
cri,2011,230000.00417
cri,2012,250000
cri,2013,689999.99762
cri,2014,1600000.02384
cri,2015,589999.97377
cri,2016,899999.97616
cri,2017,1840000.03338
cri,2018,1039999.96185
cri,2019,2710000.03815
cub,2003,50000.00075
cub,2004,9999.99978
cub,2005,9999.99978
cub,2008,140000.0006
cub,2010,19999.99955
cub,2011,39999.99911
cub,2013,200000.00298
cub,2014,1070000.05245
cub,2015,479999.98927
cub,2016,3079999.92371
cub,2017,2670000.07629
cub,2018,1519999.98093
cub,2019,109999.9994
cze,1991,100000.00149
cze,1992,119999.99732
cze,1993,19999.99955
cze,1994,70000.0003
cze,1995,79999.99821
cze,1996,19999.99955
cze,1997,39999.99911
cze,1999,39999.99911
cze,2000,19999.99955
cze,2001,50000.00075
cze,2002,109999.9994
cze,2003,90000.00358
cze,2004,70000.0003
dji,1992,0
dji,1993,0
dji,1994,50000.00075
dji,1995,29999.99933
dji,1996,50000.00075
dji,1997,39999.99911
dji,2000,50000.00075
dji,2002,39999.99911
dji,2003,39999.99911
dji,2004,90000.00358
dji,2005,100000.00149
dji,2006,529999.97139
dji,2007,569999.99285
dji,2008,250000
dji,2010,270000.01073
dji,2011,389999.98569
dji,2012,1159999.96662
dji,2013,310000.00238
dji,2015,79999.99821
dji,2017,189999.99762
dji,2019,140000.0006
dma,1991,9999.99978
dma,1992,19999.99955
dma,1994,19999.99955
dma,1995,39999.99911
dma,1996,19999.99955
dma,1997,750000
dma,1998,19999.99955
dma,1999,9999.99978
dma,2001,39999.99911
dma,2002,280000.00119
dma,2003,79999.99821
dma,2004,59999.99866
dma,2005,109999.9994
dma,2006,19999.99955
dma,2007,509999.99046
dma,2010,19999.99955
dma,2011,9999.99978
dma,2012,109999.9994
dma,2013,159999.99642
dma,2014,150000.00596
dma,2015,180000.00715
dma,2016,119999.99732
dma,2017,9999.99978
dma,2018,100000.00149
dma,2019,19999.99955
dom,1991,170000.00179
dom,1992,200000.00298
dom,1993,409999.99642
dom,1994,29999.99933
dom,1995,50000.00075
dom,1996,289999.99166
dom,1997,29999.99933
dom,1998,219999.99881
dom,1999,189999.99762
dom,2000,39999.99911
dom,2001,100000.00149
dom,2002,79999.99821
dom,2003,119999.99732
dom,2004,119999.99732
dom,2005,460000.00834
dom,2006,1649999.97616
dom,2007,1480000.01907
dom,2008,14250000
dom,2009,6909999.84741
dom,2010,2740000.00954
dom,2011,3049999.95232
dom,2012,2740000.00954
dom,2013,3940000.05722
dom,2014,3140000.1049
dom,2015,15840000.15259
dom,2016,10449999.80927
dom,2017,3329999.92371
dom,2018,3630000.11444
dom,2019,7320000.17166
dza,1989,9999.99978
dza,1992,29999.99933
dza,1993,109999.9994
dza,1994,29999.99933
dza,1995,79999.99821
dza,1997,9999.99978
dza,1998,19999.99955
dza,2000,29999.99933
dza,2001,70000.0003
dza,2002,310000.00238
dza,2003,1159999.96662
dza,2004,140000.0006
dza,2005,340000.00358
dza,2006,1820000.05245
dza,2007,2720000.02861
dza,2008,3460000.03815
dza,2009,2599999.90463
dza,2010,2890000.1049
dza,2011,3869999.88556
dza,2012,2440000.05722
dza,2013,4389999.86649
dza,2014,3839999.91417
dza,2015,3970000.02861
dza,2016,2640000.1049
dza,2017,1009999.99046
dza,2018,1610000.01431
dza,2019,3289999.96185
ecu,1991,209999.99344
ecu,1992,159999.99642
ecu,1993,209999.99344
ecu,1994,230000.00417
ecu,1995,239999.99464
ecu,1996,7239999.77112
ecu,1997,2650000.09537
ecu,1998,39999.99911
ecu,1999,2440000.05722
ecu,2000,529999.97139
ecu,2001,90000.00358
ecu,2002,-59999.99866
ecu,2003,-340000.00358
ecu,2004,-490000.00954
ecu,2005,-560000.00238
ecu,2006,209999.99344
ecu,2007,3349999.90463
ecu,2008,3619999.88556
ecu,2009,2750000
ecu,2010,3829999.92371
ecu,2011,16850000.38147
ecu,2012,23399999.61853
ecu,2013,20620000.83923
ecu,2014,10260000.22888
ecu,2015,11630000.11444
ecu,2016,24110000.61035
ecu,2017,34729999.54224
ecu,2018,21889999.38965
ecu,2019,21670000.07629
egy,1988,9999.99978
egy,1989,29999.99933
egy,1991,79999.99821
egy,1992,319999.99285
egy,1993,419999.98689
egy,1994,209999.99344
egy,1995,230000.00417
egy,1996,540000.02146
egy,1997,1470000.02861
egy,1998,759999.99046
egy,1999,670000.01669
egy,2000,660000.02623
egy,2001,649999.97616
egy,2002,1990000.00954
egy,2003,1710000.03815
egy,2004,2200000.04768
egy,2005,4400000.09537
egy,2006,5639999.86649
egy,2007,5769999.98093
egy,2008,7469999.79019
egy,2009,5570000.17166
egy,2010,4159999.84741
egy,2011,3799999.95232
egy,2012,4139999.86649
egy,2013,2930000.06676
egy,2014,3640000.1049
egy,2015,1750000
egy,2016,2809999.94278
egy,2017,2789999.96185
egy,2018,77900001.52588
egy,2019,63909999.84741
eri,1993,100000.00149
eri,1994,50000.00075
eri,1995,70000.0003
eri,1996,79999.99821
eri,1999,29999.99933
eri,2000,39999.99911
eri,2002,100000.00149
eri,2003,50000.00075
eri,2005,219999.99881
eri,2006,9999.99978
eri,2007,209999.99344
eri,2008,9999.99978
eri,2011,9999.99978
eri,2012,9999.99978
eri,2017,9999.99978
est,1993,19999.99955
est,1994,29999.99933
est,1995,100000.00149
est,1996,39999.99911
est,1997,39999.99911
est,1999,19999.99955
est,2000,9999.99978
est,2001,19999.99955
est,2003,9999.99978
eth,1989,19999.99955
eth,1990,29999.99933
eth,1991,360000.01431
eth,1992,460000.00834
eth,1993,280000.00119
eth,1994,330000.01311
eth,1995,529999.97139
eth,1996,529999.97139
eth,1997,460000.00834
eth,1998,540000.02146
eth,1999,639999.98569
eth,2000,490000.00954
eth,2001,500000
eth,2002,839999.97377
eth,2003,1049999.95232
eth,2004,2069999.93324
eth,2005,2369999.88556
eth,2006,2289999.96185
eth,2007,3299999.95232
eth,2008,4389999.86649
eth,2009,4159999.84741
eth,2010,10199999.80927
eth,2011,11609999.65668
eth,2012,20440000.53406
eth,2013,27340000.15259
eth,2014,42909999.84741
eth,2015,46020000.45776
eth,2016,61590000.15259
eth,2017,46950000.76294
eth,2018,84540000.91553
eth,2019,74470001.2207
fji,1989,9999.99978
fji,1991,189999.99762
fji,1992,230000.00417
fji,1993,239999.99464
fji,1994,319999.99285
fji,1995,519999.98093
fji,1996,709999.97854
fji,1997,800000.01192
fji,1998,330000.01311
fji,1999,349999.99404
fji,2000,230000.00417
fji,2001,180000.00715
fji,2002,259999.99046
fji,2003,340000.00358
fji,2004,419999.98689
fji,2005,330000.01311
fji,2006,1129999.99523
fji,2007,1450000.04768
fji,2008,1799999.95232
fji,2009,1250000
fji,2010,2119999.88556
fji,2011,819999.99285
fji,2012,860000.01431
fji,2013,639999.98569
fji,2014,829999.98331
fji,2015,1370000.00477
fji,2016,1850000.02384
fji,2017,3720000.02861
fji,2018,7440000.05722
fji,2019,6349999.90463
fsm,1992,39999.99911
fsm,1993,39999.99911
fsm,1994,39999.99911
fsm,1995,29999.99933
fsm,1996,39999.99911
fsm,1997,19999.99955
fsm,1998,19999.99955
fsm,2002,9999.99978
fsm,2003,2569999.93324
fsm,2004,9999.99978
fsm,2006,39999.99911
fsm,2007,50000.00075
fsm,2008,9999.99978
fsm,2010,19999.99955
fsm,2011,29999.99933
fsm,2012,219999.99881
fsm,2013,9999.99978
fsm,2014,100000.00149
fsm,2015,109999.9994
fsm,2016,319999.99285
fsm,2017,660000.02623
fsm,2018,730000.01907
fsm,2019,569999.99285
gab,1988,19999.99955
gab,1992,50000.00075
gab,1994,70000.0003
gab,1995,100000.00149
gab,1996,70000.0003
gab,1997,50000.00075
gab,1998,19999.99955
gab,1999,29999.99933
gab,2000,59999.99866
gab,2001,50000.00075
gab,2002,70000.0003
gab,2003,19999.99955
gab,2004,39999.99911
gab,2005,50000.00075
gab,2008,50000.00075
gab,2009,129999.99523
gab,2010,250000
gab,2011,620000.00477
gab,2012,490000.00954
gab,2013,550000.01192
gab,2014,300000.01192
gab,2015,319999.99285
gab,2016,300000.01192
gab,2017,100000.00149
gab,2018,50000.00075
gab,2019,360000.01431
geo,1994,39999.99911
geo,1996,50000.00075
geo,1997,39999.99911
geo,1999,9999.99978
geo,2000,29999.99933
geo,2001,9999.99978
geo,2002,39999.99911
geo,2003,9999.99978
