geo,time,fp_wpi_totl
cyp,1974,23.87933
cyp,1975,26.42014
cyp,1976,27.30627
cyp,1977,29.3767
cyp,1978,30.51482
cyp,1979,33.20681
cyp,1980,38.68738
cyp,1981,42.98095
cyp,1982,45.19553
cyp,1983,46.73218
cyp,1984,49.17274
cyp,1985,50.73575
cyp,1986,48.44961
cyp,1987,48.35546
cyp,1988,50.03108
cyp,1989,51.52291
cyp,1990,53.33111
cyp,1991,55.76074
cyp,1992,57.42272
cyp,1993,58.84918
cyp,1994,60.80445
cyp,1995,63.00857
cyp,1996,64.35504
cyp,1997,66.15034
cyp,1998,66.49695
cyp,1999,67.29684
cyp,2000,72.13169
cyp,2001,73.27819
cyp,2002,74.95274
cyp,2003,76.82536
cyp,2004,81.819
cyp,2005,85.27614
cyp,2006,87.85099
cyp,2007,91.10343
cyp,2008,98.20799
cyp,2009,99.33681
cyp,2010,100
cyp,2011,102.91379
cyp,2012,105.00212
deu,1960,43.25083
deu,1961,43.86964
deu,1962,44.31518
deu,1963,44.5462
deu,1964,45.0165
deu,1965,46.10561
deu,1966,46.93069
deu,1967,46.48515
deu,1968,46.15512
deu,1969,47.0132
deu,1970,49.31518
deu,1971,51.40264
deu,1972,52.76403
deu,1973,56.27063
deu,1974,63.80363
deu,1975,66.76568
deu,1976,69.22442
deu,1977,71.13861
deu,1978,71.95545
deu,1979,75.40429
deu,1980,81.10561
deu,1981,87.45875
deu,1982,92.59076
deu,1983,93.94389
deu,1984,96.65842
deu,1985,99.01815
deu,1986,96.51815
deu,1987,94.11716
deu,1988,95.29703
deu,1989,98.30858
deu,1990,100
deu,1991,102.37624
deu,1992,103.77063
deu,1993,103.72277
dom,1960,82.88949
dom,1961,77.5452
dom,1962,85.16916
dom,1963,91.06782
dom,1964,92.64287
dom,1965,99.70468
dom,1966,96.94834
dom,1967,94.93809
dom,1968,104.19667
dom,1969,99.6995
dom,1970,100
dom,1971,100.03368
dom,1972,102.95581
ecu,1974,2.96857
ecu,1975,3.38268
ecu,1976,3.94795
ecu,1977,4.27152
ecu,1978,4.98645
ecu,1979,5.52054
ecu,1980,5.926
ecu,1981,6.493
ecu,1982,7.59013
ecu,1983,8.71744
ecu,1984,10.72716
ecu,1985,13.529
ecu,1986,17.38615
ecu,1987,22.88171
ecu,1988,38.15558
ecu,1989,68.73242
ecu,1990,100
ecu,1991,148.00267
ecu,1992,228.87747
ecu,1993,318.34718
ecu,1994,376.3963
egy,1970,2.28234
egy,1971,2.28666
egy,1972,2.3158
egy,1973,2.47398
egy,1974,2.82859
egy,1975,3.042
egy,1976,3.27927
egy,1977,3.58441
egy,1978,4.11353
egy,1979,4.51409
egy,1980,5.49421
egy,1981,5.93463
egy,1982,6.48777
egy,1983,7.52472
egy,1984,8.27813
egy,1985,9.37127
egy,1986,10.99049
egy,1987,12.49156
egy,1988,15.77067
egy,1989,20.07343
egy,1990,23.44315
egy,1991,27.64474
egy,1992,30.99429
egy,1993,33.64501
egy,1994,35.19769
egy,1995,37.42103
egy,1996,40.53408
egy,1997,42.22513
egy,1998,42.81603
egy,1999,43.20228
egy,2000,43.97574
egy,2001,44.42925
egy,2002,47.26751
egy,2003,54.06242
egy,2004,63.28725
egy,2005,66.62685
egy,2006,71.31098
egy,2007,77.6852
egy,2008,94.10259
egy,2009,88.79241
egy,2010,100
egy,2011,114.75607
egy,2012,117.57679
egy,2013,121.52178
egy,2014,126.77675
egy,2015,122.80667
egy,2016,111.48364
esp,1960,43.22845
esp,1961,44.348
esp,1962,46.52545
esp,1963,48.52288
esp,1964,49.91862
esp,1965,54.97386
esp,1966,56.39673
esp,1967,56.70497
esp,1968,57.98481
esp,1969,59.45946
esp,1970,60.43105
esp,1971,63.86861
esp,1972,68.2753
esp,1973,75.26879
esp,1974,88.7971
esp,1975,100
esp,1976,115.32107
esp,1977,135.05869
esp,1978,153.8913
esp,1979,170.61057
gab,1960,77.15577
gab,1961,81.74548
gab,1962,86.19611
gab,1963,90.35118
gab,1964,96.00139
gab,1965,100
gab,1966,105.49374
gha,1963,0.04779
gha,1964,0.05115
gha,1965,0.05936
gha,1966,0.05979
gha,1967,0.06214
gha,1968,0.07378
gha,1969,0.07943
gha,1970,0.08629
gha,1971,0.08251
gha,1972,0.09795
gha,1973,0.12349
gha,1974,0.15737
gha,1975,0.19589
gha,1976,0.26381
gha,1977,0.44593
gha,1978,0.65674
gha,1979,1.09077
gha,1980,1.56241
gha,1981,2.33531
gha,1982,3.1812
gha,1983,7.27026
gha,1984,13.3978
gha,1985,20.62335
gha,1986,33.72966
gha,1987,47.67851
gha,1988,64.23714
gha,1989,81.4961
gha,1990,100
hrv,1990,0.46019
hrv,1991,0.34159
hrv,1992,3.2416
hrv,1993,52.03034
hrv,1994,98.68421
hrv,1995,100
idn,1978,3.11067
idn,1979,4.65321
idn,1980,5.89988
idn,1981,6.55288
idn,1982,7.03817
idn,1983,8.30035
idn,1984,9.21339
idn,1985,9.66991
idn,1986,9.88434
idn,1987,11.7035
idn,1988,12.54737
idn,1989,13.42582
idn,1990,14.77463
idn,1991,15.53549
idn,1992,16.33786
idn,1993,17.00189
idn,1994,17.85959
idn,1995,19.89318
idn,1996,21.45641
idn,1997,23.37932
idn,1998,47.18058
idn,1999,52.11238
idn,2000,58.62123
idn,2001,66.06661
idn,2002,69.04799
idn,2003,71.2668
idn,2004,76.56226
idn,2005,88.75059
idn,2006,100.65021
idn,2007,114.41349
idn,2008,143.95224
idn,2009,95.38114
idn,2010,100
idn,2011,107.46102
idn,2012,112.95627
idn,2013,111.14341
idn,2014,77.63796
idn,2015,81.04825
idn,2016,87.4404
idn,2017,91.50334
idn,2018,96.49201
ind,1960,3.06838
ind,1961,3.14198
ind,1962,3.2552
ind,1963,3.37409
ind,1964,3.72508
ind,1965,4.03079
ind,1966,4.51199
ind,1967,5.19134
ind,1968,5.16869
ind,1969,5.27626
ind,1970,5.60083
ind,1971,5.88153
ind,1972,6.39906
ind,1973,7.44969
ind,1974,9.57831
ind,1975,9.95337
ind,1976,9.75758
ind,1977,10.49543
ind,1978,10.47231
ind,1979,11.6923
ind,1980,14.03746
ind,1981,15.75564
ind,1982,16.13872
ind,1983,17.41108
ind,1984,18.62105
ind,1985,19.48532
ind,1986,20.56959
ind,1987,21.99956
ind,1988,23.91666
ind,1989,25.53782
ind,1990,27.84515
ind,1991,31.6021
ind,1992,35.35119
ind,1993,37.99415
ind,1994,41.99951
ind,1995,45.92277
ind,1996,47.97792
ind,1997,50.15078
ind,1998,53.09989
ind,1999,54.93235
ind,2000,58.53045
ind,2001,61.54985
ind,2002,63.07232
ind,2003,66.43005
ind,2004,70.81872
ind,2005,73.79582
ind,2006,78.09637
ind,2007,81.99286
ind,2008,89.17311
ind,2009,91.27305
ind,2010,100
ind,2011,109.47055
ind,2012,117.47203
ind,2013,123.83218
ind,2014,127.98469
ind,2015,123.00539
ind,2016,122.94036
ind,2017,127.16719
ind,2018,132.5924
ind,2019,135.09134
ind,2020,135.81594
ind,2021,165.90352
irn,1960,0.2918
irn,1961,0.29556
irn,1962,0.29922
irn,1963,0.29978
irn,1964,0.31597
irn,1965,0.32511
irn,1966,0.3214
irn,1967,0.32231
irn,1968,0.32412
irn,1969,0.33318
irn,1970,0.34285
irn,1971,0.36408
irn,1972,0.38493
irn,1973,0.42825
irn,1974,0.50088
irn,1975,0.54075
irn,1976,0.58934
irn,1977,0.69049
irn,1978,0.76005
irn,1979,0.86755
irn,1980,1.13889
irn,1981,1.40657
irn,1982,1.58514
irn,1983,1.81877
irn,1984,1.95742
irn,1985,2.0612
irn,1986,2.45212
irn,1987,3.24411
irn,1988,3.96333
irn,1989,4.7714
irn,1990,5.75293
irn,1991,7.2368
irn,1992,9.62788
irn,1993,12.09167
irn,1994,16.64092
irn,1995,26.72139
irn,1996,35.52139
irn,1997,39.31904
irn,1998,44.00407
irn,1999,52.44708
irn,2000,62.35993
irn,2001,66.0537
irn,2002,71.45548
irn,2003,79.01542
irn,2004,88.9538
irn,2005,100
irn,2006,109.1626
irn,2007,126.20439
irq,1960,63.42664
irq,1961,62.996
irq,1962,61.51953
irq,1963,66.43084
irq,1964,67.74839
irq,1965,65.64647
irq,1966,65.33887
irq,1967,70.12201
irq,1968,66.81534
irq,1969,68.56352
irq,1970,75.21276
irq,1971,80.02666
irq,1972,76.94043
irq,1973,80.49831
irq,1974,90.57213
irq,1975,100
irq,1976,111.20681
irq,1977,118.62504
isr,1963,0.09736
isr,1964,0.09833
isr,1965,0.10213
isr,1966,0.10697
isr,1967,0.10819
isr,1968,0.11074
isr,1969,0.11301
isr,1970,0.12109
isr,1971,0.13288
isr,1972,0.14687
isr,1973,0.17489
isr,1974,0.26488
isr,1975,0.37291
isr,1976,0.48775
isr,1977,0.67556
isr,1978,1.03473
isr,1979,1.85266
isr,1980,4.35526
isr,1981,9.70133
isr,1982,21.89879
isr,1983,53.53245
isr,1984,265.80533
isr,1985,9.73032
isr,1986,14.11941
isr,1987,16.73485
isr,1988,19.66328
isr,1989,23.80275
isr,1990,26.55584
isr,1991,30.81657
isr,1992,33.95096
isr,1993,36.73005
isr,1994,39.62668
isr,1995,43.86564
isr,1996,47.63999
isr,1997,50.63503
isr,1998,52.7517
isr,1999,56.47652
isr,2000,58.53045
isr,2001,61.54985
isr,2002,63.07232
isr,2003,66.43005
isr,2004,70.81872
isr,2005,73.79582
isr,2006,78.09637
isr,2007,81.99286
isr,2008,89.17311
isr,2009,91.27305
isr,2010,100
isr,2011,109.47055
isr,2012,117.47203
isr,2013,123.83218
isr,2014,127.98469
isr,2015,123.00539
isr,2016,122.94036
isr,2017,127.16719
isr,2018,132.5924
isr,2019,135.09134
ita,1960,6.81143
ita,1961,6.84825
ita,1962,7.03234
ita,1963,7.40053
ita,1964,7.65826
ita,1965,7.76872
ita,1966,7.91599
ita,1967,7.78712
ita,1968,7.81167
ita,1969,8.11542
ita,1970,8.71373
ita,1971,9.06043
ita,1972,9.43169
ita,1973,11.03943
ita,1974,15.53743
ita,1975,16.86904
ita,1976,20.72885
ita,1977,24.32786
ita,1978,26.37129
ita,1979,30.45201
ita,1980,36.56083
ita,1981,42.93964
ita,1982,48.8797
ita,1983,53.64771
ita,1984,59.20424
ita,1985,63.55497
ita,1986,62.97814
ita,1987,64.64725
ita,1988,67.70319
ita,1989,72.03858
ita,1990,77.37545
ita,1991,81.37975
ita,1992,83.08833
ita,1993,87.36944
ita,1994,90.70922
ita,1995,100
ita,1996,103.65571
jor,1975,16.73875
jor,1976,19.10874
jor,1977,20.39106
jor,1978,21.50163
jor,1979,22.89843
jor,1980,26.31602
jor,1981,28.69746
jor,1982,29.60767
jor,1983,30.78694
jor,1984,31.30788
jor,1985,31.77158
jor,1986,7.95721
jor,1987,31.88034
jor,1988,34.99453
jor,1989,46.79867
jor,1990,53.54226
jor,1991,56.29007
jor,1992,58.63144
jor,1993,60.62491
jor,1994,63.55648
jor,1995,62.02229
jor,1996,63.29264
jor,1997,64.28937
jor,1998,64.69979
jor,1999,63.147
jor,2000,60.88898
jor,2001,59.95245
jor,2002,58.99004
jor,2003,59.71306
jor,2004,64.74508
jor,2005,69.23687
jor,2006,73.73835
jor,2007,80.01747
jor,2008,95.56159
jor,2009,96.44798
jor,2010,100
jpn,1960,45.42577
jpn,1961,45.88604
jpn,1962,45.12482
jpn,1963,45.93915
jpn,1964,46.01882
jpn,1965,46.39943
jpn,1966,47.49701
jpn,1967,48.37331
jpn,1968,48.75392
jpn,1969,49.7984
jpn,1970,51.59524
jpn,1971,51.22348
jpn,1972,51.61295
jpn,1973,59.80056
jpn,1974,78.56569
jpn,1975,80.92903
jpn,1976,85.07152
jpn,1977,86.67364
jpn,1978,84.46962
jpn,1979,90.6214
jpn,1980,106.72223
jpn,1981,108.22698
jpn,1982,110.1566
jpn,1983,107.71359
jpn,1984,107.43035
jpn,1985,106.21769
jpn,1986,96.51648
jpn,1987,92.89622
jpn,1988,91.97567
jpn,1989,94.33901
jpn,1990,96.27749
jpn,1991,96.44567
jpn,1992,95.01173
jpn,1993,91.42653
jpn,1994,92.268
jpn,1995,95.25284
jpn,1996,97.41208
jpn,1997,100.94467
jpn,1998,93.76836
jpn,1999,94.47487
jpn,2000,100
jpn,2001,92.25212
kaz,2006,73.49078
kaz,2007,80.36398
kaz,2008,94.21638
kaz,2009,94.23994
kaz,2010,100
kaz,2011,111.36109
kaz,2012,113.12798
kaz,2013,120.51947
kaz,2014,129.80741
kaz,2015,127.04517
kaz,2016,150.75093
kaz,2017,160.40403
ken,1988,88.37912
ken,1989,93.2619
ken,1990,90.70905
ken,1991,91.83086
ken,1992,92.62189
ken,1993,97.02287
ken,1994,97.93614
ken,1995,100
kor,1960,3.53508
kor,1961,4.008
kor,1962,4.38292
kor,1963,5.28311
kor,1964,7.11487
kor,1965,7.8257
kor,1966,8.51653
kor,1967,9.06369
kor,1968,9.8002
kor,1969,10.46059
kor,1970,11.41787
kor,1971,12.40369
kor,1972,14.11361
kor,1973,15.0907
kor,1974,21.44183
kor,1975,27.13929
kor,1976,30.42568
kor,1977,36.19446
kor,1978,47.82508
kor,1979,53.96604
kor,1980,67.3645
kor,1981,84.7639
kor,1982,85.32217
kor,1983,91.55618
kor,1984,92.20749
kor,1985,93.04489
kor,1986,91.64922
kor,1987,91.30806
kor,1988,94.61115
kor,1989,95.99907
kor,1990,100
kor,1991,105.3811
kor,1992,107.60642
kwt,1972,23.5307
kwt,1973,28.7153
kwt,1974,31.70762
kwt,1975,34.10971
kwt,1976,36.70397
kwt,1977,39.26489
kwt,1978,38.81193
kwt,1979,41.32579
kwt,1980,45.65348
kwt,1981,48.7909
kwt,1982,49.30858
kwt,1983,50.23024
kwt,1984,49.90766
kwt,1985,49.27018
kwt,1986,49.54667
kwt,1987,51.19413
kwt,1988,53.53668
kwt,1989,58.25632
kwt,1990,60.46061
kwt,1991,71.70481
kwt,1992,72.01587
kwt,1993,73.31771
kwt,1994,73.57885
kwt,1995,74.09728
kwt,1996,78.02199
kwt,1997,77.00433
kwt,1998,75.7409
kwt,1999,74.81924
kwt,2000,75.15334
kwt,2001,76.63567
kwt,2002,79.14718
kwt,2003,80.68712
kwt,2004,80.99433
kwt,2005,84.60799
kwt,2006,86.3937
kwt,2007,89.75774
kwt,2008,95.592
kwt,2009,95.68175
kwt,2010,100
kwt,2011,103.84971
kwt,2012,106.04129
kwt,2013,109.669
kwt,2014,112.33182
kwt,2015,115.68277
kwt,2016,117.1563
kwt,2017,120.79148
lbn,1960,83.40081
lbn,1961,84.21053
lbn,1962,81.78138
lbn,1963,84.21053
lbn,1964,86.16734
lbn,1965,86.77463
lbn,1966,88.79892
lbn,1967,93.04993
lbn,1968,92.03779
lbn,1969,97.03104
lbn,1970,100
lbn,1971,102.69906
lka,1974,2.56868
lka,1975,2.65602
lka,1976,2.87309
lka,1977,3.47596
lka,1978,4.02418
lka,1979,4.40723
lka,1980,5.89576
lka,1981,6.89669
lka,1982,7.27686
lka,1983,9.09548
lka,1984,11.42185
lka,1985,9.68628
lka,1986,9.40008
lka,1987,10.65831
lka,1988,12.55207
lka,1989,13.68935
lka,1990,16.72489
lka,1991,18.25925
lka,1992,19.85611
lka,1993,21.36564
lka,1994,22.43442
lka,1995,24.41081
lka,1996,29.41224
lka,1997,31.44878
lka,1998,33.40633
lka,1999,33.27211
lka,2000,33.83487
lka,2001,37.79021
lka,2002,41.84358
lka,2003,43.12407
lka,2004,48.50867
lka,2005,54.09362
lka,2006,60.40352
lka,2007,75.11882
lka,2008,93.85069
lka,2009,89.93506
lka,2010,100
lka,2011,110.62014
lka,2012,114.49426
lka,2013,125.04146
lka,2014,129.00145
lka,2015,130.3023
lka,2016,135.72867
lka,2017,145.76375
lka,2018,150.70394
mar,1979,31.4162
mar,1980,34.08855
mar,1981,40.07639
mar,1982,44.90658
mar,1983,48.20433
mar,1984,54.79095
mar,1985,60.03364
mar,1986,64.6975
mar,1987,65.36503
mar,1988,68.16157
mar,1989,70.74965
mar,1990,73.97643
mar,1991,78.73344
mar,1992,80.95116
mar,1993,84.5616
mar,1994,86.53315
mar,1995,92.15729
mar,1996,96.24011
mar,1997,94.98931
mar,1998,97.64901
mar,1999,96.01045
mar,2000,100
mar,2001,99.5963
mar,2002,101.78105
mar,2003,97.17407
mex,1978,0.09656
mex,1979,0.11422
mex,1980,0.14217
mex,1981,0.17699
mex,1982,0.2762
mex,1983,0.57278
mex,1984,0.97564
mex,1985,1.49819
mex,1986,2.82232
mex,1987,6.65042
mex,1988,13.82134
mex,1989,16.04191
mex,1990,19.78736
mex,1991,23.84991
mex,1992,27.04177
mex,1993,29.44589
mex,1994,31.44385
mex,1995,43.74381
mex,1996,59.6437
mex,1997,70.68095
mex,1998,80.50586
mex,1999,92.30204
mex,2000,100
pak,1960,1.56894
pak,1961,1.61585
pak,1962,1.642
pak,1963,1.65797
pak,1964,1.68365
pak,1965,1.79763
pak,1966,1.97001
pak,1967,2.08021
pak,1968,2.07686
pak,1969,2.17431
pak,1970,2.19346
pak,1971,2.31337
pak,1972,2.55275
pak,1973,3.24779
pak,1974,3.97355
pak,1975,4.87843
pak,1976,5.26759
pak,1977,5.75663
pak,1978,6.10664
pak,1979,6.70046
pak,1980,7.5975
pak,1981,8.42486
pak,1982,8.78085
pak,1983,9.4279
pak,1984,10.31083
pak,1985,10.61089
pak,1986,11.13356
pak,1987,12.05243
pak,1988,13.22732
pak,1989,14.34421
pak,1990,15.5783
pak,1991,17.44888
pak,1992,18.71294
pak,1993,20.63036
pak,1994,24.69912
pak,1995,27.85365
pak,1996,30.94182
pak,1997,34.40903
pak,1998,36.39502
pak,1999,37.78592
pak,2000,39.29028
pak,2001,41.08131
pak,2002,42.30699
pak,2003,45.08052
pak,2004,48.88896
pak,2005,53.15355
pak,2006,57.66977
pak,2007,62.41457
pak,2008,78.21624
pak,2009,83.89943
pak,2010,100
pak,2011,118.83383
pak,2012,127.27237
pak,2013,137.18396
pak,2014,143.72769
pak,2015,140.10811
pak,2016,142.4534
pak,2017,147.3985
pak,2018,159.60189
pak,2019,180.01239
pak,2020,112.68089
pak,2021,114.65454
pan,1966,20.88965
pan,1967,21.11049
pan,1968,21.49194
pan,1969,21.81819
pan,1970,22.49577
pan,1971,23.70538
pan,1972,25.72308
pan,1973,28.42839
pan,1974,37.01614
pan,1975,42.21596
pan,1976,45.50852
pan,1977,48.78099
pan,1978,51.41102
pan,1979,58.62854
pan,1980,67.61781
pan,1981,74.39365
pan,1982,80.54711
pan,1983,77.45925
pan,1984,78.28049
pan,1985,77.97663
pan,1986,65.51844
pan,1987,66.47108
pan,1988,61.94605
pan,1989,63.45713
pan,1990,65.96363
pan,1991,66.2693
pan,1992,67.49198
pan,1993,67.32386
pan,1994,68.69937
pan,1995,70.74736
pan,1996,72.24515
pan,1997,70.6251
pan,1998,67.85878
pan,1999,69.67752
pan,2000,75.77564
pan,2001,73.34556
pan,2002,71.14473
pan,2003,72.33685
pan,2004,75.51582
pan,2005,79.77992
pan,2006,84.60951
pan,2007,89.11814
pan,2008,103.17897
pan,2009,96.27082
pan,2010,100
pan,2011,111.86
pan,2012,117.13281
pan,2013,117.30093
pan,2014,115.39049
pan,2015,108.8033
pan,2016,107.91686
per,1980,0
per,1981,0.00001
per,1982,0.00001
per,1983,0.00002
per,1984,0.00005
per,1985,0.00015
per,1986,0.00024
per,1987,0.00036
per,1988,0.00261
per,1989,0.06822
per,1990,4.6646
per,1991,18.95173
per,1992,29.79079
per,1993,43.95714
per,1994,51.82232
per,1995,57.27439
per,1996,62.68055
per,1997,67.30784
per,1998,72.20039
per,1999,75.74836
per,2000,79.03003
per,2001,80.12436
per,2002,79.28613
per,2003,80.63481
per,2004,84.83893
per,2005,86.77925
per,2006,89.55168
per,2007,91.78057
per,2008,99.95547
per,2009,98.20121
per,2010,100
per,2011,106.33786
per,2012,108.2208
per,2013,108.63286
per,2014,110.6242
per,2015,112.5845
per,2016,114.48688
per,2017,115.65402
per,2018,117.5666
per,2019,118.94896
phl,1960,0.86297
phl,1961,0.9066
phl,1962,0.95508
phl,1963,1.0472
phl,1964,1.09083
phl,1965,1.11992
phl,1966,1.19749
phl,1967,1.22658
phl,1968,1.24597
phl,1969,1.54171
phl,1970,1.54171
phl,1971,1.78411
phl,1972,1.96349
phl,1973,2.42891
phl,1974,3.58762
phl,1975,3.78154
phl,1976,4.30514
phl,1977,4.62633
phl,1978,4.84854
phl,1979,5.76888
phl,1980,6.82496
phl,1981,7.82166
phl,1982,8.65473
phl,1983,10.03766
phl,1984,16.79676
phl,1985,19.84584
phl,1986,19.90644
phl,1987,21.52733
phl,1988,24.27218
phl,1989,26.73584
phl,1990,29.00311
phl,1991,33.96908
phl,1992,35.2323
phl,1993,35.1948
phl,1994,38.22757
phl,1995,40.32954
phl,1996,43.93
phl,1997,44.13798
phl,1998,49.28295
phl,1999,51.95699
phl,2000,54.96786
phl,2001,59.23976
phl,2002,62.21366
phl,2003,65.28614
phl,2004,70.76157
phl,2005,78.76728
phl,2006,85.38462
phl,2007,88.07692
phl,2008,98.50733
phl,2009,94.44139
phl,2010,100
phl,2011,108.663
phl,2012,109.90842
phl,2013,111.79487
phl,2014,115.71429
phl,2015,117.61905
phl,2016,118.69963
phl,2017,120.93407
phl,2018,123.28755
phl,2019,125.31136
phl,2020,128.31502
pry,1972,1.44455
pry,1973,1.93329
pry,1974,2.56095
pry,1975,2.99528
pry,1976,3.02923
pry,1977,3.27239
pry,1978,3.69035
pry,1979,4.66145
pry,1980,5.0055
pry,1981,5.63701
pry,1982,5.83154
pry,1983,7.11454
pry,1984,9.12452
pry,1985,11.26318
pry,1986,16.34692
pry,1987,18.28671
pry,1988,23.23683
pry,1989,28.32924
pry,1990,43.93643
pry,1991,57.88359
pry,1995,100
pse,2005,82.19391
pse,2006,85.06579
pse,2007,87.6895
pse,2008,97.07987
pse,2009,96.43017
pse,2010,100
pse,2011,103.76024
pse,2012,104.72381
pse,2013,105.54155
pse,2014,107.10817
pse,2015,108.40661
pse,2016,110.16375
pse,2017,108.87453
pse,2018,110.02027
pse,2019,110.14266
sau,1986,56.18169
sau,1987,60.22883
sau,1988,68.32309
sau,1989,69.10861
sau,1990,70.50888
sau,1991,72.40437
sau,1992,73.3265
sau,1993,73.78757
sau,1994,75.10246
sau,1995,80.53279
sau,1996,80.36202
sau,1997,80.31079
sau,1998,78.82514
sau,1999,79.16667
sau,2000,79.45697
sau,2001,79.37158
sau,2002,79.35451
sau,2003,80.03757
sau,2004,82.47951
sau,2005,84.8873
sau,2006,85.8265
sau,2007,90.69331
sau,2008,98.8388
sau,2009,95.83333
sau,2010,100
sau,2011,104.25205
sau,2012,106.84768
sau,2013,108.14549
sau,2014,108.69194
sau,2015,108.35588
sau,2016,111.20783
sau,2017,110.4903
sau,2018,127.3386
sau,2019,129.79999
sau,2020,134.30498
sgp,1974,69.8633
sgp,1975,68.82032
sgp,1976,73.4558
sgp,1977,76.74203
sgp,1978,77.96712
sgp,1979,89.18332
sgp,1980,106.64915
sgp,1981,110.77141
sgp,1982,106.11938
sgp,1983,102.25372
sgp,1984,101.60806
sgp,1985,99.33999
sgp,1986,84.33262
sgp,1987,90.69813
