geo,time,dc_dac_czel_cd
blr,2012,1179999.94755
blr,2013,1320000.05245
blr,2014,920000.01669
blr,2015,769999.98093
blr,2016,639999.98569
blr,2017,750000
blr,2018,699999.98808
blr,2019,660000.02623
blz,2007,59999.99866
blz,2008,9999.99978
blz,2017,9999.99978
blz,2019,19999.99955
bol,2005,140000.0006
bol,2006,140000.0006
bol,2007,230000.00417
bol,2008,129999.99523
bol,2009,109999.9994
bol,2010,90000.00358
bol,2011,79999.99821
bol,2012,50000.00075
bol,2013,50000.00075
bol,2014,50000.00075
bol,2015,29999.99933
bol,2016,19999.99955
bol,2017,9999.99978
bol,2018,29999.99933
bol,2019,19999.99955
bra,2006,119999.99732
bra,2007,129999.99523
bra,2008,9999.99978
bra,2009,159999.99642
bra,2010,150000.00596
bra,2011,19999.99955
bra,2012,9999.99978
bra,2013,9999.99978
bra,2014,0
bra,2015,9999.99978
bra,2016,9999.99978
bra,2017,0
bra,2018,59999.99866
bra,2019,50000.00075
btn,2007,19999.99955
btn,2013,9999.99978
btn,2016,29999.99933
bwa,2019,9999.99978
caf,2010,19999.99955
caf,2013,109999.9994
caf,2014,360000.01431
caf,2015,100000.00149
caf,2016,100000.00149
caf,2017,230000.00417
caf,2018,250000
caf,2019,19999.99955
chl,2005,209999.99344
chl,2006,189999.99762
chl,2007,140000.0006
chl,2008,289999.99166
chl,2009,280000.00119
chl,2010,330000.01311
chl,2011,0
chl,2013,9999.99978
chl,2014,19999.99955
chl,2015,9999.99978
chl,2016,9999.99978
chl,2017,129999.99523
chn,2005,1299999.95232
chn,2006,340000.00358
chn,2007,209999.99344
chn,2008,409999.99642
chn,2009,239999.99464
chn,2010,159999.99642
chn,2011,119999.99732
chn,2012,209999.99344
chn,2013,119999.99732
chn,2014,29999.99933
chn,2015,79999.99821
chn,2016,39999.99911
chn,2018,29999.99933
chn,2019,39999.99911
civ,2005,59999.99866
civ,2006,29999.99933
civ,2007,9999.99978
civ,2008,19999.99955
civ,2009,39999.99911
civ,2010,50000.00075
civ,2011,19999.99955
civ,2012,9999.99978
civ,2013,9999.99978
civ,2017,1149999.97616
cmr,2005,39999.99911
cmr,2006,50000.00075
cmr,2007,59999.99866
cmr,2008,50000.00075
cmr,2009,50000.00075
cmr,2010,70000.0003
cmr,2011,59999.99866
cmr,2012,39999.99911
cmr,2013,50000.00075
cmr,2018,9999.99978
cmr,2019,129999.99523
cod,2005,90000.00358
cod,2006,159999.99642
cod,2007,330000.01311
cod,2008,560000.00238
cod,2009,720000.02861
cod,2010,509999.99046
cod,2011,319999.99285
cod,2012,340000.00358
cod,2013,150000.00596
cod,2015,0
cod,2016,9999.99978
cod,2017,19999.99955
cog,2006,29999.99933
cog,2007,29999.99933
cog,2008,9999.99978
cog,2009,50000.00075
cog,2010,119999.99732
cog,2011,59999.99866
cog,2012,39999.99911
cog,2014,9999.99978
cog,2018,9999.99978
cog,2019,0
col,2005,119999.99732
col,2006,330000.01311
col,2007,170000.00179
col,2008,189999.99762
col,2009,159999.99642
col,2010,140000.0006
col,2011,90000.00358
col,2012,70000.0003
col,2013,59999.99866
col,2014,59999.99866
col,2015,70000.0003
col,2016,140000.0006
col,2017,170000.00179
col,2018,170000.00179
col,2019,519999.98093
com,2017,9999.99978
cpv,2010,9999.99978
cpv,2012,9999.99978
cpv,2014,0
cpv,2015,19999.99955
cpv,2016,39999.99911
cpv,2017,59999.99866
cpv,2018,70000.0003
cpv,2019,90000.00358
cri,2005,79999.99821
cri,2006,90000.00358
cri,2007,129999.99523
cri,2008,180000.00715
cri,2009,209999.99344
cri,2010,29999.99933
cri,2011,9999.99978
cri,2014,19999.99955
cri,2015,9999.99978
cri,2017,19999.99955
cri,2018,9999.99978
cub,2005,39999.99911
cub,2006,109999.9994
cub,2007,109999.9994
cub,2008,289999.99166
cub,2009,330000.01311
cub,2010,490000.00954
cub,2011,519999.98093
cub,2012,479999.98927
cub,2013,649999.97616
cub,2014,140000.0006
cub,2015,180000.00715
cub,2016,159999.99642
cub,2017,340000.00358
cub,2018,319999.99285
cub,2019,280000.00119
dji,2013,19999.99955
dji,2014,29999.99933
dji,2015,19999.99955
dma,2007,59999.99866
dom,2007,9999.99978
dom,2008,9999.99978
dom,2009,9999.99978
dom,2010,9999.99978
dom,2011,9999.99978
dom,2012,0
dza,2005,200000.00298
dza,2006,170000.00179
dza,2008,109999.9994
dza,2009,140000.0006
dza,2010,259999.99046
dza,2011,159999.99642
dza,2012,280000.00119
dza,2013,100000.00149
dza,2016,19999.99955
dza,2017,9999.99978
dza,2019,9999.99978
ecu,2005,70000.0003
ecu,2006,109999.9994
ecu,2007,119999.99732
ecu,2008,200000.00298
ecu,2009,189999.99762
ecu,2010,79999.99821
ecu,2011,90000.00358
ecu,2012,50000.00075
ecu,2013,70000.0003
ecu,2014,9999.99978
ecu,2015,9999.99978
ecu,2016,129999.99523
ecu,2017,9999.99978
ecu,2018,19999.99955
ecu,2019,39999.99911
egy,2005,100000.00149
egy,2006,1350000.02384
egy,2007,170000.00179
egy,2008,189999.99762
egy,2009,200000.00298
egy,2010,230000.00417
egy,2011,389999.98569
egy,2012,370000.00477
egy,2013,479999.98927
egy,2014,300000.01192
egy,2015,70000.0003
egy,2016,100000.00149
egy,2017,79999.99821
egy,2018,70000.0003
egy,2019,29999.99933
eri,2007,9999.99978
eri,2011,150000.00596
eri,2012,9999.99978
eri,2013,9999.99978
eth,2005,769999.98093
eth,2006,610000.01431
eth,2007,500000
eth,2008,1210000.03815
eth,2009,1029999.97139
eth,2010,1220000.02861
eth,2011,2930000.06676
eth,2012,3099999.90463
eth,2013,3589999.91417
eth,2014,3619999.88556
eth,2015,3230000.01907
eth,2016,3230000.01907
eth,2017,3799999.95232
eth,2018,5039999.96185
eth,2019,5309999.94278
gab,2012,9999.99978
gab,2015,39999.99911
gab,2016,29999.99933
gab,2018,29999.99933
gab,2019,9999.99978
geo,2005,660000.02623
geo,2006,560000.00238
geo,2007,850000.02384
geo,2008,2359999.8951
geo,2009,5570000.17166
geo,2010,3890000.1049
geo,2011,2049999.95232
geo,2012,2630000.11444
geo,2013,2950000.04768
geo,2014,2690000.05722
geo,2015,2799999.95232
geo,2016,2769999.98093
geo,2017,3210000.03815
geo,2018,3509999.99046
geo,2019,3650000.09537
gha,2005,59999.99866
gha,2006,119999.99732
gha,2007,219999.99881
gha,2008,109999.9994
gha,2009,180000.00715
gha,2010,150000.00596
gha,2011,189999.99762
gha,2012,140000.0006
gha,2013,159999.99642
gha,2014,109999.9994
gha,2015,19999.99955
gha,2016,90000.00358
gha,2017,90000.00358
gha,2018,129999.99523
gha,2019,180000.00715
gin,2005,70000.0003
gin,2006,140000.0006
gin,2007,129999.99523
gin,2008,170000.00179
gin,2009,209999.99344
gin,2010,50000.00075
gin,2011,50000.00075
gin,2012,170000.00179
gin,2013,50000.00075
gin,2014,239999.99464
gin,2016,39999.99911
gin,2017,50000.00075
gin,2018,29999.99933
gin,2019,9999.99978
gmb,2007,9999.99978
gmb,2009,9999.99978
gmb,2010,19999.99955
gmb,2012,9999.99978
gmb,2015,39999.99911
gmb,2017,9999.99978
gmb,2018,19999.99955
gmb,2019,19999.99955
gnb,2006,19999.99955
gnb,2007,9999.99978
gnb,2008,29999.99933
gnb,2009,19999.99955
gtm,2005,119999.99732
gtm,2006,39999.99911
gtm,2007,50000.00075
gtm,2008,50000.00075
gtm,2009,50000.00075
gtm,2010,19999.99955
gtm,2011,9999.99978
gtm,2012,9999.99978
gtm,2013,9999.99978
gtm,2014,19999.99955
gtm,2015,19999.99955
gtm,2016,19999.99955
gtm,2017,9999.99978
gtm,2019,9999.99978
guy,2015,29999.99933
hnd,2005,19999.99955
hnd,2006,29999.99933
hnd,2007,39999.99911
hnd,2008,39999.99911
hnd,2009,39999.99911
hnd,2010,29999.99933
hnd,2011,39999.99911
hnd,2012,19999.99955
hnd,2013,140000.0006
hnd,2014,9999.99978
hnd,2017,9999.99978
hnd,2018,29999.99933
hnd,2019,29999.99933
hrv,2005,109999.9994
hrv,2006,500000
hrv,2007,389999.98569
hrv,2008,449999.98808
hrv,2009,379999.99523
hrv,2010,400000.00596
hti,2008,150000.00596
hti,2009,9999.99978
hti,2010,2769999.98093
hti,2011,370000.00477
hti,2012,129999.99523
hti,2013,29999.99933
hti,2014,9999.99978
hti,2015,9999.99978
hti,2016,9999.99978
idn,2005,670000.01669
idn,2006,3279999.97139
idn,2007,1840000.03338
idn,2008,289999.99166
idn,2009,439999.99762
idn,2010,170000.00179
idn,2011,19999.99955
idn,2012,29999.99933
idn,2016,0
idn,2017,19999.99955
idn,2018,639999.98569
idn,2019,219999.99881
ind,2005,1309999.94278
ind,2006,219999.99881
ind,2007,170000.00179
ind,2008,219999.99881
ind,2009,119999.99732
ind,2010,180000.00715
ind,2011,109999.9994
ind,2012,59999.99866
ind,2013,50000.00075
ind,2014,19999.99955
ind,2015,19999.99955
ind,2016,0
ind,2017,9999.99978
ind,2018,140000.0006
ind,2019,119999.99732
irn,2005,19999.99955
irn,2006,39999.99911
irn,2007,19999.99955
irn,2008,50000.00075
irn,2009,90000.00358
irn,2010,319999.99285
irn,2011,289999.99166
irn,2012,59999.99866
irn,2013,209999.99344
irn,2014,19999.99955
irn,2015,59999.99866
irn,2016,129999.99523
irn,2017,19999.99955
irn,2018,50000.00075
irn,2019,70000.0003
irq,2005,8130000.11444
irq,2006,11800000.19073
irq,2007,1200000.04768
irq,2008,990000.00954
irq,2009,439999.99762
irq,2010,360000.01431
irq,2011,379999.99523
irq,2012,280000.00119
irq,2013,439999.99762
irq,2014,300000.01192
irq,2015,1529999.97139
irq,2016,1870000.00477
irq,2017,2480000.01907
irq,2018,2420000.07629
irq,2019,2470000.02861
jam,2005,170000.00179
jam,2006,219999.99881
jam,2007,490000.00954
jam,2008,529999.97139
jam,2009,620000.00477
jam,2010,579999.98331
jam,2011,170000.00179
jam,2013,19999.99955
jam,2015,19999.99955
jor,2005,200000.00298
jor,2006,209999.99344
jor,2007,129999.99523
jor,2008,70000.0003
jor,2009,70000.0003
jor,2010,59999.99866
jor,2011,59999.99866
jor,2012,449999.98808
jor,2013,469999.99881
jor,2014,439999.99762
jor,2015,2990000.00954
jor,2016,3420000.07629
jor,2017,4320000.17166
jor,2018,1690000.05722
jor,2019,2990000.00954
kaz,2005,449999.98808
kaz,2006,899999.97616
kaz,2007,409999.99642
kaz,2008,519999.98093
kaz,2009,2529999.97139
kaz,2010,879999.99523
kaz,2011,340000.00358
kaz,2012,340000.00358
kaz,2013,300000.01192
kaz,2014,39999.99911
kaz,2015,39999.99911
kaz,2016,109999.9994
kaz,2017,29999.99933
kaz,2018,19999.99955
kaz,2019,19999.99955
ken,2005,310000.00238
ken,2006,349999.99404
ken,2007,100000.00149
ken,2008,239999.99464
ken,2009,319999.99285
ken,2010,349999.99404
ken,2011,109999.9994
ken,2012,250000
ken,2013,100000.00149
ken,2014,50000.00075
ken,2015,100000.00149
ken,2016,189999.99762
ken,2017,59999.99866
ken,2018,59999.99866
ken,2019,39999.99911
kgz,2005,490000.00954
kgz,2006,540000.02146
kgz,2007,550000.01192
kgz,2008,800000.01192
kgz,2009,300000.01192
kgz,2010,879999.99523
kgz,2011,550000.01192
kgz,2012,319999.99285
kgz,2013,250000
kgz,2014,109999.9994
kgz,2015,209999.99344
kgz,2016,129999.99523
kgz,2017,129999.99523
kgz,2018,100000.00149
kgz,2019,159999.99642
khm,2005,29999.99933
khm,2006,310000.00238
khm,2007,100000.00149
khm,2008,180000.00715
khm,2009,2759999.99046
khm,2010,200000.00298
khm,2011,959999.97854
khm,2012,930000.00715
khm,2013,1159999.96662
khm,2014,1110000.01431
khm,2015,1299999.95232
khm,2016,1610000.01431
khm,2017,1539999.96185
khm,2018,1389999.98569
khm,2019,1919999.95708
kos,2009,3440000.05722
kos,2010,3519999.98093
kos,2011,1059999.94278
kos,2012,2259999.99046
kos,2013,1320000.05245
kos,2014,2029999.97139
kos,2015,1659999.96662
kos,2016,1460000.03815
kos,2017,1059999.94278
kos,2018,689999.99762
kos,2019,409999.99642
lao,2008,29999.99933
lao,2010,9999.99978
lao,2012,0
lao,2013,9999.99978
lao,2014,19999.99955
lao,2015,0
lao,2016,19999.99955
lao,2017,39999.99911
lao,2018,70000.0003
lao,2019,39999.99911
lbn,2005,70000.0003
lbn,2006,709999.97854
lbn,2007,259999.99046
lbn,2008,370000.00477
lbn,2009,129999.99523
lbn,2010,79999.99821
lbn,2011,90000.00358
lbn,2012,119999.99732
lbn,2013,259999.99046
lbn,2014,439999.99762
lbn,2015,469999.99881
lbn,2016,310000.00238
lbn,2017,790000.02146
lbn,2018,569999.99285
lbn,2019,850000.02384
lbr,2005,109999.9994
lbr,2006,280000.00119
lbr,2007,409999.99642
lbr,2008,379999.99523
lbr,2009,560000.00238
lbr,2010,330000.01311
lbr,2012,140000.0006
lbr,2014,280000.00119
lby,2006,9999.99978
lby,2008,19999.99955
lby,2011,810000.00238
lby,2012,800000.01192
lby,2013,39999.99911
lby,2017,1240000.00954
lby,2018,230000.00417
lby,2019,1090000.03338
lca,2012,9999.99978
lka,2005,239999.99464
lka,2006,270000.01073
lka,2007,1159999.96662
lka,2008,259999.99046
lka,2009,479999.98927
lka,2010,209999.99344
lka,2011,259999.99046
lka,2012,50000.00075
lka,2013,29999.99933
lka,2014,39999.99911
lka,2015,19999.99955
lka,2016,180000.00715
lka,2017,170000.00179
lka,2018,119999.99732
lka,2019,100000.00149
lso,2005,9999.99978
lso,2006,9999.99978
lso,2008,19999.99955
lso,2009,9999.99978
lso,2010,9999.99978
mar,2005,250000
mar,2006,19999.99955
mar,2007,19999.99955
mar,2008,29999.99933
mar,2009,50000.00075
mar,2010,39999.99911
mar,2011,19999.99955
mar,2012,29999.99933
mar,2015,19999.99955
mar,2016,90000.00358
mar,2017,79999.99821
mar,2018,19999.99955
mar,2019,19999.99955
mda,2005,680000.00715
mda,2006,1320000.05245
mda,2007,2410000.08583
mda,2008,2930000.06676
mda,2009,3099999.90463
mda,2010,3970000.02861
mda,2011,4280000.20981
mda,2012,4880000.11444
mda,2013,4289999.96185
mda,2014,4920000.07629
mda,2015,4070000.17166
mda,2016,4079999.92371
mda,2017,4730000.01907
mda,2018,3670000.07629
mda,2019,4530000.20981
mdv,2005,19999.99955
mdv,2006,9999.99978
mex,2005,219999.99881
mex,2006,9999.99978
mex,2007,9999.99978
mex,2008,9999.99978
mex,2011,19999.99955
mex,2013,9999.99978
mex,2014,19999.99955
mex,2015,9999.99978
mex,2016,9999.99978
mex,2017,19999.99955
mex,2018,129999.99523
mex,2019,50000.00075
mkd,2005,349999.99404
mkd,2006,209999.99344
mkd,2007,340000.00358
mkd,2008,389999.98569
mkd,2009,389999.98569
mkd,2010,189999.99762
mkd,2011,219999.99881
mkd,2012,189999.99762
mkd,2013,180000.00715
mkd,2014,159999.99642
mkd,2015,360000.01431
mkd,2016,1090000.03338
mkd,2017,1460000.03815
mkd,2018,1379999.99523
mkd,2019,1450000.04768
mli,2005,59999.99866
mli,2006,360000.01431
mli,2007,300000.01192
mli,2008,699999.98808
mli,2009,449999.98808
mli,2010,239999.99464
mli,2011,239999.99464
mli,2012,430000.00715
mli,2013,170000.00179
mli,2014,9999.99978
mli,2016,29999.99933
mli,2017,59999.99866
mli,2018,1669999.95708
mli,2019,1559999.94278
mmr,2005,19999.99955
mmr,2006,79999.99821
mmr,2007,409999.99642
mmr,2008,1090000.03338
mmr,2009,930000.00715
mmr,2010,1440000.05722
mmr,2011,1279999.97139
mmr,2012,1139999.98569
mmr,2013,860000.01431
mmr,2014,720000.02861
mmr,2015,709999.97854
mmr,2016,680000.00715
mmr,2017,879999.99523
mmr,2018,1250000
mmr,2019,1350000.02384
mne,2006,280000.00119
mne,2007,419999.98689
mne,2008,560000.00238
mne,2009,170000.00179
mne,2010,189999.99762
mne,2011,70000.0003
mne,2012,100000.00149
mne,2013,209999.99344
mne,2014,219999.99881
mne,2015,219999.99881
mne,2016,100000.00149
mne,2017,70000.0003
mne,2018,19999.99955
mne,2019,1580000.04292
mng,2005,3039999.96185
mng,2006,2720000.02861
mng,2007,4039999.96185
mng,2008,6000000
mng,2009,6809999.94278
mng,2010,6760000.22888
mng,2011,4690000.05722
mng,2012,4059999.94278
mng,2013,3819999.93324
mng,2014,2549999.95232
mng,2015,1620000.00477
mng,2016,2150000.09537
mng,2017,1460000.03815
mng,2018,790000.02146
mng,2019,439999.99762
moz,2005,9999.99978
moz,2006,9999.99978
moz,2007,59999.99866
moz,2008,9999.99978
moz,2012,9999.99978
moz,2015,70000.0003
moz,2016,19999.99955
moz,2017,29999.99933
moz,2018,9999.99978
moz,2019,230000.00417
mrt,2007,9999.99978
mrt,2008,39999.99911
mrt,2009,9999.99978
mrt,2010,9999.99978
mrt,2011,9999.99978
mrt,2012,9999.99978
mrt,2013,9999.99978
mrt,2019,219999.99881
mwi,2005,70000.0003
mwi,2006,79999.99821
mwi,2010,50000.00075
mwi,2015,70000.0003
mwi,2018,19999.99955
mys,2007,19999.99955
mys,2008,29999.99933
mys,2010,59999.99866
mys,2011,59999.99866
mys,2012,50000.00075
mys,2013,150000.00596
mys,2016,19999.99955
mys,2019,29999.99933
nam,2005,469999.99881
nam,2006,540000.02146
nam,2007,949999.98808
nam,2008,1059999.94278
nam,2009,239999.99464
nam,2010,140000.0006
nam,2011,159999.99642
nam,2012,129999.99523
nam,2013,140000.0006
nam,2014,109999.9994
nam,2015,50000.00075
nam,2016,50000.00075
nam,2017,59999.99866
nam,2018,100000.00149
nam,2019,140000.0006
ner,2005,209999.99344
ner,2008,9999.99978
ner,2009,19999.99955
ner,2010,79999.99821
ner,2011,50000.00075
ner,2012,19999.99955
ner,2015,79999.99821
ner,2018,689999.99762
ner,2019,1519999.98093
nga,2005,300000.01192
nga,2006,310000.00238
nga,2007,439999.99762
nga,2008,319999.99285
nga,2009,620000.00477
nga,2010,629999.99523
nga,2011,300000.01192
nga,2012,360000.01431
nga,2013,360000.01431
nga,2014,39999.99911
nga,2015,19999.99955
nga,2016,39999.99911
nga,2017,270000.01073
nga,2018,610000.01431
nga,2019,119999.99732
nic,2005,129999.99523
nic,2006,230000.00417
nic,2007,79999.99821
nic,2008,750000
nic,2009,709999.97854
nic,2011,9999.99978
nic,2012,9999.99978
nic,2013,9999.99978
nic,2014,9999.99978
nic,2015,9999.99978
nic,2016,19999.99955
nic,2017,9999.99978
nic,2018,19999.99955
nic,2019,39999.99911
npl,2005,19999.99955
npl,2006,29999.99933
npl,2007,109999.9994
npl,2008,29999.99933
npl,2009,29999.99933
npl,2010,29999.99933
npl,2011,39999.99911
npl,2012,50000.00075
npl,2013,9999.99978
npl,2014,9999.99978
npl,2015,839999.97377
npl,2016,330000.01311
npl,2017,189999.99762
npl,2018,19999.99955
npl,2019,29999.99933
nru,2007,19999.99955
pak,2005,3700000.04768
pak,2006,610000.01431
pak,2007,230000.00417
pak,2008,150000.00596
pak,2009,560000.00238
pak,2010,1700000.04768
pak,2011,740000.00954
pak,2012,469999.99881
pak,2013,90000.00358
pak,2014,129999.99523
pak,2015,9999.99978
pak,2016,9999.99978
pak,2017,29999.99933
pak,2018,9999.99978
pak,2019,29999.99933
pan,2005,9999.99978
pan,2006,9999.99978
pan,2007,9999.99978
pan,2008,9999.99978
pan,2009,19999.99955
pan,2010,29999.99933
pan,2011,29999.99933
pan,2012,9999.99978
pan,2013,9999.99978
pan,2014,9999.99978
pan,2015,29999.99933
pan,2016,39999.99911
pan,2017,59999.99866
pan,2018,50000.00075
pan,2019,39999.99911
per,2005,360000.01431
per,2006,490000.00954
per,2007,920000.01669
per,2008,720000.02861
per,2009,589999.97377
per,2010,349999.99404
per,2011,230000.00417
per,2012,189999.99762
per,2013,219999.99881
per,2014,250000
per,2015,189999.99762
per,2016,180000.00715
per,2017,200000.00298
per,2018,340000.00358
per,2019,460000.00834
phl,2005,379999.99523
phl,2006,250000
phl,2007,419999.98689
phl,2008,289999.99166
phl,2009,899999.97616
phl,2010,419999.98689
phl,2011,239999.99464
phl,2012,140000.0006
phl,2013,319999.99285
phl,2014,409999.99642
phl,2015,50000.00075
phl,2016,59999.99866
phl,2017,100000.00149
phl,2018,209999.99344
phl,2019,289999.99166
plw,2008,29999.99933
plw,2017,9999.99978
png,2008,9999.99978
png,2010,19999.99955
png,2017,9999.99978
prk,2005,79999.99821
prk,2006,109999.9994
prk,2007,230000.00417
prk,2008,460000.00834
prk,2009,209999.99344
prk,2010,129999.99523
prk,2011,100000.00149
prk,2012,50000.00075
prk,2013,39999.99911
prk,2014,19999.99955
prk,2015,9999.99978
pry,2005,90000.00358
pry,2006,159999.99642
pry,2007,150000.00596
pry,2008,180000.00715
pry,2009,239999.99464
pry,2010,230000.00417
pry,2011,150000.00596
pry,2012,100000.00149
pry,2013,70000.0003
pry,2014,50000.00075
pry,2015,19999.99955
pry,2016,19999.99955
pry,2017,29999.99933
pry,2018,19999.99955
pse,2005,230000.00417
pse,2006,239999.99464
pse,2007,899999.97616
pse,2008,4679999.82834
pse,2009,1679999.94755
pse,2010,839999.97377
pse,2011,1759999.99046
pse,2012,1679999.94755
pse,2013,810000.00238
pse,2014,699999.98808
pse,2015,1240000.00954
pse,2016,419999.98689
pse,2017,870000.00477
pse,2018,419999.98689
pse,2019,509999.99046
rwa,2006,9999.99978
rwa,2007,19999.99955
rwa,2008,19999.99955
rwa,2009,230000.00417
rwa,2010,19999.99955
rwa,2011,29999.99933
rwa,2012,39999.99911
rwa,2013,50000.00075
rwa,2014,90000.00358
rwa,2015,39999.99911
rwa,2016,19999.99955
sdn,2005,90000.00358
sdn,2006,230000.00417
sdn,2007,560000.00238
sdn,2008,370000.00477
sdn,2009,59999.99866
sdn,2010,59999.99866
sdn,2011,250000
sdn,2012,219999.99881
sdn,2013,19999.99955
sdn,2014,29999.99933
sdn,2015,9999.99978
sdn,2016,79999.99821
sdn,2017,29999.99933
sdn,2018,50000.00075
sdn,2019,9999.99978
sen,2006,29999.99933
sen,2007,70000.0003
sen,2008,379999.99523
sen,2009,219999.99881
sen,2010,19999.99955
sen,2011,19999.99955
sen,2012,9999.99978
sen,2013,39999.99911
sen,2014,19999.99955
sen,2015,39999.99911
sen,2016,50000.00075
sen,2017,150000.00596
sen,2018,159999.99642
sen,2019,289999.99166
slb,2007,19999.99955
sle,2005,19999.99955
sle,2006,59999.99866
sle,2007,50000.00075
sle,2008,50000.00075
sle,2009,19999.99955
sle,2010,19999.99955
sle,2011,50000.00075
sle,2014,140000.0006
sle,2016,9999.99978
sle,2017,9999.99978
slv,2005,230000.00417
slv,2006,39999.99911
slv,2007,100000.00149
slv,2008,170000.00179
slv,2009,150000.00596
slv,2010,39999.99911
slv,2011,19999.99955
slv,2012,39999.99911
slv,2013,29999.99933
slv,2014,9999.99978
slv,2016,0
slv,2017,9999.99978
slv,2018,29999.99933
slv,2019,50000.00075
som,2006,59999.99866
som,2007,29999.99933
som,2008,340000.00358
som,2009,270000.01073
som,2010,170000.00179
som,2011,280000.00119
som,2013,100000.00149
som,2018,19999.99955
som,2019,19999.99955
srb,2005,6889999.86649
srb,2006,6000000
srb,2007,9399999.61853
srb,2008,7769999.98093
srb,2009,4480000.01907
srb,2010,3579999.92371
srb,2011,3190000.05722
srb,2012,2380000.11444
srb,2013,1610000.01431
srb,2014,1580000.04292
srb,2015,1860000.01431
srb,2016,2220000.02861
srb,2017,2319999.93324
srb,2018,889999.98569
srb,2019,23680000.30518
ssd,2013,209999.99344
ssd,2014,289999.99166
ssd,2015,209999.99344
ssd,2016,400000.00596
ssd,2017,400000.00596
ssd,2018,330000.01311
ssd,2019,239999.99464
stp,2005,9999.99978
stp,2006,9999.99978
stp,2007,9999.99978
stp,2008,9999.99978
stp,2009,9999.99978
sur,2013,9999.99978
syr,2005,79999.99821
syr,2006,59999.99866
syr,2007,170000.00179
syr,2008,600000.02384
syr,2009,610000.01431
syr,2010,289999.99166
syr,2011,349999.99404
syr,2012,1429999.94755
syr,2013,1519999.98093
syr,2014,769999.98093
syr,2015,699999.98808
syr,2016,1720000.02861
