geo,time,dc_dac_bell_cd
arg,1981,150000.00596
arg,1982,270000.01073
arg,1983,379999.99523
arg,1984,200000.00298
arg,1985,250000
arg,1986,519999.98093
arg,1987,589999.97377
arg,1988,490000.00954
arg,1989,200000.00298
arg,1990,750000
arg,1991,1409999.96662
arg,1992,1879999.99523
arg,1993,1379999.99523
arg,1994,779999.97139
arg,1995,839999.97377
arg,1996,870000.00477
arg,1997,1139999.98569
arg,1998,879999.99523
arg,1999,779999.97139
arg,2000,540000.02146
arg,2001,479999.98927
arg,2002,319999.99285
arg,2003,389999.98569
arg,2004,490000.00954
arg,2005,400000.00596
arg,2006,280000.00119
arg,2007,239999.99464
arg,2008,319999.99285
arg,2009,19999.99955
arg,2010,9999.99978
arg,2011,29999.99933
arg,2012,129999.99523
arg,2013,39999.99911
arg,2014,19999.99955
arg,2015,9999.99978
arg,2016,50000.00075
arg,2017,50000.00075
arg,2018,29999.99933
arm,1996,0
arm,2004,129999.99523
arm,2005,289999.99166
arm,2006,949999.98808
arm,2007,370000.00477
arm,2008,649999.97616
arm,2009,100000.00149
arm,2010,29999.99933
arm,2011,370000.00477
arm,2012,200000.00298
arm,2013,209999.99344
arm,2014,239999.99464
arm,2015,230000.00417
arm,2016,209999.99344
arm,2017,289999.99166
arm,2018,270000.01073
arm,2019,170000.00179
atg,1978,29999.99933
aze,1996,9999.99978
aze,2005,70000.0003
aze,2006,1070000.05245
aze,2007,19999.99955
aze,2008,1710000.03815
aze,2010,9999.99978
bdi,1960,7500000
bdi,1961,6699999.80927
bdi,1962,8550000.19073
bdi,1963,5130000.11444
bdi,1964,5659999.84741
bdi,1965,3410000.08583
bdi,1966,4940000.05722
bdi,1967,6829999.92371
bdi,1968,7820000.17166
bdi,1969,8289999.96185
bdi,1970,9750000
bdi,1971,10140000.34332
bdi,1972,12770000.45776
bdi,1973,11460000.03815
bdi,1974,12300000.19073
bdi,1975,16280000.68665
bdi,1976,14710000.03815
bdi,1977,16520000.45776
bdi,1978,20879999.16077
bdi,1979,25170000.07629
bdi,1980,27680000.30518
bdi,1981,22690000.53406
bdi,1982,20639999.38965
bdi,1983,14710000.03815
bdi,1984,16280000.68665
bdi,1985,19200000.76294
bdi,1986,19209999.08447
bdi,1987,19649999.61853
bdi,1988,17329999.92371
bdi,1989,17159999.84741
bdi,1990,39520000.45776
bdi,1991,26069999.69482
bdi,1992,52869998.93188
bdi,1993,26340000.15259
bdi,1994,19149999.61853
bdi,1995,9479999.54224
bdi,1996,6840000.15259
bdi,1997,4849999.90463
bdi,1998,7619999.88556
bdi,1999,2910000.08583
bdi,2000,5980000.01907
bdi,2001,7489999.77112
bdi,2002,16520000.45776
bdi,2003,15880000.11444
bdi,2004,25079999.92371
bdi,2005,21299999.23706
bdi,2006,33330001.83105
bdi,2007,26340000.15259
bdi,2008,58159999.84741
bdi,2009,52189998.62671
bdi,2010,56880001.06812
bdi,2011,63849998.47412
bdi,2012,56189998.62671
bdi,2013,65209999.08447
bdi,2014,61750000
bdi,2015,48720001.2207
bdi,2016,52020000.45776
bdi,2017,36240001.67847
bdi,2018,41509998.32153
bdi,2019,28510000.22888
ben,1966,59999.99866
ben,1967,109999.9994
ben,1968,79999.99821
ben,1969,90000.00358
ben,1970,119999.99732
ben,1971,140000.0006
ben,1972,180000.00715
ben,1973,409999.99642
ben,1974,490000.00954
ben,1975,610000.01431
ben,1976,589999.97377
ben,1977,819999.99285
ben,1978,519999.98093
ben,1979,519999.98093
ben,1980,519999.98093
ben,1981,460000.00834
ben,1982,579999.98331
ben,1983,2250000
ben,1984,519999.98093
ben,1985,699999.98808
ben,1986,1169999.95708
ben,1987,2049999.95232
ben,1988,990000.00954
ben,1989,1789999.96185
ben,1990,1330000.04292
ben,1991,1620000.00477
ben,1992,1159999.96662
ben,1993,1169999.95708
ben,1994,4050000.19073
ben,1995,2849999.90463
ben,1996,1590000.03338
ben,1997,17780000.68665
ben,1998,3710000.03815
ben,1999,4050000.19073
ben,2000,4630000.11444
ben,2001,4380000.11444
ben,2002,9800000.19073
ben,2003,10560000.41962
ben,2004,13409999.84741
ben,2005,13119999.88556
ben,2006,14229999.54224
ben,2007,14890000.34332
ben,2008,21920000.07629
ben,2009,25579999.92371
ben,2010,28969999.31335
ben,2011,28389999.38965
ben,2012,25590000.15259
ben,2013,24149999.61853
ben,2014,21149999.61853
ben,2015,19559999.46594
ben,2016,19940000.53406
ben,2017,25270000.45776
ben,2018,27680000.30518
ben,2019,22809999.46594
bfa,1967,19999.99955
bfa,1968,19999.99955
bfa,1969,39999.99911
bfa,1970,39999.99911
bfa,1971,50000.00075
bfa,1972,50000.00075
bfa,1973,949999.98808
bfa,1974,930000.00715
bfa,1975,829999.98331
bfa,1976,560000.00238
bfa,1977,689999.99762
bfa,1978,1029999.97139
bfa,1979,2160000.08583
bfa,1980,1610000.01431
bfa,1981,870000.00477
bfa,1982,1830000.04292
bfa,1983,899999.97616
bfa,1984,1679999.94755
bfa,1985,1059999.94278
bfa,1986,2289999.96185
bfa,1987,2980000.01907
bfa,1988,1830000.04292
bfa,1989,1210000.03815
bfa,1990,2920000.07629
bfa,1991,2730000.01907
bfa,1992,2890000.1049
bfa,1993,3519999.98093
bfa,1994,5449999.80927
bfa,1995,4250000
bfa,1996,6630000.11444
bfa,1997,12430000.30518
bfa,1998,7409999.84741
bfa,1999,7900000.09537
bfa,2000,9640000.34332
bfa,2001,8880000.11444
bfa,2002,16760000.22888
bfa,2003,12479999.54224
bfa,2004,20510000.22888
bfa,2005,11750000
bfa,2006,16829999.92371
bfa,2007,14390000.34332
bfa,2008,12979999.54224
bfa,2009,14029999.73297
bfa,2010,15989999.77112
bfa,2011,11569999.69482
bfa,2012,9800000.19073
bfa,2013,14340000.15259
bfa,2014,9760000.22888
bfa,2015,10640000.34332
bfa,2016,13300000.19073
bfa,2017,14890000.34332
bfa,2018,15609999.65668
bfa,2019,18139999.38965
bgd,1973,1039999.96185
bgd,1974,4159999.84741
bgd,1975,3809999.94278
bgd,1976,3950000.04768
bgd,1977,4849999.90463
bgd,1978,219999.99881
bgd,1979,14699999.80927
bgd,1980,8840000.15259
bgd,1981,1610000.01431
bgd,1982,5389999.86649
bgd,1983,699999.98808
bgd,1984,379999.99523
bgd,1985,9979999.54224
bgd,1986,879999.99523
bgd,1987,5230000.01907
bgd,1988,3539999.96185
bgd,1989,119999.99732
bgd,1990,9880000.11444
bgd,1991,4010000.22888
bgd,1992,5599999.90463
bgd,1993,3059999.94278
bgd,1994,6409999.84741
bgd,1995,2450000.04768
bgd,1996,1870000.00477
bgd,1997,-1899999.97616
bgd,1998,29999.99933
bgd,1999,-910000.02623
bgd,2000,-910000.02623
bgd,2001,1700000.04768
bgd,2002,-2069999.93324
bgd,2003,1259999.99046
bgd,2004,-100000.00149
bgd,2005,-319999.99285
bgd,2006,-639999.98569
bgd,2007,-430000.00715
bgd,2008,3609999.8951
bgd,2009,-2650000.09537
bgd,2010,-9999.99978
bgd,2011,490000.00954
bgd,2012,819999.99285
bgd,2013,1000000
bgd,2014,769999.98093
bgd,2015,620000.00477
bgd,2016,1389999.98569
bgd,2017,1009999.99046
bgd,2018,1220000.02861
bgd,2019,1029999.97139
bgr,1992,17500000
bgr,1993,7300000.19073
bgr,1995,70000.0003
bgr,1996,779999.97139
bgr,1997,589999.97377
bgr,1998,129999.99523
bgr,1999,479999.98927
bgr,2000,289999.99166
bgr,2001,289999.99166
bgr,2002,200000.00298
bgr,2003,200000.00298
bgr,2004,959999.97854
bhr,2003,19999.99955
bhs,1977,39999.99911
bih,1995,879999.99523
bih,1996,2599999.90463
bih,1997,4320000.17166
bih,1998,3990000.00954
bih,1999,5730000.01907
bih,2000,1279999.97139
bih,2001,6039999.96185
bih,2002,1879999.99523
bih,2003,660000.02623
bih,2004,540000.02146
bih,2005,1539999.96185
bih,2006,280000.00119
bih,2007,300000.01192
bih,2008,-3140000.1049
bih,2009,-59999.99866
bih,2010,-189999.99762
bih,2011,-140000.0006
bih,2012,-250000
bih,2013,-239999.99464
bih,2014,-129999.99523
bih,2015,-219999.99881
bih,2016,-209999.99344
bih,2017,-90000.00358
bih,2018,50000.00075
bih,2019,50000.00075
blr,1996,70000.0003
blr,1997,9999.99978
blr,2004,19999.99955
blr,2005,9999.99978
blr,2006,9999.99978
blr,2007,150000.00596
blr,2008,90000.00358
blr,2009,29999.99933
blr,2010,119999.99732
blr,2011,50000.00075
blr,2012,59999.99866
blr,2013,9999.99978
blr,2015,0
blr,2016,0
blr,2017,0
blr,2018,19999.99955
blr,2019,9999.99978
blz,1975,9999.99978
blz,1982,59999.99866
blz,1988,19999.99955
blz,1989,9999.99978
bol,1966,100000.00149
bol,1967,129999.99523
bol,1968,150000.00596
bol,1969,200000.00298
bol,1970,189999.99762
bol,1971,189999.99762
bol,1972,159999.99642
bol,1973,330000.01311
bol,1974,680000.00715
bol,1975,550000.01192
bol,1976,769999.98093
bol,1977,2579999.92371
bol,1978,3829999.92371
bol,1979,4869999.88556
bol,1980,1529999.97139
bol,1981,3579999.92371
bol,1982,2950000.04768
bol,1983,2769999.98093
bol,1984,1629999.99523
bol,1985,1549999.95232
bol,1986,2369999.88556
bol,1987,2039999.96185
bol,1988,2839999.91417
bol,1989,4510000.22888
bol,1990,6239999.77112
bol,1991,4380000.11444
bol,1992,19489999.77112
bol,1993,9449999.80927
bol,1994,7000000
bol,1995,46520000.45776
bol,1996,59909999.84741
bol,1997,6199999.80927
bol,1998,24329999.92371
bol,1999,12569999.69482
bol,2000,9310000.41962
bol,2001,9500000
bol,2002,19120000.83923
bol,2003,14239999.77112
bol,2004,17309999.46594
bol,2005,10329999.92371
bol,2006,10479999.54224
bol,2007,14890000.34332
bol,2008,17809999.46594
bol,2009,24799999.23706
bol,2010,20870000.83923
bol,2011,23620000.83923
bol,2012,16940000.53406
bol,2013,13229999.54224
bol,2014,18649999.61853
bol,2015,14289999.96185
bol,2016,20760000.22888
bol,2017,14640000.34332
bol,2018,10859999.65668
bol,2019,8039999.96185
bra,1962,2000000
bra,1966,300000.01192
bra,1967,300000.01192
bra,1968,370000.00477
bra,1969,419999.98689
bra,1970,340000.00358
bra,1971,330000.01311
bra,1972,300000.01192
bra,1973,600000.02384
bra,1974,600000.02384
bra,1975,779999.97139
bra,1976,759999.99046
bra,1977,1049999.95232
bra,1978,889999.98569
bra,1979,1100000.02384
bra,1980,1139999.98569
bra,1981,1000000
bra,1982,810000.00238
bra,1983,1429999.94755
bra,1984,1090000.03338
bra,1985,1450000.04768
bra,1986,1299999.95232
bra,1987,1740000.00954
bra,1988,2150000.09537
bra,1989,1309999.94278
bra,1990,2910000.08583
bra,1991,3380000.11444
bra,1992,5320000.17166
bra,1993,5280000.20981
bra,1994,4309999.94278
bra,1995,7070000.17166
bra,1996,4969999.79019
bra,1997,5260000.22888
bra,1998,4869999.88556
bra,1999,3680000.06676
bra,2000,4690000.05722
bra,2001,2720000.02861
bra,2002,2920000.07629
bra,2003,3809999.94278
bra,2004,4780000.20981
bra,2005,4480000.01907
bra,2006,4389999.86649
bra,2007,4940000.05722
bra,2008,4030000.20981
bra,2009,4179999.82834
bra,2010,3960000.03815
bra,2011,4460000.03815
bra,2012,3730000.01907
bra,2013,4750000
bra,2014,2880000.11444
bra,2015,2420000.07629
bra,2016,1889999.98569
bra,2017,1149999.97616
bra,2018,1269999.98093
bra,2019,1230000.01907
brb,1979,39999.99911
brb,1987,90000.00358
brb,1988,100000.00149
brb,1991,90000.00358
brb,1992,90000.00358
brb,1993,29999.99933
brb,1995,9999.99978
brb,1996,19999.99955
brb,1997,19999.99955
btn,1986,50000.00075
btn,1987,79999.99821
btn,1988,90000.00358
btn,1989,9999.99978
btn,1990,9999.99978
btn,1991,50000.00075
btn,1995,9999.99978
btn,2006,9999.99978
bwa,1975,29999.99933
bwa,1976,19999.99955
bwa,1977,29999.99933
bwa,1984,100000.00149
bwa,1985,39999.99911
bwa,1986,159999.99642
bwa,1987,1500000
bwa,1988,90000.00358
bwa,1989,9999.99978
bwa,1990,119999.99732
bwa,1991,180000.00715
bwa,1992,920000.01669
bwa,1993,270000.01073
bwa,1994,389999.98569
bwa,1995,750000
bwa,1996,419999.98689
bwa,1997,400000.00596
bwa,1998,280000.00119
bwa,1999,230000.00417
bwa,2000,200000.00298
bwa,2001,419999.98689
bwa,2002,280000.00119
bwa,2003,250000
bwa,2004,59999.99866
bwa,2006,-140000.0006
bwa,2007,170000.00179
bwa,2008,200000.00298
bwa,2009,180000.00715
bwa,2010,200000.00298
bwa,2011,29999.99933
bwa,2012,-79999.99821
bwa,2013,-90000.00358
bwa,2014,-90000.00358
bwa,2015,-70000.0003
bwa,2016,-70000.0003
caf,1968,19999.99955
caf,1969,29999.99933
caf,1970,70000.0003
caf,1971,39999.99911
caf,1972,50000.00075
caf,1973,159999.99642
caf,1974,159999.99642
caf,1975,250000
caf,1976,349999.99404
caf,1977,189999.99762
caf,1978,490000.00954
caf,1979,509999.99046
caf,1980,289999.99166
caf,1981,209999.99344
caf,1982,389999.98569
caf,1983,109999.9994
caf,1984,230000.00417
caf,1985,50000.00075
caf,1986,79999.99821
caf,1987,150000.00596
caf,1988,119999.99732
caf,1989,59999.99866
caf,1990,59999.99866
caf,1991,90000.00358
caf,1992,90000.00358
caf,1993,280000.00119
caf,1994,29999.99933
caf,1995,39999.99911
caf,1996,200000.00298
caf,1997,70000.0003
caf,1998,79999.99821
caf,1999,889999.98569
caf,2000,170000.00179
caf,2001,29999.99933
caf,2002,409999.99642
caf,2003,39999.99911
caf,2004,29999.99933
caf,2005,219999.99881
caf,2006,219999.99881
caf,2007,19999.99955
caf,2008,2349999.90463
caf,2009,1039999.96185
caf,2010,2589999.91417
caf,2011,3900000.09537
caf,2012,1500000
caf,2013,90000.00358
caf,2014,6449999.80927
caf,2015,7250000
caf,2016,8289999.96185
caf,2017,5570000.17166
caf,2018,3470000.02861
caf,2019,5929999.82834
chl,1965,959999.97854
chl,1966,460000.00834
chl,1967,509999.99046
chl,1968,460000.00834
chl,1969,1419999.95708
chl,1970,1519999.98093
chl,1971,1100000.02384
chl,1972,1080000.04292
chl,1973,1240000.00954
chl,1974,810000.00238
chl,1975,1909999.96662
chl,1976,1110000.01431
chl,1977,1440000.05722
chl,1978,639999.98569
chl,1979,709999.97854
chl,1980,1100000.02384
chl,1981,910000.02623
chl,1982,959999.97854
chl,1983,629999.99523
chl,1984,850000.02384
chl,1985,1049999.95232
chl,1986,1379999.99523
chl,1987,1779999.97139
chl,1988,1750000
chl,1989,1840000.03338
chl,1990,3240000.00954
chl,1991,3049999.95232
chl,1992,6000000
chl,1993,6300000.19073
chl,1994,4130000.11444
chl,1995,6019999.98093
chl,1996,4760000.22888
chl,1997,3759999.99046
chl,1998,3549999.95232
chl,1999,3160000.08583
chl,2000,2519999.98093
chl,2001,2609999.8951
chl,2002,2359999.8951
chl,2003,3509999.99046
chl,2004,2160000.08583
chl,2005,1909999.96662
chl,2006,829999.98331
chl,2007,910000.02623
chl,2008,1009999.99046
chl,2009,1230000.01907
chl,2010,1039999.96185
chl,2011,419999.98689
chl,2012,529999.97139
chl,2013,219999.99881
chl,2014,419999.98689
chl,2015,270000.01073
chl,2016,159999.99642
chl,2017,200000.00298
chn,1980,10380000.11444
chn,1981,8430000.30518
chn,1982,6929999.82834
chn,1983,6030000.20981
chn,1984,6190000.05722
chn,1985,6869999.88556
chn,1986,1779999.97139
chn,1987,25319999.69482
chn,1988,15130000.11444
chn,1989,1309999.94278
chn,1990,4530000.20981
chn,1991,2329999.92371
chn,1992,18139999.38965
chn,1993,10529999.73297
chn,1994,2089999.91417
chn,1995,10920000.07629
chn,1996,7780000.20981
chn,1997,5340000.15259
chn,1998,6480000.01907
chn,1999,-3819999.93324
chn,2000,2859999.8951
chn,2001,319999.99285
chn,2002,159999.99642
chn,2003,-2309999.94278
chn,2004,-4590000.15259
chn,2005,-1340000.03338
chn,2006,-2549999.95232
chn,2007,-3839999.91417
chn,2008,-1519999.98093
chn,2009,2049999.95232
chn,2010,-3380000.11444
chn,2011,-3509999.99046
chn,2012,-2910000.08583
chn,2013,-1990000.00954
chn,2014,-3440000.05722
chn,2015,-2690000.05722
chn,2016,-1149999.97616
chn,2017,-2809999.94278
chn,2018,479999.98927
chn,2019,660000.02623
civ,1966,29999.99933
civ,1967,109999.9994
civ,1968,100000.00149
civ,1969,159999.99642
civ,1970,230000.00417
civ,1971,280000.00119
civ,1972,389999.98569
civ,1973,870000.00477
civ,1974,1080000.04292
civ,1975,1860000.01431
civ,1976,3779999.97139
civ,1977,4090000.15259
civ,1978,4210000.03815
civ,1979,11829999.92371
civ,1980,10010000.22888
civ,1981,4889999.86649
civ,1982,6159999.84741
civ,1983,3049999.95232
civ,1984,3230000.01907
civ,1985,2920000.07629
civ,1986,2920000.07629
civ,1987,4550000.19073
civ,1988,4769999.98093
civ,1989,3740000.00954
civ,1990,3369999.88556
civ,1991,3599999.90463
civ,1992,3710000.03815
civ,1993,3430000.06676
civ,1994,12590000.15259
civ,1995,8590000.15259
civ,1996,5139999.86649
civ,1997,15560000.41962
civ,1998,35040000.91553
civ,1999,3710000.03815
civ,2000,13890000.34332
civ,2001,2539999.96185
civ,2002,44349998.47412
civ,2003,4679999.82834
civ,2004,7800000.19073
civ,2005,4409999.84741
civ,2006,4440000.05722
civ,2007,5929999.82834
civ,2008,4650000.09537
civ,2009,37680000.30518
civ,2010,3259999.99046
civ,2011,2509999.99046
civ,2012,273470001.2207
civ,2013,1879999.99523
civ,2014,529999.97139
civ,2015,349999.99404
civ,2016,230000.00417
civ,2017,90000.00358
civ,2018,90000.00358
civ,2019,779999.97139
cmr,1967,59999.99866
cmr,1968,100000.00149
cmr,1969,200000.00298
cmr,1970,259999.99046
cmr,1971,280000.00119
cmr,1972,409999.99642
cmr,1973,670000.01669
cmr,1974,769999.98093
cmr,1975,1460000.03815
cmr,1976,1240000.00954
cmr,1977,1840000.03338
cmr,1978,2500000
cmr,1979,3170000.07629
cmr,1980,3589999.91417
cmr,1981,4280000.20981
cmr,1982,7610000.13351
cmr,1983,8260000.22888
cmr,1984,9420000.07629
cmr,1985,2940000.05722
cmr,1986,8229999.54224
cmr,1987,7519999.98093
cmr,1988,11130000.11444
cmr,1989,9220000.26703
cmr,1990,4320000.17166
cmr,1991,5940000.05722
cmr,1992,6659999.84741
cmr,1993,6389999.86649
cmr,1994,3059999.94278
cmr,1995,2849999.90463
cmr,1996,2289999.96185
cmr,1997,1919999.95708
cmr,1998,15020000.45776
cmr,1999,13130000.11444
cmr,2000,8510000.22888
cmr,2001,32569999.69482
cmr,2002,25450000.76294
cmr,2003,26659999.84741
cmr,2004,22420000.07629
cmr,2005,14430000.30518
cmr,2006,69569999.69482
cmr,2007,87760002.13623
cmr,2008,3670000.07629
cmr,2009,23959999.08447
cmr,2010,4250000
cmr,2011,4610000.13351
cmr,2012,2359999.8951
cmr,2013,4840000.15259
cmr,2014,9560000.41962
cmr,2015,3400000.09537
cmr,2016,6230000.01907
cmr,2017,3109999.8951
cmr,2018,2660000.08583
cmr,2019,2799999.95232
cod,1960,71000000
cod,1961,57099998.47412
cod,1962,46299999.23706
cod,1963,64330001.83105
cod,1964,66150001.52588
cod,1965,87900001.52588
cod,1966,48860000.61035
cod,1967,47779998.7793
cod,1968,44520000.45776
cod,1969,46759998.32153
cod,1970,50430000.30518
cod,1971,56720001.2207
cod,1972,72819999.69482
cod,1973,85550003.05176
cod,1974,101919998.16894
cod,1975,112970001.2207
cod,1976,93959999.08447
cod,1977,108610000.61035
cod,1978,128960006.71387
cod,1979,153639999.38965
cod,1980,169660003.66211
cod,1981,123739997.86377
cod,1982,103559997.55859
cod,1983,89959999.08447
cod,1984,75580001.83105
cod,1985,79709999.08447
cod,1986,142320007.32422
cod,1987,121580001.83106
cod,1988,136369995.11719
cod,1989,95889999.38965
cod,1990,95349998.47412
cod,1991,30819999.69482
cod,1992,32939998.62671
cod,1993,30909999.84741
cod,1994,29309999.46594
cod,1995,36250000
cod,1996,15520000.45776
cod,1997,30790000.91553
cod,1998,24930000.30518
cod,1999,22729999.54224
cod,2000,26680000.30518
cod,2001,43229999.54224
cod,2002,41259998.32153
cod,2003,789630004.88281
cod,2004,265269989.01367
cod,2005,151720001.2207
cod,2006,221570007.32422
cod,2007,209770004.27246
cod,2008,174380004.88281
cod,2009,177020004.27246
cod,2010,648799987.79297
cod,2011,173190002.44141
cod,2012,131130004.88281
cod,2013,144889999.38965
cod,2014,150610000.61035
cod,2015,89449996.94824
cod,2016,103099998.47412
cod,2017,113860000.61035
cod,2018,128279998.7793
cod,2019,100910003.66211
cog,1967,9999.99978
cog,1968,9999.99978
cog,1969,29999.99933
cog,1970,29999.99933
cog,1971,19999.99955
cog,1972,19999.99955
cog,1973,140000.0006
cog,1974,189999.99762
cog,1975,330000.01311
cog,1976,230000.00417
cog,1977,219999.99881
cog,1978,400000.00596
cog,1979,319999.99285
cog,1980,219999.99881
cog,1981,140000.0006
cog,1982,119999.99732
cog,1983,109999.9994
cog,1984,1539999.96185
cog,1985,100000.00149
cog,1986,2380000.11444
cog,1987,3140000.1049
cog,1988,170000.00179
cog,1989,9999.99978
cog,1990,829999.98331
cog,1991,370000.00477
cog,1992,6619999.88556
cog,1993,629999.99523
cog,1994,2059999.94278
cog,1995,870000.00477
cog,1996,660000.02623
cog,1997,699999.98808
cog,1998,1350000.02384
cog,1999,59999.99866
cog,2000,9999.99978
cog,2001,209999.99344
cog,2002,1299999.95232
cog,2003,500000
cog,2004,-750000
cog,2005,20969999.31335
cog,2006,1549999.95232
cog,2007,310000.00238
cog,2008,389999.98569
cog,2009,9670000.07629
cog,2010,56759998.32153
cog,2011,209999.99344
cog,2012,219999.99881
cog,2013,189999.99762
cog,2014,9999.99978
cog,2015,79999.99821
cog,2016,1210000.03815
cog,2017,19999.99955
cog,2018,19999.99955
cog,2019,19999.99955
col,1966,90000.00358
col,1967,219999.99881
col,1968,209999.99344
col,1969,230000.00417
col,1970,209999.99344
col,1971,280000.00119
col,1972,300000.01192
col,1973,720000.02861
col,1974,1919999.95708
col,1975,3440000.05722
col,1976,1909999.96662
col,1977,1440000.05722
col,1978,730000.01907
col,1979,2170000.07629
col,1980,2329999.92371
col,1981,829999.98331
col,1982,699999.98808
col,1983,1019999.98093
col,1984,680000.00715
col,1985,670000.01669
col,1986,1120000.00477
col,1987,680000.00715
col,1988,1129999.99523
col,1989,1129999.99523
col,1990,1620000.00477
col,1991,1669999.95708
col,1992,1929999.94755
col,1993,1179999.94755
col,1994,560000.00238
col,1995,2960000.03815
col,1996,759999.99046
col,1997,1519999.98093
col,1998,639999.98569
col,1999,1210000.03815
col,2000,1049999.95232
col,2001,1000000
col,2002,1440000.05722
col,2003,1610000.01431
col,2004,3089999.91417
col,2005,2329999.92371
col,2006,4510000.22888
col,2007,3170000.07629
col,2008,8180000.30518
col,2009,4550000.19073
col,2010,4599999.90463
col,2011,4369999.88556
col,2012,3359999.8951
col,2013,3359999.8951
col,2014,2950000.04768
col,2015,2240000.00954
col,2016,2680000.06676
col,2017,1779999.97139
col,2018,1960000.03815
col,2019,1559999.94278
com,1977,180000.00715
com,1978,50000.00075
com,1979,870000.00477
com,1980,579999.98331
com,1981,779999.97139
com,1982,109999.9994
com,1983,90000.00358
com,1984,810000.00238
com,1985,720000.02861
com,1986,1740000.00954
com,1987,2440000.05722
com,1988,1580000.04292
com,1989,3430000.06676
com,1990,90000.00358
com,1991,1320000.05245
com,1992,1299999.95232
com,1993,689999.99762
com,1994,479999.98927
com,1995,29999.99933
com,1996,39999.99911
com,1997,150000.00596
com,1998,119999.99732
com,1999,39999.99911
com,2000,90000.00358
com,2001,59999.99866
com,2002,0
com,2003,150000.00596
com,2004,150000.00596
com,2005,150000.00596
com,2006,189999.99762
com,2007,200000.00298
com,2012,79999.99821
com,2013,119999.99732
com,2015,0
com,2016,0
com,2017,0
cpv,1975,9999.99978
cpv,1976,90000.00358
cpv,1977,639999.98569
cpv,1978,1169999.95708
cpv,1979,1629999.99523
cpv,1980,560000.00238
cpv,1981,1250000
cpv,1982,1389999.98569
cpv,1983,1679999.94755
cpv,1984,1700000.04768
cpv,1985,1529999.97139
cpv,1986,769999.98093
cpv,1987,4070000.17166
cpv,1988,2309999.94278
cpv,1989,1750000
cpv,1990,3549999.95232
cpv,1991,7050000.19073
cpv,1992,2099999.90463
cpv,1993,5630000.11444
cpv,1994,6170000.07629
cpv,1995,2559999.94278
cpv,1996,360000.01431
cpv,1997,170000.00179
cpv,1998,819999.99285
cpv,1999,280000.00119
cpv,2000,1330000.04292
cpv,2001,150000.00596
cpv,2002,589999.97377
cpv,2003,649999.97616
