geo,time,dc_dac_gbrl_cd
arg,1978,29999.99933
arg,1979,9999.99978
arg,1980,70000.0003
arg,1990,19999.99955
arg,1991,140000.0006
arg,1992,200000.00298
arg,1993,140000.0006
arg,1994,239999.99464
arg,1995,180000.00715
arg,1996,250000
arg,1997,230000.00417
arg,1998,189999.99762
arg,1999,259999.99046
arg,2000,9520000.45776
arg,2001,29999.99933
arg,2007,959999.97854
arg,2008,980000.01907
arg,2009,990000.00954
arg,2010,540000.02146
arg,2011,1190000.05722
arg,2012,3240000.00954
arg,2013,1480000.01907
arg,2014,1580000.04292
arg,2015,2410000.08583
arg,2016,1360000.01431
arg,2017,3420000.07629
arg,2018,3170000.07629
arg,2019,5630000.11444
arm,1993,529999.97139
arm,1994,1909999.96662
arm,1995,1590000.03338
arm,1996,1370000.00477
arm,1997,1580000.04292
arm,1998,1309999.94278
arm,1999,1330000.04292
arm,2000,2750000
arm,2001,2380000.11444
arm,2002,1669999.95708
arm,2003,3150000.09537
arm,2004,6559999.94278
arm,2005,6219999.79019
arm,2006,8390000.34332
arm,2007,7510000.22888
arm,2008,6599999.90463
arm,2009,1019999.98093
arm,2010,490000.00954
arm,2011,360000.01431
arm,2012,1320000.05245
arm,2013,1289999.96185
arm,2014,1600000.02384
arm,2015,1809999.94278
arm,2016,589999.97377
arm,2017,1259999.99046
arm,2018,1149999.97616
arm,2019,3410000.08583
atg,1974,2519999.98093
atg,1975,1370000.00477
atg,1976,1309999.94278
atg,1977,1440000.05722
atg,1978,1360000.01431
atg,1979,1649999.97616
atg,1980,1000000
atg,1981,1899999.97616
atg,1982,810000.00238
atg,1983,649999.97616
atg,1984,469999.99881
atg,1985,400000.00596
atg,1986,1090000.03338
atg,1987,1480000.01907
atg,1988,1740000.00954
atg,1989,1159999.96662
atg,1990,1679999.94755
atg,1991,3859999.8951
atg,1992,1610000.01431
atg,1993,1799999.95232
atg,1994,1450000.04768
atg,1995,779999.97139
atg,1996,1070000.05245
atg,1997,449999.98808
atg,1998,579999.98331
atg,1999,579999.98331
atg,2000,3230000.01907
atg,2001,1059999.94278
atg,2002,2329999.92371
atg,2003,239999.99464
atg,2004,70000.0003
atg,2007,9999.99978
atg,2008,19999.99955
atg,2009,9999.99978
atg,2012,9999.99978
atg,2013,29999.99933
atg,2014,0
atg,2015,0
atg,2016,0
atg,2017,9999.99978
atg,2018,129999.99523
atg,2019,319999.99285
aze,1992,439999.99762
aze,1993,2029999.97139
aze,1994,2869999.88556
aze,1995,2809999.94278
aze,1996,2450000.04768
aze,1997,1970000.02861
aze,1998,579999.98331
aze,1999,1200000.04768
aze,2000,750000
aze,2001,1149999.97616
aze,2002,469999.99881
aze,2003,289999.99166
aze,2004,159999.99642
aze,2005,39999.99911
aze,2007,349999.99404
aze,2008,1870000.00477
aze,2009,1409999.96662
aze,2010,860000.01431
aze,2011,959999.97854
aze,2012,2119999.88556
aze,2013,4139999.86649
aze,2014,3460000.03815
aze,2015,3740000.00954
aze,2016,1360000.01431
aze,2017,2019999.98093
aze,2018,1039999.96185
aze,2019,3769999.98093
bdi,1964,9999.99978
bdi,1965,29999.99933
bdi,1966,29999.99933
bdi,1967,19999.99955
bdi,1968,9999.99978
bdi,1969,19999.99955
bdi,1972,19999.99955
bdi,1973,19999.99955
bdi,1974,9999.99978
bdi,1975,9999.99978
bdi,1976,9999.99978
bdi,1977,9999.99978
bdi,1978,9999.99978
bdi,1979,39999.99911
bdi,1980,50000.00075
bdi,1981,39999.99911
bdi,1982,39999.99911
bdi,1983,79999.99821
bdi,1984,100000.00149
bdi,1985,109999.9994
bdi,1986,140000.0006
bdi,1987,150000.00596
bdi,1988,209999.99344
bdi,1989,250000
bdi,1990,319999.99285
bdi,1991,360000.01431
bdi,1992,319999.99285
bdi,1993,1220000.02861
bdi,1994,4550000.19073
bdi,1995,1809999.94278
bdi,1996,2630000.11444
bdi,1997,1690000.05722
bdi,1998,2319999.93324
bdi,1999,759999.99046
bdi,2000,1740000.00954
bdi,2001,1690000.05722
bdi,2002,1190000.05722
bdi,2003,3509999.99046
bdi,2004,9460000.03815
bdi,2005,14779999.73297
bdi,2006,26899999.61853
bdi,2007,15439999.58038
bdi,2008,14170000.07629
bdi,2009,14420000.07629
bdi,2010,20139999.38965
bdi,2011,17719999.31335
bdi,2012,1159999.96662
bdi,2013,6530000.20981
bdi,2014,10060000.41962
bdi,2015,310000.00238
bdi,2016,4300000.19073
bdi,2017,6329999.92371
bdi,2018,5369999.88556
bdi,2019,6400000.09537
ben,1966,39999.99911
ben,1967,39999.99911
ben,1968,19999.99955
ben,1969,50000.00075
ben,1970,50000.00075
ben,1971,70000.0003
ben,1972,29999.99933
ben,1973,79999.99821
ben,1974,90000.00358
ben,1975,129999.99523
ben,1976,79999.99821
ben,1977,19999.99955
ben,1978,109999.9994
ben,1979,109999.9994
ben,1980,150000.00596
ben,1981,100000.00149
ben,1982,50000.00075
ben,1983,119999.99732
ben,1984,219999.99881
ben,1985,239999.99464
ben,1986,230000.00417
ben,1987,219999.99881
ben,1988,610000.01431
ben,1989,540000.02146
ben,1990,560000.00238
ben,1991,340000.00358
ben,1992,6699999.80927
ben,1993,50000.00075
ben,1995,19999.99955
ben,1999,1570000.05245
ben,2000,140000.0006
ben,2001,70000.0003
ben,2002,59999.99866
ben,2003,21129999.16077
ben,2006,2279999.97139
ben,2007,-140000.0006
ben,2009,29999.99933
ben,2011,70000.0003
ben,2012,610000.01431
ben,2017,409999.99642
ben,2018,519999.98093
ben,2019,219999.99881
bfa,1965,9999.99978
bfa,1969,9999.99978
bfa,1971,9999.99978
bfa,1972,100000.00149
bfa,1973,50000.00075
bfa,1974,59999.99866
bfa,1975,59999.99866
bfa,1976,79999.99821
bfa,1977,100000.00149
bfa,1978,50000.00075
bfa,1979,50000.00075
bfa,1980,219999.99881
bfa,1981,70000.0003
bfa,1982,39999.99911
bfa,1983,129999.99523
bfa,1984,159999.99642
bfa,1985,360000.01431
bfa,1986,189999.99762
bfa,1987,250000
bfa,1988,560000.00238
bfa,1989,460000.00834
bfa,1990,460000.00834
bfa,1991,2240000.00954
bfa,1992,629999.99523
bfa,1993,389999.98569
bfa,1994,189999.99762
bfa,1995,540000.02146
bfa,1996,469999.99881
bfa,1997,990000.00954
bfa,1998,140000.0006
bfa,1999,490000.00954
bfa,2000,449999.98808
bfa,2001,1740000.00954
bfa,2002,300000.01192
bfa,2003,109999.9994
bfa,2004,6469999.79019
bfa,2005,2579999.92371
bfa,2006,2779999.97139
bfa,2007,-349999.99404
bfa,2008,159999.99642
bfa,2009,200000.00298
bfa,2010,100000.00149
bfa,2011,819999.99285
bfa,2012,1710000.03815
bfa,2013,850000.02384
bfa,2014,550000.01192
bfa,2015,129999.99523
bfa,2016,180000.00715
bfa,2017,2250000
bfa,2018,2430000.06676
bfa,2019,1909999.96662
bgd,1972,6329999.92371
bgd,1973,6539999.96185
bgd,1974,15060000.41962
bgd,1975,31760000.22888
bgd,1976,24780000.68665
bgd,1977,38380001.06812
bgd,1978,84389999.38965
bgd,1979,71360000.61035
bgd,1980,99019996.64307
bgd,1981,66819999.69482
bgd,1982,38799999.23706
bgd,1983,36279998.7793
bgd,1984,46470001.2207
bgd,1985,52220001.2207
bgd,1986,54889999.38965
bgd,1987,55650001.52588
bgd,1988,73169998.16895
bgd,1989,85239997.86377
bgd,1990,97300003.05176
bgd,1991,97900001.52588
bgd,1992,102069999.69482
bgd,1993,71709999.08447
bgd,1994,65680000.30518
bgd,1995,76010002.13623
bgd,1996,71440002.44141
bgd,1997,70290000.91553
bgd,1998,98949996.94824
bgd,1999,114900001.52588
bgd,2000,103360000.61035
bgd,2001,124470001.2207
bgd,2002,101819999.69482
bgd,2003,260470001.2207
bgd,2004,252720001.2207
bgd,2005,203270004.27246
bgd,2006,139070007.32422
bgd,2007,245570007.32422
bgd,2008,252529998.7793
bgd,2009,250080001.83105
bgd,2010,228320007.32422
bgd,2011,368619995.11719
bgd,2012,310809997.55859
bgd,2013,425269989.01367
bgd,2014,342850006.10352
bgd,2015,250110000.61035
bgd,2016,200460006.71387
bgd,2017,226410003.66211
bgd,2018,253309997.55859
bgd,2019,327079986.57227
bgr,1991,349999.99404
bgr,1992,3220000.02861
bgr,1993,2490000.00954
bgr,1994,2890000.1049
bgr,1995,4750000
bgr,1996,5630000.11444
bgr,1997,5179999.82834
bgr,1998,4719999.79019
bgr,1999,4889999.86649
bgr,2000,4550000.19073
bgr,2001,5250000
bgr,2002,6949999.80927
bgr,2003,3869999.88556
bgr,2004,2950000.04768
bhr,1960,239999.99464
bhr,1961,939999.99762
bhr,1962,1350000.02384
bhr,1963,639999.98569
bhr,1964,579999.98331
bhr,1965,879999.99523
bhr,1966,879999.99523
bhr,1967,50000.00075
bhr,1968,140000.0006
bhr,1969,119999.99732
bhr,1970,280000.00119
bhr,1971,280000.00119
bhr,1972,550000.01192
bhr,1973,509999.99046
bhr,1974,610000.01431
bhr,1975,740000.00954
bhr,1976,709999.97854
bhr,1977,879999.99523
bhr,1978,870000.00477
bhr,1979,740000.00954
bhr,1980,9999.99978
bhs,1960,-39999.99911
bhs,1964,50000.00075
bhs,1965,59999.99866
bhs,1966,39999.99911
bhs,1967,39999.99911
bhs,1968,39999.99911
bhs,1969,50000.00075
bhs,1970,19999.99955
bhs,1971,140000.0006
bhs,1972,889999.98569
bhs,1973,9999.99978
bhs,1974,50000.00075
bhs,1975,109999.9994
bhs,1976,70000.0003
bhs,1977,29999.99933
bhs,1978,59999.99866
bhs,1979,140000.0006
bhs,1980,159999.99642
bhs,1981,79999.99821
bhs,1982,29999.99933
bhs,1983,9999.99978
bhs,1984,9999.99978
bhs,1985,9999.99978
bhs,1986,9999.99978
bhs,1987,19999.99955
bhs,1988,9999.99978
bhs,1989,29999.99933
bhs,1990,140000.0006
bhs,1991,170000.00179
bhs,1992,29999.99933
bhs,1993,300000.01192
bhs,1994,29999.99933
bhs,1995,70000.0003
bhs,1996,159999.99642
bhs,1998,19999.99955
bhs,1999,29999.99933
bhs,2001,39999.99911
bhs,2003,19999.99955
bih,1996,560000.00238
bih,1997,1759999.99046
bih,1998,3369999.88556
bih,1999,6860000.13351
bih,2000,7079999.92371
bih,2001,6130000.11444
bih,2002,7280000.20981
bih,2003,12619999.88556
bih,2004,10979999.54224
bih,2005,6559999.94278
bih,2006,5869999.88556
bih,2007,9510000.22888
bih,2008,9340000.15259
bih,2009,9609999.65668
bih,2010,9680000.30518
bih,2011,4789999.96185
bih,2012,3579999.92371
bih,2013,2880000.11444
bih,2014,5769999.98093
bih,2015,6769999.98093
bih,2016,4889999.86649
bih,2017,4610000.13351
bih,2018,3369999.88556
bih,2019,8470000.26703
blr,1993,170000.00179
blr,1994,910000.02623
blr,1995,980000.01907
blr,1996,1899999.97616
blr,1997,1740000.00954
blr,1998,800000.01192
blr,1999,579999.98331
blr,2000,209999.99344
blr,2001,129999.99523
blr,2002,90000.00358
blr,2003,70000.0003
blr,2004,200000.00298
blr,2005,109999.9994
blr,2007,819999.99285
blr,2008,1090000.03338
blr,2009,610000.01431
blr,2010,370000.00477
blr,2011,119999.99732
blr,2012,879999.99523
blr,2013,1019999.98093
blr,2014,779999.97139
blr,2015,1340000.03338
blr,2016,529999.97139
blr,2017,910000.02623
blr,2018,1649999.97616
blr,2019,2549999.95232
blz,1960,1789999.96185
blz,1961,2700000.04768
blz,1962,4329999.92371
blz,1963,3990000.00954
blz,1964,289999.99166
blz,1965,1480000.01907
blz,1966,1899999.97616
blz,1967,5099999.90463
blz,1968,4760000.22888
blz,1969,6099999.90463
blz,1970,5429999.82834
blz,1971,4389999.86649
blz,1972,2990000.00954
blz,1973,3660000.08583
blz,1974,4349999.90463
blz,1975,5050000.19073
blz,1976,6849999.90463
blz,1977,4260000.22888
blz,1978,7239999.77112
blz,1979,15479999.54224
blz,1980,9930000.30518
blz,1981,7949999.80927
blz,1982,4829999.92371
blz,1983,3910000.08583
blz,1984,7059999.94278
blz,1985,5440000.05722
blz,1986,4400000.09537
blz,1987,3210000.03815
blz,1988,4880000.11444
blz,1989,3569999.93324
blz,1990,5280000.20981
blz,1991,5250000
blz,1992,5179999.82834
blz,1993,5960000.03815
blz,1994,7510000.22888
blz,1995,3819999.93324
blz,1996,6599999.90463
blz,1997,1700000.04768
blz,1998,1809999.94278
blz,1999,37029998.7793
blz,2000,1700000.04768
blz,2001,6869999.88556
blz,2002,11670000.07629
blz,2003,670000.01669
blz,2004,419999.98689
blz,2005,1990000.00954
blz,2006,349999.99404
blz,2007,59999.99866
blz,2008,90000.00358
blz,2009,50000.00075
blz,2010,79999.99821
blz,2011,519999.98093
blz,2012,230000.00417
blz,2013,2599999.90463
blz,2014,1600000.02384
blz,2015,1750000
blz,2016,569999.99285
blz,2017,899999.97616
blz,2018,1029999.97139
blz,2019,2160000.08583
bmu,1964,9999.99978
bmu,1965,50000.00075
bmu,1966,50000.00075
bmu,1967,59999.99866
bmu,1968,29999.99933
bmu,1969,9999.99978
bmu,1970,9999.99978
bmu,1972,9999.99978
bmu,1974,29999.99933
bmu,1975,19999.99955
bmu,1976,29999.99933
bmu,1977,29999.99933
bmu,1978,19999.99955
bmu,1979,29999.99933
bmu,1980,59999.99866
bmu,1981,19999.99955
bmu,1983,50000.00075
bmu,1984,19999.99955
bmu,1985,19999.99955
bmu,1986,39999.99911
bmu,1987,109999.9994
bmu,1988,39999.99911
bmu,1989,59999.99866
bmu,1990,9999.99978
bmu,1991,29999.99933
bmu,1992,19999.99955
bmu,1993,19999.99955
bmu,1994,19999.99955
bmu,1995,90000.00358
bmu,1996,70000.0003
bmu,1997,59999.99866
bmu,1998,29999.99933
bmu,2000,19999.99955
bmu,2002,19999.99955
bol,1962,170000.00179
bol,1963,550000.01192
bol,1964,230000.00417
bol,1965,200000.00298
bol,1966,180000.00715
bol,1967,150000.00596
bol,1968,129999.99523
bol,1969,1399999.97616
bol,1970,180000.00715
bol,1971,319999.99285
bol,1972,70000.0003
bol,1973,200000.00298
bol,1974,819999.99285
bol,1975,829999.98331
bol,1976,1110000.01431
bol,1977,2549999.95232
bol,1978,2029999.97139
bol,1979,1850000.02384
bol,1980,2650000.09537
bol,1981,2130000.11444
bol,1982,1710000.03815
bol,1983,1740000.00954
bol,1984,1539999.96185
bol,1985,1840000.03338
bol,1986,2859999.8951
bol,1987,2759999.99046
bol,1988,5260000.22888
bol,1989,6469999.79019
bol,1990,7000000
bol,1991,7889999.86649
bol,1992,13409999.84741
bol,1993,8899999.61853
bol,1994,7559999.94278
bol,1995,50950000.76294
bol,1996,9340000.15259
bol,1997,8560000.41962
bol,1998,9270000.45776
bol,1999,47049999.23706
bol,2000,12590000.15259
bol,2001,45580001.83105
bol,2002,14189999.58038
bol,2003,13100000.38147
bol,2004,50830001.83105
bol,2005,-24290000.91553
bol,2006,8689999.58038
bol,2007,-105190002.44141
bol,2008,1019999.98093
bol,2009,529999.97139
bol,2010,79999.99821
bol,2011,140000.0006
bol,2012,1019999.98093
bol,2013,959999.97854
bol,2014,1129999.99523
bol,2015,1259999.99046
bol,2016,300000.01192
bol,2017,600000.02384
bol,2018,759999.99046
bol,2019,2009999.99046
bra,1961,1679999.94755
bra,1962,5320000.17166
bra,1964,2349999.90463
bra,1965,1960000.03815
bra,1966,860000.01431
bra,1967,-2529999.97139
bra,1968,-2769999.98093
bra,1969,-1149999.97616
bra,1970,-1110000.01431
bra,1971,-759999.99046
bra,1972,209999.99344
bra,1973,1230000.01907
bra,1974,4329999.92371
bra,1975,7440000.05722
bra,1976,4090000.15259
bra,1977,2119999.88556
bra,1978,469999.99881
bra,1979,1159999.96662
bra,1980,1220000.02861
bra,1981,310000.00238
bra,1982,16600000.38147
bra,1983,8100000.38147
bra,1984,8159999.84741
bra,1985,5199999.80927
bra,1986,1289999.96185
bra,1987,1259999.99046
bra,1988,2569999.93324
bra,1989,2289999.96185
bra,1990,2529999.97139
bra,1991,6480000.01907
bra,1992,6750000
bra,1993,7960000.03815
bra,1994,8609999.65668
bra,1995,7340000.15259
bra,1996,6269999.98093
bra,1997,9039999.96185
bra,1998,11609999.65668
bra,1999,11579999.92371
bra,2000,9779999.73297
bra,2001,12109999.65668
bra,2002,16620000.83923
bra,2003,13500000
bra,2004,11050000.19073
bra,2005,6539999.96185
bra,2006,1580000.04292
bra,2007,3049999.95232
bra,2008,13500000
bra,2009,13069999.69482
bra,2010,40729999.54224
bra,2011,49369998.93188
bra,2012,74230003.35693
bra,2013,8510000.22888
bra,2014,16739999.77112
bra,2015,31909999.84741
bra,2016,72430000.30518
bra,2017,27969999.31335
bra,2018,33290000.91553
bra,2019,43830001.83105
brb,1966,1179999.94755
brb,1967,219999.99881
brb,1968,389999.98569
brb,1969,730000.01907
brb,1970,1440000.05722
brb,1971,3089999.91417
brb,1972,2920000.07629
brb,1973,1669999.95708
brb,1974,1259999.99046
brb,1975,550000.01192
brb,1976,360000.01431
brb,1977,300000.01192
brb,1978,469999.99881
brb,1979,1360000.01431
brb,1980,1279999.97139
brb,1981,1019999.98093
brb,1982,490000.00954
brb,1983,219999.99881
brb,1984,129999.99523
brb,1985,79999.99821
brb,1986,300000.01192
brb,1987,469999.99881
brb,1988,-1450000.04768
brb,1989,300000.01192
brb,1990,250000
brb,1991,689999.99762
brb,1992,589999.97377
brb,1993,419999.98689
brb,1994,439999.99762
brb,1995,639999.98569
brb,1996,409999.99642
brb,1997,430000.00715
brb,1998,300000.01192
brb,1999,699999.98808
brb,2000,189999.99762
brb,2001,259999.99046
brb,2002,1200000.04768
brb,2003,209999.99344
brb,2004,330000.01311
brb,2005,2440000.05722
brb,2006,39999.99911
brb,2007,2500000
brb,2008,180000.00715
brb,2009,449999.98808
brb,2010,79999.99821
brn,1964,9999.99978
brn,1965,19999.99955
brn,1966,29999.99933
brn,1967,19999.99955
brn,1968,9999.99978
brn,1969,9999.99978
brn,1970,9999.99978
brn,1971,9999.99978
brn,1972,9999.99978
brn,1973,119999.99732
brn,1974,109999.9994
brn,1975,119999.99732
brn,1976,39999.99911
brn,1977,19999.99955
brn,1978,19999.99955
brn,1979,29999.99933
brn,1980,29999.99933
brn,1981,19999.99955
brn,1982,19999.99955
brn,1983,9999.99978
brn,1984,9999.99978
brn,1985,9999.99978
brn,1986,9999.99978
brn,1987,9999.99978
brn,1989,19999.99955
brn,1990,9999.99978
brn,1991,9999.99978
brn,1992,9999.99978
brn,1993,9999.99978
brn,1994,9999.99978
brn,1995,9999.99978
brn,1996,29999.99933
brn,1997,19999.99955
brn,1998,9999.99978
brn,1999,19999.99955
brn,2000,9999.99978
brn,2001,19999.99955
brn,2002,-3839999.91417
brn,2003,19999.99955
btn,1966,19999.99955
btn,1974,39999.99911
btn,1975,50000.00075
btn,1976,50000.00075
btn,1977,50000.00075
btn,1978,79999.99821
btn,1979,50000.00075
btn,1980,150000.00596
btn,1981,189999.99762
btn,1982,129999.99523
btn,1983,209999.99344
btn,1984,230000.00417
btn,1985,209999.99344
btn,1986,270000.01073
btn,1987,439999.99762
btn,1988,730000.01907
btn,1989,670000.01669
btn,1990,759999.99046
btn,1991,990000.00954
btn,1992,1279999.97139
btn,1993,1240000.00954
btn,1994,970000.02861
btn,1995,90000.00358
btn,1996,50000.00075
btn,1998,150000.00596
btn,1999,19999.99955
btn,2000,19999.99955
btn,2003,-19999.99955
btn,2012,9999.99978
btn,2013,0
btn,2015,119999.99732
btn,2016,79999.99821
btn,2017,460000.00834
btn,2018,340000.00358
btn,2019,500000
bwa,1960,3430000.06676
bwa,1961,5440000.05722
bwa,1962,5219999.79019
bwa,1963,5300000.19073
bwa,1964,8789999.96185
bwa,1965,9399999.61853
bwa,1966,12960000.03815
bwa,1967,15210000.03815
bwa,1968,13659999.84741
bwa,1969,11439999.58038
bwa,1970,6449999.80927
bwa,1971,10449999.80927
bwa,1972,8250000
bwa,1973,4789999.96185
bwa,1974,8159999.84741
bwa,1975,8920000.07629
bwa,1976,8409999.84741
bwa,1977,7840000.15259
bwa,1978,10100000.38147
bwa,1979,15850000.38147
bwa,1980,19489999.77112
bwa,1981,15520000.45776
bwa,1982,12140000.34332
bwa,1983,13699999.80927
bwa,1984,11010000.22888
bwa,1985,6340000.15259
bwa,1986,8229999.54224
bwa,1987,10670000.07629
bwa,1988,12619999.88556
bwa,1989,10880000.11444
bwa,1990,10270000.45776
bwa,1991,15550000.19073
bwa,1992,10439999.58038
bwa,1993,9840000.15259
bwa,1994,4150000.09537
bwa,1995,5860000.13351
bwa,1996,4739999.77112
bwa,1997,6530000.20981
bwa,1998,5239999.77112
bwa,1999,4840000.15259
bwa,2000,3730000.01907
bwa,2001,2750000
bwa,2002,2160000.08583
bwa,2003,1139999.98569
bwa,2004,460000.00834
bwa,2005,250000
bwa,2006,59999.99866
bwa,2007,409999.99642
bwa,2008,1049999.95232
bwa,2009,920000.01669
bwa,2010,1059999.94278
bwa,2011,1559999.94278
bwa,2012,899999.97616
bwa,2013,1230000.01907
bwa,2014,819999.99285
bwa,2015,1610000.01431
bwa,2016,379999.99523
bwa,2017,1379999.99523
bwa,2018,1480000.01907
bwa,2019,2529999.97139
caf,1964,5230000.01907
caf,1967,119999.99732
caf,1968,50000.00075
caf,1969,119999.99732
caf,1970,59999.99866
caf,1971,59999.99866
caf,1972,29999.99933
caf,1983,9999.99978
caf,1984,39999.99911
caf,1985,50000.00075
caf,1986,59999.99866
caf,1988,50000.00075
caf,1989,90000.00358
caf,1990,109999.9994
caf,1991,159999.99642
caf,1992,79999.99821
caf,1993,19999.99955
caf,1994,9999.99978
caf,1995,19999.99955
caf,1996,59999.99866
caf,1997,9999.99978
caf,1998,910000.02623
caf,1999,19999.99955
caf,2000,9999.99978
caf,2002,439999.99762
caf,2006,920000.01669
caf,2007,5050000.19073
caf,2008,5659999.84741
caf,2009,2440000.05722
caf,2010,3019999.98093
caf,2012,90000.00358
caf,2013,2599999.90463
caf,2014,26450000.76294
caf,2015,27930000.30518
caf,2016,25520000.45776
caf,2017,17579999.92371
caf,2018,34639999.38965
caf,2019,31620000.83923
chl,1960,29999.99933
chl,1962,4559999.94278
chl,1963,850000.02384
chl,1964,1460000.03815
chl,1965,2630000.11444
chl,1966,3720000.02861
chl,1967,90000.00358
chl,1968,-779999.97139
chl,1969,-280000.00119
chl,1970,-1139999.98569
chl,1971,-1039999.96185
chl,1972,100000.00149
chl,1973,850000.02384
chl,1974,1250000
chl,1975,600000.02384
chl,1976,1200000.04768
chl,1977,3049999.95232
chl,1978,1590000.03338
chl,1979,3789999.96185
chl,1980,4380000.11444
chl,1981,2730000.01907
chl,1982,1110000.01431
chl,1983,610000.01431
chl,1984,340000.00358
chl,1985,430000.00715
chl,1986,550000.01192
chl,1987,430000.00715
chl,1988,540000.02146
chl,1989,439999.99762
chl,1990,670000.01669
chl,1991,1059999.94278
chl,1992,1590000.03338
chl,1993,1409999.96662
chl,1994,2269999.98093
chl,1995,3019999.98093
chl,1996,2950000.04768
chl,1997,2369999.88556
chl,1998,1669999.95708
chl,1999,1159999.96662
chl,2000,150000.00596
chl,2002,289999.99166
chl,2003,419999.98689
chl,2004,1059999.94278
chl,2005,1049999.95232
chl,2006,860000.01431
chl,2007,519999.98093
chl,2008,479999.98927
chl,2009,589999.97377
chl,2010,660000.02623
chl,2011,550000.01192
chl,2012,1399999.97616
chl,2013,3089999.91417
chl,2014,2619999.88556
chl,2015,7110000.13351
chl,2016,9069999.69482
chl,2017,2829999.92371
chn,1980,90000.00358
chn,1981,270000.01073
chn,1982,250000
chn,1983,289999.99166
