geo,time,dt_nfl_iaea_cd
eri,2007,230000.00417
eri,2008,319999.99285
eri,2009,360000.01431
eri,2010,379999.99523
eri,2011,180000.00715
eri,2012,490000.00954
eri,2013,500000
eri,2014,189999.99762
eri,2015,104969.49404
eri,2016,97985.84878
eri,2017,5839.25145
eri,2019,102850.19875
eth,2006,1159999.96662
eth,2007,910000.02623
eth,2008,680000.00715
eth,2009,920000.01669
eth,2010,720000.02861
eth,2011,370000.00477
eth,2012,759999.99046
eth,2013,1210000.03815
eth,2014,860000.01431
eth,2015,667698.26412
eth,2016,773694.87286
eth,2017,670375.40674
eth,2018,327601.99904
eth,2019,417469.08426
fji,2016,87988.168
fji,2017,167128.84605
fji,2018,74513.00323
fji,2019,198979.12443
gab,2006,170000.00179
gab,2007,109999.9994
gab,2008,79999.99821
gab,2009,189999.99762
gab,2010,90000.00358
gab,2011,29999.99933
gab,2012,310000.00238
gab,2013,209999.99344
gab,2014,180000.00715
gab,2015,182651.13235
gab,2016,135317.59381
gab,2017,169529.92976
gab,2018,146657.00495
gab,2019,112185.23234
geo,2006,419999.98689
geo,2007,589999.97377
geo,2008,560000.00238
geo,2009,330000.01311
geo,2010,370000.00477
geo,2011,280000.00119
geo,2012,300000.01192
geo,2013,519999.98093
geo,2014,639999.98569
geo,2015,272933.98976
geo,2016,237084.70166
geo,2017,594205.85632
geo,2018,508311.98692
geo,2019,194405.51102
gha,2006,600000.02384
gha,2007,529999.97139
gha,2008,400000.00596
gha,2009,660000.02623
gha,2010,620000.00477
gha,2011,469999.99881
gha,2012,769999.98093
gha,2013,389999.98569
gha,2014,600000.02384
gha,2015,624071.00201
gha,2016,571007.31134
gha,2017,455033.2427
gha,2018,513948.97699
gha,2019,349659.4131
gtm,2006,270000.01073
gtm,2007,209999.99344
gtm,2008,550000.01192
gtm,2009,219999.99881
gtm,2010,70000.0003
gtm,2011,39999.99911
gtm,2012,129999.99523
gtm,2013,569999.99285
gtm,2014,319999.99285
gtm,2015,209351.07768
gtm,2016,286438.2267
gtm,2017,403291.61286
gtm,2018,91757.99787
gtm,2019,115670.59159
guy,2019,43635.88989
hnd,2006,239999.99464
hnd,2007,239999.99464
hnd,2008,449999.98808
hnd,2009,159999.99642
hnd,2010,300000.01192
hnd,2011,239999.99464
hnd,2012,119999.99732
hnd,2013,379999.99523
hnd,2014,90000.00358
hnd,2015,87753.74293
hnd,2016,85002.76506
hnd,2017,557795.04776
hnd,2018,217886.00087
hnd,2019,347463.30976
hrv,2006,360000.01431
hrv,2007,660000.02623
hrv,2008,300000.01192
hrv,2009,389999.98569
hrv,2010,370000.00477
hti,2006,119999.99732
hti,2007,259999.99046
hti,2008,140000.0006
hti,2009,250000
hti,2010,810000.00238
hti,2011,280000.00119
hti,2012,90000.00358
hti,2013,29999.99933
hti,2014,59999.99866
hti,2015,108363.837
hti,2016,116266.28041
hti,2017,93247.6595
hti,2018,98705.00118
hti,2019,208822.32487
idn,2006,469999.99881
idn,2007,560000.00238
idn,2008,660000.02623
idn,2009,560000.00238
idn,2010,379999.99523
idn,2011,409999.99642
idn,2012,529999.97139
idn,2013,490000.00954
idn,2014,280000.00119
idn,2015,520033.29992
idn,2016,368891.17956
idn,2017,284049.15333
idn,2018,331748.00873
idn,2019,348255.60451
irn,2006,800000.01192
irn,2007,540000.02146
irn,2008,280000.00119
irn,2009,490000.00954
irn,2010,660000.02623
irn,2011,319999.99285
irn,2012,379999.99523
irn,2013,430000.00715
irn,2014,349999.99404
irn,2015,291159.18279
irn,2016,212114.2298
irn,2017,303438.15684
irn,2018,274392.00878
irn,2019,231075.59979
irq,2006,310000.00238
irq,2007,59999.99866
irq,2008,360000.01431
irq,2009,289999.99166
irq,2010,629999.99523
irq,2011,379999.99523
irq,2012,200000.00298
irq,2013,610000.01431
irq,2014,709999.97854
irq,2015,502850.83055
irq,2016,238338.70888
irq,2017,425002.81334
irq,2018,418951.00474
irq,2019,222655.26652
jam,2006,180000.00715
jam,2007,209999.99344
jam,2008,180000.00715
jam,2009,200000.00298
jam,2010,300000.01192
jam,2011,189999.99762
jam,2012,100000.00149
jam,2013,230000.00417
jam,2014,140000.0006
jam,2015,92623.40516
jam,2016,259876.69826
jam,2017,384252.07138
jam,2018,569988.01231
jam,2019,966637.31337
jor,2006,839999.97377
jor,2007,550000.01192
jor,2008,899999.97616
jor,2009,379999.99523
jor,2010,800000.01192
jor,2011,660000.02623
jor,2012,219999.99881
jor,2013,660000.02623
jor,2014,660000.02623
jor,2015,318491.39929
jor,2016,410032.83858
jor,2017,453646.71946
jor,2018,496504.99225
jor,2019,474805.7425
kaz,2006,579999.98331
kaz,2007,740000.00954
kaz,2008,349999.99404
kaz,2009,449999.98808
kaz,2010,460000.00834
kaz,2011,340000.00358
kaz,2012,540000.02146
kaz,2013,620000.00477
kaz,2014,519999.98093
kaz,2015,322617.85865
kaz,2016,338597.35727
kaz,2017,357930.33242
kaz,2018,319025.99335
kaz,2019,205467.07511
ken,2006,839999.97377
ken,2007,709999.97854
ken,2008,810000.00238
ken,2009,360000.01431
ken,2010,600000.02384
ken,2011,150000.00596
ken,2012,400000.00596
ken,2013,579999.98331
ken,2014,379999.99523
ken,2015,384248.4653
ken,2016,498264.9684
ken,2017,473937.54125
ken,2018,466681.98705
ken,2019,249045.1932
kgz,2006,109999.9994
kgz,2007,540000.02146
kgz,2008,600000.02384
kgz,2009,180000.00715
kgz,2010,150000.00596
kgz,2011,639999.98569
kgz,2012,29999.99933
kgz,2013,259999.99046
kgz,2014,250000
kgz,2015,58180.80902
kgz,2016,78440.89717
kgz,2017,170567.02077
kgz,2018,226510.00321
kgz,2019,154806.61392
khm,2010,9999.99978
khm,2012,189999.99762
khm,2013,289999.99166
khm,2014,449999.98808
khm,2015,491813.62987
khm,2016,381586.52186
khm,2017,591556.78749
khm,2018,508544.02781
khm,2019,353676.88537
lao,2014,180000.00715
lao,2015,89994.45289
lao,2016,122402.19116
lao,2017,309638.14259
lao,2018,351419.00182
lao,2019,363219.85722
lbn,2006,70000.0003
lbn,2007,270000.01073
lbn,2008,790000.02146
lbn,2009,349999.99404
lbn,2010,730000.01907
lbn,2011,839999.97377
lbn,2012,430000.00715
lbn,2013,1049999.95232
lbn,2014,340000.00358
lbn,2015,259656.13127
lbn,2016,525496.18483
lbn,2017,88039.68132
lbn,2018,702769.99474
lbn,2019,185781.01695
lbr,2018,24850.99994
lbr,2019,135645.74718
lby,2006,560000.00238
lby,2007,409999.99642
lby,2008,300000.01192
lby,2009,360000.01431
lby,2010,529999.97139
lby,2011,100000.00149
lby,2012,39999.99911
lby,2013,50000.00075
lby,2014,140000.0006
lby,2015,63405.43181
lby,2016,48423.42064
lby,2017,201420.35186
lby,2018,117890.00034
lby,2019,132290.70604
lka,2006,709999.97854
lka,2007,500000
lka,2008,569999.99285
lka,2009,400000.00596
lka,2010,689999.99762
lka,2011,239999.99464
lka,2012,259999.99046
lka,2013,409999.99642
lka,2014,620000.00477
lka,2015,465590.68561
lka,2016,455009.84788
lka,2017,477172.82176
lka,2018,615644.9914
lka,2019,459992.94519
lso,2011,9999.99978
lso,2012,150000.00596
lso,2013,150000.00596
lso,2014,250000
lso,2015,194697.72279
lso,2016,194925.57645
lso,2017,226344.27249
lso,2018,375907.00388
lso,2019,319194.7341
mar,2006,310000.00238
mar,2007,610000.01431
mar,2008,579999.98331
mar,2009,319999.99285
mar,2010,419999.98689
mar,2011,219999.99881
mar,2012,239999.99464
mar,2013,310000.00238
mar,2014,319999.99285
mar,2015,620011.09123
mar,2016,686010.30111
mar,2017,479235.70871
mar,2018,688238.97839
mar,2019,341976.85122
mda,2006,620000.00477
mda,2007,509999.99046
mda,2008,1320000.05245
mda,2009,400000.00596
mda,2010,790000.02146
mda,2011,779999.97139
mda,2012,500000
mda,2013,1029999.97139
mda,2014,230000.00417
mda,2015,67809.20923
mda,2016,5650.7797
mda,2017,565133.57162
mda,2018,238631.99353
mda,2019,933496.83285
mdg,2006,379999.99523
mdg,2007,540000.02146
mdg,2008,529999.97139
mdg,2009,409999.99642
mdg,2010,270000.01073
mdg,2011,250000
mdg,2012,289999.99166
mdg,2013,400000.00596
mdg,2014,370000.00477
mdg,2015,363582.90911
mdg,2016,268172.17469
mdg,2017,153669.25299
mdg,2018,245672.00243
mdg,2019,429936.17058
mex,2006,670000.01669
mex,2007,560000.00238
mex,2008,610000.01431
mex,2009,349999.99404
mex,2010,589999.97377
mex,2011,280000.00119
mex,2012,689999.99762
mex,2013,389999.98569
mex,2014,769999.98093
mex,2015,624603.4503
mex,2016,277623.80242
mex,2017,431281.71563
mex,2018,605650.00772
mex,2019,505004.16756
mhl,2016,167676.88096
mhl,2017,69439.74644
mhl,2018,53876.00139
mhl,2019,101181.67847
mkd,2006,660000.02623
mkd,2007,400000.00596
mkd,2008,949999.98808
mkd,2009,540000.02146
mkd,2010,209999.99344
mkd,2011,280000.00119
mkd,2012,230000.00417
mkd,2013,209999.99344
mkd,2014,1059999.94278
mkd,2015,97814.75365
mkd,2016,578568.63737
mkd,2017,325994.8194
mkd,2018,795473.99282
mkd,2019,163992.40494
mli,2006,180000.00715
mli,2007,790000.02146
mli,2008,529999.97139
mli,2009,400000.00596
mli,2010,430000.00715
mli,2011,379999.99523
mli,2012,209999.99344
mli,2013,219999.99881
mli,2014,289999.99166
mli,2015,381098.18101
mli,2016,118470.08765
mli,2017,251538.72371
mli,2018,272561.99718
mli,2019,370285.48121
mmr,2006,560000.00238
mmr,2007,319999.99285
mmr,2008,419999.98689
mmr,2009,239999.99464
mmr,2010,449999.98808
mmr,2011,389999.98569
mmr,2012,259999.99046
mmr,2013,310000.00238
mmr,2014,469999.99881
mmr,2015,401397.67528
mmr,2016,336377.20346
mmr,2017,464243.02459
mmr,2018,469626.00946
mmr,2019,600528.89585
mne,2007,19999.99955
mne,2008,370000.00477
mne,2009,170000.00179
mne,2010,289999.99166
mne,2011,159999.99642
mne,2012,469999.99881
mne,2013,219999.99881
mne,2014,200000.00298
mne,2015,597748.21997
mne,2016,101829.81193
mne,2017,396133.48246
mne,2018,42998.99936
mne,2019,17208.79972
mng,2006,589999.97377
mng,2007,340000.00358
mng,2008,579999.98331
mng,2009,400000.00596
mng,2010,839999.97377
mng,2011,349999.99404
mng,2012,360000.01431
mng,2013,860000.01431
mng,2014,1110000.01431
mng,2015,498092.05532
mng,2016,564529.47855
mng,2017,589414.95419
mng,2018,466006.99425
mng,2019,267073.8399
moz,2009,360000.01431
moz,2010,289999.99166
moz,2011,70000.0003
moz,2012,349999.99404
moz,2013,379999.99523
moz,2014,150000.00596
moz,2015,336428.16544
moz,2016,478452.29506
moz,2017,623300.67158
moz,2018,309927.99997
moz,2019,358909.96456
mrt,2007,90000.00358
mrt,2008,150000.00596
mrt,2009,150000.00596
mrt,2010,259999.99046
mrt,2011,490000.00954
mrt,2012,280000.00119
mrt,2013,340000.00358
mrt,2014,419999.98689
mrt,2015,892457.00836
mrt,2016,716091.33482
mrt,2017,662597.23902
mrt,2018,262605.01146
mrt,2019,473743.1705
mus,2006,180000.00715
mus,2007,189999.99762
mus,2008,550000.01192
mus,2009,449999.98808
mus,2010,370000.00477
mus,2011,360000.01431
mus,2012,280000.00119
mus,2013,349999.99404
mus,2014,439999.99762
mus,2015,595507.50256
mus,2016,318011.04546
mus,2017,304959.98263
mus,2018,196796
mus,2019,338706.49338
mwi,2008,9999.99978
mwi,2009,70000.0003
mwi,2010,300000.01192
mwi,2011,129999.99523
mwi,2012,250000
mwi,2013,270000.01073
mwi,2014,270000.01073
mwi,2015,219767.04895
mwi,2016,140275.23994
mwi,2017,308770.14995
mwi,2018,436942.01112
mwi,2019,376049.6974
mys,2006,460000.00834
mys,2007,500000
mys,2008,579999.98331
mys,2009,280000.00119
mys,2010,560000.00238
mys,2011,479999.98927
mys,2012,449999.98808
mys,2013,349999.99404
mys,2014,439999.99762
mys,2015,239833.60827
mys,2016,403484.25508
mys,2017,331529.70672
mys,2018,456391.99018
mys,2019,510180.89056
nam,2006,250000
nam,2007,360000.01431
nam,2008,490000.00954
nam,2009,389999.98569
nam,2010,430000.00715
nam,2011,239999.99464
nam,2012,310000.00238
nam,2013,439999.99762
nam,2014,400000.00596
nam,2015,211292.29665
nam,2016,176850.49772
nam,2017,354199.08166
nam,2018,251468.98627
nam,2019,214447.12579
ner,2006,219999.99881
ner,2007,319999.99285
ner,2008,349999.99404
ner,2009,449999.98808
ner,2010,529999.97139
ner,2011,270000.01073
ner,2012,360000.01431
ner,2013,280000.00119
ner,2014,610000.01431
ner,2015,154542.43124
ner,2016,218833.4614
ner,2017,488321.48314
ner,2018,191515.99705
ner,2019,305882.96056
nga,2006,1360000.01431
nga,2007,790000.02146
nga,2008,819999.99285
nga,2009,759999.99046
nga,2010,490000.00954
nga,2011,250000
nga,2012,579999.98331
nga,2013,750000
nga,2014,639999.98569
nga,2015,398968.39857
nga,2016,508034.70612
nga,2017,469710.29043
nga,2018,499807.00016
nga,2019,313121.52743
nic,2006,720000.02861
nic,2007,560000.00238
nic,2008,280000.00119
nic,2009,300000.01192
nic,2010,600000.02384
nic,2011,109999.9994
nic,2012,200000.00298
nic,2013,730000.01907
nic,2014,509999.99046
nic,2015,173655.01821
nic,2016,264569.49115
nic,2017,568075.7761
nic,2018,572023.98777
nic,2019,264012.36653
npl,2010,19999.99955
npl,2012,109999.9994
npl,2013,400000.00596
npl,2014,670000.01669
npl,2015,376816.42175
npl,2016,431226.81975
npl,2017,393495.6491
npl,2018,593783.97465
npl,2019,414013.02814
omn,2009,29999.99933
omn,2010,250000
pak,2006,1090000.03338
pak,2007,1019999.98093
pak,2008,949999.98808
pak,2009,759999.99046
pak,2010,1669999.95708
pak,2011,970000.02861
pak,2012,680000.00715
pak,2013,930000.00715
pak,2014,1470000.02861
pak,2015,1298214.07795
pak,2016,481004.32754
pak,2017,1017822.14642
pak,2018,887036.9792
pak,2019,753303.64704
pan,2006,439999.99762
pan,2007,349999.99404
pan,2008,340000.00358
pan,2009,140000.0006
pan,2010,330000.01311
pan,2011,159999.99642
pan,2012,340000.00358
pan,2013,289999.99166
pan,2014,319999.99285
pan,2015,419999.98689
pan,2016,142587.19981
pan,2017,375572.08538
pan,2018,176890.99908
pan,2019,156465.30688
per,2006,610000.01431
per,2007,460000.00834
per,2008,419999.98689
per,2009,280000.00119
per,2010,340000.00358
per,2011,150000.00596
per,2012,300000.01192
per,2013,270000.01073
per,2014,720000.02861
per,2015,150671.10956
per,2016,556339.38313
per,2017,437120.94426
per,2018,406179.01087
per,2019,557947.09921
phl,2006,439999.99762
phl,2007,990000.00954
phl,2008,409999.99642
phl,2009,439999.99762
phl,2010,620000.00477
phl,2011,850000.02384
phl,2012,930000.00715
phl,2013,439999.99762
phl,2014,529999.97139
phl,2015,350349.42627
phl,2016,384568.84027
phl,2017,482831.68674
phl,2018,330998.98696
phl,2019,211768.76128
plw,2012,9999.99978
plw,2013,79999.99821
plw,2014,39999.99911
plw,2015,78402.66079
plw,2016,73467.54521
plw,2017,40006.76423
plw,2018,26515.99981
plw,2019,123337.67116
png,2016,181079.40257
png,2017,236794.05451
png,2018,138912.00721
png,2019,280162.45365
pry,2006,259999.99046
pry,2007,79999.99821
pry,2008,129999.99523
pry,2009,100000.00149
pry,2010,90000.00358
pry,2011,9999.99978
pry,2012,39999.99911
pry,2013,460000.00834
pry,2014,129999.99523
pry,2015,318602.32353
pry,2016,415667.26565
pry,2017,235610.41057
pry,2018,743659.01947
pry,2019,251127.18344
pse,2006,59999.99866
pse,2007,19999.99955
pse,2008,59999.99866
pse,2009,119999.99732
pse,2010,129999.99523
pse,2011,389999.98569
pse,2012,100000.00149
pse,2013,209999.99344
pse,2014,159999.99642
pse,2015,315917.90915
pse,2016,88362.70869
pse,2017,174478.63519
pse,2018,310674.01171
pse,2019,221453.72629
rwa,2015,13521.90785
rwa,2016,62673.33776
rwa,2017,241314.39626
rwa,2018,240752.99501
rwa,2019,245372.47419
sdn,2006,560000.00238
sdn,2007,620000.00477
sdn,2008,550000.01192
sdn,2009,610000.01431
sdn,2010,660000.02623
sdn,2011,389999.98569
sdn,2012,360000.01431
sdn,2013,259999.99046
sdn,2014,430000.00715
sdn,2015,320587.90326
sdn,2016,269804.71611
sdn,2017,344808.93612
sdn,2018,410472.98908
sdn,2019,496404.02198
sen,2006,469999.99881
sen,2007,660000.02623
sen,2008,330000.01311
sen,2009,439999.99762
sen,2010,790000.02146
sen,2011,419999.98689
sen,2012,419999.98689
sen,2013,360000.01431
sen,2014,689999.99762
sen,2015,572567.93976
sen,2016,263793.64729
sen,2017,328982.08499
sen,2018,580456.97212
sen,2019,516715.88421
sle,2006,340000.00358
sle,2007,259999.99046
sle,2008,490000.00954
sle,2009,230000.00417
sle,2010,289999.99166
sle,2011,180000.00715
sle,2012,219999.99881
sle,2013,409999.99642
sle,2014,389999.98569
sle,2015,269872.42699
sle,2016,336318.5823
sle,2017,183485.50797
sle,2018,350248.99244
sle,2019,327626.16873
slv,2006,360000.01431
slv,2007,250000
slv,2008,569999.99285
slv,2009,200000.00298
slv,2010,239999.99464
slv,2011,340000.00358
slv,2012,389999.98569
slv,2013,430000.00715
slv,2014,189999.99762
slv,2015,51835.82753
slv,2016,392940.93847
slv,2017,298692.37542
slv,2018,101443.99852
slv,2019,95804.5423
srb,2006,1389999.98569
srb,2007,1090000.03338
srb,2008,949999.98808
srb,2009,370000.00477
srb,2010,1850000.02384
srb,2011,119999.99732
srb,2012,9999.99978
srb,2013,920000.01669
srb,2014,9999.99978
srb,2015,417714.92362
srb,2016,609940.52887
srb,2017,-5541.75396
srb,2018,545135.02121
srb,2019,154175.83287
swz,2016,15543.95631
swz,2018,34683.0003
swz,2019,176936.74564
syc,2006,9999.99978
syc,2007,50000.00075
syc,2008,180000.00715
syc,2009,129999.99523
syc,2010,219999.99881
syc,2011,159999.99642
