country,time,int_refg_in
gin,1977,0
gin,1978,0
gin,1979,0
gin,1980,0
gin,1981,0
gin,1982,0
gin,1983,0
gin,1984,0
gin,1985,0
gin,1986,0
gin,1987,0
gin,1988,0
gin,1989,0
gin,1990,325000
gin,1991,547961
gin,1992,478491
gin,1993,577156
gin,1994,553236
gin,1995,672293
gin,1996,663849
gin,1997,435294
gin,1998,482463
gin,1999,501544
gin,2000,427210
gin,2001,179318
gin,2002,182535
gin,2003,186884
gin,2004,145557
gin,2005,67328
gin,2006,35349
gin,2007,29237
gin,2008,22113
gin,2009,16245
gin,2010,14873
gin,2011,17210
gin,2012,10899
gin,2013,8863
gin,2014,9046
gin,2015,9034
gin,2016,5171
gin,2017,5264
gin,2018,5872
gin,2019,6944
gin,2020,9572
gin,2021,8945
gmb,1990,77
gmb,1991,240
gmb,1992,3632
gmb,1993,2182
gmb,1994,2206
gmb,1995,6598
gmb,1996,6923
gmb,1997,7276
gmb,1998,10316
gmb,1999,17216
gmb,2000,12239
gmb,2001,8354
gmb,2002,12117
gmb,2003,7461
gmb,2004,7939
gmb,2005,7928
gmb,2006,14358
gmb,2007,14892
gmb,2008,14833
gmb,2009,10181
gmb,2010,8447
gmb,2011,9548
gmb,2012,9846
gmb,2013,9557
gmb,2014,11606
gmb,2015,7851
gmb,2016,7936
gmb,2017,8044
gmb,2018,4376
gmb,2019,4508
gmb,2020,4585
gmb,2021,4626
gnb,1963,0
gnb,1964,0
gnb,1965,0
gnb,1966,0
gnb,1967,0
gnb,1968,0
gnb,1969,0
gnb,1970,0
gnb,1971,0
gnb,1972,0
gnb,1973,0
gnb,1974,0
gnb,1975,0
gnb,1976,0
gnb,1977,0
gnb,1978,0
gnb,1979,0
gnb,1980,0
gnb,1981,110
gnb,1982,0
gnb,1983,0
gnb,1984,0
gnb,1985,0
gnb,1986,0
gnb,1987,0
gnb,1988,0
gnb,1989,0
gnb,1990,3004
gnb,1991,4631
gnb,1992,12163
gnb,1993,20727
gnb,1994,23909
gnb,1995,15350
gnb,1996,15401
gnb,1997,15982
gnb,1998,6604
gnb,1999,7120
gnb,2000,7635
gnb,2001,7703
gnb,2002,7677
gnb,2003,7629
gnb,2004,7676
gnb,2005,7776
gnb,2006,8114
gnb,2007,8204
gnb,2008,8210
gnb,2009,8188
gnb,2010,7998
gnb,2011,7884
gnb,2012,7875
gnb,2013,8639
gnb,2014,8800
gnb,2015,8800
gnb,2016,9293
gnb,2017,11218
gnb,2018,4874
gnb,2019,1876
gnb,2020,1876
gnb,2021,1876
gnq,1968,40000
gnq,1969,0
gnq,1970,0
gnq,1971,0
gnq,1972,0
gnq,1973,0
gnq,1974,0
gnq,1975,0
gnq,1976,0
gnq,1977,0
gnq,1978,0
gnq,1979,0
gnq,1980,0
gnq,1981,0
gnq,1982,0
gnq,1983,0
gnq,1984,0
gnq,1985,0
gnq,1986,0
gnq,1987,0
gnq,1988,0
gnq,1989,0
gnq,1990,0
gnq,1991,0
gnq,1992,0
gnq,1993,0
gnq,1994,0
gnq,1995,0
gnq,1996,0
gnq,1997,0
gnq,1998,0
gnq,1999,0
gnq,2000,0
gnq,2001,0
gnq,2002,0
gnq,2003,0
gnq,2004,0
gnq,2005,0
gnq,2006,0
gnq,2007,0
gnq,2008,0
gnq,2009,0
gnq,2010,0
gnq,2011,0
gnq,2012,0
gnq,2013,0
gnq,2014,0
gnq,2015,0
gnq,2016,0
gnq,2017,0
gnq,2018,0
gnq,2019,0
gnq,2020,0
gnq,2021,0
grc,1951,18000
grc,1952,19000
grc,1953,18500
grc,1954,19000
grc,1955,17400
grc,1956,16000
grc,1957,16000
grc,1958,15700
grc,1959,15500
grc,1960,15500
grc,1961,15200
grc,1962,15700
grc,1963,15400
grc,1964,16000
grc,1965,15560
grc,1966,15300
grc,1967,12270
grc,1968,8260
grc,1969,6330
grc,1970,5710
grc,1971,5780
grc,1972,3350
grc,1973,2940
grc,1974,2710
grc,1975,2600
grc,1976,2560
grc,1977,2610
grc,1978,2520
grc,1979,3770
grc,1980,3750
grc,1981,3990
grc,1982,3950
grc,1983,4090
grc,1984,4320
grc,1985,4360
grc,1986,3280
grc,1987,4630
grc,1988,8262
grc,1989,7490
grc,1990,8488
grc,1991,8989
grc,1992,8456
grc,1993,7859
grc,1994,7773
grc,1995,4428
grc,1996,5780
grc,1997,5520
grc,1998,6145
grc,1999,6283
grc,2000,9025
grc,2001,13171
grc,2002,4579
grc,2003,10013
grc,2004,9842
grc,2005,11251
grc,2006,15791
grc,2007,30676
grc,2008,40204
grc,2009,49901
grc,2010,57157
grc,2011,45508
grc,2012,38273
grc,2013,53268
grc,2014,42190
grc,2015,50953
grc,2016,86371
grc,2017,83176
grc,2018,137503
grc,2019,186138
grc,2020,163974
grc,2021,161419
grd,1988,0
grd,1989,0
grd,1990,0
grd,1991,0
grd,1992,0
grd,1993,0
grd,1994,0
grd,1995,0
grd,1996,0
grd,1997,0
grd,1998,0
grd,1999,0
grd,2000,0
grd,2001,0
grd,2002,0
grd,2003,0
grd,2004,0
grd,2005,0
grd,2006,0
grd,2007,0
grd,2008,0
grd,2009,0
grd,2010,5
grd,2011,5
grd,2012,0
grd,2013,0
grd,2014,0
grd,2015,0
grd,2016,0
grd,2017,0
grd,2018,0
grd,2019,0
grd,2020,234
grd,2021,234
gtm,1972,160
gtm,1973,0
gtm,1974,0
gtm,1975,0
gtm,1976,0
gtm,1977,0
gtm,1978,0
gtm,1979,0
gtm,1980,4130
gtm,1981,100000
gtm,1982,70000
gtm,1983,70000
gtm,1984,70000
gtm,1985,12000
gtm,1986,12000
gtm,1987,12000
gtm,1988,223100
gtm,1989,223100
gtm,1990,223377
gtm,1991,223236
gtm,1992,222929
gtm,1993,4689
gtm,1994,4672
gtm,1995,1497
gtm,1996,1560
gtm,1997,1501
gtm,1998,814
gtm,1999,731
gtm,2000,725
gtm,2001,733
gtm,2002,739
gtm,2003,714
gtm,2004,655
gtm,2005,388
gtm,2006,379
gtm,2007,377
gtm,2008,132
gtm,2009,127
gtm,2010,137
gtm,2011,153
gtm,2012,162
gtm,2013,168
gtm,2014,257
gtm,2015,345
gtm,2016,295
gtm,2017,388
gtm,2018,631
gtm,2019,1039
gtm,2020,1226
gtm,2021,1540
guy,1972,100
guy,1973,0
guy,1974,200
guy,1975,0
guy,1976,0
guy,1977,0
guy,1978,0
guy,1979,0
guy,1980,0
guy,1981,0
guy,1982,0
guy,1983,0
guy,1984,0
guy,1985,0
guy,1986,0
guy,1987,0
guy,1988,0
guy,1989,0
guy,1990,0
guy,1991,0
guy,1992,0
guy,1993,0
guy,1994,0
guy,1995,0
guy,1996,0
guy,1997,0
guy,1998,0
guy,1999,0
guy,2000,0
guy,2001,0
guy,2002,0
guy,2003,0
guy,2004,0
guy,2005,0
guy,2006,0
guy,2007,0
guy,2008,0
guy,2009,0
guy,2010,7
guy,2011,7
guy,2012,7
guy,2013,12
guy,2014,12
guy,2015,12
guy,2016,12
guy,2017,17
guy,2018,36437
guy,2019,22071
guy,2020,23402
guy,2021,23441
hkg,1951,30000
hkg,1952,0
hkg,1953,0
hkg,1954,22000
hkg,1955,0
hkg,1956,0
hkg,1957,0
hkg,1958,0
hkg,1959,0
hkg,1960,0
hkg,1961,0
hkg,1962,0
hkg,1963,0
hkg,1964,1120000
hkg,1965,1251200
hkg,1966,1250040
hkg,1967,0
hkg,1968,0
hkg,1969,0
hkg,1970,1000
hkg,1971,1000
hkg,1972,50
hkg,1973,0
hkg,1974,0
hkg,1975,0
hkg,1976,0
hkg,1977,0
hkg,1978,63410
hkg,1979,55700
hkg,1980,24070
hkg,1981,13540
hkg,1982,12620
hkg,1983,12770
hkg,1984,11960
hkg,1985,9400
hkg,1986,8000
hkg,1987,9530
hkg,1988,15359
hkg,1989,12022
hkg,1990,8161
hkg,1991,4414
hkg,1992,2605
hkg,1993,1846
hkg,1994,1698
hkg,1995,1479
hkg,1996,1350
hkg,1997,1224
hkg,1998,1037
hkg,1999,973
hkg,2000,1021
hkg,2001,1851
hkg,2002,1661
hkg,2003,2078
hkg,2004,2520
hkg,2005,3003
hkg,2006,4314
hkg,2007,1980
hkg,2008,1178
hkg,2009,847
hkg,2010,600
hkg,2011,720
hkg,2012,903
hkg,2013,1961
hkg,2014,2383
hkg,2015,2407
hkg,2016,91
hkg,2017,90
hkg,2018,128
hkg,2019,128
hkg,2020,241
hkg,2021,265
hnd,1972,70
hnd,1973,0
hnd,1974,0
hnd,1975,0
hnd,1976,0
hnd,1977,0
hnd,1978,15000
hnd,1979,130
hnd,1980,25000
hnd,1981,28000
hnd,1982,32170
hnd,1983,39650
hnd,1984,49200
hnd,1985,60000
hnd,1986,68000
hnd,1987,63000
hnd,1988,237100
hnd,1989,237188
hnd,1990,237100
hnd,1991,101961
hnd,1992,100348
hnd,1993,65
hnd,1994,106
hnd,1995,63
hnd,1996,63
hnd,1997,9
hnd,1998,9
hnd,1999,8
hnd,2000,18
hnd,2001,25
hnd,2002,33
hnd,2003,23
hnd,2004,45
hnd,2005,69
hnd,2006,21
hnd,2007,37
hnd,2008,26
hnd,2009,18
hnd,2010,11
hnd,2011,16
hnd,2012,16
hnd,2013,38
hnd,2014,42
hnd,2015,38
hnd,2016,26
hnd,2017,38
hnd,2018,83
hnd,2019,184
hnd,2020,201
hnd,2021,184
hos,2007,0
hos,2008,0
hos,2009,0
hos,2010,0
hos,2011,0
hos,2012,0
hos,2013,0
hos,2014,0
hos,2015,0
hos,2016,0
hos,2017,0
hos,2018,0
hos,2019,0
hos,2020,0
hos,2021,0
hrv,1992,403000
hrv,1993,287000
hrv,1994,183600
hrv,1995,198647
hrv,1996,165395
hrv,1997,68863
hrv,1998,29027
hrv,1999,28374
hrv,2000,22454
hrv,2001,21938
hrv,2002,8441
hrv,2003,4444
hrv,2004,3688
hrv,2005,2933
hrv,2006,2450
hrv,2007,1687
hrv,2008,1643
hrv,2009,1264
hrv,2010,997
hrv,2011,1037
hrv,2012,1051
hrv,2013,868
hrv,2014,811
hrv,2015,548
hrv,2016,829
hrv,2017,914
hrv,2018,985
hrv,2019,1370
hrv,2020,1523
hrv,2021,1548
hti,1974,0
hti,1975,0
hti,1976,0
hti,1977,0
hti,1978,0
hti,1979,0
hti,1980,0
hti,1981,0
hti,1982,0
hti,1983,0
hti,1984,0
hti,1985,0
hti,1986,0
hti,1987,0
hti,1988,0
hti,1989,0
hti,1990,0
hti,1991,0
hti,1992,0
hti,1993,0
hti,1994,0
hti,1995,0
hti,1996,0
hti,1997,0
hti,1998,0
hti,1999,0
hti,2000,0
hti,2001,0
hti,2002,0
hti,2003,0
hti,2004,0
hti,2005,0
hti,2006,0
hti,2007,0
hti,2008,0
hti,2009,12
hti,2010,5
hti,2011,6
hti,2012,11
hti,2013,8
hti,2014,0
hti,2015,10
hti,2016,5
hti,2017,5
hti,2018,5
hti,2019,5
hti,2020,5
hti,2021,5
hun,1965,0
hun,1966,0
hun,1967,0
hun,1968,0
hun,1969,0
hun,1970,0
hun,1971,0
hun,1972,0
hun,1973,0
hun,1974,0
hun,1975,0
hun,1976,0
hun,1977,0
hun,1978,0
hun,1979,0
hun,1980,0
hun,1981,0
hun,1982,0
hun,1983,0
hun,1984,0
hun,1985,0
hun,1986,0
hun,1987,0
hun,1988,0
hun,1989,27000
hun,1990,45123
hun,1991,73838
hun,1992,32412
hun,1993,3019
hun,1994,2904
hun,1995,11394
hun,1996,7537
hun,1997,5890
hun,1998,3504
hun,1999,4980
hun,2000,6680
hun,2001,7087
hun,2002,7124
hun,2003,7771
hun,2004,8042
hun,2005,8705
hun,2006,8581
hun,2007,9683
hun,2008,10254
hun,2009,6682
hun,2010,5754
hun,2011,5445
hun,2012,4420
hun,2013,4298
hun,2014,18518
hun,2015,41054
hun,2016,8132
hun,2017,6337
hun,2018,6139
hun,2019,5972
hun,2020,5876
hun,2021,5747
idn,1978,2240
idn,1979,32330
idn,1980,8460
idn,1981,14900
idn,1982,13220
idn,1983,10070
idn,1984,9500
idn,1985,8230
idn,1986,4020
idn,1987,2450
idn,1988,2434
idn,1989,999
idn,1990,3278
idn,1991,3157
idn,1992,3530
idn,1993,2402
idn,1994,97
idn,1995,19
idn,1996,61
idn,1997,29
idn,1998,51
idn,1999,162492
idn,2000,122978
idn,2001,74335
idn,2002,28821
idn,2003,286
idn,2004,207
idn,2005,125
idn,2006,550
idn,2007,505
idn,2008,706
idn,2009,2554
idn,2010,2866
idn,2011,4230
idn,2012,7918
idn,2013,10282
idn,2014,11171
idn,2015,13520
idn,2016,14382
idn,2017,13798
idn,2018,13982
idn,2019,13763
idn,2020,13711
idn,2021,13385
ind,1964,44000
ind,1965,45000
ind,1966,45000
ind,1967,50000
ind,1968,55000
ind,1969,56150
ind,1970,56500
ind,1971,56180
ind,1972,57680
ind,1973,58840
ind,1974,59900
ind,1975,0
ind,1976,0
ind,1977,0
ind,1978,0
ind,1979,0
ind,1980,0
ind,1981,3510
ind,1982,5010
ind,1983,6930
ind,1984,7200
ind,1985,6720
ind,1986,6440
ind,1987,6720
ind,1988,6645
ind,1989,9549
ind,1990,212743
ind,1991,210569
ind,1992,258372
ind,1993,262802
ind,1994,258342
ind,1995,227481
ind,1996,233371
ind,1997,223072
ind,1998,185516
ind,1999,180031
ind,2000,170998
ind,2001,169752
ind,2002,169346
ind,2003,165284
ind,2004,162987
ind,2005,139580
ind,2006,159029
ind,2007,163949
ind,2008,188313
ind,2009,190754
ind,2010,188555
ind,2011,188626
ind,2012,189193
ind,2013,192060
ind,2014,204988
ind,2015,207855
ind,2016,207057
ind,2017,207650
ind,2018,207825
ind,2019,207488
ind,2020,206590
ind,2021,208668
irl,1984,500
irl,1985,600
irl,1986,600
irl,1987,540
irl,1988,480
irl,1989,420
irl,1990,360
irl,1991,300
irl,1992,500
irl,1993,119
irl,1994,400
irl,1995,400
irl,1996,69
irl,1997,430
irl,1998,600
irl,1999,2829
irl,2000,14597
irl,2001,14426
irl,2002,12333
irl,2003,13337
irl,2004,10197
irl,2005,9517
irl,2006,11310
irl,2007,13682
irl,2008,14297
irl,2009,12286
irl,2010,14187
irl,2011,13614
irl,2012,11732
irl,2013,11455
irl,2014,10408
irl,2015,11090
irl,2016,9941
irl,2017,12385
irl,2018,13171
irl,2019,15685
irl,2020,16428
irl,2021,16423
irn,1962,2000
irn,1963,1500
irn,1964,0
irn,1965,0
irn,1966,0
irn,1967,0
irn,1968,300
irn,1969,300
irn,1970,0
irn,1971,0
irn,1972,0
irn,1973,0
irn,1974,0
irn,1975,0
irn,1976,0
irn,1977,0
irn,1978,0
irn,1979,130100
irn,1980,330000
irn,1981,1565000
irn,1982,1700060
irn,1983,1900060
irn,1984,2000000
irn,1985,2300000
irn,1986,2590000
irn,1987,2760000
irn,1988,2850000
irn,1989,2850000
irn,1990,4174401
irn,1991,4404995
irn,1992,4150723
irn,1993,2495038
irn,1994,2236350
irn,1995,2071988
irn,1996,2030359
irn,1997,1982553
irn,1998,1931332
irn,1999,1835688
irn,2000,1880228
irn,2001,1868000
irn,2002,1306604
irn,2003,984895
irn,2004,1046023
irn,2005,974439
irn,2006,969385
irn,2007,964728
irn,2008,981809
irn,2009,1072334
irn,2010,1075130
irn,2011,886907
irn,2012,868257
irn,2013,857398
irn,2014,982067
irn,2015,979477
irn,2016,979526
irn,2017,979519
irn,2018,979468
irn,2019,979470
irn,2020,800059
irn,2021,800059
irq,1968,0
irq,1969,0
irq,1970,0
irq,1971,0
irq,1972,0
irq,1973,0
irq,1974,0
irq,1975,0
irq,1976,0
irq,1977,0
irq,1978,0
irq,1979,400
irq,1980,400
irq,1981,1200
irq,1982,1200
irq,1983,1200
irq,1984,1200
irq,1985,83200
irq,1986,111000
irq,1987,1000
irq,1988,0
irq,1989,0
irq,1990,900
irq,1991,87990
irq,1992,115000
irq,1993,109066
irq,1994,119581
irq,1995,116722
irq,1996,112957
irq,1997,104032
irq,1998,104022
irq,1999,128913
irq,2000,128732
irq,2001,128536
irq,2002,134627
irq,2003,47158
irq,2004,47406
irq,2005,52125
irq,2006,46586
irq,2007,44765
irq,2008,41562
irq,2009,39007
irq,2010,37719
irq,2011,39379
irq,2012,103726
irq,2013,252285
irq,2014,279605
irq,2015,285116
irq,2016,273351
irq,2017,290703
irq,2018,297031
irq,2019,286924
irq,2020,283047
irq,2021,283382
isl,1990,85
isl,1991,141
isl,1992,154
isl,1993,160
isl,1994,160
isl,1995,197
isl,1996,232
isl,1997,252
isl,1998,286
isl,1999,245
isl,2000,240
isl,2001,219
isl,2002,210
isl,2003,226
isl,2004,231
isl,2005,294
isl,2006,265
isl,2007,53
isl,2008,64
isl,2009,63
isl,2010,97
isl,2011,111
isl,2012,142
isl,2013,339
isl,2014,303
isl,2015,329
isl,2016,569
isl,2017,688
isl,2018,986
isl,2019,1265
isl,2020,1641
isl,2021,1736
isr,1988,0
isr,1989,0
isr,1990,0
isr,1991,0
isr,1992,0
isr,1993,0
isr,1994,0
isr,1995,0
isr,1996,0
isr,1997,0
isr,1998,22
isr,1999,123
isr,2000,4393
isr,2001,4711
isr,2002,4858
isr,2003,4873
isr,2004,564
isr,2005,1506
isr,2006,1655
isr,2007,6884
isr,2008,13725
isr,2009,21868
isr,2010,31036
isr,2011,47665
isr,2012,54172
isr,2013,52943
isr,2014,45256
isr,2015,44606
isr,2016,51803
isr,2017,55361
isr,2018,54123
isr,2019,54586
isr,2020,34361
isr,2021,31016
ita,1951,26500
ita,1952,25500
ita,1953,24500
ita,1954,21500
ita,1955,18500
ita,1956,21500
ita,1957,21000
ita,1958,21000
ita,1959,18500
ita,1960,15500
ita,1961,14500
ita,1962,14300
ita,1963,14600
ita,1964,14000
ita,1965,15000
ita,1966,14000
ita,1967,13000
ita,1968,13000
ita,1969,14000
ita,1970,13000
ita,1971,12700
ita,1972,12600
ita,1973,12600
ita,1974,13000
ita,1975,11900
ita,1976,11900
ita,1977,11700
ita,1978,11700
ita,1979,14100
ita,1980,21531
ita,1981,22601
ita,1982,22865
ita,1983,22062
ita,1984,21482
ita,1985,22386
ita,1986,21505
ita,1987,20413
ita,1988,19260
ita,1989,13893
ita,1990,10816
ita,1991,9796
ita,1992,9242
ita,1993,50266
ita,1994,73058
ita,1995,74298
ita,1996,64712
ita,1997,66601
ita,1998,5440
ita,1999,6004
ita,2000,6926
ita,2001,8541
ita,2002,10031
ita,2003,12812
ita,2004,15668
ita,2005,20674
ita,2006,26870
ita,2007,39561
ita,2008,47059
ita,2009,59327
ita,2010,60472
ita,2011,71591
ita,2012,79102
ita,2013,89883
ita,2014,139442
ita,2015,178171
ita,2016,247258
ita,2017,353975
ita,2018,294833
ita,2019,254632
ita,2020,181934
ita,2021,188185
jam,1991,5
jam,1992,90
jam,1993,60
jam,1994,38
jam,1995,21
jam,1996,23
jam,1997,31
jam,1998,33
jam,1999,33
jam,2000,33
jam,2001,0
jam,2002,0
jam,2003,0
jam,2004,0
jam,2005,0
jam,2006,0
jam,2007,0
jam,2008,0
jam,2009,24
jam,2010,19
jam,2011,19
jam,2012,19
jam,2013,18
jam,2014,23
jam,2015,13
jam,2016,21
jam,2017,21
jam,2018,34
jam,2019,126
jam,2020,99
jam,2021,99
jor,1971,542599
jor,1972,558021
jor,1973,582400
jor,1974,607430
jor,1975,636778
jor,1976,653708
jor,1977,672301
jor,1978,690378
jor,1979,706745
jor,1980,723611
jor,1981,737000
jor,1982,756587
jor,1983,771284
jor,1984,790830
jor,1985,811660
jor,1986,834271
jor,1987,859689
jor,1988,884040
jor,1989,916143
jor,1990,944459
jor,1991,989647
jor,1992,1042393
jor,1993,1140664
jor,1994,1240385
jor,1995,1329466
jor,1996,1390473
jor,1997,1438102
jor,1998,1488225
jor,1999,1542413
jor,2000,1618495
jor,2001,1668582
jor,2002,1703250
jor,2003,1748093
jor,2004,1790215
jor,2005,1845402
jor,2006,2377820
jor,2007,2404113
jor,2008,2452677
jor,2009,2435084
jor,2010,2395476
jor,2011,2435548
jor,2012,2340275
jor,2013,2717260
jor,2014,2790268
jor,2015,2833249
jor,2016,2896279
jor,2017,2941560
jor,2018,3010413
jor,2019,3017511
jor,2020,3014383
jor,2021,3063732
jpn,1977,600
jpn,1978,610
jpn,1979,1260
jpn,1980,2390
jpn,1981,2520
jpn,1982,4390
jpn,1983,4900
jpn,1984,3967
jpn,1985,4707
jpn,1986,5016
jpn,1987,5601
jpn,1988,6110
jpn,1989,6479
jpn,1990,6819
jpn,1991,6397
jpn,1992,6669
jpn,1993,6495
jpn,1994,5942
jpn,1995,5432
jpn,1996,5278
jpn,1997,4846
jpn,1998,4483
jpn,1999,4233
jpn,2000,4034
jpn,2001,3519
jpn,2002,2972
jpn,2003,2690
jpn,2004,2441
jpn,2005,2460
jpn,2006,3056
jpn,2007,3294
jpn,2008,4308
jpn,2009,5262
jpn,2010,5606
jpn,2011,6325
jpn,2012,7274
jpn,2013,9316
jpn,2014,11846
jpn,2015,16302
jpn,2016,21313
jpn,2017,33393
jpn,2018,30933
jpn,2019,30586
jpn,2020,24897
jpn,2021,24897
kaz,1993,5000
kaz,1994,5028
kaz,1995,15561
kaz,1996,15577
kaz,1997,15585
kaz,1998,8343
kaz,1999,14799
kaz,2000,20581
kaz,2001,19539
kaz,2002,20610
kaz,2003,15830
kaz,2004,15850
kaz,2005,7326
kaz,2006,4506
kaz,2007,4354
kaz,2008,4472
kaz,2009,4463
kaz,2010,4717
kaz,2011,676
kaz,2012,642
kaz,2013,654
kaz,2014,720
kaz,2015,790
kaz,2016,780
kaz,2017,809
kaz,2018,758
kaz,2019,730
kaz,2020,663
kaz,2021,635
ken,1970,930
ken,1971,2600
ken,1972,2490
ken,1973,2970
ken,1974,2740
ken,1975,2450
ken,1976,2500
ken,1977,6010
ken,1978,6500
ken,1979,5810
ken,1980,3510
ken,1981,3380
ken,1982,4760
ken,1983,6760
ken,1984,8060
ken,1985,8790
ken,1986,8040
ken,1987,10220
ken,1988,12810
ken,1989,12654
ken,1990,14249
ken,1991,120163
ken,1992,402194
ken,1993,301595
ken,1994,252423
ken,1995,234665
ken,1996,223640
ken,1997,232097
ken,1998,238187
ken,1999,223696
ken,2000,214816
ken,2001,251817
ken,2002,236089
ken,2003,241524
ken,2004,249302
ken,2005,267714
ken,2006,291037
ken,2007,271491
ken,2008,329360
ken,2009,377877
ken,2010,430848
ken,2011,601750
ken,2012,606861
ken,2013,587206
ken,2014,585345
ken,2015,593860
ken,2016,494845
ken,2017,488394
ken,2018,471701
ken,2019,491907
ken,2020,504832
ken,2021,521164
kgz,1993,21242
kgz,1994,21239
kgz,1995,13407
kgz,1996,16707
kgz,1997,15276
kgz,1998,14560
kgz,1999,10849
kgz,2000,10995
kgz,2001,9765
kgz,2002,8357
kgz,2003,6226
kgz,2004,4202
kgz,2005,3087
kgz,2006,930
kgz,2007,1433
kgz,2008,1127
kgz,2009,912
kgz,2010,3010
kgz,2011,6501
kgz,2012,5288
kgz,2013,847
kgz,2014,694
kgz,2015,509
kgz,2016,454
kgz,2017,441
kgz,2018,434
kgz,2019,511
kgz,2020,677
kgz,2021,779
khm,1964,10000
khm,1965,15000
khm,1966,17000
khm,1967,20000
khm,1968,22000
khm,1969,22000
khm,1970,20000
khm,1971,0
khm,1972,0
khm,1973,0
khm,1974,0
khm,1975,0
khm,1976,0
khm,1977,0
khm,1978,0
khm,1979,0
khm,1980,0
khm,1981,0
khm,1982,0
khm,1983,0
khm,1984,0
khm,1985,0
khm,1986,0
khm,1987,0
khm,1988,0
khm,1989,0
khm,1990,0
khm,1991,0
khm,1992,0
khm,1993,5
khm,1994,12
khm,1995,12
khm,1996,18
khm,1997,16
khm,1998,20
khm,1999,20
khm,2000,191
khm,2001,1092
khm,2002,268
khm,2003,120
khm,2004,695
khm,2005,187
khm,2006,216
khm,2007,412
khm,2008,219
khm,2009,161
khm,2010,173
khm,2011,106
khm,2012,95
khm,2013,70
khm,2014,97
khm,2015,98
khm,2016,231
khm,2017,105
khm,2018,0
khm,2019,27
khm,2020,12
khm,2021,98
kir,2003,0
kir,2004,0
kir,2005,0
kir,2006,0
kir,2007,0
kir,2008,0
kir,2009,0
kir,2010,0
kir,2011,0
kir,2012,0
kir,2013,0
kir,2014,0
kir,2015,0
kir,2016,0
kir,2017,0
kir,2018,0
kir,2019,0
kir,2020,0
kir,2021,0
kna,2000,0
kna,2001,0
kna,2002,0
kna,2003,0
kna,2004,0
kna,2005,0
kna,2006,0
kna,2007,0
kna,2008,0
kna,2009,0
kna,2010,0
kna,2011,0
kna,2012,0
kna,2013,0
kna,2014,0
kna,2015,0
kna,2016,0
kna,2017,5
kna,2018,5
kna,2019,5
kna,2020,19
kna,2021,16
kor,1978,70
kor,1979,170
kor,1980,0
kor,1981,60
kor,1982,70
kor,1983,0
kor,1984,0
kor,1985,0
kor,1986,0
kor,1987,60
kor,1988,120
kor,1989,230
kor,1990,230
kor,1991,162
kor,1992,149
kor,1993,0
kor,1994,0
kor,1995,5
kor,1996,5
kor,1997,5
kor,1998,0
kor,1999,5
kor,2000,42
kor,2001,71
kor,2002,77
kor,2003,146
kor,2004,275
kor,2005,570
kor,2006,707
kor,2007,1260
kor,2008,1449
kor,2009,896
kor,2010,1046
kor,2011,1548
kor,2012,2014
kor,2013,2935
kor,2014,4634
kor,2015,6881
kor,2016,8633
kor,2017,11797
kor,2018,22717
kor,2019,28758
kor,2020,23516
kor,2021,17610
kwt,1979,5000
kwt,1980,5000
kwt,1981,2000
kwt,1982,2220
kwt,1983,2220
kwt,1984,2810
kwt,1985,2280
kwt,1986,0
kwt,1987,0
kwt,1988,0
kwt,1989,210
kwt,1990,0
kwt,1991,45590
kwt,1992,44879
kwt,1993,30000
kwt,1994,30020
kwt,1995,3306
kwt,1996,3831
kwt,1997,3787
kwt,1998,4181
kwt,1999,4333
kwt,2000,2832
kwt,2001,1337
kwt,2002,1708
kwt,2003,1710
kwt,2004,1679
kwt,2005,1732
kwt,2006,576
kwt,2007,38861
kwt,2008,40885
kwt,2009,3206
kwt,2010,3457
kwt,2011,1450
kwt,2012,1507
kwt,2013,1662
kwt,2014,1650
kwt,2015,1639
kwt,2016,1758
kwt,2017,1561
kwt,2018,1654
kwt,2019,1765
kwt,2020,1786
kwt,2021,1830
lao,1972,700
lao,1973,0
lao,1974,0
lao,1975,70
lao,1976,110
lao,1977,100
lao,1978,120
lao,1979,110
lao,1980,10370
lao,1981,3500
lao,1982,3500
lao,1983,1260
lao,1984,1200
lao,1985,0
lao,1986,0
lao,1987,80
lao,1988,0
lao,1989,0
lao,1990,0
lao,1991,0
lao,1992,0
lao,1993,0
lao,1994,0
lao,1995,0
lao,1996,0
lao,1997,0
lao,1998,0
lao,1999,0
lao,2000,0
lao,2001,0
lao,2002,0
lao,2003,0
lao,2004,0
lao,2005,0
lao,2006,0
lao,2007,0
lao,2008,0
lao,2009,0
lao,2010,0
lao,2011,0
lao,2012,0
lao,2013,0
lao,2014,0
lao,2015,0
lao,2016,0
lao,2017,0
lao,2018,0
lao,2019,0
lao,2020,0
lao,2021,0
lbn,1964,158584
lbn,1965,163069
lbn,1966,164692
lbn,1967,122967
lbn,1968,173437
lbn,1969,178049
lbn,1970,177862
lbn,1971,184814
lbn,1972,188937
lbn,1973,193107
lbn,1974,192830
lbn,1975,197974
lbn,1976,899238
lbn,1977,906521
lbn,1978,220248
lbn,1979,226370
lbn,1980,235105
lbn,1981,237081
lbn,1982,242017
lbn,1983,255513
lbn,1984,263190
lbn,1985,272504
lbn,1986,280798
lbn,1987,288657
lbn,1988,296518
lbn,1989,301221
lbn,1990,309021
lbn,1991,320731
lbn,1992,330231
lbn,1993,335846
lbn,1994,343480
lbn,1995,351640
lbn,1996,358666
lbn,1997,365160
lbn,1998,371294
lbn,1999,377612
