country,time,ilevels3_wb
bhs,2009,High income
bhs,2010,High income
bhs,2011,High income
bhs,2012,High income
bhs,2013,High income
bhs,2014,High income
bhs,2015,High income
bhs,2016,High income
bhs,2017,High income
bhs,2018,High income
bhs,2019,High income
bhs,2020,High income
bih,1987,Middle income
bih,1988,Middle income
bih,1989,Middle income
bih,1990,Middle income
bih,1991,Middle income
bih,1992,Middle income
bih,1993,Low income
bih,1994,Low income
bih,1995,Low income
bih,1996,Low income
bih,1997,Low income
bih,1998,Middle income
bih,1999,Middle income
bih,2000,Middle income
bih,2001,Middle income
bih,2002,Middle income
bih,2003,Middle income
bih,2004,Middle income
bih,2005,Middle income
bih,2006,Middle income
bih,2007,Middle income
bih,2008,Middle income
bih,2009,Middle income
bih,2010,Middle income
bih,2011,Middle income
bih,2012,Middle income
bih,2013,Middle income
bih,2014,Middle income
bih,2015,Middle income
bih,2016,Middle income
bih,2017,Middle income
bih,2018,Middle income
bih,2019,Middle income
bih,2020,Middle income
blr,1987,Middle income
blr,1988,Middle income
blr,1989,Middle income
blr,1990,Middle income
blr,1991,Middle income
blr,1992,Middle income
blr,1993,Middle income
blr,1994,Middle income
blr,1995,Middle income
blr,1996,Middle income
blr,1997,Middle income
blr,1998,Middle income
blr,1999,Middle income
blr,2000,Middle income
blr,2001,Middle income
blr,2002,Middle income
blr,2003,Middle income
blr,2004,Middle income
blr,2005,Middle income
blr,2006,Middle income
blr,2007,Middle income
blr,2008,Middle income
blr,2009,Middle income
blr,2010,Middle income
blr,2011,Middle income
blr,2012,Middle income
blr,2013,Middle income
blr,2014,Middle income
blr,2015,Middle income
blr,2016,Middle income
blr,2017,Middle income
blr,2018,Middle income
blr,2019,Middle income
blr,2020,Middle income
blz,1987,Middle income
blz,1988,Middle income
blz,1989,Middle income
blz,1990,Middle income
blz,1991,Middle income
blz,1992,Middle income
blz,1993,Middle income
blz,1994,Middle income
blz,1995,Middle income
blz,1996,Middle income
blz,1997,Middle income
blz,1998,Middle income
blz,1999,Middle income
blz,2000,Middle income
blz,2001,Middle income
blz,2002,Middle income
blz,2003,Middle income
blz,2004,Middle income
blz,2005,Middle income
blz,2006,Middle income
blz,2007,Middle income
blz,2008,Middle income
blz,2009,Middle income
blz,2010,Middle income
blz,2011,Middle income
blz,2012,Middle income
blz,2013,Middle income
blz,2014,Middle income
blz,2015,Middle income
blz,2016,Middle income
blz,2017,Middle income
blz,2018,Middle income
blz,2019,Middle income
blz,2020,Middle income
bol,1987,Middle income
bol,1988,Middle income
bol,1989,Middle income
bol,1990,Middle income
bol,1991,Middle income
bol,1992,Middle income
bol,1993,Middle income
bol,1994,Middle income
bol,1995,Middle income
bol,1996,Middle income
bol,1997,Middle income
bol,1998,Middle income
bol,1999,Middle income
bol,2000,Middle income
bol,2001,Middle income
bol,2002,Middle income
bol,2003,Middle income
bol,2004,Middle income
bol,2005,Middle income
bol,2006,Middle income
bol,2007,Middle income
bol,2008,Middle income
bol,2009,Middle income
bol,2010,Middle income
bol,2011,Middle income
bol,2012,Middle income
bol,2013,Middle income
bol,2014,Middle income
bol,2015,Middle income
bol,2016,Middle income
bol,2017,Middle income
bol,2018,Middle income
bol,2019,Middle income
bol,2020,Middle income
bra,1987,Middle income
bra,1988,Middle income
bra,1989,Middle income
bra,1990,Middle income
bra,1991,Middle income
bra,1992,Middle income
bra,1993,Middle income
bra,1994,Middle income
bra,1995,Middle income
bra,1996,Middle income
bra,1997,Middle income
bra,1998,Middle income
bra,1999,Middle income
bra,2000,Middle income
bra,2001,Middle income
bra,2002,Middle income
bra,2003,Middle income
bra,2004,Middle income
bra,2005,Middle income
bra,2006,Middle income
bra,2007,Middle income
bra,2008,Middle income
bra,2009,Middle income
bra,2010,Middle income
bra,2011,Middle income
bra,2012,Middle income
bra,2013,Middle income
bra,2014,Middle income
bra,2015,Middle income
bra,2016,Middle income
bra,2017,Middle income
bra,2018,Middle income
bra,2019,Middle income
bra,2020,Middle income
brb,1987,Middle income
brb,1988,Middle income
brb,1989,High income
brb,1990,Middle income
brb,1991,Middle income
brb,1992,Middle income
brb,1993,Middle income
brb,1994,Middle income
brb,1995,Middle income
brb,1996,Middle income
brb,1997,Middle income
brb,1998,Middle income
brb,1999,Middle income
brb,2000,High income
brb,2001,Middle income
brb,2002,High income
brb,2003,Middle income
brb,2004,Middle income
brb,2005,Middle income
brb,2006,High income
brb,2007,High income
brb,2008,High income
brb,2009,High income
brb,2010,High income
brb,2011,High income
brb,2012,High income
brb,2013,High income
brb,2014,High income
brb,2015,High income
brb,2016,High income
brb,2017,High income
brb,2018,High income
brb,2019,High income
brb,2020,High income
brn,1987,High income
brn,1988,High income
brn,1989,High income
brn,1990,High income
brn,1991,High income
brn,1992,High income
brn,1993,High income
brn,1994,High income
brn,1995,High income
brn,1996,High income
brn,1997,High income
brn,1998,High income
brn,1999,High income
brn,2000,High income
brn,2001,High income
brn,2002,High income
brn,2003,High income
brn,2004,High income
brn,2005,High income
brn,2006,High income
brn,2007,High income
brn,2008,High income
brn,2009,High income
brn,2010,High income
brn,2011,High income
brn,2012,High income
brn,2013,High income
brn,2014,High income
brn,2015,High income
brn,2016,High income
brn,2017,High income
brn,2018,High income
brn,2019,High income
brn,2020,High income
btn,1987,Low income
btn,1988,Low income
btn,1989,Low income
btn,1990,Low income
btn,1991,Low income
btn,1992,Low income
btn,1993,Low income
btn,1994,Low income
btn,1995,Low income
btn,1996,Low income
btn,1997,Low income
btn,1998,Low income
btn,1999,Low income
btn,2000,Low income
btn,2001,Low income
btn,2002,Low income
btn,2003,Low income
btn,2004,Low income
btn,2005,Low income
btn,2006,Middle income
btn,2007,Middle income
btn,2008,Middle income
btn,2009,Middle income
btn,2010,Middle income
btn,2011,Middle income
btn,2012,Middle income
btn,2013,Middle income
btn,2014,Middle income
btn,2015,Middle income
btn,2016,Middle income
btn,2017,Middle income
btn,2018,Middle income
btn,2019,Middle income
btn,2020,Middle income
bwa,1987,Middle income
bwa,1988,Middle income
bwa,1989,Middle income
bwa,1990,Middle income
bwa,1991,Middle income
bwa,1992,Middle income
bwa,1993,Middle income
bwa,1994,Middle income
bwa,1995,Middle income
bwa,1996,Middle income
bwa,1997,Middle income
bwa,1998,Middle income
bwa,1999,Middle income
bwa,2000,Middle income
bwa,2001,Middle income
bwa,2002,Middle income
bwa,2003,Middle income
bwa,2004,Middle income
bwa,2005,Middle income
bwa,2006,Middle income
bwa,2007,Middle income
bwa,2008,Middle income
bwa,2009,Middle income
bwa,2010,Middle income
bwa,2011,Middle income
bwa,2012,Middle income
bwa,2013,Middle income
bwa,2014,Middle income
bwa,2015,Middle income
bwa,2016,Middle income
bwa,2017,Middle income
bwa,2018,Middle income
bwa,2019,Middle income
bwa,2020,Middle income
caf,1987,Low income
caf,1988,Low income
caf,1989,Low income
caf,1990,Low income
caf,1991,Low income
caf,1992,Low income
caf,1993,Low income
caf,1994,Low income
caf,1995,Low income
caf,1996,Low income
caf,1997,Low income
caf,1998,Low income
caf,1999,Low income
caf,2000,Low income
caf,2001,Low income
caf,2002,Low income
caf,2003,Low income
caf,2004,Low income
caf,2005,Low income
caf,2006,Low income
caf,2007,Low income
caf,2008,Low income
caf,2009,Low income
caf,2010,Low income
caf,2011,Low income
caf,2012,Low income
caf,2013,Low income
caf,2014,Low income
caf,2015,Low income
caf,2016,Low income
caf,2017,Low income
caf,2018,Low income
caf,2019,Low income
caf,2020,Low income
can,1987,High income
can,1988,High income
can,1989,High income
can,1990,High income
can,1991,High income
can,1992,High income
can,1993,High income
can,1994,High income
can,1995,High income
can,1996,High income
can,1997,High income
can,1998,High income
can,1999,High income
can,2000,High income
can,2001,High income
can,2002,High income
can,2003,High income
can,2004,High income
can,2005,High income
can,2006,High income
can,2007,High income
can,2008,High income
can,2009,High income
can,2010,High income
can,2011,High income
can,2012,High income
can,2013,High income
can,2014,High income
can,2015,High income
can,2016,High income
can,2017,High income
can,2018,High income
can,2019,High income
can,2020,High income
che,1987,High income
che,1988,High income
che,1989,High income
che,1990,High income
che,1991,High income
che,1992,High income
che,1993,High income
che,1994,High income
che,1995,High income
che,1996,High income
che,1997,High income
che,1998,High income
che,1999,High income
che,2000,High income
che,2001,High income
che,2002,High income
che,2003,High income
che,2004,High income
che,2005,High income
che,2006,High income
che,2007,High income
che,2008,High income
che,2009,High income
che,2010,High income
che,2011,High income
che,2012,High income
che,2013,High income
che,2014,High income
che,2015,High income
che,2016,High income
che,2017,High income
che,2018,High income
che,2019,High income
che,2020,High income
chl,1987,Middle income
chl,1988,Middle income
chl,1989,Middle income
chl,1990,Middle income
chl,1991,Middle income
chl,1992,Middle income
chl,1993,Middle income
chl,1994,Middle income
chl,1995,Middle income
chl,1996,Middle income
chl,1997,Middle income
chl,1998,Middle income
chl,1999,Middle income
chl,2000,Middle income
chl,2001,Middle income
chl,2002,Middle income
chl,2003,Middle income
chl,2004,Middle income
chl,2005,Middle income
chl,2006,Middle income
chl,2007,Middle income
chl,2008,Middle income
chl,2009,Middle income
chl,2010,Middle income
chl,2011,Middle income
chl,2012,High income
chl,2013,High income
chl,2014,High income
chl,2015,High income
chl,2016,High income
chl,2017,High income
chl,2018,High income
chl,2019,High income
chl,2020,High income
chn,1987,Low income
chn,1988,Low income
chn,1989,Low income
chn,1990,Low income
chn,1991,Low income
chn,1992,Low income
chn,1993,Low income
chn,1994,Low income
chn,1995,Low income
chn,1996,Low income
chn,1997,Middle income
chn,1998,Low income
chn,1999,Middle income
chn,2000,Middle income
chn,2001,Middle income
chn,2002,Middle income
chn,2003,Middle income
chn,2004,Middle income
chn,2005,Middle income
chn,2006,Middle income
chn,2007,Middle income
chn,2008,Middle income
chn,2009,Middle income
chn,2010,Middle income
chn,2011,Middle income
chn,2012,Middle income
chn,2013,Middle income
chn,2014,Middle income
chn,2015,Middle income
chn,2016,Middle income
chn,2017,Middle income
chn,2018,Middle income
chn,2019,Middle income
chn,2020,Middle income
civ,1987,Middle income
civ,1988,Middle income
civ,1989,Middle income
civ,1990,Middle income
civ,1991,Middle income
civ,1992,Middle income
civ,1993,Low income
civ,1994,Low income
civ,1995,Low income
civ,1996,Low income
civ,1997,Low income
civ,1998,Low income
civ,1999,Low income
civ,2000,Low income
civ,2001,Low income
civ,2002,Low income
civ,2003,Low income
civ,2004,Low income
civ,2005,Low income
civ,2006,Low income
civ,2007,Low income
civ,2008,Middle income
civ,2009,Middle income
civ,2010,Middle income
civ,2011,Middle income
civ,2012,Middle income
civ,2013,Middle income
civ,2014,Middle income
civ,2015,Middle income
civ,2016,Middle income
civ,2017,Middle income
civ,2018,Middle income
civ,2019,Middle income
civ,2020,Middle income
cmr,1987,Middle income
cmr,1988,Middle income
cmr,1989,Middle income
cmr,1990,Middle income
cmr,1991,Middle income
cmr,1992,Middle income
cmr,1993,Middle income
cmr,1994,Low income
cmr,1995,Low income
cmr,1996,Low income
cmr,1997,Low income
cmr,1998,Low income
cmr,1999,Low income
cmr,2000,Low income
cmr,2001,Low income
cmr,2002,Low income
cmr,2003,Low income
cmr,2004,Low income
cmr,2005,Middle income
cmr,2006,Middle income
cmr,2007,Middle income
cmr,2008,Middle income
cmr,2009,Middle income
cmr,2010,Middle income
cmr,2011,Middle income
cmr,2012,Middle income
cmr,2013,Middle income
cmr,2014,Middle income
cmr,2015,Middle income
cmr,2016,Middle income
cmr,2017,Middle income
cmr,2018,Middle income
cmr,2019,Middle income
cmr,2020,Middle income
cod,1987,Low income
cod,1988,Low income
cod,1989,Low income
cod,1990,Low income
cod,1991,Low income
cod,1992,Low income
cod,1993,Low income
cod,1994,Low income
cod,1995,Low income
cod,1996,Low income
cod,1997,Low income
cod,1998,Low income
cod,1999,Low income
cod,2000,Low income
cod,2001,Low income
cod,2002,Low income
cod,2003,Low income
cod,2004,Low income
cod,2005,Low income
cod,2006,Low income
cod,2007,Low income
cod,2008,Low income
cod,2009,Low income
cod,2010,Low income
cod,2011,Low income
cod,2012,Low income
cod,2013,Low income
cod,2014,Low income
cod,2015,Low income
cod,2016,Low income
cod,2017,Low income
cod,2018,Low income
cod,2019,Low income
cod,2020,Low income
cog,1987,Middle income
cog,1988,Middle income
cog,1989,Middle income
cog,1990,Middle income
cog,1991,Middle income
cog,1992,Middle income
cog,1993,Middle income
cog,1994,Low income
cog,1995,Low income
cog,1996,Low income
cog,1997,Low income
cog,1998,Low income
cog,1999,Low income
cog,2000,Low income
cog,2001,Low income
cog,2002,Low income
cog,2003,Low income
cog,2004,Low income
cog,2005,Middle income
cog,2006,Middle income
cog,2007,Middle income
cog,2008,Middle income
cog,2009,Middle income
cog,2010,Middle income
cog,2011,Middle income
cog,2012,Middle income
cog,2013,Middle income
cog,2014,Middle income
cog,2015,Middle income
cog,2016,Middle income
cog,2017,Middle income
cog,2018,Middle income
cog,2019,Middle income
cog,2020,Middle income
col,1987,Middle income
col,1988,Middle income
col,1989,Middle income
col,1990,Middle income
col,1991,Middle income
col,1992,Middle income
col,1993,Middle income
col,1994,Middle income
col,1995,Middle income
col,1996,Middle income
col,1997,Middle income
col,1998,Middle income
col,1999,Middle income
col,2000,Middle income
col,2001,Middle income
col,2002,Middle income
col,2003,Middle income
col,2004,Middle income
col,2005,Middle income
col,2006,Middle income
col,2007,Middle income
col,2008,Middle income
col,2009,Middle income
col,2010,Middle income
col,2011,Middle income
col,2012,Middle income
col,2013,Middle income
col,2014,Middle income
col,2015,Middle income
col,2016,Middle income
col,2017,Middle income
col,2018,Middle income
col,2019,Middle income
col,2020,Middle income
com,1987,Low income
com,1988,Low income
com,1989,Low income
com,1990,Low income
com,1991,Low income
com,1992,Low income
com,1993,Low income
com,1994,Low income
com,1995,Low income
com,1996,Low income
com,1997,Low income
com,1998,Low income
com,1999,Low income
com,2000,Low income
com,2001,Low income
com,2002,Low income
com,2003,Low income
com,2004,Low income
com,2005,Low income
com,2006,Low income
com,2007,Low income
com,2008,Low income
com,2009,Low income
com,2010,Low income
com,2011,Low income
com,2012,Low income
com,2013,Low income
com,2014,Low income
com,2015,Low income
com,2016,Low income
com,2017,Low income
com,2018,Middle income
com,2019,Middle income
com,2020,Middle income
cpv,1987,Middle income
cpv,1988,Middle income
cpv,1989,Middle income
cpv,1990,Middle income
cpv,1991,Middle income
cpv,1992,Middle income
cpv,1993,Middle income
cpv,1994,Middle income
cpv,1995,Middle income
cpv,1996,Middle income
cpv,1997,Middle income
cpv,1998,Middle income
cpv,1999,Middle income
cpv,2000,Middle income
cpv,2001,Middle income
cpv,2002,Middle income
cpv,2003,Middle income
cpv,2004,Middle income
cpv,2005,Middle income
cpv,2006,Middle income
cpv,2007,Middle income
cpv,2008,Middle income
cpv,2009,Middle income
cpv,2010,Middle income
cpv,2011,Middle income
cpv,2012,Middle income
cpv,2013,Middle income
cpv,2014,Middle income
cpv,2015,Middle income
cpv,2016,Middle income
cpv,2017,Middle income
cpv,2018,Middle income
cpv,2019,Middle income
cpv,2020,Middle income
cri,1987,Middle income
